Date,High,Low,Open,Close,Volume,Adj Close,FOXA-15ma,FOXA-50ma,FOXA-100ma,FOXA-200ma
2019-03-12,38.0,38.0,38.0,38.0,10000.0,37.50027084350586,37.50027084350586,37.50027084350586,37.50027084350586,37.50027084350586
2019-03-13,39.900001525878906,38.70000076293945,39.0,39.75,20477400.0,39.227256774902344,38.3637638092041,38.3637638092041,38.3637638092041,38.3637638092041
2019-03-14,41.400001525878906,39.75,39.75,40.650001525878906,6248600.0,40.115421295166016,38.94764963785807,38.94764963785807,38.94764963785807,38.94764963785807
2019-03-15,41.869998931884766,41.2400016784668,41.380001068115234,41.70000076293945,7107300.0,41.151611328125,39.498640060424805,39.498640060424805,39.498640060424805,39.498640060424805
2019-03-18,41.95000076293945,41.04999923706055,41.95000076293945,41.70000076293945,4020900.0,41.151611328125,39.82923431396485,39.82923431396485,39.82923431396485,39.82923431396485
2019-03-19,41.70000076293945,39.84000015258789,41.54999923706055,40.34000015258789,10118500.0,39.80949783325195,39.825944900512695,39.825944900512695,39.825944900512695,39.825944900512695
2019-03-20,40.810001373291016,38.2400016784668,40.4900016784668,38.619998931884766,15683200.0,38.112117767333984,39.58111245291574,39.58111245291574,39.58111245291574,39.58111245291574
2019-03-21,40.06999969482422,38.75,39.0,40.02000045776367,12751700.0,39.49370574951172,39.570186614990234,39.570186614990234,39.570186614990234,39.570186614990234
2019-03-22,39.9900016784668,37.689998626708984,39.93000030517578,38.720001220703125,10898000.0,38.21080017089844,39.41914367675781,39.41914367675781,39.41914367675781,39.41914367675781
2019-03-25,38.959999084472656,37.38999938964844,38.88999938964844,37.439998626708984,9338900.0,36.9476318359375,39.171992492675784,39.171992492675784,39.171992492675784,39.171992492675784
2019-03-26,38.279998779296875,37.5099983215332,37.650001525878906,37.540000915527344,6287100.0,37.046321868896484,38.978749708695844,38.978749708695844,38.978749708695844,38.978749708695844
2019-03-27,37.90999984741211,36.7599983215332,37.52000045776367,36.91999816894531,5578100.0,36.434471130371094,38.76672649383545,38.76672649383545,38.76672649383545,38.76672649383545
2019-03-28,37.150001525878906,36.34000015258789,36.849998474121094,36.400001525878906,5326200.0,35.92131423950195,38.547848628117485,38.547848628117485,38.547848628117485,38.547848628117485
2019-03-29,36.90999984741211,36.150001525878906,36.54999923706055,36.709999084472656,5895300.0,36.22723388671875,38.38209043230329,38.38209043230329,38.38209043230329,38.38209043230329
2019-04-01,37.150001525878906,36.709999084472656,36.90999984741211,36.849998474121094,5311200.0,36.36539077758789,38.2476437886556,38.2476437886556,38.2476437886556,38.2476437886556
2019-04-02,37.18000030517578,35.900001525878906,36.959999084472656,36.279998779296875,6704600.0,35.80289077758789,38.1344851175944,38.09484672546387,38.09484672546387,38.09484672546387
2019-04-03,36.560001373291016,35.900001525878906,36.369998931884766,36.08000183105469,8393500.0,35.60552215576172,37.893036142985025,37.948415868422565,37.948415868422565,37.948415868422565
2019-04-04,36.79999923706055,36.0099983215332,36.20000076293945,36.7599983215332,4908400.0,36.27657699584961,37.63711318969727,37.8555359310574,37.8555359310574,37.8555359310574
2019-04-05,37.849998474121094,36.689998626708984,36.790000915527344,37.68000030517578,7344900.0,37.184478759765625,37.37263768513997,37.82021713256836,37.82021713256836,37.82021713256836
2019-04-08,37.68000030517578,37.26499938964844,37.599998474121094,37.470001220703125,3393300.0,36.97724151611328,37.094346364339195,37.7780683517456,37.7780683517456,37.7780683517456
2019-04-09,37.650001525878906,37.16999816894531,37.41999816894531,37.310001373291016,5725900.0,36.81934356689453,36.89500274658203,37.732414790562224,37.732414790562224,37.732414790562224
2019-04-10,37.529998779296875,36.36000061035156,37.33000183105469,36.47999954223633,4828400.0,36.0002555847168,36.75421193440755,37.65368028120561,37.65368028120561,37.65368028120561
2019-04-11,37.15999984741211,35.9900016784668,36.56999969482422,37.09000015258789,4791400.0,36.60223388671875,36.56144714355469,37.60796522057575,37.60796522057575,37.60796522057575
2019-04-12,37.619998931884766,36.470001220703125,37.150001525878906,37.529998779296875,6368500.0,37.03644943237305,36.48315709431966,37.58415206273397,37.58415206273397,37.58415206273397
2019-04-15,37.56999969482422,36.9900016784668,37.459999084472656,37.529998779296875,3927100.0,37.03644943237305,36.489078267415366,37.562243957519534,37.562243957519534,37.562243957519534
2019-04-16,37.849998474121094,37.470001220703125,37.66999816894531,37.75,5722000.0,37.25355529785156,36.5028938293457,37.55037131676307,37.55037131676307,37.55037131676307
2019-04-17,38.849998474121094,37.7599983215332,37.869998931884766,38.84000015258789,7603800.0,38.3292236328125,36.6292106628418,37.579217698838974,37.579217698838974,37.579217698838974
2019-04-18,39.0,38.43000030517578,38.90999984741211,38.439998626708984,4737400.0,37.93448257446289,36.76342188517253,37.59190573011126,37.59190573011126,37.59190573011126
2019-04-22,38.439998626708984,37.619998931884766,38.36000061035156,37.70000076293945,7675300.0,37.20421600341797,36.82855402628581,37.57853711884597,37.57853711884597,37.57853711884597
2019-04-23,38.38999938964844,37.630001068115234,37.790000915527344,38.08000183105469,6328800.0,37.579219818115234,36.90947596232096,37.57855987548828,37.57855987548828,37.57855987548828
2019-04-24,38.310001373291016,37.80500030517578,37.95000076293945,37.959999084472656,5323500.0,37.46079635620117,37.02000300089518,37.574761052285474,37.574761052285474,37.574761052285474
2019-04-25,38.20000076293945,37.540000915527344,37.97999954223633,38.150001525878906,5309700.0,37.64830017089844,37.1561882019043,37.57705914974213,37.57705914974213,37.57705914974213
2019-04-26,38.529998779296875,37.900001525878906,38.08000183105469,38.47999954223633,5297400.0,37.97395706176758,37.26934687296549,37.589086359197445,37.589086359197445,37.589086359197445
2019-04-29,39.525001525878906,38.310001373291016,38.540000915527344,39.20000076293945,6885200.0,38.68449020385742,37.36934763590495,37.6213041193345,37.6213041193345,37.6213041193345
2019-04-30,39.33000183105469,38.470001220703125,39.189998626708984,38.9900016784668,5044400.0,38.47724914550781,37.46934814453125,37.64575969151088,37.64575969151088,37.64575969151088
2019-05-01,39.4900016784668,38.65999984741211,39.119998931884766,39.400001525878906,5149800.0,38.88186264038086,37.606849416097006,37.68009588453505,37.68009588453505,37.68009588453505
2019-05-02,39.470001220703125,37.08000183105469,39.22999954223633,37.279998779296875,11495900.0,36.789737701416016,37.659481557210285,37.65603214985615,37.65603214985615,37.65603214985615
2019-05-03,37.75,37.119998931884766,37.40999984741211,37.470001220703125,4809800.0,36.97724151611328,37.68448206583659,37.63816923844187,37.63816923844187,37.63816923844187
2019-05-06,37.9900016784668,36.959999084472656,37.16999816894531,37.91999816894531,4801300.0,37.42131805419922,37.710139973958334,37.63260895166642,37.63260895166642,37.63260895166642
2019-05-07,37.810001373291016,37.119998931884766,37.58000183105469,37.2599983215332,6053300.0,36.769996643066406,37.692376454671226,37.61104364395142,37.61104364395142,37.61104364395142
2019-05-08,37.70000076293945,36.85499954223633,37.34000015258789,37.41999816894531,8635300.0,36.927894592285156,37.6706657409668,37.59438147195956,37.59438147195956,37.59438147195956
2019-05-09,39.25,37.5099983215332,38.5,38.5,15210200.0,37.99369430541992,37.64829711914062,37.603888920375276,37.603888920375276,37.603888920375276
2019-05-10,38.75,37.439998626708984,38.63999938964844,38.529998779296875,6742500.0,38.02329635620117,37.65421803792318,37.61364258167355,37.61364258167355,37.61364258167355
2019-05-13,38.68000030517578,37.72999954223633,37.77000045776367,37.970001220703125,5604000.0,37.470664978027344,37.67198130289714,37.6103930906816,37.6103930906816,37.6103930906816
2019-05-14,38.52000045776367,37.87200164794922,38.04999923706055,37.88999938964844,6198600.0,37.39171600341797,37.659481048583984,37.605533599853516,37.605533599853516,37.605533599853516
2019-05-15,37.970001220703125,37.56999969482422,37.70000076293945,37.709999084472656,2975400.0,37.21408462524414,37.64303359985352,37.59702383953592,37.59702383953592,37.59702383953592
2019-05-16,38.08000183105469,36.70000076293945,37.90999984741211,36.7400016784668,8704900.0,36.25684356689453,37.550269826253256,37.56850936564993,37.56850936564993,37.56850936564993
2019-05-17,37.59000015258789,36.54999923706055,36.560001373291016,37.31999969482422,5508000.0,37.061222076416016,37.489420827229814,37.55794088045756,37.55794088045756,37.55794088045756
2019-05-20,37.63999938964844,37.0,37.18000030517578,37.13999938964844,3670000.0,36.88247299194336,37.369286346435544,37.54415582150829,37.54415582150829,37.54415582150829
2019-05-21,38.0,37.099998474121094,37.2599983215332,37.689998626708984,4668600.0,37.42865753173828,37.29938023885091,37.54184585571289,37.54184585571289,37.54184585571289
2019-05-22,37.7599983215332,37.05500030517578,37.65999984741211,37.119998931884766,3431200.0,36.86260986328125,37.16476338704427,37.5290926361084,37.52852750292011,37.52852750292011
2019-05-23,37.08000183105469,36.630001068115234,36.81999969482422,36.90999984741211,4431900.0,36.65406799316406,37.15571873982747,37.47762886047363,37.511710973886345,37.511710973886345
2019-05-24,37.20500183105469,36.849998474121094,37.04999923706055,36.91999816894531,2879000.0,36.66399383544922,37.13483556111654,37.408600311279294,37.49571631089697,37.49571631089697
2019-05-28,37.34000015258789,36.505001068115234,36.970001220703125,36.63999938964844,4380400.0,36.38593673706055,37.065810139973955,37.31328681945801,37.4751648373074,37.4751648373074
2019-05-29,36.650001525878906,35.790000915527344,36.5,35.790000915527344,3691300.0,35.541831970214844,36.98393249511719,37.2010912322998,37.44001333063299,37.44001333063299
2019-05-30,36.154998779296875,35.150001525878906,35.880001068115234,35.220001220703125,4730400.0,34.97578430175781,36.85379180908203,37.10441696166992,37.396009240831646,37.396009240831646
2019-05-31,35.27000045776367,34.70000076293945,34.970001220703125,35.22999954223633,6706100.0,34.985713958740234,36.65325978597005,37.04188888549805,37.35372335868969,37.35372335868969
2019-06-03,35.29999923706055,33.779998779296875,35.04999923706055,34.2400016784668,7665000.0,34.00258255004883,36.38521219889323,36.932066421508786,37.29594506888554,37.29594506888554
2019-06-04,35.25,34.150001525878906,34.52000045776367,34.47999954223633,8058900.0,34.24091720581055,36.16989568074544,36.85266876220703,37.244164935613085,37.244164935613085
2019-06-05,34.97999954223633,34.279998779296875,34.619998931884766,34.36000061035156,6240600.0,34.12174987792969,35.951897939046226,36.796151123046876,37.192124684651695,37.192124684651695
2019-06-06,34.65999984741211,33.97999954223633,34.65999984741211,34.119998931884766,5288300.0,33.8834114074707,35.72985305786133,36.73289291381836,37.13788348338643,37.13788348338643
2019-06-07,34.439998626708984,34.0,34.18000030517578,34.0099983215332,4226800.0,33.774173736572266,35.56434173583985,36.67968696594238,37.0836301003733,37.0836301003733
