Date,High,Low,Open,Close,Volume,Adj Close,HP-15ma,HP-50ma,HP-100ma,HP-200ma
2000-01-03,10.59375,10.0625,10.59375,10.3125,1145000.0,5.227761745452881,5.227761745452881,5.227761745452881,5.227761745452881,5.227761745452881
2000-01-04,10.375,9.90625,10.0625,10.0,1927200.0,5.069345474243164,5.1485536098480225,5.1485536098480225,5.1485536098480225,5.1485536098480225
2000-01-05,10.21875,9.875,10.0625,10.0,1285600.0,5.069345474243164,5.122150897979736,5.122150897979736,5.122150897979736,5.122150897979736
2000-01-06,10.8125,10.0,10.0625,10.59375,577000.0,5.370340347290039,5.184198260307312,5.184198260307312,5.184198260307312,5.184198260307312
2000-01-07,11.21875,10.6875,10.90625,10.84375,563800.0,5.497068881988525,5.246772384643554,5.246772384643554,5.246772384643554,5.246772384643554
2000-01-10,10.90625,10.4375,10.84375,10.8125,499400.0,5.481228828430176,5.285848458607991,5.285848458607991,5.285848458607991,5.285848458607991
2000-01-11,11.1875,10.625,10.9375,11.125,780600.0,5.639645099639893,5.336390835898263,5.336390835898263,5.336390835898263,5.336390835898263
2000-01-12,11.375,11.0,11.125,11.0,650400.0,5.576279163360596,5.366376876831055,5.366376876831055,5.366376876831055,5.366376876831055
2000-01-13,11.59375,11.0,11.0,11.25,739400.0,5.703012466430664,5.403780831231011,5.403780831231011,5.403780831231011,5.403780831231011
2000-01-14,11.9375,11.1875,11.25,11.6875,754400.0,5.924798011779785,5.455882549285889,5.455882549285889,5.455882549285889,5.455882549285889
2000-01-18,12.03125,11.5625,11.5625,11.6875,906600.0,5.924798011779785,5.498511227694425,5.498511227694425,5.498511227694425,5.498511227694425
2000-01-19,12.375,11.21875,11.25,12.125,812800.0,6.146581649780273,5.552517096201579,5.552517096201579,5.552517096201579,5.552517096201579
2000-01-20,11.9375,11.25,11.9375,11.34375,621400.0,5.750538349151611,5.567749500274658,5.567749500274658,5.567749500274658,5.567749500274658
2000-01-21,12.125,11.46875,11.46875,11.8125,591600.0,5.988165855407715,5.59777923992702,5.59777923992702,5.59777923992702,5.59777923992702
2000-01-24,12.03125,11.4375,11.78125,11.625,671800.0,5.893115520477295,5.617468325297038,5.617468325297038,5.617468325297038,5.617468325297038
2000-01-25,11.96875,11.46875,11.625,11.6875,707400.0,5.924798011779785,5.663937409718831,5.6366764307022095,5.6366764307022095,5.6366764307022095
2000-01-26,12.25,11.5625,11.5625,11.75,1347000.0,5.956480979919434,5.723079776763916,5.655488463009105,5.655488463009105,5.655488463009105
2000-01-27,12.125,11.375,11.84375,11.46875,836000.0,5.813905715942383,5.772717126210531,5.664289421505398,5.664289421505398,5.664289421505398
2000-01-28,11.78125,11.25,11.53125,11.3125,503200.0,5.734696388244629,5.797007528940837,5.6679950513337785,5.6679950513337785,5.6679950513337785
2000-01-31,11.78125,11.25,11.34375,11.75,571800.0,5.956480979919434,5.827635002136231,5.682419347763061,5.682419347763061,5.682419347763061
2000-02-01,12.0,11.5625,11.6875,12.0,291600.0,6.083212852478027,5.8677672704060875,5.701504752749488,5.701504752749488,5.701504752749488
2000-02-02,12.25,11.59375,11.6875,11.625,640200.0,5.893115520477295,5.884665298461914,5.710214333100752,5.710214333100752,5.710214333100752
2000-02-03,12.03125,11.53125,11.71875,11.75,570800.0,5.956480979919434,5.910012086232503,5.720921578614608,5.720921578614608,5.720921578614608
2000-02-04,12.0,11.65625,11.75,11.78125,312000.0,5.972321033477783,5.927965990702311,5.731396555900574,5.731396555900574,5.731396555900574
2000-02-07,12.375,11.65625,11.65625,12.3125,436800.0,6.241632461547852,5.949088287353516,5.751805992126465,5.751805992126465,5.751805992126465
2000-02-08,12.4375,11.75,12.4375,11.9375,583000.0,6.051530838012695,5.95753714243571,5.763333870814397,5.763333870814397,5.763333870814397
2000-02-09,11.9375,11.5,11.9375,11.5,742800.0,5.829745769500732,5.9364147504170734,5.765793570765743,5.765793570765743,5.765793570765743
2000-02-10,12.125,11.5625,11.5625,12.03125,485200.0,6.099057674407959,5.95964937210083,5.777695860181536,5.777695860181536,5.777695860181536
2000-02-11,12.1875,11.84375,11.9375,11.90625,521800.0,6.0532989501953125,5.9639915784200035,5.787199415009598,5.787199415009598,5.787199415009598
2000-02-14,12.5,11.65625,12.0,12.375,987800.0,6.2916178703308105,5.990558401743571,5.804013363520304,5.804013363520304,5.804013363520304
2000-02-15,13.0,12.4375,12.4375,12.875,563600.0,6.545823574066162,6.031960105895996,5.827942725150816,5.827942725150816,5.827942725150816
2000-02-16,13.1875,12.65625,12.8125,13.0,521000.0,6.609376907348633,6.075486501057942,5.852362543344498,5.852362543344498,5.852362543344498
2000-02-17,13.21875,12.625,13.09375,13.1875,569200.0,6.704704284667969,6.134873072306315,5.87819108096036,5.87819108096036,5.87819108096036
2000-02-18,13.0625,12.40625,13.0625,12.4375,338000.0,6.323389053344727,6.174119249979655,5.891285138971665,5.891285138971665,5.891285138971665
2000-02-22,12.5,11.875,12.40625,12.15625,464200.0,6.18040132522583,6.189047273000082,5.89954560143607,5.89954560143607,5.89954560143607
2000-02-23,12.125,11.8125,12.125,11.84375,230400.0,6.0215229988098145,6.184934616088867,5.90293386247423,5.90293386247423,5.90293386247423
2000-02-24,12.6875,11.59375,11.59375,12.5625,604800.0,6.386945724487305,6.217856629689535,5.916015264150259,5.916015264150259,5.916015264150259
2000-02-25,12.4375,11.96875,12.4375,12.15625,394400.0,6.18040132522583,6.232784652709961,5.9229727920733,5.9229727920733,5.9229727920733
2000-02-28,12.71875,11.84375,11.9375,12.65625,396400.0,6.434608459472656,6.263603814442953,5.9360916553399505,5.9360916553399505,5.9360916553399505
2000-02-29,13.34375,12.53125,12.53125,13.3125,684200.0,6.768255233764648,6.298711999257406,5.956895744800567,5.956895744800567,5.956895744800567
2000-03-01,13.4375,12.90625,13.1875,13.4375,778600.0,6.831808567047119,6.350730514526367,5.978235081928532,5.978235081928532,5.978235081928532
2000-03-02,14.28125,13.4375,13.4375,14.125,769600.0,7.181339740753174,6.4408367792765295,6.006880430948167,6.006880430948167,6.006880430948167
2000-03-03,14.1875,13.625,14.1875,14.0,1317600.0,7.1177897453308105,6.508752250671387,6.032715531282647,6.032715531282647,6.032715531282647
2000-03-06,14.375,13.8125,13.8125,14.1875,644800.0,7.213117599487305,6.586073493957519,6.05954285101457,6.05954285101457,6.05954285101457
2000-03-07,14.78125,14.1875,14.1875,14.5625,734000.0,7.403771877288818,6.6602170944213865,6.089414607153999,6.089414607153999,6.089414607153999
2000-03-08,14.375,13.4375,14.375,14.0,580600.0,7.1177897453308105,6.698348172505697,6.111770588418712,6.111770588418712,6.111770588418712
2000-03-09,14.03125,13.4375,14.0,13.46875,656400.0,6.8476948738098145,6.714236036936442,6.127428551937672,6.127428551937672,6.127428551937672
2000-03-10,14.3125,13.4375,13.5,13.5,945400.0,6.863583564758301,6.724827988942464,6.142765114704768,6.142765114704768,6.142765114704768
2000-03-13,13.96875,13.28125,13.46875,13.625,893800.0,6.927133083343506,6.765077590942383,6.158772624268824,6.158772624268824,6.158772624268824
2000-03-14,13.65625,12.59375,13.65625,13.1875,458400.0,6.704704284667969,6.800031121571859,6.169691257476806,6.169691257476806,6.169691257476806
2000-03-15,13.21875,12.53125,13.1875,12.875,363600.0,6.545823574066162,6.834984493255615,6.196052494049073,6.177066400939343,6.177066400939343
2000-03-16,13.625,12.65625,12.9375,13.625,803600.0,6.927133083343506,6.8709969838460285,6.233208246231079,6.191490760216346,6.191490760216346
2000-03-17,13.3125,12.90625,13.125,13.1875,487400.0,6.704704284667969,6.905950514475505,6.265915422439575,6.201174034262603,6.201174034262603
2000-03-20,13.21875,12.625,13.21875,12.75,353200.0,6.482272148132324,6.909128093719483,6.288154058456421,6.20637955488982,6.20637955488982
2000-03-21,13.4375,12.65625,12.65625,13.4375,466000.0,6.831808567047119,6.91336498260498,6.314848852157593,6.217750991474499,6.217750991474499
2000-03-22,14.09375,13.125,13.125,13.65625,714200.0,6.943020343780518,6.920779101053873,6.3440846824646,6.230702229908535,6.230702229908535
2000-03-23,13.90625,13.4375,13.5625,13.71875,388600.0,6.974796772003174,6.907009569803874,6.370787715911865,6.243756520120721,6.243756520120721
2000-03-24,14.25,13.5625,13.71875,13.96875,1019600.0,7.101898670196533,6.9059501647949215,6.401300106048584,6.258552074432373,6.258552074432373
2000-03-27,14.4375,13.609375,13.84375,14.25,469200.0,7.244894027709961,6.908068593343099,6.43213773727417,6.275269734657417,6.275269734657417
2000-03-28,14.46875,13.6875,14.125,13.9375,503800.0,7.086014270782471,6.886884752909342,6.455362062454224,6.288782143592835,6.288782143592835
2000-03-29,14.5,13.5625,13.625,14.4375,634000.0,7.340221405029297,6.901713530222575,6.4836705303192135,6.3060188527967105,6.3060188527967105
2000-03-30,14.96875,14.34375,14.375,14.8671875,1396200.0,7.558681011199951,6.949112606048584,6.511912517547607,6.326223081158053,6.326223081158053
2000-03-31,15.625,14.8125,14.875,15.5,1931000.0,7.8804097175598145,7.016901016235352,6.554509944915772,6.350892710307288,6.350892710307288
2000-04-03,16.0,15.28125,15.5625,15.90625,866800.0,8.08695125579834,7.094222227732341,6.596485652923584,6.3780186250805855,6.3780186250805855
2000-04-04,15.90625,14.375,15.90625,15.15625,744800.0,7.705644607543945,7.160951582590739,6.632736234664917,6.398443640195406,6.398443640195406
2000-04-05,15.3125,14.65625,15.15625,14.71875,728600.0,7.483212471008301,7.223444175720215,6.663904523849487,6.414879531571359,6.414879531571359
2000-04-06,15.375,14.9375,15.0,15.25,542200.0,7.753306865692139,7.278522427876791,6.699841041564941,6.434856058946297,6.434856058946297
2000-04-07,15.75,15.1875,15.1875,15.53125,702600.0,7.89629602432251,7.357961877187093,6.741488847732544,6.456347823143005,6.456347823143005
2000-04-10,15.40625,14.375,15.40625,14.53125,518600.0,7.387884616851807,7.418336041768392,6.774552612304688,6.469848356385162,6.469848356385162
2000-04-11,15.4375,14.90625,15.0,15.375,695000.0,7.8168559074401855,7.484005864461263,6.8117601108551025,6.489091321400234,6.489091321400234
2000-04-12,16.15625,15.3125,15.3125,16.125,833400.0,8.19816780090332,7.567682361602783,6.854059209823609,6.513162821111544,6.513162821111544
2000-04-13,16.125,15.125,15.8125,15.1875,483200.0,7.721531867980957,7.617464701334636,6.890627536773682,6.529945724540287,6.529945724540287
2000-04-14,15.875,15.0,15.3125,15.34375,980000.0,7.800969123840332,7.664069398244222,6.9275172996520995,6.547357003982753,6.547357003982753
2000-04-17,15.40625,14.5,15.34375,14.96875,789800.0,7.610316276550293,7.688430881500244,6.96027720451355,6.561721318476909,6.561721318476909
2000-04-18,15.65625,14.6875,14.6875,15.375,865400.0,7.8168559074401855,7.7371536572774255,6.9917816734313964,6.578456446329753,6.578456446329753
2000-04-19,15.65625,14.9375,15.0,15.0625,661600.0,7.657980442047119,7.758337593078613,7.023910665512085,6.592660709431297,6.592660709431297
2000-04-20,15.875,15.0625,15.0625,15.6875,637600.0,7.975736618041992,7.786141300201416,7.06683048248291,6.610622734218449,6.610622734218449
2000-04-24,16.125,15.375,15.6875,15.375,731400.0,7.8168559074401855,7.781904379526774,7.101186447143554,6.626087262080266,6.626087262080266
2000-04-25,15.8125,15.09375,15.34375,15.1875,563600.0,7.721531867980957,7.757543087005615,7.134551105499267,6.63995364949673,6.63995364949673
2000-04-26,15.71875,14.625,15.15625,15.53125,755800.0,7.89629602432251,7.7702531814575195,7.166644668579101,6.655657929182053,6.655657929182053
2000-04-27,16.1875,15.25,15.25,15.71875,552000.0,7.99162483215332,7.804147338867187,7.195560693740845,6.672151347737254,6.672151347737254
2000-04-28,15.90625,15.5,15.6875,15.65625,421400.0,7.959853649139404,7.8179171244303385,7.22257022857666,6.6878550343397185,6.6878550343397185
2000-05-01,15.96875,15.1875,15.59375,15.59375,457600.0,7.928071022033691,7.820035457611084,7.247037563323975,6.702797395637236,6.702797395637236
2000-05-02,16.25,15.4375,15.5,15.96875,548800.0,8.118731498718262,7.868758583068848,7.282944412231445,6.719653754007249,6.719653754007249
2000-05-03,16.1875,15.5,15.9375,15.75,654400.0,8.0075101852417,7.881468868255615,7.3194865894317624,6.7348050061394185,6.7348050061394185
2000-05-04,16.40625,15.625,15.625,16.15625,659400.0,8.214058876037598,7.882528273264567,7.363337306976319,6.752005632533583,6.752005632533583
2000-05-05,17.15625,16.1875,16.1875,17.0625,1160200.0,8.6748046875,7.946079794565836,7.409094486236572,6.774106771096416,6.774106771096416
2000-05-08,17.75,16.9375,17.0,16.96875,884800.0,8.627138137817383,8.001157728830973,7.4580292224884035,6.795163945718245,6.795163945718245
2000-05-09,17.09375,16.5625,16.875,16.90625,552200.0,8.595366477966309,8.066827742258708,7.501244382858276,6.815390940462605,6.815390940462605
2000-05-10,16.96875,16.125,16.96875,16.34375,482200.0,8.309380531311035,8.099662717183431,7.532066888809204,6.831990824805366,6.831990824805366
2000-05-11,16.78125,16.03125,16.1875,16.75,575600.0,8.53420352935791,8.158077589670818,7.56611478805542,6.850696458921328,6.850696458921328
2000-05-12,17.0,16.375,16.6875,16.96875,293600.0,8.64565658569336,8.202738920847574,7.595401124954224,6.8702068950818935,6.8702068950818935
2000-05-15,18.1875,16.8125,17.03125,18.0,982800.0,9.171085357666016,8.293020884195963,7.636467037200927,6.89494752371183,6.89494752371183
2000-05-16,17.96875,17.0625,17.6875,17.71875,688800.0,9.02778148651123,8.380104192097981,7.6727603149414065,6.917637246720334,6.917637246720334
2000-05-17,18.15625,17.375,17.46875,18.15625,710800.0,9.250694274902344,8.470397408803304,7.709698762893677,6.942195741753829,6.942195741753829
2000-05-18,18.09375,17.28125,18.09375,17.5,544200.0,8.91633415222168,8.532044696807862,7.745669651031494,6.962759683529536,6.962759683529536
2000-05-19,17.5625,17.28125,17.5,17.34375,276400.0,8.836718559265137,8.59050235748291,7.785450124740601,6.982078847196913,6.982078847196913
2000-05-22,17.375,16.8125,17.28125,16.90625,633800.0,8.613812446594238,8.636218452453614,7.82045470237732,6.998729190047906,6.998729190047906
2000-05-23,17.4375,16.59375,16.59375,17.40625,669600.0,8.86856460571289,8.686207326253255,7.859283332824707,7.017616416468765,7.017616416468765
2000-05-24,17.625,16.6875,17.40625,17.09375,848000.0,8.709343910217285,8.732996241251628,7.899376125335693,7.03453369140625,7.03453369140625
2000-05-25,17.15625,16.625,17.09375,17.03125,475600.0,8.677505493164062,8.763892682393392,7.942009763717651,7.069031128883362,7.050800738948406
2000-05-26,17.5625,17.21875,17.3125,17.25,424800.0,8.788951873779297,8.771502494812012,7.979246139526367,7.106227192878723,7.06784143634871
2000-05-30,17.8125,17.21875,17.21875,17.34375,474200.0,8.836718559265137,8.785474522908528,8.02188642501831,7.143900923728943,7.085015000648869
2000-05-31,18.6875,17.3125,17.3125,18.625,823600.0,9.489522933959961,8.845084953308106,8.082031440734863,7.1850927495956425,7.108135269238399
2000-06-01,18.65625,17.9375,18.5625,18.375,737800.0,9.362146377563477,8.915269343058268,8.13263819694519,7.2237435245513915,7.129602041698638
2000-06-02,18.75,17.40625,18.5,17.40625,599800.0,8.86856460571289,8.937560081481934,8.171149082183838,7.257616882324219,7.146007348906319
2000-06-05,17.96875,16.65625,17.3125,16.6875,721400.0,8.502361297607422,8.928007062276205,8.201700372695923,7.286244044303894,7.158683554034367
2000-06-06,17.90625,16.8125,16.8125,17.6875,365600.0,9.011862754821777,8.917392222086589,8.239899654388427,7.320599880218506,7.175842620708324
2000-06-07,17.84375,17.125,17.6875,17.53125,662200.0,8.932250022888184,8.911023457845053,8.273646774291992,7.352892255783081,7.1919564500861215
2000-06-08,18.46875,17.59375,17.59375,18.46875,515800.0,9.40991497039795,8.921638170878092,8.320124788284302,7.387743425369263,7.212119709361684
2000-06-09,18.40625,17.53125,18.40625,17.65625,482600.0,8.995940208435059,8.926945241292318,8.353239164352416,7.418454847335815,7.22819016430829
2000-06-12,18.875,17.71875,17.71875,18.625,680200.0,9.489522933959961,8.97046553293864,8.391856002807618,7.4518842601776125,7.248380635465894
2000-06-13,18.96875,18.1875,18.5625,18.28125,509400.0,9.31437873840332,9.017169952392578,8.420535383224488,7.48752266407013,7.266663804518438
2000-06-14,19.0,17.78125,18.28125,18.03125,411400.0,9.187005043029785,9.03839931488037,8.442536458969116,7.51951105594635,7.283508903101871
2000-06-15,18.84375,18.0,18.3125,18.25,732000.0,9.2984619140625,9.077673848470052,8.474392805099487,7.553564519882202,7.3010302336319635
2000-06-16,18.46875,17.8125,17.8125,18.46875,868400.0,9.40991497039795,9.126501146952311,8.51292685508728,7.588415689468384,7.319210274466153
2000-06-19,18.53125,17.5,18.53125,18.125,548000.0,9.234774589538574,9.156222661336264,8.542556209564209,7.621198625564575,7.335582619039421
2000-06-20,18.3125,17.28125,18.03125,18.0,941400.0,9.171085357666016,9.178513781229656,8.568051996231079,7.654770421981811,7.351137726993884
2000-06-21,18.875,17.71875,17.9375,18.875,907200.0,9.616899490356445,9.187005551656087,8.612632293701171,7.69359245300293,7.370177741812057
2000-06-22,19.0,17.71875,18.875,18.09375,869000.0,9.218846321105957,9.177452214558919,8.640672101974488,7.726216106414795,7.385583313306173
2000-06-23,18.84375,18.09375,18.09375,18.5625,555800.0,9.457681655883789,9.216726684570313,8.665862379074097,7.759960794448853,7.402708092996897
2000-06-26,18.75,17.46875,18.59375,17.75,505600.0,9.043707847595215,9.2528164545695,8.692305898666381,7.791466717720032,7.416158910657539
2000-06-27,17.8125,17.40625,17.75,17.71875,871600.0,9.02778148651123,9.253877703348795,8.7168421459198,7.8221797227859495,7.429261533225455
2000-06-28,17.71875,17.0,17.71875,17.03125,618400.0,8.677505493164062,9.23689473470052,8.738185930252076,7.849231567382812,7.439328016773347
2000-06-29,17.59375,17.0625,17.0625,17.40625,759800.0,8.86856460571289,9.200804710388184,8.75922010421753,7.875500888824463,7.450761909484863
2000-06-30,18.6953125,16.875,17.09375,18.6953125,2297800.0,9.525349617004395,9.236098670959473,8.796567487716676,7.9102390766143795,7.467226891290574
2000-07-03,18.53125,17.65625,18.53125,17.84375,500200.0,9.091469764709473,9.20956179300944,8.818882150650024,7.942856316566467,7.480016205254502
2000-07-05,17.875,16.4375,17.875,16.59375,700800.0,8.45459270477295,9.152242724100748,8.83163688659668,7.966411666870117,7.48763008415699
2000-07-06,17.15625,16.46875,16.5625,16.59375,577000.0,8.45459270477295,9.103415234883625,8.84629810333252,7.990424604415893,7.495125918425331
2000-07-07,16.8125,16.3125,16.65625,16.46875,326200.0,8.390904426574707,9.04291140238444,8.856190271377564,8.011417469978333,7.502016522334173
2000-07-10,16.6875,15.90625,16.34375,16.34375,660800.0,8.327215194702148,8.970731417338053,8.86290207862854,8.029231386184692,7.508315748840798
2000-07-11,17.5625,16.28125,16.28125,17.5,1131000.0,8.91633415222168,8.94950205485026,8.882031688690185,8.052300958633422,7.518982554927017
2000-07-12,17.59375,16.71875,17.59375,16.75,565200.0,8.53420352935791,8.907043266296387,8.89415433883667,8.070595951080323,7.526615795336272
2000-07-13,16.75,16.296875,16.75,16.53125,604400.0,8.422745704650879,8.827433013916016,8.900234622955322,8.091589517593384,7.533303331972948
2000-07-14,17.0,16.4375,16.65625,16.84375,317200.0,8.581966400146484,8.784974352518718,8.911723747253419,8.11560516834259,7.541071206552011
2000-07-17,16.8125,15.96875,16.8125,16.125,705400.0,8.215763092041016,8.702179781595866,8.911757831573487,8.137547569274902,7.546032176298254
2000-07-18,17.125,16.125,16.125,16.625,600800.0,8.470513343811035,8.66396681467692,8.907672004699707,8.158383245468139,7.552780214017325
2000-07-19,16.78125,16.28125,16.5,16.53125,421000.0,8.422745704650879,8.62363109588623,8.903584156036377,8.18080668926239,7.559084311775539
2000-07-20,16.5625,15.84375,16.5,16.4375,980000.0,8.374983787536621,8.603462982177735,8.899176502227784,8.20021044254303,7.5649540921766985
2000-07-21,16.5,15.84375,16.5,16.0,631200.0,8.152077674865723,8.555697186787922,8.896030445098877,8.21404866695404,7.569147832053048
2000-07-24,16.09375,15.40625,15.9375,15.5,701800.0,7.89732027053833,8.447161897023518,8.883292779922485,8.224703783988952,7.571475296155781
2000-07-25,15.84375,14.875,15.5,14.9375,863400.0,7.610725402832031,8.348445606231689,8.862594156265258,8.228997640609741,7.571751705357726
2000-07-26,15.25,14.84375,14.9375,15.03125,688400.0,7.658492565155029,8.295372263590496,8.83234230041504,8.234404668807983,7.572358284796868
2000-07-27,15.6875,15.0625,15.0625,15.40625,810800.0,7.8495588302612305,8.25503667195638,8.808777847290038,8.240769081115722,7.574283288584815
2000-07-28,15.84375,15.375,15.59375,15.78125,424600.0,8.040621757507324,8.231684494018555,8.784576396942139,8.247137579917908,7.577499415956694
2000-07-31,16.0,15.5,15.8125,16.0,365000.0,8.152077674865723,8.220008659362794,8.769291267395019,8.257480459213257,7.581434883483468
2000-08-01,16.46875,15.90625,15.90625,16.375,362400.0,8.343134880065918,8.18179537455241,8.759419593811035,8.272434859275817,7.586616516113281
2000-08-02,16.90625,16.46875,16.46875,16.625,542200.0,8.470513343811035,8.177549362182617,8.756553611755372,8.288504157066345,7.5925887919761035
2000-08-03,17.0,16.625,17.0,16.75,782400.0,8.53420352935791,8.184979883829753,8.749866390228272,8.30457486152649,7.598908353971955
2000-08-04,17.0625,16.40625,16.8125,16.78125,448600.0,8.55012321472168,8.182857004801432,8.74668197631836,8.323029050827026,7.6052497863769535
2000-08-07,17.375,16.65625,16.84375,17.1328125,323800.0,8.729247093200684,8.21708927154541,8.747716808319092,8.344863286018372,7.6126934771506205
