Date,High,Low,Open,Close,Volume,Adj Close,BLK-15ma,BLK-50ma,BLK-100ma,BLK-200ma
2000-01-03,17.5,16.625,17.4375,16.625,64600.0,11.476865768432617,11.476865768432617,11.476865768432617,11.476865768432617,11.476865768432617
2000-01-04,16.625,15.625,16.625,15.875,81900.0,10.959112167358398,11.217988967895508,11.217988967895508,11.217988967895508,11.217988967895508
2000-01-05,15.75,15.0,15.75,15.75,38100.0,10.872817039489746,11.10293165842692,11.10293165842692,11.10293165842692,11.10293165842692
2000-01-06,16.25,15.75,15.75,16.0,41200.0,11.045401573181152,11.088549137115479,11.088549137115479,11.088549137115479,11.088549137115479
2000-01-07,16.25,15.75,15.875,15.875,34700.0,10.959112167358398,11.062661743164062,11.062661743164062,11.062661743164062,11.062661743164062
2000-01-10,16.5,16.0,16.5,16.0,94200.0,11.045401573181152,11.05978504816691,11.05978504816691,11.05978504816691,11.05978504816691
2000-01-11,16.875,16.0,16.125,16.4375,39700.0,11.347432136535645,11.100877489362444,11.100877489362444,11.100877489362444,11.100877489362444
2000-01-12,17.125,16.5,16.5,17.125,25100.0,11.82203197479248,11.191021800041199,11.191021800041199,11.191021800041199,11.191021800041199
2000-01-13,17.5,16.875,17.25,16.9375,62000.0,11.692598342895508,11.246752527025011,11.246752527025011,11.246752527025011,11.246752527025011
2000-01-14,17.75,16.875,17.0,17.5,183100.0,12.080909729003906,11.3301682472229,11.3301682472229,11.3301682472229,11.3301682472229
2000-01-18,18.25,17.75,17.75,18.0,77300.0,12.426078796386719,11.429796478965066,11.429796478965066,11.429796478965066,11.429796478965066
2000-01-19,18.375,17.9375,18.0,18.25,34500.0,12.59865951538086,11.527201731999716,11.527201731999716,11.527201731999716,11.527201731999716
2000-01-20,18.25,17.375,18.25,17.5,42200.0,12.080909729003906,11.569794654846191,11.569794654846191,11.569794654846191,11.569794654846191
2000-01-21,17.5,17.25,17.4375,17.375,16000.0,11.994621276855469,11.60013941356114,11.60013941356114,11.60013941356114,11.60013941356114
2000-01-24,17.5,17.0,17.5,17.125,10700.0,11.82203197479248,11.614932250976562,11.614932250976562,11.614932250976562,11.614932250976562
2000-01-25,17.5,17.0625,17.125,17.25,19200.0,11.90832805633545,11.643696403503418,11.633269488811493,11.633269488811493,11.633269488811493
2000-01-26,17.5,17.25,17.25,17.4375,16600.0,12.037763595581055,11.715606498718262,11.657063259797937,11.657063259797937,11.657063259797937
2000-01-27,18.0,17.4375,17.4375,17.5,33600.0,12.080909729003906,11.796146011352539,11.680610285864937,11.680610285864937,11.680610285864937
2000-01-28,17.625,17.3125,17.625,17.375,3900.0,11.994621276855469,11.859427324930827,11.697137180127596,11.697137180127596,11.697137180127596
2000-01-31,17.5,17.125,17.125,17.5,53900.0,12.080909729003906,11.934213829040527,11.716325807571412,11.716325807571412,11.716325807571412
2000-02-01,17.75,17.375,17.375,17.75,15400.0,12.253498077392578,12.014753595987957,11.741905439467658,11.741905439467658,11.741905439467658
2000-02-02,18.125,17.875,18.0,17.9375,92700.0,12.382933616638184,12.083787027994791,11.7710430838845,11.7710430838845,11.7710430838845
2000-02-03,18.125,17.9375,18.0625,18.0,35200.0,12.426078796386719,12.124056816101074,11.799522897471553,11.799522897471553,11.799522897471553
2000-02-04,18.5625,18.125,18.125,18.4375,51500.0,12.72810173034668,12.193090375264486,11.838213682174683,11.838213682174683,11.838213682174683
2000-02-07,18.5625,18.375,18.4375,18.5,25200.0,12.771248817443848,12.239112981160481,11.87553508758545,11.87553508758545,11.87553508758545
2000-02-08,18.875,18.5,18.5,18.5625,45300.0,12.814391136169434,12.265000470479329,11.91164493560791,11.91164493560791,11.91164493560791
2000-02-09,18.75,18.375,18.75,18.375,9100.0,12.684955596923828,12.270753542582193,11.940286071212203,11.940286071212203,11.940286071212203
2000-02-10,18.5,17.875,18.5,17.875,9700.0,12.339791297912598,12.288012313842774,11.954554115022932,11.954554115022932,11.954554115022932
2000-02-11,18.0,17.875,17.875,17.9375,24700.0,12.382933616638184,12.313899803161622,11.969325821975183,11.969325821975183,11.969325821975183
2000-02-14,18.0625,17.875,18.0625,18.0,7100.0,12.426078796386719,12.354169591267903,11.984550921122233,11.984550921122233,11.984550921122233
2000-02-15,18.0,17.875,17.875,17.875,4900.0,12.339791297912598,12.382933807373046,11.996010288115471,11.996010288115471,11.996010288115471
2000-02-16,18.5,17.875,17.875,18.5,69000.0,12.771248817443848,12.4318328221639,12.020236492156982,12.020236492156982,12.020236492156982
2000-02-17,18.6875,18.3125,18.5,18.375,28100.0,12.684955596923828,12.472102546691895,12.040379495331734,12.040379495331734,12.040379495331734
2000-02-18,18.5625,18.375,18.375,18.5,5000.0,12.771248817443848,12.523877716064453,12.061875651864444,12.061875651864444,12.061875651864444
2000-02-22,18.8125,18.5625,18.625,18.5625,10700.0,12.814391136169434,12.572776476542154,12.083376094273158,12.083376094273158,12.083376094273158
2000-02-23,18.9375,18.5625,18.5625,18.8125,5700.0,12.986984252929688,12.621675554911295,12.108476320902506,12.108476320902506,12.108476320902506
2000-02-24,19.125,18.875,18.875,19.0,61800.0,13.116413116455078,12.670574188232422,12.135717855917441,12.135717855917441,12.135717855917441
2000-02-25,19.25,19.0,19.0,19.25,41400.0,13.2890043258667,12.728102556864421,12.166067499863473,12.166067499863473,12.166067499863473
2000-02-28,20.125,19.25,19.25,20.125,35700.0,13.893047332763672,12.805765597025554,12.210349034040402,12.210349034040402,12.210349034040402
2000-02-29,21.875,21.625,21.75,21.875,79900.0,15.101133346557617,12.961091232299804,12.282618641853333,12.282618641853333,12.282618641853333
2000-03-01,22.75,21.75,22.5,21.75,140600.0,15.014843940734863,13.1077880859375,12.349258283289467,12.349258283289467,12.349258283289467
2000-03-02,22.25,22.0,22.0,22.0625,26600.0,15.230579376220703,13.277496337890625,12.417861166454497,12.417861166454497,12.417861166454497
2000-03-03,22.125,22.0625,22.125,22.125,17300.0,15.273728370666504,13.473092142740885,12.48427668283152,12.48427668283152,12.48427668283152
2000-03-06,22.25,22.0625,22.0625,22.0625,9900.0,15.230579376220703,13.66293519337972,12.54669265313582,12.54669265313582,12.54669265313582
2000-03-07,22.125,21.75,22.125,22.0,26200.0,15.187430381774902,13.847025299072266,12.605375713772244,12.605375713772244,12.605375713772244
2000-03-08,22.1875,22.0,22.0,22.0,31700.0,15.187430381774902,14.036867904663087,12.661507336989693,12.661507336989693,12.661507336989693
2000-03-09,22.0,21.75,21.875,22.0,7800.0,15.187430381774902,14.197946675618489,12.715250380495762,12.715250380495762,12.715250380495762
2000-03-10,22.125,21.9375,22.0,22.125,5200.0,15.273728370666504,14.370531527201335,12.768552005290985,12.768552005290985,12.768552005290985
2000-03-13,23.125,22.25,22.375,22.875,27900.0,15.791476249694824,14.571880022684732,12.83024433680943,12.83024433680943,12.83024433680943
2000-03-14,23.0,22.875,22.875,22.875,1300.0,15.791476249694824,14.770352363586426,12.889468975067139,12.889468975067139,12.889468975067139
2000-03-15,24.125,22.625,23.125,24.125,29000.0,16.65440559387207,15.014847119649252,12.993019771575927,12.963291261710372,12.963291261710372
2000-03-16,25.0,24.125,24.125,24.375,19500.0,16.826980590820312,15.262218284606934,13.110377140045166,13.037592979577871,13.037592979577871
2000-03-17,24.75,23.375,23.375,24.75,73300.0,17.08586311340332,15.515342203776042,13.234638061523437,13.113975434933069,13.113975434933069
2000-03-20,24.25,23.875,24.0,24.0,134700.0,16.568113327026367,15.693679936726888,13.345092296600342,13.177940951453316,13.177940951453316
2000-03-21,24.0,23.75,23.75,24.0,172200.0,16.568113327026367,15.791478602091471,13.4572723197937,13.239580449191006,13.239580449191006
2000-03-22,23.75,22.625,23.75,22.625,35900.0,15.618895530700684,15.831748708089192,13.548742198944092,13.28206821850368,13.28206821850368
2000-03-23,22.625,22.5,22.625,22.5,1300.0,15.532601356506348,15.851883506774902,13.632445583343506,13.321551256012498,13.321551256012498
2000-03-24,22.5,22.375,22.5,22.4375,5600.0,15.489460945129395,15.866265678405762,13.705794162750244,13.358929009273135,13.358929009273135
2000-03-27,22.1875,22.0,22.1875,22.0625,19600.0,15.230579376220703,15.866265678405762,13.776553783416748,13.390651896848517,13.390651896848517
2000-03-28,22.0625,19.75,22.0625,20.0,42600.0,13.806758880615234,15.774220911661784,13.811070766448974,13.397587013244628,13.397587013244628
2000-03-29,19.875,19.75,19.75,19.75,77000.0,13.634172439575195,15.670670382181804,13.835232639312744,13.401465462856605,13.401465462856605
2000-03-30,20.5,19.8125,19.8125,20.4375,18700.0,14.108781814575195,15.598760477701823,13.865435085296632,13.412873791110131,13.412873791110131
2000-03-31,20.4375,20.25,20.4375,20.25,23500.0,13.979341506958008,15.512468020121256,13.903403720855714,13.421865342155336,13.421865342155336
2000-04-03,20.6875,20.25,20.25,20.625,4000.0,14.238216400146484,15.4089173634847,13.948275623321534,13.434620827436447,13.434620827436447
2000-04-04,20.875,20.625,20.625,20.75,77700.0,14.324511528015137,15.31111971537272,13.998325214385986,13.448311453599196,13.448311453599196
2000-04-05,21.4375,20.625,20.75,21.4375,32700.0,14.799115180969238,15.187433687845866,14.056140956878663,13.468778176741166,13.468778176741166
2000-04-06,22.4375,21.125,21.375,22.375,12500.0,15.446310997009277,15.095389048258463,14.124311904907227,13.498293591969048,13.498293591969048
2000-04-07,24.4375,22.25,22.25,24.25,44500.0,16.740686416625977,15.072377268473307,14.217507438659668,13.545975839390474,13.545975839390474
2000-04-10,24.25,24.0,24.25,24.0,16100.0,16.568113327026367,15.072377268473307,14.308977279663086,13.589774933414184,13.589774933414184
2000-04-11,24.125,24.0,24.125,24.0625,6300.0,16.611249923706055,15.075253041585286,14.399584083557128,13.632938861846924,13.632938861846924
2000-04-12,24.0,23.8125,24.0,23.875,3800.0,16.481813430786133,15.132780901590984,14.484150390625,13.673063855775645,13.673063855775645
2000-04-13,23.75,23.375,23.75,23.375,4900.0,16.136655807495117,15.173051198323568,14.559224834442139,13.707280410660637,13.707280410660637
2000-04-14,23.25,23.0,23.25,23.0,10200.0,15.877765655517578,15.198938179016114,14.628258571624755,13.73701308524772,13.73701308524772
2000-04-17,22.875,22.375,22.875,22.4375,15500.0,15.489460945129395,15.216196950276693,14.68348575592041,13.760694813083958,13.760694813083958
2000-04-18,22.3125,21.875,22.3125,21.9375,2900.0,15.144288063049316,15.305365562438965,14.73094654083252,13.779142723083496,13.779142723083496
2000-04-19,21.9375,21.0,21.8125,21.0,20400.0,14.497092247009277,15.362893549601237,14.764600563049317,13.788589427345677,13.788589427345677
2000-04-20,21.15625,20.9375,21.0,21.125,78800.0,14.58338451385498,15.394533729553222,14.80256914138794,13.798911441456188,13.798911441456188
2000-04-24,21.625,21.0,21.0625,21.625,15100.0,14.92856216430664,15.457815106709798,14.85434455871582,13.813394143031193,13.813394143031193
2000-04-25,24.5,21.6875,21.875,24.0,74600.0,16.568113327026367,15.61314156850179,14.938048152923583,13.84826400611974,13.84826400611974
2000-04-26,24.25,23.8125,24.25,24.125,67700.0,16.65440559387207,15.76846783955892,15.022614688873292,13.883340775966644,13.883340775966644
2000-04-27,24.375,24.0,24.0,24.3125,12600.0,16.783843994140625,15.900783093770345,15.111495742797851,13.919149457672496,13.919149457672496
2000-04-28,26.0,24.375,24.5,26.0,43100.0,17.94878578186035,16.06761474609375,15.215046482086182,13.968291364065031,13.968291364065031
2000-05-01,26.5,24.0,26.25,24.0,97500.0,16.568113327026367,16.056109873453774,15.292709636688233,13.999614520245288,13.999614520245288
2000-05-02,24.125,23.75,24.125,23.8125,6100.0,16.438671112060547,16.047480392456055,15.366058082580567,14.028650908243089,14.028650908243089
2000-05-03,24.375,23.5625,23.5625,24.25,23000.0,16.740686416625977,16.05610949198405,15.444583988189697,14.060557208341711,14.060557208341711
2000-05-04,24.0,23.625,24.0,23.625,6300.0,16.309226989746094,16.044603729248045,15.511028842926025,14.086704531381297,14.086704531381297
2000-05-05,23.875,23.5,23.5,23.6875,6200.0,16.35237693786621,16.05898513793945,15.575748119354248,14.112746742950089,14.112746742950089
2000-05-08,24.125,23.5,23.5625,24.0,20400.0,16.568113327026367,16.10500831604004,15.641330299377442,14.140648635950955,14.140648635950955
2000-05-09,24.375,24.0625,24.125,24.375,19900.0,16.826980590820312,16.194176292419435,15.700008964538574,14.170832141061847,14.170832141061847
2000-05-10,25.0625,24.375,24.5,25.0625,23400.0,17.301589965820312,16.337996419270834,15.744018096923828,14.20561833911472,14.20561833911472
2000-05-11,25.75,25.125,25.125,25.25,30200.0,17.43103790283203,16.533592796325685,15.79234197616577,14.24106251014458,14.24106251014458
2000-05-12,25.75,24.875,25.0,25.75,32300.0,17.776195526123047,16.74644686381022,15.843254299163819,14.279487869013911,14.279487869013911
2000-05-15,26.5,25.625,25.75,25.75,73700.0,17.776195526123047,16.936289087931314,15.893303642272949,14.3170868760796,14.3170868760796
2000-05-16,26.5,25.625,25.8125,26.25,26100.0,18.121368408203125,17.039839426676433,15.951119422912598,14.357557956208574,14.357557956208574
2000-05-17,26.5,26.25,26.375,26.375,5300.0,18.207656860351562,17.1433895111084,16.01152395248413,14.39808531309429,14.39808531309429
2000-05-18,26.375,26.0625,26.375,26.1875,9400.0,18.07822036743164,17.2296812693278,16.069339752197266,14.436420053243637,14.436420053243637
2000-05-19,26.1875,26.0,26.1875,26.125,38200.0,18.035079956054688,17.23543421427409,16.12629274368286,14.473519639870554,14.473519639870554
2000-05-22,26.0,25.8125,26.0,25.8125,6700.0,17.819345474243164,17.318849690755208,16.177205085754395,14.507660719813133,14.507660719813133
2000-05-23,25.375,23.75,25.375,23.75,63200.0,16.395523071289062,17.315973154703777,16.18928602218628,14.526730036494708,14.526730036494708
2000-05-24,23.625,23.0,23.25,23.25,33100.0,16.05035400390625,17.269950993855794,16.194463577270508,14.541966276168823,14.541966276168823
2000-05-25,23.5,23.375,23.375,23.375,12500.0,16.136655807495117,17.258446248372397,16.18410858154297,14.588564176559448,14.557755281429479
2000-05-26,23.625,23.25,23.375,23.25,64800.0,16.05035400390625,17.2383113861084,16.168576049804688,14.639476594924927,14.572388602238075
2000-05-30,23.25,22.8125,23.25,23.25,89000.0,16.05035400390625,17.203794097900392,16.147865867614748,14.691251964569092,14.586737780895048
2000-05-31,24.1875,23.25,23.25,24.0625,68300.0,16.611249923706055,17.189412053426107,16.14872859954834,14.74691044807434,14.606204243806692
2000-06-01,24.75,24.0625,24.0625,24.375,38200.0,16.826980590820312,17.157771428426106,16.153905944824217,14.80558913230896,14.627354494730632
2000-06-02,26.0,24.5,24.5,25.75,62400.0,17.776195526123047,17.18078193664551,16.197051944732667,14.872897071838379,14.657060542196598
2000-06-05,27.0,25.375,25.625,26.875,145400.0,18.552833557128906,17.232557805379233,16.257456588745118,14.94495108604431,14.693469635794095
2000-06-06,26.875,26.375,26.875,26.4375,61200.0,18.250810623168945,17.26419881184896,16.312683582305908,15.009238872528076,14.726407978269789
2000-06-07,26.4375,25.9375,26.4375,25.9375,16400.0,17.9056453704834,17.249817276000975,16.36618490219116,15.071369342803955,14.755575293794685
2000-06-08,25.8125,25.375,25.8125,25.4375,32200.0,17.560468673706055,17.206671396891277,16.441259098052978,15.126164932250976,14.781074324521152
2000-06-09,25.4375,25.25,25.375,25.4375,29700.0,17.560468673706055,17.17215461730957,16.519785022735597,15.17750883102417,14.806113913252547
2000-06-12,25.4375,24.5,25.4375,25.25,75500.0,17.43103790283203,17.131885147094728,16.586230144500732,15.225832614898682,14.829550734588079
2000-06-13,26.0,24.75,24.75,26.0,185700.0,17.94878578186035,17.140514500935872,16.66561902999878,15.284511375427247,14.857154584563938
2000-06-14,26.9375,26.0,26.0,26.8125,162900.0,18.509681701660156,17.28145840962728,16.751048336029054,15.349661979675293,14.889194296117415
2000-06-15,28.0,27.0625,27.0625,27.5,104300.0,18.984289169311523,17.477054087320962,16.84424388885498,15.421284551620483,14.924803816753885
2000-06-16,29.25,27.5,27.5,29.0,222700.0,20.019794464111328,17.735929997762046,16.948657474517823,15.502399215698242,14.968726149920759
2000-06-19,29.375,28.75,29.25,28.8125,197500.0,19.890361785888672,17.991930516560874,17.03753849029541,15.580925197601319,15.01079141176664
2000-06-20,28.625,28.0,28.625,28.4375,68600.0,19.631473541259766,18.230671819051107,17.095354232788086,15.656430835723876,15.049949734897936
2000-06-21,29.25,28.5,28.5,29.25,35700.0,20.192380905151367,18.469413884480794,17.167839584350585,15.738408432006835,15.09316344221099
2000-06-22,31.375,29.0,29.1875,30.875,53000.0,21.31418800354004,18.768561045328777,17.261898345947266,15.830741214752198,15.1450053135554
2000-06-23,30.90625,30.0,30.875,30.1875,53900.0,20.839576721191406,18.972786458333335,17.34905361175537,15.916602001190185,15.192067887172225
2000-06-26,31.0,29.75,30.0,31.0,85500.0,21.400476455688477,19.162629318237304,17.454330024719237,16.006777429580687,15.24295648199613
2000-06-27,32.625,31.125,31.25,32.375,58000.0,22.34969139099121,19.435888036092123,17.58376853942871,16.106013555526733,15.300734814589585
2000-06-28,36.0,32.0,32.375,35.0,128800.0,24.161819458007812,19.85296630859375,17.757215709686278,16.220350732803343,15.372195174617152
2000-06-29,35.0,32.625,35.0,32.625,292000.0,22.522266387939453,20.183752822875977,17.904775276184083,16.3178609085083,15.429395744323731
2000-06-30,34.0,29.0,32.875,29.0,583600.0,20.019794464111328,20.34770787556966,18.015229320526124,16.38991494178772,15.465827480195061
2000-07-03,29.625,29.125,29.1875,29.25,80300.0,20.192380905151367,20.531797409057617,18.127409248352052,16.464989194869997,15.50304443629708
2000-07-05,29.5,28.375,29.25,29.375,80400.0,20.278667449951172,20.687122853597007,18.234411354064942,16.54437795639038,15.540353991091251
2000-07-06,29.25,28.75,29.125,28.875,56000.0,19.933507919311523,20.78204460144043,18.301719245910643,16.619883699417116,15.57440944789916
2000-07-07,29.75,28.3125,28.625,29.75,36300.0,20.53755760192871,20.885595830281577,18.379382286071777,16.700998487472535,15.612587510622465
2000-07-10,32.125,29.875,29.875,32.0,76900.0,22.090803146362305,21.023663075764976,18.48552146911621,16.798508605957032,15.662039538376204
2000-07-11,33.8125,32.125,32.125,33.375,106000.0,23.040019989013672,21.233640289306642,18.587346153259276,16.901196317672728,15.717933329668911
2000-07-12,34.25,32.3125,33.0625,34.25,286500.0,23.64406394958496,21.50114631652832,18.72886516571045,17.01078740119934,15.77752829673595
2000-07-13,34.25,33.6875,34.25,33.6875,87400.0,23.255756378173828,21.70537134806315,18.865206871032715,17.115632476806642,15.833335968985486
2000-07-14,33.875,33.4375,33.6875,33.875,13700.0,23.385196685791016,21.843438593546548,18.998097076416016,17.221340532302857,15.88927567799886
2000-07-17,34.0,33.0625,33.875,33.0625,49800.0,22.82429313659668,21.975753021240234,19.128398399353028,17.319713621139528,15.940268453429727
2000-07-18,32.875,31.5625,32.875,32.3125,60500.0,22.306533813476562,22.036156845092773,19.247481536865234,17.41161482810974,15.986737543649047
2000-07-19,32.3125,31.9375,32.3125,32.125,98500.0,22.177104949951172,22.024651082356772,19.35966136932373,17.500495834350588,16.031595278477322
2000-07-20,32.625,32.0625,32.1875,32.5625,28000.0,22.479127883911133,21.91247164408366,19.472704315185545,17.58635663986206,16.077980405135122
2000-07-21,33.875,32.6875,32.6875,33.8125,20000.0,23.3420467376709,21.96712366739909,19.59351345062256,17.668765773773192,16.129866593224662
2000-07-24,36.375,33.8125,33.8125,34.0625,103000.0,23.514633178710938,22.200112915039064,19.715185356140136,17.753763666152953,16.1822408243274
2000-07-25,34.5,33.75,34.125,33.75,76600.0,23.298908233642578,22.407214736938478,19.825639610290526,17.834446954727174,16.23235820044934
2000-07-26,34.375,33.8125,33.8125,34.0625,62200.0,23.514633178710938,22.62294578552246,19.940408363342286,17.916856002807616,16.283283200297323
2000-07-27,34.0625,34.0,34.0,34.0625,18100.0,23.514633178710938,22.861687469482423,20.048273658752443,17.99969654083252,16.33350090848075
2000-07-28,34.3125,34.0,34.3125,34.0,129100.0,23.471487045288086,23.05728276570638,20.153550262451173,18.08253710746765,16.382728399079422
2000-07-31,34.0,33.6875,33.9375,33.75,69000.0,23.298908233642578,23.1378231048584,20.25796401977539,18.16365188598633,16.430099493836703
2000-08-01,33.75,33.5625,33.75,33.625,4900.0,23.212602615356445,23.14932861328125,20.361514472961424,18.243903608322142,16.476238970853846
2000-08-02,33.625,33.5,33.5625,33.5625,4400.0,23.16946792602539,23.11768887837728,20.46851692199707,18.322861003875733,16.52146349082122
2000-08-03,33.75,33.5,33.625,33.625,26700.0,23.212602615356445,23.11481196085612,20.60485851287842,18.397072267532348,16.56637046481139
2000-08-04,33.75,33.6875,33.75,33.75,14900.0,23.298908233642578,23.109059397379557,20.749829597473145,18.472146587371824,16.61125404993693
2000-08-07,33.875,31.125,33.875,32.375,77600.0,22.34969139099121,23.07741928100586,20.874090309143067,18.529099445343018,16.649256946235305
2000-08-08,33.0,32.5,32.5,32.875,16000.0,22.69486427307129,23.103307978312174,21.00698051452637,18.587778282165527,16.6890306786487
2000-08-09,33.875,32.0,33.0,33.875,57000.0,23.385196685791016,23.183847427368164,21.15367736816406,18.650771617889404,16.732796469545054
2000-08-10,33.875,33.5,33.875,33.625,15600.0,23.212602615356445,23.232745742797853,21.28570442199707,18.717216510772705,16.77487313282954
2000-08-11,33.5,33.25,33.5,33.3125,8300.0,22.996883392333984,23.209734853108724,21.409102478027343,18.78150421142578,16.815015134503764
2000-08-14,33.625,33.3125,33.375,33.5,16400.0,23.12632179260254,23.183847427368164,21.516105003356934,18.8565784740448,16.855472228465935
2000-08-15,33.625,33.3125,33.5,33.375,17600.0,23.040019989013672,23.16658821105957,21.60584873199463,18.931652660369874,16.89486425241847
2000-08-16,33.6875,33.5,33.5,33.6875,36700.0,23.255756378173828,23.14932975769043,21.705947647094728,19.009315614700316,16.93512306334097
2000-08-17,34.875,33.6875,33.6875,34.75,34400.0,23.989242553710938,23.18097038269043,21.827619590759276,19.09690224647522,16.979488594726945
2000-08-18,34.75,34.5,34.75,34.625,20400.0,23.902950286865234,23.209734598795574,21.95446922302246,19.19786416053772,17.02276023030281
2000-08-21,35.0,34.5625,34.5625,34.875,15200.0,24.07552719116211,23.26150919596354,22.08477039337158,19.302277708053587,17.06656623627088
2000-08-22,35.5,35.0,35.0,35.375,6200.0,24.420711517333984,23.34204978942871,22.224563865661622,19.405397005081177,17.11196219479596
2000-08-23,35.4375,34.625,35.375,34.75,8500.0,23.989242553710938,23.396701431274415,22.345373001098633,19.505496015548704,17.154154098838386
2000-08-24,35.0625,34.5625,34.75,35.0,92100.0,24.161819458007812,23.45998255411784,22.458415756225588,19.60473204612732,17.196883765662587
2000-08-25,35.375,34.875,34.875,35.3125,33300.0,24.377552032470703,23.53189214070638,22.56628101348877,19.705262451171876,17.240402967279607
2000-08-28,35.5,35.25,35.3125,35.3125,31200.0,24.377552032470703,23.667082850138346,22.653436164855957,19.80104681968689,17.283397841166302
2000-08-29,38.5,35.25,35.25,38.125,24900.0,26.319133758544922,23.90870081583659,22.782011604309083,19.909775047302247,17.337504044264378
2000-08-30,39.0,37.25,38.25,38.0,36300.0,26.232826232910156,24.098542785644533,22.91403865814209,20.004696445465086,17.390452390625363
2000-08-31,41.0,38.0,38.0,41.0,45700.0,28.30384063720703,24.437958653767904,23.076267852783204,20.122053718566896,17.455028652439456
2000-09-01,42.625,41.25,41.25,41.6875,38900.0,28.778457641601562,24.823396937052408,23.225553245544432,20.24372579574585,17.521637058258058
2000-09-05,41.75,41.125,41.4375,41.5,17500.0,28.649023056030273,25.191577021280924,23.38174217224121,20.365397891998292,17.586709490993567
2000-09-06,41.375,40.375,41.25,40.4375,21100.0,27.9155330657959,25.51661122639974,23.51204330444336,20.4831866645813,17.64676079084707
2000-09-07,39.75,35.5,39.625,36.625,241400.0,25.28362464904785,25.651802444458006,23.57072196960449,20.5772452545166,17.69090451257077
2000-09-08,37.0625,36.0,36.5,37.0,59900.0,25.542497634887695,25.755352783203126,23.59833553314209,20.677775621414185,17.73602861097489
2000-09-11,38.625,37.25,37.25,38.625,40900.0,26.66431427001953,25.93944371541341,23.68117649078369,20.792975883483887,17.787047386169434
2000-09-12,39.0,38.375,38.75,38.875,41300.0,26.836872100830078,26.123533376057942,23.817518043518067,20.916373682022094,17.83846684477546
2000-09-13,38.9375,38.75,38.75,38.9375,7300.0,26.880027770996094,26.28748779296875,23.951270980834963,21.039340114593507,17.889549109895352
2000-09-14,39.125,38.625,38.875,38.625,21800.0,26.66431427001953,26.465825907389323,24.07898391723633,21.156697635650634,17.938845543379195
2000-09-15,38.5,37.875,38.375,38.0,66200.0,26.232826232910156,26.603893025716147,24.204970283508302,21.25334476470947,17.985180631030204
2000-09-18,38.375,37.625,37.875,38.0,97200.0,26.232826232910156,26.72757797241211,24.31887565612793,21.349128971099855,18.031000884373984
2000-09-19,38.375,37.8125,38.0,38.375,20000.0,26.491714477539062,26.868522135416665,24.406893882751465,21.446207675933838,18.07774515836937
2000-09-20,38.25,38.0,38.125,38.25,22100.0,26.405420303344727,26.874274571736652,24.474201889038085,21.53077402114868,18.123501615209893
2000-09-21,38.0,36.5,38.0,36.5,21400.0,25.19731903076172,26.80524075826009,24.50526699066162,21.617066078186035,18.162156355185587
2000-09-22,36.875,34.625,36.25,34.625,66400.0,23.902950286865234,26.511848068237306,24.51821086883545,21.691708869934082,18.193356322205585
2000-09-25,36.0,34.625,34.625,35.625,60500.0,24.593290328979492,26.2328369140625,24.542372741699218,21.770234909057617,18.22795056008004
2000-09-26,35.75,35.25,35.625,35.3125,49400.0,24.377552032470703,25.94807217915853,24.573437919616698,21.850918159484863,18.261012933587516
2000-09-27,35.375,34.25,35.375,34.75,32600.0,23.989242553710938,25.686319478352864,24.607092094421386,21.92728681564331,18.291645177545394
2000-09-28,34.6875,33.25,34.6875,33.5625,82000.0,23.16946792602539,25.545375696818034,24.62693935394287,21.993300361633302,18.3175910432288
2000-09-29,34.75,32.0,33.625,32.0,72800.0,22.090803146362305,25.31526273091634,24.619172859191895,22.045938587188722,18.337555128430562
2000-10-02,33.0,31.875,32.25,33.0,121600.0,22.781139373779297,25.056384404500324,24.60795471191406,22.10073408126831,18.3609424139324
