Date,High,Low,Open,Close,Volume,Adj Close,GS-15ma,GS-50ma,GS-100ma,GS-200ma
2000-03-03,102.5,96.75,97.0,102.5,2295900.0,82.70724487304688,71.23243967692058,69.99010343329851,69.99010343329851,69.99010343329851
2000-03-06,105.25,102.375,102.75,103.6875,1421000.0,83.6654052734375,72.23097788492838,70.30090574784712,70.30090574784712,70.30090574784712
2000-03-07,105.75,102.4375,103.9375,104.875,1041300.0,84.62361907958984,73.21942952473958,70.6191882663303,70.6191882663303,70.6191882663303
2000-03-08,105.375,99.6875,105.0,101.75,1041100.0,82.10205078125,74.03977661132812,70.86881571230681,70.86881571230681,70.86881571230681
2000-03-09,108.1875,101.25,101.75,107.1875,535500.0,86.48959350585938,75.34426625569661,71.20117268663772,71.20117268663772,71.20117268663772
2000-03-10,119.0,108.5,109.75,112.25,2034400.0,90.57450103759766,76.96478932698568,71.60478369394939,71.60478369394939,71.60478369394939
2000-03-13,115.5,106.5,107.5,110.375,1454200.0,89.06158447265625,78.55505574544271,71.96104493433116,71.96104493433116,71.96104493433116
2000-03-14,112.875,103.5,111.5,104.75,653100.0,84.52274322509766,79.8023900349935,72.21227890014649,72.21227890014649,72.21227890014649
2000-03-15,105.5,101.375,102.5,103.5625,700300.0,83.56454467773438,80.76058044433594,72.4603352355957,72.43487234676586,72.43487234676586
2000-03-16,105.0,99.25,103.875,103.3125,2024800.0,83.36280822753906,81.4968770345052,72.7940023803711,72.64502495985765,72.64502495985765
2000-03-17,117.375,103.25,104.125,116.5,2099400.0,94.00384521484375,82.9627456665039,73.40293899536132,73.0480215684423,73.0480215684423
2000-03-20,123.0,112.5625,117.625,113.4375,2254000.0,91.53267669677734,84.33111216227213,73.90806091308593,73.3903299967448,73.3903299967448
2000-03-21,119.8125,106.5,111.0,118.25,2692800.0,95.41590881347656,85.71629180908204,74.4858120727539,73.79079506613992,73.79079506613992
2000-03-22,117.9375,114.8125,114.875,117.15625,1258900.0,94.53337097167969,86.92159983317057,75.0167022705078,74.16119820731026,74.16119820731026
2000-03-23,119.0,115.125,116.5,119.0,1656900.0,96.02112579345703,88.14540150960286,75.5702963256836,74.54470570882161,74.54470570882161
2000-03-24,128.0,117.6875,119.0,121.3125,1934400.0,97.88704681396484,89.15738830566406,76.1682600402832,74.94715986580684,74.94715986580684
2000-03-27,119.375,111.75,118.25,112.0,1315000.0,90.372802734375,89.60454813639323,76.6139241027832,75.20861143985037,75.20861143985037
2000-03-28,115.5,108.5,109.5,113.25,1649400.0,91.38139343261719,90.05506642659505,77.06162948608399,75.47815780639648,75.47815780639648
2000-03-29,116.125,110.75,114.0,114.1875,754300.0,92.13790130615234,90.72412312825521,77.50432052612305,75.7512683555728,75.7512683555728
2000-03-30,115.0,105.125,112.625,106.875,1241200.0,86.23741149902344,90.70731099446614,77.81792205810547,75.9203996965962,75.9203996965962
2000-03-31,111.875,103.3125,108.0,105.25,1693300.0,84.92619323730469,90.33075714111328,78.12958724975586,76.06334880041697,76.06334880041697
2000-04-03,110.8125,105.5,108.75,105.5,1789500.0,85.12791442871094,90.06851247151693,78.4493212890625,76.20498263835907,76.20498263835907
2000-04-04,106.25,91.125,106.0,98.25,3739600.0,79.27790832519531,89.71885681152344,78.71559799194335,76.25225841815654,76.25225841815654
2000-04-05,99.625,93.5,97.5,97.4375,3238700.0,78.62228393554688,89.38937276204427,78.93446899414063,76.28816789569277,76.28816789569277
2000-04-06,106.0,100.0,101.0,106.0,1675700.0,85.5313720703125,89.53394368489583,79.22091857910156,76.42612616695575,76.42612616695575
2000-04-07,107.25,101.1875,106.25,102.5,1373500.0,82.70724487304688,88.78083699544271,79.43878143310548,76.51849555969238,76.51849555969238
2000-04-10,109.125,103.5625,104.0,107.0625,1749900.0,86.38871002197266,88.43790588378906,79.7625503540039,76.66154214610224,76.66154214610224
2000-04-11,108.3125,104.3125,107.125,104.8125,1147200.0,84.57318115234375,87.71505737304688,79.97537017822266,76.77456556047711,76.77456556047711
2000-04-12,107.25,96.5,106.5,96.5625,2598500.0,77.9162368774414,86.607248433431,80.0611033630371,76.79064543818085,76.79064543818085
2000-04-13,98.125,92.3125,96.75,95.25,3377700.0,76.85723114013672,85.32965545654297,80.12767318725587,76.7915702395969,76.7915702395969
2000-04-14,92.75,79.4375,92.75,82.75,4855800.0,66.77095031738281,83.2552490234375,80.0853108215332,76.65430147353916,76.65430147353916
2000-04-17,87.75,81.0,81.75,87.5,3489600.0,70.60375213623047,81.93731231689453,80.13069900512696,76.57253729330527,76.57253729330527
2000-04-18,94.9375,86.875,87.5,93.75,2191500.0,75.64686584472656,80.88834381103516,80.25980255126953,76.56019500732423,76.56019500732423
2000-04-19,93.5,89.625,93.4375,92.0625,1390200.0,74.38043212890625,79.70451253255209,80.3040690612793,76.53151391681872,76.53151391681872
2000-04-20,91.8125,88.0,91.8125,88.8125,1061100.0,71.75464630126953,78.73899485270182,80.33919082641602,76.46947667505835,76.46947667505835
2000-04-24,91.5,84.625,88.8125,86.875,1764300.0,70.18926239013672,77.75653279622396,80.34502227783203,76.38896110730293,76.38896110730293
2000-04-25,97.875,87.5,88.625,97.0625,1341500.0,78.42011260986328,77.30934600830078,80.53967788696289,76.41467188581636,76.41467188581636
2000-04-26,99.125,94.0,97.5625,94.5,1626100.0,76.34978485107422,77.11413777669271,80.67073669433594,76.41386079788208,76.41386079788208
2000-04-27,96.25,90.375,91.5,95.1875,1772400.0,76.90523529052734,76.99966786702474,80.81290451049804,76.41992714964313,76.41992714964313
2000-04-28,97.5,90.875,96.25,93.25,1145600.0,75.3398208618164,76.32023111979167,80.98125595092773,76.4067551217428,76.4067551217428
2000-05-01,101.625,93.25,93.25,97.0,2319300.0,78.36958312988281,76.0310536702474,81.22331451416015,76.43040365196136,76.43040365196136
2000-05-02,97.625,92.5,95.0,93.0,1666500.0,75.13784790039062,75.28099619547525,81.42191970825195,76.41501608349029,76.41501608349029
2000-05-03,95.75,89.6875,92.25,91.125,1931000.0,73.62297821044922,74.55098266601563,81.57812469482423,76.38216857910156,76.38216857910156
2000-05-04,92.0,88.125,91.375,90.1875,920700.0,72.86553955078125,74.21426951090494,81.65160171508789,76.34127754388854,76.34127754388854
2000-05-05,92.1875,87.4375,89.375,89.875,1378100.0,72.61308288574219,73.93132629394532,81.65749618530273,76.29842473172593,76.29842473172593
2000-05-08,87.875,85.75,86.0,87.3125,2817000.0,70.54273223876953,74.18277842203776,81.62803451538086,76.23301913521506,76.23301913521506
2000-05-09,87.0,84.75,86.0,85.625,1739100.0,69.17935180664062,74.0878184000651,81.59147796630859,76.15376444612995,76.15376444612995
2000-05-10,83.6875,80.5625,83.0,81.4375,2340600.0,65.79610443115234,73.4311009724935,81.41463577270508,76.03867933485243,76.03867933485243
2000-05-11,83.25,80.4375,81.5,80.875,2276000.0,65.3416976928711,72.82851867675781,81.19239471435547,75.92113008603945,75.92113008603945
2000-05-12,84.875,80.25,80.25,83.78125,1911200.0,67.68971252441406,72.55752309163411,80.9929069519043,75.83165815602179,75.83165815602179
2000-05-15,88.0,83.8125,83.8125,87.0625,1668900.0,70.34076690673828,72.56762339274088,80.74557739257813,75.77261631463163,75.77261631463163
2000-05-16,89.25,84.0,88.0,85.5,2538400.0,69.07835388183594,71.94483947753906,80.4538363647461,75.70140075683594,75.70140075683594
2000-05-17,86.0,83.0,85.125,84.6875,1231000.0,68.42190551757812,71.41631418863932,80.12980209350586,75.62477449115954,75.62477449115954
2000-05-18,87.5,83.875,83.875,85.25,1493000.0,68.87635040283203,70.8810551961263,79.8652880859375,75.55447840690613,75.55447840690613
2000-05-19,85.0,82.125,84.25,84.5625,1537500.0,68.32093811035156,70.41312967936197,79.50191497802734,75.47990582652928,75.47990582652928
2000-05-22,83.875,80.625,83.5,82.0,1345600.0,66.25057983398438,69.60519612630209,79.01543655395508,75.38572903068699,75.38572903068699
2000-05-23,85.5,81.5,81.875,82.8125,1203900.0,66.9070053100586,69.05647328694661,78.57234497070313,75.30008535674123,75.30008535674123
2000-05-24,83.625,79.5,82.625,80.0,1530200.0,64.6347427368164,68.45725758870442,78.1745849609375,75.19343193054199,75.19343193054199
2000-05-25,83.375,71.9375,80.5,73.0,4030100.0,58.979164123535156,67.53149922688802,77.68287734985351,75.07160629272461,75.03289462552212
2000-05-26,73.375,69.375,73.125,69.8125,2378100.0,56.40389633178711,66.45088678995768,77.14369911193847,74.96885074615479,74.85025738734825
2000-05-30,73.4375,70.625,71.5,72.0,2205300.0,58.1712532043457,65.6261215209961,76.42704727172851,74.91499313354493,74.68832530790162
2000-05-31,74.875,71.125,72.0,73.5625,1363800.0,59.43363952636719,64.97640736897786,75.78506652832031,74.84656372070313,74.54164563692532
2000-06-01,77.6875,73.625,74.5625,76.375,1684900.0,61.70595932006836,64.70373102823893,75.11086753845215,74.79833980560302,74.41940100533621
2000-06-02,87.25,83.5,84.5,86.875,3567900.0,70.18926239013672,65.02690200805664,74.62398536682129,74.82034381866455,74.3794940372683
2000-06-05,87.875,84.5,86.875,84.5,1576600.0,68.27041625976562,65.06561559041342,74.06897117614746,74.81963375091553,74.32239985243183
2000-06-06,85.125,81.75,84.0,83.125,1033200.0,67.15951538085938,64.85353215535481,73.45442054748536,74.81134029388427,74.2560768480654
2000-06-07,88.0,82.375,82.875,86.6875,1319900.0,70.03778076171875,64.91749394734701,73.04772010803222,74.83082210540772,74.21737688397049
2000-06-08,87.625,85.0625,86.875,85.0625,1255000.0,68.72488403320312,64.93769251505533,72.59458992004394,74.82810970306396,74.1674451307817
2000-06-09,86.5625,83.25,85.125,83.25,1006800.0,67.26051330566406,64.82997004191081,72.09704216003418,74.80068134307861,74.10522051974459
2000-06-12,84.3125,81.75,83.3125,83.3125,732800.0,67.31098937988281,64.76264012654623,71.71851371765136,74.76821788787842,74.04455774171012
2000-06-13,85.75,82.625,83.5,85.125,773200.0,68.77535247802734,64.93095830281575,71.39549690246582,74.76254207611083,73.99792760663328
2000-06-14,90.375,84.8125,85.1875,89.9375,1953600.0,72.66356658935547,65.31472905476888,71.1462099456787,74.7977656173706,73.98622268542908
2000-06-15,90.8125,87.0,89.9375,90.25,2120900.0,72.91604614257812,65.86681594848633,71.01897270202636,74.86728534698486,73.97691680244778
2000-06-16,91.4375,87.625,90.25,89.9375,1792300.0,72.66356658935547,66.77910944620768,70.89979835510253,74.91713367462158,73.96559481785215
2000-06-19,93.0,89.5,90.1875,91.625,2092900.0,74.0269546508789,67.9539800008138,70.66971000671387,74.94531429290771,73.96611926086948
2000-06-20,93.4375,87.375,91.5,89.0,2362600.0,71.9061050415039,68.86963678995768,70.453687210083,74.94623432159423,73.94866151324773
2000-06-21,88.375,84.25,88.0,86.625,2875200.0,69.98725891113281,69.57321141560872,70.12565818786621,74.94410427093506,73.91537241575097
2000-06-22,86.625,82.0,86.625,84.25,1480100.0,68.06842041015625,69.99737548828125,69.79556297302246,74.88546657562256,73.86664781570434
2000-06-23,87.0,84.0,85.25,86.0,1616700.0,69.4823226928711,69.9502461751302,69.62688468933105,74.84399402618408,73.8304137237801
2000-06-26,88.0,85.75,86.75,87.75,1175700.0,70.89625549316406,70.12530212402343,69.5076651763916,74.81766918182373,73.80636324647998
2000-06-27,89.375,87.625,87.75,88.3125,1175700.0,71.3506851196289,70.4047134399414,69.59925987243652,74.84228534698487,73.78639838366004
2000-06-28,90.9375,88.0,88.0,89.875,1180400.0,72.61308288574219,70.57640024820964,69.63944648742675,74.88507274627686,73.77693616190264
2000-06-29,93.125,88.3125,90.125,92.625,1385400.0,74.83486938476562,70.98373260498047,69.62320655822754,74.94150455474853,73.78539962768555
2000-06-30,95.9375,92.5625,93.0,94.78125,2540600.0,76.5770034790039,71.60483194986979,69.66713798522949,74.9856035232544,73.80755521380712
2000-07-03,94.9375,93.4375,94.375,94.9375,453100.0,76.70326232910156,72.23098347981771,69.76611030578613,75.05265056610108,73.83035605723464
2000-07-05,97.0,93.875,94.375,95.9375,1077000.0,77.51115417480469,72.81337025960286,69.91254814147949,75.12878520965576,73.85911229252815
2000-07-06,94.0,88.375,90.0,93.1875,3343100.0,75.28931427001953,72.98842010498046,69.84993217468262,75.19480503082275,73.87019912956296
2000-07-07,95.25,90.9375,93.1875,94.9375,1265600.0,76.70326232910156,73.24090118408203,69.85700172424316,75.26386920928955,73.89199192340557
2000-07-10,98.875,93.8125,94.875,97.6875,1498700.0,78.925048828125,73.65833333333333,69.89739799499512,75.35515125274658,73.93041220512099
2000-07-11,99.1875,97.0625,97.5625,98.5,1249100.0,79.58148956298828,74.0286356608073,69.98223136901855,75.48174365997315,73.97322339722605
2000-07-12,104.25,100.125,100.125,101.9375,2751000.0,82.35874938964844,74.72547861735026,70.06201469421387,75.64266460418702,74.03627246483825
2000-07-13,104.25,99.5,100.5,104.25,2207300.0,84.22710418701172,75.67480163574218,70.24379981994629,75.83285976409913,74.11232344783954
2000-07-14,105.25,102.875,104.25,104.1875,1143000.0,84.17662048339844,76.748681640625,70.45487266540528,76.01649868011475,74.18687379625109
2000-07-17,104.125,100.0,104.0625,100.0,1225000.0,80.79339599609375,77.50275319417318,70.61342979431153,76.13251575469971,74.23545116536758
2000-07-18,104.25,101.125,102.0,103.875,2449700.0,83.92414093017578,78.37127888997396,70.8396509552002,76.24857357025147,74.30617152861436
2000-07-19,103.5625,100.3125,103.1875,100.75,874200.0,81.39935302734375,79.04119008382162,71.05678337097169,76.34240894317627,74.35757139454718
2000-07-20,104.9375,101.0,101.0,103.6875,1027700.0,83.87251281738281,79.791818745931,71.35064659118652,76.47106227874755,74.4260242105388
2000-07-21,105.6875,102.8125,103.625,104.25,1155300.0,84.32755279541016,80.42466430664062,71.72127555847167,76.56795566558839,74.49674941471645
2000-07-24,106.9375,102.75,104.75,105.375,1457700.0,85.23755645751953,81.00203450520833,72.11919273376465,76.65579372406006,74.57292535119024
2000-07-25,106.75,103.6875,105.75,106.0,1092500.0,85.74313354492188,81.60469258626303,72.4802611541748,76.73658405303955,74.65158878917426
2000-07-26,105.9375,102.75,105.625,105.9375,1247400.0,85.69254302978516,82.15011850992839,72.78729667663575,76.76643703460694,74.72879825938831
2000-07-27,106.375,99.875,105.75,100.0,1299100.0,80.88973236083984,82.52347971598307,73.02352424621581,76.73868030548095,74.77158252398173
2000-07-28,101.0625,95.9375,100.125,98.5,1370800.0,79.6764144897461,82.72168986002605,73.24861442565918,76.68920825958251,74.80540895133183
2000-07-31,98.9375,94.5,96.0,98.6875,1734100.0,79.82805633544922,82.78189036051432,73.46764854431153,76.66646831512452,74.8398106457436
2000-08-01,102.25,97.0,99.0,100.625,1990600.0,81.39529418945312,82.9028106689453,73.72913566589355,76.61552532196045,74.88440577189128
2000-08-02,102.9375,99.25,99.25,102.125,13171500.0,82.60863494873047,82.91946970621744,74.05629676818847,76.53586666107178,74.93659650957262
2000-08-03,105.625,100.5,101.625,105.625,2700200.0,85.43977355957031,83.00031433105468,74.42695213317872,76.49964855194092,75.00708763071354
2000-08-04,112.9375,108.0,109.0,111.25,3709300.0,89.98985290527344,83.38786315917969,74.93405433654785,76.55431964874268,75.10697273254395
2000-08-07,115.0,109.75,111.5,114.0625,2457700.0,92.26488494873047,84.15262908935547,75.59976875305176,76.64132305145263,75.22060129026704
2000-08-08,115.3125,112.8125,114.0625,113.0,1984600.0,91.40540313720703,84.65137990315755,76.29979888916016,76.72174900054932,75.32708024978638
2000-08-09,116.75,111.875,113.0,114.9375,1488800.0,92.97265625,85.42293345133463,76.99582695007324,76.71143711090087,75.44241081187927
2000-08-10,116.75,111.375,115.375,112.0,1188900.0,90.59651947021484,85.87120056152344,77.6190845489502,76.70207553863526,75.54081411485548
2000-08-11,119.875,111.75,111.75,119.875,1489600.0,96.9665756225586,86.71380208333333,78.324296875,76.71758220672608,75.67904483426001
2000-08-14,121.75,116.625,118.0,120.75,2121700.0,97.67436218261719,87.54292246500651,78.8739988708496,76.74899211883545,75.82004045828795
2000-08-15,120.8125,117.75,120.8125,118.1875,1548900.0,95.60159301757812,88.20015309651693,79.42062240600586,76.74479679107667,75.94603760834713
2000-08-16,118.375,111.625,117.0,113.0,2521000.0,91.40540313720703,88.58101043701171,79.90554016113282,76.67998035430908,76.04388169397282
2000-08-17,118.875,113.0625,113.0625,118.625,1780400.0,95.95545196533203,89.58539174397787,80.42389358520508,76.73580684661866,76.16911169567948
2000-08-18,119.0,116.0,118.875,117.0,853900.0,94.6410140991211,90.5830317179362,80.94221618652344,76.76840305328369,76.28456108570099
2000-08-21,118.75,116.25,116.9375,117.8125,1082000.0,95.29823303222656,91.61437683105468,81.50297058105468,76.80000637054444,76.40265842698376
2000-08-22,121.5,117.75,117.9375,119.875,2178800.0,96.9665756225586,92.65246225992838,82.0960823059082,76.90729801177979,76.52959618745027
2000-08-23,119.75,118.0625,119.75,119.0,1650600.0,96.25878143310547,93.56247202555339,82.64575088500976,77.02062389373779,76.65063413374263
2000-08-24,120.875,117.9375,119.0625,118.25,1049600.0,95.65214538574219,94.24329681396485,83.1055224609375,77.1258662033081,76.76649700723043
2000-08-25,120.1875,117.125,118.5,119.375,984200.0,96.56214141845703,94.68144938151042,83.57844436645507,77.29870853424072,76.88647060972272
2000-08-28,124.5,118.25,118.25,122.4375,1422700.0,99.03936767578125,95.13308156331381,84.10596038818359,77.50287937164306,77.01992179686765
2000-08-29,127.4375,121.375,121.5,127.4375,2495500.0,103.08386993408203,95.91164601643881,84.68709869384766,77.67840435028076,77.17599334259947
2000-08-30,126.5,123.125,125.5,123.6875,2136000.0,100.05050659179688,96.38350270589193,85.24998672485351,77.85183696746826,77.31215115955898
2000-08-31,129.5,123.875,124.5,129.5,1394100.0,104.752197265625,97.32721455891927,85.94528549194337,78.03547183990479,77.47451829628126
2000-09-01,129.8125,127.125,128.0,129.625,993800.0,104.85330963134766,97.85299682617188,86.68098327636719,78.23827312469483,77.63557001001695
2000-09-05,130.0625,127.1875,128.6875,128.8125,1184400.0,104.19612884521484,98.28778127034505,87.37525939941406,78.50107204437256,77.79089491548594
2000-09-06,132.875,127.5,128.6875,128.125,2104200.0,103.63996887207031,98.82367299397787,88.03013366699219,78.7688994216919,77.94118022918701
2000-09-07,129.5,125.9375,127.875,128.6875,1046800.0,104.09501647949219,99.66964721679688,88.68502029418946,79.142140083313,78.09235847340842
2000-09-08,129.1875,124.0,127.5,124.25,1358800.0,100.50550079345703,99.97298380533854,89.24286865234374,79.44115756988525,78.22116963616733
2000-09-11,132.4375,126.3125,127.0,132.0,2718400.0,106.77445983886719,100.78188018798828,89.88166046142578,79.75243350982666,78.38433129446847
2000-09-12,133.625,129.6875,132.3125,131.3125,1905100.0,106.21833038330078,101.5098866780599,90.47448699951173,80.0708124923706,78.54247901656412
2000-09-13,130.75,127.375,129.25,128.5,1437400.0,103.94330596923828,101.97500203450521,91.01928787231445,80.3926990890503,78.68598651347187
2000-09-14,131.75,128.6875,129.375,129.0,1278100.0,104.3477783203125,102.51426849365234,91.5560203552246,80.73428424835205,78.83015388317322
2000-09-15,128.125,124.3125,128.0,124.875,1441100.0,101.01107788085938,102.8715306599935,92.0704556274414,80.96019390106201,78.95406965969661
2000-09-18,124.125,117.75,124.0,118.5625,2410400.0,95.90489959716797,102.82771453857421,92.45448837280273,81.15574504852295,79.048240937127
2000-09-19,121.4375,115.3125,118.5625,119.9375,3284700.0,97.01715850830078,102.69290059407552,92.81633056640625,81.35686428070068,79.14751672481304
2000-09-20,122.9375,114.9375,121.5,118.0,2067500.0,95.4499282836914,102.18397115071615,93.13369934082031,81.55796535491943,79.237090414697
2000-09-21,114.3125,111.25,114.0,113.25,2324000.0,91.60765838623047,101.62111460367838,93.31867752075195,81.69034610748291,79.30468914678188
2000-09-22,115.5,109.5,110.0,114.875,2382900.0,92.92207336425781,100.83243967692057,93.49257690429687,81.86818836212159,79.37869666970295
2000-09-25,118.6875,116.0625,116.125,116.5,1337900.0,94.2365951538086,100.12465871175131,93.69377639770508,82.07432453155518,79.45900963448189
2000-09-26,115.625,109.5,115.125,110.875,2032900.0,89.68650817871094,99.15735066731771,93.87163864135742,82.24253421783447,79.51399618579495
2000-09-27,111.75,105.75,111.0,107.0625,2008800.0,86.60260009765625,98.02152608235677,93.92520782470703,82.38242938995361,79.55190315858566
2000-09-28,114.5625,107.0,107.0,113.0,1891700.0,91.40540313720703,97.17555185953776,94.1253288269043,82.59105609893798,79.61495369038683
2000-09-29,117.25,111.4375,111.5,114.0625,2193700.0,92.26488494873047,96.62617746988933,94.29317626953124,82.82191143035888,79.68188454360558
2000-10-02,116.875,113.125,113.125,115.375,1258700.0,93.32655334472656,95.72965037027994,94.47315628051757,83.09721591949463,79.75369858992727
2000-10-03,116.875,113.0,115.625,113.875,1502600.0,92.11318969726562,94.7893076578776,94.6106689453125,83.36493083953857,79.8184079674526
2000-10-04,113.5625,108.625,113.5,109.4375,1757900.0,88.52371215820312,93.76133473714192,94.66628051757813,83.57327083587647,79.86374809344609
2000-10-05,115.9375,109.75,109.75,114.875,1853900.0,92.92207336425781,92.99962107340495,94.81087112426758,83.79908390045166,79.93140780987517
2000-10-06,113.625,105.4375,113.375,108.875,3625100.0,88.06869506835938,92.13679555257161,94.95445037841797,83.9889873123169,79.97335258955808
2000-10-09,107.625,103.6875,107.0,105.25,1612200.0,85.13645935058594,91.41889953613281,95.06365127563477,84.15613285064697,79.99983006012745
2000-10-10,105.75,100.0,105.3125,102.6875,2744500.0,83.06364440917969,90.48866526285808,95.12836303710938,84.29800579071045,80.01546176598997
2000-10-11,106.0,96.5625,99.5,104.0,5509500.0,84.12533569335938,89.7336924235026,95.1829638671875,84.45604976654053,80.0363240701898
2000-10-12,104.0,94.0625,104.0,94.3125,3723100.0,76.28914642333984,88.71245829264323,95.05657409667968,84.55643543243409,80.01739893055925
2000-10-13,102.0,94.3125,94.3125,101.5,2798700.0,82.10309600830078,87.99119313557942,94.9898405456543,84.70839633941651,80.02787982039715
