Date,High,Low,Open,Close,Volume,Adj Close,EW-15ma,EW-50ma,EW-100ma,EW-200ma
2000-04-27,3.765625,3.640625,3.765625,3.703125,4085200.0,3.703125,3.6263020833333335,3.6604959239130435,3.6604959239130435,3.6604959239130435
2000-04-28,3.75,3.625,3.6875,3.75,3539200.0,3.75,3.6377604166666666,3.6642252604166665,3.6642252604166665,3.6642252604166665
2000-05-01,3.75,3.609375,3.75,3.6875,4310000.0,3.6875,3.64296875,3.66515625,3.66515625,3.66515625
2000-05-02,3.6875,3.609375,3.65625,3.640625,2684400.0,3.640625,3.64296875,3.6642127403846154,3.6642127403846154,3.6642127403846154
2000-05-03,3.640625,3.515625,3.546875,3.5625,4164400.0,3.5625,3.6419270833333335,3.6604456018518516,3.6604456018518516,3.6604456018518516
2000-05-04,3.6875,3.5625,3.59375,3.6875,3610400.0,3.6875,3.64921875,3.661411830357143,3.661411830357143,3.661411830357143
2000-05-05,3.84375,3.71875,3.71875,3.78125,1710800.0,3.78125,3.660416666666667,3.6655441810344827,3.6655441810344827,3.6655441810344827
2000-05-08,3.90625,3.796875,3.84375,3.8125,1435600.0,3.8125,3.673958333333333,3.6704427083333333,3.6704427083333333,3.6704427083333333
2000-05-09,3.875,3.75,3.859375,3.75,1343600.0,3.75,3.6864583333333334,3.673009072580645,3.673009072580645,3.673009072580645
2000-05-10,3.84375,3.71875,3.75,3.796875,775200.0,3.796875,3.705208333333333,3.6768798828125,3.6768798828125,3.6768798828125
2000-05-11,3.875,3.6875,3.796875,3.734375,2287200.0,3.734375,3.714583333333333,3.678622159090909,3.678622159090909,3.678622159090909
2000-05-12,3.921875,3.734375,3.734375,3.921875,768400.0,3.921875,3.732291666666667,3.6857766544117645,3.6857766544117645,3.6857766544117645
2000-05-15,4.21875,3.875,3.875,4.09375,1328400.0,4.09375,3.767708333333333,3.6974330357142855,3.6974330357142855,3.6974330357142855
2000-05-16,4.234375,4.078125,4.125,4.125,1263600.0,4.125,3.7916666666666665,3.7093098958333335,3.7093098958333335,3.7093098958333335
2000-05-17,4.125,3.953125,4.125,4.0,2517200.0,4.0,3.803125,3.717166385135135,3.717166385135135,3.717166385135135
2000-05-18,4.03125,3.859375,4.0,3.890625,2078800.0,3.890625,3.815625,3.721731085526316,3.721731085526316,3.721731085526316
2000-05-19,3.90625,3.828125,3.890625,3.828125,630400.0,3.828125,3.8208333333333333,3.7244591346153846,3.7244591346153846,3.7244591346153846
2000-05-22,3.921875,3.828125,3.859375,3.890625,629600.0,3.890625,3.834375,3.72861328125,3.72861328125,3.72861328125
2000-05-23,4.0,3.875,3.875,3.90625,867200.0,3.90625,3.8520833333333333,3.7329458841463414,3.7329458841463414,3.7329458841463414
2000-05-24,4.1875,3.90625,3.90625,4.109375,2265600.0,4.109375,3.888541666666667,3.741908482142857,3.741908482142857,3.741908482142857
2000-05-25,4.40625,4.078125,4.078125,4.328125,3015200.0,4.328125,3.93125,3.7555414244186047,3.7555414244186047,3.7555414244186047
2000-05-26,4.53125,4.328125,4.359375,4.5,2294000.0,4.5,3.9791666666666665,3.7724609375,3.7724609375,3.7724609375
2000-05-30,4.953125,4.5,4.5,4.9375,3808800.0,4.9375,4.054166666666666,3.7983506944444443,3.7983506944444443,3.7983506944444443
2000-05-31,5.15625,4.9375,4.9375,5.078125,3260000.0,5.078125,4.142708333333333,3.826171875,3.826171875,3.826171875
2000-06-01,5.0625,4.84375,5.015625,4.96875,1439200.0,4.96875,4.220833333333333,3.8504820478723403,3.8504820478723403,3.8504820478723403
2000-06-02,5.03125,4.640625,4.96875,4.796875,1328000.0,4.796875,4.291666666666667,3.8701985677083335,3.8701985677083335,3.8701985677083335
2000-06-05,4.734375,4.515625,4.734375,4.53125,2012800.0,4.53125,4.332291666666666,3.883689413265306,3.883689413265306,3.883689413265306
2000-06-06,4.5625,4.203125,4.5625,4.28125,3908800.0,4.28125,4.344791666666667,3.891640625,3.891640625,3.891640625
2000-06-07,4.65625,4.375,4.375,4.625,2362400.0,4.625,4.378125,3.901640625,3.9060202205882355,3.9060202205882355
2000-06-08,4.625,4.546875,4.5625,4.625,1389600.0,4.625,4.419791666666667,3.913828125,3.9198467548076925,3.9198467548076925
2000-06-09,4.75,4.578125,4.59375,4.625,1259200.0,4.625,4.46875,3.926328125,3.9331515330188678,3.9331515330188678
2000-06-12,4.734375,4.59375,4.65625,4.65625,828800.0,4.65625,4.523958333333334,3.942578125,3.9465422453703702,3.9465422453703702
2000-06-13,4.640625,4.546875,4.625,4.59375,917200.0,4.59375,4.570833333333334,3.966640625,3.9583096590909093,3.9583096590909093
2000-06-14,4.65625,4.546875,4.65625,4.609375,1511600.0,4.609375,4.617708333333334,3.990078125,3.969935825892857,3.969935825892857
2000-06-15,4.65625,4.578125,4.609375,4.578125,719200.0,4.578125,4.648958333333334,4.011640625,3.9806058114035086,3.9806058114035086
2000-06-16,4.609375,4.46875,4.59375,4.5,1062000.0,4.5,4.660416666666666,4.031953125,3.9895608836206895,3.9895608836206895
2000-06-19,4.59375,4.375,4.390625,4.53125,1400800.0,4.53125,4.6625,4.051015625,3.9987420550847457,3.9987420550847457
2000-06-20,4.515625,4.40625,4.5,4.453125,1800000.0,4.453125,4.630208333333333,4.067890625,4.006315104166666,4.006315104166666
2000-06-21,4.75,4.453125,4.484375,4.75,1013600.0,4.75,4.608333333333333,4.090078125,4.018506659836065,4.018506659836065
2000-06-22,5.15625,4.578125,4.6875,4.859375,1576000.0,4.859375,4.601041666666666,4.115703125,4.032069052419355,4.032069052419355
2000-06-23,5.078125,4.890625,4.890625,4.96875,3058400.0,4.96875,4.6125,4.143515625,4.046937003968254,4.046937003968254
2000-06-26,5.0625,4.8125,5.0,4.96875,2096400.0,4.96875,4.641666666666667,4.170625,4.06134033203125,4.06134033203125
2000-06-27,5.0078125,4.6875,4.96875,4.78125,2303200.0,4.78125,4.675,4.1940625,4.072415865384615,4.072415865384615
2000-06-28,5.125,4.53125,4.6875,5.109375,1966800.0,5.109375,4.707291666666666,4.225,4.088127367424242,4.088127367424242
2000-06-29,5.25,5.0625,5.140625,5.0625,1450400.0,5.0625,4.736458333333333,4.2559375,4.102670242537314,4.102670242537314
2000-06-30,5.125,4.62109375,5.078125,4.62890625,3830800.0,4.62890625,4.73671875,4.276640625,4.110409007352941,4.110409007352941
2000-07-03,5.1875,4.71875,4.71875,5.140625,1035200.0,5.140625,4.769010416666666,4.306328125,4.125339673913044,4.125339673913044
2000-07-05,5.1875,4.90625,5.140625,4.921875,665600.0,4.921875,4.790885416666667,4.333515625,4.13671875,4.13671875
2000-07-06,5.109375,4.953125,4.953125,5.0625,660000.0,5.0625,4.82109375,4.359453125,4.149757922535211,4.149757922535211
2000-07-07,5.15625,5.0,5.125,5.125,1048400.0,5.125,4.857552083333333,4.385390625,4.163302951388889,4.163302951388889
2000-07-10,5.34375,5.140625,5.140625,5.3125,1723600.0,5.3125,4.91171875,4.417578125,4.179045376712328,4.179045376712328
2000-07-11,5.578125,5.34375,5.359375,5.5,2323200.0,5.5,4.976302083333334,4.452578125,4.196896114864865,4.196896114864865
2000-07-12,5.8125,5.453125,5.5625,5.53125,1302400.0,5.53125,5.048177083333333,4.489453125,4.2146875,4.2146875
2000-07-13,5.9375,5.5,5.5,5.8125,2296400.0,5.8125,5.119010416666667,4.532890625,4.235711348684211,4.235711348684211
2000-07-14,5.890625,5.671875,5.875,5.734375,1480400.0,5.734375,5.17734375,4.576328125,4.255174512987013,4.255174512987013
2000-07-17,5.8125,5.640625,5.796875,5.703125,1066400.0,5.703125,5.226302083333334,4.616640625,4.273737980769231,4.273737980769231
2000-07-18,6.0,5.8125,5.8125,5.96875,1789200.0,5.96875,5.29296875,4.660390625,4.2951938291139244,4.2951938291139244
2000-07-19,6.375,6.0,6.03125,6.046875,1901600.0,6.046875,5.37734375,4.705078125,4.31708984375,4.31708984375
2000-07-20,6.125,5.9375,6.09375,6.015625,734400.0,6.015625,5.437760416666666,4.750390625,4.338059413580247,4.338059413580247
2000-07-21,6.25,5.90625,5.984375,6.21875,1531600.0,6.21875,5.51484375,4.798828125,4.360994664634147,4.360994664634147
2000-07-24,6.234375,6.125,6.234375,6.1875,896000.0,6.1875,5.61875,4.847890625,4.383000753012048,4.383000753012048
2000-07-25,6.25,6.125,6.1875,6.125,931200.0,6.125,5.684375,4.891953125,4.403738839285714,4.403738839285714
2000-07-26,6.125,5.921875,6.125,5.984375,859200.0,5.984375,5.755208333333333,4.929765625,4.422334558823529,4.422334558823529
2000-07-27,5.984375,5.71875,5.921875,5.875,804800.0,5.875,5.809375,4.964765625,4.43922601744186,4.43922601744186
2000-07-28,5.875,5.71875,5.84375,5.765625,626000.0,5.765625,5.852083333333334,5.000078125,4.454471982758621,4.454471982758621
2000-07-31,5.8125,5.40625,5.75,5.453125,1100400.0,5.453125,5.861458333333333,5.031328125,4.4658203125,4.4658203125
2000-08-01,5.671875,5.4375,5.4375,5.65625,873200.0,5.65625,5.871875,5.067890625,4.479195926966292,4.479195926966292
2000-08-02,5.765625,5.65625,5.65625,5.703125,1701600.0,5.703125,5.883333333333334,5.104140625,4.492795138888889,4.492795138888889
2000-08-03,5.796875,5.34375,5.625,5.78125,1846800.0,5.78125,5.88125,5.141640625,4.506953983516484,4.506953983516484
2000-08-04,5.828125,5.625,5.71875,5.75,478000.0,5.75,5.882291666666666,5.174453125,4.520465353260869,4.520465353260869
2000-08-07,5.8125,5.65625,5.75,5.65625,288000.0,5.65625,5.879166666666666,5.201015625,4.532678091397849,4.532678091397849
2000-08-08,5.6875,5.5,5.671875,5.625,224000.0,5.625,5.85625,5.223515625,4.5442985372340425,4.5442985372340425
2000-08-09,5.625,5.4375,5.59375,5.53125,565600.0,5.53125,5.821875,5.235390625,4.5546875,4.5546875
2000-08-10,5.5,5.3125,5.46875,5.421875,654000.0,5.421875,5.782291666666667,5.242265625,4.563720703125,4.563720703125
2000-08-11,5.671875,5.46875,5.46875,5.609375,502400.0,5.609375,5.741666666666666,5.255078125,4.574500644329897,4.574500644329897
2000-08-14,5.671875,5.578125,5.578125,5.640625,371200.0,5.640625,5.705208333333333,5.271953125,4.585379464285714,4.585379464285714
2000-08-15,5.71875,5.578125,5.640625,5.703125,502000.0,5.703125,5.677083333333333,5.295390625,4.5966698232323235,4.5966698232323235
2000-08-16,5.734375,5.65625,5.703125,5.71875,661600.0,5.71875,5.659375,5.324140625,4.607890625,4.607890625
2000-08-17,5.734375,5.65625,5.6875,5.6875,569200.0,5.6875,5.646875,5.345390625,4.623515625,4.618579826732673
2000-08-18,5.71875,5.5625,5.65625,5.625,562000.0,5.625,5.6375,5.365390625,4.639609375,4.628446691176471
2000-08-21,5.796875,5.625,5.625,5.796875,691200.0,5.796875,5.660416666666666,5.388828125,4.657578125,4.639790655339806
2000-08-22,5.765625,5.640625,5.75,5.71875,326800.0,5.71875,5.664583333333334,5.410078125,4.676328125,4.650165264423077
2000-08-23,5.734375,5.640625,5.71875,5.71875,220000.0,5.71875,5.665625,5.432578125,4.699609375,4.660342261904762
2000-08-24,5.71875,5.609375,5.6875,5.6875,708400.0,5.6875,5.659375,5.454140625,4.722109375,4.670032429245283
2000-08-25,5.71875,5.625,5.6875,5.671875,272000.0,5.671875,5.654166666666667,5.476015625,4.743828125,4.679395443925234
2000-08-28,5.78125,5.640625,5.65625,5.734375,547600.0,5.734375,5.659375,5.500703125,4.766328125,4.689163773148148
2000-08-29,5.984375,5.703125,5.71875,5.984375,540800.0,5.984375,5.683333333333334,5.529765625,4.790390625,4.7010464449541285
2000-08-30,6.1875,5.921875,5.953125,6.09375,740400.0,6.09375,5.720833333333333,5.562578125,4.815234375,4.7137073863636365
2000-08-31,6.59375,6.4375,6.4375,6.5625,2637600.0,6.5625,5.796875,5.598828125,4.844453125,4.730363175675675
2000-09-01,6.40625,5.5625,6.34375,5.65625,4447200.0,5.65625,5.8,5.614765625,4.865234375,4.738630022321429
2000-09-05,5.8125,5.5,5.65625,5.65625,2281200.0,5.65625,5.801041666666666,5.628515625,4.886015625,4.746750553097345
2000-09-06,5.71875,5.421875,5.703125,5.609375,1290800.0,5.609375,5.794791666666667,5.641328125,4.9059765625,4.7543174342105265
2000-09-07,5.65625,5.5625,5.625,5.65625,779600.0,5.65625,5.790625,5.658828125,4.9264453125,4.762160326086956
2000-09-08,5.703125,5.46875,5.703125,5.5625,540400.0,5.5625,5.782291666666667,5.667890625,4.9464453125,4.769059806034483
2000-09-11,5.59375,5.53125,5.59375,5.578125,264400.0,5.578125,5.779166666666667,5.678203125,4.9670703125,4.7759748931623935
2000-09-12,5.625,5.359375,5.625,5.5625,376000.0,5.5625,5.763541666666667,5.696875,4.9867578125,4.782640360169491
2000-09-13,5.5625,5.15625,5.5625,5.25,1355200.0,5.25,5.732291666666667,5.6990625,5.0026953125,4.78656775210084
2000-09-14,5.375,5.21875,5.3125,5.34375,587200.0,5.34375,5.707291666666666,5.7075,5.0205078125,4.7912109375
2000-09-15,5.265625,5.15625,5.1875,5.21875,889200.0,5.21875,5.676041666666666,5.710625,5.0350390625,4.794744318181818
2000-09-18,5.21875,4.84375,5.21875,4.9375,1698000.0,4.9375,5.627083333333333,5.706875,5.0461328125,4.795914446721311
2000-09-19,5.0625,4.90625,4.953125,4.96875,1422000.0,4.96875,5.576041666666667,5.7,5.0587890625,4.797319613821138
2000-09-20,5.0625,4.953125,5.0,5.046875,334400.0,5.046875,5.513541666666667,5.6909375,5.0717578125,4.799332157258065
2000-09-21,5.09375,4.9375,5.0,4.96875,1654400.0,4.96875,5.438541666666667,5.6796875,5.0845703125,4.8006875
2000-09-22,5.0625,4.84375,4.90625,5.0625,623600.0,5.0625,5.338541666666667,5.6646875,5.0987890625,4.802765376984127
2000-09-25,5.140625,5.015625,5.015625,5.109375,689600.0,5.109375,5.302083333333333,5.6521875,5.1142578125,4.805179625984252
2000-09-26,5.1875,5.046875,5.0625,5.15625,1197600.0,5.15625,5.26875,5.64125,5.1289453125,4.80792236328125
2000-09-27,5.296875,5.109375,5.109375,5.125,1644000.0,5.125,5.236458333333333,5.624375,5.1423828125,4.810380329457364
2000-09-28,5.3125,5.109375,5.109375,5.25,1603200.0,5.25,5.209375,5.6084375,5.1567578125,4.8137620192307695
2000-09-29,5.53125,5.15625,5.25,5.453125,1176400.0,5.453125,5.202083333333333,5.5971875,5.1737890625,4.818642652671755
2000-10-02,5.4375,5.046875,5.40625,5.046875,811600.0,5.046875,5.166666666666667,5.57375,5.1862890625,4.8203716856060606
2000-10-03,5.21875,4.984375,5.078125,5.03125,1052400.0,5.03125,5.13125,5.550625,5.1992578125,4.821957236842105
2000-10-04,5.046875,4.90625,4.96875,4.984375,984000.0,4.984375,5.113541666666666,5.5278125,5.2098828125,4.823169309701493
2000-10-05,5.375,4.984375,5.0,5.140625,1110800.0,5.140625,5.1,5.5109375,5.2203515625,4.825520833333333
2000-10-06,5.28125,5.0625,5.125,5.28125,1090800.0,5.28125,5.104166666666667,5.4990625,5.2319140625,4.8288717830882355
2000-10-09,5.28125,5.0625,5.25,5.171875,608000.0,5.171875,5.119791666666667,5.4871875,5.2436328125,4.83137545620438
2000-10-10,5.1875,5.09375,5.140625,5.15625,609600.0,5.15625,5.132291666666666,5.48125,5.2562890625,4.833729619565218
2000-10-11,5.234375,5.109375,5.125,5.203125,862400.0,5.203125,5.142708333333333,5.4721875,5.2700390625,4.83638714028777
2000-10-12,5.453125,5.21875,5.21875,5.265625,1015600.0,5.265625,5.1625,5.4634375,5.2837890625,4.839453125
2000-10-13,5.609375,5.203125,5.234375,5.59375,1256400.0,5.59375,5.197916666666667,5.4596875,5.3006640625,4.84480274822695
2000-10-16,5.703125,5.46875,5.59375,5.515625,1276000.0,5.515625,5.225,5.455,5.3147265625,4.849526848591549
2000-10-17,5.6875,5.46875,5.515625,5.6875,807600.0,5.6875,5.260416666666667,5.455625,5.3283203125,4.855386800699301
2000-10-18,5.734375,5.5,5.5625,5.734375,741600.0,5.734375,5.301041666666666,5.4578125,5.3406640625,4.861490885416667
2000-10-19,5.859375,5.671875,5.71875,5.859375,537200.0,5.859375,5.341666666666667,5.464375,5.3498828125,4.8683728448275865
2000-10-20,5.859375,5.71875,5.859375,5.8125,471600.0,5.8125,5.365625,5.4721875,5.3572265625,4.874839469178082
2000-10-23,5.921875,5.78125,5.8125,5.921875,688400.0,5.921875,5.423958333333333,5.4784375,5.3667578125,4.881962159863946
2000-10-24,6.125,5.796875,5.890625,6.046875,1127600.0,6.046875,5.491666666666666,5.4865625,5.3792578125,4.8898331925675675
2000-10-25,6.125,5.859375,6.03125,5.96875,1634000.0,5.96875,5.557291666666667,5.491875,5.3936328125,4.897074244966443
2000-10-26,6.0,5.75,5.9375,5.828125,519200.0,5.828125,5.603125,5.4940625,5.4091015625,4.90328125
2000-10-27,5.875,5.75,5.828125,5.75,262000.0,5.75,5.634375,5.4953125,5.4203515625,4.9088886589403975
2000-10-30,5.75,5.578125,5.75,5.734375,991600.0,5.734375,5.671875,5.4975,5.4314453125,4.914319490131579
2000-10-31,4.0,3.34375,3.8125,3.359375,17944400.0,3.359375,5.552083333333333,5.44875,5.4187890625,4.904156454248366
2000-11-01,3.390625,3.0,3.375,3.25,19073200.0,3.25,5.421875,5.399375,5.4047265625,4.893415178571429
2000-11-02,3.5625,3.265625,3.296875,3.546875,3819600.0,3.546875,5.307291666666667,5.3559375,5.3942578125,4.884727822580645
2000-11-03,3.796875,3.5,3.515625,3.796875,2175200.0,3.796875,5.1875,5.318125,5.3861328125,4.877754407051282
2000-11-06,3.828125,3.6875,3.828125,3.75,2453200.0,3.75,5.069791666666666,5.2796875,5.3778515625,4.8705712579617835
2000-11-07,3.921875,3.625,3.75,3.8125,2404400.0,3.8125,4.944791666666666,5.24125,5.3709765625,4.8638746044303796
2000-11-08,3.875,3.703125,3.84375,3.859375,1165200.0,3.859375,4.819791666666666,5.19875,5.3642578125,4.857556996855346
2000-11-09,3.84375,3.6875,3.84375,3.796875,772800.0,3.796875,4.682291666666667,5.1528125,5.3576953125,4.850927734375
2000-11-10,3.796875,3.609375,3.796875,3.671875,1893600.0,3.671875,4.539583333333334,5.095,5.3469140625,4.843604425465839
2000-11-13,3.671875,3.546875,3.625,3.578125,899200.0,3.578125,4.383333333333334,5.0534375,5.3341015625,4.835792824074074
2000-11-14,3.625,3.46875,3.59375,3.484375,777600.0,3.484375,4.2125,5.01,5.3192578125,4.827501917177914
2000-11-15,3.625,3.453125,3.515625,3.546875,546800.0,3.546875,4.051041666666666,4.96875,5.3050390625,4.819693216463414
2000-11-16,3.65625,3.53125,3.53125,3.5625,1607600.0,3.5625,3.9,4.926875,5.2928515625,4.812073863636364
2000-11-17,3.609375,3.390625,3.609375,3.546875,1190000.0,3.546875,3.753125,4.8865625,5.2772265625,4.80445218373494
2000-11-20,3.578125,3.390625,3.578125,3.4375,530800.0,3.4375,3.6,4.84375,5.2609765625,4.796266841317365
2000-11-21,3.78125,3.421875,3.4375,3.734375,1920800.0,3.734375,3.625,4.8071875,5.25203125,4.789946056547619
2000-11-22,3.90625,3.671875,3.703125,3.90625,1391600.0,3.90625,3.66875,4.7803125,5.2396875,4.784717085798817
2000-11-24,4.0,3.8125,3.859375,4.0,835600.0,4.0,3.698958333333333,4.7534375,5.23046875,4.780101102941177
2000-11-27,4.0,3.921875,3.96875,3.984375,1556000.0,3.984375,3.7114583333333333,4.72875,5.2196875,4.775447733918129
2000-11-28,4.0625,3.9375,3.984375,4.015625,2024800.0,4.015625,3.7291666666666665,4.7103125,5.20859375,4.771030159883721
2000-11-29,4.09375,3.96875,4.015625,4.03125,736400.0,4.03125,3.74375,4.6915625,5.19578125,4.76675397398844
2000-11-30,4.0625,3.859375,4.03125,4.015625,1464800.0,4.015625,3.754166666666667,4.6709375,5.1809375,4.762437140804598
2000-12-01,4.109375,4.0,4.0,4.109375,637200.0,4.109375,3.775,4.65375,5.16671875,4.7587053571428575
2000-12-04,4.078125,3.96875,4.078125,3.96875,988800.0,3.96875,3.794791666666667,4.631875,5.14828125,4.754216974431818
2000-12-05,4.125,3.96875,3.96875,4.078125,743600.0,4.078125,3.828125,4.61125,5.13171875,4.750397245762712
2000-12-06,4.109375,3.9375,4.03125,3.96875,1084400.0,3.96875,3.8604166666666666,4.5875,5.114375,4.746005969101123
2000-12-07,4.0625,3.96875,4.0,4.015625,702000.0,4.015625,3.8916666666666666,4.5653125,5.09484375,4.74192562849162
2000-12-08,4.21875,3.96875,4.03125,4.21875,1495200.0,4.21875,3.935416666666667,4.5446875,5.0765625,4.739019097222222
2000-12-11,4.21875,4.09375,4.1875,4.140625,997600.0,4.140625,3.975,4.5184375,5.0578125,4.7357130524861875
2000-12-12,4.15625,4.0,4.140625,4.0,690400.0,4.0,4.0125,4.4975,5.035625,4.731670673076923
2000-12-13,4.03125,3.9375,3.96875,3.953125,746800.0,3.953125,4.027083333333334,4.4759375,5.01328125,4.727416325136612
2000-12-14,4.0,3.75,4.0,3.765625,856000.0,3.765625,4.017708333333333,4.4515625,4.9896875,4.722189198369565
2000-12-15,3.953125,3.6875,3.71875,3.953125,1132000.0,3.953125,4.014583333333333,4.4278125,4.969375,4.718032094594594
2000-12-18,3.96875,3.84375,3.96875,3.9375,784000.0,3.9375,4.011458333333334,4.4009375,4.95,4.713835685483871
2000-12-19,4.25,3.875,3.890625,4.203125,4110800.0,4.203125,4.023958333333334,4.3815625,4.934375,4.711104612299465
2000-12-20,4.171875,4.109375,4.15625,4.125,774400.0,4.125,4.030208333333333,4.3609375,4.92109375,4.707987034574468
2000-12-21,4.1875,4.09375,4.125,4.140625,595200.0,4.140625,4.038541666666666,4.3396875,4.9059375,4.704985119047619
2000-12-22,4.203125,4.125,4.15625,4.1875,552400.0,4.1875,4.04375,4.318125,4.89078125,4.702261513157895
2000-12-26,4.1875,4.125,4.1875,4.15625,830000.0,4.15625,4.05625,4.289375,4.87453125,4.699402814136126
2000-12-27,4.21875,4.125,4.15625,4.203125,1311200.0,4.203125,4.064583333333333,4.263125,4.8590625,4.696818033854167
2000-12-28,4.421875,4.1875,4.1875,4.34375,1839600.0,4.34375,4.089583333333334,4.23625,4.8459375,4.694988665803109
2000-12-29,4.53125,4.328125,4.359375,4.4375,2984400.0,4.4375,4.117708333333334,4.2103125,4.8340625,4.693661404639175
2001-01-02,4.4375,4.328125,4.4375,4.34375,928000.0,4.34375,4.126041666666667,4.18,4.8221875,4.691866987179488
2001-01-03,4.671875,4.3125,4.34375,4.578125,1235600.0,4.578125,4.155208333333333,4.1553125,4.81375,4.691286670918367
2001-01-04,4.609375,4.46875,4.546875,4.5625,486400.0,4.5625,4.192708333333333,4.128125,4.80328125,4.690632931472082
2001-01-05,4.5,4.1875,4.5,4.21875,2196000.0,4.21875,4.210416666666666,4.0915625,4.7890625,4.688249684343434
2001-01-08,4.265625,4.21875,4.25,4.25,599600.0,4.25,4.242708333333334,4.0571875,4.77453125,4.686047424623116
2001-01-09,4.46875,4.28125,4.28125,4.359375,1112400.0,4.359375,4.269791666666666,4.0278125,4.7609375,4.6844140625
2001-01-10,4.59375,4.4375,4.4375,4.5,1228000.0,4.5,4.307291666666667,4.0028125,4.7490625,4.6862890625
2001-01-11,4.5,4.4375,4.453125,4.453125,288400.0,4.453125,4.323958333333334,3.9771875,4.73734375,4.6884765625
2001-01-12,4.5,4.390625,4.40625,4.484375,788000.0,4.484375,4.347916666666666,3.9996875,4.72421875,4.6908984375
2001-01-16,4.5,4.359375,4.484375,4.5,2159200.0,4.5,4.371875,4.0246875,4.71203125,4.6941796875
2001-01-17,4.5625,4.4375,4.5,4.484375,1713200.0,4.484375,4.391666666666667,4.0434375,4.6996875,4.6996484375
2001-01-18,4.59375,4.453125,4.453125,4.5625,668400.0,4.5625,4.41875,4.05875,4.6884375,4.7052734375
2001-01-19,4.5625,4.34375,4.5625,4.390625,1036400.0,4.390625,4.43125,4.0715625,4.675625,4.7097265625
2001-01-22,4.46875,4.34375,4.390625,4.46875,612400.0,4.46875,4.439583333333333,4.0846875,4.66296875,4.7146484375
2001-01-23,4.5,4.296875,4.484375,4.4375,987600.0,4.4375,4.439583333333333,4.09625,4.6475,4.7189453125
2001-01-24,4.5,4.390625,4.4375,4.5,1004800.0,4.5,4.45,4.1103125,4.6315625,4.7233984375
2001-01-25,4.59375,4.4375,4.46875,4.46875,264400.0,4.46875,4.442708333333333,4.12625,4.610625,4.7275390625
2001-01-26,4.5,4.34375,4.484375,4.34375,400000.0,4.34375,4.428125,4.1415625,4.5975,4.7313671875
2001-01-29,4.570000171661377,4.300000190734863,4.34250020980835,4.567500114440918,462400.0,4.567500114440918,4.4513750076293945,4.163225002288819,4.586612501144409,4.7363140630722045
