Date,High,Low,Open,Close,Volume,Adj Close,IR-15ma,IR-50ma,IR-100ma,IR-200ma
2000-01-03,21.815095901489258,20.542133331298828,21.790136337280273,21.166133880615234,1454300.0,15.203269004821777,15.203269004821777,15.203269004821777,15.203269004821777,15.203269004821777
2000-01-04,21.265974044799805,20.51717185974121,21.066293716430664,20.74181365966797,1998400.0,14.898481369018555,15.050875186920166,15.050875186920166,15.050875186920166,15.050875186920166
2000-01-05,21.265974044799805,20.467252731323242,20.71685218811035,20.71685218811035,1633100.0,14.8805570602417,14.994102478027344,14.994102478027344,14.994102478027344,14.994102478027344
2000-01-06,21.865015029907227,20.41733169555664,20.816692352294922,21.840055465698242,2998700.0,15.687334060668945,15.167410373687744,15.167410373687744,15.167410373687744,15.167410373687744
2000-01-07,22.863418579101562,22.339256286621094,22.763578414916992,22.863418579101562,2458100.0,16.422407150268555,15.418409729003907,15.418409729003907,15.418409729003907,15.418409729003907
2000-01-10,23.063098907470703,22.064697265625,23.063098907470703,22.389177322387695,1834600.0,16.081762313842773,15.528968493143717,15.528968493143717,15.528968493143717,15.528968493143717
2000-01-11,22.863418579101562,22.139575958251953,22.489017486572266,22.139575958251953,1377900.0,15.902473449707031,15.582326344081334,15.582326344081334,15.582326344081334,15.582326344081334
2000-01-12,22.51397705078125,21.715255737304688,22.039735794067383,21.790136337280273,1491800.0,15.651483535766602,15.590970993041992,15.590970993041992,15.590970993041992,15.590970993041992
2000-01-13,21.914936065673828,21.29093360900879,21.565494537353516,21.29093360900879,2022900.0,15.292917251586914,15.557853910658094,15.557853910658094,15.557853910658094,15.557853910658094
2000-01-14,21.6403751373291,21.09125328063965,21.44069480895996,21.29093360900879,1325100.0,15.292917251586914,15.531360244750976,15.531360244750976,15.531360244750976,15.531360244750976
2000-01-18,21.365814208984375,20.84165382385254,21.116214752197266,21.166133880615234,887600.0,15.203269004821777,15.501533768393777,15.501533768393777,15.501533768393777,15.501533768393777
2000-01-19,21.29093360900879,20.492212295532227,21.265974044799805,20.766773223876953,2840200.0,14.916420936584473,15.452774365743002,15.452774365743002,15.452774365743002,15.452774365743002
2000-01-20,20.966453552246094,19.643569946289062,20.766773223876953,20.21141242980957,2695300.0,14.517510414123535,15.380830984849196,15.380830984849196,15.380830984849196,15.380830984849196
2000-01-21,19.843250274658203,18.969648361206055,19.793331146240234,19.24420928955078,2646400.0,13.822784423828125,15.269541944776263,15.269541944776263,15.269541944776263,15.269541944776263
2000-01-24,19.269168853759766,18.64516830444336,19.14436912536621,18.8448486328125,2824000.0,13.535931587219238,15.153967920939127,15.153967920939127,15.153967920939127,15.153967920939127
2000-01-25,18.769968032836914,17.77156639099121,18.670127868652344,18.34564781188965,3114900.0,13.177362442016602,15.018907483418783,15.03043007850647,15.03043007850647,15.03043007850647
