Date,High,Low,Open,Close,Volume,Adj Close,ALLE-15ma,ALLE-50ma,ALLE-100ma,ALLE-200ma
2013-11-18,50.0,47.4900016784668,49.75,48.47999954223633,587100.0,46.304298400878906,46.304298400878906,46.304298400878906,46.304298400878906,46.304298400878906
2013-11-19,49.0,45.29999923706055,48.9900016784668,45.79999923706055,1682000.0,43.74457550048828,45.024436950683594,45.024436950683594,45.024436950683594,45.024436950683594
2013-11-20,46.0,43.9900016784668,45.97999954223633,44.650001525878906,1106900.0,42.64619445800781,44.231689453125,44.231689453125,44.231689453125,44.231689453125
2013-11-21,45.150001525878906,43.040000915527344,44.5,43.790000915527344,730200.0,41.82477951049805,43.62996196746826,43.62996196746826,43.62996196746826,43.62996196746826
2013-11-22,44.099998474121094,43.25,43.900001525878906,43.9900016784668,947600.0,42.01579666137695,43.30712890625,43.30712890625,43.30712890625,43.30712890625
2013-11-25,45.619998931884766,43.70000076293945,44.279998779296875,44.18000030517578,727300.0,42.1972770690918,43.12215360005697,43.12215360005697,43.12215360005697,43.12215360005697
2013-11-26,45.0,43.040000915527344,45.0,43.20000076293945,873700.0,41.261260986328125,42.8563117980957,42.8563117980957,42.8563117980957,42.8563117980957
2013-11-27,43.54999923706055,42.5,43.54999923706055,43.2400016784668,1153300.0,41.299461364746094,42.661705493927,42.661705493927,42.661705493927,42.661705493927
2013-11-29,43.849998474121094,42.75,42.75,43.2400016784668,949900.0,41.299461364746094,42.51034503512912,42.51034503512912,42.51034503512912,42.51034503512912
2013-12-02,43.66999816894531,41.52000045776367,43.08000183105469,43.13999938964844,5130700.0,41.203956604003906,42.3797061920166,42.3797061920166,42.3797061920166,42.3797061920166
2013-12-03,44.849998474121094,42.70000076293945,42.79999923706055,42.900001525878906,3239300.0,40.974727630615234,42.25198086825284,42.25198086825284,42.25198086825284,42.25198086825284
2013-12-04,42.61000061035156,41.650001525878906,42.43000030517578,41.83000183105469,2777700.0,39.95274353027344,42.060377756754555,42.060377756754555,42.060377756754555,42.060377756754555
2013-12-05,42.279998779296875,40.630001068115234,42.279998779296875,41.04999923706055,3380500.0,39.20774459838867,41.84094443688026,41.84094443688026,41.84094443688026,41.84094443688026
2013-12-06,41.060001373291016,40.63999938964844,40.75,40.70000076293945,4662300.0,38.87346267700195,41.62898145403181,41.62898145403181,41.62898145403181,41.62898145403181
2013-12-09,41.27000045776367,40.2400016784668,40.70000076293945,41.18000030517578,3074000.0,39.331905364990234,41.475843048095705,41.475843048095705,41.475843048095705,41.475843048095705
2013-12-10,42.84000015258789,41.040000915527344,41.06999969482422,42.560001373291016,3289400.0,40.64998245239258,41.09888865152995,41.42422676086426,41.42422676086426,41.42422676086426
2013-12-11,43.02000045776367,42.0,42.31999969482422,42.459999084472656,3367300.0,40.55447006225586,40.88621495564779,41.37306460212259,41.37306460212259,41.37306460212259
2013-12-12,43.099998474121094,42.0,42.0099983215332,42.970001220703125,1770500.0,41.04158020019531,40.77924067179362,41.35464880201552,41.35464880201552,41.35464880201552
2013-12-13,43.79999923706055,42.91999816894531,42.91999816894531,43.25,683800.0,41.309017181396484,40.74485651652018,41.35224713777241,41.35224713777241,41.35224713777241
2013-12-16,43.9900016784668,42.11000061035156,43.0099983215332,43.689998626708984,1953900.0,41.72926712036133,40.72575454711914,41.37109813690186,41.37109813690186,41.37109813690186
2013-12-17,44.0,43.15999984741211,43.43000030517578,43.75,1396700.0,41.78658676147461,40.698375193278,41.39088330950056,41.39088330950056,41.39088330950056
2013-12-18,44.5,43.099998474121094,43.650001525878906,44.27000045776367,1225200.0,42.283241271972656,40.76650721232097,41.43144503506747,41.43144503506747,41.43144503506747
2013-12-19,44.5,43.81999969482422,43.959999084472656,44.45000076293945,593000.0,42.45515823364258,40.843553670247395,41.475954304570735,41.475954304570735,41.475954304570735
2013-12-20,44.45000076293945,43.90999984741211,44.29999923706055,44.2599983215332,2878600.0,42.2736930847168,40.90850245157878,41.509193420410156,41.509193420410156,41.509193420410156
2013-12-23,44.849998474121094,43.54999923706055,44.16999816894531,44.650001525878906,773600.0,42.64619445800781,41.004651641845705,41.554673461914064,41.554673461914064,41.554673461914064
2013-12-24,45.02000045776367,44.25,44.7599983215332,44.58000183105469,304700.0,42.579341888427734,41.11162592569987,41.59408378601074,41.59408378601074,41.59408378601074
2013-12-26,45.0099983215332,44.439998626708984,44.86000061035156,44.70000076293945,513200.0,42.69394302368164,41.29437255859375,41.63481931333189,41.63481931333189,41.63481931333189
2013-12-27,44.970001220703125,44.09000015258789,44.77000045776367,44.63999938964844,393300.0,42.63663101196289,41.52296498616536,41.670598302568706,41.670598302568706,41.670598302568706
2013-12-30,44.880001068115234,44.0,44.45000076293945,44.119998931884766,381500.0,42.13996505737305,41.74073181152344,41.6867833630792,41.6867833630792,41.6867833630792
2013-12-31,44.5,43.7599983215332,44.22999954223633,44.189998626708984,874200.0,42.20683288574219,41.932393646240236,41.70411834716797,41.70411834716797,41.70411834716797
2014-01-02,44.18000030517578,43.27000045776367,44.08000183105469,43.650001525878906,992900.0,41.69107437133789,42.001799774169925,41.7036975737541,41.7036975737541,41.7036975737541
2014-01-03,44.31999969482422,43.16999816894531,43.56999969482422,43.959999084472656,378400.0,41.98715591430664,42.09731216430664,41.71255564689636,41.71255564689636,41.71255564689636
2014-01-06,43.97999954223633,43.369998931884766,43.970001220703125,43.68000030517578,597800.0,41.719722747802734,42.142521667480466,41.71277283177231,41.71277283177231,41.71277283177231
2014-01-07,43.97999954223633,42.15999984741211,42.15999984741211,43.869998931884766,1371300.0,41.90119171142578,42.18199996948242,41.718314563526825,41.718314563526825,41.718314563526825
2014-01-08,44.36000061035156,43.400001525878906,44.02000045776367,43.880001068115234,1407100.0,41.910736083984375,42.194097900390624,41.72381232125419,41.72381232125419,41.72381232125419
2014-01-09,44.25,43.84000015258789,43.88999938964844,44.130001068115234,1093500.0,42.149539947509766,42.21829477945963,41.73563808865018,41.73563808865018,41.73563808865018
2014-01-10,46.08000183105469,44.02000045776367,44.16999816894531,45.72999954223633,2008600.0,43.6777229309082,42.31126022338867,41.788126868170664,41.788126868170664,41.788126868170664
2014-01-13,47.439998626708984,45.20000076293945,45.70000076293945,47.040000915527344,2278500.0,44.928924560546875,42.47617797851562,41.87077943902267,41.87077943902267,41.87077943902267
2014-01-14,47.88999938964844,46.90999984741211,47.15999984741211,47.79999923706055,2338200.0,45.65481948852539,42.701586405436196,41.96780610695863,41.96780610695863,41.96780610695863
2014-01-15,49.189998626708984,47.2599983215332,47.970001220703125,47.5,1733000.0,45.368282318115234,42.88305892944336,42.05281801223755,42.05281801223755,42.05281801223755
2014-01-16,47.68000030517578,47.040000915527344,47.279998779296875,47.400001525878906,1178700.0,45.27277374267578,43.06262105305989,42.131353517857995,42.131353517857995,42.131353517857995
2014-01-17,48.2400016784668,47.0,47.52000045776367,48.0,1572100.0,45.84584426879883,43.27274780273437,42.21979377383278,42.21979377383278,42.21979377383278
2014-01-21,49.380001068115234,47.939998626708984,49.380001068115234,48.16999816894531,1570400.0,46.008216857910156,43.497520192464194,42.30789663625318,42.30789663625318,42.30789663625318
2014-01-22,49.15999984741211,48.08000183105469,48.11000061035156,48.5099983215332,682200.0,46.33296203613281,43.77705332438151,42.39937539534135,42.39937539534135,42.39937539534135
2014-01-23,48.68000030517578,47.58000183105469,48.68000030517578,47.720001220703125,867600.0,45.578407287597656,44.001824951171876,42.4700205485026,42.4700205485026,42.4700205485026
2014-01-24,47.709999084472656,45.83000183105469,47.619998931884766,46.84000015258789,1417500.0,44.7379035949707,44.20494689941406,42.51932235386061,42.51932235386061,42.51932235386061
2014-01-27,48.0,45.20000076293945,45.20000076293945,46.599998474121094,717800.0,44.5086784362793,44.37304840087891,42.56164907901845,42.56164907901845,42.56164907901845
2014-01-28,47.880001068115234,46.77000045776367,46.77000045776367,47.72999954223633,721700.0,45.587955474853516,44.63093058268229,42.62469712893168,42.62469712893168,42.62469712893168
2014-01-29,48.47999954223633,47.130001068115234,47.349998474121094,47.779998779296875,800900.0,45.63572311401367,44.87989934285482,42.68614663883131,42.68614663883131,42.68614663883131
2014-01-30,49.630001068115234,47.83000183105469,47.90999984741211,49.41999816894531,1247100.0,47.20210647583008,45.23265736897786,42.77646583557129,42.77646583557129,42.77646583557129
2014-01-31,49.959999084472656,49.029998779296875,49.25,49.349998474121094,2011100.0,47.135257720947266,45.5650385538737,42.79308502197266,42.861932343127684,42.861932343127684
