Date,High,Low,Open,Close,Volume,Adj Close,CAT-15ma,CAT-50ma,CAT-100ma,CAT-200ma
2000-01-25,22.5,21.28125,22.5,21.8125,6084200.0,12.711418151855469,14.373418871561686,14.355059087276459,14.355059087276459,14.355059087276459
2000-01-26,22.84375,21.6875,21.8125,22.46875,4188200.0,13.093866348266602,14.319763946533204,14.280871279099408,14.280871279099408,14.280871279099408
2000-01-27,22.78125,22.0,22.46875,22.28125,3340800.0,12.98459243774414,14.237107213338216,14.208855787913004,14.208855787913004,14.208855787913004
2000-01-28,22.59375,21.75,22.28125,21.75,4851600.0,12.674997329711914,14.08555170694987,14.128126395376105,14.128126395376105,14.128126395376105
2000-01-31,21.96875,21.21875,21.75,21.21875,3677000.0,12.3654146194458,13.880782063802084,14.03999080657959,14.03999080657959,14.03999080657959
2000-02-01,22.03125,21.375,21.375,21.59375,2930200.0,12.58394718170166,13.724363199869792,13.970655395871116,13.970655395871116,13.970655395871116
2000-02-02,22.375,21.4375,21.59375,21.71875,2933600.0,12.656789779663086,13.588484573364259,13.910934231498025,13.910934231498025,13.910934231498025
2000-02-03,21.625,21.0625,21.625,21.15625,4343400.0,12.328994750976562,13.413862228393555,13.842154254084049,13.842154254084049,13.842154254084049
2000-02-04,21.40625,20.625,21.15625,21.15625,4122000.0,12.328994750976562,13.228381029764812,13.779105941454569,13.779105941454569,13.779105941454569
2000-02-07,20.90625,20.375,20.90625,20.625,4089800.0,12.019397735595703,13.027086512247722,13.708717613220214,13.708717613220214,13.708717613220214
2000-02-08,20.75,20.0,20.625,20.5,5848400.0,11.946552276611328,12.853472391764322,13.640942023350643,13.640942023350643,13.640942023350643
2000-02-09,20.59375,19.5625,20.5,19.5625,5934800.0,11.400218963623047,12.655577278137207,13.55795228039777,13.55795228039777,13.55795228039777
2000-02-10,19.78125,18.8125,19.5625,19.03125,5807400.0,11.090622901916504,12.47953535715739,13.469833374023438,13.469833374023438,13.469833374023438
2000-02-11,18.9375,17.4375,18.9375,18.0,11944800.0,10.48965835571289,12.258572832743328,13.367068718219626,13.367068718219626,13.367068718219626
2000-02-14,19.46875,18.125,18.125,19.3125,6787800.0,11.254528045654297,12.128666241963705,13.296650695800782,13.296650695800782,13.296650695800782
2000-02-15,20.375,19.3125,19.3125,20.0,6048200.0,11.655173301696777,12.058249918619792,13.243699812120006,13.243699812120006,13.243699812120006
2000-02-16,20.3125,19.40625,20.0,19.59375,3881400.0,11.418429374694824,11.946554120381673,13.18666011095047,13.18666011095047,13.18666011095047
2000-02-17,19.5625,18.84375,19.5625,19.34375,3824200.0,11.272735595703125,11.832430330912272,13.128662398367217,13.128662398367217,13.128662398367217
2000-02-18,19.1875,18.6875,19.1875,18.84375,3017800.0,10.98136043548584,11.719521204630533,13.06550645828247,13.06550645828247,13.06550645828247
2000-02-22,19.4375,18.75,18.84375,19.15625,4028800.0,11.163475036621094,11.639391899108887,13.01116270337786,13.01116270337786,13.01116270337786
2000-02-23,19.34375,18.59375,19.15625,18.90625,4894400.0,11.017784118652344,11.534981028238933,12.955791076024374,12.955791076024374,12.955791076024374
2000-02-24,18.9375,18.125,18.90625,18.125,4488200.0,10.5625,11.395361709594727,12.89110753342912,12.89110753342912,12.89110753342912
2000-02-25,18.75,17.9375,18.125,18.0,4139800.0,10.48965835571289,11.272739283243816,12.827911502436587,12.827911502436587,12.827911502436587
2000-02-28,18.3125,17.6875,18.0,17.78125,3319200.0,10.362176895141602,11.141618092854818,12.764687538146973,12.764687538146973,12.764687538146973
2000-02-29,18.21875,17.5,17.78125,17.53125,4805800.0,10.216487884521484,11.021424102783204,12.700982546806335,12.700982546806335,12.700982546806335
2000-03-01,17.90625,17.4375,17.53125,17.4375,4841600.0,10.16185474395752,10.90244426727295,12.639052600395388,12.639052600395388,12.639052600395388
2000-03-02,17.5,17.09375,17.4375,17.21875,3956000.0,10.03437614440918,10.811388079325358,12.57703649430048,12.57703649430048,12.57703649430048
2000-03-03,18.65625,17.25,17.25,18.1875,4805800.0,10.598922729492188,10.778608067830403,12.531033848607263,12.531033848607263,12.531033848607263
2000-03-06,19.0,18.21875,18.21875,18.34375,5260400.0,10.689981460571289,10.79196294148763,12.489191748879172,12.489191748879172,12.489191748879172
2000-03-07,18.25,16.75,18.25,16.90625,8780800.0,9.852263450622559,10.698478635152181,12.430593342251248,12.430593342251248,12.430593342251248
2000-03-08,18.21875,17.3125,17.3125,17.46875,5772000.0,10.180066108703613,10.600138155619304,12.381668837174125,12.381668837174125,12.381668837174125
2000-03-09,17.6875,17.125,17.46875,17.625,4904400.0,10.271122932434082,10.523651059468587,12.33676360515838,12.33676360515838,12.33676360515838
2000-03-10,18.375,17.40625,17.625,17.84375,5335400.0,10.398599624633789,10.465375328063965,12.296385188897451,12.296385188897451,12.296385188897451
2000-03-13,18.0625,17.5,17.84375,17.8125,3304800.0,10.380386352539062,10.425310389200847,12.257283171828913,12.257283171828913,12.257283171828913
2000-03-14,18.59375,17.875,17.875,17.90625,6545400.0,10.435026168823242,10.376747131347656,12.2208380317688,12.2208380317688,12.2208380317688
2000-03-15,19.53125,17.8125,17.90625,19.125,6827400.0,11.145259857177734,10.385245513916015,12.162149982452393,12.199748263639563,12.199748263639563
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,11.855496406555176,10.471445274353027,12.121286106109618,12.19312803561871,12.19312803561871
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,11.545910835266113,10.541862106323242,12.067715454101563,12.180916390329037,12.180916390329037
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,11.21810531616211,10.598924001057943,11.993110961914063,12.163086555622241,12.163086555622241
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,11.600537300109863,10.691193962097168,11.916382522583008,12.1528583873402,12.1528583873402
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,11.345584869384766,10.770109303792317,11.844689617156982,12.13844278880528,12.13844278880528
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,11.527695655822754,10.869663937886555,11.781344146728516,12.12772792682313,12.12772792682313
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,11.509478569030762,10.93036766052246,11.712567119598388,12.117068455137055,12.117068455137055
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,11.382004737854004,10.976502545674641,11.637982959747314,12.104609748064462,12.104609748064462
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,11.163475036621094,11.063916651407878,11.560476150512695,12.088924169540405,12.088924169540405
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,11.363794326782227,11.142831865946452,11.496736755371094,12.07703679506896,12.07703679506896
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,11.87370777130127,11.249670855204265,11.446837997436523,12.07375729468561,12.07375729468561
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,11.491271018981934,11.322515614827473,11.402038383483887,12.064511480785551,12.064511480785551
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,12.201512336730957,11.4439240137736,11.369986705780029,12.066652119159698,12.066652119159698
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,12.656789779663086,11.59204158782959,11.359059963226319,12.07573116009052,12.07573116009052
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,12.3654146194458,11.67338523864746,11.352139892578125,12.080120303414084,12.080120303414084
2000-04-06,21.8125,21.125,21.21875,21.15625,2104800.0,12.328994750976562,11.70495179494222,11.336842460632324,12.083834847407555,12.083834847407555
2000-04-07,21.21875,20.625,21.15625,20.6875,2937400.0,12.05582332611084,11.738945960998535,11.318267078399659,12.083422913270837,12.083422913270837
2000-04-10,21.0625,20.5625,20.6875,20.71875,1890600.0,12.0740327835083,11.796007792154947,11.306247787475586,12.0832868244337,12.0832868244337
2000-04-11,21.625,20.8125,20.8125,21.03125,3531600.0,12.256143569946289,11.83971487681071,11.304062366485596,12.085756206512452,12.085756206512452
2000-04-12,22.375,21.375,21.375,21.71875,4224400.0,12.656789779663086,11.92712853749593,11.305519218444823,12.093798932894854,12.093798932894854
2000-04-13,22.4375,20.90625,21.71875,21.0,4334200.0,12.237934112548828,11.974477767944336,11.29714210510254,12.095800810390049,12.095800810390049
2000-04-14,21.0,20.09375,21.0,20.25,4287000.0,11.800862312316895,11.993903350830077,11.286579456329346,12.091760556991787,12.091760556991787
2000-04-17,21.21875,20.125,20.25,20.46875,3754200.0,11.928343772888184,12.03032595316569,11.278566436767578,12.089552222071466,12.089552222071466
2000-04-18,21.75,19.6875,20.46875,20.125,9957200.0,11.728011131286621,12.067961692810059,11.272738704681396,12.084731674194336,12.084731674194336
2000-04-19,19.46875,18.5,19.46875,18.8125,8557000.0,11.052395820617676,12.047201792399088,11.254855575561523,12.071148307699906,12.071148307699906
2000-04-20,19.15625,18.75,18.8125,19.0,4924600.0,11.162546157836914,11.999791018168132,11.2501021194458,12.059348279779607,12.059348279779607
2000-04-24,19.5625,19.09375,19.09375,19.5,3312200.0,11.456298828125,11.997459538777669,11.25741563796997,12.051616876553267,12.051616876553267
2000-04-25,20.25,19.5,19.5,20.0625,4381400.0,11.786768913269043,11.969809977213542,11.283357849121094,12.048264370688909,12.048264370688909
2000-04-26,20.34375,19.75,20.0625,19.875,4544400.0,11.676613807678223,11.90446491241455,11.291799564361572,12.043618738651276,12.043618738651276
2000-04-27,20.21875,19.46875,19.875,20.0625,2903600.0,11.786768913269043,11.865888532002767,11.294431476593017,12.04044775315273,12.04044775315273
2000-04-28,20.5,19.625,20.0625,19.71875,3741600.0,11.584814071655273,11.816276486714681,11.297759170532226,12.034891244841784,12.034891244841784
2000-05-01,19.84375,19.40625,19.71875,19.40625,2637800.0,11.401223182678223,11.772636477152506,11.300328922271728,12.027256689875959,12.027256689875959
2000-05-02,19.96875,19.03125,19.40625,19.8125,2840800.0,11.63989543914795,11.743693987528482,11.31349962234497,12.02264524641491,12.02264524641491
2000-05-03,19.6875,19.25,19.6875,19.4375,2442600.0,11.41957950592041,11.687923049926757,11.318621711730957,12.01555035535027,12.01555035535027
2000-05-04,19.46875,18.9375,19.4375,18.96875,2377000.0,11.14418888092041,11.587082990010579,11.321149806976319,12.005418245182481,12.005418245182481
2000-05-05,19.6875,18.9375,18.96875,19.53125,2544600.0,11.474658966064453,11.536197980244955,11.339392986297607,11.999317563813308,11.999317563813308
2000-05-08,19.875,19.28125,19.53125,19.46875,2078600.0,11.437941551208496,11.512003262837728,11.358358650207519,11.9929382909428,11.9929382909428
2000-05-09,20.0,18.96875,19.46875,19.0,3078800.0,11.162546157836914,11.460950088500976,11.374366035461426,11.983608042256217,11.983608042256217
2000-05-10,19.21875,18.78125,19.0,19.1875,2391400.0,11.272706031799316,11.430596415201823,11.395490398406983,11.975709131028918,11.975709131028918
2000-05-11,19.78125,18.84375,19.1875,19.40625,2617600.0,11.401223182678223,11.453851572672527,11.420277767181396,11.969396098629458,11.969396098629458
2000-05-12,19.9375,19.3125,19.40625,19.6875,1927800.0,11.56645393371582,11.48077875773112,11.450919322967529,11.965016292489093,11.965016292489093
2000-05-15,20.375,19.78125,19.78125,20.28125,3531000.0,11.915290832519531,11.511378224690755,11.477246685028076,11.96448161012383,11.96448161012383
2000-05-16,20.875,20.09375,20.28125,20.125,4066000.0,11.823481559753418,11.51382573445638,11.49991668701172,11.962981609587974,11.962981609587974
2000-05-17,20.34375,19.9375,20.125,20.0,1526600.0,11.750048637390137,11.518721389770509,11.53787239074707,11.960740209880628,11.960740209880628
2000-05-18,20.0,19.25,20.0,19.40625,3559200.0,11.401223182678223,11.493018341064452,11.562295532226562,11.954911907513937,11.954911907513937
2000-05-19,20.21875,19.25,19.40625,20.03125,3942200.0,11.768414497375488,11.505258369445801,11.59224136352539,11.952989253801169,11.952989253801169
2000-05-22,20.34375,19.8125,20.03125,20.09375,2443000.0,11.805133819580078,11.532185745239257,11.620372047424317,11.951480524880546,11.951480524880546
2000-05-23,20.34375,19.5,20.09375,19.75,2005600.0,11.603169441223145,11.529737345377605,11.644827709197997,11.947962231106228,11.947962231106228
2000-05-24,20.25,19.375,19.75,19.84375,2075000.0,11.658255577087402,11.545649083455404,11.669292297363281,11.94506516456604,11.94506516456604
2000-05-25,19.9375,18.90625,19.84375,19.03125,2763800.0,11.18090534210205,11.548096847534179,11.670005207061768,11.91607759475708,11.937499225729763
2000-05-26,19.40625,18.9375,19.03125,19.0625,1908200.0,11.199268341064453,11.52973747253418,11.656880645751952,11.889083375930786,11.930261668036966
2000-05-30,19.40625,19.0625,19.0625,19.15625,1614200.0,11.254349708557129,11.517498016357422,11.651049423217774,11.859382438659669,11.923699416003181
2000-05-31,19.21875,18.9375,19.15625,19.125,2925400.0,11.235983848571777,11.522393862406412,11.651406993865967,11.822258977890014,11.917086766316341
2000-06-01,20.0,19.40625,19.40625,19.875,2835400.0,11.676613807678223,11.549321047465007,11.652928524017334,11.78465552330017,11.914796547662645
2000-06-02,21.25,20.125,20.125,20.53125,4491400.0,12.062155723571777,11.59338321685791,11.667259941101074,11.755974779129028,11.916186728567448
2000-06-05,20.4375,19.28125,20.4375,20.0,3871600.0,11.750048637390137,11.605622863769531,11.671707000732422,11.726525573730468,11.914634036126538
2000-06-06,19.78125,19.09375,19.78125,19.53125,3697400.0,11.474658966064453,11.576247406005859,11.671010608673095,11.691788864135741,11.910560192885223
2000-06-07,19.40625,19.0625,19.40625,19.40625,3017600.0,11.401223182678223,11.548096847534179,11.67139497756958,11.654688968658448,11.90588737627782
2000-06-08,19.21875,18.84375,19.21875,19.0625,2418800.0,11.199268341064453,11.511378161112468,11.672110843658448,11.616293497085572,11.899463566866787
2000-06-09,19.28125,18.875,19.0625,19.125,1819600.0,11.235983848571777,11.500362205505372,11.669554634094238,11.583145694732666,11.893486272107374
2000-06-12,19.53125,18.84375,19.125,19.3125,2635600.0,11.346141815185547,11.472210693359376,11.659003314971924,11.552920656204224,11.888599268027715
2000-06-13,19.28125,18.5,19.28125,18.625,3154800.0,10.942232131958008,11.41468391418457,11.648022537231446,11.525030460357666,11.880224337620017
2000-06-14,19.125,18.5625,18.625,18.8125,3292600.0,11.052395820617676,11.377965672810872,11.62504020690918,11.497513456344604,11.872962683962102
2000-06-15,19.0,18.40625,18.8125,18.5,2703400.0,10.86879825592041,11.325335184733072,11.589280376434326,11.474170169830323,11.864230819370436
2000-06-16,18.5625,17.9375,18.5,17.96875,5510400.0,10.556687355041504,11.28372065226237,11.55310583114624,11.452622861862183,11.852958892953806
2000-06-19,18.25,17.5625,17.96875,17.5625,3703200.0,10.318012237548828,11.224970245361328,11.512886180877686,11.424864320755004,11.839839690770859
2000-06-20,17.84375,17.5,17.5625,17.53125,3212400.0,10.299654006958008,11.16132386525472,11.477762794494629,11.398014936447144,11.826787269721597
2000-06-21,17.75,17.46875,17.53125,17.5625,2569000.0,10.318012237548828,11.10012575785319,11.44264238357544,11.374445085525513,11.814108487938633
2000-06-22,17.6875,17.15625,17.5625,17.21875,3490200.0,10.116060256958008,10.996088854471843,11.399840717315675,11.351951541900634,11.799958086013794
2000-06-23,17.5625,17.21875,17.21875,17.3125,1787400.0,10.171136856079102,10.87002092997233,11.350127658843995,11.327823438644408,11.786496753534994
2000-06-26,17.84375,17.34375,17.34375,17.40625,1959000.0,10.226215362548828,10.76843204498291,11.309893283843994,11.303517694473266,11.7737075618056
2000-06-27,18.25,17.34375,17.40625,17.84375,2754800.0,10.483246803283691,10.702337900797525,11.28354097366333,11.285060214996339,11.763216010923308
2000-06-28,18.375,18.0,18.0,18.078125,2527200.0,10.62094783782959,10.650319544474284,11.257393054962158,11.267979745864869,11.754004170817714
2000-06-29,17.75,17.375,17.75,17.5,2415400.0,10.281296730041504,10.589121437072754,11.228458766937257,11.250598735809326,11.742222511291503
2000-06-30,17.65625,16.90625,17.5,16.9375,4672000.0,9.950820922851562,10.503443908691406,11.206427268981933,11.230641422271729,11.728005038367378
2000-07-03,18.03125,17.09375,17.09375,18.0,1702400.0,10.575048446655273,10.452037684122722,11.194677314758302,11.22238971710205,11.718926640007439
2000-07-05,17.71875,17.15625,17.71875,17.59375,3324600.0,10.33637523651123,10.41164722442627,11.172278842926026,11.214847240447998,11.708125457167625
2000-07-06,17.8125,17.40625,17.59375,17.40625,2433400.0,10.226215362548828,10.356568527221679,11.14106777191162,11.212212810516357,11.696637782015541
2000-07-07,17.46875,16.96875,17.40625,16.96875,3514400.0,9.969183921813965,10.29659423828125,11.106919174194337,11.199359369277953,11.683349675398606
2000-07-10,17.6875,17.09375,17.09375,17.125,3084000.0,10.060982704162598,10.26354726155599,11.072403450012207,11.183417463302613,11.670965194702148
2000-07-11,18.34375,17.25,17.25,18.0625,5056800.0,10.61176586151123,10.283130836486816,11.052942485809327,11.175350828170776,11.66294095732949
2000-07-12,18.5,17.875,18.0625,18.28125,3236600.0,10.740280151367188,10.312505912780761,11.039723625183106,11.170026273727418,11.656003658036541
2000-07-13,18.3125,17.9375,18.28125,17.96875,3438000.0,10.556687355041504,10.328417587280274,11.018059463500977,11.165779542922973,11.647799805029114
2000-07-14,18.03125,17.5625,17.96875,17.875,2999200.0,10.501609802246094,10.354120890299479,10.99970006942749,11.159160890579223,11.639309508712204
2000-07-17,18.09375,17.5,17.875,17.859375,2677200.0,10.492424964904785,10.375540097554525,10.986664791107177,11.153907299041748,11.630876534125385
2000-07-18,19.125,18.4375,18.4375,18.875,8446200.0,11.195682525634766,10.440171241760254,10.981085262298585,11.160239124298096,11.627699935523262
2000-07-19,19.28125,18.84375,18.875,18.96875,6346200.0,11.251286506652832,10.49137388865153,10.97735216140747,11.167855405807495,11.624972301980723
2000-07-20,19.21875,18.25,18.96875,18.53125,5041600.0,10.99178409576416,10.516096305847167,10.973936920166016,11.174151477813721,11.620416991144634
2000-07-21,18.59375,18.1875,18.53125,18.25,3777600.0,10.82496166229248,10.5523406346639,10.964982032775879,11.18023621559143,11.614735167367117
2000-07-24,18.25,18.0625,18.25,18.125,1660200.0,10.75081729888916,10.60567372639974,10.951973915100098,11.186125841140747,11.608608090285713
2000-07-25,18.3125,17.9375,18.125,17.9375,2363000.0,10.639601707458496,10.609977277119954,10.933436870574951,11.19217809677124,11.601784101674255
2000-07-26,17.875,17.375,17.875,17.375,3413200.0,10.305957794189453,10.607949447631835,10.90125020980835,11.189248447418214,11.592722379244291
2000-07-27,17.6875,17.3125,17.375,17.4375,2642200.0,10.34302806854248,10.615736961364746,10.871641139984131,11.185778913497925,11.584043946531084
2000-07-28,17.53125,16.96875,17.4375,17.03125,3336600.0,10.10206127166748,10.624595451354981,10.838681392669677,11.188276891708375,11.573823376359611
2000-07-31,17.59375,17.03125,17.03125,17.03125,3131800.0,10.10206127166748,10.627334022521973,10.812698154449462,11.187496843338012,11.563742813998706
2000-08-01,17.21875,17.0625,17.0625,17.15625,4007600.0,10.176202774047852,10.598296483357748,10.78085391998291,11.186547641754151,11.554303766107884
2000-08-02,17.59375,17.1875,17.1875,17.5,3722000.0,10.38010311126709,10.574284680684407,10.75235330581665,11.186362676620483,11.5463699778995
2000-08-03,17.875,17.125,17.5,17.53125,3375200.0,10.398638725280762,10.563748105367024,10.728262691497802,11.1865452003479,11.538667083586622
2000-08-04,17.53125,17.1875,17.53125,17.421875,2018200.0,10.333755493164062,10.55255781809489,10.701772689819336,11.185532493591309,11.530634339650472
2000-08-07,18.46875,17.28125,17.421875,18.34375,4035600.0,10.88056755065918,10.578433990478516,10.69576593399048,11.182885570526123,11.526329261577683
2000-08-08,19.40625,18.40625,18.40625,19.1875,7056400.0,11.381040573120117,10.590791193644206,10.699401378631592,11.178141012191773,11.525373414943093
2000-08-09,19.1875,18.78125,19.1875,18.78125,2906800.0,11.140070915222168,10.583376820882162,10.697115802764893,11.174082612991333,11.522855097951453
2000-08-10,19.0625,18.6875,18.78125,18.75,1964000.0,11.121533393859863,10.592026774088541,10.694826793670654,11.173116893768311,11.520249112859949
2000-08-11,19.5,18.625,18.75,19.3125,2813800.0,11.455182075500488,10.634041468302408,10.6903981590271,11.171663341522217,11.519829325522146
2000-08-14,19.53125,19.15625,19.3125,19.53125,4096600.0,11.584935188293457,10.689649327596028,10.680853748321534,11.174056844711304,11.520246670796322
2000-08-15,19.75,19.125,19.53125,19.328125,2535400.0,11.464447021484375,10.744639015197754,10.675141716003418,11.17342435836792,11.519891259017264
2000-08-16,19.65625,19.21875,19.328125,19.3125,2873200.0,11.455182075500488,10.821253967285156,10.674752178192138,11.172881393432617,11.519481707222853
2000-08-17,19.40625,19.09375,19.3125,19.125,1760600.0,11.343965530395508,10.887983131408692,10.673607025146485,11.172501001358032,11.518377831896895
2000-08-18,19.28125,18.84375,19.125,19.09375,1970800.0,11.325429916381836,10.969541041056315,10.676130256652833,11.17412055015564,11.517171907424927
2000-08-21,19.15625,18.6875,19.09375,18.84375,1527600.0,11.177144050598145,11.041213226318359,10.67495346069336,11.1722540473938,11.515059933158922
2000-08-22,19.0,18.6875,18.84375,18.90625,1907600.0,11.214217185974121,11.110414187113443,10.67231496810913,11.165659141540527,11.513202879163954
2000-08-23,18.9375,18.53125,18.90625,18.5625,1962400.0,11.010316848754883,11.152428436279298,10.673676662445068,11.160849599838256,11.510117688793347
2000-08-24,18.84375,18.5,18.5625,18.84375,2351800.0,11.177144050598145,11.204328791300457,10.676171627044678,11.150605916976929,11.50808736173118
2000-08-25,18.90625,18.625,18.84375,18.8125,1400200.0,11.158613204956055,11.259319305419922,10.68196792602539,11.135624151229859,11.505969336538604
2000-08-28,18.875,18.3125,18.8125,18.59375,2669000.0,11.02885627746582,11.269205220540364,10.691411304473878,11.122258567810059,11.503095161483948
2000-08-29,19.5625,18.875,18.875,19.03125,4115000.0,11.288358688354492,11.263026428222656,10.71081823348999,11.111852207183837,11.50180931433946
2000-08-30,19.21875,18.34375,19.03125,18.78125,3988200.0,11.140070915222168,11.263026428222656,10.727626571655273,11.10269468307495,11.49965610958281
2000-08-31,18.9375,18.25,18.78125,18.3828125,4834600.0,10.903739929199219,11.248506863911947,10.73934112548828,11.09099175453186,11.496129978337937
2000-09-01,18.75,18.125,18.3828125,18.65625,2563800.0,11.065929412841797,11.222556686401367,10.758338508605958,11.079089612960816,11.493599386776195
2000-09-05,19.40625,18.53125,18.65625,19.03125,2875600.0,11.288358688354492,11.20278491973877,10.780682945251465,11.06540530204773,11.492399148773728
2000-09-06,19.625,19.03125,19.03125,19.34375,2900600.0,11.47371768951416,11.203402964274089,10.805632991790771,11.057763137817382,11.4922905356385
2000-09-07,19.53125,19.03125,19.34375,19.03125,4777600.0,11.288358688354492,11.192281405131022,10.821735229492187,11.05263810157776,11.49111173883339
2000-09-08,19.125,18.75,19.03125,18.90625,3091600.0,11.214217185974121,11.18363151550293,10.833600616455078,11.045496835708619,11.489520390828451
2000-09-11,19.65625,18.875,18.90625,19.15625,2521800.0,11.362506866455078,11.18610331217448,10.85522481918335,11.041841793060303,11.488794599260602
2000-09-12,19.40625,18.875,19.15625,19.0,3190600.0,11.269821166992188,11.192281786600748,10.881604824066162,11.044016046524048,11.487550432031805
2000-09-13,19.625,19.125,19.125,19.34375,2132000.0,11.47371768951416,11.209581820170085,10.899578208923339,11.04712776184082,11.487472280944134
2000-09-14,19.8125,19.40625,19.40625,19.625,4188200.0,11.640536308288574,11.251596450805664,10.925661430358886,11.048970136642456,11.488332191210114
2000-09-15,19.21875,18.59375,19.21875,18.71875,6007800.0,11.102999687194824,11.246653493245443,10.943197116851806,11.042132444381714,11.486179495656957
2000-09-18,18.65625,17.71875,18.65625,18.03125,5579000.0,10.695212364196777,11.215760103861491,10.957717685699462,11.0323184299469,11.481785233815511
2000-09-19,18.09375,17.3125,18.03125,17.75,5201200.0,10.528385162353516,11.182395362854004,10.967065734863281,11.019734592437745,11.476517830105776
2000-09-20,17.84375,17.46875,17.75,17.59375,3515000.0,10.435710906982422,11.1255521774292,10.963544635772704,11.008243560791016,11.470799110747956
2000-09-21,17.84375,17.375,17.59375,17.40625,2412400.0,10.324492454528809,11.071180280049642,10.955228881835938,10.997476253509522,11.464535139948945
2000-09-22,17.84375,17.28125,17.40625,17.5625,2605400.0,10.417173385620117,11.038742510477702,10.95243860244751,10.985249032974243,11.458842956501504
2000-09-25,18.0,17.53125,17.5625,17.75,2056400.0,10.528385162353516,11.002906227111817,10.952974109649658,10.976337089538575,11.453813454911515
2000-09-26,17.6875,17.25,17.6875,17.5,2804800.0,10.38010311126709,10.942355855305989,10.950727672576905,10.96869623184204,11.448040818655363
2000-09-27,17.375,16.25,17.375,16.75,7458600.0,9.935239791870117,10.83979066212972,10.925518817901612,10.953302040100098,11.43995097359234
2000-09-28,17.375,16.3125,16.75,17.0,4866000.0,10.08352279663086,10.759468269348144,10.902163543701171,10.93975785255432,11.432735930097865
2000-09-29,17.375,14.5,17.0,15.5,3578400.0,9.193801879882812,10.624773915608724,10.866203899383544,10.92007040977478,11.420889718191964
2000-10-02,17.125,15.5,15.5,17.125,6628600.0,10.157670021057129,10.54445145924886,10.852858066558838,10.908920049667358,11.414241193470202
2000-10-03,18.0,17.09375,17.125,17.53125,4416200.0,10.398638725280762,10.486372629801432,10.84581449508667,10.898894205093384,11.408923903060833
2000-10-04,17.96875,17.40625,17.53125,17.5625,3534400.0,10.417173385620117,10.415936342875163,10.841365928649902,10.887401399612427,11.403758535782496
2000-10-05,17.8125,17.4375,17.5625,17.5,2774200.0,10.38010311126709,10.33190746307373,10.842848834991456,10.872049522399902,11.398454621665836
