Date,High,Low,Open,Close,Volume,Adj Close,NBL-15ma,NBL-50ma,NBL-100ma,NBL-200ma
2000-01-03,5.359375,5.015625,5.359375,5.0625,839600.0,4.222729206085205,4.222729206085205,4.222729206085205,4.222729206085205,4.222729206085205
2000-01-04,5.046875,4.84375,5.046875,4.890625,911200.0,4.079363822937012,4.151046514511108,4.151046514511108,4.151046514511108,4.151046514511108
2000-01-05,5.015625,4.828125,4.84375,4.84375,1540000.0,4.040262699127197,4.114118576049805,4.114118576049805,4.114118576049805,4.114118576049805
2000-01-06,5.265625,4.796875,4.8125,5.125,2677200.0,4.274859428405762,4.154303789138794,4.154303789138794,4.154303789138794,4.154303789138794
2000-01-07,5.28125,5.15625,5.171875,5.203125,1256800.0,4.340023994445801,4.191447830200195,4.191447830200195,4.191447830200195,4.191447830200195
2000-01-10,5.21875,5.0,5.21875,5.03125,1205200.0,4.196664333343506,4.192317247390747,4.192317247390747,4.192317247390747,4.192317247390747
2000-01-11,5.1875,5.015625,5.015625,5.125,677600.0,4.274859428405762,4.204108987535749,4.204108987535749,4.204108987535749,4.204108987535749
2000-01-12,5.140625,5.046875,5.125,5.078125,589600.0,4.235762119293213,4.208065629005432,4.208065629005432,4.208065629005432,4.208065629005432
2000-01-13,5.15625,5.0625,5.09375,5.140625,1234400.0,4.287896156311035,4.216935687594944,4.216935687594944,4.216935687594944,4.216935687594944
2000-01-14,5.09375,4.859375,5.078125,4.984375,1082800.0,4.157564640045166,4.210998582839966,4.210998582839966,4.210998582839966,4.210998582839966
2000-01-18,5.5625,5.046875,5.046875,5.46875,4741600.0,4.561588764190674,4.242870417508212,4.242870417508212,4.242870417508212,4.242870417508212
2000-01-19,5.546875,5.34375,5.40625,5.515625,2240800.0,4.600688457489014,4.272688587506612,4.272688587506612,4.272688587506612,4.272688587506612
2000-01-20,5.546875,5.453125,5.53125,5.5,2066400.0,4.587655544281006,4.296916814950796,4.296916814950796,4.296916814950796,4.296916814950796
2000-01-21,5.796875,5.59375,5.59375,5.609375,1889200.0,4.67888879776001,4.324200528008597,4.324200528008597,4.324200528008597,4.324200528008597
2000-01-24,5.8125,5.359375,5.671875,5.359375,964400.0,4.470358848571777,4.333944416046142,4.333944416046142,4.333944416046142,4.333944416046142
2000-01-25,5.421875,5.1875,5.359375,5.25,1358800.0,4.379125595092773,4.3443708419799805,4.336768239736557,4.336768239736557,4.336768239736557
2000-01-26,5.375,5.1875,5.3125,5.1875,1199200.0,4.326992511749268,4.360879421234131,4.336193196913776,4.336193196913776,4.336193196913776
2000-01-27,5.234375,5.03125,5.1875,5.125,1587600.0,4.274859428405762,4.376519203186035,4.332785765329997,4.332785765329997,4.332785765329997
2000-01-28,5.171875,4.984375,5.078125,5.0,1055200.0,4.170596599578857,4.369568347930908,4.324249493448358,4.324249493448358,4.324249493448358
2000-01-31,5.1875,5.0,5.046875,5.015625,1082800.0,4.18363094329834,4.359142144521077,4.317218565940857,4.317218565940857,4.317218565940857
2000-02-01,5.359375,5.015625,5.0625,5.328125,2078400.0,4.444291591644287,4.375650628407796,4.323269662402925,4.323269662402925,4.323269662402925
2000-02-02,5.59375,5.28125,5.3125,5.28125,2538000.0,4.405191898345947,4.384339459737142,4.326993400400335,4.326993400400335,4.326993400400335
2000-02-03,5.65625,5.375,5.375,5.546875,2930800.0,4.626755237579346,4.410405667622884,4.340026523755944,4.340026523755944,4.340026523755944
2000-02-04,5.75,5.359375,5.5,5.359375,1830800.0,4.470358848571777,4.422569847106933,4.345457037289937,4.345457037289937,4.345457037289937
2000-02-07,5.65625,5.359375,5.359375,5.578125,1367600.0,4.652822017669678,4.455587005615234,4.357751636505127,4.357751636505127,4.357751636505127
2000-02-08,5.671875,5.34375,5.59375,5.359375,1909200.0,4.470358848571777,4.449505011240642,4.3620826831230755,4.3620826831230755,4.3620826831230755
2000-02-09,5.40625,5.15625,5.34375,5.15625,1239600.0,4.300929546356201,4.429521083831787,4.359817752131709,4.359817752131709,4.359817752131709
2000-02-10,5.53125,5.140625,5.15625,5.515625,1200000.0,4.600688457489014,4.430389944712321,4.368420277323041,4.368420277323041,4.368420277323041
2000-02-11,5.609375,5.34375,5.515625,5.34375,1179200.0,4.465421199798584,4.416158771514892,4.37176513671875,4.37176513671875,4.37176513671875
2000-02-14,5.515625,5.375,5.390625,5.40625,738800.0,4.5176472663879395,4.4193113327026365,4.37662787437439,4.37662787437439,4.37662787437439
2000-02-15,5.75,5.4375,5.4375,5.6875,1274400.0,4.752669811248779,4.444214280446371,4.388758259434854,4.388758259434854,4.388758259434854
2000-02-16,5.6875,5.59375,5.65625,5.65625,1619600.0,4.726557731628418,4.470851961771647,4.399314492940903,4.399314492940903,4.399314492940903
2000-02-17,5.859375,5.578125,5.703125,5.734375,2508400.0,4.791839122772217,4.505317274729411,4.411209178693367,4.411209178693367,4.411209178693367
2000-02-18,5.75,5.4375,5.703125,5.546875,1489200.0,4.635159015655518,4.5362881024678545,4.417795938604018,4.417795938604018,4.417795938604018
2000-02-22,5.59375,5.359375,5.546875,5.4375,810000.0,4.543761253356934,4.560296789805094,4.4213949475969585,4.4213949475969585,4.4213949475969585
2000-02-23,5.484375,5.203125,5.421875,5.296875,1131200.0,4.4262495040893555,4.559093983968099,4.421529796388414,4.421529796388414,4.421529796388414
2000-02-24,5.296875,5.203125,5.265625,5.234375,2065200.0,4.374023914337158,4.557016118367513,4.420245853630272,4.420245853630272,4.420245853630272
2000-02-25,5.1875,5.09375,5.1875,5.15625,762400.0,4.308740615844727,4.535815143585205,4.417311505267494,4.417311505267494,4.417311505267494
2000-02-28,5.59375,5.296875,5.3125,5.375,1988800.0,4.4915361404418945,4.537226963043213,4.419214701041197,4.419214701041197,4.419214701041197
2000-02-29,5.703125,5.421875,5.421875,5.625,1389600.0,4.700442314147949,4.540401649475098,4.426245391368866,4.426245391368866,4.426245391368866
2000-03-01,6.09375,5.5703125,5.6875,5.9375,2625600.0,4.961579322814941,4.573149681091309,4.439302316526088,4.439302316526088,4.439302316526088
2000-03-02,6.75,6.109375,6.15625,6.546875,2502400.0,5.470791816711426,4.65114049911499,4.463861590340024,4.463861590340024,4.463861590340024
2000-03-03,6.59375,6.1875,6.5625,6.390625,1413200.0,5.340225696563721,4.700442981719971,4.4842421509498775,4.4842421509498775,4.4842421509498775
2000-03-06,6.5,6.3125,6.328125,6.375,961600.0,5.3271708488464355,4.75789295832316,4.503399621356618,4.503399621356618,4.503399621356618
2000-03-07,7.328125,6.4375,6.4375,7.25,3309200.0,6.058348655700684,4.860606384277344,4.537954044342041,4.537954044342041,4.537954044342041
2000-03-08,7.421875,6.984375,7.15625,7.203125,3350000.0,6.0191779136657715,4.94504025777181,4.570154563240383,4.570154563240383,4.570154563240383
2000-03-09,7.5,7.0625,7.34375,7.125,2909600.0,5.95389461517334,5.026862716674804,4.599595840941084,4.599595840941084,4.599595840941084
2000-03-10,7.265625,6.828125,7.0625,6.84375,1709600.0,5.718871593475342,5.088664881388346,4.622914085785548,4.622914085785548,4.622914085785548
2000-03-13,7.078125,6.734375,6.84375,6.765625,914400.0,5.653589725494385,5.1565602620442705,4.6439482825143,4.6439482825143,4.6439482825143
2000-03-14,6.9375,6.5,6.75,6.890625,2443600.0,5.75804328918457,5.237512397766113,4.6662301826477055,4.6662301826477055,4.6662301826477055
2000-03-15,6.890625,6.640625,6.859375,6.828125,1425200.0,5.705818176269531,5.322816975911459,4.695891962051392,4.686614260954015,4.686614260954015
2000-03-16,7.203125,6.796875,6.796875,7.140625,1804400.0,5.966950416564941,5.429012076059977,4.73364369392395,4.711236110100379,4.711236110100379
2000-03-17,7.140625,6.859375,7.140625,7.015625,950400.0,5.862496852874756,5.532595825195313,4.770088376998902,4.732958010907443,4.732958010907443
2000-03-20,7.125,6.875,7.046875,7.125,1879600.0,5.95389461517334,5.630086390177409,4.803669080734253,4.7555679480234785,4.7555679480234785
2000-03-21,7.28125,6.953125,7.03125,7.03125,1110400.0,5.875555515289307,5.708427270253499,4.834379711151123,4.775931358337402,4.775931358337402
2000-03-22,7.125,6.921875,7.0625,7.0,1442000.0,5.8494415283203125,5.767618083953858,4.867435255050659,4.795101182801383,4.795101182801383
