Date,High,Low,Open,Close,Volume,Adj Close,RL-15ma,RL-50ma,RL-100ma,RL-200ma
2000-03-21,17.9375,17.5625,17.8125,17.8125,128000.0,15.00587272644043,13.963355127970377,13.36733263015747,13.466510200500489,13.466510200500489
2000-03-22,17.8125,17.625,17.75,17.75,73100.0,14.953211784362793,14.005476570129394,13.358908157348633,13.493058443069458,13.493058443069458
2000-03-23,17.75,17.4375,17.75,17.625,165300.0,14.84791088104248,14.026537577311197,13.358908157348633,13.516827784086528,13.516827784086528
2000-03-24,17.875,17.5625,17.75,17.625,168100.0,14.84791088104248,14.093230438232421,13.373650703430176,13.539777492654734,13.539777492654734
2000-03-27,17.625,17.3125,17.5,17.5,68600.0,14.742610931396484,14.180984497070312,13.391552562713622,13.560164500091036,13.560164500091036
2000-03-28,18.8125,17.5,17.625,18.4375,454400.0,15.532392501831055,14.324900309244791,13.427356147766114,13.593034966786702,13.593034966786702
2000-03-29,20.0625,18.5625,18.5625,20.0625,422900.0,16.901348114013672,14.577630615234375,13.495804023742675,13.647269608544521,13.647269608544521
2000-03-30,20.75,20.0,20.0,20.25,328600.0,17.05930519104004,14.826851081848144,13.56319875717163,13.702302440520256,13.702302440520256
2000-03-31,20.5,18.625,20.125,18.6875,194700.0,15.742999076843262,14.998848152160644,13.612691822052001,13.734694450620621,13.734694450620621
2000-04-03,20.5,18.625,18.75,20.3125,182700.0,17.111961364746094,15.265619341532389,13.69377634048462,13.787464246153831,13.787464246153831
2000-04-04,20.3125,18.25,20.3125,19.375,158400.0,16.322172164916992,15.45867748260498,13.766436347961426,13.826459752596342,13.826459752596342
2000-04-05,19.1875,17.5,19.1875,17.9375,240400.0,15.111170768737793,15.532390276590982,13.820141506195068,13.845925071022727,13.845925071022727
2000-04-06,18.0,17.8125,17.9375,17.9375,53400.0,15.111170768737793,15.567491785685222,13.867528553009032,13.864809335167728,13.864809335167728
2000-04-07,17.6875,16.875,17.6875,17.0,470100.0,14.321390151977539,15.504309272766113,13.89280164718628,13.871523758944344,13.871523758944344
2000-04-10,17.125,16.75,17.0,16.9375,120500.0,14.2687349319458,15.45867748260498,13.91912769317627,13.877280442611031,13.877280442611031
2000-04-11,17.1875,16.8125,17.0,16.875,132100.0,14.216089248657227,15.406025250752768,13.952825088500976,13.882120568411692,13.882120568411692
2000-04-12,17.125,16.6875,17.0,16.6875,106300.0,14.05812931060791,15.346353085835775,13.987575511932373,13.884599564780652,13.884599564780652
2000-04-13,17.0625,16.6875,16.6875,16.9375,124700.0,14.2687349319458,15.307741355895995,14.027591094970703,13.889934778213501,13.889934778213501
2000-04-14,16.5625,15.625,16.5,16.0,266800.0,13.478954315185547,15.216477584838866,14.054970226287843,13.884304908856954,13.884304908856954
2000-04-17,15.75,15.4375,15.75,15.6875,128400.0,13.215696334838867,15.114683278401692,14.081296348571778,13.875269657856709,13.875269657856709
2000-04-18,16.9375,15.6875,15.6875,16.5,163400.0,13.90017032623291,15.00586846669515,14.085508384704589,13.875601666768391,13.875601666768391
2000-04-19,16.3125,15.875,16.3125,15.875,221300.0,13.373655319213867,14.77068894704183,14.076031131744385,13.868997109563727,13.868997109563727
2000-04-20,16.1875,15.625,15.8125,16.0625,244400.0,13.53160572052002,14.535508982340495,14.077084159851074,13.86461540321251,13.86461540321251
2000-04-24,16.25,15.875,16.0,16.25,90400.0,13.689568519592285,14.398613611857096,14.097092094421386,13.862371212396866,13.862371212396866
2000-04-25,16.375,16.0,16.375,16.3125,58200.0,13.742213249206543,14.173963737487792,14.117099990844727,13.86085022552104,13.86085022552104
2000-04-26,16.375,15.75,16.375,15.9375,130100.0,13.426300048828125,13.980905596415202,14.124471282958984,13.855418348312378,13.855418348312378
2000-04-27,16.1875,15.8125,15.9375,15.9375,19500.0,13.426300048828125,13.868580881754557,14.130789413452149,13.850120591528622,13.850120591528622
2000-04-28,16.3125,15.5625,15.6875,16.25,112100.0,13.689568519592285,13.77380739847819,14.142372913360596,13.848162639431838,13.848162639431838
2000-05-01,17.0625,16.125,16.25,17.0,191000.0,14.321390151977539,13.77380739847819,14.17291114807129,13.85386417572757,13.85386417572757
2000-05-02,17.0,16.6875,16.8125,16.8125,110100.0,14.163433074951172,13.766787274678547,14.203449420928955,13.857549519765945,13.857549519765945
2000-05-03,17.0,16.125,16.5,16.5625,170200.0,13.952827453613281,13.749236488342286,14.230828628540038,13.858670436634737,13.858670436634737
2000-05-04,16.5,16.25,16.4375,16.5,62500.0,13.90017032623291,13.738705889383953,14.25820764541626,13.859152993490529,13.859152993490529
2000-05-05,16.75,16.3125,16.75,16.375,144500.0,13.794869422912598,13.707114855448404,14.28663984298706,13.858414101874692,13.858414101874692
2000-05-08,16.375,15.625,16.375,16.0,61800.0,13.478954315185547,13.707114855448404,14.305594539642334,13.854102058844132,13.854102058844132
2000-05-09,16.5625,16.1875,16.1875,16.5625,86900.0,13.952827453613281,13.756256930033366,14.320337162017822,13.855211332942662,13.855211332942662
2000-05-10,16.5625,16.25,16.4375,16.25,56500.0,13.689568519592285,13.742216809590657,14.311912860870361,13.853370857238769,13.853370857238769
2000-05-11,16.5625,16.1875,16.4375,16.4375,40100.0,13.847517967224121,13.77380765279134,14.302435417175293,13.85330653976608,13.85330653976608
2000-05-12,16.375,16.125,16.3125,16.3125,23700.0,13.742213249206543,13.787848154703775,14.286639766693115,13.852099003999129,13.852099003999129
2000-05-15,16.5,16.0,16.1875,16.1875,69200.0,13.63691520690918,13.784337933858236,14.282427711486816,13.849785199729345,13.849785199729345
2000-05-16,16.9375,15.75,15.9375,16.8125,71600.0,14.163433074951172,13.812419255574545,14.297170372009278,13.853121879252981,13.853121879252981
2000-05-17,16.8125,16.5,16.625,16.5625,72200.0,13.952827453613281,13.847521082560222,14.308753814697265,13.854171411614669,13.854171411614669
2000-05-18,16.4375,16.0,16.4375,16.1875,73200.0,13.63691520690918,13.861562093098959,14.319284248352051,13.851908326148987,13.851908326148987
2000-05-19,16.0625,15.9375,16.0,16.0,41500.0,13.478954315185547,13.84752114613851,14.322443370819093,13.848063439438024,13.848063439438024
2000-05-22,16.1875,15.6875,16.1875,15.9375,89100.0,13.426300048828125,13.787848472595215,14.327708511352538,13.843759731370575,13.843759731370575
2000-05-23,16.0,15.5625,15.6875,15.75,110300.0,13.268345832824707,13.728175989786784,14.330867557525634,13.837947469769102,13.837947469769102
2000-05-24,15.375,14.0,15.375,14.5625,331800.0,12.267955780029297,13.615851211547852,14.307700672149657,13.822247552871705,13.822247552871705
2000-05-25,14.1875,12.75,12.75,13.5,451300.0,11.372869491577148,13.447364489237467,14.255048484802247,13.789076671600341,13.797996284938094
2000-05-26,13.5625,13.1875,13.5,13.375,178300.0,11.26756763458252,13.278877703348796,14.188706874847412,13.760644512176514,13.773188160915002
2000-05-30,13.6875,13.125,13.25,13.25,150200.0,11.16225814819336,13.124431292215982,14.106569480895995,13.728526706695556,13.747839325840033
2000-05-31,14.375,13.25,13.25,14.0,228400.0,11.794085502624512,12.980515162150065,14.04338695526123,13.70272717475891,13.729053231386038
2000-06-01,14.5,13.875,13.9375,14.3125,116700.0,12.057344436645508,12.871700223286947,13.984416389465332,13.6758745098114,13.713132195245652
2000-06-02,14.75,14.4375,14.4375,14.4375,132200.0,12.162652015686035,12.759375826517742,13.928605194091796,13.643756675720216,13.698505023740372
2000-06-05,14.375,14.125,14.3125,14.3125,92300.0,12.057344436645508,12.647051239013672,13.872793865203857,13.615851011276245,13.68316707432827
2000-06-06,14.3125,14.0625,14.3125,14.0625,71800.0,11.8467378616333,12.527706082661947,13.812770404815673,13.593210554122924,13.66616310013665
2000-06-07,14.125,13.875,14.0625,14.0,100100.0,11.794085502624512,12.36974957784017,13.753799896240235,13.57267622947693,13.648988076306264
2000-06-08,14.125,13.375,14.0,13.6875,270800.0,11.5308256149292,12.208282788594564,13.673768558502196,13.550562353134156,13.629732053930109
2000-06-09,13.9375,13.5625,13.5625,13.9375,103700.0,11.741433143615723,12.081917317708333,13.570570259094238,13.533187141418457,13.612720352035385
2000-06-12,14.25,13.875,13.875,14.125,91500.0,11.89939022064209,11.97661304473877,13.467371959686279,13.515285358428955,13.597422761576516
2000-06-13,14.125,13.8125,13.875,14.0,81500.0,11.794085502624512,11.867798741658529,13.388393688201905,13.500542755126952,13.58146402477163
2000-06-14,14.1875,13.875,13.9375,14.125,43500.0,11.89939022064209,11.776535034179688,13.284142265319824,13.488959302902222,13.566708991402074
2000-06-15,14.25,14.125,14.25,14.25,108100.0,12.004695892333984,11.758984375,13.197792739868165,13.482114543914795,13.553126268801481
2000-06-16,14.5,14.0625,14.375,14.0625,60100.0,11.8467378616333,11.79057559967041,13.132504081726074,13.476322793960572,13.5384160239121
2000-06-19,14.1875,14.0,14.0625,14.0,76500.0,11.794085502624512,11.82567679087321,13.066162376403808,13.46684546470642,13.523507216037848
2000-06-20,14.25,13.75,14.0,13.75,90900.0,11.583471298217773,11.853757667541505,13.011403999328614,13.452102823257446,13.50706623368344
2000-06-21,14.125,13.875,13.875,13.9375,131800.0,11.741433143615723,11.85024751027425,12.960857963562011,13.43999282836914,13.492228980825729
2000-06-22,14.125,13.875,13.9375,14.0,262600.0,11.794085502624512,11.832696914672852,12.912417888641357,13.432621488571167,13.478077785174053
2000-06-23,14.4375,14.0,14.0,14.4375,156700.0,12.162652015686035,11.832696914672852,12.87450834274292,13.431041927337647,13.467206497822911
2000-06-26,15.1875,14.3125,14.625,15.0625,133000.0,12.68917179107666,11.874818738301595,12.842917079925536,13.43525408744812,13.460829164161057
2000-06-27,15.5,14.8125,14.8125,15.3125,104500.0,12.8997802734375,11.945021565755209,12.831333599090577,13.44315191268921,13.456267791065743
2000-06-28,15.5625,15.3125,15.3125,15.5625,123000.0,13.110393524169922,12.032775433858236,12.829227542877197,13.455261945724487,13.453478482461744
2000-06-29,16.0,15.375,15.4375,16.0,171500.0,13.478954315185547,12.162650680541992,12.82080322265625,13.45315580368042,13.453682289123535
2000-06-30,16.375,14.25,16.0,14.25,521400.0,12.004695892333984,12.180201530456543,12.793424034118653,13.434727582931519,13.442182397085523
2000-07-03,15.5625,14.5625,14.5625,15.5625,150600.0,13.110393524169922,12.260935084025066,12.78499979019165,13.431041975021362,13.439569886275164
2000-07-05,15.75,15.375,15.375,15.6875,80700.0,13.215696334838867,12.355709139506022,12.775522346496581,13.436307220458984,13.437820874154568
2000-07-06,16.3125,15.375,15.625,16.25,132400.0,13.689568519592285,12.475054359436035,12.774469451904297,13.445784721374512,13.439772406289745
2000-07-07,16.4375,16.0625,16.375,16.4375,63500.0,13.847517967224121,12.59790916442871,12.782893810272217,13.453682546615601,13.442908910604624
2000-07-10,17.0,16.25,16.3125,16.8125,96900.0,14.163433074951172,12.752355511983236,12.797636470794679,13.464212942123414,13.448409095065283
2000-07-11,17.125,16.5625,16.5625,16.75,53100.0,14.110783576965332,12.906802050272624,12.806060771942139,13.474216842651368,13.453427083564527
2000-07-12,17.0,16.5625,16.625,17.0,97100.0,14.321390151977539,13.089329973856609,12.806060771942139,13.489485960006714,13.459953121672896
2000-07-13,17.25,16.9375,16.9375,17.125,81400.0,14.426695823669434,13.268347485860188,12.811326026916504,13.50738772392273,13.46716761944899
2000-07-14,17.375,17.125,17.375,17.1875,78100.0,14.479345321655273,13.447364807128906,12.821856384277345,13.52634250640869,13.474665232057925
2000-07-17,17.125,16.6875,17.125,17.0625,139800.0,14.374038696289062,13.594790585835774,12.831333751678466,13.544770698547364,13.481278272236095
2000-07-18,17.0,16.6875,17.0,16.75,73500.0,14.110783576965332,13.68956470489502,12.837652034759522,13.562145938873291,13.485873201467696
2000-07-19,17.25,16.375,16.625,17.25,81000.0,14.53199577331543,13.798379071553548,12.858712863922118,13.582153701782227,13.493453799814418
2000-07-20,17.0,16.6875,17.0,16.9375,62600.0,14.2687349319458,13.87560183207194,12.86503101348877,13.592684087753296,13.499031361916082
2000-07-21,17.0,16.5,17.0,16.5625,37000.0,13.952827453613281,13.907193374633788,12.870296192169189,13.591104526519775,13.502272762571062
2000-07-24,17.0,16.3125,16.3125,16.8125,75100.0,14.163433074951172,14.051109186808269,12.87661449432373,13.589524955749512,13.506961842800708
2000-07-25,17.375,16.8125,16.8125,17.375,171600.0,14.637301445007324,14.152903048197429,12.894516258239745,13.59057801246643,13.514921980844417
2000-07-26,17.375,16.75,17.375,17.0,137700.0,14.321390151977539,14.226615969340006,12.908205757141113,13.595316734313965,13.52056161840479
2000-07-27,17.25,16.875,16.875,17.1875,53000.0,14.479345321655273,14.279267756144206,12.914524002075195,13.605847187042237,13.52721983856625
2000-07-28,17.0,16.0625,17.0,16.25,50900.0,13.689568519592285,14.26873779296875,12.909258823394776,13.60900631904602,13.528339484642292
2000-07-31,16.25,16.0625,16.0625,16.1875,127000.0,13.63691520690918,14.23363660176595,12.909258823394776,13.614271535873414,13.529083153972888
2000-08-01,16.5,16.125,16.3125,16.25,40800.0,13.689568519592285,14.20555559794108,12.913471107482911,13.617957239151002,13.53017489115397
2000-08-02,16.875,16.25,16.25,16.75,31700.0,14.110783576965332,14.191515159606933,12.927160778045653,13.627434644699097,13.534097922814858
2000-08-03,16.5625,16.1875,16.5625,16.4375,36300.0,13.847517967224121,14.152903302510579,12.938744220733643,13.63480588912964,13.536201413045793
2000-08-04,17.125,16.3125,16.3125,17.125,32400.0,14.426695823669434,14.149393335978191,12.981919021606446,13.644809846878053,13.54213804244995
2000-08-07,17.1875,17.0,17.0,17.1875,58300.0,14.479345321655273,14.15641377766927,13.044048538208008,13.649548511505127,13.548344713173165
2000-08-08,19.0,17.0,17.0,18.8125,276200.0,15.848305702209473,14.27224858601888,13.135663299560546,13.66218508720398,13.563476035469456
2000-08-09,19.0,17.5625,19.0,18.0,202600.0,15.163823127746582,14.314370409647625,13.215694599151611,13.661132040023803,13.5739358203863
2000-08-10,19.375,17.6875,18.0,19.375,277300.0,16.322172164916992,14.451266225179037,13.30625633239746,13.674821643829345,13.591781510935201
2000-08-11,19.9375,18.8125,19.375,19.9375,345700.0,16.796043395996094,14.640813954671223,13.401030311584472,13.692723350524902,13.612454168258175
2000-08-14,20.25,19.8125,19.875,19.875,182100.0,16.743391036987305,14.8128111521403,13.492645092010498,13.710625143051148,13.632524276391054
2000-08-15,19.9375,19.4375,19.625,19.8125,283500.0,16.690732955932617,14.949706586201986,13.58531286239624,13.729053363800048,13.652003312566478
2000-08-16,19.75,19.0625,19.625,19.125,53200.0,16.11155891418457,15.069051170349121,13.670609283447266,13.74168984413147,13.667570120171655
2000-08-17,19.875,18.6875,19.0,19.875,65300.0,16.743391036987305,15.219987551371256,13.769595394134521,13.761697645187377,13.686914905812005
2000-08-18,19.75,18.875,19.75,19.0625,72400.0,16.058908462524414,15.377943547566732,13.860157051086425,13.76696280479431,13.701739865541459
2000-08-21,19.875,19.125,19.125,19.75,58200.0,16.638092041015625,15.578022003173828,13.958090229034424,13.76433024406433,13.719978077811485
2000-08-22,19.6875,19.1875,19.6875,19.25,29600.0,16.216861724853516,15.74650821685791,14.044439659118652,13.755905809402465,13.735390939830262
2000-08-23,19.25,18.5625,19.0,18.6875,70000.0,15.742999076843262,15.855322583516438,14.123417930603027,13.755905809402465,13.747707554167764
2000-08-24,19.5,18.75,18.875,19.375,89200.0,16.322172164916992,16.0202995300293,14.211873569488525,13.748007917404175,13.763405509111358
2000-08-25,19.9375,19.1875,19.375,19.5625,37600.0,16.480127334594727,16.157194964090984,14.30138219833374,13.749587469100952,13.779870489871863
2000-08-28,19.5625,18.75,19.5625,19.125,35900.0,16.11155891418457,16.266009203592937,14.386678619384766,13.75959135055542,13.793916805680976
2000-08-29,19.3125,18.625,18.625,19.25,82500.0,16.216861724853516,16.29057960510254,14.475134143829345,13.770648260116577,13.80842545789159
2000-08-30,19.5625,19.0,19.0,19.5625,49300.0,16.480127334594727,16.378333218892415,14.573067264556885,13.792235631942749,13.824328445252918
2000-08-31,19.4375,19.125,19.375,19.375,44700.0,16.322172164916992,16.378333218892415,14.66468204498291,13.81277000427246,13.83910858560596
2000-09-01,19.4375,18.875,19.1875,19.375,57300.0,16.322172164916992,16.34674180348714,14.75524377822876,13.833830833435059,13.853714841954849
2000-09-05,19.5,18.9375,19.4375,19.0,44800.0,16.006258010864258,16.297599601745606,14.832115898132324,13.853312120437622,13.866302813702857
2000-09-06,18.875,18.625,18.875,18.8125,41700.0,15.848305702209473,16.24143778483073,14.89529857635498,13.869107828140258,13.877826086310453
2000-09-07,19.1875,18.75,19.0,19.1875,49800.0,16.164222717285156,16.244948705037434,14.960587425231934,13.895960512161254,13.891042251807416
2000-09-08,19.6875,18.875,19.0625,19.1875,50300.0,16.164222717285156,16.20633748372396,15.021664009094238,13.925445775985718,13.90410650735614
2000-09-11,19.3125,18.9375,19.0,19.25,212800.0,16.216861724853516,16.216867701212564,15.076422157287597,13.948612689971924,13.917322251456124
2000-09-12,19.1875,18.625,19.125,19.0,65500.0,16.006258010864258,16.174745432535808,15.156453399658202,13.974938716888428,13.929191204634579
2000-09-13,19.125,18.8125,19.125,19.0,46300.0,16.006258010864258,16.160705184936525,15.21437068939209,13.99968523979187,13.940926045347743
2000-09-14,19.625,19.1875,19.25,19.375,207500.0,16.322172164916992,16.19931672414144,15.276500205993653,14.026011276245118,13.954303832536333
2000-09-15,19.3125,19.0,19.125,19.0,209400.0,16.006258010864258,16.178255780537924,15.322833995819092,14.048651723861694,13.965767263700176
2000-09-18,18.75,18.125,18.75,18.125,96600.0,15.26912784576416,16.097522481282553,15.351266193389893,14.067080001831055,13.973008155822754
2000-09-19,18.125,17.5,18.125,17.8125,55600.0,15.00587272644043,16.023810068766277,15.368114986419677,14.082875728607178,13.978714589914564
2000-09-20,18.0625,17.6875,17.6875,17.875,61700.0,15.058521270751953,15.946587371826173,15.38706974029541,14.096565256118774,13.98464759365543
2000-09-21,17.9375,17.5625,17.625,17.75,27100.0,14.953211784362793,15.844793001810709,15.399706172943116,14.102883472442628,13.989940294151097
2000-09-22,17.6875,17.25,17.6875,17.5,16700.0,14.742610931396484,15.73948891957601,15.406024475097656,14.10867525100708,13.994030895440474
2000-09-25,17.25,16.8125,17.25,16.875,50000.0,14.216089248657227,15.599083391825358,15.400759353637696,14.11130786895752,13.995231210863269
2000-09-26,16.8125,16.375,16.8125,16.5625,54500.0,13.952827453613281,15.46218802134196,15.392335128784179,14.111834440231323,13.995003233673753
2000-09-27,16.6875,16.125,16.625,16.125,88700.0,13.584259033203125,15.311251576741537,15.381804637908935,14.109728336334229,13.992806740623108
2000-09-28,16.5,16.0625,16.125,16.5,70600.0,13.90017032623291,15.160314750671386,15.369168128967285,14.113940496444702,13.992313993738053
2000-09-29,16.4375,16.125,16.4375,16.125,77000.0,13.584259033203125,14.988317171732584,15.355478610992431,14.110254812240601,13.990154972782841
2000-10-02,16.625,16.25,16.25,16.5,100500.0,13.90017032623291,14.83387107849121,15.354425468444823,14.112360830307006,13.989681369379946
2000-10-03,16.5,16.25,16.5,16.25,65100.0,13.689568519592285,14.679425112406413,15.344948177337647,14.110781335830689,13.98811009791509
2000-10-04,16.25,15.875,16.25,16.125,73600.0,13.584259033203125,14.517958513895671,15.323887329101563,14.109201793670655,13.986006706953049
2000-10-05,19.5,16.375,16.375,19.0,320400.0,16.006258010864258,14.496897570292155,15.357584686279298,14.132895221710205,13.996474330289375
2000-10-06,18.9375,18.25,18.625,18.25,255200.0,15.374435424804688,14.454776064554851,15.375486488342284,14.14500524520874,14.003577222529145
2000-10-09,19.0,18.4375,18.4375,18.875,58600.0,15.900959014892578,14.496898142496745,15.41971429824829,14.164486560821533,14.013307385566907
2000-10-10,19.625,19.0,19.125,19.125,125600.0,16.11155891418457,14.57061055501302,15.4692071723938,14.189232997894287,14.024012750508835
2000-10-11,19.375,18.75,19.0,18.875,173700.0,15.900959014892578,14.626773071289062,15.513434982299804,14.213453044891358,14.033540396520934
2000-10-12,18.75,18.0,18.75,18.0625,131300.0,15.21648120880127,14.644324366251627,15.535548934936523,14.23135485649109,14.039514845067805
2000-10-13,18.4375,17.9375,18.0,18.125,172600.0,15.26912784576416,14.67942549387614,15.563981132507324,14.251362676620483,14.045693804870298
