Date,High,Low,Open,Close,Volume,Adj Close,UAL-15ma,UAL-50ma,UAL-100ma,UAL-200ma
2006-02-06,34.939998626708984,33.70000076293945,34.81999969482422,33.900001525878906,1940300.0,31.701358795166016,31.701358795166016,31.701358795166016,31.701358795166016,31.701358795166016
2006-02-07,33.900001525878906,31.729999542236328,33.900001525878906,32.9900016784668,3224600.0,30.850378036499023,31.27586841583252,31.27586841583252,31.27586841583252,31.27586841583252
2006-02-08,32.400001525878906,30.8799991607666,31.459999084472656,32.0,8960500.0,29.924585342407227,30.825440724690754,30.825440724690754,30.825440724690754,30.825440724690754
2006-02-09,34.97999954223633,29.510000228881836,29.799999237060547,34.5,8016600.0,32.26244354248047,31.184691429138184,31.184691429138184,31.184691429138184,31.184691429138184
2006-02-10,35.56999969482422,33.599998474121094,33.91999816894531,34.2400016784668,2229100.0,32.01930618286133,31.35161437988281,31.35161437988281,31.35161437988281,31.35161437988281
2006-02-13,36.220001220703125,34.43000030517578,36.0099983215332,35.040000915527344,4804900.0,32.76742172241211,31.587582270304363,31.587582270304363,31.587582270304363,31.587582270304363
2006-02-14,36.25,34.02000045776367,34.040000915527344,35.779998779296875,3630300.0,33.45942687988281,31.854988643101283,31.854988643101283,31.854988643101283,31.854988643101283
2006-02-15,36.619998931884766,35.20000076293945,35.20000076293945,36.529998779296875,3260600.0,34.16078186035156,32.14321279525757,32.14321279525757,32.14321279525757,32.14321279525757
2006-02-16,36.290000915527344,35.45000076293945,36.040000915527344,35.70000076293945,2042100.0,33.38461685180664,32.28114657931857,32.28114657931857,32.28114657931857,32.28114657931857
2006-02-17,37.0,35.06999969482422,36.11000061035156,36.93000030517578,2265000.0,34.53484344482422,32.50651626586914,32.50651626586914,32.50651626586914,32.50651626586914
2006-02-21,36.22999954223633,35.25,35.880001068115234,35.43000030517578,2121900.0,33.13212585449219,32.563389864834875,32.563389864834875,32.563389864834875,32.563389864834875
2006-02-22,36.70000076293945,35.34000015258789,35.709999084472656,36.08000183105469,1659600.0,33.73997116088867,32.66143830617269,32.66143830617269,32.66143830617269,32.66143830617269
2006-02-23,36.97999954223633,35.400001525878906,35.5,36.13999938964844,1637400.0,33.796077728271484,32.74871826171875,32.74871826171875,32.74871826171875,32.74871826171875
2006-02-24,35.9900016784668,35.45000076293945,35.52000045776367,35.79999923706055,1364600.0,33.47813034057617,32.80081912449428,32.80081912449428,32.80081912449428,32.80081912449428
2006-02-27,35.849998474121094,35.20000076293945,35.70000076293945,35.5,2381100.0,33.19758605957031,32.82727025349935,32.82727025349935,32.82727025349935,32.82727025349935
2006-02-28,36.31999969482422,35.279998779296875,35.689998626708984,35.470001220703125,1093400.0,33.169532775878906,32.925148518880206,32.84866166114807,32.84866166114807,32.84866166114807
2006-03-01,36.400001525878906,35.060001373291016,35.2599983215332,36.099998474121094,1401600.0,33.758670806884766,33.11903470357259,32.90219161089729,32.90219161089729,32.90219161089729
2006-03-02,36.34000015258789,35.61000061035156,35.650001525878906,36.06999969482422,1374000.0,33.73061752319336,33.37277018229167,32.94821527269151,32.94821527269151,32.94821527269151
2006-03-03,36.95000076293945,36.0,36.0,36.619998931884766,1701600.0,34.24494552612305,33.50493698120117,33.01646423339844,33.01646423339844,33.01646423339844
2006-03-06,37.20000076293945,36.43000030517578,36.43000030517578,36.91999816894531,753600.0,34.525489807128906,33.67201588948568,33.09191551208496,33.09191551208496,33.09191551208496
2006-03-07,38.0,36.75,36.7599983215332,37.220001220703125,833100.0,34.806034088134766,33.80792338053386,33.17354020618257,33.17354020618257,33.17354020618257
2006-03-08,37.52000045776367,37.0,37.029998779296875,37.40999984741211,878800.0,34.98371124267578,33.909542338053384,33.25582070784135,33.25582070784135,33.25582070784135
2006-03-09,37.40999984741211,37.09000015258789,37.40999984741211,37.31999969482422,776100.0,34.8995475769043,33.95879338582357,33.32728709345279,33.32728709345279,33.32728709345279
2006-03-10,38.150001525878906,36.91999816894531,37.150001525878906,38.13999938964844,1517200.0,35.66636276245117,34.11090977986654,33.42474857966105,33.42474857966105,33.42474857966105
2006-03-13,38.88999938964844,37.79999923706055,37.95000076293945,38.220001220703125,3228300.0,35.74117660522461,34.191331990559895,33.5174057006836,33.5174057006836,33.5174057006836
2006-03-14,39.099998474121094,38.11000061035156,38.11000061035156,38.9900016784668,2658400.0,36.461238861083984,34.413272857666016,33.63063005300668,33.63063005300668,33.63063005300668
2006-03-15,39.79999923706055,38.869998931884766,39.08000183105469,39.56999969482422,1574200.0,37.00362014770508,34.63084945678711,33.75555561206959,33.75555561206959,33.75555561206959
2006-03-16,39.56999969482422,39.16999816894531,39.310001373291016,39.27000045776367,568100.0,36.72307586669922,34.825982666015626,33.861538478306365,33.861538478306365,33.861538478306365
2006-03-17,39.20000076293945,38.77000045776367,39.029998779296875,39.20000076293945,1345500.0,36.65761947631836,35.03794860839844,33.957955064444704,33.957955064444704,33.957955064444704
2006-03-20,40.2400016784668,38.7599983215332,38.7599983215332,40.150001525878906,1850900.0,37.54600524902344,35.327843221028644,34.077556737264,34.077556737264,34.077556737264
2006-03-21,42.2400016784668,40.540000915527344,40.779998779296875,40.939998626708984,3005000.0,38.28476333618164,35.6688585917155,34.213273079164566,34.213273079164566,34.213273079164566
2006-03-22,43.0,40.619998931884766,40.650001525878906,42.63999938964844,1677900.0,39.874507904052734,36.07658106486003,34.39018666744232,34.39018666744232,34.39018666744232
2006-03-23,42.72999954223633,41.5099983215332,42.349998474121094,41.70000076293945,1488400.0,38.99547576904297,36.427571614583336,34.52974088264234,34.52974088264234,34.52974088264234
2006-03-24,42.459999084472656,41.400001525878906,41.70000076293945,41.709999084472656,612700.0,39.004825592041016,36.7448969523112,34.661361021154065,34.661361021154065,34.661361021154065
2006-03-27,42.439998626708984,41.29999923706055,41.33000183105469,42.310001373291016,878400.0,39.565914154052734,37.08092524210612,34.80149111066546,34.80149111066546,34.80149111066546
2006-03-28,42.220001220703125,40.529998779296875,41.97999954223633,40.79999923706055,1143200.0,38.153846740722656,37.30411275227865,34.89461210038927,34.89461210038927,34.89461210038927
