Date,High,Low,Open,Close,Volume,Adj Close,RE-15ma,RE-50ma,RE-100ma,RE-200ma
2000-02-25,24.25,23.0625,24.25,23.3125,404300.0,16.98781394958496,17.7590212504069,18.07367181777954,18.07367181777954,18.07367181777954
2000-02-28,24.625,23.375,23.5,24.4375,546500.0,17.807600021362305,17.734731038411457,18.066849464025253,18.066849464025253,18.066849464025253
2000-02-29,25.25,24.375,24.6875,24.5625,324000.0,17.898691177368164,17.713477071126302,18.062645506858825,18.062645506858825,18.062645506858825
2000-03-01,25.5625,24.5,24.8125,25.375,226000.0,18.490760803222656,17.728658803304036,18.073087343355503,18.073087343355503,18.073087343355503
2000-03-02,25.375,24.5,25.3125,25.0,395500.0,18.217500686645508,17.725623194376627,18.07652575629098,18.07652575629098,18.07652575629098
2000-03-03,26.8125,25.125,25.1875,26.5625,373400.0,19.356096267700195,17.880472564697264,18.106283210044683,18.106283210044683,18.106283210044683
2000-03-06,26.4375,25.875,26.4375,25.875,262400.0,18.897789001464844,18.053347778320312,18.124271978031505,18.124271978031505,18.124271978031505
2000-03-07,26.4375,25.6875,26.0,25.6875,509500.0,18.760848999023438,18.235311126708986,18.13841813405355,18.13841813405355,18.13841813405355
2000-03-08,25.75,24.3125,25.75,24.375,320900.0,17.802274703979492,18.332115936279298,18.131110668182373,18.131110668182373,18.131110668182373
2000-03-09,25.125,24.5625,24.625,24.6875,141600.0,18.03050422668457,18.36823018391927,18.128970105597315,18.128970105597315,18.128970105597315
2000-03-10,24.625,23.6875,24.1875,23.875,183200.0,17.43708610534668,18.21904322306315,18.11455585559209,18.11455585559209,18.11455585559209
2000-03-13,25.1875,23.625,24.0,24.9375,211500.0,18.213092803955078,18.164096705118816,18.11656681372195,18.11656681372195,18.11656681372195
2000-03-14,25.4375,24.75,24.75,25.125,170200.0,18.35002326965332,18.172931543986003,18.121235942840578,18.121235942840578,18.121235942840578
2000-03-15,27.25,24.9375,25.125,26.5,341200.0,19.354263305664062,18.206209055582683,18.18951505661011,18.14541294995476,18.14541294995476
2000-03-16,29.9375,26.6875,26.75,29.125,622100.0,21.27142906188965,18.458384958902993,18.297048454284667,18.205528644415047,18.205528644415047
2000-03-17,29.5625,27.25,29.0,27.625,261300.0,20.175905227661133,18.670924377441406,18.36172130584717,18.24270556108007,18.24270556108007
2000-03-20,28.0,27.5625,27.625,28.0,132700.0,20.449779510498047,18.847069676717123,18.41638671875,18.283577300884104,18.283577300884104
2000-03-21,28.5,27.625,27.75,28.25,242100.0,20.632381439208984,19.029315694173178,18.45557571411133,18.32628283067183,18.32628283067183
2000-03-22,28.5,27.375,28.0,27.9375,72800.0,20.40414810180664,19.15687484741211,18.49202178955078,18.363387567656382,18.363387567656382
2000-03-23,30.0,28.0625,28.1875,29.125,133300.0,21.27142906188965,19.360470072428384,18.54490264892578,18.414405839485035,18.414405839485035
2000-03-24,30.4375,29.0625,29.125,29.25,82400.0,21.36272430419922,19.494245274861655,18.598698501586913,18.465238916462866,18.465238916462866
2000-03-27,29.6875,28.125,29.25,28.125,98400.0,20.541080474853516,19.60379803975423,18.63423973083496,18.500422671689826,18.500422671689826
2000-03-28,29.4375,28.3125,28.375,28.8125,367300.0,21.043201446533203,19.755954869588216,18.669803886413575,18.542802317937216,18.542802317937216
2000-03-29,30.0,28.8125,28.875,29.375,143200.0,21.454017639160156,19.99940439860026,18.713584365844728,18.59052715926874,18.59052715926874
2000-03-30,30.875,29.375,29.4375,30.25,396500.0,22.093076705932617,20.270242563883464,18.775611152648924,18.64701989389235,18.64701989389235
2000-03-31,32.625,29.625,29.625,32.625,344700.0,23.827651977539062,20.69628028869629,18.872329444885253,18.72925214918833,18.72925214918833
2000-04-03,32.4375,30.625,32.4375,31.25,233700.0,22.823427200317383,21.003635915120444,18.9416760635376,18.79322363436222,18.79322363436222
2000-04-04,31.75,30.3125,31.625,30.75,237700.0,22.458240509033203,21.277517064412436,19.02011486053467,18.849608509357157,18.849608509357157
2000-04-05,31.0625,30.375,30.5,30.6875,183100.0,22.412595748901367,21.48140589396159,19.101284217834472,18.903593164501768,18.903593164501768
2000-04-06,30.6875,29.875,30.6875,30.25,335400.0,22.093076705932617,21.536182403564453,19.182439422607423,18.951197396463424,18.951197396463424
2000-04-07,31.75,29.8125,30.625,30.125,140000.0,22.00178337097168,21.65790761311849,19.254481735229493,18.996058954912073,18.996058954912073
2000-04-10,30.375,29.6875,30.25,29.8125,166300.0,21.7735538482666,21.746159235636394,19.323781204223632,19.036312504091125,19.036312504091125
2000-04-11,30.375,29.375,30.375,29.5,104100.0,21.545307159423828,21.807020950317384,19.387604789733885,19.072155284881593,19.072155284881593
2000-04-12,30.125,29.375,29.375,29.4375,248900.0,21.49966049194336,21.880055109659832,19.448693771362304,19.10634549906556,19.10634549906556
2000-04-13,29.6875,28.9375,29.625,29.625,106200.0,21.636608123779297,21.904400380452476,19.51707592010498,19.141488035519917,19.141488035519917
2000-04-14,29.625,27.4375,29.625,27.75,137100.0,20.267202377319336,21.83136558532715,19.560802612304688,19.15690877992813,19.15690877992813
2000-04-17,28.5625,27.3125,27.75,28.4375,85500.0,20.76931381225586,21.846581141153973,19.612749824523927,19.178698037121748,19.178698037121748
2000-04-18,29.875,28.3125,28.3125,29.0,219400.0,21.180139541625977,21.85571034749349,19.672002601623536,19.20538392384847,19.20538392384847
2000-04-19,29.5625,28.6875,29.25,29.375,517000.0,21.454017639160156,21.85571034749349,19.735822257995604,19.234971209576255,19.234971209576255
2000-04-20,29.625,28.75,29.375,29.0625,260000.0,21.22578239440918,21.79789072672526,19.795077209472655,19.26082590028837,19.26082590028837
2000-04-24,31.0,28.5625,28.875,30.6875,273300.0,22.412595748901367,21.70355364481608,19.90266201019287,19.30123320603982,19.30123320603982
2000-04-25,30.6875,29.25,30.6875,30.125,496900.0,22.00178337097168,21.648777389526366,20.01660446166992,19.335417385342755,19.335417385342755
2000-04-26,30.125,28.75,30.125,29.4375,186300.0,21.49966049194336,21.58487205505371,20.125969696044923,19.362470424175264,19.362470424175264
2000-04-27,29.375,28.875,29.375,29.0,211600.0,21.180139541625977,21.50270830790202,20.222568435668947,19.384910783649964,19.384910783649964
2000-04-28,29.5,28.25,29.125,29.25,419500.0,21.36272430419922,21.45401814778646,20.30004711151123,19.40903046072983,19.40903046072983
2000-05-01,31.0,29.5,29.6875,30.875,433900.0,22.549535751342773,21.49053497314453,20.357540016174315,19.446867873869746,19.446867873869746
2000-05-02,30.0,28.9375,30.0,29.75,540000.0,21.727893829345703,21.487490971883137,20.41135208129883,19.47402294476827,19.47402294476827
2000-05-03,29.75,28.75,29.75,29.375,395800.0,21.454017639160156,21.48140500386556,20.476082420349123,19.49731699999641,19.49731699999641
2000-05-04,31.1875,29.4375,29.5625,31.1875,585700.0,22.77777671813965,21.566612752278647,20.554535942077635,19.535461880439936,19.535461880439936
2000-05-05,32.25,31.1875,31.1875,32.0625,539300.0,23.416831970214844,21.685294342041015,20.673096771240235,19.580075329747693,19.580075329747693
2000-05-08,32.25,31.8125,31.9375,31.875,402400.0,23.279895782470703,21.886140569051108,20.79893840789795,19.622118743983183,19.622118743983183
2000-05-09,31.9375,31.0625,31.9375,31.25,146200.0,22.823427200317383,22.023081461588543,20.89925495147705,19.658088501919522,19.658088501919522
2000-05-10,31.25,30.875,31.125,31.0,91300.0,22.640836715698242,22.12046127319336,20.994097862243652,19.691230148739287,19.691230148739287
2000-05-11,31.25,30.0,31.1875,30.8125,255900.0,22.503890991210938,22.190452829996744,21.07436046600342,19.722138509645568,19.722138509645568
2000-05-12,31.1875,30.625,31.0625,31.1875,198000.0,22.77777671813965,22.293919118245444,21.1655659866333,19.755351968433548,19.755351968433548
2000-05-15,33.5,30.875,31.25,33.0,374300.0,24.101526260375977,22.406514485677082,21.260474586486815,19.802085025336154,19.802085025336154
2000-05-16,35.1875,33.1875,33.5,35.0,559400.0,25.56223487854004,22.643877919514974,21.39376350402832,19.863363215263853,19.863363215263853
2000-05-17,34.875,34.25,34.875,34.25,382700.0,25.014480590820312,22.878199259440105,21.51883613586426,19.917585503427606,19.917585503427606
2000-05-18,34.625,33.5,34.25,33.5,292100.0,24.466711044311523,23.09730402628581,21.6521248626709,19.964972227811813,19.964972227811813
2000-05-19,34.375,33.25,33.75,34.0625,165700.0,24.877532958984375,23.331624603271486,21.789065437316893,20.015617183803283,20.015617183803283
2000-05-22,34.5,34.0,34.1875,34.4375,275500.0,25.151418685913086,23.50508346557617,21.943352088928222,20.068023321579915,20.068023321579915
2000-05-23,34.4375,34.0625,34.1875,34.125,96600.0,24.92318344116211,23.718102773030598,22.077553901672363,20.117065342989836,20.117065342989836
2000-05-24,35.25,34.375,34.375,34.9375,342900.0,25.516586303710938,23.98894068400065,22.220885162353515,20.171060552597044,20.171060552597044
2000-05-25,34.875,33.75,34.875,33.75,237800.0,24.649293899536133,24.11370849609375,22.326785774230956,20.25815041542053,20.215399496626144
2000-05-26,34.375,33.0625,33.625,33.8125,165200.0,24.69493865966797,24.198915608723958,22.395255966186525,20.346152210235594,20.259316547244204
2000-05-30,35.0625,33.8125,33.8125,35.0,124000.0,25.56223487854004,24.351071548461913,22.502982559204103,20.432351932525634,20.310801191237367
2000-05-31,35.0625,33.75,35.0,34.0,178400.0,24.831890106201172,24.484969075520834,22.590624771118165,20.50350574493408,20.354273200035095
2000-06-01,34.4375,33.4375,34.0,33.6875,400400.0,24.603656768798828,24.61582374572754,22.67005027770996,20.562812995910644,20.394743519737606
2000-06-02,35.3125,33.875,33.875,35.3125,440200.0,25.836484909057617,24.837996673583984,22.77869701385498,20.635359401702882,20.44608070265572
2000-06-05,35.5,34.3125,35.0625,34.75,146700.0,25.42491912841797,25.014472834269206,22.861766815185547,20.703334732055666,20.49261190289649
2000-06-06,34.5625,32.8125,34.5625,32.9375,288700.0,24.098806381225586,25.014291508992514,22.916488456726075,20.757593479156494,20.526002592510647
2000-06-07,34.0,33.25,33.375,33.375,220500.0,24.41890525817871,24.938069534301757,22.994044952392578,20.81414234161377,20.5617172958654
2000-06-08,33.9375,33.4375,33.875,33.5,141600.0,24.51036262512207,24.904461669921876,23.063388175964356,20.866596031188966,20.597614071585916
2000-06-09,33.9375,33.375,33.4375,33.5625,78100.0,24.556089401245117,24.910420227050782,23.125429611206055,20.91950698852539,20.633276011492754
2000-06-12,34.0,33.5,33.5,33.875,137600.0,24.784730911254883,24.904233423868813,23.1792626953125,20.97743692398071,20.670342573097773
2000-06-13,34.1875,33.75,33.875,34.0,82000.0,24.876195907592773,24.88588523864746,23.200233573913575,21.036281509399416,20.707562514111004
2000-06-14,34.125,33.25,34.125,33.25,95900.0,24.327451705932617,24.84616978963216,23.23031406402588,21.085995063781738,20.73931592807435
2000-06-15,33.5,31.6875,33.5,33.0,158600.0,24.1445369720459,24.754699834187825,23.264039993286133,21.1420774269104,20.768926545848018
2000-06-16,33.125,32.5,32.9375,32.875,118600.0,24.05307960510254,24.71495221455892,23.296849670410158,21.199066944122315,20.797238210151935
2000-06-19,36.5,32.9375,33.0,35.625,340800.0,26.065122604370117,24.806297810872397,23.376290588378907,21.279365005493165,20.84226286309397
2000-06-20,35.5,33.75,35.5,34.9375,204600.0,25.562108993530273,24.806289418538412,23.447497100830077,21.350989418029783,20.882261559114617
2000-06-21,35.0,33.25,35.0,33.3125,129000.0,24.373184204101562,24.775709025065105,23.49948970794678,21.411635456085204,20.911597043526275
2000-06-22,33.5625,31.6875,33.5625,32.1875,336200.0,23.55007553100586,24.705470275878906,23.53958507537842,21.463594932556152,20.93358436425527
2000-06-23,32.3125,31.6875,32.3125,31.9375,168900.0,23.367158889770508,24.540848541259766,23.57693504333496,21.512814407348632,20.953696550416552
2000-06-26,33.1875,32.1875,32.1875,32.25,393600.0,23.595792770385742,24.41890678405762,23.61611873626709,21.566597328186035,20.975353076809743
2000-06-27,33.3125,32.1875,32.1875,33.1875,156800.0,24.281721115112305,24.431101099650064,23.69640911102295,21.628605861663818,21.00223411777155
2000-06-28,33.5,32.125,33.375,33.4375,201900.0,24.46463966369629,24.434150060017902,23.77031562805176,21.691532726287843,21.030156743141912
2000-06-29,33.9375,33.0,33.25,33.6875,145100.0,24.647544860839844,24.44329554239909,23.839663734436034,21.755833168029785,21.059095848083498
2000-06-30,33.75,32.125,33.5625,32.875,388300.0,24.05307960510254,24.409761555989583,23.891644973754882,21.813733615875243,21.082857623932853
2000-07-03,32.75,32.5,32.75,32.625,80700.0,23.870161056518555,24.348790232340495,23.94453254699707,21.869804878234863,21.104804895055576
2000-07-05,33.375,32.625,32.75,33.375,228200.0,24.41890525817871,24.318304189046223,23.984658737182617,21.943660373687745,21.130696304142475
2000-07-06,34.1875,33.0,33.5625,33.0625,101800.0,24.19025993347168,24.309158070882162,24.028428268432616,22.02251636505127,21.154413851656656
2000-07-07,34.8125,33.125,33.125,34.5,94600.0,25.24201011657715,24.382322947184246,24.103275260925294,22.114622478485106,21.18585689984835
2000-07-10,35.375,34.3125,34.3125,35.375,231400.0,25.882221221923828,24.504265721638998,24.19731689453125,22.209942665100098,21.221707009177173
2000-07-11,35.25,34.6875,35.25,34.875,179000.0,25.51639747619629,24.467684046427408,24.280390357971193,22.29021873474121,21.254242543018226
2000-07-12,37.375,35.0625,35.0625,37.25,284000.0,27.25405502319336,24.58048044840495,24.374480743408203,22.36601037979126,21.29935391504962
2000-07-13,38.5,37.0625,37.4375,37.1875,168000.0,27.208328247070312,24.769490051269532,24.484089431762694,22.44772075653076,21.343450738422906
2000-07-14,38.0,37.125,37.125,37.25,170000.0,27.25405502319336,25.016422017415366,24.60009017944336,22.53808629989624,21.38723299238417
2000-07-17,37.625,36.5,37.5,37.25,95000.0,27.25405502319336,25.27554842631022,24.689615745544433,22.622075843811036,21.43037138966953
2000-07-18,37.0625,35.875,37.0,35.9375,87700.0,26.293773651123047,25.455413818359375,24.747154579162597,22.710125675201414,21.465870676249484
2000-07-19,35.9375,35.375,35.9375,35.4375,82400.0,25.927940368652344,25.565161768595377,24.80011547088623,22.79952693939209,21.49820451460023
2000-07-20,36.875,35.1875,35.1875,36.4375,158900.0,26.659595489501953,25.711492156982423,24.876838836669922,22.888046894073486,21.535336823772184
2000-07-21,36.25,35.8125,36.1875,35.8125,81900.0,26.202312469482422,25.815143330891928,24.948068351745604,22.97108310699463,21.568672364098685
2000-07-24,36.5,35.625,35.875,35.625,66000.0,26.065122604370117,25.9492795308431,25.01929298400879,23.046826725006103,21.600562082114795
2000-07-25,36.5625,34.3125,34.875,36.5625,236900.0,26.751047134399414,26.141338602701822,25.098758392333984,23.132162189483644,21.636833103609757
2000-07-26,39.3125,37.0,37.25,39.1875,680900.0,28.671640396118164,26.424854278564453,25.19016067504883,23.225317630767822,21.686027560200724
2000-07-27,39.0625,38.5625,39.0,39.0,445100.0,28.534452438354492,26.714467112223307,25.249605026245117,23.321684265136717,21.733586066299015
2000-07-28,40.625,38.875,38.9375,39.375,332900.0,28.808818817138672,26.95225435892741,25.325491790771483,23.42216396331787,21.782380774925496
2000-07-31,40.125,39.5,39.5625,39.6875,483800.0,29.037456512451172,27.1626033782959,25.416906700134277,23.53451578140259,21.83207307449759
2000-08-01,40.5625,39.25,39.5625,40.125,124700.0,29.357566833496094,27.418681335449218,25.506507377624512,23.647786407470704,21.883266909592816
2000-08-02,40.5625,40.0,40.0625,40.3125,214800.0,29.494754791259766,27.568061319986978,25.593374099731445,23.768363094329835,21.934695881766242
2000-08-03,40.125,38.9375,40.0625,40.0,180800.0,29.266109466552734,27.70524673461914,25.68023262023926,23.87889326095581,21.983899999784942
2000-08-04,42.3125,40.1875,40.1875,42.25,425500.0,30.91231918334961,27.94913101196289,25.78814727783203,24.004516220092775,22.043422794342042
2000-08-07,43.5,42.1875,42.875,43.1875,293900.0,31.598241806030273,28.23874346415202,25.927126235961914,24.126956005096435,22.106699741439314
2000-08-08,44.0,43.25,43.4375,43.9375,273900.0,32.14699172973633,28.628958002726236,26.07616729736328,24.2357116317749,22.1727542939939
2000-08-09,44.0,42.5,43.9375,43.125,309100.0,31.552505493164062,29.00392901102702,26.195972709655763,24.34947763442993,22.23405985738717
2000-08-10,43.0,41.6875,42.9375,41.875,94400.0,30.6379451751709,29.26915232340495,26.312093811035155,24.45135929107666,22.28863054126888
2000-08-11,44.0,41.5625,41.875,42.6875,252800.0,31.232421875,29.604492950439454,26.44466911315918,24.55735969543457,22.34633242084134
2000-08-14,43.75,42.8125,42.9375,43.5,195700.0,31.826887130737305,29.988610585530598,26.564477157592773,24.67158708572388,22.407105207443237
2000-08-15,43.25,41.875,43.25,42.0,148200.0,30.729415893554688,30.253835169474282,26.670567092895507,24.76616695404053,22.46011355576242
2000-08-16,42.0,39.9375,42.0,40.375,231500.0,29.54047393798828,30.311757405598957,26.779400444030763,24.847944450378417,22.50492596324486
2000-08-17,41.9375,40.5625,40.5625,40.9375,258500.0,29.952030181884766,30.406262588500976,26.890062942504883,24.94205394744873,22.551763096695428
2000-08-18,41.25,40.5,41.25,40.75,76500.0,29.814838409423828,30.473330561319987,26.996152458190917,25.029770317077638,22.59715731739998
2000-08-21,40.8125,39.8125,40.1875,40.375,140300.0,29.54047393798828,30.506865056355796,27.09584014892578,25.110634880065916,22.640283507589967
2000-08-22,40.6875,39.75,40.5625,40.0625,68200.0,29.31183433532715,30.503816223144533,27.18638221740723,25.18282245635986,22.681465920106863
2000-08-23,40.4375,39.25,40.25,40.0,101600.0,29.266109466552734,30.488573201497395,27.274180488586424,25.23720703125,22.72186250628138
2000-08-24,40.9375,40.0,40.0,40.375,118300.0,29.54047393798828,30.506864166259767,27.378440933227537,25.30437749862671,22.763439405255202
2000-08-25,40.375,39.6875,40.1875,39.875,74700.0,29.174644470214844,30.391019185384113,27.479043083190916,25.371541538238525,22.802295193527684
2000-08-28,40.25,39.8125,39.8125,40.125,121900.0,29.357566833496094,30.241640853881837,27.585132827758787,25.440991249084473,22.841784781720264
2000-08-29,41.0625,39.9375,40.0,41.0,127700.0,29.997753143310547,30.09835828145345,27.663785438537598,25.52003801345825,22.884634891669908
2000-08-30,42.0,41.0,41.0,41.5625,185000.0,30.453874588012695,30.025116221110025,27.761620750427245,25.604558925628663,22.929689889862424
2000-08-31,42.75,40.25,41.75,40.25,481200.0,29.4921817779541,29.948731994628908,27.864000701904295,25.681745204925537,22.96852120280971
2000-09-01,40.5625,39.75,40.5625,39.75,153300.0,29.125812530517578,29.80829137166341,27.97551544189453,25.757550258636474,23.004740563560933
2000-09-05,41.5,39.75,39.75,40.9375,109500.0,29.99591636657715,29.686226654052735,28.108090591430663,25.84251281738281,23.04562463258442
2000-09-06,41.875,40.4375,40.4375,41.6875,173400.0,30.545461654663086,29.673963038126626,28.24708396911621,25.93160135269165,23.089228336201156
2000-09-07,41.75,40.875,41.5625,41.5625,228500.0,30.453874588012695,29.734856414794923,28.37052703857422,26.033468074798584,23.131798545749202
2000-09-08,43.625,41.6875,41.6875,43.125,198700.0,31.598758697509766,29.844638315836587,28.513209419250487,26.141762523651124,23.180459236276562
2000-09-11,45.4375,43.125,43.125,45.25,361000.0,33.15578842163086,30.06736831665039,28.683374290466308,26.26151901245117,23.237461117335727
2000-09-12,45.625,45.25,45.5,45.375,292600.0,33.24738693237305,30.314495849609376,28.86726043701172,26.3794527053833,23.29433569583026
2000-09-13,46.0,44.375,45.375,44.5,170800.0,32.60625076293945,30.534123611450195,29.041982231140135,26.493257389068603,23.346945385474942
2000-09-14,45.9375,44.6875,44.6875,45.8125,219200.0,33.56795120239258,30.820913060506186,29.224963150024415,26.604810943603514,23.40436676646886
2000-09-15,46.3125,45.0,45.75,45.0625,149300.0,33.018428802490234,31.052776718139647,29.401526527404783,26.7149773979187,23.458076610245516
2000-09-18,45.0,43.78125,45.0,44.0625,306900.0,32.28569030761719,31.26017977396647,29.542400131225588,26.82283769607544,23.507118908564248
2000-09-19,44.6875,43.875,44.0625,44.25,132700.0,32.42308044433594,31.46454734802246,29.673217315673828,26.93526710510254,23.55637836456299
2000-09-20,45.5,44.25,44.3125,45.5,193800.0,33.3389778137207,31.68729565938314,29.829668922424318,27.055029640197755,23.610128910986933
2000-09-21,47.25,44.9375,45.3125,47.25,346000.0,34.62125015258789,31.965120697021483,29.977012825012206,27.175746784210205,23.670298972416447
2000-09-22,47.4375,46.5,46.5,47.3125,221000.0,34.66704559326172,32.310111618041994,30.126187171936035,27.305138301849365,23.730063899703648
2000-09-25,47.5625,46.625,47.1875,46.625,162700.0,34.163307189941406,32.645944595336914,30.264372215270996,27.43223119735718,23.78645980938061
2000-09-26,47.3125,46.5,46.625,46.75,419800.0,34.254886627197266,32.92987594604492,30.404388847351075,27.547002296447754,23.842741673992528
2000-09-27,47.4375,46.25,46.9375,46.625,301400.0,34.163307189941406,33.17106564839681,30.56177951812744,27.65446704864502,23.897931863917385
2000-09-28,48.0,46.75,46.75,47.875,224300.0,35.0792121887207,33.47942148844401,30.74480495452881,27.772460212707518,23.957406759262085
2000-09-29,50.25,47.125,48.125,49.5,980500.0,36.26988983154297,33.79083023071289,30.937010841369627,27.906924839019776,24.022552172342937
2000-10-02,49.5,47.4375,49.5,49.3125,300900.0,36.13249588012695,33.98927739461263,31.13561450958252,28.041841430664064,24.08628871817338
2000-10-03,49.0625,47.6875,49.0625,48.0,245800.0,35.170799255371094,34.1175048828125,31.31772804260254,28.168510513305662,24.144322804755564
2000-10-04,48.625,47.8125,48.0,48.0,153800.0,35.170799255371094,34.288474782307944,31.486123085021973,28.29244073867798,24.20175236960252
2000-10-05,49.125,47.1875,48.0,48.4375,425200.0,35.491355895996094,34.41670176188151,31.622517395019532,28.40633903503418,24.260247724661554
2000-10-06,48.4375,46.375,48.4375,47.5625,370200.0,34.8502197265625,34.53882115681966,31.74883274078369,28.499218883514406,24.314835209207438
2000-10-09,47.6875,46.4375,47.375,47.5,126100.0,34.804443359375,34.70673802693685,31.868745231628417,28.59711851119995,24.36862807151599
2000-10-10,47.5,46.0,47.5,46.25,157700.0,33.888526916503906,34.80443445841471,31.96576663970947,28.691336669921874,24.417198983990417
2000-10-11,47.0,44.9375,45.75,46.875,475500.0,34.346492767333984,34.871602121988936,32.06554515838623,28.786026268005372,24.46760149050485
2000-10-12,47.0,44.875,47.0,45.6875,265600.0,33.47637939453125,34.79527740478515,32.14517765045166,28.869275875091553,24.513100368808015
2000-10-13,46.375,45.5,45.5,45.875,292400.0,33.613746643066406,34.725057474772136,32.23213039398193,28.956181507110596,24.558832259633434
