Date,High,Low,Open,Close,Volume,Adj Close,CME-15ma,CME-50ma,CME-100ma,CME-200ma
2002-12-06,8.640000343322754,7.78000020980835,7.800000190734863,8.579999923706055,27551000.0,5.336076736450195,5.336076736450195,5.336076736450195,5.336076736450195,5.336076736450195
2002-12-09,8.5600004196167,8.227999687194824,8.539999961853027,8.404000282287598,3149500.0,5.226620674133301,5.281348705291748,5.281348705291748,5.281348705291748,5.281348705291748
2002-12-10,8.65999984741211,8.329999923706055,8.40999984741211,8.550000190734863,1723000.0,5.31742000579834,5.293372472127278,5.293372472127278,5.293372472127278,5.293372472127278
2002-12-11,9.100000381469727,8.460000038146973,8.539999961853027,9.01200008392334,2549000.0,5.6047468185424805,5.371216058731079,5.371216058731079,5.371216058731079,5.371216058731079
2002-12-12,9.01200008392334,8.720000267028809,9.01200008392334,8.781999588012695,1355500.0,5.46170711517334,5.389314270019531,5.389314270019531,5.389314270019531,5.389314270019531
2002-12-13,8.793999671936035,8.649999618530273,8.781999588012695,8.729999542236328,987500.0,5.429366111755371,5.395989576975505,5.395989576975505,5.395989576975505,5.395989576975505
2002-12-16,8.75,8.59000015258789,8.699999809265137,8.619999885559082,798000.0,5.360955715179443,5.3909847395760675,5.3909847395760675,5.3909847395760675,5.3909847395760675
2002-12-17,8.800000190734863,8.5600004196167,8.600000381469727,8.654000282287598,1646000.0,5.3821001052856445,5.389874160289764,5.389874160289764,5.389874160289764,5.389874160289764
2002-12-18,8.640000343322754,8.510000228881836,8.640000343322754,8.534000396728516,742000.0,5.307469367980957,5.380718072255452,5.380718072255452,5.380718072255452,5.380718072255452
2002-12-19,8.539999961853027,8.434000015258789,8.510000228881836,8.460000038146973,684000.0,5.261446952819824,5.368790960311889,5.368790960311889,5.368790960311889,5.368790960311889
2002-12-20,8.920000076293945,8.399999618530273,8.479999542236328,8.890000343322754,904500.0,5.528872966766357,5.383343869989568,5.383343869989568,5.383343869989568,5.383343869989568
2002-12-23,8.90999984741211,8.670000076293945,8.869999885559082,8.680000305175781,638500.0,5.3982696533203125,5.384587685267131,5.384587685267131,5.384587685267131,5.384587685267131
2002-12-24,8.720000267028809,8.592000007629395,8.720000267028809,8.609999656677246,218000.0,5.354734897613525,5.382291316986084,5.382291316986084,5.382291316986084,5.382291316986084
2002-12-26,8.630000114440918,8.510000228881836,8.619999885559082,8.520000457763672,325000.0,5.298762321472168,5.376324960163662,5.376324960163662,5.376324960163662,5.376324960163662
2002-12-27,8.5,8.350000381469727,8.5,8.399999618530273,830500.0,5.224131107330322,5.366178703308106,5.366178703308106,5.366178703308106,5.366178703308106
2002-12-30,8.569999694824219,8.420000076293945,8.460000038146973,8.46399974822998,1076500.0,5.263935089111328,5.361369260152181,5.359788477420807,5.359788477420807,5.359788477420807
2002-12-31,8.760000228881836,8.454000473022461,8.454000473022461,8.732000350952148,1778000.0,5.430610656738281,5.374968592325846,5.363954487968893,5.363954487968893,5.363954487968893
2003-01-02,8.789999961853027,8.6899995803833,8.732000350952148,8.744000434875488,315000.0,5.438072204589844,5.38301207224528,5.36807213889228,5.36807213889228,5.36807213889228
2003-01-03,9.15999984741211,8.704000473022461,8.744000434875488,9.15999984741211,861500.0,5.69679069519043,5.389148330688476,5.385373115539551,5.385373115539551,5.385373115539551
2003-01-06,9.670000076293945,9.005999565124512,9.005999565124512,9.619999885559082,1874500.0,5.982875823974609,5.423892911275228,5.415248250961303,5.415248250961303,5.415248250961303
