Date,High,Low,Open,Close,Volume,Adj Close,MTB-15ma,MTB-50ma,MTB-100ma,MTB-200ma
2000-01-03,41.5,40.5,41.5,40.65625,119000.0,25.17571258544922,25.17571258544922,25.17571258544922,25.17571258544922,25.17571258544922
2000-01-04,40.631248474121094,38.400001525878906,40.631248474121094,39.349998474121094,103000.0,24.36684226989746,24.77127742767334,24.77127742767334,24.77127742767334,24.77127742767334
2000-01-05,39.537498474121094,38.875,39.537498474121094,39.525001525878906,49000.0,24.475204467773438,24.67258644104004,24.67258644104004,24.67258644104004,24.67258644104004
2000-01-06,40.400001525878906,39.099998474121094,39.525001525878906,39.98749923706055,285000.0,24.7615966796875,24.694839000701904,24.694839000701904,24.694839000701904,24.694839000701904
2000-01-07,41.349998474121094,39.849998474121094,40.0,40.70000076293945,330000.0,25.202816009521484,24.79643440246582,24.79643440246582,24.79643440246582,24.79643440246582
2000-01-10,41.10625076293945,40.42499923706055,40.54999923706055,40.724998474121094,61000.0,25.21828269958496,24.866742451985676,24.866742451985676,24.866742451985676,24.866742451985676
2000-01-11,40.82500076293945,39.0,40.70000076293945,39.525001525878906,56000.0,24.475204467773438,24.810808454241073,24.810808454241073,24.810808454241073,24.810808454241073
2000-01-12,40.14374923706055,39.400001525878906,39.45000076293945,39.98749923706055,128000.0,24.7615966796875,24.804656982421875,24.804656982421875,24.804656982421875,24.804656982421875
2000-01-13,41.025001525878906,39.98749923706055,39.98749923706055,41.025001525878906,28000.0,25.4040584564209,24.871257146199543,24.871257146199543,24.871257146199543,24.871257146199543
2000-01-14,42.54999923706055,41.0,41.0,42.025001525878906,56000.0,26.02328872680664,24.986460304260255,24.986460304260255,24.986460304260255,24.986460304260255
2000-01-18,42.474998474121094,42.0,42.29999923706055,42.0,56000.0,26.0078125,25.079310503872957,25.079310503872957,25.079310503872957,25.079310503872957
2000-01-19,41.743751525878906,41.125,41.599998474121094,41.20000076293945,75000.0,25.512426376342773,25.11540349324544,25.11540349324544,25.11540349324544,25.11540349324544
2000-01-20,41.29999923706055,40.875,41.29999923706055,40.875,28000.0,25.31116485595703,25.130462059607872,25.130462059607872,25.130462059607872,25.130462059607872
2000-01-21,41.400001525878906,41.0,41.01250076293945,41.181251525878906,66000.0,25.500816345214844,25.15691593715123,25.15691593715123,25.15691593715123,25.15691593715123
2000-01-24,41.224998474121094,40.5,41.20000076293945,40.5,222000.0,25.07896614074707,25.151719284057616,25.151719284057616,25.151719284057616,25.151719284057616
2000-01-25,40.70000076293945,40.006248474121094,40.70000076293945,40.5,171000.0,25.07896614074707,25.145269521077473,25.147172212600708,25.147172212600708,25.147172212600708
2000-01-26,41.95000076293945,40.0,40.0,41.95000076293945,224000.0,25.976844787597656,25.252603022257485,25.195976481718176,25.195976481718176,25.195976481718176
2000-01-27,42.20000076293945,41.57500076293945,42.17499923706055,42.0,169000.0,26.0078125,25.354776891072593,25.241078482733833,25.241078482733833,25.241078482733833
2000-01-28,41.650001525878906,40.20000076293945,41.650001525878906,40.650001525878906,48000.0,25.17185401916504,25.382127380371095,25.237435089914424,25.237435089914424,25.237435089914424
2000-01-31,41.45000076293945,40.193748474121094,40.599998474121094,41.099998474121094,106000.0,25.450498580932617,25.398639551798503,25.24808826446533,25.24808826446533,25.24808826446533
2000-02-01,41.625,40.04999923706055,40.79999923706055,40.150001525878906,50000.0,24.862232208251953,25.3749028523763,25.22971416655041,25.22971416655041,25.22971416655041
2000-02-02,40.67499923706055,40.04999923706055,40.17499923706055,40.400001525878906,73000.0,25.017045974731445,25.411025619506837,25.220047430558637,25.220047430558637,25.220047430558637
2000-02-03,40.70000076293945,40.0,40.70000076293945,40.01874923706055,92000.0,24.780961990356445,25.412316640218098,25.2009567592455,25.2009567592455,25.2009567592455
2000-02-04,40.70000076293945,40.0,40.01874923706055,40.525001525878906,84000.0,25.094444274902344,25.39167569478353,25.196518739064533,25.196518739064533,25.196518739064533
2000-02-07,40.650001525878906,40.17499923706055,40.54999923706055,40.224998474121094,74000.0,24.90867042541504,25.317367808024088,25.185004806518556,25.185004806518556,25.185004806518556
2000-02-08,40.5,40.25,40.25,40.349998474121094,96000.0,24.98607063293457,25.24925168355306,25.17735349214994,25.17735349214994,25.17735349214994
2000-02-09,40.54999923706055,40.04999923706055,40.099998474121094,40.11249923706055,133000.0,24.83902359008789,25.2043581644694,25.164822755036532,25.164822755036532,25.164822755036532
2000-02-10,40.17499923706055,40.099998474121094,40.150001525878906,40.099998474121094,211000.0,24.831266403198242,25.172364934285483,25.152910028185165,25.152910028185165,25.152910028185165
2000-02-11,40.587501525878906,40.0,40.10625076293945,40.0,145000.0,24.769336700439453,25.12359962463379,25.139683361711175,25.139683361711175,25.139683361711175
2000-02-14,40.150001525878906,39.57500076293945,40.0,40.0,115000.0,24.769336700439453,25.102957661946615,25.127338473002116,25.127338473002116,25.127338473002116
2000-02-15,39.70000076293945,38.724998474121094,39.70000076293945,39.20000076293945,46000.0,24.27395248413086,25.049290084838866,25.099809892715946,25.099809892715946,25.099809892715946
2000-02-16,39.20000076293945,38.82500076293945,39.20000076293945,38.849998474121094,196000.0,24.05722999572754,24.92131576538086,25.06722927093506,25.06722927093506,25.06722927093506
2000-02-17,38.849998474121094,37.70000076293945,38.849998474121094,38.474998474121094,87000.0,23.825014114379883,24.775795873006185,25.029586387403082,25.029586387403082,25.029586387403082
2000-02-18,39.099998474121094,37.04999923706055,38.32500076293945,37.599998474121094,87000.0,23.283185958862305,24.649884668986,24.97822166891659,24.97822166891659,24.97822166891659
2000-02-22,37.5,36.875,37.5,37.20000076293945,111000.0,23.035490036010742,24.488884099324544,24.922715050833567,24.922715050833567,24.922715050833567
2000-02-23,37.20000076293945,36.5,37.20000076293945,36.79999923706055,48000.0,22.787796020507812,24.350588353474937,24.863411744435627,24.863411744435627,24.863411744435627
2000-02-24,36.95000076293945,35.79999923706055,36.70000076293945,36.95000076293945,125000.0,22.880680084228516,24.20816396077474,24.809824402267868,24.809824402267868,24.809824402267868
2000-02-25,37.0,35.70000076293945,36.400001525878906,36.931251525878906,224000.0,22.869068145751953,24.08070437113444,24.75875186920166,24.75875186920166,24.75875186920166
2000-02-28,36.806251525878906,36.0,36.806251525878906,36.743751525878906,249000.0,22.83024024963379,23.929757436116535,24.709302853315304,24.709302853315304,24.709302853315304
2000-02-29,37.650001525878906,36.506248474121094,36.900001525878906,36.900001525878906,113000.0,22.927326202392578,23.79766782124837,24.664753437042236,24.664753437042236,24.664753437042236
2000-03-01,37.150001525878906,36.599998474121094,36.900001525878906,36.993751525878906,127000.0,22.985572814941406,23.664301300048827,24.623797812112947,24.623797812112947,24.623797812112947
2000-03-02,37.5,36.95000076293945,37.275001525878906,37.0,263000.0,22.989456176757812,23.540996805826822,24.584884916033065,24.584884916033065,24.584884916033065
2000-03-03,37.099998474121094,36.900001525878906,37.0,37.0,236000.0,22.989456176757812,23.41820945739746,24.54778192209643,24.54778192209643,24.54778192209643
2000-03-06,37.599998474121094,37.0,37.0,37.5,77000.0,23.300127029418945,23.320262145996093,24.519426129081033,24.519426129081033,24.519426129081033
