Date,High,Low,Open,Close,Volume,Adj Close,UNP-15ma,UNP-50ma,UNP-100ma,UNP-200ma
2000-01-03,11.03125,10.734375,11.03125,10.765625,4101200.0,7.431469440460205,7.431469440460205,7.431469440460205,7.431469440460205,7.431469440460205
2000-01-04,10.84375,10.65625,10.765625,10.75,4865200.0,7.42068338394165,7.426076412200928,7.426076412200928,7.426076412200928,7.426076412200928
2000-01-05,10.9375,10.734375,10.75,10.75,3579600.0,7.42068338394165,7.424278736114502,7.424278736114502,7.424278736114502,7.424278736114502
2000-01-06,11.5,10.75,10.75,11.40625,6216000.0,7.873694896697998,7.536632776260376,7.536632776260376,7.536632776260376,7.536632776260376
2000-01-07,11.421875,11.15625,11.40625,11.328125,3256000.0,7.81976318359375,7.593258857727051,7.593258857727051,7.593258857727051,7.593258857727051
2000-01-10,11.6875,11.375,11.59375,11.59375,4311600.0,8.003122329711914,7.661569436391194,7.661569436391194,7.661569436391194,7.661569436391194
2000-01-11,11.796875,11.5625,11.5625,11.6875,2384000.0,8.06783390045166,7.719607216971261,7.719607216971261,7.719607216971261,7.719607216971261
2000-01-12,11.703125,11.40625,11.625,11.453125,2298800.0,7.906047344207764,7.742912232875824,7.742912232875824,7.742912232875824,7.742912232875824
2000-01-13,11.90625,11.34375,11.453125,11.65625,3092400.0,8.046263694763184,7.776617950863308,7.776617950863308,7.776617950863308,7.776617950863308
2000-01-14,11.734375,11.421875,11.6875,11.515625,2435600.0,7.949192523956299,7.793875408172608,7.793875408172608,7.793875408172608,7.793875408172608
2000-01-18,11.46875,11.0625,11.390625,11.09375,2967600.0,7.6579718589782715,7.781520540064031,7.781520540064031,7.781520540064031,7.781520540064031
2000-01-19,10.921875,10.5625,10.78125,10.90625,5771600.0,7.528544902801514,7.760439236958821,7.760439236958821,7.760439236958821,7.760439236958821
2000-01-20,11.203125,10.21875,11.0625,10.5,8070800.0,7.248111248016357,7.721029391655555,7.721029391655555,7.721029391655555,7.721029391655555
2000-01-21,11.046875,10.625,10.640625,10.9375,5105200.0,7.550114631652832,7.708821194512503,7.708821194512503,7.708821194512503,7.708821194512503
2000-01-24,11.0625,10.59375,10.953125,10.609375,3004000.0,7.323610782623291,7.683140500386556,7.683140500386556,7.683140500386556,7.683140500386556
2000-01-25,10.671875,10.0,10.609375,10.234375,5056800.0,7.064749717712402,7.658692518870036,7.644491076469421,7.644491076469421,7.644491076469421
2000-01-26,10.453125,9.984375,10.25,10.453125,3849200.0,7.215753078460693,7.645030498504639,7.6192711942336135,7.6192711942336135,7.6192711942336135
2000-01-27,10.5,10.015625,10.5,10.0625,3670400.0,6.946107387542725,7.61339209874471,7.581873204973009,7.581873204973009,7.581873204973009
2000-01-28,10.328125,9.9375,10.078125,10.15625,3590400.0,7.010820388793945,7.555867131551107,7.551817793595164,7.551817793595164,7.551817793595164
2000-01-31,10.28125,9.953125,10.15625,10.0625,3682400.0,6.946107387542725,7.497623411814372,7.521532273292541,7.521532273292541,7.521532273292541
2000-02-01,10.09375,9.875,10.0,10.078125,2813200.0,6.956892013549805,7.427874724070231,7.494644641876221,7.494644641876221,7.494644641876221
2000-02-02,10.0625,9.65625,10.03125,9.6875,4220400.0,6.687244415283203,7.335835425059001,7.457944631576538,7.457944631576538,7.457944631576538
2000-02-03,9.890625,9.75,9.8125,9.828125,3600800.0,6.784317970275879,7.261053466796875,7.4286565158678135,7.4286565158678135,7.4286565158678135
2000-02-04,10.21875,9.921875,9.9375,10.078125,4637200.0,6.956892013549805,7.188428688049316,7.408999661604564,7.408999661604564,7.408999661604564
2000-02-07,10.125,9.875,10.0625,9.921875,2911200.0,6.849033832550049,7.1150847752889,7.386601028442382,7.386601028442382,7.386601028442382
2000-02-08,10.0,9.65625,9.984375,9.6875,3675200.0,6.687244415283203,7.050369612375895,7.359702697167029,7.359702697167029,7.359702697167029
2000-02-09,10.15625,9.703125,9.8125,9.734375,4865600.0,6.719601154327393,6.996440029144287,7.335995232617414,7.335995232617414,7.335995232617414
2000-02-10,9.734375,8.96875,9.734375,9.265625,8339600.0,6.396025657653809,6.939634323120117,7.302424890654428,7.302424890654428,7.302424890654428
2000-02-11,9.34375,9.15625,9.28125,9.1875,3565600.0,6.342095851898193,6.859099737803141,7.269310096214557,7.269310096214557,7.269310096214557
2000-02-14,9.5,9.21875,9.3125,9.5,4377600.0,6.557815074920654,6.808046690622965,7.245593595504761,7.245593595504761,7.245593595504761
2000-02-15,9.703125,9.4375,9.625,9.703125,7250800.0,6.698030948638916,6.783598772684733,7.22793028431554,7.22793028431554,7.22793028431554
2000-02-16,9.84375,9.25,9.75,9.34375,5134400.0,6.449955940246582,6.732545630137126,7.203618586063385,7.203618586063385,7.203618586063385
2000-02-17,9.5,9.1875,9.375,9.46875,3093600.0,6.536242961883545,6.705221335093181,7.183395082300359,7.183395082300359,7.183395082300359
2000-02-18,9.5625,9.359375,9.5,9.4375,3406800.0,6.514671325683594,6.672144730885823,7.163726736517513,7.163726736517513,7.163726736517513
2000-02-22,9.84375,9.46875,9.484375,9.703125,3113200.0,6.698030948638916,6.6556063016255695,7.150421142578125,7.150421142578125,7.150421142578125
