Date,High,Low,Open,Close,Volume,Adj Close,LMT-15ma,LMT-50ma,LMT-100ma,LMT-200ma
2000-02-29,17.875,17.125,17.4375,17.4375,1285400.0,10.587631225585938,10.848210271199545,11.655881142616272,11.655881142616272,11.655881142616272
2000-03-01,17.6875,17.375,17.4375,17.6875,1331700.0,10.739421844482422,10.820381355285644,11.633528476808129,11.633528476808129,11.633528476808129
2000-03-02,17.5625,17.0,17.5,17.125,1398200.0,10.462957382202148,10.774121475219726,11.605657736460367,11.605657736460367,11.605657736460367
2000-03-03,17.1875,16.875,17.0625,17.0,1733200.0,10.386587142944336,10.72529977162679,11.57730725754139,11.57730725754139,11.57730725754139
2000-03-06,18.25,17.75,17.75,18.0,3775600.0,10.997563362121582,10.75009854634603,11.564131259918213,11.564131259918213,11.564131259918213
2000-03-07,18.0,17.3125,18.0,17.3125,1289900.0,10.57751750946045,10.72412560780843,11.54220650990804,11.54220650990804,11.54220650990804
2000-03-08,17.625,17.25,17.25,17.625,2051400.0,10.768445014953613,10.70835075378418,11.525385607843814,11.525385607843814,11.525385607843814
2000-03-09,17.5,17.0,17.5,17.125,1706700.0,10.462957382202148,10.687389755249024,11.502780751979097,11.502780751979097,11.502780751979097
2000-03-10,17.125,16.6875,17.125,16.8125,2631700.0,10.272025108337402,10.64358024597168,11.477140009403229,11.477140009403229,11.477140009403229
2000-03-13,17.0,16.625,16.8125,16.9375,1434800.0,10.348406791687012,10.627631950378419,11.454104637613101,11.454104637613101,11.454104637613101
2000-03-14,17.0,16.5,17.0,16.625,1853600.0,10.157471656799316,10.576185544331869,11.428171977996826,11.428171977996826,11.428171977996826
2000-03-15,17.1875,16.5,16.625,17.125,4062700.0,10.462957382202148,10.552694511413574,11.39152488708496,11.409246201608696,11.409246201608696
2000-03-16,18.25,17.0,17.1875,18.0625,3771400.0,11.035745620727539,10.577509435017904,11.357984828948975,11.402063498130211,11.402063498130211
2000-03-17,18.75,17.625,18.0625,18.0,6524300.0,10.997563362121582,10.592188835144043,11.322163314819337,11.394431420092312,11.394431420092312
2000-03-20,18.0,17.625,18.0,17.765625,1103600.0,10.854366302490234,10.60744113922119,11.279682903289794,11.384430214210793,11.384430214210793
2000-03-21,17.625,17.0625,17.25,17.3125,1439200.0,10.57751750946045,10.606766891479491,11.230906505584716,11.369759074124422,11.369759074124422
2000-03-22,17.3125,16.9375,17.25,17.125,1424500.0,10.462957382202148,10.588335927327474,11.189705505371094,11.353566186768669,11.353566186768669
2000-03-23,17.375,16.9375,17.0625,17.0625,918700.0,10.424774169921875,10.585790379842122,11.156089534759522,11.337271589981881,11.337271589981881
2000-03-24,17.75,17.0625,17.0625,17.5,2166100.0,10.692076683044434,10.606156349182129,11.112640209197998,11.326147539862271,11.326147539862271
2000-03-27,17.875,17.25,17.5,17.8125,1698000.0,10.88300609588623,10.598519198099773,11.078322372436524,11.318636667930473,11.318636667930473
2000-03-28,19.1875,18.0625,18.25,18.75,3675900.0,11.455796241760254,10.657071113586426,11.058495979309082,11.320922660827637,11.320922660827637
2000-03-29,19.25,18.3125,18.5625,19.25,3296200.0,11.761281967163086,10.723260243733725,11.050851345062256,11.328141665849529,11.328141665849529
2000-03-30,21.25,19.5,19.75,20.875,4674400.0,12.754114151000977,10.876004028320313,11.0547145652771,11.35114122206165,11.35114122206165
2000-03-31,21.0625,19.6875,21.0625,20.4375,2365800.0,12.486818313598633,11.023656908671061,11.05474988937378,11.369167842562236,11.369167842562236
2000-04-03,20.875,20.0625,20.0625,20.4375,1050100.0,12.486818313598633,11.166217676798503,11.049472389221192,11.38663113117218,11.38663113117218
2000-04-04,21.6875,20.125,21.0,20.3125,2551700.0,12.410441398620605,11.316415659586589,11.060123596191406,11.402382058363694,11.402382058363694
2000-04-05,21.625,20.3125,20.3125,20.9375,1390500.0,12.792304992675781,11.47170550028483,11.082206954956055,11.423441496762363,11.423441496762363
2000-04-06,22.0625,20.625,21.75,21.1875,2202200.0,12.945048332214355,11.598992347717285,11.097478561401367,11.446152046545228,11.446152046545228
2000-04-07,21.5,20.6875,21.3125,21.0625,1330000.0,12.868671417236328,11.723732884724935,11.118812351226806,11.46707144905539,11.46707144905539
2000-04-10,21.1875,20.3125,20.5,21.125,1263400.0,12.906867027282715,11.860566266377766,11.14774070739746,11.487938051638396,11.487938051638396
2000-04-11,21.1875,20.875,20.9375,20.875,1365200.0,12.754114151000977,12.005672709147136,11.178167819976807,11.506026281629289,11.506026281629289
2000-04-12,22.1875,20.9375,20.9375,22.0625,2865000.0,13.47964859008789,12.206785456339519,11.220828819274903,11.533823778931524,11.533823778931524
2000-04-13,22.0,21.0625,21.375,21.625,3730500.0,13.212353706359863,12.39262409210205,11.258143920898437,11.55713669459025,11.55713669459025
2000-04-14,21.25,20.375,21.1875,20.6875,2415400.0,12.639558792114258,12.522456232706705,11.284762020111083,11.571964394556334,11.571964394556334
2000-04-17,21.3125,19.8125,20.625,21.3125,2157200.0,13.021413803100586,12.665016746520996,11.312945499420167,11.59155154872585,11.59155154872585
2000-04-18,21.125,20.625,21.125,21.0,1432900.0,12.830487251281738,12.756662813822429,11.341864204406738,11.608070691426596,11.608070691426596
2000-04-19,21.25,20.8125,20.9375,20.875,1112900.0,12.754114151000977,12.822851626078288,11.373809375762939,11.623150210631522,11.623150210631522
2000-04-20,22.875,21.5625,21.75,22.6875,2877000.0,13.861512184143066,12.896678161621093,11.427902507781983,11.652219846651152,11.652219846651152
2000-04-24,25.9375,22.3125,22.375,25.875,5205300.0,15.808998107910156,13.118156814575196,11.521704216003418,11.705511875641651,11.705511875641651
2000-04-25,26.4375,24.5,25.875,25.5625,5013300.0,15.618063926696777,13.326906522115072,11.621553859710694,11.755037850971464,11.755037850971464
2000-04-26,24.875,23.8125,24.75,24.125,3442200.0,14.739782333374023,13.4821959177653,11.697007274627685,11.792347157001496,11.792347157001496
2000-04-27,24.4375,23.375,24.0,23.875,1761100.0,14.587042808532715,13.601845105489096,11.768646774291993,11.826849572452499,11.826849572452499
2000-04-28,26.0625,24.0,24.0,24.875,3415700.0,15.198017120361328,13.752043024698894,11.857059669494628,11.86796137181724,11.86796137181724
2000-05-01,27.3125,24.125,24.25,27.0,2702000.0,16.496341705322266,13.99388771057129,11.968403148651124,11.923724990293204,11.923724990293204
2000-05-02,26.6875,26.0,26.25,26.0625,2304900.0,15.923550605773926,14.19499994913737,12.075121536254883,11.97134196190607,11.97134196190607
2000-05-03,26.3125,25.375,25.8125,25.5625,1438500.0,15.618063926696777,14.385929934183757,12.168899459838867,12.01424457325655,12.01424457325655
2000-05-04,27.125,25.5,25.5625,26.3125,1659000.0,16.0762939453125,14.559039624532064,12.274118881225586,12.061477705489757,12.061477705489757
2000-05-05,26.1875,25.625,25.75,26.1875,1751900.0,15.999931335449219,14.744878133138021,12.380847072601318,12.106747287443314,12.106747287443314
2000-05-08,26.25,25.75,26.0,26.0625,1038600.0,15.923550605773926,14.963810920715332,12.483770637512206,12.150120052424343,12.150120052424343
2000-05-09,26.25,25.75,25.8125,26.0,765900.0,15.885370254516602,15.154741350809733,12.588966407775878,12.192089155818639,12.192089155818639
2000-05-10,26.25,25.75,25.8125,26.0625,1188300.0,15.923550605773926,15.360945574442546,12.69568479537964,12.23354983859592,12.23354983859592
2000-05-11,26.4375,25.9375,26.0,26.1875,846200.0,15.999931335449219,15.577333386739095,12.800894985198974,12.274938646253648,12.274938646253648
2000-05-12,26.125,25.5625,25.625,25.8125,814300.0,15.77081298828125,15.704620107014973,12.907052097320557,12.312937280406123,12.312937280406123
2000-05-15,25.9375,25.375,25.6875,25.625,682000.0,15.656253814697266,15.694437154134114,13.012445430755616,12.34888692055979,12.34888692055979
2000-05-16,25.375,24.6875,24.75,25.1875,1051600.0,15.388952255249023,15.679163042704264,13.100273208618164,12.381228041141592,12.381228041141592
2000-05-17,25.375,24.5,24.9375,24.5625,2000700.0,15.007086753845215,15.696983337402344,13.18886459350586,12.40886865917005,12.40886865917005
2000-05-18,25.1875,24.4375,24.4375,24.875,2073900.0,15.198017120361328,15.737714958190917,13.277456035614014,12.437922288974127,12.437922288974127
2000-05-19,24.5625,23.625,24.125,24.3125,1286300.0,14.854342460632324,15.714803314208984,13.365283737182617,12.46283383713555,12.46283383713555
2000-05-22,24.6875,23.25,24.375,23.5625,1283800.0,14.396114349365234,15.574788157145182,13.447765522003174,12.48256118930116,12.48256118930116
2000-05-23,25.3125,23.625,24.25,25.125,1109300.0,15.3507661819458,15.536602528889974,13.54781270980835,12.51153295690363,12.51153295690363
2000-05-24,25.3125,24.5,25.0,25.0625,2029800.0,15.312582015991211,15.51623706817627,13.650914916992187,12.539543447494507,12.539543447494507
2000-05-25,25.0625,24.0625,24.8125,24.3125,822600.0,14.854342460632324,15.434773635864257,13.73874261856079,12.565133752822875,12.562462249604783
2000-05-26,24.75,23.875,24.5625,24.0625,501000.0,14.701607704162598,15.348218727111817,13.812059860229493,12.585022344589234,12.583434263865152
2000-05-30,25.0,24.1875,24.3125,24.75,1195400.0,15.191094398498535,15.299388313293457,13.89593048095703,12.609046897888184,12.608751352550915
2000-05-31,24.9375,23.8125,24.875,24.6875,947700.0,15.15273666381836,15.250546073913574,13.981897888183594,12.630790395736694,12.63321274977464
2000-06-01,25.0625,24.1875,24.375,25.0625,876900.0,15.382901191711426,15.214502779642741,14.078005561828613,12.654456033706666,12.659400258745466
2000-06-02,26.0625,25.3125,25.3125,25.9375,1608900.0,15.91995906829834,15.209171295166016,14.187145595550538,12.688425550460815,12.690160247514832
2000-06-05,25.9375,25.5,25.9375,25.875,1070800.0,15.881592750549316,15.216556612650553,14.296281967163086,12.726185750961303,12.71998671950581
2000-06-06,26.25,25.6875,26.0,25.9375,937000.0,15.91995906829834,15.234136962890625,14.400839614868165,12.756739912033082,12.74961609310574
2000-06-07,25.9375,24.875,25.9375,25.375,514400.0,15.574707984924316,15.24652067820231,14.494673652648926,12.786498012542724,12.775534367342608
2000-06-08,25.5,24.25,24.875,24.75,1071100.0,15.191094398498535,15.258787854512532,14.569379615783692,12.813937797546387,12.79749400398948
2000-06-09,25.4375,24.8125,24.875,25.3125,891100.0,15.536344528198242,15.281343015034993,14.644880867004394,12.847866106033326,12.822168333036405
2000-06-12,25.9375,25.3125,25.4375,25.5625,744500.0,15.689791679382324,15.337039629618326,14.703594417572022,12.879154491424561,12.847772112914495
2000-06-13,25.375,24.8125,25.3125,25.25,479200.0,15.497976303100586,15.410497093200684,14.76381757736206,12.90928373336792,12.87122524734092
2000-06-14,25.5,24.625,25.375,24.6875,668000.0,15.15273666381836,15.39729512532552,14.817135944366456,12.933304166793823,12.891238505380196
2000-06-15,25.3125,24.875,25.125,25.0,1635700.0,15.344532012939453,15.39942512512207,14.875817756652832,12.96797067642212,12.91257149240245
2000-06-16,25.0,24.3125,25.0,24.3125,878600.0,14.922563552856445,15.403973197937011,14.918422927856446,13.00031494140625,12.929899010164984
2000-06-19,24.6875,23.9375,24.4375,24.6875,731600.0,15.15273666381836,15.434048461914063,14.962576694488526,13.030027627944946,12.948897622589373
2000-06-20,24.6875,23.75,24.6875,24.5,812000.0,15.037649154663086,15.423818778991699,15.00595624923706,13.062384300231933,12.966598906759488
2000-06-21,24.875,24.0,24.4375,24.0,475900.0,14.730752944946289,15.395686531066895,15.042433967590332,13.095087337493897,12.981423730609798
2000-06-22,24.1875,22.8125,24.1875,23.6875,318500.0,14.538954734802246,15.339423433939617,15.078130779266358,13.128149299621581,12.994403155644735
2000-06-23,24.4375,23.6875,23.875,24.1875,1210100.0,14.845837593078613,15.267815335591633,15.105454559326171,13.163141689300538,13.009704266697907
2000-06-26,25.1875,23.8125,23.9375,24.8125,1024200.0,15.229455947875977,15.224339548746745,15.145796604156494,13.201970262527466,13.027898952609203
2000-06-27,25.0625,24.25,24.9375,24.3125,1267100.0,14.922563552856445,15.157846514383952,15.191456699371338,13.23810935974121,13.043302729846985
2000-06-28,23.6875,22.4375,23.5,23.6875,2307000.0,14.538954734802246,15.088796297709147,15.22180751800537,13.267376508712768,13.055364439564366
2000-06-29,25.0,22.75,23.0625,25.0,2140000.0,15.344532012939453,15.099025472005208,15.272088413238526,13.306976308822632,13.073677780151368
2000-06-30,25.125,24.125,24.5,24.8125,1432400.0,15.229455947875977,15.078566233317057,15.321595249176026,13.347702312469483,13.090787130688865
2000-07-03,24.625,24.0625,24.625,24.3125,691800.0,14.922563552856445,15.027417691548665,15.342816276550293,13.385359392166137,13.105210567083885
2000-07-05,25.375,24.1875,24.1875,25.0,1005500.0,15.344532012939453,15.01718807220459,15.333526954650878,13.427615585327148,13.122705265879631
2000-07-06,25.5,24.5,24.5,25.25,982000.0,15.497976303100586,15.040204048156738,15.331125202178955,13.476339530944824,13.141118219656537
2000-07-07,25.375,24.8125,25.125,25.3125,744700.0,15.536344528198242,15.05299154917399,15.34705644607544,13.522031860351563,13.15954303741455
2000-07-10,25.4375,25.0,25.3125,25.1875,612000.0,15.45962142944336,15.088795407613118,15.364508018493652,13.566577396392823,13.177100887735381
2000-07-11,25.0625,24.5625,24.9375,24.75,620000.0,15.191094398498535,15.09135258992513,15.364369564056396,13.610714616775512,13.192358414332071
2000-07-12,25.1875,24.1875,24.1875,25.0625,521500.0,15.382901191711426,15.11436939239502,15.34210075378418,13.655251951217652,13.208828660778533
2000-07-13,26.0625,25.0,25.0625,25.0,836100.0,15.344532012939453,15.155287996927898,15.33052038192749,13.702820959091186,13.224766745496153
2000-07-14,26.5625,25.8125,25.875,26.375,1902000.0,16.188488006591797,15.265256881713867,15.341928863525391,13.755414161682129,13.246720236319083
2000-07-17,26.5,25.25,26.5,25.375,1216800.0,15.574707984924316,15.313848241170247,15.331897144317628,13.803008012771606,13.26383779329412
2000-07-18,25.5,24.9375,25.5,25.3125,1261200.0,15.536344528198242,15.3343074798584,15.322625408172607,13.851736240386963,13.280425433694882
2000-07-19,25.4375,24.875,25.25,25.375,900000.0,15.574707984924316,15.37778377532959,15.315648555755615,13.899709596633912,13.297050669573355
2000-07-20,27.0625,25.5,25.6875,26.75,1874000.0,16.418657302856445,15.503097279866536,15.326314296722412,13.957640352249145,13.319508271251651
2000-07-21,26.6875,26.1875,26.5,26.3125,1237100.0,16.150121688842773,15.556803258260091,15.33084571838379,14.013265256881715,13.339726938520158
2000-07-24,26.9375,26.375,26.375,26.5625,1501800.0,16.303571701049805,15.628410975138346,15.3369185256958,14.068906755447388,13.360747114140937
2000-07-25,27.8125,26.625,26.75,27.1875,1639700.0,16.687185287475586,15.746052424112955,15.355245971679688,14.131149034500122,13.384172735079913
2000-07-26,27.75,26.6875,27.3125,27.5,1401900.0,16.878990173339844,15.848349634806315,15.379700698852538,14.196073064804077,13.408612017864948
2000-07-27,27.5,26.75,27.125,27.1875,773200.0,16.687185287475586,15.92763023376465,15.405665359497071,14.252969284057617,13.431379887792799
2000-07-28,28.0,27.0625,27.1875,28.0,1397300.0,17.18588638305664,16.037599690755208,15.449241352081298,14.319052972793578,13.457273036035998
2000-07-31,28.1875,27.75,27.75,28.125,1235900.0,17.262603759765625,16.157798512776694,15.490533084869385,14.3839945602417,13.48333694510264
2000-08-01,29.25,28.3125,28.3125,29.125,2133400.0,17.876388549804688,16.336818122863768,15.550974006652831,14.458128871917724,13.513221649896531
2000-08-02,30.5625,28.5625,29.5,28.75,4871600.0,17.64621353149414,16.487705612182616,15.61597599029541,14.531870756149292,13.541147270718136
2000-08-03,29.375,28.25,28.4375,28.375,3564500.0,17.416046142578125,16.62580655415853,15.657281589508056,14.602547149658204,13.567153303415184
2000-08-04,29.875,28.8125,28.9375,28.8125,1693900.0,17.684579849243164,16.725546010335286,15.704721546173095,14.677818231582641,13.594602813720703
2000-08-07,30.0625,29.0625,29.375,29.4375,2267400.0,18.068193435668945,16.89177837371826,15.768998565673828,14.753870592117309,13.624229241680625
2000-08-08,29.6875,28.875,29.5,29.1875,2136500.0,17.91474723815918,17.050338554382325,15.83326135635376,14.822660608291626,13.652456333762721
2000-08-09,29.8125,29.3125,29.5,29.5,2286100.0,18.10655403137207,17.219128290812176,15.891570549011231,14.89375051498413,13.681568083420299
2000-08-10,29.875,29.4375,29.625,29.625,750600.0,18.183273315429688,17.336769358317056,15.952181282043457,14.967039585113525,13.710799935576203
2000-08-11,29.875,29.25,29.25,29.625,685100.0,18.183273315429688,17.47231280008952,16.008188724517822,15.043097143173219,13.739654602543
2000-08-14,30.0,28.875,29.625,29.25,1772500.0,17.953109741210938,17.582282002766927,16.048851737976076,15.117998666763306,13.766663930354975
2000-08-15,29.3125,28.8125,29.0,28.8125,924700.0,17.684579849243164,17.648774973551433,16.08491147994995,15.190596723556519,13.79161880881923
2000-08-16,28.5,27.75,28.5,28.0,1765300.0,17.18588638305664,17.669234720865884,16.110230026245116,15.25553482055664,13.81310151498529
2000-08-17,28.28125,27.4375,27.75,27.6875,979900.0,16.99407196044922,17.68969383239746,16.138617305755616,15.31664547920227,13.83310761841588
2000-08-18,28.0,27.5,27.5625,27.9375,522200.0,17.14751625061035,17.687135823567708,16.177745742797853,15.373562679290771,13.853822672367096
2000-08-21,28.875,27.6875,27.9375,28.4375,390000.0,17.45441246032715,17.69992307027181,16.21610710144043,15.430493984222412,13.876186584093556
2000-08-22,29.3125,28.0625,28.0625,29.1875,876900.0,17.91474723815918,17.70248031616211,16.26060621261597,15.482100315093994,13.901115970847048
2000-08-23,28.875,28.125,28.5,28.375,716000.0,17.416046142578125,17.687135823567708,16.29896760940552,15.531392593383789,13.922679959630674
2000-08-24,28.6875,27.875,28.1875,28.4375,596300.0,17.45441246032715,17.68969357808431,16.345001125335692,15.581068534851074,13.944214913903213
2000-08-25,29.125,28.5,28.5,28.6875,634900.0,17.607858657836914,17.68457883199056,16.390267658233643,15.633042707443238,13.9664188153816
2000-08-28,29.125,28.3125,29.125,28.3125,333800.0,17.377689361572266,17.63854522705078,16.43937017440796,15.678896551132203,13.986968637949014
2000-08-29,28.3125,27.375,28.3125,27.5625,769400.0,16.9173583984375,17.572052637736004,16.474662609100342,15.718619651794434,14.004515882023794
2000-08-30,28.0,27.25,27.5625,27.8125,861700.0,17.13919448852539,17.507562001546223,16.51669351577759,15.761324882507324,14.02317468325297
2000-08-31,28.9375,27.6875,27.6875,28.375,1275400.0,17.48583221435547,17.461065928141277,16.571795101165772,15.807114534378051,14.043663781070144
2000-09-01,28.8125,28.0,28.8125,28.0625,546400.0,17.293256759643555,17.401731491088867,16.626881141662597,15.852505960464477,14.062779033885283
2000-09-05,28.25,27.25,28.1875,28.25,633300.0,17.408809661865234,17.365444819132488,16.67814058303833,15.89179757118225,14.082346464458265
2000-09-06,29.25,27.0,27.0,28.875,1843000.0,17.793956756591797,17.37273661295573,16.729430599212648,15.93761360168457,14.103925594063693
2000-09-07,30.3125,28.9375,29.0,30.1875,1783700.0,18.602773666381836,17.467195765177408,16.803034801483154,15.997245750427247,14.12993049621582
2000-09-08,30.4375,29.375,30.125,29.9375,1819900.0,18.44870948791504,17.564171600341798,16.88122989654541,16.05151870727539,14.154751065133633
2000-09-11,30.875,29.6875,30.0,29.8125,1067800.0,18.371681213378906,17.6457825978597,16.9417728805542,16.106930646896362,14.17884780883789
2000-09-12,30.1875,29.5,30.1875,29.5,792400.0,18.179107666015625,17.694095611572266,17.000765914916993,16.16118058204651,14.201576558026401
2000-09-13,29.75,29.1875,29.5625,29.6875,1361100.0,18.294647216796875,17.71942227681478,17.0682075881958,16.205511932373046,14.224701251013805
2000-09-14,29.8125,29.0,29.3125,29.375,838600.0,18.10207176208496,17.765157318115236,17.12335838317871,16.228442668914795,14.246484231413081
2000-09-15,29.8125,29.0,29.5,29.5625,2622100.0,18.217622756958008,17.816038004557292,17.17775131225586,16.25443825721741,14.268669362840706
2000-09-18,30.3125,29.0625,29.5,29.3125,748400.0,18.06356430053711,17.846418380737305,17.228295707702635,16.28767607688904,14.289752112494575
2000-09-19,29.125,28.0625,29.0,28.6875,1214500.0,17.678415298461914,17.866466776529947,17.272671585083007,16.31858980178833,14.308474008549643
2000-09-20,29.3125,27.25,28.75,28.75,3323100.0,17.7169246673584,17.919771194458008,17.323188190460204,16.343778877258302,14.327201759422218
2000-09-21,31.0,28.375,28.75,30.9375,4960000.0,19.06495475769043,18.048155212402342,17.396829261779786,16.369465007781983,14.353091120068493
2000-09-22,30.625,29.75,30.25,30.375,3025300.0,18.718313217163086,18.130320612589518,17.46430488586426,16.397412633895875,14.376815153204877
2000-09-25,30.739999771118164,29.600000381469727,30.700000762939453,30.0,1191900.0,18.487224578857422,18.209918467203774,17.51027961730957,16.42610424041748,14.399033582532729
2000-09-26,32.5,29.350000381469727,29.350000381469727,32.0,2966700.0,19.719709396362305,18.36397844950358,17.59317964553833,16.46253839492798,14.427639366478049
2000-09-27,33.599998474121094,32.75,33.25,32.86000061035156,3100200.0,20.249675750732422,18.527693049112955,17.687446269989014,16.50503583908081,14.458773250885825
2000-09-28,32.9900016784668,31.799999237060547,32.84000015258789,32.060001373291016,1869000.0,19.75668716430664,18.604620615641277,17.77108585357666,16.543367204666136,14.48695364404232
2000-09-29,33.27000045776367,31.700000762939453,32.0,32.93000030517578,1554300.0,20.292814254760742,18.72756093343099,17.848568992614744,16.58744164466858,14.51767248325247
2000-10-02,32.4900016784668,31.600000381469727,32.099998474121094,32.099998474121094,991900.0,19.781333923339844,18.82153778076172,17.92119323730469,16.62601947784424,14.545375964516088
2000-10-03,33.380001068115234,31.969999313354492,32.0,32.65999984741211,1428500.0,20.126428604125977,18.95135917663574,17.99765037536621,16.667284450531007,14.574596135404098
2000-10-04,34.0,32.65999984741211,32.65999984741211,33.06999969482422,1578100.0,20.379087448120117,19.090321858723957,18.0714884185791,16.713367195129393,14.60482786099116
2000-10-05,33.25,32.150001525878906,32.5,32.650001525878906,991900.0,20.12026023864746,19.22486775716146,18.136313819885252,16.758007259368895,14.633405230823577
2000-10-06,32.81999969482422,30.950000762939453,32.650001525878906,31.780000686645508,1754200.0,19.584135055541992,19.315968577067057,18.194252815246582,16.799959087371825,14.658924456724186
2000-10-09,33.70000076293945,31.889999389648438,31.950000762939453,33.09000015258789,1309700.0,20.391408920288086,19.47115821838379,18.25836326599121,16.853802309036254,14.68832181294759
