Date,High,Low,Open,Close,Volume,Adj Close,AFL-15ma,AFL-50ma,AFL-100ma,AFL-200ma
2000-01-27,10.75,10.15625,10.75,10.296875,3049200.0,7.121545791625977,7.112899398803711,7.191787110434638,7.191787110434638,7.191787110434638
2000-01-28,10.71875,10.125,10.171875,10.5,5180800.0,7.262032508850098,7.087684249877929,7.19548423666703,7.19548423666703,7.19548423666703
2000-01-31,10.96875,10.265625,10.515625,10.859375,4684800.0,7.510581016540527,7.068952751159668,7.211239075660705,7.211239075660705,7.211239075660705
2000-02-01,11.171875,10.953125,10.96875,11.078125,5557200.0,7.661873817443848,7.091286532084147,7.232697872888474,7.232697872888474,7.232697872888474
2000-02-02,11.09375,10.8125,11.03125,11.09375,3375200.0,7.672682762145996,7.12442684173584,7.252697186036543,7.252697186036543,7.252697186036543
2000-02-03,11.265625,10.65625,11.0,11.234375,3780000.0,7.76993989944458,7.171975835164388,7.2751859996629795,7.2751859996629795,7.2751859996629795
2000-02-04,11.0625,10.859375,11.0625,10.984375,3072000.0,7.597033500671387,7.197191015879313,7.288596312204997,7.288596312204997,7.288596312204997
2000-02-07,10.921875,10.46875,10.921875,10.6875,2473600.0,7.391707897186279,7.195029544830322,7.2927207756042485,7.2927207756042485,7.2927207756042485
2000-02-08,10.71875,10.4375,10.515625,10.484375,4169200.0,7.251225471496582,7.217363357543945,7.291124802369338,7.291124802369338,7.291124802369338
2000-02-09,10.484375,10.296875,10.484375,10.328125,1819200.0,7.143157482147217,7.259869448343912,7.28564453125,7.28564453125,7.28564453125
2000-02-10,10.328125,10.03125,10.265625,10.3125,4403200.0,7.132347106933594,7.266353066762289,7.2801696232387,7.2801696232387,7.2801696232387
2000-02-11,10.359375,9.921875,10.28125,9.96875,3494800.0,6.894608497619629,7.279321066538492,7.266874412010456,7.266874412010456,7.266874412010456
2000-02-14,10.078125,9.75,9.96875,9.765625,3332400.0,6.754118919372559,7.287966283162435,7.249782562255859,7.249782562255859,7.249782562255859
2000-02-15,9.875,9.75,9.765625,9.765625,4604800.0,6.7671122550964355,7.278746159871419,7.234212552347491,7.234212552347491,7.234212552347491
2000-02-16,9.984375,9.640625,9.828125,9.6875,1846800.0,6.712977886199951,7.24286298751831,7.21792396903038,7.21792396903038,7.21792396903038
2000-02-17,9.75,9.390625,9.75,9.453125,2165200.0,6.55056619644165,7.204797681172689,7.197701006224661,7.197701006224661,7.197701006224661
2000-02-18,9.59375,9.234375,9.375,9.421875,3086000.0,6.528908729553223,7.155922762552897,7.178030645146089,7.178030645146089,7.178030645146089
2000-02-22,9.484375,9.25,9.453125,9.3125,2364800.0,6.453116416931152,7.085425122578939,7.157318810054234,7.157318810054234,7.157318810054234
2000-02-23,9.40625,9.0625,9.25,9.15625,4734800.0,6.344844341278076,6.997623157501221,7.1347500748104515,7.1347500748104515,7.1347500748104515
2000-02-24,9.140625,8.734375,9.140625,8.90625,3266400.0,6.171607494354248,6.897551472981771,7.108719194257581,7.108719194257581,7.108719194257581
2000-02-25,9.015625,8.734375,9.0,8.765625,2985200.0,6.074162006378174,6.7844996134440105,7.0814940051028605,7.0814940051028605,7.0814940051028605
2000-02-28,9.25,8.640625,8.734375,9.234375,5202400.0,6.398983478546143,6.704629611968994,7.06399373519115,7.06399373519115,7.06399373519115
2000-02-29,9.34375,8.796875,9.25,9.140625,3695200.0,6.3340163230896,6.634116840362549,7.045744299888611,7.045744299888611,7.045744299888611
2000-03-01,9.234375,8.984375,9.140625,9.234375,3526800.0,6.398983478546143,6.5773007074991865,7.029969645709526,7.029969645709526,7.029969645709526
2000-03-02,9.3125,8.78125,9.234375,9.0625,2867600.0,6.279881954193115,6.519749005635579,7.012110414959135,7.012110414959135,7.012110414959135
2000-03-03,9.3125,9.015625,9.125,9.15625,2520800.0,6.344844341278076,6.467248821258545,6.996592599292134,6.996592599292134,6.996592599292134
2000-03-06,9.140625,8.921875,9.109375,9.046875,2285600.0,6.269053936004639,6.425545183817546,6.980057629671964,6.980057629671964,6.980057629671964
2000-03-07,9.0,8.640625,9.0,8.703125,5722400.0,6.0308518409729,6.377327378590902,6.958964167700874,6.958964167700874,6.958964167700874
2000-03-08,8.8125,8.640625,8.6875,8.71875,6801200.0,6.041678428649902,6.328965123494466,6.939023173373679,6.939023173373679,6.939023173373679
2000-03-09,8.859375,8.5,8.546875,8.8125,4529200.0,6.106642723083496,6.288542779286702,6.921312951027079,6.921312951027079,6.921312951027079
2000-03-10,8.921875,8.71875,8.84375,8.78125,2236000.0,6.084988594055176,6.257504272460937,6.903889526923497,6.903889526923497,6.903889526923497
2000-03-13,8.765625,8.390625,8.75,8.59375,2460400.0,5.955058574676514,6.219247595469157,6.8845256299388655,6.8845256299388655,6.8845256299388655
2000-03-14,9.28125,8.546875,8.546875,8.953125,3939600.0,6.204092502593994,6.202646001180013,6.870916967391968,6.870916967391968,6.870916967391968
2000-03-15,10.359375,9.0625,9.0625,10.2734375,7438000.0,7.119002819061279,6.25425656636556,6.858546648025513,6.875781395856072,6.875781395856072
2000-03-16,11.125,10.59375,10.734375,11.0,5425600.0,7.6224751472473145,6.350981076558431,6.860352354049683,6.890140891075134,6.890140891075134
2000-03-17,10.890625,10.375,10.875,10.453125,4430800.0,7.243517875671387,6.428938134511312,6.855443344116211,6.896808381350535,6.896808381350535
2000-03-20,10.640625,10.171875,10.46875,10.328125,2761200.0,7.1568989753723145,6.479465834299723,6.845776128768921,6.90162487383242,6.90162487383242
2000-03-21,10.890625,10.25,10.28125,10.84375,2926400.0,7.514199256896973,6.558144696553549,6.840229043960571,6.912762589888139,6.912762589888139
2000-03-22,11.109375,10.75,10.75,11.03125,5593600.0,7.6441330909729,6.641154670715332,6.846574363708496,6.92582277740751,6.92582277740751
2000-03-23,11.296875,10.875,10.875,11.234375,3609200.0,7.784886837005615,6.741488329569498,6.858760538101197,6.940894076698704,6.940894076698704
2000-03-24,11.65625,11.078125,11.078125,11.484375,3843200.0,7.95812463760376,6.849040349324544,6.876788930892944,6.958432534645343,6.958432534645343
2000-03-27,11.4375,10.890625,11.421875,10.96875,2646800.0,7.600818157196045,6.937824630737305,6.884429178237915,6.969320426552983,6.969320426552983
2000-03-28,11.140625,10.828125,11.046875,10.921875,2143200.0,7.568339824676514,7.0403238296508786,6.887313375473022,6.979304083188375,6.979304083188375
2000-03-29,11.296875,10.90625,10.90625,11.1875,2318000.0,7.75240421295166,7.154372215270996,6.904037094116211,6.991977855807445,6.991977855807445
2000-03-30,11.5,11.015625,11.234375,11.125,4233200.0,7.709097385406494,7.2612025260925295,6.928107719421387,7.003544299833236,7.003544299833236
2000-03-31,11.53125,11.015625,11.0625,11.390625,3538800.0,7.893163204193115,7.381747500101725,6.945269126892089,7.017665234823076,7.017665234823076
2000-04-03,11.765625,11.421875,11.5,11.75,3580800.0,8.142191886901855,7.527556387583415,6.974111194610596,7.0352359637618065,7.0352359637618065
2000-04-04,11.875,11.3125,11.75,11.640625,3571600.0,8.066399574279785,7.651710192362468,7.002950372695923,7.051100019308237,7.051100019308237
2000-04-05,11.78125,11.390625,11.4375,11.484375,2367600.0,7.95812463760376,7.707651646931966,7.0240045833587645,7.064842816555139,7.064842816555139
2000-04-06,11.671875,11.40625,11.515625,11.5625,1903600.0,8.012262344360352,7.733637460072836,7.0392253208160405,7.078983406522381,7.078983406522381
2000-04-07,11.578125,11.359375,11.5,11.375,2364800.0,7.882333278656006,7.776225153605143,7.05444107055664,7.0907973752302285,7.0907973752302285
2000-04-10,11.75,11.375,11.375,11.515625,1983200.0,7.979782581329346,7.831084060668945,7.068796072006226,7.103681218796882,7.103681218796882
2000-04-11,11.84375,11.5,11.5,11.765625,1758400.0,8.153018951416016,7.873672040303548,7.081644830703735,7.118671757834298,7.118671757834298
2000-04-12,11.96875,11.734375,11.765625,11.78125,1972400.0,8.163844108581543,7.908319441477458,7.091684236526489,7.133392495168766,7.133392495168766
2000-04-13,11.90625,11.59375,11.796875,11.75,2089600.0,8.142191886901855,7.932139778137207,7.101074419021606,7.147403597831726,7.147403597831726
2000-04-14,11.671875,11.359375,11.46875,11.515625,4502800.0,7.979782581329346,7.9335836410522464,7.1052712726593015,7.158806049660461,7.158806049660461
2000-04-17,11.515625,11.15625,11.375,11.40625,3797600.0,7.903987407684326,7.953794924418132,7.11141035079956,7.168876068012135,7.168876068012135
2000-04-18,11.59375,11.296875,11.375,11.390625,1705600.0,7.893163204193115,7.975449816385905,7.121439456939697,7.178533229827881,7.178533229827881
2000-04-19,11.328125,10.9375,11.328125,11.15625,2978800.0,7.730751991271973,7.974006334940593,7.131029987335205,7.185799266162672,7.185799266162672
2000-04-20,12.03125,11.078125,11.078125,11.890625,3420800.0,8.23963737487793,8.009375667572021,7.152959585189819,7.199485475366766,7.199485475366766
2000-04-24,12.328125,11.578125,11.8125,12.109375,2649200.0,8.391222953796387,8.042579650878906,7.178137102127075,7.2147641609876585,7.2147641609876585
2000-04-25,12.234375,11.9375,12.0,12.203125,2611200.0,8.456182479858398,8.063512357076009,7.209368581771851,7.230478316922731,7.230478316922731
2000-04-26,12.671875,12.25,12.3125,12.546875,6516000.0,8.69438362121582,8.105377960205079,7.248173875808716,7.248777133226395,7.248777133226395
2000-04-27,12.390625,12.015625,12.375,12.125,6027600.0,8.402045249938965,8.134972667694091,7.280872535705567,7.2630150112105,7.2630150112105
2000-04-28,12.21875,11.671875,12.0,12.203125,6755600.0,8.456182479858398,8.164567343393962,7.315736627578735,7.27756583399889,7.27756583399889
2000-05-01,12.390625,12.0,12.140625,12.078125,3153200.0,8.369564056396484,8.197049395243328,7.352116584777832,7.290722439088017,7.290722439088017
2000-05-02,12.0625,11.703125,11.703125,11.96875,3764000.0,8.293771743774414,8.217982006072997,7.387413845062256,7.302663502239046,7.302663502239046
2000-05-03,11.859375,11.453125,11.75,11.453125,2470000.0,7.936473846435547,8.203545665740966,7.417080993652344,7.31012009452371,7.31012009452371
2000-05-04,11.484375,11.328125,11.421875,11.390625,2143600.0,7.893163204193115,8.185500272115071,7.448047370910644,7.316899665566378,7.316899665566378
2000-05-05,11.4375,11.25,11.390625,11.375,1541200.0,7.882333278656006,8.168176364898681,7.48226188659668,7.323398902498442,7.323398902498442
2000-05-08,11.671875,11.375,11.625,11.5,2582400.0,7.968954086303711,8.167454465230305,7.520157728195191,7.330734756859866,7.330734756859866
2000-05-09,11.703125,11.421875,11.46875,11.6875,3561600.0,8.098884582519531,8.18044761021932,7.554155750274658,7.33936565377739,7.33936565377739
2000-05-10,12.0,11.53125,11.6875,11.890625,2726400.0,8.23963737487793,8.203545888264975,7.592268171310425,7.34936867290073,7.34936867290073
2000-05-11,12.078125,11.6875,11.75,11.765625,1847200.0,8.153018951416016,8.231697018941244,7.627348880767823,7.358199994642656,7.358199994642656
2000-05-12,12.0625,11.75,11.765625,11.9375,1921600.0,8.27211856842041,8.233862431844075,7.667193613052368,7.368133892183718,7.368133892183718
2000-05-15,12.203125,12.015625,12.015625,12.203125,2140400.0,8.456182479858398,8.238193066914876,7.709420375823974,7.379833339363016,7.379833339363016
2000-05-16,12.34375,11.953125,11.953125,12.25,1836400.0,8.503472328186035,8.241345723470053,7.754108743667603,7.391786945627091,7.391786945627091
2000-05-17,12.109375,11.796875,12.0625,12.0625,1932000.0,8.373315811157227,8.219941202799479,7.800958023071289,7.402118828422145,7.402118828422145
2000-05-18,12.609375,12.078125,12.078125,12.5,3196000.0,8.677014350891113,8.23827247619629,7.853664741516114,7.41539899011453,7.41539899011453
2000-05-19,12.390625,12.03125,12.25,12.140625,2253600.0,8.427549362182617,8.23636360168457,7.9000828742980955,7.425833530032758,7.425833530032758
2000-05-22,12.71875,12.234375,12.25,12.609375,3333600.0,8.752939224243164,8.261921946207682,7.953441886901856,7.439375424871639,7.439375424871639
2000-05-23,12.984375,12.4375,12.59375,12.75,3376000.0,8.850554466247559,8.299040794372559,8.011351804733277,7.453629758622911,7.453629758622911
2000-05-24,12.8125,12.390625,12.71875,12.671875,3185600.0,8.796326637268066,8.356364313761393,8.063196487426758,7.467056727409362,7.467056727409362
2000-05-25,12.640625,12.46875,12.546875,12.5625,2471200.0,8.7204008102417,8.411513487497965,8.095224447250366,7.47688554763794,7.479466074764138
2000-05-26,12.828125,12.625,12.625,12.71875,1814800.0,8.828862190246582,8.474615414937338,8.119352188110351,7.489852271080017,7.492695448445339
2000-05-30,13.03125,12.65625,12.71875,12.84375,2730800.0,8.915633201599121,8.537727355957031,8.152794494628907,7.504118919372559,7.506510378087609
2000-05-31,13.109375,12.75,12.84375,12.921875,1733600.0,8.969865798950195,8.595792770385742,8.189053831100464,7.517414979934692,7.52058110328821
2000-06-01,13.28125,12.828125,12.859375,13.265625,3285200.0,9.208481788635254,8.660382397969563,8.22293948173523,7.5315842628479,7.536656347910563
2000-06-02,13.484375,13.09375,13.375,13.203125,2482800.0,9.165096282958984,8.727854220072429,8.253358745574952,7.549966554641724,7.552018988807246
2000-06-05,13.15625,12.6875,13.125,12.796875,1820400.0,8.883096694946289,8.768586095174154,8.275322942733764,7.567041740417481,7.564458967369293
2000-06-06,13.078125,12.90625,12.96875,12.9375,2246000.0,8.98071002960205,8.803554598490397,8.29577465057373,7.586281790733337,7.577572403130708
2000-06-07,13.140625,12.859375,12.9375,13.03125,1249600.0,9.045788764953613,8.839709027608235,8.324674062728882,7.604551620483399,7.591042278009817
2000-06-08,13.078125,12.71875,13.046875,12.890625,1884800.0,8.948169708251953,8.878032620747884,8.352270660400391,7.619792017936707,7.603379800102927
2000-06-09,12.90625,12.5625,12.828125,12.65625,887600.0,8.78547477722168,8.885263315836589,8.37293207168579,7.638484582901001,7.614029304401295
2000-06-12,12.84375,12.484375,12.65625,12.546875,2614400.0,8.709551811218262,8.904063479105632,8.392941160202026,7.660524439811707,7.623810755355017
2000-06-13,12.765625,12.53125,12.53125,12.6875,2134400.0,8.807172775268555,8.907679049173991,8.411221351623535,7.678245239257812,7.634282985619739
2000-06-14,12.828125,12.5,12.6875,12.578125,2389200.0,8.731245040893555,8.899725087483723,8.423002414703369,7.698556804656983,7.643905459788808
2000-06-15,12.65625,12.203125,12.609375,12.3125,1945200.0,8.546858787536621,8.883093897501627,8.432611598968506,7.717780985832214,7.65175722785618
2000-06-16,12.328125,11.859375,12.3125,11.953125,2179600.0,8.297395706176758,8.854893557230632,8.439397020339966,7.731700801849366,7.657323076807219
2000-06-19,12.03125,11.765625,11.875,11.9375,2890000.0,8.286550521850586,8.818739446004232,8.44488278388977,7.742054052352906,7.662701089158017
2000-06-20,11.828125,11.40625,11.8125,11.484375,3714000.0,7.97200870513916,8.755831146240235,8.446676292419433,7.750558681488037,7.665322340140908
2000-06-21,11.859375,11.515625,11.5625,11.765625,3586000.0,8.167236328125,8.702322514851888,8.450425367355347,7.759610719680786,7.669540104745817
2000-06-22,11.8125,11.59375,11.625,11.765625,2030400.0,8.167236328125,8.63290615081787,8.450709714889527,7.7661772727966305,7.673687573273977
2000-06-23,12.09375,11.765625,11.8125,11.828125,1358400.0,8.210624694824219,8.569274711608887,8.45164532661438,7.7716647815704345,7.678125070146293
2000-06-26,11.828125,11.625,11.8125,11.671875,1841600.0,8.10216236114502,8.517212422688802,8.450844736099244,7.775959577560425,7.681600785646283
2000-06-27,11.9375,11.640625,11.6875,11.90625,1737200.0,8.26485538482666,8.469488779703775,8.45654619216919,7.780908732414246,7.686342692956692
2000-06-28,12.0,11.8125,11.84375,11.94921875,2262400.0,8.294683456420898,8.419415092468261,8.46436011314392,7.787885231971741,7.691248666855596
2000-06-29,11.90625,11.5,11.90625,11.5,2935600.0,7.982850551605225,8.355060482025147,8.466153860092163,7.79379665851593,7.6935814819335935
2000-06-30,11.75,11.421875,11.5,11.484375,2606800.0,7.97200870513916,8.300829410552979,8.470978994369506,7.801004490852356,7.695791221800304
2000-07-03,11.75,11.328125,11.421875,11.734375,805200.0,8.145546913146973,8.263229084014892,8.469097185134888,7.811028385162354,7.6993326051967355
2000-07-05,11.828125,11.265625,11.734375,11.265625,8203200.0,7.820159912109375,8.197428226470947,8.457675924301148,7.817906513214111,7.70027656853199
2000-07-06,11.453125,11.265625,11.3125,11.34375,3324800.0,7.874390602111816,8.140304597218831,8.446040086746216,7.827704334259034,7.701626289722531
2000-07-07,11.96875,11.390625,11.40625,11.890625,2621600.0,8.254011154174805,8.120781421661377,8.437232637405396,7.842703256607056,7.7058754040644715
2000-07-10,12.203125,11.796875,11.875,12.078125,3447200.0,8.384163856506348,8.126565965016683,8.436875009536744,7.858873772621155,7.711053178510593
2000-07-11,12.46875,12.109375,12.125,12.390625,3369200.0,8.601091384887695,8.147535355885823,8.439773187637329,7.877754907608033,7.7177958921952685
2000-07-12,12.859375,12.4375,12.5,12.640625,4044000.0,8.774632453918457,8.201043605804443,8.447874555587768,7.8999955701828,7.725742031757097
2000-07-13,12.96875,12.609375,12.625,12.9375,5226800.0,8.98071002960205,8.255275185902914,8.461613321304322,7.9245135831832885,7.735107464576835
2000-07-14,13.0,12.828125,12.875,12.96875,2264800.0,9.002403259277344,8.31095298131307,8.482931909561158,7.95000645160675,7.744494840833876
2000-07-17,12.921875,12.46875,12.90625,12.546875,4246000.0,8.709551811218262,8.344214789072673,8.49925968170166,7.973653526306152,7.751590847969055
2000-07-18,12.5625,12.09375,12.5,12.15625,2464400.0,8.438394546508789,8.366630268096923,8.510380907058716,7.996321396827698,7.756604013651827
2000-07-19,12.328125,12.125,12.203125,12.25,1682800.0,8.503472328186035,8.382538064320881,8.521071271896362,8.020614500045776,7.762016102887582
2000-07-20,12.625,12.3125,12.359375,12.53125,1302800.0,8.698704719543457,8.40947281519572,8.533067674636841,8.04361171245575,7.7687548699138835
2000-07-21,12.578125,12.390625,12.578125,12.4375,1799200.0,8.633628845214844,8.452858034769694,8.54094750404358,8.066607837677003,7.7749325411660335
2000-07-24,12.84375,12.421875,12.4375,12.765625,1866000.0,8.861398696899414,8.512150700887045,8.555115098953246,8.091231989860535,7.782637974894639
2000-07-25,12.890625,12.59375,12.625,12.890625,1566000.0,8.948169708251953,8.565658887227377,8.568636121749877,8.117914867401122,7.7908459448478595
2000-07-26,13.40625,12.859375,12.984375,13.15625,4981600.0,9.13255786895752,8.653152084350586,8.58216362953186,8.145792002677917,7.8002285457157585
2000-07-27,13.578125,13.34375,13.359375,13.40625,3722800.0,9.306098937988281,8.748599306742351,8.598216161727905,8.176162452697755,7.810685978995429
2000-07-28,13.421875,13.234375,13.40625,13.359375,2799600.0,9.2735595703125,8.81656920115153,8.61622103691101,8.20858952999115,7.820774762383823
2000-07-31,13.40625,12.984375,13.390625,12.984375,3015600.0,9.013248443603516,8.858508173624674,8.622945718765259,8.238305230140686,7.8289423903373825
2000-08-01,13.796875,13.046875,13.046875,13.703125,4466000.0,9.51218032836914,8.919247436523438,8.644638338088988,8.272360606193542,7.840392988555285
2000-08-02,13.6875,13.546875,13.6875,13.609375,2954800.0,9.447102546691895,8.964078776041667,8.658521604537963,8.30598174571991,7.851249134218371
2000-08-03,13.9375,13.546875,13.59375,13.828125,2552400.0,9.598946571350098,9.005294545491536,8.673489446640014,8.342420625686646,7.862978647219255
2000-08-04,13.953125,13.34375,13.875,13.890625,2941200.0,9.64233112335205,9.047956403096517,8.690409536361694,8.376803011894227,7.87484099706014
2000-08-07,14.1875,13.703125,13.75,14.125,2794800.0,9.805030822753906,9.120988337198893,8.71210213661194,8.403663291931153,7.887623711137582
2000-08-08,14.015625,13.78125,13.78125,13.875,1944400.0,9.631485939025879,9.200527763366699,8.728154611587524,8.423753399848938,7.899096488952637
2000-08-09,13.78125,13.390625,13.6875,13.765625,2928400.0,9.555561065673828,9.270667012532552,8.74095316886902,8.446873831748963,7.90992305481356
2000-08-10,13.828125,13.578125,13.75,13.609375,2941600.0,9.447102546691895,9.320560201009114,8.750497903823852,8.469775867462157,7.919904739825757
2000-08-11,14.234375,13.65625,13.65625,14.078125,4255600.0,9.77248764038086,9.396484120686848,8.761778020858765,8.492358751296997,7.931856887571273
2000-08-14,14.734375,14.265625,14.265625,14.703125,3510000.0,10.206339836120605,9.486146863301595,8.782602891921997,8.517980818748475,7.946436906472231
2000-08-15,14.546875,14.328125,14.5,14.421875,5108800.0,10.02559757232666,9.557975387573242,8.805452909469604,8.540387926101685,7.9596799680381825
2000-08-16,14.25,13.53125,14.1875,13.765625,4300000.0,9.569393157958984,9.58709774017334,8.817226572036743,8.556500611305237,7.969868026202238
2000-08-17,13.953125,13.671875,13.828125,13.8125,1890400.0,9.601977348327637,9.606822967529297,8.828350343704223,8.576512203216552,7.980132864706172
2000-08-18,13.828125,13.640625,13.78125,13.671875,1656400.0,9.50422191619873,9.622200457255046,8.83947138786316,8.595871024131775,7.9896584212779995
2000-08-21,13.796875,13.375,13.53125,13.78125,1835200.0,9.580253601074219,9.660000801086426,8.85536696434021,8.614149518013,7.999537894444436
2000-08-22,13.921875,13.53125,13.53125,13.796875,1197200.0,9.591117858886719,9.66526330312093,8.87299828529358,8.632969722747802,8.009362462126179
2000-08-23,13.8125,13.46875,13.8125,13.609375,1858400.0,9.460774421691895,9.666174761454265,8.886070318222046,8.64864583492279,8.018266829976275
2000-08-24,13.609375,13.421875,13.546875,13.453125,1190800.0,9.352158546447754,9.649722226460774,8.89848858833313,8.66074550151825,8.026400316052321
2000-08-25,13.515625,13.3125,13.484375,13.421875,1096000.0,9.330427169799805,9.628928629557292,8.914159955978393,8.673385777473449,8.034303509105335
2000-08-28,13.65625,13.359375,13.453125,13.5625,1322800.0,9.428192138671875,9.60380605061849,8.936775884628297,8.68808645248413,8.042700428560556
2000-08-29,13.53125,13.078125,13.53125,13.109375,2332800.0,9.113194465637207,9.569253285725912,8.953308763504028,8.6990957736969,8.049110572495147
2000-08-30,13.6875,12.984375,12.984375,13.546875,2993600.0,9.417322158813477,9.560037358601887,8.982215032577514,8.714445662498473,8.057254689080375
2000-08-31,13.96875,13.390625,13.390625,13.50390625,2288000.0,9.387453079223633,9.556060727437337,9.006619367599487,8.728522367477417,8.065125685471754
2000-09-01,13.578125,13.21875,13.5625,13.359375,1687200.0,9.286979675292969,9.523693529764811,9.029014234542847,8.739861974716186,8.072313061882468
2000-09-05,13.578125,13.265625,13.3125,13.515625,1536400.0,9.395602226257324,9.469644355773926,9.052713785171509,8.752179555892944,8.080051595007467
2000-09-06,13.96875,13.515625,13.515625,13.71875,1516000.0,9.53680419921875,9.437058130900065,9.081406621932983,8.766125679016113,8.088521086892417
2000-09-07,14.53125,14.03125,14.15625,14.375,5010800.0,9.993010520935059,9.465299288431803,9.115969724655152,8.78625795841217,8.099529696337749
2000-09-08,15.0625,14.34375,14.375,15.0625,6246400.0,10.470940589904785,9.523230171203613,9.15949486732483,8.811927490234375,8.113158494576641
2000-09-11,15.265625,14.953125,15.015625,15.25,5671200.0,10.601278305053711,9.596367263793946,9.2118634223938,8.83900864124298,8.12737632206508
2000-09-12,15.328125,15.125,15.21875,15.265625,2944400.0,10.612142562866211,9.665159861246744,9.26466609954834,8.867822546958923,8.141494312069632
2000-09-13,15.34375,14.984375,15.28125,15.078125,4896800.0,10.481799125671387,9.724538612365723,9.311391143798827,8.890244164466857,8.154716373163428
2000-09-14,15.203125,14.96875,15.0625,15.171875,4412400.0,10.546971321105957,9.796951738993327,9.36592737197876,8.911801648139953,8.16815600770243
2000-09-15,15.28125,15.046875,15.25,15.21875,4775600.0,10.579560279846191,9.878778521219889,9.420030765533447,8.933035426139831,8.181627539949044
2000-09-18,15.125,14.703125,15.125,15.046875,6917600.0,10.460074424743652,9.954088338216145,9.464152030944824,8.950692334175109,8.194285578197903
2000-09-19,15.578125,14.890625,14.90625,15.078125,2738000.0,10.481799125671387,10.024328804016113,9.506104736328124,8.971489872932434,8.206923774592784
2000-09-20,15.296875,14.9375,14.984375,15.296875,2443200.0,10.633864402770996,10.125706799825032,9.54676019668579,8.99326669216156,8.220258613209149
2000-09-21,15.375,15.234375,15.25,15.3125,2224400.0,10.644728660583496,10.207533899943034,9.584162120819093,9.01601833820343,8.233507083413379
2000-09-22,15.921875,15.328125,15.328125,15.703125,5218400.0,10.916276931762695,10.309455490112304,9.622873458862305,9.042243390083312,8.248087354328321
2000-09-25,15.953125,15.59375,15.75,15.9375,1980800.0,11.079207420349121,10.428937339782715,9.66440954208374,9.07367072582245,8.263390706036542
2000-09-26,16.875,15.9375,15.9375,16.5,10290800.0,11.470233917236328,10.567246119181315,9.719623184204101,9.109441432952881,8.280631798569875
2000-09-27,16.59375,16.28125,16.4375,16.359375,6410400.0,11.372481346130371,10.68962459564209,9.778304920196533,9.144342913627625,8.297165753369663
2000-09-28,16.40625,16.125,16.375,16.140625,2704400.0,11.220410346984863,10.771451250712078,9.83264368057251,9.176857476234437,8.312714926739956
2000-09-29,16.28125,16.0,16.140625,16.15625,2767600.0,11.231277465820312,10.822140375773111,9.883295135498047,9.208181405067444,8.32815705657636
2000-10-02,16.453125,15.8125,15.96875,16.359375,3186800.0,11.372481346130371,10.873553911844889,9.938072185516358,9.239509844779969,8.344179815995066
2000-10-03,17.0,16.140625,16.25,16.75,4373200.0,11.644033432006836,10.942346636454264,9.993724880218506,9.274419989585876,8.361456536497744
