Date,High,Low,Open,Close,Volume,Adj Close,EQIX-15ma,EQIX-50ma,EQIX-100ma,EQIX-200ma
2000-11-17,220.0,204.0,219.0,212.0,14100.0,176.89260864257812,215.27498372395834,231.6459062194824,270.2142189025879,270.2142189025879
2000-11-20,210.0,202.0,209.0,202.0,5400.0,168.54864501953125,210.60234883626302,227.60741439819336,268.78230941127725,268.78230941127725
2000-11-21,208.0,198.0,203.0,198.0,8200.0,165.21104431152344,204.26091715494792,223.9694337463379,267.3438196182251,267.3438196182251
2000-11-22,200.0,192.0,200.0,192.0,11400.0,160.20462036132812,197.58572387695312,220.4983332824707,265.876159354432,265.876159354432
2000-11-24,196.0,192.0,194.5,193.0,1800.0,161.0390625,191.85618693033854,216.94379287719727,264.4594418293721,264.4594418293721
2000-11-27,212.0,190.0,204.0,192.0,5200.0,160.20462036132812,186.29352518717448,213.43931533813478,263.0693775431315,263.0693775431315
2000-11-28,196.0,172.0,196.0,174.0,3900.0,145.1854248046875,180.17459309895833,209.90146133422851,261.5182729018362,261.5182729018362
2000-11-29,178.0,144.0,174.0,156.0,17000.0,130.166259765625,173.05438334147135,206.49711196899415,259.81240260136593,259.81240260136593
2000-11-30,155.0,136.0,152.0,140.0,10600.0,116.81590270996094,166.49044596354167,203.29301864624023,257.9791141412197,257.9791141412197
2000-12-01,162.0,139.0,140.0,154.0,6800.0,128.4974822998047,160.98341166178386,200.189054107666,256.3401061432271,256.3401061432271
2000-12-04,164.0,155.0,155.0,158.0,2400.0,131.83511352539062,156.53328552246094,197.18521743774414,254.78379373550416,254.78379373550416
2000-12-05,166.0,156.0,162.5,162.0,4700.0,135.17266845703125,152.97318318684896,194.8488981628418,253.30711317651065,253.30711317651065
2000-12-06,162.0,146.0,161.0,154.0,5100.0,128.4974822998047,149.74684143066406,192.47920547485353,251.78504450728255,251.78504450728255
2000-12-07,166.0,144.0,153.0,144.0,13600.0,120.15348815917969,146.52049763997397,189.89256759643555,250.19912214164273,250.19912214164273
2000-12-08,192.0,152.0,152.0,176.0,5700.0,146.8542938232422,145.0185811360677,187.4894984436035,248.9688265664237,248.9688265664237
2000-12-11,186.0,176.0,177.0,176.0,2500.0,146.8542938232422,143.01602681477866,185.68719619750976,247.76747912238625,247.76747912238625
2000-12-12,234.0,176.0,181.5,212.0,10000.0,176.89260864257812,143.5722910563151,184.68591567993164,246.94335272145827,246.94335272145827
2000-12-13,244.0,220.0,235.5,226.0,6600.0,188.57420349121094,145.1298350016276,184.21865188598633,246.27244296019106,246.27244296019106
2000-12-14,234.0,218.0,233.5,224.0,4900.0,186.9054412841797,146.9098897298177,184.15190048217772,245.59781794114545,245.59781794114545
2000-12-15,225.5,214.0,222.5,214.0,2500.0,178.56141662597656,148.0780466715495,184.2186521911621,244.8445999488402,244.8445999488402
2000-12-18,228.0,180.0,227.0,187.0,3100.0,156.03268432617188,147.79991760253907,184.08514846801756,243.8578008863661,243.8578008863661
2000-12-19,190.0,164.0,173.0,178.0,5000.0,148.52308654785156,148.02242838541667,183.75138931274415,242.81016666286595,242.81016666286595
2000-12-20,178.5,150.0,176.0,156.0,8200.0,130.166259765625,148.02242838541667,183.317501373291,241.58577637050462,241.58577637050462
2000-12-21,148.0,126.0,144.0,130.0,16700.0,108.47188568115234,147.4661605834961,183.28412551879882,240.1544442125546,240.1544442125546
2000-12-22,148.0,128.0,146.5,128.0,14100.0,106.8031005859375,146.01986846923828,182.64998184204103,238.73581289737783,238.73581289737783
2000-12-26,142.0,122.0,130.0,126.0,10900.0,105.13429260253906,144.23981374104818,180.71417587280274,237.32948110480058,237.32948110480058
2000-12-27,128.0,112.0,126.0,122.0,6900.0,101.79670715332031,142.0147496541341,178.41123458862305,235.9176813761393,235.9176813761393
2000-12-28,122.0,104.0,120.0,112.0,30800.0,93.45272064208984,139.67843221028645,176.1082922363281,234.44897044073676,234.44897044073676
2000-12-29,152.0,110.0,111.0,140.0,16700.0,116.81590270996094,139.45592651367187,174.1391110229492,233.2486330149125,233.2486330149125
2001-01-02,142.0,108.0,141.5,114.0,13500.0,95.12150573730469,136.00707397460937,172.35349670410156,231.85340950705788,231.85340950705788
2001-01-03,144.0,104.0,110.0,116.0,26100.0,96.7903060913086,132.66947479248046,170.384315032959,230.5027784729004,230.5027784729004
2001-01-04,134.0,112.0,125.5,116.0,9700.0,96.7903060913086,127.3293212890625,167.91449401855468,227.96620491027832,229.17889260773612
2001-01-05,130.0,114.0,120.0,128.0,5000.0,106.8031005859375,121.87791442871094,165.54480102539063,225.83014350891114,227.97912994085573
2001-01-08,130.0,120.0,128.0,126.0,5200.0,105.13429260253906,116.42650451660157,163.1083541870117,223.64401725769042,226.78646161718277
2001-01-09,128.0,114.0,128.0,119.0,2300.0,99.29350280761719,111.14197692871093,160.25470916748046,221.33273139953613,225.5605677824754
2001-01-10,124.0,114.0,121.0,122.0,5600.0,101.79670715332031,107.5262451171875,157.48450378417968,219.14660606384277,224.38186434791203
2001-01-11,130.0,115.0,122.0,124.0,7700.0,103.46549987792969,104.52240600585938,154.78105041503906,216.35971321105956,223.24114392838388
2001-01-12,148.0,125.5,125.5,148.0,17100.0,123.49105834960938,104.077392578125,152.04422119140625,213.5394443511963,222.30890013792805
2001-01-16,168.0,144.0,152.0,160.0,6400.0,133.50387573242188,105.7461919148763,149.5076483154297,211.26987861633302,221.48663139343262
2001-01-17,192.0,166.0,168.0,180.0,6900.0,150.19186401367188,108.63877614339192,147.57184326171875,209.30069648742676,220.83255095875592
2001-01-18,196.0,184.0,189.5,186.0,6800.0,155.19822692871094,111.97637176513672,145.8029168701172,207.63189750671387,220.2358752857555
2001-01-19,194.0,184.0,188.0,188.0,9100.0,156.86705017089844,115.6477279663086,144.20086975097655,205.76284370422363,219.66498496940545
2001-01-22,200.0,184.0,192.0,192.0,8400.0,160.20462036132812,120.09785461425781,142.66557403564454,203.86041328430176,219.13408885683333
2001-01-23,208.0,190.0,192.5,204.0,4200.0,170.21743774414062,123.65795694986979,141.76442352294922,201.99135932922363,218.70119813902187
2001-01-24,240.0,202.0,216.5,224.0,13100.0,186.9054412841797,129.77688598632812,141.28047241210936,200.07224113464355,218.4222879911724
2001-01-25,224.0,208.0,222.0,208.0,5700.0,173.55503845214844,134.8945348103841,140.77983306884767,197.4856034088135,218.03213799518088
2001-01-26,196.0,176.0,190.0,192.0,7800.0,160.20462036132812,139.12215576171874,140.21244140625,194.8822779083252,217.53362491213042
2001-01-29,204.0,192.0,197.0,194.0,2800.0,161.8734588623047,142.79351298014322,139.91205841064453,192.34570457458497,217.05789699717465
2001-01-30,198.0,188.0,198.0,190.0,2500.0,158.53585815429688,146.3536173502604,139.71180267333983,189.79244316101074,216.56194751545533
2001-01-31,200.0,184.0,193.5,190.0,8200.0,158.53585815429688,150.30310770670573,139.49485900878906,187.53956535339356,216.07433331914308
2001-02-01,198.0,189.0,190.0,192.0,1500.0,160.20462036132812,154.19696858723958,139.16109924316407,185.40350273132324,215.60875237782795
2001-02-02,194.0,188.0,192.0,192.0,1200.0,160.20462036132812,157.97957661946614,138.99421875,183.30081657409667,215.15086698926186
2001-02-05,191.0,172.0,191.0,172.0,2200.0,143.5166778564453,159.3146179199219,138.56033142089845,181.26488258361817,214.56370150456664
2001-02-06,173.0,156.0,160.0,169.0,3200.0,141.0134735107422,159.81525777180988,138.17650848388672,179.3374208831787,213.9657321712835
2001-02-07,196.0,166.0,169.0,196.0,4100.0,163.54225158691406,160.70528361002604,138.226572265625,177.58518257141114,213.55909119882892
2001-02-08,224.0,200.0,210.0,208.0,15300.0,173.55503845214844,161.92907104492187,138.49358062744142,175.96644798278808,213.23905877685547
2001-02-09,216.0,186.0,216.0,198.0,4300.0,165.21104431152344,162.48533732096354,138.89409301757811,174.39777717590331,212.85788405887664
2001-02-12,208.0,188.0,192.0,192.0,2300.0,160.20462036132812,162.48533732096354,139.4948602294922,172.99598609924317,212.4432914313369
2001-02-13,199.0,177.0,196.0,188.0,5700.0,156.86705017089844,161.5953114827474,140.29588317871094,171.79445091247558,212.00910204648972
2001-02-14,189.0,168.0,187.5,174.0,1400.0,145.1854248046875,158.81397705078126,140.6296420288086,170.4093480682373,211.49108904461528
2001-02-15,188.0,164.0,176.0,164.0,3200.0,136.8414764404297,156.36640625,140.72976928710938,168.95749336242676,210.9168612553523
2001-02-16,168.0,128.0,167.0,143.0,39700.0,119.31908416748047,153.6407038370768,140.41269760131837,167.6307978820801,210.2176415829258
2001-02-20,158.0,138.0,144.0,140.0,3400.0,116.81590270996094,150.6368667602539,140.17906600952148,166.3291357421875,209.51005265207002
2001-02-21,138.0,126.0,136.0,128.0,7100.0,106.8031005859375,147.18801625569662,139.91205825805665,164.9023129272461,208.73781992976828
2001-02-22,133.0,120.0,130.0,126.0,4800.0,105.13429260253906,143.62791188557944,139.07765823364258,163.28357833862304,207.96465927807253
2001-02-23,129.0,120.0,126.5,126.0,15200.0,105.13429260253906,139.95655670166016,138.24325820922851,161.96522720336915,207.20295285825375
2001-02-26,129.0,120.0,127.0,122.0,9600.0,101.79670715332031,136.0626958211263,136.74134017944337,160.7136279296875,206.42790693395278
2001-02-27,123.0,116.0,121.5,121.0,11100.0,100.96229553222656,133.22573699951172,134.98910202026366,159.603876953125,205.65808495291827
2001-02-28,123.0,116.0,120.5,120.0,3400.0,100.12789916992188,130.50003204345703,133.25355117797852,158.70272583007812,204.89337346173716
2001-03-01,120.0,99.0,119.0,101.0,15700.0,84.27432250976562,125.2155034383138,131.3678092956543,157.7932307434082,204.02561050524815
2001-03-02,105.0,88.0,103.0,91.0,10700.0,75.93032836914062,118.70718943277994,129.76576217651368,156.92545532226563,203.11064420427596
2001-03-05,97.0,88.0,95.5,93.0,12500.0,77.59911346435547,112.86639404296875,128.34728271484374,156.04933601379395,202.22049150399283
2001-03-06,136.0,92.0,96.5,96.0,25200.0,80.10231018066406,107.52624003092448,127.34600372314453,155.33175254821776,201.36050431157503
2001-03-07,101.0,92.0,101.0,96.0,7500.0,80.10231018066406,102.4085906982422,126.77861221313476,155.03136886596678,200.51254491205816
2001-03-08,98.0,88.0,97.5,94.0,5700.0,78.43352508544922,97.95846405029297,126.211220703125,154.430601272583,199.66477394104004
2001-03-09,98.0,88.0,96.0,89.0,5000.0,74.26154327392578,93.78646850585938,125.59376571655274,153.15397079467775,198.7999240743703
2001-03-12,90.0,70.5,90.0,76.0,18600.0,63.41432189941406,90.05948435465494,124.8261180114746,151.61867630004883,197.87262542933635
2001-03-13,74.0,64.0,66.0,72.0,14300.0,60.076744079589844,86.27687377929688,124.15859848022461,150.13344535827636,196.9352384813789
2001-03-14,71.0,64.0,68.5,65.0,10600.0,54.23594284057617,82.77239659627278,122.90699928283692,148.52305515289308,195.97105405137344
2001-03-15,72.0,62.0,68.0,62.0,14600.0,51.732749938964844,79.21229375203451,122.03922416687011,147.19636043548584,195.0030117418942
2001-03-16,66.0,50.0,64.0,56.0,11000.0,46.72636032104492,75.3184315999349,121.03794525146485,145.7111301422119,194.01450073242188
2001-03-19,67.0,59.0,59.0,62.0,16300.0,51.732749938964844,71.9808344523112,120.13679412841798,144.02564407348632,193.07223748213408
2001-03-20,66.0,63.0,65.5,65.0,19400.0,54.23594284057617,68.86574427286784,119.08545097351075,142.3151259994507,192.15884080686067
2001-03-21,66.0,62.0,65.0,64.0,12900.0,53.40155029296875,65.75065434773764,118.05079612731933,140.57957515716552,191.25193041134503
2001-03-22,66.0,64.0,65.0,65.0,5400.0,54.23594284057617,63.748095703125,117.14964492797851,138.7021770477295,190.36221620634004
2001-03-23,66.0,62.0,64.0,65.0,10200.0,54.23594284057617,62.30180333455404,116.19842964172364,136.84146671295167,189.48398218462543
2001-03-26,65.0,62.0,64.5,64.0,2300.0,53.40155029296875,60.68863245646159,115.19715065002441,134.98910053253175,188.61165890326868
2001-03-27,65.0,52.0,64.0,52.0,6700.0,43.38875961303711,58.24106241861979,113.59510467529297,132.8196629333496,187.68667228358566
2001-03-28,56.5,44.0,48.0,50.0,15400.0,41.71995544433594,55.68223876953125,111.75942626953125,130.63353729248047,186.76283230359041
2001-03-29,56.0,44.0,53.0,45.0,20300.0,37.54796600341797,52.95653483072917,109.50654830932618,128.53919578552245,185.82437402497297
2001-03-30,48.0,34.0,48.0,40.0,31200.0,33.37596893310547,50.23082987467448,107.07010314941407,126.43651000976563,184.8715714931488
2001-04-02,46.0,32.0,44.0,36.0,17500.0,30.038372039794922,48.00576655069987,104.53352958679199,124.36719966888428,183.90987460213418
2001-04-03,40.0,32.0,38.0,35.0,26200.0,29.203975677490234,45.9475819905599,101.91351669311524,122.28954536437988,182.95489991741417
2001-04-04,40.0,32.0,38.0,33.0,13100.0,27.53516960144043,44.16753044128418,99.05987133026123,120.41214742660523,182.00140463940204
2001-04-05,36.0,31.0,36.0,33.0,25600.0,27.53516960144043,42.55435841878255,95.87246589660644,118.57646915435791,181.0595373525852
2001-04-06,33.0,16.0,33.0,19.0,91300.0,15.853580474853516,40.49617309570313,92.71843673706054,116.7491349029541,180.05828912908382
2001-04-09,29.440000534057617,23.040000915527344,26.559999465942383,29.440000534057617,36300.0,24.564708709716797,38.68497034708659,90.00563850402833,115.10903995513917,179.1215808133045
2001-04-10,41.599998474121094,33.279998779296875,33.279998779296875,35.52000045776367,51500.0,29.63785171508789,37.04509760538737,87.36092636108398,113.63649238586426,178.22646866301577
2001-04-11,44.15999984741211,36.79999923706055,39.68000030517578,43.20000076293945,80400.0,36.04605484008789,35.888064575195315,84.9111302947998,112.31146648406983,177.38015667597452
2001-04-12,45.7599983215332,40.0,44.79999923706055,41.599998474121094,24800.0,34.71100616455078,34.586402130126956,82.43463325500488,110.96474613189697,176.5359605191022
2001-04-16,46.400001525878906,43.20000076293945,44.79999923706055,44.15999984741211,26100.0,36.84706497192383,33.42714360555013,79.9674821472168,109.56429069519044,175.71426113353056
2001-04-17,42.880001068115234,40.31999969482422,41.599998474121094,42.2400016784668,11200.0,35.24502182006836,32.21670837402344,77.4682901763916,108.2312544631958,174.89280359368576
2001-04-18,48.0,43.20000076293945,43.52000045776367,46.720001220703125,28700.0,38.98313903808594,31.92300033569336,75.37761940002441,106.96897541046143,174.10263112533923
2001-04-19,59.20000076293945,51.20000076293945,51.52000045776367,52.15999984741211,41800.0,43.52225875854492,32.04315388997396,73.42779510498048,105.8021517944336,173.34783128506876
2001-04-20,55.36000061035156,46.400001525878906,55.040000915527344,48.0,21200.0,40.05115509033203,32.2100331624349,70.95797317504883,104.59227272033691,172.58175843337486
2001-04-23,48.959999084472656,38.08000183105469,48.0,39.36000061035156,13900.0,32.841957092285156,32.174432373046876,68.14371154785157,103.31864608764648,171.78324528285435
2001-04-24,41.599998474121094,38.400001525878906,39.36000061035156,41.279998779296875,9900.0,34.443992614746094,32.46814041137695,65.52837051391602,102.21123176574707,171.00290861996737
2001-04-25,43.52000045776367,40.0,40.959999084472656,40.63999938964844,15900.0,33.909976959228516,32.781873830159505,63.00247764587402,101.2486689376831,170.22837228290106
2001-04-26,41.599998474121094,40.0,41.279998779296875,40.0,5600.0,33.37596893310547,33.17126045227051,60.532656021118164,100.41426959991455,169.4595385562168
2001-04-27,44.47999954223633,39.68000030517578,41.599998474121094,41.599998474121094,16500.0,34.71100616455078,33.64964955647786,58.32316764831543,99.47640483856202,168.70675345905667
2001-04-30,44.15999984741211,40.63999938964844,43.52000045776367,42.2400016784668,15000.0,35.24502182006836,34.94241231282552,56.2912385559082,98.51050392150879,167.96529939439563
2001-05-01,44.15999984741211,40.959999084472656,43.20000076293945,42.2400016784668,15500.0,35.24502182006836,35.654433186848955,54.60975730895996,97.51122745513916,167.2320381923275
2001-05-02,61.119998931884766,42.2400016784668,43.52000045776367,55.36000061035156,25600.0,46.19232940673828,36.75806503295898,53.19728584289551,96.6881759262085,166.56698484735173
2001-05-03,57.279998779296875,48.0,56.959999084472656,54.400001525878906,12500.0,45.391319274902344,37.381082661946614,51.9690502166748,95.94055423736572,165.90482274039846
2001-05-04,54.400001525878906,48.63999938964844,54.400001525878906,51.84000015258789,14200.0,43.25525665283203,37.95069936116536,50.73146949768066,94.90456386566161,165.2382490116617
2001-05-07,52.79999923706055,47.68000030517578,52.47999954223633,50.560001373291016,14200.0,42.187225341796875,38.30671005249023,49.47252815246582,93.85789318084717,164.57310834317593
2001-05-08,54.400001525878906,50.560001373291016,50.560001373291016,51.84000015258789,5700.0,43.25525665283203,38.84072570800781,48.30169914245605,92.5215196609497,163.92086182871174
2001-05-09,52.15999984741211,48.0,52.15999984741211,48.959999084472656,4500.0,40.8521842956543,38.965328725179035,47.09949691772461,91.04429946899414,163.26274055848148
2001-05-10,50.880001068115234,47.36000061035156,49.91999816894531,48.0,6500.0,40.05115509033203,38.73392181396484,45.89796203613281,89.57575660705567,162.60735978471473
2001-05-11,49.91999816894531,38.400001525878906,49.91999816894531,44.47999954223633,20200.0,37.11406707763672,38.538115946451825,44.95475692749024,88.16128311157226,161.9433741090159
2001-05-14,45.439998626708984,32.0,45.439998626708984,37.119998931884766,21000.0,30.972898483276367,38.41351203918457,44.05560832977295,86.91068525314331,161.25405581624884
2001-05-15,41.599998474121094,37.7599983215332,37.7599983215332,40.63999938964844,12100.0,33.909976959228516,38.3779109954834,43.18182559967041,85.76455415725708,160.58733289029587
2001-05-16,43.20000076293945,39.040000915527344,39.36000061035156,41.599998474121094,4100.0,34.71100616455078,38.43131294250488,42.273999519348145,84.81000162124634,159.9317270219326
2001-05-17,43.84000015258789,38.400001525878906,41.91999816894531,40.0,6200.0,33.37596893310547,38.43131294250488,41.339472694396974,84.05904245376587,159.2759977054102
2001-05-18,40.959999084472656,37.119998931884766,40.0,38.400001525878906,18300.0,32.04093933105469,38.25330848693848,40.411620979309085,83.31142084121704,158.62014688904753
2001-05-21,45.7599983215332,38.400001525878906,38.720001220703125,44.47999954223633,6600.0,37.11406707763672,38.3779115041097,39.668671455383304,82.63121858596801,157.99703878745055
2001-05-22,47.68000030517578,42.2400016784668,44.79999923706055,46.08000183105469,3900.0,38.449119567871094,38.591518020629884,39.16936740875244,81.99774271011353,157.38710042408533
2001-05-23,47.040000915527344,43.20000076293945,47.040000915527344,45.7599983215332,5600.0,38.18210220336914,38.057502873738606,38.73147457122803,81.44503652572632,156.7819989102746
