Date,High,Low,Open,Close,Volume,Adj Close,AAPL-15ma,AAPL-50ma,AAPL-100ma,AAPL-200ma
2000-01-03,4.017857074737549,3.6316964626312256,3.7455356121063232,3.997767925262451,133949200.0,3.4889047145843506,3.4889047145843506,3.4889047145843506,3.4889047145843506,3.4889047145843506
2000-01-04,3.950892925262451,3.6138393878936768,3.8660714626312256,3.6607143878936768,128094400.0,3.194753885269165,3.341829299926758,3.341829299926758,3.341829299926758,3.341829299926758
2000-01-05,3.9486606121063232,3.6785714626312256,3.705357074737549,3.7142856121063232,194580400.0,3.241507053375244,3.3083885510762534,3.3083885510762534,3.3083885510762534,3.3083885510762534
2000-01-06,3.8214285373687744,3.392857074737549,3.7901785373687744,3.392857074737549,191993200.0,2.960991382598877,3.221539258956909,3.221539258956909,3.221539258956909,3.221539258956909
2000-01-07,3.607142925262451,3.4107143878936768,3.4464285373687744,3.5535714626312256,115183600.0,3.1012487411499023,3.197481155395508,3.197481155395508,3.197481155395508,3.197481155395508
2000-01-10,3.6517856121063232,3.3839285373687744,3.642857074737549,3.4910714626312256,126266000.0,3.0467042922973633,3.172351678212484,3.172351678212484,3.172351678212484,3.172351678212484
2000-01-11,3.549107074737549,3.232142925262451,3.4263393878936768,3.3125,110387200.0,2.8908627033233643,3.132138967514038,3.132138967514038,3.132138967514038,3.132138967514038
2000-01-12,3.4107143878936768,3.0892856121063232,3.392857074737549,3.1138393878936768,244017200.0,2.7174885272979736,3.08030766248703,3.08030766248703,3.08030766248703,3.08030766248703
2000-01-13,3.5267856121063232,3.3035714626312256,3.3744418621063232,3.455357074737549,258171200.0,3.015535593032837,3.0731107658810086,3.0731107658810086,3.0731107658810086,3.0731107658810086
2000-01-14,3.6517856121063232,3.549107074737549,3.5714285373687744,3.5870535373687744,97594000.0,3.1304686069488525,3.078846549987793,3.078846549987793,3.078846549987793,3.078846549987793
2000-01-18,3.7857143878936768,3.5870535373687744,3.607142925262451,3.7120535373687744,114794400.0,3.239558219909668,3.0934567017988726,3.0934567017988726,3.0934567017988726,3.0934567017988726
2000-01-19,3.8839285373687744,3.6919643878936768,3.7723214626312256,3.8058035373687744,149410800.0,3.321375608444214,3.1124499440193176,3.1124499440193176,3.1124499440193176,3.1124499440193176
2000-01-20,4.339285850524902,4.0535712242126465,4.125,4.0535712242126465,457783200.0,3.5376057624816895,3.1451542377471924,3.1451542377471924,3.1451542377471924,3.1451542377471924
2000-01-21,4.080357074737549,3.935267925262451,4.080357074737549,3.9754464626312256,123981200.0,3.469424247741699,3.1683163813182285,3.1683163813182285,3.1683163813182285,3.1683163813182285
2000-01-24,4.026785850524902,3.7544643878936768,3.872767925262451,3.794642925262451,110219200.0,3.3116347789764404,3.1778709411621096,3.1778709411621096,3.1778709411621096,3.1778709411621096
2000-01-25,4.0401787757873535,3.65625,3.75,4.0089287757873535,124286400.0,3.4986448287963867,3.1785202821095786,3.1979193091392517,3.1979193091392517,3.1979193091392517
2000-01-26,4.078125,3.919642925262451,3.9285714626312256,3.935267925262451,91789600.0,3.4343602657318115,3.194494040807088,3.21182760070352,3.21182760070352,3.21182760070352
2000-01-27,4.035714149475098,3.8214285373687744,3.8861606121063232,3.9285714626312256,85036000.0,3.428516149520874,3.2069613138834634,3.223865853415595,3.223865853415595,3.223865853415595
2000-01-28,3.9598214626312256,3.59375,3.8638393878936768,3.6294643878936768,105837200.0,3.1674816608428955,3.2207273324330647,3.2208982643328214,3.2208982643328214,3.2208982643328214
2000-01-31,3.7098214626312256,3.375,3.607142925262451,3.705357074737549,175420000.0,3.2337148189544678,3.2295584042867023,3.221539092063904,3.221539092063904,3.221539092063904
2000-02-01,3.75,3.5714285373687744,3.7142856121063232,3.580357074737549,79508800.0,3.124624729156494,3.2347531000773113,3.2169241224016463,3.2169241224016463,3.2169241224016463
2000-02-02,3.6473214626312256,3.4642856121063232,3.5982143878936768,3.529017925262451,116048800.0,3.0798213481903076,3.2473503430684407,3.2106921781193125,3.2106921781193125,3.2106921781193125
2000-02-03,3.7232143878936768,3.580357074737549,3.5825893878936768,3.689732074737549,118798400.0,3.220078229904175,3.2808563232421877,3.21110026732735,3.21110026732735,3.21110026732735
2000-02-04,3.9285714626312256,3.700892925262451,3.7120535373687744,3.857142925262451,106330000.0,3.3661792278289795,3.3042325655619305,3.217561890681585,3.217561890681585,3.217561890681585
2000-02-07,4.080357074737549,3.783482074737549,3.857142925262451,4.073660850524902,110266800.0,3.555138111114502,3.3325438658396402,3.2310649394989013,3.2310649394989013,3.2310649394989013
2000-02-08,4.1473212242126465,3.9732143878936768,4.0714287757873535,4.1026787757873535,102160800.0,3.5804622173309326,3.3552707990010577,3.244503296338595,3.244503296338595,3.244503296338595
2000-02-09,4.183035850524902,4.015625,4.075892925262451,4.0223212242126465,74841200.0,3.5103328227996826,3.367867946624756,3.2543488343556723,3.2543488343556723,3.2543488343556723
2000-02-10,4.066964149475098,3.9285714626312256,4.03125,4.0535712242126465,75745600.0,3.5376057624816895,3.367867946624756,3.2644651532173157,3.2644651532173157,3.2644651532173157
