Date,High,Low,Open,Close,Volume,Adj Close,UNH-15ma,UNH-50ma,UNH-100ma,UNH-200ma
2000-01-03,6.7578125,6.6171875,6.640625,6.71875,3431200.0,5.742215633392334,5.742215633392334,5.742215633392334,5.742215633392334,5.742215633392334
2000-01-04,6.78125,6.6171875,6.671875,6.6328125,5997600.0,5.668768405914307,5.70549201965332,5.70549201965332,5.70549201965332,5.70549201965332
2000-01-05,6.7734375,6.578125,6.640625,6.6171875,10562400.0,5.655413627624512,5.688799222310384,5.688799222310384,5.688799222310384,5.688799222310384
2000-01-06,6.9375,6.609375,6.625,6.859375,15300000.0,5.862398624420166,5.73219907283783,5.73219907283783,5.73219907283783,5.73219907283783
2000-01-07,7.6875,7.109375,7.1875,7.6640625,16160800.0,6.550130367279053,5.895785331726074,5.895785331726074,5.895785331726074,5.895785331726074
2000-01-10,7.734375,7.4765625,7.7265625,7.53125,9336000.0,6.436624050140381,5.985925118128459,5.985925118128459,5.985925118128459,5.985925118128459
2000-01-11,7.6640625,7.3359375,7.375,7.546875,9988000.0,6.449976444244385,6.052218164716448,6.052218164716448,6.052218164716448,6.052218164716448
2000-01-12,7.625,7.4375,7.484375,7.4765625,6378400.0,6.389883518218994,6.094426333904266,6.094426333904266,6.094426333904266,6.094426333904266
2000-01-13,7.7421875,7.4765625,7.515625,7.7109375,6981600.0,6.590194225311279,6.149511655171712,6.149511655171712,6.149511655171712,6.149511655171712
2000-01-14,7.8515625,7.6875,7.75,7.703125,9292800.0,6.583516597747803,6.192912149429321,6.192912149429321,6.192912149429321,6.192912149429321
2000-01-18,7.625,7.28125,7.53125,7.375,5514400.0,6.303082466125488,6.202927632765337,6.202927632765337,6.202927632765337,6.202927632765337
2000-01-19,7.5546875,7.3125,7.3125,7.4375,7730400.0,6.356497287750244,6.215725104014079,6.215725104014079,6.215725104014079,6.215725104014079
2000-01-20,7.625,7.3125,7.4375,7.625,8457600.0,6.516746520996094,6.23888059762808,6.23888059762808,6.23888059762808,6.23888059762808
2000-01-21,7.625,7.21875,7.625,7.296875,12880800.0,6.236312389373779,6.238697154181344,6.238697154181344,6.238697154181344,6.238697154181344
2000-01-24,7.2578125,6.8203125,7.171875,6.8984375,9503200.0,5.895786285400391,6.215836429595948,6.215836429595948,6.215836429595948,6.215836429595948
2000-01-25,7.0234375,6.8203125,6.9375,6.8984375,8416000.0,5.895786285400391,6.226074473063151,6.195833295583725,6.195833295583725,6.195833295583725
2000-01-26,7.0390625,6.8125,6.8125,6.8828125,8797600.0,5.882431983947754,6.240318711598714,6.177397924311021,6.177397924311021,6.177397924311021
2000-01-27,6.9140625,6.734375,6.8828125,6.7734375,9053600.0,5.788954734802246,6.24922145207723,6.155817747116089,6.155817747116089,6.155817747116089
2000-01-28,6.828125,6.53125,6.53125,6.578125,12754400.0,5.6220293045043945,6.233196830749511,6.127723618557579,6.127723618557579,6.127723618557579
2000-01-31,6.90625,6.5703125,6.578125,6.625,4790400.0,5.6620917320251465,6.173994255065918,6.104442024230957,6.104442024230957,6.104442024230957
2000-02-01,6.9296875,6.640625,6.6875,6.8046875,3984000.0,5.815662384033203,6.1325968106587725,6.090690612792969,6.090690612792969,6.090690612792969
2000-02-02,7.0625,6.859375,6.859375,6.984375,6660000.0,5.969232559204102,6.100547218322754,6.085169792175293,6.085169792175293,6.085169792175293
2000-02-03,7.0,6.8828125,6.921875,6.921875,13720800.0,5.915817737579346,6.068942832946777,6.0778066593667734,6.0778066593667734,6.0778066593667734
2000-02-04,7.1015625,6.953125,6.953125,7.09375,7199200.0,6.062708854675293,6.033777141571045,6.077177584171295,6.077177584171295,6.077177584171295
2000-02-07,7.3125,6.9765625,7.0,7.2734375,11616800.0,6.216280937194824,6.009294764200846,6.082741718292237,6.082741718292237,6.082741718292237
2000-02-08,7.140625,6.96875,7.0,7.0,8325600.0,5.9825873374938965,5.9879284222920734,6.078889626723069,6.078889626723069,6.078889626723069
2000-02-09,7.0859375,6.71875,7.0625,6.7421875,7526400.0,5.7622456550598145,5.948311646779378,6.067162072217023,6.067162072217023,6.067162072217023
2000-02-10,7.5546875,7.1328125,7.234375,7.234375,20888000.0,6.182897090911865,5.926055018107096,6.071295465741839,6.071295465741839,6.071295465741839
2000-02-11,7.390625,6.984375,7.140625,7.0,18896000.0,5.9825873374938965,5.909140014648438,6.068236564767772,6.068236564767772,6.068236564767772
2000-02-14,7.1875,7.046875,7.078125,7.109375,7276000.0,6.076066017150879,5.921158663431803,6.068497546513876,6.068497546513876,6.068497546513876
2000-02-15,7.6796875,7.28125,7.296875,7.421875,16885600.0,6.343145370483398,5.950982602437337,6.077357153738698,6.077357153738698,6.077357153738698
2000-02-16,7.8125,7.4140625,7.4609375,7.6640625,16412800.0,6.550130367279053,5.995495827992757,6.092131316661835,6.092131316661835,6.092131316661835
2000-02-17,8.0859375,7.734375,7.75,7.859375,12419200.0,6.717055320739746,6.057369200388591,6.111068407694499,6.111068407694499,6.111068407694499
2000-02-18,7.8125,7.15625,7.765625,7.234375,15170400.0,6.182897090911865,6.094760386149089,6.113181016024421,6.113181016024421,6.113181016024421
2000-02-22,7.453125,7.2109375,7.25,7.3515625,5828800.0,6.283051013946533,6.136157671610515,6.118034444536481,6.118034444536481,6.118034444536481
2000-02-23,7.3125,7.109375,7.28125,7.15625,9806400.0,6.1161274909973145,6.156188678741455,6.117981473604838,6.117981473604838,6.117981473604838
2000-02-24,7.09375,6.4921875,7.078125,6.578125,13012000.0,5.6220293045043945,6.133041795094808,6.104577360926448,6.104577360926448,6.104577360926448
2000-02-25,6.609375,6.3203125,6.578125,6.40625,9658400.0,5.475137710571289,6.1036631266276045,6.088013159601312,6.088013159601312,6.088013159601312
2000-02-28,6.5546875,6.3125,6.375,6.4296875,8533600.0,5.4951677322387695,6.065827051798503,6.072811994797144,6.072811994797144,6.072811994797144
2000-02-29,6.4921875,6.375,6.3984375,6.390625,7711200.0,5.461780548095703,6.015527025858561,6.0575362086296085,6.0575362086296085,6.0575362086296085
2000-03-01,6.921875,6.2265625,6.390625,6.828125,12564800.0,5.835694313049316,6.005734157562256,6.052125430688625,6.052125430688625,6.052125430688625
2000-03-02,6.875,6.5,6.84375,6.5625,7538400.0,5.608673095703125,5.995495986938477,6.041567041760399,6.041567041760399,6.041567041760399
2000-03-03,6.9140625,6.5078125,6.5546875,6.8046875,3794400.0,5.815662384033203,5.971013673146566,6.036313445069069,6.036313445069069,6.036313445069069
2000-03-06,6.7890625,6.53125,6.7890625,6.5625,4090400.0,5.608673095703125,5.946086057027181,6.026594346219843,6.026594346219843,6.026594346219843
2000-03-07,6.453125,6.109375,6.4375,6.125,8610400.0,5.2347636222839355,5.889999230702718,6.008998107910156,6.008998107910156,6.008998107910156
2000-03-08,6.1796875,5.796875,6.109375,5.953125,10363200.0,5.087870121002197,5.806314214070638,5.988973586455636,5.988973586455636,5.988973586455636
2000-03-09,6.203125,5.890625,5.953125,6.1328125,6700000.0,5.241440296173096,5.719068209330241,5.973068622832603,5.973068622832603,5.973068622832603
2000-03-10,6.375,6.0703125,6.125,6.359375,6710400.0,5.4350738525390625,5.633602778116862,5.9618603984514875,5.9618603984514875,5.9618603984514875
2000-03-13,6.3125,6.125,6.125,6.2578125,6282400.0,5.348273754119873,5.577961222330729,5.949338222036556,5.949338222036556,5.949338222036556
2000-03-14,6.3046875,6.1328125,6.234375,6.2578125,3949600.0,5.348273754119873,5.515642738342285,5.937316932678223,5.937316932678223,5.937316932678223
2000-03-15,6.46875,6.1875,6.2109375,6.4296875,12876000.0,5.4951677322387695,5.474245421091715,5.932375974655152,5.928647340512743,5.928647340512743
2000-03-16,6.6484375,6.21875,6.328125,6.515625,11164000.0,5.568612575531006,5.470684305826823,5.930372858047486,5.921723595032325,5.921723595032325
