Date,High,Low,Open,Close,Volume,Adj Close,WLTW-15ma,WLTW-50ma,WLTW-100ma,WLTW-200ma
2001-06-12,45.16556167602539,42.38410568237305,43.70861053466797,43.9735107421875,3894400.0,28.91291046142578,28.91291046142578,28.91291046142578,28.91291046142578,28.91291046142578
2001-06-13,44.23841094970703,43.70861053466797,43.841060638427734,43.841060638427734,758000.0,28.825824737548828,28.869367599487305,28.869367599487305,28.869367599487305,28.869367599487305
2001-06-14,43.70861053466797,42.38410568237305,43.70861053466797,42.91390609741211,501000.0,28.21622085571289,28.651652018229168,28.651652018229168,28.651652018229168,28.651652018229168
2001-06-15,43.5761604309082,42.38410568237305,42.781455993652344,43.5761604309082,382800.0,28.65165138244629,28.651651859283447,28.651651859283447,28.651651859283447,28.651651859283447
2001-06-18,46.092716217041016,43.841060638427734,45.033111572265625,45.13907241821289,358300.0,29.67926597595215,28.857174682617188,28.857174682617188,28.857174682617188,28.857174682617188
2001-06-19,45.96026611328125,44.3708610534668,45.033111572265625,45.96026611328125,232800.0,30.219219207763672,29.084182103474934,29.084182103474934,29.084182103474934,29.084182103474934
2001-06-20,49.006622314453125,46.092716217041016,46.092716217041016,47.15231704711914,176100.0,31.00300407409668,29.35829952784947,29.35829952784947,29.35829952784947,29.35829952784947
2001-06-21,47.6821174621582,47.019866943359375,47.15231704711914,47.15231704711914,79100.0,31.00300407409668,29.56388759613037,29.56388759613037,29.56388759613037,29.56388759613037
2001-06-22,47.09933853149414,45.96026611328125,47.09933853149414,46.30463409423828,109800.0,30.44565773010254,29.661862055460613,29.661862055460613,29.661862055460613,29.661862055460613
2001-06-25,47.6821174621582,43.70861053466797,45.69536590576172,46.754966735839844,142500.0,30.741758346557617,29.769851684570312,29.769851684570312,29.769851684570312,29.769851684570312
2001-06-26,46.56953811645508,44.980133056640625,46.56953811645508,45.033111572265625,109300.0,29.609617233276367,29.755284916270863,29.755284916270863,29.755284916270863,29.755284916270863
2001-06-27,46.22516632080078,44.3708610534668,45.033111572265625,45.827816009521484,96100.0,30.13214111328125,29.78668959935506,29.78668959935506,29.78668959935506,29.78668959935506
2001-06-28,47.284767150878906,46.092716217041016,46.35761642456055,46.35761642456055,102500.0,30.480470657348633,29.840057373046875,29.840057373046875,29.840057373046875,29.840057373046875
2001-06-29,47.54966735839844,45.69536590576172,46.35761642456055,47.019866943359375,222800.0,30.91591453552246,29.916904313223704,29.916904313223704,29.916904313223704,29.916904313223704
2001-07-02,47.15231704711914,45.69536590576172,47.019866943359375,46.35761642456055,46300.0,30.480470657348633,29.95447540283203,29.95447540283203,29.95447540283203,29.95447540283203
2001-07-03,46.754966735839844,45.69536590576172,46.754966735839844,46.092716217041016,54300.0,30.30630111694336,30.04736811319987,29.97646450996399,29.97646450996399,29.97646450996399
2001-07-05,47.258277893066406,46.092716217041016,46.35761642456055,47.07284927368164,74800.0,30.950767517089844,30.18903096516927,30.03377645155963,30.03377645155963,30.03377645155963
2001-07-06,47.284767150878906,46.754966735839844,47.046356201171875,46.966888427734375,60500.0,30.881080627441406,30.366688283284507,30.080848905775284,30.080848905775284,30.080848905775284
2001-07-09,46.62251663208008,45.033111572265625,46.62251663208008,45.298011779785156,117300.0,29.78376579284668,30.442162577311198,30.065212952463252,30.065212952463252,30.065212952463252
2001-07-10,45.58940505981445,44.3708610534668,45.43046188354492,44.768211364746094,148900.0,29.43543243408203,30.42590700785319,30.03372392654419,30.03372392654419,30.03372392654419
2001-07-11,47.019866943359375,44.66225051879883,45.16556167602539,45.69536590576172,151900.0,30.045040130615234,30.414295069376628,30.034262793404714,30.034262793404714,30.034262793404714
2001-07-12,46.35761642456055,44.63576126098633,45.69536590576172,44.688743591308594,198900.0,29.383193969726562,30.306307729085287,30.0046687559648,30.0046687559648,30.0046687559648
2001-07-13,45.69536590576172,44.66225051879883,44.66225051879883,45.69536590576172,112200.0,30.045040130615234,30.242443466186522,30.006424033123515,30.006424033123515,30.006424033123515
2001-07-16,46.03973388671875,45.69536590576172,45.827816009521484,45.96026611328125,48800.0,30.219219207763672,30.227347564697265,30.01529049873352,30.01529049873352,30.01529049873352
2001-07-17,46.35761642456055,44.768211364746094,45.96026611328125,45.96026611328125,64900.0,30.219219207763672,30.192511622111002,30.023447647094727,30.023447647094727,30.023447647094727
2001-07-18,45.827816009521484,45.033111572265625,45.827816009521484,45.43046188354492,80500.0,29.870878219604492,30.209929021199546,30.017579592191257,30.017579592191257,30.017579592191257
2001-07-19,45.298011779785156,44.50331115722656,45.033111572265625,45.033111572265625,128200.0,29.609617233276367,30.175094095865884,30.002469875194407,30.002469875194407,30.002469875194407
2001-07-20,45.033111572265625,44.688743591308594,44.90066146850586,44.90066146850586,38700.0,29.52252197265625,30.111230850219727,29.985328878675187,29.985328878675187,29.985328878675187
2001-07-23,44.90066146850586,44.63576126098633,44.90066146850586,44.90066146850586,59900.0,29.52252197265625,30.018338012695313,29.96937001984695,29.96937001984695,29.96937001984695
2001-07-24,44.90066146850586,43.17880630493164,44.90066146850586,43.44371032714844,221400.0,28.564558029174805,29.89061050415039,29.92254295349121,29.92254295349121,29.92254295349121
2001-07-25,43.17880630493164,41.059600830078125,43.17880630493164,43.046356201171875,371700.0,28.303300857543945,29.757077153523763,29.870309337492913,29.870309337492913,29.870309337492913
2001-07-26,43.9735107421875,43.046356201171875,43.046356201171875,43.6026496887207,96100.0,28.6690731048584,29.604964192708334,29.832770705223083,29.832770705223083,29.832770705223083
2001-07-27,45.56291580200195,43.70861053466797,43.70861053466797,45.56291580200195,118800.0,29.95796775817871,29.543423334757488,29.83656455531265,29.83656455531265,29.83656455531265
2001-07-30,46.33112716674805,45.033111572265625,45.16556167602539,45.033111572265625,91200.0,29.609617233276367,29.531813430786134,29.829889634076288,29.829889634076288,29.829889634076288
2001-07-31,47.019866943359375,44.768211364746094,46.35761642456055,45.69536590576172,267200.0,30.045040130615234,29.572453943888345,29.836036791120257,29.836036791120257,29.836036791120257
2001-08-01,46.35761642456055,45.74834442138672,45.96026611328125,45.74834442138672,139500.0,30.079875946044922,29.57477633158366,29.842810100979275,29.842810100979275,29.842810100979275
2001-08-02,45.827816009521484,44.105960845947266,45.74834442138672,44.3708610534668,153100.0,29.17417335510254,29.560841623942057,29.8247388375772,29.8247388375772,29.8247388375772
2001-08-03,47.019866943359375,44.3708610534668,44.3708610534668,46.754966735839844,177000.0,30.741758346557617,29.607289505004882,29.848870929918792,29.848870929918792,29.848870929918792
2001-08-06,47.6821174621582,46.781455993652344,47.019866943359375,47.6821174621582,46500.0,31.351356506347656,29.68276532491048,29.887396201109276,29.887396201109276,29.887396201109276
2001-08-07,47.814571380615234,46.35761642456055,47.41721725463867,46.35761642456055,130000.0,30.480470657348633,29.700182088216145,29.902223062515258,29.902223062515258,29.902223062515258
2001-08-08,46.62251663208008,45.56291580200195,46.62251663208008,46.49006652832031,67300.0,30.567577362060547,29.746628697713216,29.918451216162705,29.918451216162705,29.918451216162705
2001-08-09,46.49006652832031,45.69536590576172,46.35761642456055,46.119205474853516,58600.0,30.323740005493164,29.79423688252767,29.928100949242,29.928100949242,29.928100949242
2001-08-10,46.88741683959961,46.119205474853516,46.119205474853516,46.88741683959961,25700.0,30.82883071899414,29.881324132283527,29.949048153189725,29.949048153189725,29.949048153189725
2001-08-13,48.3443717956543,46.49006652832031,46.62251663208008,47.44371032714844,34900.0,31.19460105895996,29.992796071370442,29.977356173775412,29.977356173775412,29.977356173775412
2001-08-14,49.006622314453125,47.284767150878906,47.284767150878906,48.079471588134766,72000.0,31.61260986328125,30.195999526977538,30.01369514465332,30.01369514465332,30.01369514465332
2001-08-15,48.47682189941406,47.6821174621582,48.47682189941406,48.3443717956543,61400.0,31.78679084777832,30.428232192993164,30.052240703416906,30.052240703416906,30.052240703416906
2001-08-16,48.90066146850586,48.105960845947266,48.3443717956543,48.768211364746094,68700.0,32.06547164916992,30.65465876261393,30.095075404390375,30.095075404390375,30.095075404390375
2001-08-17,49.72185516357422,48.741722106933594,48.741722106933594,49.271522521972656,9200.0,32.39641571044922,30.817221959431965,30.143019994099934,30.143019994099934,30.143019994099934
2001-08-20,51.6556282043457,49.66887283325195,49.66887283325195,51.6556282043457,174900.0,33.963966369628906,31.107511901855467,30.22099849155971,30.22099849155971,30.22099849155971
2001-08-21,51.258277893066406,50.33112716674805,50.993377685546875,50.46357727050781,108000.0,33.18019104003906,31.316521962483723,30.280182342529297,30.280182342529297,30.280182342529297
2001-08-22,53.50993347167969,50.86092758178711,50.86092758178711,52.84768295288086,180200.0,34.74774932861328,31.627713521321613,30.39687911987305,30.36778169519761,30.36778169519761
2001-08-23,52.980133056640625,52.185428619384766,52.980133056640625,52.185428619384766,44300.0,34.312313079833984,31.970256169637043,30.50660888671875,30.44363806797908,30.44363806797908
2001-08-24,51.52317810058594,50.59602737426758,51.52317810058594,50.86092758178711,154300.0,33.44144821166992,32.15023549397787,30.61111343383789,30.500200523520416,30.500200523520416
2001-08-27,51.12582778930664,50.066226959228516,50.993377685546875,50.33112716674805,59500.0,33.093101501464844,32.26635182698568,30.69994243621826,30.548217208297164,30.548217208297164
2001-08-28,50.46357727050781,49.72185516357422,50.33112716674805,50.33112716674805,99900.0,33.093101501464844,32.44052721659342,30.768219146728516,30.594487831809303,30.594487831809303
2001-08-29,50.59602737426758,49.66887283325195,50.33112716674805,50.33112716674805,127000.0,33.093101501464844,32.608895492553714,30.82569679260254,30.639105933053152,30.639105933053152
2001-08-30,50.59602737426758,49.66887283325195,50.46357727050781,49.72185516357422,31200.0,32.692501068115234,32.76681289672852,30.85948673248291,30.675130409106874,30.675130409106874
2001-08-31,50.19867706298828,49.80132293701172,49.80132293701172,49.827816009521484,15700.0,32.762176513671875,32.8957026163737,30.894670181274414,30.711113962633856,30.711113962633856
2001-09-04,49.77483367919922,48.741722106933594,49.66887283325195,49.40397262573242,48800.0,32.48349380493164,32.981628799438475,30.935426902770995,30.74115429894399,30.74115429894399
2001-09-05,49.271522521972656,48.60927200317383,49.271522521972656,48.60927200317383,55500.0,31.960966110229492,33.004852549235025,30.959811058044433,30.761484495798747,30.761484495798747
2001-09-06,48.4238395690918,47.5761604309082,48.3708610534668,47.5761604309082,6900.0,31.281681060791016,32.97117856343587,30.993252334594725,30.770012308339602,30.770012308339602
2001-09-07,48.0,46.88741683959961,47.15231704711914,47.046356201171875,38700.0,30.933330535888672,32.89570248921712,31.009276123046874,30.77264647330007,30.77264647330007
2001-09-10,47.15231704711914,46.38410568237305,47.15231704711914,46.62251663208008,74400.0,30.6546573638916,32.77958526611328,31.012759857177734,30.77077363029359,30.77077363029359
2001-09-17,54.30463409423828,45.96026611328125,45.96026611328125,50.993377685546875,726000.0,33.52853775024414,32.75055669148763,31.065012321472167,30.813863694667816,30.813863694667816
2001-09-18,52.185428619384766,51.6556282043457,51.6556282043457,51.920528411865234,319400.0,34.13813781738281,32.81441980997722,31.13816566467285,30.865006373478817,30.865006373478817
2001-09-19,53.64238357543945,51.6556282043457,52.185428619384766,53.64238357543945,222400.0,35.270259857177734,32.84925384521485,31.23744483947754,30.931752638383344,30.931752638383344
2001-09-20,59.6026496887207,53.907283782958984,53.907283782958984,56.688743591308594,409000.0,37.27326965332031,33.046650950113936,31.36389488220215,31.02640214606897,31.02640214606897
2001-09-21,58.27814483642578,54.43708419799805,56.953643798828125,55.09933853149414,307700.0,36.22822570800781,33.232436116536455,31.470837783813476,31.1028995513916,31.1028995513916
2001-09-24,56.158939361572266,55.09933853149414,55.6291389465332,55.6291389465332,167500.0,36.57657241821289,33.46466751098633,31.6066939163208,31.182228143664375,31.182228143664375
2001-09-25,56.953643798828125,55.36423873901367,56.158939361572266,55.76158905029297,120900.0,36.66366195678711,33.70270487467448,31.751258506774903,31.2605343409947,31.2605343409947
2001-09-26,59.311256408691406,56.55628967285156,56.688743591308594,58.91390609741211,345000.0,38.73633575439453,34.07892049153646,31.92508441925049,31.36582731864822,31.36582731864822
2001-09-27,65.13907623291016,60.66225051879883,61.58940505981445,63.44371032714844,369500.0,41.714717864990234,34.68040161132812,32.17171489715576,31.509561909569634,31.509561909569634
2001-09-28,64.60926818847656,61.61589431762695,63.841060638427734,61.96026611328125,141100.0,40.73933410644531,35.21221211751302,32.38560077667236,31.635997145143275,31.635997145143275
2001-10-01,61.854305267333984,60.21192169189453,60.92715072631836,61.13907241821289,102700.0,40.19940185546875,35.72660598754883,32.585204429626465,31.751718830417943,31.751718830417943
2001-10-02,61.192054748535156,58.83443832397461,59.6026496887207,60.132450103759766,139400.0,39.53752517700195,36.23170992533366,32.77157054901123,31.855529581705728,31.855529581705728
2001-10-03,63.44371032714844,60.66225051879883,60.66225051879883,61.48344421386719,320800.0,40.42581558227539,36.841318893432614,32.982669296264646,31.968296502765856,31.968296502765856
2001-10-04,62.25165557861328,60.132450103759766,61.72185516357422,61.16556167602539,148800.0,40.216819763183594,37.46021817525228,33.194813346862794,32.07542018147258,32.07542018147258
2001-10-05,62.25165557861328,60.55628967285156,61.192054748535156,62.119205474853516,131200.0,40.843849182128906,38.13949762980143,33.421239891052245,32.18783593789125,32.18783593789125
2001-10-08,62.145694732666016,60.66225051879883,62.145694732666016,61.245033264160156,45500.0,40.269081115722656,38.5888671875,33.63617107391357,32.29013018064861,32.29013018064861
2001-10-09,61.72185516357422,60.92715072631836,61.271522521972656,60.92715072631836,80400.0,40.060062408447266,38.98366216023763,33.866081161499025,32.387254333496095,32.387254333496095
2001-10-10,63.284767150878906,61.192054748535156,61.192054748535156,62.41059494018555,212000.0,41.03544235229492,39.36800765991211,34.120723991394044,32.494022086814596,32.494022086814596
2001-10-11,63.54966735839844,62.119205474853516,63.046356201171875,62.22516632080078,55200.0,40.913516998291016,39.61069081624349,34.3656128692627,32.59669885402772,32.59669885402772
2001-10-12,62.51655578613281,60.132450103759766,61.98675537109375,61.98675537109375,81600.0,40.75676345825195,39.912593332926434,34.58158878326416,32.69501288540392,32.69501288540392
2001-10-15,61.35099411010742,59.36423873901367,61.32450485229492,60.3973503112793,40800.0,39.71172332763672,40.121603393554686,34.78363090515137,32.77854515257336,32.77854515257336
