Date,High,Low,Open,Close,Volume,Adj Close,ALK-15ma,ALK-50ma,ALK-100ma,ALK-200ma
2000-03-07,6.546875,6.3125,6.546875,6.375,880000.0,5.745944023132324,6.092391109466552,6.896541712019179,6.896541712019179,6.896541712019179
2000-03-08,6.75,6.4375,6.4375,6.6875,1961600.0,6.027608394622803,6.078307978312174,6.877651857293171,6.877651857293171,6.877651857293171
2000-03-09,6.78125,6.375,6.5625,6.5,1833200.0,5.858609676361084,6.051080417633057,6.8559701087627,6.8559701087627,6.8559701087627
2000-03-10,6.859375,6.546875,6.59375,6.71875,888400.0,6.055774688720703,6.028547223409017,6.839299370845159,6.839299370845159,6.839299370845159
2000-03-13,6.8125,6.5,6.71875,6.765625,730400.0,6.098024845123291,6.012586307525635,6.824171319299815,6.824171319299815,6.824171319299815
2000-03-14,6.84375,6.40625,6.78125,6.484375,1840400.0,5.844526767730713,5.99005324045817,6.8045784282684325,6.8045784282684325,6.8045784282684325
2000-03-15,7.578125,6.53125,6.53125,7.515625,2609600.0,6.774017333984375,6.034180545806885,6.782326917648316,6.803979191125608,6.803979191125608
2000-03-16,8.3125,7.46875,7.578125,8.125,2004800.0,7.323263168334961,6.113046455383301,6.773032007217407,6.813965421456557,6.813965421456557
2000-03-17,8.15625,7.609375,8.0625,7.671875,1437600.0,6.914849281311035,6.174073632558187,6.754723873138428,6.815868890510415,6.815868890510415
2000-03-20,7.65625,7.21875,7.25,7.5,2272000.0,6.759934902191162,6.218200969696045,6.733176536560059,6.814833075911911,6.814833075911911
2000-03-21,8.046875,7.46875,7.5,7.90625,1236400.0,7.126097202301025,6.295189126332601,6.713178358078003,6.82049242366444,6.82049242366444
2000-03-22,7.921875,7.21875,7.921875,7.234375,3377200.0,6.520520210266113,6.328988774617513,6.6838852977752685,6.8151357769966125,6.8151357769966125
2000-03-23,7.59375,7.140625,7.234375,7.59375,1602000.0,6.844433307647705,6.392832533518473,6.661070499420166,6.815649768762421,6.815649768762421
2000-03-24,7.765625,7.25,7.546875,7.265625,2410000.0,6.548686504364014,6.420998891194661,6.636847467422485,6.811046953859,6.811046953859
2000-03-27,7.453125,7.171875,7.28125,7.234375,701600.0,6.520520210266113,6.4641873677571615,6.612342720031738,6.806122771764206,6.806122771764206
2000-03-28,7.5,7.28125,7.28125,7.4375,1496800.0,6.703601837158203,6.528031222025553,6.592344627380371,6.8044140895207725,6.8044140895207725
2000-03-29,7.609375,7.25,7.46875,7.3125,1274800.0,6.590934753417969,6.565586312611898,6.570374822616577,6.8009144282731855,6.8009144282731855
2000-03-30,7.375,7.1875,7.375,7.203125,1140000.0,6.492353916168213,6.60783592859904,6.550095043182373,6.79593764581988,6.79593764581988
2000-03-31,7.546875,7.171875,7.1875,7.515625,1852000.0,6.774017333984375,6.655718771616618,6.539110126495362,6.795589704362173,6.795589704362173
2000-04-03,7.53125,7.1875,7.5,7.25,1118800.0,6.534604072570801,6.684824053446452,6.526435260772705,6.791511803865433,6.791511803865433
2000-04-04,7.453125,7.015625,7.3125,7.25,1284000.0,6.534604072570801,6.730829207102458,6.52136528968811,6.787559377230131,6.787559377230131
2000-04-05,7.875,7.25,7.265625,7.75,1430000.0,6.985266208648682,6.744912465413411,6.523618612289429,6.790554935281927,6.790554935281927
2000-04-06,7.84375,7.6875,7.71875,7.71875,573200.0,6.957098960876465,6.720501518249511,6.517421970367431,6.793040667007219,6.793040667007219
2000-04-07,7.734375,7.40625,7.65625,7.484375,562800.0,6.745851039886475,6.709234968821208,6.508690376281738,6.792346701902502,6.792346701902502
2000-04-10,7.6875,7.5,7.5,7.59375,758800.0,6.844433307647705,6.714868195851644,6.498550462722778,6.793101580246635,6.793101580246635
2000-04-11,7.875,7.625,7.65625,7.84375,862400.0,7.069765567779541,6.7111127535502115,6.496297159194946,6.797053922925676,6.797053922925676
2000-04-12,7.96875,7.75,7.90625,7.84375,886000.0,7.069765567779541,6.747729110717773,6.494607172012329,6.800894932008125,6.800894932008125
2000-04-13,7.90625,7.78125,7.90625,7.796875,1628400.0,7.027514934539795,6.75993455251058,6.491790523529053,6.804042432043287,6.804042432043287
2000-04-14,7.765625,7.234375,7.75,7.40625,1247600.0,6.6754350662231445,6.7683844566345215,6.485030565261841,6.802280687306025,6.802280687306025
2000-04-17,7.359375,7.125,7.3125,7.234375,1144000.0,6.520520210266113,6.7683844566345215,6.477143983840943,6.798473113291973,6.798473113291973
2000-04-18,7.5,7.21875,7.234375,7.4375,961600.0,6.703601837158203,6.7683844566345215,6.474327354431153,6.797208162943522,6.797208162943522
2000-04-19,7.734375,7.234375,7.34375,7.609375,1197200.0,6.858518600463867,6.786223379770915,6.4760173797607425,6.798014879226685,6.798014879226685
2000-04-20,7.609375,7.28125,7.609375,7.4375,699200.0,6.703601837158203,6.800306574503581,6.476862373352051,6.796788735823198,6.796788735823198
2000-04-24,7.4375,7.03125,7.4375,7.109375,994800.0,6.407855033874512,6.775895754496257,6.4706657600402835,6.791802406311035,6.791802406311035
2000-04-25,7.4375,7.15625,7.15625,7.4375,583600.0,6.703601837158203,6.787162272135417,6.47320071220398,6.790685943410367,6.790685943410367
2000-04-26,7.4375,7.15625,7.4375,7.234375,1038000.0,6.520520210266113,6.786223347981771,6.480523986816406,6.787308871746063,6.787308871746063
2000-04-27,7.234375,7.0625,7.1875,7.1875,564000.0,6.478270053863525,6.752423604329427,6.485312280654907,6.783493577698131,6.783493577698131
2000-04-28,7.25,7.046875,7.1875,7.1875,638000.0,6.478270053863525,6.720501677195231,6.489537220001221,6.779771339602586,6.779771339602586
2000-05-01,7.5625,7.15625,7.171875,7.46875,820400.0,6.731767177581787,6.719562753041585,6.496297111511231,6.779192976204746,6.779192976204746
2000-05-02,7.515625,7.203125,7.4375,7.3125,627200.0,6.590934753417969,6.70266284942627,6.50136703491211,6.776951806885855,6.776951806885855
2000-05-03,7.328125,7.203125,7.328125,7.21875,570000.0,6.506438255310059,6.6651076952616375,6.507845344543457,6.773769294514375,6.773769294514375
2000-05-04,7.453125,7.34375,7.375,7.421875,692800.0,6.689517974853516,6.639757855733236,6.519393548965454,6.7727896280066915,6.7727896280066915
2000-05-05,7.6875,7.40625,7.421875,7.53125,741200.0,6.788102626800537,6.623797035217285,6.53235011100769,6.77296563948708,6.77296563948708
2000-05-08,7.8125,7.515625,7.59375,7.75,778800.0,6.985266208648682,6.6444524447123205,6.552066602706909,6.775378145954826,6.775378145954826
2000-05-09,7.796875,7.359375,7.765625,7.5625,903200.0,6.8162665367126465,6.664168866475423,6.566431436538696,6.7758375660757,6.7758375660757
2000-05-10,7.640625,7.3125,7.515625,7.375,670400.0,6.6472697257995605,6.660413392384847,6.579951333999634,6.774409034517077,6.774409034517077
2000-05-11,7.53125,7.375,7.375,7.453125,817200.0,6.717685699462891,6.651024532318115,6.594034538269043,6.773785701164832,6.773785701164832
2000-05-12,7.484375,7.125,7.4375,7.1875,1062400.0,6.478270053863525,6.636002413431803,6.605864400863648,6.770573574563731,6.770573574563731
2000-05-15,7.375,7.125,7.203125,7.296875,599600.0,6.576854228973389,6.647269026438395,6.614877662658691,6.768490570847706,6.768490570847706
2000-05-16,7.453125,7.1875,7.25,7.453125,1046400.0,6.717685699462891,6.648207950592041,6.631777515411377,6.767950093492549,6.767950093492549
2000-05-17,7.71875,7.375,7.390625,7.53125,688000.0,6.788102626800537,6.666046778361003,6.652620687484741,6.768162225422106,6.768162225422106
2000-05-18,7.515625,7.1875,7.5,7.265625,513600.0,6.548686504364014,6.670741208394369,6.663042249679566,6.765876019994418,6.765876019994418
2000-05-19,7.25,7.15625,7.25,7.15625,407600.0,6.450104236602783,6.6688634872436525,6.6748721408844,6.762620640784195,6.762620640784195
2000-05-22,7.203125,6.984375,7.15625,6.984375,772400.0,6.295189380645752,6.63975830078125,6.6796604347229005,6.757850934048088,6.757850934048088
2000-05-23,7.171875,6.984375,6.984375,7.140625,624400.0,6.436020851135254,6.629430707295736,6.68642035484314,6.754600125129777,6.754600125129777
2000-05-24,8.015625,7.375,8.0,7.5,3803600.0,6.759934902191162,6.646330483754476,6.704728517532349,6.75465347290039,6.75465347290039
2000-05-25,7.6875,7.53125,7.53125,7.609375,1075200.0,6.858518600463867,6.6575971921285,6.706418542861939,6.744372730255127,6.755681840500029
2000-05-26,7.609375,7.515625,7.609375,7.515625,584000.0,6.774017333984375,6.656658172607422,6.6954336261749265,6.734232816696167,6.755861600240071
2000-05-30,7.828125,7.53125,7.53125,7.78125,850800.0,7.01343297958374,6.658535957336426,6.697405300140381,6.726064586639405,6.758362293243408
2000-05-31,7.8125,7.765625,7.78125,7.78125,764400.0,7.01343297958374,6.671680386861166,6.702475261688233,6.717825899124145,6.76081489599668
2000-06-01,7.984375,7.796875,7.8125,7.984375,485200.0,7.196513652801514,6.708296648661295,6.703883590698243,6.708530974388123,6.76496440796625
2000-06-02,8.296875,7.03125,8.28125,7.6875,4353200.0,6.928932189941406,6.72237974802653,6.712051830291748,6.697968564033508,6.766511273833941
2000-06-05,7.71875,7.40625,7.625,7.5,1676000.0,6.759934902191162,6.741157404581705,6.7103618621826175,6.685716180801392,6.7664498124167185
2000-06-06,7.609375,7.265625,7.5625,7.4375,1103200.0,6.703601837158203,6.74960724512736,6.713460168838501,6.675153818130493,6.765867886719881
2000-06-07,7.625,7.3125,7.46875,7.59375,1778400.0,6.844433307647705,6.758057085673014,6.719938430786133,6.666140575408935,6.766588670398117
2000-06-08,7.734375,7.5,7.5625,7.734375,639600.0,6.971183776855469,6.770262495676676,6.725290069580078,6.658817348480224,6.768448625911366
2000-06-09,7.90625,7.6875,7.703125,7.859375,936400.0,7.083848476409912,6.805939960479736,6.735148344039917,6.652761583328247,6.771290066005947
2000-06-12,7.875,7.34375,7.875,7.46875,969600.0,6.731767177581787,6.824717489878337,6.739936609268188,6.645015826225281,6.770937183073589
2000-06-13,7.46875,7.203125,7.46875,7.34375,886400.0,6.61910343170166,6.846311759948731,6.736838331222534,6.637974228858948,6.769593521557023
2000-06-14,7.4375,7.125,7.3125,7.4375,984400.0,6.703601837158203,6.8641504923502605,6.740218286514282,6.6333267736434935,6.769014647132472
2000-06-15,7.375,7.1875,7.3125,7.25,1137200.0,6.534604072570801,6.8491284370422365,6.740218286514282,6.630791788101196,6.766976294310196
2000-06-16,7.234375,7.109375,7.21875,7.203125,883600.0,6.492353916168213,6.824717458089193,6.730360040664673,6.626989326477051,6.764608860015869
2000-06-19,7.296875,7.234375,7.234375,7.25,531600.0,6.534604072570801,6.8087565739949545,6.72191014289856,6.619666056632996,6.762643007131723
2000-06-20,7.328125,7.203125,7.3125,7.21875,1123600.0,6.506438255310059,6.774956925710042,6.717121887207031,6.612906131744385,6.76047178042137
2000-06-21,7.21875,7.15625,7.21875,7.171875,576000.0,6.464188098907471,6.738340600331624,6.709516983032227,6.604033722877502,6.757982001585119
2000-06-22,7.171875,6.9375,7.171875,6.953125,1477600.0,6.267023086547852,6.676374562581381,6.693462133407593,6.594879646301269,6.753890677293142
2000-06-23,6.984375,6.828125,6.96875,6.96875,666400.0,6.281105041503906,6.63318608601888,6.67768892288208,6.586148047447205,6.749983357989098
2000-06-26,6.984375,6.78125,6.984375,6.8125,499200.0,6.140274524688721,6.591875394185384,6.659944114685058,6.575867319107056,6.74498574460139
2000-06-27,7.046875,6.8125,6.8125,6.9375,1252800.0,6.252938747406006,6.5618311882019045,6.651494188308716,6.568262376785278,6.740985362510371
2000-06-28,7.0625,6.890625,6.984375,7.046875,979600.0,6.3515214920043945,6.528970400492351,6.648114213943481,6.562629098892212,6.737844524845
2000-06-29,6.90625,6.609375,6.6875,6.640625,2548000.0,5.985357761383057,6.463248666127523,6.633749332427978,6.554038343429565,6.731824630737305
2000-06-30,7.125,6.640625,6.703125,6.78125,1870400.0,6.112107753753662,6.3984659512837725,6.618821115493774,6.547419247627258,6.726906242824736
2000-07-03,6.828125,6.71875,6.796875,6.765625,238000.0,6.098024845123291,6.356216462453206,6.606709575653076,6.541785974502563,6.721954420795591
2000-07-05,7.046875,6.765625,6.9375,6.984375,1492800.0,6.295189380645752,6.334622192382812,6.604456262588501,6.537561011314392,6.71862031891942
2000-07-06,7.0,6.65625,7.0,6.953125,1957600.0,6.267023086547852,6.3055169423421225,6.595724687576294,6.5344626998901365,6.715119565180106
2000-07-07,7.0625,6.96875,7.0,7.0,513600.0,6.309271335601807,6.2904947598775225,6.591499710083008,6.536011848449707,6.711997655721811
2000-07-10,7.015625,6.8125,7.015625,6.890625,1211200.0,6.210689544677734,6.271717135111491,6.586148099899292,6.5357301902771,6.708170876248192
2000-07-11,6.953125,6.78125,6.9375,6.78125,523600.0,6.112107753753662,6.243550713857015,6.578824853897094,6.534181036949158,6.703655246532325
2000-07-12,7.234375,6.828125,6.828125,7.171875,1070400.0,6.464188098907471,6.240734036763509,6.573473272323608,6.53488519191742,6.701854741662965
2000-07-13,7.234375,7.046875,7.1875,7.109375,405200.0,6.407855033874512,6.236978499094645,6.569811677932739,6.535589356422424,6.699660713992902
2000-07-14,7.03125,6.5625,6.625,6.875,2677200.0,6.196606636047363,6.232284069061279,6.563615045547485,6.535730195045471,6.695934387489602
2000-07-17,7.15625,6.90625,6.9375,7.078125,669200.0,6.379688262939453,6.238856283823649,6.557418451309204,6.538406000137329,6.693609048338497
2000-07-18,7.109375,6.875,7.078125,7.015625,696000.0,6.323355674743652,6.251061693827311,6.5481235122680665,6.540236811637879,6.690906468969192
2000-07-19,6.9375,6.703125,6.9375,6.734375,1103200.0,6.069859504699707,6.238856410980224,6.529815378189087,6.540940990447998,6.6864061286483985
2000-07-20,6.828125,6.6875,6.78125,6.78125,596800.0,6.112107753753662,6.222895495096842,6.515732202529907,6.541081819534302,6.6822744856635445
2000-07-21,6.90625,6.65625,6.734375,6.875,931200.0,6.196606636047363,6.236978753407796,6.506718940734864,6.543335137367248,6.678805429594857
2000-07-24,7.0625,6.859375,6.859375,6.921875,841600.0,6.238855361938477,6.24542859395345,6.497142333984375,6.545588436126709,6.675685216349067
2000-07-25,7.046875,6.875,6.953125,6.875,626800.0,6.196606636047363,6.252000713348389,6.491509065628052,6.54868673324585,6.672311423530041
2000-07-26,7.1875,6.8125,6.875,7.140625,1017200.0,6.436020851135254,6.261389478047689,6.488692398071289,6.55178503036499,6.670659041904903
2000-07-27,7.21875,6.9375,7.171875,6.9375,551600.0,6.252938747406006,6.260450522104899,6.479397459030151,6.555587487220764,6.667758206526439
2000-07-28,6.921875,6.640625,6.890625,6.703125,897600.0,6.041691303253174,6.242611853281657,6.464469232559204,6.5585449600219725,6.663440503745243
2000-07-31,6.90625,6.734375,6.734375,6.859375,744400.0,6.182522773742676,6.240734068552653,6.457145957946778,6.560094103813172,6.660146546690432
2000-08-01,6.96875,6.875,6.90625,6.921875,622000.0,6.238855361938477,6.249183909098307,6.4529209804534915,6.563896560668946,6.657280620263547
2000-08-02,7.03125,6.953125,6.96875,6.953125,857200.0,6.267023086547852,6.236039574941,6.452357654571533,6.566009044647217,6.654643745035739
2000-08-03,7.09375,6.984375,7.0,6.984375,767200.0,6.295189380645752,6.228528531392415,6.449541025161743,6.567980690002441,6.652231299637148
2000-08-04,6.984375,6.796875,6.796875,6.984375,687600.0,6.295189380645752,6.235100714365641,6.440246114730835,6.572487316131592,6.649851020177206
2000-08-07,7.03125,6.953125,6.96875,7.015625,353600.0,6.323355674743652,6.231345208485921,6.429542856216431,6.567980699539184,6.647688799346519
2000-08-08,7.125,6.984375,7.078125,7.0625,1265600.0,6.365604877471924,6.234161822001139,6.4213746070861815,6.5584041166305544,6.645832984071029
2000-08-09,7.078125,6.890625,7.03125,6.921875,898000.0,6.238855361938477,6.245428212483724,6.405883054733277,6.551644177436828,6.643172999612646
2000-08-10,6.96875,6.828125,6.9375,6.921875,802800.0,6.238855361938477,6.2538780530293785,6.390391502380371,6.5464333820343015,6.6405475604069695
2000-08-11,6.9375,6.796875,6.890625,6.9375,819200.0,6.252938747406006,6.257633527119954,6.371520004272461,6.537701797485352,6.638046858387609
2000-08-14,6.9375,6.84375,6.9375,6.859375,234800.0,6.182522773742676,6.253878021240235,6.356591815948486,6.534321823120117,6.635126832203987
2000-08-15,6.828125,6.65625,6.828125,6.8125,687600.0,6.140274524688721,6.250122547149658,6.344198608398438,6.527280235290528,6.631974906678412
2000-08-16,6.75,6.578125,6.6875,6.75,370000.0,6.0839409828186035,6.226650555928548,6.331805391311645,6.522632780075074,6.628506337540059
2000-08-17,6.734375,6.46875,6.734375,6.609375,849600.0,5.957193374633789,6.206934197743734,6.3140605926513675,6.51699951171875,6.62428424343373
2000-08-18,6.65625,6.515625,6.65625,6.609375,552000.0,5.957193374633789,6.201301002502442,6.293780784606934,6.509535427093506,6.620114925503731
2000-08-21,6.671875,6.5625,6.625,6.578125,371200.0,5.929027080535889,6.184401289621989,6.270684356689453,6.502916350364685,6.615822454416974
2000-08-22,6.578125,6.46875,6.5625,6.5625,507200.0,5.914943695068359,6.162807178497315,6.254347887039184,6.497142248153686,6.611496042322229
2000-08-23,6.53125,6.421875,6.53125,6.46875,550000.0,5.830443859100342,6.13370189666748,6.238574695587158,6.487706513404846,6.606704311136819
2000-08-24,6.515625,6.359375,6.40625,6.484375,670400.0,5.844526767730713,6.1036577224731445,6.221393194198608,6.480805740356446,6.60205688709166
2000-08-25,6.671875,6.46875,6.53125,6.609375,822400.0,5.957193374633789,6.08112465540568,6.209844980239868,6.475031633377075,6.598148623379794
2000-08-28,6.640625,6.4375,6.546875,6.453125,342000.0,5.816361427307129,6.0473250389099125,6.196325130462647,6.46334258556366,6.593439061957669
2000-08-29,6.453125,6.375,6.390625,6.453125,373600.0,5.816361427307129,6.010708808898926,6.181960277557373,6.451935210227966,6.588785902468744
2000-08-30,6.4375,6.359375,6.4375,6.40625,409200.0,5.774110794067383,5.9797258377075195,6.16731372833252,6.442217807769776,6.583936645871117
2000-08-31,6.546875,6.40625,6.421875,6.5,384800.0,5.858609676361084,5.954376125335694,6.155202159881592,6.432359571456909,6.579644770311886
2000-09-01,6.53125,6.453125,6.515625,6.453125,451200.0,5.816361427307129,5.925270970662435,6.1461889266967775,6.419825530052185,6.575154868294211
2000-09-05,6.59375,6.453125,6.46875,6.59375,338000.0,5.943109512329102,5.909310086568197,6.139429016113281,6.408558969497681,6.5714586966219
2000-09-06,6.703125,6.59375,6.59375,6.640625,396000.0,5.985357761383057,5.898982302347819,6.136330680847168,6.398137397766114,6.56805113304493
2000-09-07,6.609375,6.4375,6.59375,6.5,284000.0,5.858609676361084,5.883960215250651,6.12844409942627,6.389969143867493,6.563950315376237
2000-09-08,6.578125,6.453125,6.515625,6.5,661200.0,5.858609676361084,5.8773879686991375,6.118585863113403,6.383350038528443,6.5598966335428175
2000-09-11,6.5625,6.328125,6.5,6.359375,2989600.0,5.731860637664795,5.8623657862345375,6.113515920639038,6.373632626533508,6.555164999280657
2000-09-12,6.390625,6.265625,6.375,6.34375,542000.0,5.717777729034424,5.84828249613444,6.105629320144653,6.362225217819214,6.550407117063349
2000-09-13,6.453125,6.3125,6.3125,6.421875,517200.0,5.78819465637207,5.839832560221354,6.099432716369629,6.353071146011352,6.546100831974698
2000-09-14,6.46875,6.28125,6.453125,6.34375,279600.0,5.717777729034424,5.832321484883626,6.087884483337402,6.346170372962952,6.541447331396381
2000-09-15,6.390625,6.28125,6.28125,6.390625,625200.0,5.760026931762695,5.826688162485758,6.077744560241699,6.336734623908996,6.537081854303456
2000-09-18,6.40625,6.125,6.359375,6.1875,1566800.0,5.576946258544922,5.801338354746501,6.063098058700562,6.327298884391785,6.531747767660353
2000-09-19,6.1875,5.921875,6.1875,6.0625,1216800.0,5.464280128479004,5.777866268157959,6.0481698703765865,6.317158985137939,6.525850156394157
2000-09-20,6.046875,5.90625,5.96875,5.984375,651200.0,5.393864631652832,5.749699815114339,6.03380500793457,6.306314930915833,6.519630455708766
2000-09-21,6.109375,5.828125,6.015625,5.953125,608000.0,5.36569881439209,5.722472349802653,6.011835222244263,6.292654247283935,6.513324818324522
2000-09-22,6.0,5.78125,5.9375,5.984375,745600.0,5.393864631652832,5.691489346822103,5.991555414199829,6.280683546066284,6.507240795570871
2000-09-25,6.109375,5.984375,6.015625,6.078125,1450800.0,5.478363513946533,5.668956152598063,5.977190551757812,6.270402798652649,6.50167929675128
2000-09-26,6.046875,5.859375,6.03125,5.90625,383600.0,5.323448657989502,5.627645428975423,5.956065759658814,6.256742105484009,6.495344723424604
2000-09-27,5.984375,5.828125,5.890625,5.90625,462000.0,5.323448657989502,5.583518155415853,5.9360676193237305,6.242095565795898,6.489077899545272
2000-09-28,6.0625,5.84375,5.890625,6.0625,499200.0,5.464280128479004,5.557229518890381,5.9239560317993165,6.226885704994202,6.483626847571515
2000-09-29,6.015625,5.8125,5.984375,6.0,890000.0,5.407948970794678,5.52718547185262,5.909872856140137,6.212802529335022,6.477935430234071
2000-10-02,5.96875,5.828125,5.96875,5.84375,271200.0,5.267115592956543,5.49620246887207,5.89128303527832,6.199000988006592,6.471562694248401
2000-10-03,6.015625,5.875,5.875,5.96875,480800.0,5.379782199859619,5.47366943359375,5.874101572036743,6.185621953010559,6.465846566005527
2000-10-04,6.25,5.96875,5.96875,6.125,1278800.0,5.520612716674805,5.455830637613932,5.860581693649292,6.176045379638672,6.460923473040263
