Date,High,Low,Open,Close,Volume,Adj Close,DISCA-15ma,DISCA-50ma,DISCA-100ma,DISCA-200ma
2005-07-08,8.048032760620117,7.537046432495117,7.920286178588867,7.818089008331299,4067600.0,7.818089008331299,7.818089008331299,7.818089008331299,7.818089008331299,7.818089008331299
2005-07-11,7.8947367668151855,7.7158918380737305,7.818089008331299,7.8436384201049805,1382400.0,7.8436384201049805,7.83086371421814,7.83086371421814,7.83086371421814,7.83086371421814
2005-07-12,8.32907485961914,7.9713850021362305,8.022483825683594,8.252427101135254,1230100.0,8.252427101135254,7.971384843190511,7.971384843190511,7.971384843190511,7.971384843190511
2005-07-13,8.303525924682617,8.124680519104004,8.303525924682617,8.124680519104004,1233800.0,8.124680519104004,8.009708762168884,8.009708762168884,8.009708762168884,8.009708762168884
2005-07-14,8.175779342651367,8.07358169555664,8.175779342651367,8.124680519104004,2311600.0,8.124680519104004,8.032703113555907,8.032703113555907,8.032703113555907,8.032703113555907
2005-07-15,8.09913158416748,7.920286178588867,8.07358169555664,8.022483825683594,1099600.0,8.022483825683594,8.030999898910522,8.030999898910522,8.030999898910522,8.030999898910522
2005-07-18,7.945835590362549,7.5881452560424805,7.945835590362549,7.613694667816162,3226300.0,7.613694667816162,7.9713848658970425,7.9713848658970425,7.9713848658970425,7.9713848658970425
2005-07-19,7.664793014526367,7.613694667816162,7.6392436027526855,7.634133815765381,4084800.0,7.634133815765381,7.929228484630585,7.929228484630585,7.929228484630585,7.929228484630585
2005-07-20,7.6392436027526855,7.5881452560424805,7.6392436027526855,7.5881452560424805,3595900.0,7.5881452560424805,7.891330348120795,7.891330348120795,7.891330348120795,7.891330348120795
2005-07-21,7.7158918380737305,7.2560038566589355,7.409299850463867,7.710781574249268,35754700.0,7.710781574249268,7.873275470733643,7.873275470733643,7.873275470733643,7.873275470733643
2005-07-22,7.792539596557617,7.613694667816162,7.690342426300049,7.6596832275390625,30231100.0,7.6596832275390625,7.85385799407959,7.85385799407959,7.85385799407959,7.85385799407959
2005-07-25,7.664793014526367,7.143587112426758,7.6596832275390625,7.179356098175049,21772700.0,7.179356098175049,7.797649502754211,7.797649502754211,7.797649502754211,7.797649502754211
2005-07-26,7.2049055099487305,7.0209503173828125,7.179356098175049,7.153806686401367,20022200.0,7.153806686401367,7.7481231322655315,7.7481231322655315,7.7481231322655315,7.7481231322655315
2005-07-27,7.317322254180908,7.08737850189209,7.128257751464844,7.153806686401367,22497600.0,7.153806686401367,7.705671957560948,7.705671957560948,7.705671957560948,7.705671957560948
2005-07-28,7.3479814529418945,7.138477325439453,7.153806686401367,7.281553268432617,18940200.0,7.281553268432617,7.677397378285726,7.677397378285726,7.677397378285726,7.677397378285726
2005-07-29,7.317322254180908,7.1486968994140625,7.281553268432617,7.291773319244385,4637800.0,7.291773319244385,7.642309665679932,7.653295874595642,7.653295874595642,7.653295874595642
2005-08-01,7.358201503753662,7.1486968994140625,7.235564708709717,7.174246311187744,5177400.0,7.174246311187744,7.597683525085449,7.625116488512824,7.625116488512824,7.625116488512824
2005-08-02,7.1691365242004395,6.90342378616333,7.1129279136657715,7.143587112426758,13416000.0,7.143587112426758,7.523760859171549,7.598364856508043,7.598364856508043,7.598364856508043
2005-08-03,7.271333694458008,6.995400905609131,7.051609516143799,7.271333694458008,5212800.0,7.271333694458008,7.466871070861816,7.581152690084357,7.581152690084357,7.581152690084357
2005-08-04,7.281553268432617,7.097598552703857,7.107818126678467,7.235564708709717,7530700.0,7.235564708709717,7.407596683502197,7.563873291015625,7.563873291015625,7.563873291015625
2005-08-05,7.235564708709717,7.102708339691162,7.1844658851623535,7.2049055099487305,6118700.0,7.2049055099487305,7.353091462453206,7.546779587155297,7.546779587155297,7.546779587155297
2005-08-08,7.2560038566589355,7.0771589279174805,7.102708339691162,7.179356098175049,3862300.0,7.179356098175049,7.324135557810465,7.530078519474376,7.530078519474376,7.530078519474376
2005-08-09,7.194685935974121,7.082268714904785,7.1844658851623535,7.138477325439453,6048400.0,7.138477325439453,7.291091791788737,7.513052380603293,7.513052380603293,7.513052380603293
2005-08-10,7.245784282684326,7.118037700653076,7.128257751464844,7.210015296936035,18739600.0,7.210015296936035,7.265883127848308,7.50042583545049,7.50042583545049,7.50042583545049
2005-08-11,7.675012588500977,7.2968831062316895,7.2968831062316895,7.455288887023926,20197200.0,7.455288887023926,7.248850282033285,7.498620357513428,7.498620357513428,7.498620357513428
2005-08-12,7.5523762702941895,7.409299850463867,7.491057872772217,7.506387233734131,10717900.0,7.506387233734131,7.238630549112956,7.498919083521916,7.498919083521916,7.498919083521916
2005-08-15,7.818089008331299,7.4603986740112305,7.491057872772217,7.736330986022949,9547000.0,7.736330986022949,7.275762208302816,7.50771211694788,7.50771211694788,7.50771211694788
2005-08-16,8.053142547607422,7.675012588500977,7.818089008331299,7.7669901847839355,10397300.0,7.7669901847839355,7.316641108194987,7.5169720479420254,7.5169720479420254,7.5169720479420254
2005-08-17,7.838528156280518,7.6954522132873535,7.792539596557617,7.7158918380737305,5430000.0,7.7158918380737305,7.354113451639811,7.523831351050015,7.523831351050015,7.523831351050015
2005-08-18,7.72611141204834,7.64435338973999,7.6801228523254395,7.675012588500977,2128800.0,7.675012588500977,7.380344072977702,7.528870725631714,7.528870725631714,7.528870725631714
