Date,High,Low,Open,Close,Volume,Adj Close,CMI-15ma,CMI-50ma,CMI-100ma,CMI-200ma
2000-01-03,12.03125,11.5,11.984375,11.828125,772000.0,7.615514278411865,7.615514278411865,7.615514278411865,7.615514278411865,7.615514278411865
2000-01-04,11.8125,11.375,11.8125,11.5,667600.0,7.40425443649292,7.509884357452393,7.509884357452393,7.509884357452393,7.509884357452393
2000-01-05,11.71875,11.34375,11.5,11.515625,857600.0,7.414312839508057,7.47802718480428,7.47802718480428,7.47802718480428,7.47802718480428
2000-01-06,12.0,10.40625,11.125,11.921875,3072000.0,7.675875186920166,7.527489185333252,7.527489185333252,7.527489185333252,7.527489185333252
2000-01-07,12.5,11.875,11.921875,12.234375,2006000.0,7.877077102661133,7.5974067687988285,7.5974067687988285,7.5974067687988285,7.5974067687988285
2000-01-10,12.46875,11.953125,12.171875,12.40625,1014800.0,7.987737655639648,7.662461916605632,7.662461916605632,7.662461916605632,7.662461916605632
2000-01-11,12.3125,11.59375,12.3125,11.703125,769200.0,7.535033226013184,7.644257817949567,7.644257817949567,7.644257817949567,7.644257817949567
2000-01-12,11.96875,11.625,11.703125,11.75,677600.0,7.565213680267334,7.634377300739288,7.634377300739288,7.634377300739288,7.634377300739288
2000-01-13,12.25,11.796875,11.8125,11.953125,608400.0,7.69599723815918,7.64122396045261,7.64122396045261,7.64122396045261,7.64122396045261
2000-01-14,12.0625,11.671875,12.015625,11.671875,443200.0,7.514913082122803,7.628592872619629,7.628592872619629,7.628592872619629,7.628592872619629
2000-01-18,11.640625,11.375,11.546875,11.5625,511200.0,7.444491386413574,7.611856373873624,7.611856373873624,7.611856373873624,7.611856373873624
2000-01-19,11.5625,11.265625,11.5625,11.296875,1146800.0,7.273467540740967,7.583657304445903,7.583657304445903,7.583657304445903,7.583657304445903
2000-01-20,11.359375,10.96875,11.359375,11.046875,572400.0,7.112504959106445,7.547414816342867,7.547414816342867,7.547414816342867,7.547414816342867
2000-01-21,11.25,10.578125,11.109375,10.75,1079600.0,6.921367168426514,7.502697127205985,7.502697127205985,7.502697127205985,7.502697127205985
2000-01-24,10.8125,10.28125,10.796875,10.421875,1034400.0,6.710103511810303,7.4498575528462725,7.4498575528462725,7.4498575528462725,7.4498575528462725
2000-01-25,10.421875,10.046875,10.375,10.140625,1258800.0,6.529020309448242,7.377424621582032,7.392305225133896,7.392305225133896,7.392305225133896
2000-01-26,10.296875,10.0,10.203125,10.171875,2245200.0,6.549139976501465,7.320416990915934,7.342707269331989,7.342707269331989,7.342707269331989
2000-01-27,10.109375,9.75,10.109375,9.953125,1246800.0,6.408298015594482,7.2533493359883625,7.290795644124349,7.290795644124349,7.290795644124349
2000-01-28,10.15625,9.5,10.125,9.65625,1690000.0,6.2171549797058105,7.156101322174072,7.2342882407339,7.2342882407339,7.2342882407339
2000-01-31,9.734375,9.4375,9.59375,9.5625,1202800.0,6.156795024871826,7.041415850321452,7.1804135799407955,7.1804135799407955,7.1804135799407955
2000-02-01,9.5625,9.296875,9.375,9.3125,1048000.0,5.995834827423096,6.908622328440348,7.124005067916143,7.124005067916143,7.124005067916143
2000-02-02,9.453125,9.140625,9.3125,9.140625,979600.0,5.885171890258789,6.798631572723389,7.067694468931719,7.067694468931719,7.067694468931719
