Date,High,Low,Open,Close,Volume,Adj Close,EXPE-15ma,EXPE-50ma,EXPE-100ma,EXPE-200ma
2005-07-21,49.20000076293945,47.84000015258789,48.220001220703125,48.040000915527344,109200.0,31.871658325195312,31.871658325195312,31.871658325195312,31.871658325195312,31.871658325195312
2005-07-22,49.79999923706055,47.900001525878906,49.2400016784668,49.720001220703125,56800.0,32.98624038696289,32.4289493560791,32.4289493560791,32.4289493560791,32.4289493560791
2005-07-25,49.79999923706055,48.29999923706055,49.79999923706055,48.47999954223633,39600.0,32.163570404052734,32.34048970540365,32.34048970540365,32.34048970540365,32.34048970540365
2005-07-26,48.70000076293945,47.5,48.70000076293945,48.0,102400.0,31.845109939575195,32.21664476394653,32.21664476394653,32.21664476394653,32.21664476394653
2005-07-27,48.2400016784668,47.29999923706055,48.0,48.13999938964844,98100.0,31.938003540039062,32.16091651916504,32.16091651916504,32.16091651916504,32.16091651916504
2005-07-28,48.2400016784668,47.81999969482422,48.20000076293945,48.099998474121094,93600.0,31.911470413208008,32.1193421681722,32.1193421681722,32.1193421681722,32.1193421681722
2005-07-29,48.70000076293945,47.70000076293945,48.20000076293945,48.68000030517578,60700.0,32.29625701904297,32.1446157182966,32.1446157182966,32.1446157182966,32.1446157182966
2005-08-01,49.0,48.20000076293945,48.459999084472656,48.70000076293945,164900.0,32.30952835083008,32.16522979736328,32.16522979736328,32.16522979736328,32.16522979736328
2005-08-02,52.0,47.279998779296875,52.0,48.099998474121094,299700.0,31.911470413208008,32.13703431023492,32.13703431023492,32.13703431023492,32.13703431023492
2005-08-03,48.540000915527344,47.52000045776367,48.540000915527344,47.70000076293945,147700.0,31.646080017089844,32.08793888092041,32.08793888092041,32.08793888092041,32.08793888092041
2005-08-04,47.779998779296875,46.70000076293945,47.540000915527344,47.20000076293945,141200.0,31.314376831054688,32.017615058205344,32.017615058205344,32.017615058205344,32.017615058205344
2005-08-05,47.380001068115234,46.29999923706055,47.380001068115234,46.7400016784668,207000.0,31.009185791015625,31.933579285939533,31.933579285939533,31.933579285939533,31.933579285939533
2005-08-08,47.29999923706055,42.52000045776367,47.0,45.0,6384200.0,29.854795455932617,31.773672837477463,31.773672837477463,31.773672837477463,31.773672837477463
2005-08-09,47.70000076293945,45.040000915527344,46.540000915527344,47.70000076293945,4870300.0,31.646080017089844,31.764559064592635,31.764559064592635,31.764559064592635,31.764559064592635
2005-08-10,49.040000915527344,47.34000015258789,48.380001068115234,47.400001525878906,2559000.0,31.447050094604492,31.74339179992676,31.74339179992676,31.74339179992676,31.74339179992676
2005-08-11,47.560001373291016,45.560001373291016,47.15999984741211,45.7400016784668,1705100.0,30.34574317932129,31.641664123535158,31.656038761138916,31.656038761138916,31.656038761138916
2005-08-12,45.5,43.0,45.459999084472656,44.599998474121094,1688900.0,29.58942413330078,31.41520970662435,31.534473194795495,31.534473194795495,31.534473194795495
2005-08-15,45.15999984741211,42.599998474121094,45.0,42.880001068115234,1489800.0,28.44830322265625,31.167525227864584,31.363019307454426,31.363019307454426,31.363019307454426
2005-08-16,43.20000076293945,41.380001068115234,42.58000183105469,42.900001525878906,2345600.0,28.461578369140625,30.94195645650228,31.210311889648438,31.210311889648438,31.210311889648438
2005-08-17,43.97999954223633,42.29999923706055,42.36000061035156,43.380001068115234,1120600.0,28.780025482177734,30.73142458597819,31.088797569274902,31.088797569274902,31.088797569274902
2005-08-18,44.0,42.58000183105469,42.58000183105469,43.5,1339900.0,28.859638214111328,30.527969106038412,30.982647123790922,30.982647123790922,30.982647123790922
2005-08-19,43.79999923706055,43.08000183105469,43.220001220703125,43.29999923706055,736700.0,28.726945877075195,30.290015029907227,30.880115248940207,30.880115248940207,30.880115248940207
2005-08-22,43.599998474121094,42.400001525878906,43.400001525878906,43.20000076293945,1630600.0,28.66061019897461,30.04675381978353,30.783615029376485,30.783615029376485,30.783615029376485
2005-08-23,43.279998779296875,42.41999816894531,42.7599983215332,42.900001525878906,1077200.0,28.461578369140625,29.816761016845703,30.686863501866657,30.686863501866657,30.686863501866657
2005-08-24,43.560001373291016,42.439998626708984,42.599998474121094,43.20000076293945,1159600.0,28.66061019897461,29.617729695638022,30.605813369750976,30.605813369750976,30.605813369750976
2005-08-25,44.619998931884766,42.86000061035156,42.86000061035156,44.31999969482422,789600.0,29.40365982055664,29.49034856160482,30.559576694781963,30.559576694781963,30.559576694781963
2005-08-26,45.060001373291016,43.79999923706055,44.279998779296875,44.220001220703125,539900.0,29.33732032775879,29.378890864054362,30.51430794044777,30.51430794044777,30.51430794044777
2005-08-29,45.0,43.79999923706055,44.099998474121094,44.68000030517578,465000.0,29.64249610900879,29.36473757425944,30.483171803610666,30.483171803610666,30.483171803610666
2005-08-30,45.0,44.0,44.08000183105469,44.79999923706055,606100.0,29.722110748291016,29.23647295633952,30.45692831894447,30.45692831894447,30.45692831894447
2005-08-31,44.86000061035156,44.0,44.540000915527344,44.52000045776367,826900.0,29.536338806152344,29.10909220377604,30.4262420018514,30.4262420018514,30.4262420018514
2005-09-01,44.880001068115234,44.119998931884766,44.279998779296875,44.439998626708984,740500.0,29.483266830444336,29.051593780517578,30.395823447935044,30.395823447935044,30.395823447935044
2005-09-02,45.2599983215332,43.439998626708984,44.380001068115234,44.7400016784668,918500.0,29.68230438232422,29.05778579711914,30.373525977134705,30.373525977134705,30.373525977134705
2005-09-06,45.099998474121094,43.380001068115234,43.380001068115234,44.18000030517578,1242200.0,29.31077766418457,29.115284093221028,30.341321482802883,30.341321482802883,30.341321482802883
2005-09-07,45.18000030517578,43.81999969482422,43.900001525878906,44.560001373291016,683400.0,29.562883377075195,29.188704427083334,30.318426244399127,30.318426244399127,30.318426244399127
2005-09-08,45.939998626708984,44.040000915527344,44.34000015258789,44.900001525878906,640200.0,29.788454055786133,29.255932998657226,30.303284181867326,30.303284181867326,30.303284181867326
2005-09-09,44.70000076293945,43.5,44.0,44.119998931884766,1995900.0,29.270967483520508,29.28335494995117,30.27460871802436,30.27460871802436,30.27460871802436
2005-09-12,45.58000183105469,43.900001525878906,43.900001525878906,44.20000076293945,1010600.0,29.324052810668945,29.323162078857422,30.248918017825567,30.248918017825567,30.248918017825567
2005-09-13,44.81999969482422,44.0,44.68000030517578,44.13999938964844,748300.0,29.284236907958984,29.364737192789715,30.223531672829075,30.223531672829075,30.223531672829075
2005-09-14,44.279998779296875,43.5,43.880001068115234,43.63999938964844,727300.0,28.952518463134766,29.397466532389323,30.19094159052922,30.19094159052922,30.19094159052922
2005-09-15,43.70000076293945,42.099998474121094,43.459999084472656,42.81999969482422,1261400.0,28.40850257873535,29.380659357706705,30.146380615234374,30.146380615234374,30.146380615234374
2005-09-16,42.91999816894531,41.5,42.5,42.0,951900.0,27.864477157592773,29.278047180175783,30.09072443334068,30.09072443334068,30.09072443334068
2005-09-19,42.619998931884766,41.52000045776367,41.599998474121094,42.099998474121094,1082000.0,27.930822372436523,29.184280649820963,30.03929819379534,30.03929819379534,30.03929819379534
2005-09-20,42.13999938964844,41.52000045776367,42.13999938964844,41.880001068115234,665300.0,27.78485870361328,29.06043815612793,29.98686936844227,29.98686936844227,29.98686936844227
2005-09-21,43.0,37.220001220703125,42.880001068115234,41.29999923706055,896600.0,27.400066375732422,28.905635197957356,29.928078391335227,29.928078391335227,29.928078391335227
2005-09-22,41.34000015258789,39.2599983215332,41.31999969482422,40.5,972600.0,26.86932373046875,28.727834192911782,29.860106065538194,29.860106065538194,29.860106065538194
2005-09-23,40.599998474121094,39.5,40.58000183105469,40.15999984741211,690200.0,26.643754959106445,28.538533401489257,29.790185389311418,29.790185389311418,29.790185389311418
2005-09-26,40.65999984741211,39.79999923706055,40.060001373291016,40.08000183105469,765500.0,26.590681076049805,28.332425181070963,29.722110829454788,29.722110829454788,29.722110829454788
2005-09-27,40.540000915527344,39.29999923706055,40.08000183105469,39.84000015258789,676500.0,26.43144989013672,28.14046999613444,29.653555393218994,29.653555393218994,29.653555393218994
2005-09-28,39.86000061035156,39.279998779296875,39.7599983215332,39.459999084472656,651600.0,26.179338455200195,27.91490033467611,29.582653006728815,29.582653006728815,29.582653006728815
2005-09-29,40.220001220703125,39.08000183105469,39.220001220703125,40.040000915527344,1144100.0,26.564132690429688,27.699945576985677,29.522282600402832,29.522282600402832,29.522282600402832
2005-09-30,39.97999954223633,39.040000915527344,39.29999923706055,39.619998931884766,1072900.0,26.285491943359375,27.500913874308267,29.410559272766115,29.45881611693139,29.45881611693139
2005-10-03,42.5,40.400001525878906,40.81999969482422,40.81999969482422,1023300.0,27.081619262695312,27.35141830444336,29.29246685028076,29.413100792811466,29.413100792811466
