Date,High,Low,Open,Close,Volume,Adj Close,VFC-15ma,VFC-50ma,VFC-100ma,VFC-200ma
2000-01-03,7.076859474182129,6.929731845855713,7.0032958984375,6.973870277404785,917900.0,4.183078289031982,4.183078289031982,4.183078289031982,4.183078289031982,4.183078289031982
2000-01-04,7.047433853149414,6.767890930175781,6.9150190353393555,6.900306224822998,817300.0,4.138951778411865,4.161015033721924,4.161015033721924,4.161015033721924,4.161015033721924
2000-01-05,7.0621466636657715,6.767890930175781,6.9150190353393555,6.826742172241211,1259100.0,4.094827651977539,4.138952573140462,4.138952573140462,4.138952573140462,4.138952573140462
2000-01-06,6.959157466888428,6.576624393463135,6.9150190353393555,6.723752498626709,1931100.0,4.033052921295166,4.112477660179138,4.112477660179138,4.112477660179138,4.112477660179138
2000-01-07,6.929731845855713,6.591337203979492,6.782603740692139,6.870880603790283,2186800.0,4.121303081512451,4.114242744445801,4.114242744445801,4.114242744445801,4.114242744445801
2000-01-10,7.047433853149414,6.885593414306641,6.94444465637207,6.959157466888428,940500.0,4.174254417419434,4.124244689941406,4.124244689941406,4.124244689941406,4.124244689941406
2000-01-11,7.150423526763916,6.959157466888428,7.0032958984375,7.018008708953857,649000.0,4.2095537185668945,4.136431694030762,4.136431694030762,4.136431694030762,4.136431694030762
2000-01-12,7.0621466636657715,6.826742172241211,6.94444465637207,7.032721042633057,982900.0,4.218379497528076,4.146675169467926,4.146675169467926,4.146675169467926,4.146675169467926
2000-01-13,7.091572284698486,6.885593414306641,7.047433853149414,6.929731845855713,1178300.0,4.156603813171387,4.147778352101644,4.147778352101644,4.147778352101644,4.147778352101644
2000-01-14,6.94444465637207,6.782603740692139,6.8120293617248535,6.797316551208496,1045000.0,4.077178001403809,4.14071831703186,4.14071831703186,4.14071831703186,4.14071831703186
2000-01-18,6.885593414306641,6.709039688110352,6.738465309143066,6.797316551208496,641800.0,4.077178001403809,4.134941924702037,4.134941924702037,4.134941924702037,4.134941924702037
2000-01-19,6.973870277404785,6.767890930175781,6.767890930175781,6.94444465637207,829600.0,4.1654276847839355,4.137482404708862,4.137482404708862,4.137482404708862,4.137482404708862
2000-01-20,7.018008708953857,6.8120293617248535,6.959157466888428,6.900306224822998,1094200.0,4.138951778411865,4.137595433455247,4.137595433455247,4.137595433455247,4.137595433455247
2000-01-21,7.091572284698486,6.870880603790283,7.091572284698486,6.929731845855713,1126500.0,4.156603813171387,4.138953174863543,4.138953174863543,4.138953174863543,4.138953174863543
2000-01-24,6.929731845855713,6.856167793273926,6.9150190353393555,6.900306224822998,958300.0,4.138951778411865,4.138953081766764,4.138953081766764,4.138953081766764,4.138953081766764
2000-01-25,6.94444465637207,6.679614067077637,6.9150190353393555,6.767890930175781,1961300.0,4.0595293045043945,4.130716482798259,4.133989095687866,4.133989095687866,4.133989095687866
2000-01-26,6.8120293617248535,6.709039688110352,6.782603740692139,6.797316551208496,857600.0,4.077178001403809,4.126598230997721,4.130647266612334,4.130647266612334,4.130647266612334
2000-01-27,6.826742172241211,6.385357856750488,6.826742172241211,6.54719877243042,1428100.0,3.9271512031555176,4.1154198010762535,4.119341929753621,4.119341929753621,4.119341929753621
2000-01-28,6.576624393463135,6.120527267456055,6.561911582946777,6.282368183135986,1184700.0,3.7683002948760986,4.097769625981649,4.100866054233752,4.100866054233752,4.100866054233752
2000-01-31,6.282368183135986,6.03225040435791,6.282368183135986,6.105814456939697,1799000.0,3.6623988151550293,4.067176008224488,4.078942692279815,4.078942692279815,4.078942692279815
2000-02-01,6.223516941070557,5.885122299194336,6.164665699005127,6.1499528884887695,1944300.0,3.688875913619995,4.034817441304525,4.060368083772206,4.060368083772206,4.060368083772206
2000-02-02,6.326506614685059,6.120527267456055,6.179378509521484,6.223516941070557,1392000.0,3.732999086380005,4.003047132492066,4.0454876747998325,4.0454876747998325,4.0454876747998325
2000-02-03,6.4294962882995605,6.238229751586914,6.238229751586914,6.355932235717773,1203800.0,3.8124239444732666,3.975983428955078,4.03535446913346,4.03535446913346,4.03535446913346
2000-02-04,6.355932235717773,6.061676025390625,6.355932235717773,6.105814456939697,1309200.0,3.6623988151550293,3.943036429087321,4.019814650217692,4.019814650217692,4.019814650217692
2000-02-07,6.223516941070557,5.8704094886779785,6.105814456939697,6.1499528884887695,1225500.0,3.688875913619995,3.917149623235067,4.006577100753784,4.006577100753784,4.006577100753784
2000-02-08,6.297080993652344,6.002824783325195,6.1499528884887695,6.120527267456055,1566200.0,3.6712241172790527,3.890086030960083,3.9936789090816793,3.9936789090816793,3.9936789090816793
2000-02-09,6.311793804168701,6.061676025390625,6.164665699005127,6.120527267456055,1457900.0,3.6712241172790527,3.8571391264597574,3.9817361390149153,3.9817361390149153,3.9817361390149153
2000-02-10,6.09110164642334,5.752707004547119,6.061676025390625,6.076388835906982,1800300.0,3.6447486877441406,3.824192253748576,3.969700872898102,3.969700872898102,3.969700872898102
2000-02-11,6.03225040435791,5.679142951965332,6.03225040435791,5.885122299194336,2369100.0,3.5300235748291016,3.7824202378590903,3.9545395867577913,3.9545395867577913,3.9545395867577913
2000-02-14,5.9733991622924805,5.855696678161621,5.885122299194336,5.929260730743408,2283300.0,3.5564987659454346,3.7435900370279946,3.9412715593973795,3.9412715593973795,3.9412715593973795
2000-02-15,5.988111972808838,5.796845436096191,5.885122299194336,5.885122299194336,2102700.0,3.5300235748291016,3.708289655049642,3.928005495379048,3.928005495379048,3.928005495379048
2000-02-16,5.929260730743408,5.782132625579834,5.885122299194336,5.826271057128906,1446000.0,3.494723320007324,3.669459342956543,3.9144654273986816,3.9144654273986816,3.9144654273986816
2000-02-17,5.929260730743408,5.855696678161621,5.855696678161621,5.914547920227051,1375900.0,3.5476741790771484,3.6441608746846517,3.9033505410859077,3.9033505410859077,3.9033505410859077
2000-02-18,5.929260730743408,5.8704094886779785,5.914547920227051,5.914547920227051,2280700.0,3.5476741790771484,3.6294524669647217,3.892889471615062,3.892889471615062,3.892889471615062
2000-02-22,5.943973541259766,5.826271057128906,5.899835109710693,5.8704094886779785,1360200.0,3.521197557449341,3.6200390497843427,3.8822697026388986,3.8822697026388986,3.8822697026388986
2000-02-23,6.076388835906982,5.752707004547119,5.826271057128906,5.855696678161621,1245000.0,3.512371778488159,3.60827210744222,3.8719947603013782,3.8719947603013782,3.8719947603013782
2000-02-24,5.855696678161621,5.4878764152526855,5.855696678161621,5.782132625579834,1961700.0,3.4682469367980957,3.5906219641367594,3.8610826569634513,3.8610826569634513,3.8610826569634513
2000-02-25,5.8704094886779785,5.237759113311768,5.796845436096191,5.399600028991699,1676200.0,3.2387962341308594,3.552380116780599,3.844706698467857,3.844706698467857,3.844706698467857
2000-02-28,5.929260730743408,5.384887218475342,5.502589225769043,5.826271057128906,2215300.0,3.494723320007324,3.5412017504374185,3.8357327656868176,3.8357327656868176,3.8357327656868176
2000-02-29,5.8704094886779785,5.57615327835083,5.767419815063477,5.811558246612549,1349100.0,3.485900402069092,3.5276700496673583,3.8269869565963743,3.8269869565963743,3.8269869565963743
2000-03-01,5.885122299194336,5.532014846801758,5.796845436096191,5.8704094886779785,1078900.0,3.521197557449341,3.517668279012044,3.819528678568398,3.819528678568398,3.819528678568398
2000-03-02,5.885122299194336,5.63500452041626,5.885122299194336,5.782132625579834,1677500.0,3.4682469367980957,3.5041364669799804,3.811164827573867,3.811164827573867,3.811164827573867
2000-03-03,5.8704094886779785,5.57615327835083,5.6938557624816895,5.767419815063477,855500.0,3.459423303604126,3.4917814413706463,3.8029847921327105,3.8029847921327105,3.8029847921327105
2000-03-06,5.664430141448975,5.355461597442627,5.664430141448975,5.399600028991699,1470600.0,3.2387962341308594,3.472366285324097,3.7901623249053955,3.7901623249053955,3.7901623249053955
2000-03-07,5.4437384605407715,5.120056629180908,5.311323165893555,5.193620681762695,1372100.0,3.115246534347534,3.4429494698842364,3.775164196226332,3.775164196226332,3.775164196226332
2000-03-08,5.296610355377197,4.928790092468262,5.002354145050049,5.22304630279541,1920500.0,3.16445255279541,3.4185780684153237,3.7618878561517466,3.7618878561517466,3.7618878561517466
2000-03-09,5.620291709899902,5.105343818664551,5.1641950607299805,5.620291709899902,2244600.0,3.4051287174224854,3.412605094909668,3.754297236178784,3.754297236178784,3.754297236178784
2000-03-10,5.57615327835083,5.208333492279053,5.561440467834473,5.429025650024414,1484200.0,3.2892467975616455,3.3953766028086343,3.74460868537426,3.74460868537426,3.74460868537426
2000-03-13,5.473163604736328,5.28189754486084,5.414312839508057,5.4437384605407715,1453200.0,3.2981600761413574,3.3787423292795817,3.735497489267466,3.735497489267466,3.735497489267466
2000-03-14,5.495233058929443,5.237759113311768,5.3407487869262695,5.414312839508057,1861000.0,3.2803356647491455,3.3626848697662353,3.7263942527770997,3.7263942527770997,3.7263942527770997
2000-03-15,5.620291709899902,5.296610355377197,5.384887218475342,5.620291709899902,3035100.0,3.4051287174224854,3.3555353323618573,3.7108352613449096,3.72009492855446,3.72009492855446
