Date,High,Low,Open,Close,Volume,Adj Close,ROL-15ma,ROL-50ma,ROL-100ma,ROL-200ma
2000-01-03,1.3333333730697632,1.2839505672454834,1.316872477531433,1.3333333730697632,277600.0,0.9858196973800659,0.9858196973800659,0.9858196973800659,0.9858196973800659,0.9858196973800659
2000-01-04,1.3333333730697632,1.3223594427108765,1.3223594427108765,1.3223594427108765,131800.0,0.9777058959007263,0.9817627966403961,0.9817627966403961,0.9817627966403961,0.9817627966403961
2000-01-05,1.3278464078903198,1.3058985471725464,1.3223594427108765,1.316872477531433,355600.0,0.9736486673355103,0.9790580868721008,0.9790580868721008,0.9790580868721008,0.9790580868721008
2000-01-06,1.3278464078903198,1.316872477531433,1.316872477531433,1.3278464078903198,246300.0,0.9817627668380737,0.979734256863594,0.979734256863594,0.979734256863594,0.979734256863594
2000-01-07,1.3388203382492065,1.3278464078903198,1.3388203382492065,1.3388203382492065,56700.0,0.9898761510848999,0.9817626357078553,0.9817626357078553,0.9817626357078553,0.9817626357078553
2000-01-10,1.3497942686080933,1.3333333730697632,1.3388203382492065,1.3497942686080933,70200.0,0.9979903101921082,0.9844672481218973,0.9844672481218973,0.9844672481218973,0.9844672481218973
2000-01-11,1.3552812337875366,1.34430730342865,1.34430730342865,1.34430730342865,47400.0,0.9939333200454712,0.9858195441109794,0.9858195441109794,0.9858195441109794,0.9858195441109794
2000-01-12,1.3497942686080933,1.3388203382492065,1.34430730342865,1.34430730342865,58900.0,0.9939333200454712,0.9868337661027908,0.9868337661027908,0.9868337661027908,0.9868337661027908
2000-01-13,1.3497942686080933,1.3388203382492065,1.3497942686080933,1.3388203382492065,47400.0,0.9898761510848999,0.9871718088785807,0.9871718088785807,0.9871718088785807,0.9871718088785807
2000-01-14,1.36076819896698,1.34430730342865,1.34430730342865,1.34430730342865,360400.0,0.9939333200454712,0.9878479599952698,0.9878479599952698,0.9878479599952698,0.9878479599952698
2000-01-18,1.3388203382492065,1.3223594427108765,1.3388203382492065,1.3278464078903198,170200.0,0.9817627668380737,0.9872947606173429,0.9872947606173429,0.9872947606173429,0.9872947606173429
2000-01-19,1.3388203382492065,1.316872477531433,1.3278464078903198,1.3223594427108765,227700.0,0.9777058959007263,0.9864956885576248,0.9864956885576248,0.9864956885576248,0.9864956885576248
2000-01-20,1.3333333730697632,1.316872477531433,1.3223594427108765,1.3333333730697632,52800.0,0.9858196973800659,0.9864436892362741,0.9864436892362741,0.9864436892362741,0.9864436892362741
2000-01-21,1.3333333730697632,1.316872477531433,1.3333333730697632,1.316872477531433,73000.0,0.9736486673355103,0.9855297591005053,0.9855297591005053,0.9855297591005053,0.9855297591005053
2000-01-24,1.3223594427108765,1.27846360206604,1.316872477531433,1.27846360206604,65700.0,0.9452507495880127,0.9828444917996725,0.9828444917996725,0.9828444917996725,0.9828444917996725
2000-01-25,1.3497942686080933,1.2949244976043701,1.3058985471725464,1.2949244976043701,588100.0,0.9574211835861206,0.9809512575467427,0.9812555350363255,0.9812555350363255,0.9812555350363255
2000-01-26,1.3223594427108765,1.2949244976043701,1.3058985471725464,1.300411581993103,182400.0,0.961478054523468,0.9798694014549255,0.9800921538296867,0.9800921538296867,0.9800921538296867
2000-01-27,1.316872477531433,1.27846360206604,1.3113855123519897,1.2839505672454834,168300.0,0.949307382106781,0.9782466491063436,0.9783818887339698,0.9783818887339698,0.9783818887339698
2000-01-28,1.2894375324249268,1.26200270652771,1.2894375324249268,1.26200270652771,226000.0,0.9330803155899048,0.9750011523564657,0.9759975954105979,0.9759975954105979,0.9759975954105979
2000-01-31,1.36076819896698,1.2400548458099365,1.2510287761688232,1.36076819896698,501000.0,1.0061033964157104,0.9760829687118531,0.9775028854608536,0.9775028854608536,0.9775028854608536
