Date,High,Low,Open,Close,Volume,Adj Close,CDW-15ma,CDW-50ma,CDW-100ma,CDW-200ma
2013-06-27,18.75,17.3799991607666,17.639999389648438,18.3700008392334,8285800.0,17.274614334106445,17.274614334106445,17.274614334106445,17.274614334106445,17.274614334106445
2013-06-28,19.170000076293945,18.3799991607666,18.399999618530273,18.6200008392334,717400.0,17.50971031188965,17.392162322998047,17.392162322998047,17.392162322998047,17.392162322998047
2013-07-01,18.899999618530273,18.34000015258789,18.649999618530273,18.34000015258789,394200.0,17.246408462524414,17.343577702840168,17.343577702840168,17.343577702840168,17.343577702840168
2013-07-02,19.639999389648438,18.260000228881836,18.34000015258789,19.219999313354492,223800.0,18.073932647705078,17.526166439056396,17.526166439056396,17.526166439056396,17.526166439056396
2013-07-03,19.209999084472656,18.670000076293945,18.989999771118164,19.079999923706055,103700.0,17.942283630371094,17.609389877319337,17.609389877319337,17.609389877319337,17.609389877319337
2013-07-05,19.360000610351562,18.549999237060547,18.799999237060547,19.219999313354492,111800.0,18.073932647705078,17.686813672383625,17.686813672383625,17.686813672383625,17.686813672383625
2013-07-08,19.479999542236328,18.860000610351562,19.049999237060547,19.229999542236328,110500.0,18.083337783813477,17.743459974016464,17.743459974016464,17.743459974016464,17.743459974016464
2013-07-09,19.920000076293945,19.059999465942383,19.1299991607666,19.5,206400.0,18.33724021911621,17.81768250465393,17.81768250465393,17.81768250465393,17.81768250465393
2013-07-10,19.950000762939453,19.049999237060547,19.469999313354492,19.100000381469727,334900.0,17.961088180541992,17.833616468641495,17.833616468641495,17.833616468641495,17.833616468641495
2013-07-11,19.649999618530273,19.049999237060547,19.049999237060547,19.579999923706055,108800.0,18.412464141845703,17.891501235961915,17.891501235961915,17.891501235961915,17.891501235961915
2013-07-12,19.540000915527344,19.209999084472656,19.229999542236328,19.510000228881836,114600.0,18.346637725830078,17.932877280495383,17.932877280495383,17.932877280495383,17.932877280495383
2013-07-15,19.75,19.219999313354492,19.360000610351562,19.559999465942383,177300.0,18.39365577697754,17.971275488535564,17.971275488535564,17.971275488535564,17.971275488535564
2013-07-16,20.649999618530273,19.040000915527344,19.040000915527344,20.100000381469727,239300.0,18.901458740234375,18.042828046358547,18.042828046358547,18.042828046358547,18.042828046358547
