Date,High,Low,Open,Close,Volume,Adj Close,LIN-15ma,LIN-50ma,LIN-100ma,LIN-200ma
2000-03-01,17.0625,16.5,17.0,16.65625,1595600.0,11.41161823272705,12.965993245442709,14.967268943786621,14.967268943786621,14.967268943786621
2000-03-02,16.9375,16.1875,16.6875,16.34375,1540400.0,11.197513580322266,12.813267389933268,14.877512863704137,14.877512863704137,14.877512863704137
2000-03-03,17.4375,16.5,16.5,17.0625,3211600.0,11.745643615722656,12.71849365234375,14.804678695146428,14.804678695146428,14.804678695146428
2000-03-06,17.25,16.8125,16.875,16.9375,2260200.0,11.659594535827637,12.636539141337076,14.733199509707363,14.733199509707363,14.733199509707363
2000-03-07,16.875,15.9375,16.84375,16.03125,1034800.0,11.035744667053223,12.485874938964844,14.651033846537272,14.651033846537272,14.651033846537272
2000-03-08,16.5,15.9375,16.125,16.0625,2256400.0,11.057252883911133,12.303815587361653,14.572908173436703,14.572908173436703,14.572908173436703
2000-03-09,16.0625,15.6875,16.0625,15.90625,1279000.0,10.949694633483887,12.096030108133952,14.495818523650474,14.495818523650474,14.495818523650474
2000-03-10,17.25,15.875,15.875,16.75,2692200.0,11.53052043914795,11.931248664855957,14.434041480223337,14.434041480223337,14.434041480223337
2000-03-13,17.0,16.125,16.625,16.6875,1626000.0,11.487496376037598,11.792145729064941,14.373907906668526,14.373907906668526,14.373907906668526
2000-03-14,17.1875,16.6875,16.8125,16.8125,1874600.0,11.573545455932617,11.66163412729899,14.317900657653809,14.317900657653809,14.317900657653809
2000-03-15,19.5,16.9375,16.9375,18.625,2931400.0,12.82125186920166,11.639994812011718,14.233047733306885,14.288554602978277,14.288554602978277
2000-03-16,20.25,18.75,18.8125,20.03125,3434000.0,13.789297103881836,11.738558451334635,14.173550472259521,14.278953497226421,14.278953497226421
2000-03-17,19.78125,17.96875,19.75,18.5,2063200.0,12.735203742980957,11.77684046427409,14.086976585388184,14.249826143372733,14.249826143372733
2000-03-20,19.875,18.75,18.75,19.0,1126600.0,13.079392433166504,11.842350514729818,13.982022457122802,14.22815144503558,14.22815144503558
2000-03-21,19.625,18.875,19.0625,19.46875,1242000.0,13.402081489562988,11.965056737263998,13.883094024658202,14.213131991299717,14.213131991299717
2000-03-22,19.25,18.5625,19.21875,18.8125,1736600.0,12.95032024383545,12.067636871337891,13.774702129364014,14.190581781523568,14.190581781523568
2000-03-23,19.6875,18.78125,18.78125,18.875,1291000.0,12.993351936340332,12.187359428405761,13.661175880432129,14.169577749151932,14.169577749151932
2000-03-24,19.5625,18.5,18.5,19.40625,1361400.0,13.359050750732422,12.29491990407308,13.561386833190918,14.155603145730906,14.155603145730906
2000-03-27,19.78125,19.03125,19.40625,19.09375,1354400.0,13.143933296203613,12.393875821431477,13.46243371963501,14.138456199128749,14.138456199128749
2000-03-28,20.28125,19.03125,19.03125,19.375,1548000.0,13.337549209594727,12.547329457600911,13.36307092666626,14.125107749303181,14.125107749303181
2000-03-29,20.25,19.625,19.625,19.90625,1575000.0,13.703255653381348,12.723729642232259,13.286865730285644,14.118192141173315,14.118192141173315
2000-03-30,21.59375,19.8125,20.0,20.71875,2351400.0,14.262563705444336,12.944587580362956,13.235120964050292,14.12052071479059,14.12052071479059
2000-03-31,21.375,20.125,20.75,20.8125,1894400.0,14.327104568481445,13.131026522318523,13.197084999084472,14.123799823579335,14.123799823579335
2000-04-03,21.0625,20.375,20.6875,20.84375,1019000.0,14.348614692687988,13.321767743428548,13.16290491104126,14.127312555909157,14.127312555909157
2000-04-04,21.5625,20.234375,21.0625,20.9375,2181200.0,14.413152694702148,13.51107489267985,13.117169322967529,14.131710096505971,14.131710096505971
2000-04-05,21.25,19.8125,20.8125,20.5,1260000.0,14.111985206604004,13.597123781840006,13.098382148742676,14.13141123453776,14.13141123453776
2000-04-06,21.125,20.53125,20.625,20.96875,1317800.0,14.434669494628906,13.640148607889811,13.092899932861329,14.135937477225688,14.135937477225688
2000-04-07,20.84375,20.5625,20.65625,20.6875,929400.0,14.241052627563477,13.740538533528646,13.077978725433349,14.137483288260068,14.137483288260068
2000-04-10,21.0625,20.625,20.8125,20.75,963400.0,14.284085273742676,13.820851389567057,13.084043712615967,14.139607954716336,14.139607954716336
2000-04-11,22.375,20.53125,20.5625,22.28125,2230200.0,15.338175773620605,13.949924341837566,13.111618785858154,14.156730352129255,14.156730352129255
2000-04-12,22.5625,21.75,21.78125,22.15625,1629800.0,15.252132415771484,14.1033784866333,13.13576005935669,14.172158550208723,14.172158550208723
2000-04-13,22.25,21.3125,22.25,21.4375,832400.0,14.757353782653809,14.220978609720866,13.163708362579346,14.18028626177046,14.18028626177046
2000-04-14,21.125,19.875,21.0,19.9375,1966200.0,13.72476863861084,14.245359802246094,13.16072811126709,14.174046294329917,14.174046294329917
2000-04-17,20.3125,19.4375,20.0,19.96875,1165600.0,13.746274948120117,14.28551591237386,13.152183151245117,14.168265600462217,14.168265600462217
2000-04-18,19.875,18.75,19.84375,19.03125,1422200.0,13.100910186767578,14.269739977518718,13.126448917388917,14.15403419494629,14.15403419494629
2000-04-19,19.59375,18.96875,19.3125,19.25,1347400.0,13.251498222351074,14.239622815450032,13.112718696594237,14.142158721622668,14.142158721622668
2000-04-20,21.8125,19.125,19.125,21.03125,2534000.0,14.47768783569336,14.2539644241333,13.132504425048829,14.146516242584624,14.146516242584624
2000-04-24,21.65625,20.75,21.0,21.09375,2424200.0,14.520711898803711,14.266871579488118,13.159573669433593,14.151313622792562,14.151313622792562
2000-04-25,21.5,20.75,20.75,21.375,1858200.0,14.714322090148926,14.291252072652181,13.196081867218018,14.158440312252768,14.158440312252768
2000-04-26,22.125,21.125,21.375,21.75,2848400.0,14.972475051879883,14.328540229797364,13.22961721420288,14.168615746498109,14.168615746498109
2000-04-27,21.96875,21.0,21.0,21.8125,1737800.0,15.015497207641602,14.38877436319987,13.254164295196533,14.179071073178891,14.179071073178891
2000-04-28,22.65625,21.71875,21.8125,22.21875,2131200.0,15.295148849487305,14.446139653523764,13.27873773574829,14.19268177776802,14.19268177776802
2000-05-01,22.53125,21.6875,22.0,22.5,1605400.0,15.488767623901367,14.529320653279623,13.308468246459961,14.208297269890107,14.208297269890107
2000-05-02,23.5625,22.34375,22.5,23.375,1765200.0,16.09109878540039,14.64978822072347,13.358809413909912,14.230711573646182,14.230711573646182
2000-05-03,23.3125,22.90625,23.0625,22.9375,1554200.0,15.789929389953613,14.679905128479003,13.403983612060546,14.249055312661564,14.249055312661564
2000-05-04,22.875,22.625,22.8125,22.75,2043800.0,15.660862922668457,14.707153828938802,13.454284038543701,14.265471680219783,14.265471680219783
2000-05-05,23.25,22.625,22.625,23.0625,901000.0,15.8759765625,14.781728680928548,13.525586719512939,14.28398323059082,14.28398323059082
2000-05-08,23.5,22.75,22.9375,22.84375,816600.0,15.725391387939453,14.915103530883789,13.596875076293946,14.300362868742509,14.300362868742509
2000-05-09,22.9375,22.3125,22.8125,22.625,997000.0,15.574809074401855,15.037005805969239,13.666436424255371,14.314682489030817,14.314682489030817
2000-05-10,22.71875,22.09375,22.5,22.09375,1222000.0,15.209108352661133,15.177552350362141,13.739388828277589,14.324620554182264,14.324620554182264
2000-05-11,22.90625,22.28125,22.3125,22.6875,1380200.0,15.617834091186523,15.335308074951172,13.823513145446777,14.338831691951542,14.338831691951542
2000-05-12,22.6875,22.0625,22.59375,22.46875,883800.0,15.467251777648926,15.401279004414876,13.90890790939331,14.351097127665644,14.351097127665644
2000-05-15,23.25,21.8125,22.0,23.0,1148600.0,15.832955360412598,15.488761901855469,13.99065414428711,14.367031087157546,14.367031087157546
2000-05-16,23.0,22.625,23.0,22.75,754000.0,15.660862922668457,15.551864624023438,14.070679512023926,14.380795255620429,14.380795255620429
2000-05-17,22.9375,22.3125,22.5625,22.5,631600.0,15.488767623901367,15.58628412882487,14.159739971160889,14.392458122654965,14.392458122654965
2000-05-18,22.75,22.3125,22.375,22.75,808400.0,15.660862922668457,15.62930850982666,14.251812171936034,14.405670672655106,14.405670672655106
2000-05-19,23.21875,22.59375,22.625,22.9375,1264200.0,15.789929389953613,15.66229387919108,14.348616867065429,14.419941381080863,14.419941381080863
2000-05-22,23.75,22.8125,23.125,23.25,1183800.0,16.005048751831055,15.69671262105306,14.438107433319091,14.436115946088519,14.436115946088519
2000-05-23,24.1875,23.25,23.25,23.96875,2124800.0,16.499835968017578,15.723961766560873,14.538354225158692,14.45696160287568,14.45696160287568
2000-05-24,23.6875,23.1875,23.6875,23.59375,1495800.0,16.241687774658203,15.754078992207845,14.631717071533203,14.474808864593506,14.474808864593506
2000-05-25,23.5625,21.84375,23.5,22.25,1565000.0,15.316665649414062,15.731132507324219,14.681625347137452,14.457336540222167,14.483144080284799
2000-05-26,21.875,20.5,21.875,21.03125,3445200.0,14.47768783569336,15.637913258870443,14.695393161773682,14.434471817016602,14.483090587690764
2000-05-30,21.21875,20.0625,21.125,20.9375,3105400.0,14.413152694702148,15.55043067932129,14.728952140808106,14.407964363098145,14.482411579020972
2000-05-31,21.4375,20.6875,20.8125,21.0,1472200.0,14.456174850463867,15.47585506439209,14.756487789154052,14.369255123138428,14.482159302784847
2000-06-01,21.1875,20.53125,21.1875,20.71875,1301200.0,14.262563705444336,15.41275208791097,14.77369743347168,14.328395729064942,14.480067916143508
2000-06-02,20.78125,20.40625,20.75,20.4375,1708400.0,14.068952560424805,15.309493319193523,14.796070079803467,14.28538610458374,14.476189469391445
2000-06-05,20.84375,20.0,20.46875,20.34375,956000.0,14.057729721069336,15.215525182088216,14.817357635498047,14.239266757965089,14.47227863062208
2000-06-06,20.34375,20.125,20.125,20.25,1105000.0,13.992949485778809,15.092858123779298,14.830035610198975,14.195711221694946,14.467840397799456
2000-06-07,20.3125,19.8125,20.125,19.875,1317000.0,13.7338228225708,14.964388783772787,14.841833400726319,14.152133560180664,14.461106291604699
2000-06-08,20.0,19.53125,20.0,19.71875,809400.0,13.62584114074707,14.840193684895834,14.847599239349366,14.105335083007812,14.453512972051447
2000-06-09,20.1875,19.78125,19.875,19.84375,1021000.0,13.712224006652832,14.710284423828124,14.847778606414796,14.06732216835022,14.446834693083892
2000-06-12,20.21875,19.75,19.78125,19.75,786200.0,13.647440910339355,14.567451858520508,14.835476150512696,14.035298557281495,14.4396972485951
2000-06-13,20.0,19.0,19.625,19.125,1001200.0,13.215557098388672,14.381485748291016,14.81324520111084,14.005165100097656,14.428864149920708
2000-06-14,20.125,19.25,19.25,19.65625,2954200.0,13.582664489746094,14.187007649739583,14.797926197052002,13.980415554046631,14.421441345884089
2000-06-15,19.9375,19.03125,19.75,19.28125,1553200.0,13.32353401184082,13.992464065551758,14.776133823394776,13.946651573181152,14.41189432558806
2000-06-16,19.5,18.96875,19.5,19.28125,2050200.0,13.32353401184082,13.859588623046875,14.760364799499511,13.929373474121094,14.40251190909024
2000-06-19,19.375,18.78125,19.28125,18.78125,2615800.0,12.978029251098633,13.759611384073894,14.731231994628907,13.912065963745118,14.39033684363732
2000-06-20,19.34375,18.625,18.96875,19.125,2103200.0,13.215557098388672,13.679771677652996,14.71072208404541,13.894350404739379,14.380381083084366
2000-06-21,19.125,18.28125,19.0,18.59375,1003400.0,12.848464012145996,13.57259095509847,14.682009658813477,13.883026685714722,14.367507830387405
2000-06-22,18.78125,18.5,18.53125,18.65625,1259000.0,12.891648292541504,13.48119659423828,14.633079109191895,13.872348947525024,14.355209000905354
2000-06-23,19.15625,18.375,18.65625,18.53125,1916000.0,12.805275917053223,13.396951484680176,14.584141979217529,13.85995101928711,14.342399636575998
2000-06-26,19.0,18.1875,19.0,18.28125,1213000.0,12.63251781463623,13.301937357584636,14.541645259857178,13.852676811218261,14.328384211806
2000-06-27,19.71875,18.375,18.40625,19.4375,1785800.0,13.431500434875488,13.264507420857747,14.53577989578247,13.84825400352478,14.321092473782175
2000-06-28,19.5,18.90625,19.25,19.296875,1254800.0,13.334331512451172,13.237874666849772,14.527541027069091,13.839862089157105,14.313134724094022
2000-06-29,19.5,18.40625,19.46875,18.59375,1421600.0,12.848464012145996,13.186049524943034,14.52249210357666,13.824470510482788,14.301417358398437
2000-06-30,19.46875,18.625,19.0625,18.71875,2365200.0,12.93483829498291,13.134223810831706,14.516158905029297,13.814438800811768,14.290571492815774
2000-07-03,19.4375,18.875,18.875,19.21875,700600.0,13.280349731445312,13.109751065572103,14.492212142944336,13.812358283996582,14.28261699075774
2000-07-05,19.46875,18.875,18.875,19.1875,1801800.0,13.258749961853027,13.112630589803059,14.466972904205322,13.813273286819458,14.274618029594421
2000-07-06,19.0625,18.125,19.0,18.5625,2166600.0,12.826869010925293,13.06224422454834,14.42922384262085,13.812652854919433,14.263395168984584
2000-07-07,18.8125,18.21875,18.5625,18.25,2083800.0,12.610923767089844,13.014736874898274,14.381992816925049,13.805805015563966,14.25068385050847
2000-07-10,18.875,18.25,18.25,18.5,7850600.0,12.78368091583252,12.978746668497722,14.337356491088867,13.7957603931427,14.23948535482392
2000-07-11,19.0,18.46875,18.5,18.875,8247600.0,13.042811393737793,12.983065478007,14.292309741973877,13.785523738861084,14.23041964299751
2000-07-12,19.3125,18.8125,19.0,19.21875,5810400.0,13.280349731445312,12.98738498687744,14.248141384124756,13.778304815292358,14.223276260203885
2000-07-13,19.75,19.125,19.125,19.65625,3230200.0,13.582664489746094,13.036331685384114,14.19797269821167,13.77839105606079,14.218495575349722
2000-07-14,19.875,19.375,19.875,19.5625,3084400.0,13.517878532409668,13.078080368041991,14.152531681060792,13.778257646560668,14.213305819476092
2000-07-17,19.40625,19.125,19.375,19.28125,1593600.0,13.32353401184082,13.112630907694498,14.105785102844239,13.780034570693969,14.206763379714069
2000-07-18,19.46875,19.125,19.28125,19.25,1030600.0,13.301942825317383,13.15725924173991,14.054304428100586,13.789945573806763,14.200158850119932
2000-07-19,19.46875,19.09375,19.28125,19.3125,2264000.0,13.345124244689941,13.151500829060872,14.006699085235596,13.80178708076477,14.193962947182033
2000-07-20,19.84375,19.53125,19.8125,19.6875,2146000.0,13.60425090789795,13.169495455423991,13.967287921905518,13.816862173080445,14.189720414525313
2000-07-21,20.0625,19.75,19.78125,19.875,1755800.0,13.7338228225708,13.228519376118978,13.93778221130371,13.83858551979065,14.18646400315421
2000-07-24,19.6875,18.90625,19.6875,19.03125,3022400.0,13.150776863098145,13.242915280659993,13.888441066741944,13.855977106094361,14.179118704288564
2000-07-25,19.4375,18.734375,19.03125,19.1875,2431000.0,13.258749961853027,13.241475296020507,13.844271030426025,13.876589469909668,14.172637234271413
2000-07-26,19.5625,19.125,19.1875,19.46875,1867200.0,13.453100204467773,13.254431978861492,13.796673927307129,13.89366403579712,14.167605506790268
2000-07-27,19.75,18.96875,19.46875,19.59375,2805600.0,13.539475440979004,13.301939074198405,13.75424617767334,13.912462844848633,14.163243492444357
2000-07-28,19.65625,19.28125,19.65625,19.34375,1171000.0,13.366718292236328,13.352325375874837,13.711805191040039,13.935772581100464,14.157750215201542
2000-07-31,20.15625,19.375,19.375,19.78125,1985600.0,13.66903305053711,13.41134885152181,13.671968593597413,13.961890382766724,14.154402837361374
2000-08-01,19.875,19.4375,19.8125,19.6875,1048200.0,13.60425090789795,13.44877815246582,13.6282550239563,13.988435945510865,14.150660307228971
2000-08-02,19.75,19.4375,19.71875,19.65625,1480000.0,13.582664489746094,13.468932469685873,13.5798073387146,14.008957386016846,14.146822497651383
2000-08-03,20.1875,19.625,19.625,19.75,2108800.0,13.647440910339355,13.473250897725423,13.522759437561035,14.030556831359863,14.143470943374123
2000-08-04,19.9375,19.5625,19.8125,19.84375,1854600.0,13.712224006652832,13.486207262674968,13.472170162200928,14.051943616867066,14.14059596379598
2000-08-07,21.0625,19.859375,20.0,21.0625,1945400.0,14.55439567565918,13.568264706929524,13.45692476272583,14.06927505493164,14.143336359238782
2000-08-08,21.625,21.25,21.625,21.53125,2187800.0,14.87829875946045,13.673355102539062,13.464936981201172,14.080165071487427,14.148171638187609
2000-08-09,21.53125,20.875,21.53125,21.15625,1034000.0,14.619165420532227,13.758291180928548,13.469057235717774,14.099004688262939,14.151250028921888
2000-08-10,21.375,20.6875,21.15625,20.9375,832400.0,14.468016624450684,13.815875562032064,13.46929407119751,14.112890930175782,14.15330695486688
2000-08-11,21.9375,20.875,20.875,21.5,1805400.0,14.85671615600586,13.890735117594401,13.48117712020874,14.12743727684021,14.157845078745195
2000-08-14,22.0625,21.5,22.0625,21.90625,1143200.0,15.137436866760254,14.023179117838541,13.502546806335449,14.149308443069458,14.164124513283754
2000-08-15,22.03125,21.75,21.78125,21.96875,689800.0,15.180619239807129,14.151303736368815,13.525004596710206,14.171181116104126,14.170599001987725
2000-08-16,22.4375,21.90625,22.03125,22.3125,724400.0,15.418150901794434,14.282307116190593,13.553508625030517,14.191772117614747,14.178494900087767
2000-08-17,22.40625,21.8125,22.3125,22.0,1511800.0,15.2022123336792,14.393156242370605,13.582876415252686,14.212354907989502,14.18493337451287
2000-08-18,22.0625,21.625,21.9375,21.75,1443400.0,15.029464721679688,14.504006004333496,13.610948886871338,14.229274063110351,14.190211695432662
2000-08-21,21.875,21.6875,21.78125,21.8125,1024200.0,15.072648048400879,14.597580337524414,13.638157367706299,14.242967987060547,14.195692666569112
2000-08-22,22.375,21.84375,21.875,22.3125,4651800.0,15.418150901794434,14.718507003784179,13.6735715675354,14.254523859024047,14.203238705058157
2000-08-23,22.4375,21.625,22.40625,21.84375,1330800.0,15.094242095947266,14.81927884419759,13.711145267486572,14.262195234298707,14.208704983529868
2000-08-24,22.03125,21.75,21.78125,21.84375,1554400.0,15.094242095947266,14.915732256571452,13.741376819610595,14.269651508331298,14.214104600069
2000-08-25,22.0625,21.84375,21.84375,22.0,1285200.0,15.2022123336792,15.015064811706543,13.778950386047363,14.27754210472107,14.220093131787849
2000-08-28,22.09375,21.875,22.09375,22.0,768600.0,15.2022123336792,15.058252588907878,13.81652395248413,14.288444375991821,14.226009512522134
2000-08-29,22.125,21.8125,22.0625,22.09375,1983000.0,15.267000198364258,15.084166018168132,13.862303371429443,14.296767683029175,14.232242989682865
2000-08-30,22.0625,21.609375,22.0625,21.65625,1214600.0,14.964686393737793,15.107200749715169,13.897285957336425,14.304004020690918,14.23660277184986
2000-08-31,22.28125,21.65625,21.71875,22.1328125,2399600.0,15.293988227844238,15.162265523274739,13.946196441650391,14.314103050231934,14.242859490524383
2000-09-01,22.21875,22.0,22.15625,22.125,1139600.0,15.288586616516113,15.191056887308756,13.994135208129883,14.313607158660888,14.249010826559628
2000-09-05,22.09375,21.9375,22.0,22.0625,1036600.0,15.24539852142334,15.198254330952961,14.042937660217286,14.313539819717407,14.254837655184561
2000-09-06,22.59375,21.96875,22.0,22.5,2511800.0,15.60252857208252,15.226381619771322,14.10233787536621,14.321991567611695,14.262673067492107
2000-09-07,22.375,21.46875,22.375,21.875,2371600.0,15.169122695922852,15.209779739379883,14.137090320587157,14.336435108184814,14.26791266072003
2000-09-08,21.6875,20.78125,21.6875,21.03125,2437800.0,14.584027290344238,15.168567403157551,14.16208423614502,14.344812631607056,14.269729411464999
2000-09-11,21.375,20.625,20.9375,21.0625,1141000.0,14.60570240020752,15.140316581726074,14.19722900390625,14.359860553741456,14.271649257114955
2000-09-12,21.09375,20.75,21.03125,21.03125,845600.0,14.584027290344238,15.107741864522298,14.230212783813476,14.373185844421387,14.273424132303758
2000-09-13,21.0625,20.0625,21.0625,20.3125,1673800.0,14.085607528686523,15.018905639648438,14.2463179397583,14.36926504135132,14.272363021548859
2000-09-14,20.46875,19.90625,20.1875,20.15625,940400.0,13.977269172668457,14.944440778096517,14.260688323974609,14.363830614089967,14.270705190937171
2000-09-15,20.03125,19.0,20.03125,19.15625,3838800.0,13.2838134765625,14.8237455368042,14.269827213287353,14.349525527954102,14.265191829404351
2000-09-18,19.09375,18.8125,19.0,18.96875,1203200.0,13.153800964355469,14.687184778849284,14.280684757232667,14.331338787078858,14.259017435709636
2000-09-19,18.875,18.3125,18.875,18.40625,1225000.0,12.763738632202148,14.524619865417481,14.280285911560059,14.308821201324463,14.250756226850479
2000-09-20,18.71875,17.90625,18.5,18.0,1566200.0,12.482020378112793,14.338954544067382,14.269070091247558,14.280689916610719,14.24103789801126
2000-09-21,18.625,17.875,18.125,18.375,1985400.0,12.74206829071045,14.19078000386556,14.25830446243286,14.253222923278809,14.232846807260982
2000-09-22,18.75,18.0,18.3125,18.3125,1104800.0,12.69871997833252,14.017762120564779,14.24062557220459,14.21929913520813,14.22450916145159
2000-09-25,18.40625,17.6875,18.25,18.25,1075600.0,12.655380249023438,13.8422150293986,14.223375606536866,14.187953643798828,14.216027383546571
2000-09-26,18.21875,17.625,18.0,17.8125,1523800.0,12.351999282836914,13.649321746826171,14.203944911956787,14.154865007400513,14.206005727091144
2000-09-27,18.1875,17.5,17.8125,17.78125,1337600.0,12.330328941345215,13.431175104777019,14.184512634277343,14.119408531188965,14.195975369948117
2000-09-28,18.40625,17.5625,17.5625,18.21875,2665200.0,12.633716583251953,13.262148030598958,14.170284481048585,14.08849178314209,14.187665482784839
2000-09-29,18.9375,18.09375,18.09375,18.6875,1961200.0,12.958765029907227,13.15379721323649,14.15737476348877,14.062331342697144,14.181163363986546
2000-10-02,19.34375,18.65625,18.9375,19.0625,1998000.0,13.218804359436035,13.061337343851726,14.147074394226074,14.042428302764893,14.176098316594175
2000-10-03,20.5,19.03125,19.0625,20.0,2492000.0,13.868910789489746,13.013662910461425,14.161437072753905,14.024939069747925,14.174490004933942
2000-10-04,20.625,19.125,19.96875,19.34375,1881000.0,13.413836479187012,12.968878173828125,14.164538803100585,14.004404916763306,14.170528267820677
2000-10-05,19.5625,18.78125,19.375,18.8125,1348400.0,13.045446395874023,12.906756655375164,14.156385726928711,13.97652982711792,14.164698828069657
2000-10-06,19.5,18.1875,18.8125,18.71875,2120000.0,12.98043155670166,12.886531194051107,14.145204849243164,13.949725513458253,14.158594357598687
