Date,High,Low,Open,Close,Volume,Adj Close,IBM-15ma,IBM-50ma,IBM-100ma,IBM-200ma
2000-01-03,116.0,111.875,112.4375,116.0,10347700.0,77.31373596191406,77.31373596191406,77.31373596191406,77.31373596191406,77.31373596191406
2000-01-04,114.5,110.875,114.0,112.0625,8227800.0,74.68940734863281,76.00157165527344,76.00157165527344,76.00157165527344,76.00157165527344
2000-01-05,119.75,112.125,112.9375,116.0,12733200.0,77.31373596191406,76.43895975748698,76.43895975748698,76.43895975748698,76.43895975748698
2000-01-06,118.9375,113.5,118.0,114.0,7971900.0,75.98074340820312,76.32440567016602,76.32440567016602,76.32440567016602,76.32440567016602
2000-01-07,117.9375,110.625,117.25,113.5,11856700.0,75.64749145507812,76.18902282714843,76.18902282714843,76.18902282714843,76.18902282714843
2000-01-10,119.375,115.375,117.25,118.0,8540500.0,78.64671325683594,76.59863789876302,76.59863789876302,76.59863789876302,76.59863789876302
2000-01-11,121.125,116.625,117.875,119.0,7873300.0,79.31324768066406,76.98643929617745,76.98643929617745,76.98643929617745,76.98643929617745
2000-01-12,122.0,118.25,119.625,119.5,6803800.0,79.646484375,77.31894493103027,77.31894493103027,77.31894493103027,77.31894493103027
2000-01-13,121.0,115.75,119.9375,118.25,8489700.0,78.81338500976562,77.48499382866754,77.48499382866754,77.48499382866754,77.48499382866754
2000-01-14,123.3125,117.5,120.9375,119.625,10956600.0,79.72977447509766,77.70947189331055,77.70947189331055,77.70947189331055,77.70947189331055
2000-01-18,119.75,115.0,119.6875,115.75,7643900.0,77.1470947265625,77.65834669633345,77.65834669633345,77.65834669633345,77.65834669633345
2000-01-19,122.0,112.6875,115.5625,119.5,8634500.0,79.646484375,77.82402483622234,77.82402483622234,77.82402483622234,77.82402483622234
2000-01-20,124.75,119.0,123.0,119.0,17783400.0,79.31324768066406,77.93858043964093,77.93858043964093,77.93858043964093,77.93858043964093
2000-01-21,123.0,119.9375,121.875,121.5,7868700.0,80.9795150756836,78.15579005650112,78.15579005650112,78.15579005650112,78.15579005650112
2000-01-24,122.875,116.5625,121.875,121.5,6499200.0,80.9795150756836,78.34403839111329,78.34403839111329,78.34403839111329,78.34403839111329
2000-01-25,119.5,116.0,116.75,119.125,6936900.0,79.39654541015625,78.48289235432942,78.40982007980347,78.40982007980347,78.40982007980347
2000-01-26,119.9375,116.0,119.0625,116.75,4895100.0,77.81361389160156,78.69117279052735,78.3747491275563,78.3747491275563,78.3747491275563
2000-01-27,118.4375,111.625,118.0,113.5,8324600.0,75.64749145507812,78.58008982340495,78.22323481241862,78.22323481241862,78.22323481241862
2000-01-28,114.1875,110.0625,112.75,111.5625,6669400.0,74.35616302490234,78.47178446451822,78.01970471833882,78.01970471833882,78.01970471833882
2000-01-31,112.8125,109.625,111.375,112.25,6202700.0,74.81439208984375,78.41624450683594,77.85943908691407,77.85943908691407,77.85943908691407
2000-02-01,113.4375,109.125,112.375,110.0,7304700.0,73.31476593017578,78.06078135172525,77.64302607945034,77.64302607945034,77.64302607945034
2000-02-02,115.8125,110.375,112.0,113.5,7707700.0,75.64749145507812,77.81639760335287,77.55231996016069,77.55231996016069,77.55231996016069
2000-02-03,117.5,114.0625,115.0,117.125,6213800.0,78.06354522705078,77.71086832682292,77.57454714567766,77.57454714567766,77.57454714567766
2000-02-04,118.4375,114.8125,118.1875,115.625,5405300.0,77.06381225585938,77.59423014322917,77.55326652526855,77.55326652526855,77.55326652526855
2000-02-07,116.875,113.125,116.0,114.125,5779500.0,76.06405639648438,77.34984893798828,77.49369812011719,77.49369812011719,77.49369812011719
2000-02-08,119.0,116.1875,116.9375,118.8125,5464300.0,79.27163696289062,77.49148508707682,77.56208038330078,77.56208038330078,77.56208038330078
2000-02-09,119.75,117.0,119.0,117.375,5374700.0,78.3125228881836,77.40255432128906,77.5898745501483,77.5898745501483,77.5898745501483
2000-02-10,119.125,116.875,117.6875,119.125,4446600.0,79.48011779785156,77.41367899576822,77.65738323756626,77.65738323756626,77.65738323756626
2000-02-11,119.4375,114.5625,119.0625,115.375,5749400.0,76.97810363769531,77.14691823323568,77.63395980308796,77.63395980308796,77.63395980308796
2000-02-14,116.375,114.5,116.0,116.0625,4544000.0,77.43682861328125,76.91073913574219,77.62738876342773,77.62738876342773,77.62738876342773
2000-02-15,117.4375,113.875,115.875,117.125,5177500.0,78.14569854736328,76.82734934488933,77.64410843387726,77.64410843387726,77.64410843387726
2000-02-16,117.3125,115.25,116.5,115.75,3966900.0,77.22831726074219,76.7883295694987,77.6311149597168,77.6311149597168,77.6311149597168
2000-02-17,118.875,115.75,116.5,116.75,5237500.0,77.89554595947266,76.93819986979166,77.63912802031545,77.63912802031545,77.63912802031545
2000-02-18,115.9375,111.5,115.25,112.5,7673400.0,75.05995178222656,76.98511912027995,77.56326989566578,77.56326989566578,77.56326989566578
2000-02-22,113.4375,108.75,112.0,111.0,7654800.0,74.05911254882812,76.93476715087891,77.46315111432757,77.46315111432757,77.46315111432757
2000-02-23,110.5,108.5,110.5,108.75,7435300.0,72.55792236328125,76.88431091308594,77.32689476013184,77.32689476013184,77.32689476013184
2000-02-24,111.0,108.1875,108.8125,110.5,9112000.0,73.72550964355469,76.75617879231771,77.22956002725137,77.22956002725137,77.22956002725137
2000-02-25,109.875,104.9375,109.875,108.0,10312200.0,72.05755615234375,76.35577952067057,77.09345466212223,77.09345466212223,77.09345466212223
2000-02-28,106.5,103.9375,104.625,104.5,8479900.0,69.72232055664062,75.86634674072266,76.90445122352013,76.90445122352013,76.90445122352013
2000-02-29,105.5625,100.9375,105.5625,102.75,10484900.0,68.55474853515625,75.36572621663412,76.69570865631104,76.69570865631104,76.69570865631104
2000-03-01,105.5,100.0625,102.0,100.25,10807800.0,66.88673400878906,74.54006601969401,76.45646537222514,76.45646537222514,76.45646537222514
2000-03-02,105.4375,99.5,100.5,103.125,11192900.0,68.804931640625,73.9062266031901,76.27428599766323,76.27428599766323,76.27428599766323
2000-03-03,110.0,106.0625,107.25,108.0,10162800.0,72.05755615234375,73.41138916015625,76.17622251288836,76.17622251288836,76.17622251288836
2000-03-06,111.0,101.0,109.9375,103.0625,10747400.0,68.76322937011719,72.86373087565104,76.0077453960072,76.0077453960072,76.0077453960072
2000-03-07,107.0,101.6875,106.0,103.0,10035100.0,68.72152709960938,72.28271077473958,75.84582943386502,75.84582943386502,75.84582943386502
2000-03-08,106.875,102.75,103.0,106.25,8376400.0,70.8899154663086,71.79899190266927,75.73809217370075,75.73809217370075,75.73809217370075
2000-03-09,108.0,104.125,106.5,108.0,6334100.0,72.05755615234375,71.4542744954427,75.6597828966506,75.6597828966506,75.6597828966506
2000-03-10,109.0,105.0,107.625,105.25,7093200.0,70.22273254394531,70.94275360107422,75.54651101430257,75.54651101430257,75.54651101430257
2000-03-13,109.0,102.5,104.0,107.6875,7871000.0,71.8490219116211,70.72869160970052,75.47105205302336,75.47105205302336,75.47105205302336
2000-03-14,110.0,107.375,107.75,108.625,7973700.0,72.47451782226562,70.62305196126302,75.4111213684082,75.4111213684082,75.4111213684082
2000-03-15,108.25,106.125,107.5,107.0,5665900.0,71.39032745361328,70.54521230061849,75.29265319824219,75.33228227203968,75.33228227203968
2000-03-16,109.8125,107.875,109.0,109.0,6622500.0,72.72471618652344,70.4784927368164,75.253359375,75.28213677039513,75.28213677039513
2000-03-17,111.6875,107.6875,108.25,110.0,8857300.0,73.39191436767578,70.56744995117188,75.17492294311523,75.24647219675892,75.24647219675892
2000-03-20,113.375,109.9375,110.0,112.75,6563500.0,75.22669982910156,70.93440856933594,75.1598420715332,75.2461060418023,75.2461060418023
2000-03-21,114.6875,111.9375,112.8125,113.5,6771600.0,75.72711181640625,71.41256612141927,75.16143447875976,75.25485160134055,75.25485160134055
2000-03-22,115.375,113.875,114.5,114.25,6137800.0,76.22750854492188,72.03528442382813,75.11305038452149,75.27222047533307,75.27222047533307
2000-03-23,115.875,111.625,115.875,115.25,6492400.0,76.89472961425781,72.57460428873698,75.06468002319336,75.30068554794579,75.30068554794579
2000-03-24,122.25,115.0625,115.375,120.625,12125600.0,80.48090362548828,73.13616078694662,75.08136840820312,75.389999652731,75.389999652731
2000-03-27,128.25,124.625,125.0,126.875,11862900.0,84.65090942382812,74.19533945719401,75.19811889648437,75.54696422512248,75.54696422512248
2000-03-28,127.0,122.0625,125.75,122.5,8149600.0,81.73194885253906,75.06270090738933,75.2381623840332,75.6500473022461,75.6500473022461
2000-03-29,122.4375,118.5,122.3125,119.0,7312300.0,79.39672088623047,75.62982126871745,75.28315490722656,75.71146818067207,75.71146818067207
2000-03-30,123.0,118.6875,118.875,122.75,9158000.0,81.89869689941406,76.28589731852213,75.32819915771485,75.81126219226468,75.81126219226468
2000-03-31,123.75,117.0625,122.625,118.375,8015200.0,78.9797134399414,76.86969604492188,75.3215284729004,75.86155506921193,75.86155506921193
2000-04-03,122.375,119.4375,120.0,122.0,7715600.0,81.3983154296875,77.50631561279297,75.32990447998047,75.94806694984436,75.94806694984436
2000-04-04,126.9375,115.0625,121.5,121.1875,16667200.0,80.85621643066406,78.06509552001953,75.32743850708007,76.02357694185697,76.02357694185697
2000-04-05,125.75,119.75,120.5,125.0,8693500.0,83.39991760253906,78.86573486328125,75.40750595092773,76.13533967914003,76.13533967914003
2000-04-06,128.0,122.625,123.5,122.75,8887400.0,81.89869689941406,79.47733357747396,75.48920761108398,76.22135993615905,76.22135993615905
2000-04-07,125.6875,121.5,123.5,123.125,5380300.0,82.14891052246094,80.0611333211263,75.61923599243164,76.30852979772231,76.30852979772231
2000-04-10,125.375,121.5625,124.75,122.125,5507300.0,81.48170471191406,80.47813364664714,75.76174682617187,76.38350334720334,76.38350334720334
2000-04-11,121.625,117.8125,121.625,119.375,7738700.0,79.64691925048828,80.7394541422526,75.85839736938476,76.43012357439314,76.43012357439314
2000-04-12,119.625,111.6875,119.625,113.75,8885200.0,75.89392852783203,80.71721547444662,75.9099806213379,76.42257153148383,76.42257153148383
2000-04-13,114.3125,110.0,112.5,110.625,8236400.0,73.80890655517578,80.51149393717448,75.87320892333985,76.3862706290351,76.3862706290351
2000-04-14,112.75,102.875,109.8125,105.0,11782000.0,70.0559310913086,79.81649576822916,75.713056640625,76.29955364906624,76.29955364906624
2000-04-17,112.25,103.3125,103.875,111.875,9969500.0,74.64292907714844,79.14929707845052,75.66463897705079,76.27716683052681,76.27716683052681
2000-04-18,115.125,110.0625,112.25,111.5,8205500.0,74.3927230834961,78.66001536051432,75.63121231079101,76.25204091389973,76.25204091389973
2000-04-19,109.75,102.8125,109.75,105.0,14674500.0,70.0559310913086,78.03729604085287,75.44689819335937,76.17051315307617,76.17051315307617
2000-04-20,105.25,102.0625,105.0,104.0,10633300.0,69.38874816894531,77.20329945882162,75.2684226989746,76.0824382831524,76.0824382831524
2000-04-24,107.1875,101.25,102.0,106.5,8523100.0,71.05672454833984,76.6751001993815,75.09995483398437,76.018006055783,76.018006055783
2000-04-25,113.0,106.4375,106.5,112.5,9576400.0,75.05995178222656,76.25254262288412,75.061591796875,76.00587878649748,76.00587878649748
2000-04-26,113.9375,109.0,112.5,110.5,6182800.0,73.72550964355469,75.77716217041015,74.98736541748048,75.97737417221069,75.97737417221069
2000-04-27,113.125,108.6875,109.5,110.625,6317500.0,73.80890655517578,75.13776143391927,74.90062957763672,75.95060296706211,75.95060296706211
2000-04-28,112.6875,110.125,112.0,111.5,4888600.0,74.3927230834961,74.63736317952474,74.8439176940918,75.93160443189667,75.93160443189667
2000-05-01,113.1875,110.4375,112.5,112.0,4196100.0,74.7263412475586,74.14252522786458,74.78053359985351,75.91708318871189,75.91708318871189
2000-05-02,113.625,110.6875,111.0,111.375,4085000.0,74.30931091308594,73.66436564127604,74.7655207824707,75.89794304257347,75.89794304257347
2000-05-03,111.125,106.5625,110.5,108.125,5543800.0,72.14093780517578,73.16396687825521,74.72715728759766,75.85374298095704,75.85374298095704
2000-05-04,109.1875,107.1875,109.125,107.625,3631300.0,71.80731964111328,72.89152628580729,74.7121452331543,75.8066915467728,75.8066915467728
2000-05-05,109.625,106.5,106.625,107.875,4695100.0,71.97412109375,72.76920725504557,74.67711746215821,75.76263901283001,75.76263901283001
2000-05-08,110.375,107.625,108.0625,109.75,4826900.0,73.31346130371094,72.9863759358724,74.70223556518555,75.73480744795366,75.73480744795366
2000-05-09,110.625,108.25,110.5,109.0,4864900.0,72.81246948242188,72.86434529622396,74.76403854370118,75.70197218991397,75.70197218991397
2000-05-10,105.6875,102.0625,105.5,103.0,10012700.0,68.8044204711914,72.49179178873698,74.76903198242188,75.62533272637262,75.62533272637262
2000-05-11,107.5,103.1875,104.0,104.4375,8106200.0,69.76472473144531,72.47237803141276,74.826591796875,75.56093044071407,75.56093044071407
2000-05-12,105.75,103.25,103.75,104.4375,5599700.0,69.76472473144531,72.49744313557943,74.8457876586914,75.49792820474376,75.49792820474376
2000-05-15,104.875,102.0,104.0,104.1875,5907800.0,69.59769439697266,72.40017445882161,74.79659042358398,75.43448483046664,75.43448483046664
2000-05-16,109.25,105.0,105.125,109.0,7265800.0,72.81246948242188,72.2503423055013,74.87757522583007,75.4065910501683,75.4065910501683
2000-05-17,108.875,106.125,107.5,107.875,5524500.0,72.06097412109375,72.13937327067057,74.94436416625976,75.37137402986225,75.37137402986225
2000-05-18,107.3125,104.6875,106.125,106.0625,4577200.0,70.8502426147461,71.94212900797525,74.94357070922851,75.32427891095479,75.32427891095479
2000-05-19,107.5,105.0,106.0625,106.4375,6419200.0,71.10072326660156,71.72266235351563,74.92443405151367,75.28073710018826,75.28073710018826
2000-05-22,109.25,103.4375,106.0,109.25,6769400.0,72.97947692871094,71.60620473225912,74.97956893920899,75.25725485354053,75.25725485354053
2000-05-23,110.0,107.125,109.0,107.375,5978900.0,71.72696685791016,71.43404846191406,74.97712783813476,75.2215953788372,75.2215953788372
2000-05-24,110.0,104.1875,106.5,109.625,8184200.0,73.22998046875,71.50665130615235,74.99223709106445,75.20167922973633,75.20167922973633
2000-05-25,112.25,106.375,110.5,106.5,5967600.0,71.14249420166016,71.4623296101888,74.9872804260254,75.13996681213379,75.1614892789633
2000-05-26,107.1875,104.5625,105.5,106.9375,4296900.0,71.4347152709961,71.4263692220052,74.96148040771484,75.10741989135742,75.12495227888519
2000-05-30,111.0,107.6875,107.75,110.9375,3617500.0,74.10673522949219,71.47925415039063,74.97577682495117,75.0753498840332,75.1150666764639
2000-05-31,110.75,107.1875,110.5,107.3125,3732500.0,71.68523406982422,71.40410512288412,74.90494750976562,75.03239479064942,75.08208751678467
2000-06-01,108.9375,105.5,107.5625,106.0,5712500.0,70.80843353271484,71.53770599365234,74.8065739440918,74.98400421142578,75.04138605026972
2000-06-02,109.75,107.625,109.0,108.8125,5473300.0,72.68722534179688,71.73253936767578,74.73576828002929,74.92440933227539,75.01917698698223
2000-06-05,114.1875,108.4375,108.4375,112.8125,7281400.0,75.3592529296875,72.10550791422526,74.7050587463379,74.88486938476562,75.02235526682061
2000-06-06,114.625,111.25,112.25,112.375,5369400.0,75.06695556640625,72.47012532552084,74.59677978515624,74.83907409667968,75.02276823255751
2000-06-07,121.75,111.5,112.5,121.0,11115500.0,80.8285140991211,73.00452829996745,74.5203318786621,74.85922538757325,75.07603195610396
2000-06-08,122.3125,117.5,119.375,119.75,9325600.0,79.99351501464844,73.53336435953776,74.4855632019043,74.86186279296875,75.12073634754528
2000-06-09,120.75,118.875,119.875,119.6875,4739100.0,79.9517593383789,74.14013214111328,74.49666397094727,74.88990943908692,75.16425907719243
2000-06-12,120.4375,118.84375,119.125,118.84375,3640300.0,79.38815307617188,74.6926274617513,74.44645309448242,74.88732612609863,75.20197241646903
2000-06-13,119.9375,116.75,118.875,119.3125,4008600.0,79.70126342773438,75.1407465616862,74.46088409423828,74.89120628356933,75.241789151082
2000-06-14,120.0,115.5,118.875,116.0,5282600.0,77.4885025024414,75.52484893798828,74.38268783569336,74.85629615783691,75.26149716293602
2000-06-15,119.0,115.875,116.0,116.8125,5386300.0,78.03124237060547,75.84493306477864,74.32618835449219,74.82681343078613,75.28558190387228
2000-06-16,117.6875,113.25,116.3125,113.25,8046200.0,75.6514892578125,76.14553273518881,74.17121978759765,74.78936286926269,75.28873627761314
2000-06-19,120.375,113.25,113.5,120.375,6059200.0,80.41100311279297,76.74395192464193,74.14146591186524,74.81533676147461,75.33251633603349
2000-06-20,120.6875,115.375,120.0,116.375,7103800.0,77.73899841308594,76.98610280354818,74.05326766967774,74.83625183105468,75.35291025194071
2000-06-21,115.9375,113.5,115.5625,114.5,6487000.0,76.48648071289062,77.30618591308594,73.95336318969727,74.85755500793456,75.36243605413357
2000-06-22,114.3125,111.25,114.125,111.8125,4853100.0,74.69122314453125,77.56503855387369,73.85424926757813,74.85632331848144,75.35684261322021
2000-06-23,113.625,110.8125,113.5,111.875,3360900.0,74.73298645019531,77.70142262776693,73.8310304260254,74.87050552368164,75.35168677716216
2000-06-26,115.75,112.875,113.0,114.40625,3625900.0,76.42388153076172,77.77239786783854,73.88332992553711,74.87826942443847,75.36047525874903
2000-06-27,112.8125,108.75,111.625,109.75,6607900.0,73.31346130371094,77.65549825032552,73.94848052978516,74.83076858520508,75.34383286887068
2000-06-28,115.1875,109.875,110.0,113.78125,6436600.0,76.0063705444336,77.33402201334636,73.97574935913086,74.82019416809082,75.34917591464135
