Date,High,Low,Open,Close,Volume,Adj Close,IBM-15ma,IBM-50ma,IBM-100ma,IBM-200ma
2000-06-29,114.375,110.0625,111.75,114.0,7688500.0,76.15248107910156,77.0779530843099,74.01094451904297,74.821078414917,75.35560235595703
2000-06-30,113.1875,108.625,112.6875,109.5625,8612600.0,73.18824768066406,76.6270523071289,74.07359085083007,74.76024452209472,75.33840112837534
2000-07-03,109.875,108.3125,108.75,109.5,2304400.0,73.14646911621094,76.21094004313152,74.14874526977539,74.708583984375,75.32114182119294
2000-07-05,105.625,101.125,105.625,105.0,14339600.0,70.14044952392578,75.57355244954427,74.13041976928712,74.61518730163574,75.28066766262054
2000-07-06,105.125,100.0,105.0,101.25,12932700.0,67.63542175292969,74.91668039957682,73.98192916870117,74.52176048278808,75.2214021904524
2000-07-07,105.0625,101.625,102.6875,105.0625,9031700.0,70.18222045898438,74.39341227213542,73.91106338500977,74.44921440124511,75.1826392540565
2000-07-10,104.9375,102.875,104.6875,103.3125,4212200.0,69.01323699951172,73.95086212158203,73.81514999389648,74.3578897857666,75.13554458035767
2000-07-11,104.0,101.0,103.25,102.0,5619800.0,68.13645935058594,73.13255920410157,73.69002471923828,74.26697120666503,75.08252120740485
2000-07-12,105.875,102.625,103.1875,104.625,5550500.0,69.89000701904297,72.60929311116537,73.59329803466797,74.18691581726074,75.04347974734199
2000-07-13,105.9375,102.0,105.4375,104.0,5669700.0,69.4724349975586,72.14169006347656,73.49656051635742,74.13104064941406,75.00190478652272
2000-07-14,104.875,103.125,103.75,103.9375,4020000.0,69.43072509765625,71.79099019368489,73.44235626220703,74.08475677490235,74.9606367888274
2000-07-17,107.875,104.1875,104.4375,105.5,6632700.0,70.47445678710938,71.50708821614583,73.41569900512695,74.06392211914063,74.92765017116771
2000-07-18,104.8125,102.625,104.125,103.3125,6452700.0,69.01323699951172,71.01304524739584,73.35648132324219,74.0167993927002,74.88447927210453
2000-07-19,109.5,101.0,102.375,108.75,7781400.0,72.64545440673828,70.96851145426432,73.34312118530273,74.02267837524414,74.86825445423956
2000-07-20,117.8125,111.75,112.0,117.25,23048400.0,78.32352447509766,71.12298838297527,73.45334228515625,74.10869041442871,74.89311251194357
2000-07-21,117.0,113.75,117.0,114.75,8966400.0,76.65347290039062,71.15638783772786,73.61032333374024,74.18967765808105,74.9056865147182
2000-07-24,115.625,111.625,114.125,112.5,6814400.0,75.15048217773438,71.28720347086589,73.71803848266602,74.27231513977051,74.90742265417221
2000-07-25,113.375,110.25,113.25,112.0,5566900.0,74.81649017333984,71.3985382080078,73.81907379150391,74.33243072509765,74.90678228458889
2000-07-26,112.375,108.875,111.0,109.875,6670400.0,73.39696502685547,71.61563924153646,73.89505920410156,74.34582481384277,74.89622412194738
2000-07-27,111.5,109.3125,109.875,110.3125,4047400.0,73.689208984375,72.01922505696615,73.91259399414062,74.39508460998535,74.88784207238092
2000-07-28,112.5,108.875,111.125,111.8125,5355600.0,74.69122314453125,72.3198252360026,73.96519897460938,74.45478157043458,74.88648607977505
2000-07-31,113.6875,110.0625,110.5,112.25,5113500.0,74.98346710205078,72.71784057617188,74.04786346435547,74.495717086792,74.88715033335228
2000-08-01,112.4375,110.25,112.0,110.5,2996500.0,73.8144760131836,73.09637502034505,74.10213851928711,74.5132862854004,74.87985322913345
2000-08-02,114.875,110.75,111.0,114.25,5877900.0,76.31950378417969,73.52500813802084,74.16893905639648,74.57425399780273,74.88958059774863
2000-08-03,116.5,112.3125,113.0,116.0,5567400.0,77.4885025024414,74.05941263834636,74.2841697692871,74.63064880371094,74.90702302663918
2000-08-04,116.5,114.3125,116.0,115.875,4460500.0,77.40499114990234,74.59103037516276,74.36766998291016,74.6799535369873,74.92367614746094
2000-08-07,119.0,115.8125,116.625,116.3125,5910700.0,77.69722747802734,75.07254842122396,74.4987646484375,74.74302253723144,74.94204403706733
2000-08-08,119.625,115.5625,115.6875,118.875,5736700.0,79.49786376953125,75.77152353922526,74.66002761840821,74.81075401306153,74.97201653530723
2000-08-09,120.8125,118.75,119.0,118.75,6585400.0,79.41424560546875,76.22277628580729,74.76617782592774,74.87097732543945,75.00105071223639
2000-08-10,120.25,117.875,118.75,119.75,5484100.0,80.08303833007812,76.34007720947265,74.93413391113282,74.91954071044921,75.03405063183277
2000-08-11,121.8125,119.1875,119.75,120.625,6142400.0,80.66817474365234,76.60772399902343,75.13132873535156,74.96895133972168,75.07039981965096
2000-08-14,123.6875,119.3125,120.0,123.25,4949400.0,82.42364501953125,77.0926015218099,75.32605712890626,75.03091270446777,75.11753600682968
2000-08-15,122.625,120.75,122.0625,122.0,4378100.0,81.58771514892578,77.5440165201823,75.45062637329102,75.07784255981446,75.15874733894493
2000-08-16,122.9375,119.5,121.0625,122.375,5946000.0,81.83851623535156,78.10678660074869,75.58605758666992,75.09141868591308,75.20102435727662
2000-08-17,122.8125,119.5,119.75,122.5,4338400.0,81.9220962524414,78.65564575195313,75.60792922973633,75.06413055419922,75.24329524969905
2000-08-18,123.375,120.125,122.375,120.4375,4127500.0,80.54278564453125,79.04574991861979,75.61891464233399,75.05223892211914,75.27641706466675
2000-08-21,122.1875,120.0625,121.0625,121.4375,3234200.0,81.2115249633789,79.46095377604166,75.64410995483398,75.07038696289062,75.31328108888235
2000-08-22,122.1875,121.0,121.1875,121.375,2769400.0,81.16976165771484,79.95130615234375,75.67974212646484,75.06309761047363,75.34943220350478
2000-08-23,123.75,119.875,120.3125,123.25,4251200.0,82.42364501953125,80.35824890136719,75.73418975830079,75.09753692626953,75.3928322821307
2000-08-24,125.4375,122.6875,123.0,124.8125,5988300.0,83.46858978271484,80.75692138671874,75.85379150390625,75.1182396697998,75.44207470591475
2000-08-25,129.875,124.25,124.3125,129.0,8279000.0,86.26897430419922,81.34785359700521,76.01854614257813,75.17236724853515,75.50769227923769
2000-08-28,133.1875,129.75,129.875,131.5,8536600.0,87.9408950805664,82.03076477050782,76.2643342590332,75.21777702331543,75.58259109129389
2000-08-29,134.25,131.0,131.5,132.875,6040000.0,88.86039733886719,82.65493367513021,76.43332214355469,75.28739402770996,75.66209891313564
2000-08-30,131.5,129.5625,130.75,130.3125,4928800.0,87.14671325683594,83.1704315185547,76.62147644042969,75.3373720550537,75.73045971280052
2000-08-31,134.1875,131.625,131.875,132.015625,5469500.0,88.28565979003906,83.71727294921875,76.85746002197266,75.40541160583496,75.80475083751791
2000-09-01,134.9375,132.625,133.0625,133.625,5776300.0,89.36194610595703,84.29685770670572,77.15087448120117,75.50256187438964,75.88449904497932
2000-09-05,133.3125,130.8125,132.8125,131.1875,4112100.0,87.7319107055664,84.65074208577474,77.4108529663086,75.620941696167,75.95378215410555
2000-09-06,134.875,130.375,130.875,131.4375,6473000.0,87.8990707397461,85.07149912516276,77.64035675048828,75.7618433380127,76.02323150634766
2000-09-07,134.5,131.875,131.875,133.375,4622800.0,89.19478607177734,85.56191711425781,77.9579832458496,75.95323188781738,76.09936765990506
2000-09-08,132.9375,129.375,132.5,129.5,4993700.0,86.6033706665039,85.8740020751953,78.16992324829101,76.07283630371094,76.15973549327632
2000-09-11,128.25,123.625,127.875,124.5,7617700.0,83.25959014892578,86.05512237548828,78.3120654296875,76.16150497436523,76.20030609130859
2000-09-12,126.875,124.0625,124.8125,125.0,5001700.0,83.59395599365234,86.21395111083984,78.52017959594727,76.29688522338867,76.24231546575373
2000-09-13,128.8125,122.75,123.125,127.6875,5473600.0,85.3912353515625,86.4953826904297,78.7650749206543,76.45691009521484,76.2940042786679
2000-09-14,129.1875,126.3125,128.0,126.875,4425500.0,84.84789276123047,86.65699920654296,79.05922378540039,76.59482177734375,76.34205983194073
2000-09-15,127.25,124.75,126.8125,125.0,5481700.0,83.59395599365234,86.6653569539388,79.37839447021484,76.68016181945801,76.38257321831901
2000-09-18,126.0,123.0625,125.25,123.25,3932800.0,82.42364501953125,86.40900166829427,79.62322296142578,76.76714317321778,76.41613472832574
2000-09-19,126.25,122.5625,122.75,124.9375,3341000.0,83.55218505859375,86.11642100016276,79.91400192260743,76.86457595825195,76.45556042075816
2000-09-20,126.5625,123.5,124.6875,124.75,4623400.0,83.4267807006836,85.75417989095052,80.21980834960938,76.95491653442383,76.49386382888962
2000-09-21,126.6875,120.0,124.1875,121.5,4302200.0,81.25334167480469,85.36128845214844,80.4470750427246,77.0201865386963,76.51987190455036
2000-09-22,124.3125,121.3125,123.0,123.875,5930100.0,82.84162139892578,84.99835255940755,80.71445877075195,77.10550964355468,76.55422923875892
2000-09-25,126.625,121.0,124.5,123.0,4291000.0,82.2564697265625,84.52465413411458,80.97097366333008,77.20666496276856,76.58505216031462
2000-09-26,121.875,118.375,120.0,119.125,6217200.0,79.66505432128906,83.98686370849609,81.15478561401368,77.28524230957031,76.6016113117177
2000-09-27,120.3125,115.5,120.0625,118.0,5948900.0,78.91271209716797,83.38777313232421,81.3527751159668,77.35462821960449,76.61397013944737
2000-09-28,118.875,115.0,117.375,115.25,5309100.0,77.07362365722656,82.57969563802084,81.44133850097656,77.39222984313965,76.61641510496749
2000-09-29,116.9375,110.25,115.5,112.625,9594600.0,75.31817626953125,81.82734934488933,81.38123153686523,77.41728691101075,76.6095461164202
2000-10-02,119.625,112.625,112.625,117.8125,8872200.0,78.7873306274414,81.5291987101237,81.42390869140625,77.51711601257324,76.62100814016242
2000-10-03,119.375,110.0,118.875,110.5625,11744200.0,73.93888092041016,80.88552703857422,81.39967666625977,77.55885757446289,76.60696558927366
2000-10-04,114.875,108.5625,110.375,114.375,11668900.0,76.48846435546875,80.29200897216796,81.43311614990235,77.62609497070312,76.6063483953476
2000-10-05,114.5625,111.5625,113.8125,113.1875,5547000.0,75.6943359375,79.68177185058593,81.47906356811524,77.6870613861084,76.60162294219812
2000-10-06,116.125,112.75,114.0,116.0,6108400.0,77.5752182006836,79.28052266438802,81.5567837524414,77.73468887329102,76.60664147445836
2000-10-09,119.375,114.3125,115.9375,117.9375,4898000.0,78.87091827392578,79.04367421468099,81.6403776550293,77.80278831481934,76.61825315035307
2000-10-10,117.125,112.4375,116.625,114.875,5614200.0,76.82283020019531,78.59505055745443,81.67716491699218,77.86251419067383,76.61929691081144
2000-10-11,112.9375,107.5,111.875,112.0,8775800.0,74.90021514892578,78.0266128540039,81.69887969970704,77.90050910949707,76.61057060745162
2000-10-12,114.375,103.125,114.25,103.125,9704900.0,68.96504974365234,77.20739339192708,81.55179061889649,77.86036483764649,76.57195686571526
