Date,High,Low,Open,Close,Volume,Adj Close,PYPL-15ma,PYPL-50ma,PYPL-100ma,PYPL-200ma
2015-07-06,39.75,36.0,38.0,36.709999084472656,5866600,36.709999084472656,36.709999084472656,36.709999084472656,36.709999084472656,36.709999084472656
2015-07-07,37.810001373291016,36.0,37.720001220703125,36.619998931884766,7359000,36.619998931884766,36.66499900817871,36.66499900817871,36.66499900817871,36.66499900817871
2015-07-08,36.36000061035156,34.529998779296875,36.34000015258789,34.70000076293945,5387700,34.70000076293945,36.00999959309896,36.00999959309896,36.00999959309896,36.00999959309896
2015-07-09,35.52000045776367,33.9900016784668,35.099998474121094,34.5,3760100,34.5,35.63249969482422,35.63249969482422,35.63249969482422,35.63249969482422
2015-07-10,35.189998626708984,33.97999954223633,34.65999984741211,34.689998626708984,4472800,34.689998626708984,35.443999481201175,35.443999481201175,35.443999481201175,35.443999481201175
2015-07-13,37.5,35.5,35.59000015258789,36.779998779296875,7626000,36.779998779296875,35.66666603088379,35.66666603088379,35.66666603088379,35.66666603088379
2015-07-14,37.7400016784668,36.599998474121094,36.9900016784668,36.93000030517578,4653300,36.93000030517578,35.847142355782644,35.847142355782644,35.847142355782644,35.847142355782644
2015-07-15,38.20000076293945,37.029998779296875,37.97999954223633,37.5099983215332,13072800,37.5099983215332,36.054999351501465,36.054999351501465,36.054999351501465,36.054999351501465
2015-07-16,39.970001220703125,38.08000183105469,38.81999969482422,38.630001068115234,21348500,38.630001068115234,36.34111065334744,36.34111065334744,36.34111065334744,36.34111065334744
2015-07-17,40.20000076293945,38.18000030517578,39.41999816894531,38.38999938964844,45720200,38.38999938964844,36.54599952697754,36.54599952697754,36.54599952697754,36.54599952697754
2015-07-20,42.54999923706055,39.79999923706055,41.459999084472656,40.470001220703125,52286500,40.470001220703125,36.90272695367987,36.90272695367987,36.90272695367987,36.90272695367987
2015-07-21,41.11000061035156,39.119998931884766,41.08000183105469,39.349998474121094,32954600,39.349998474121094,37.106666247049965,37.106666247049965,37.106666247049965,37.106666247049965
2015-07-22,39.720001220703125,38.099998474121094,39.349998474121094,38.38999938964844,25363900,38.38999938964844,37.205384181096,37.205384181096,37.205384181096,37.205384181096
2015-07-23,38.75,36.93000030517578,38.7400016784668,37.0099983215332,19250200,37.0099983215332,37.19142804827009,37.19142804827009,37.19142804827009,37.19142804827009
2015-07-24,38.0,36.90999984741211,37.709999084472656,37.0,14274300,37.0,37.17866617838542,37.17866617838542,37.17866617838542,37.17866617838542
2015-07-27,37.380001068115234,36.220001220703125,36.779998779296875,36.38999938964844,16179900,36.38999938964844,37.15733286539714,37.129374504089355,37.129374504089355,37.129374504089355
2015-07-28,38.0,36.83000183105469,37.189998626708984,37.599998474121094,18986000,37.599998474121094,37.22266616821289,37.1570582670324,37.1570582670324,37.1570582670324
2015-07-29,38.099998474121094,37.619998931884766,38.029998779296875,37.95000076293945,11788400,37.95000076293945,37.43933283487956,37.20111062791612,37.20111062791612,37.20111062791612
2015-07-30,39.0099983215332,37.71500015258789,38.040000915527344,38.45000076293945,13845100,38.45000076293945,37.70266621907552,37.26684168765419,37.26684168765419,37.26684168765419
2015-07-31,39.20000076293945,38.220001220703125,39.13999938964844,38.70000076293945,12480600,38.70000076293945,37.96999969482422,37.33849964141846,37.33849964141846,37.33849964141846
2015-08-03,39.880001068115234,38.900001525878906,39.25,39.38999938964844,15126600,39.38999938964844,38.14399973551432,37.436190105619886,37.436190105619886,37.436190105619886
2015-08-04,39.90999984741211,38.43000030517578,39.90999984741211,38.95000076293945,10992200,38.95000076293945,38.278666432698564,37.504999680952594,37.504999680952594,37.504999680952594
2015-08-05,39.880001068115234,39.16999816894531,39.70000076293945,39.27000045776367,9463100,39.27000045776367,38.395999908447266,37.58173884516177,37.58173884516177,37.58173884516177
2015-08-06,39.7400016784668,38.54999923706055,39.630001068115234,38.849998474121094,7324100,38.849998474121094,38.410666402180986,37.63458299636841,37.63458299636841,37.63458299636841
2015-08-07,39.22999954223633,38.599998474121094,39.040000915527344,39.130001068115234,8331300,39.130001068115234,38.45999984741211,37.694399719238284,37.694399719238284,37.694399719238284
2015-08-10,39.689998626708984,38.77000045776367,39.43000030517578,39.04999923706055,7998900,39.04999923706055,38.365333048502606,37.746538162231445,37.746538162231445,37.746538162231445
2015-08-11,39.279998779296875,38.720001220703125,38.93000030517578,38.849998474121094,8184000,38.849998474121094,38.33199971516927,37.787407062671804,37.787407062671804,37.787407062671804
2015-08-12,38.58000183105469,37.0099983215332,38.54999923706055,38.189998626708984,21350600,38.189998626708984,38.31866633097331,37.80178533281599,37.80178533281599,37.80178533281599
2015-08-13,38.4900016784668,37.439998626708984,38.400001525878906,37.619998931884766,7863500,37.619998931884766,38.35933303833008,37.79551683623215,37.79551683623215,37.79551683623215
2015-08-14,38.18000030517578,37.380001068115234,37.4900016784668,38.13999938964844,6271100,38.13999938964844,38.435332997639975,37.806999588012694,37.806999588012694,37.806999588012694
2015-08-17,38.75,37.70000076293945,38.29999923706055,38.72999954223633,4931700,38.72999954223633,38.5913330078125,37.83677378008443,37.83677378008443,37.83677378008443
2015-08-18,39.0,37.869998931884766,39.0,37.9900016784668,4678800,37.9900016784668,38.617333221435544,37.841562151908875,37.841562151908875,37.841562151908875
2015-08-19,38.099998474121094,37.029998779296875,37.869998931884766,37.189998626708984,6867600,37.189998626708984,38.56666641235351,37.82181780266039,37.82181780266039,37.82181780266039
2015-08-20,37.34000015258789,35.880001068115234,36.849998474121094,35.97999954223633,10645700,35.97999954223633,38.40199966430664,37.7676466773538,37.7676466773538,37.7676466773538
2015-08-21,36.11000061035156,33.83000183105469,35.56999969482422,34.25,16824100,34.25,38.105332946777345,37.66714248657227,37.66714248657227,37.66714248657227
2015-08-24,34.849998474121094,30.0,31.170000076293945,33.75,19676600,33.75,37.72933298746745,37.558332973056366,37.558332973056366,37.558332973056366
2015-08-25,35.459999084472656,32.70000076293945,35.439998626708984,32.70000076293945,15557100,32.70000076293945,37.31266632080078,37.427026697107266,37.427026697107266,37.427026697107266
2015-08-26,33.84000015258789,31.709999084472656,33.70000076293945,33.16999816894531,25350400,33.16999816894531,36.905999501546226,37.314999630576686,37.314999630576686,37.314999630576686
2015-08-27,34.77000045776367,33.15999984741211,33.869998931884766,34.619998931884766,18909600,34.619998931884766,36.6239995320638,37.245897048558945,37.245897048558945,37.245897048558945
2015-08-28,35.2599983215332,34.369998931884766,34.5099983215332,35.040000915527344,8344800,35.040000915527344,36.35133285522461,37.190749645233154,37.190749645233154,37.190749645233154
2015-08-31,35.5099983215332,34.77000045776367,35.5,35.0,12123800,35.0,36.08133290608724,37.137316727056735,37.137316727056735,37.137316727056735
2015-09-01,34.68000030517578,33.40999984741211,34.150001525878906,33.77000045776367,13376000,33.77000045776367,35.74266637166341,37.057142530168804,37.057142530168804,37.057142530168804
2015-09-02,35.08000183105469,33.834999084472656,34.599998474121094,35.06999969482422,7521000,35.06999969482422,35.53466644287109,37.01092990609102,37.01092990609102,37.01092990609102
2015-09-03,35.459999084472656,34.77000045776367,35.0099983215332,35.310001373291016,6683800,35.310001373291016,35.38066660563151,36.97227243943648,36.97227243943648,36.97227243943648
2015-09-04,34.720001220703125,33.779998779296875,34.709999084472656,34.290000915527344,7483100,34.290000915527344,35.124000040690106,36.912666405571834,36.912666405571834,36.912666405571834
2015-09-08,34.88999938964844,34.25,34.810001373291016,34.70000076293945,7674500,34.70000076293945,34.855333455403645,36.864564978558086,36.864564978558086,36.864564978558086
2015-09-09,34.95000076293945,33.880001068115234,34.91999816894531,34.369998931884766,10946900,34.369998931884766,34.613999938964845,36.81148910522461,36.81148910522461,36.81148910522461
2015-09-10,34.290000915527344,32.95000076293945,34.22999954223633,33.459999084472656,12134500,33.459999084472656,34.365333302815756,36.741666396458946,36.741666396458946,36.741666396458946
2015-09-11,33.59000015258789,32.61000061035156,33.27000045776367,33.54999923706055,9184200,33.54999923706055,34.2033332824707,36.676530331981425,36.676530331981425,36.676530331981425
2015-09-14,33.95000076293945,33.20000076293945,33.70000076293945,33.77000045776367,7897700,33.77000045776367,34.17133331298828,36.61839973449707,36.61839973449707,36.61839973449707
2015-09-15,33.95000076293945,32.66999816894531,33.720001220703125,33.79999923706055,11874900,33.79999923706055,34.17466659545899,36.56019973754883,36.56313697964537,36.56313697964537
2015-09-16,34.060001373291016,33.36000061035156,33.459999084472656,33.77000045776367,7183900,33.77000045776367,34.24599990844727,36.50319976806641,36.50942281576303,36.50942281576303
2015-09-17,33.9900016784668,33.08000183105469,33.720001220703125,33.31999969482422,7846800,33.31999969482422,34.25600001017253,36.4755997467041,36.44924502102834,36.44924502102834
2015-09-18,33.779998779296875,32.54999923706055,32.900001525878906,32.91999816894531,16488100,32.91999816894531,34.14266662597656,36.443999710083006,36.38388859784162,36.38388859784162
2015-09-21,34.619998931884766,33.43000030517578,33.65999984741211,34.25,12736500,34.25,34.08999989827474,36.43519973754883,36.3450906233354,36.3450906233354
2015-09-22,34.099998474121094,33.189998626708984,33.939998626708984,33.349998474121094,8538000,33.349998474121094,33.97999979654948,36.36659973144531,36.291606834956575,36.291606834956575
2015-09-23,34.34000015258789,33.2599983215332,33.4900016784668,34.15999984741211,5405500,34.15999984741211,34.00599975585938,36.31119972229004,36.254210221140006,36.254210221140006
2015-09-24,34.06999969482422,33.380001068115234,34.0,33.90999984741211,6544500,33.90999984741211,33.92866643269857,36.239199752807615,36.21379280090332,36.21379280090332
2015-09-25,34.689998626708984,33.5,34.599998474121094,33.77000045776367,6566800,33.77000045776367,33.82599970499675,36.14199974060059,36.17237259169757,36.17237259169757
2015-09-28,33.68000030517578,32.154998779296875,33.68000030517578,32.25,7407300,32.25,33.68999964396159,36.019199752807616,36.10699971516927,36.10699971516927
2015-09-29,32.66999816894531,30.299999237060547,32.27000045776367,30.6299991607666,12008100,30.6299991607666,33.418666203816734,35.82239971160889,36.0172128208348,36.0172128208348
2015-09-30,31.280000686645508,30.639999389648438,31.200000762939453,31.040000915527344,13672000,31.040000915527344,33.19666633605957,35.65619976043701,35.93693520945887,35.93693520945887
2015-10-01,31.586999893188477,30.75,30.81999969482422,31.479999542236328,9657000,31.479999542236328,33.06466636657715,35.51799976348877,35.86619019886804,35.86619019886804
2015-10-02,32.86000061035156,30.75,30.81999969482422,32.83000183105469,7609800,32.83000183105469,33.01666653951009,35.4343998336792,35.818749755620956,35.818749755620956
2015-10-05,33.02000045776367,32.380001068115234,32.95000076293945,32.66999816894531,6119100,32.66999816894531,32.943333053588866,35.34779979705811,35.770307423518254,35.770307423518254
2015-10-06,32.90999984741211,31.780000686645508,32.90999984741211,31.860000610351562,7409800,31.860000610351562,32.813999811808266,35.25719982147217,35.71106035059149,35.71106035059149
2015-10-07,32.47100067138672,31.520000457763672,32.310001373291016,32.380001068115234,6969600,32.380001068115234,32.7213331858317,35.15279987335205,35.66134304786796,35.66134304786796
2015-10-08,32.45000076293945,31.09000015258789,32.439998626708984,31.670000076293945,9281500,31.670000076293945,32.61133321126302,35.02719985961914,35.602646827697754,35.602646827697754
2015-10-09,32.45000076293945,31.40999984741211,31.690000534057617,32.060001373291016,5911400,32.060001373291016,32.55400009155274,34.89939987182617,35.55130413995273,35.55130413995273
2015-10-12,32.66999816894531,32.099998474121094,32.189998626708984,32.630001068115234,3915500,32.630001068115234,32.44600016276042,34.77799987792969,35.509571238926476,35.509571238926476
2015-10-13,33.47999954223633,32.34000015258789,32.599998474121094,33.220001220703125,8787700,33.220001220703125,32.43733367919922,34.65459991455078,35.47732377388108,35.47732377388108
2015-10-14,34.459999084472656,33.400001525878906,33.400001525878906,34.04999923706055,8198300,34.04999923706055,32.43000030517578,34.556599884033204,35.4574998219808,35.4574998219808
2015-10-15,34.720001220703125,34.15999984741211,34.45000076293945,34.619998931884766,9103200,34.619998931884766,32.477333577473956,34.463599853515625,35.44602720704797,35.44602720704797
2015-10-16,35.04999923706055,33.95000076293945,34.75,34.290000915527344,5390700,34.290000915527344,32.512000274658206,34.37239990234375,35.430405230135534,35.430405230135534
2015-10-19,34.904998779296875,33.790000915527344,34.43000030517578,34.84000015258789,5855700,34.84000015258789,32.6846669514974,34.2865998840332,35.422533162434895,35.422533162434895
2015-10-20,34.9900016784668,34.59000015258789,34.79999923706055,34.869998931884766,6061500,34.869998931884766,32.96733360290527,34.202999877929685,35.415262975190814,35.415262975190814
2015-10-21,34.79999923706055,32.880001068115234,34.75,33.83000183105469,9054500,33.83000183105469,33.15333366394043,34.10259994506836,35.39467516812411,35.39467516812411
2015-10-22,35.25,34.2599983215332,34.43000030517578,34.790000915527344,8735500,34.790000915527344,33.37400042215983,34.034599990844725,35.38692293411646,35.38692293411646
2015-10-23,35.75,34.79999923706055,35.72999954223633,34.9900016784668,8909100,34.9900016784668,33.5180004119873,33.98200004577637,35.38189861442469,35.38189861442469
2015-10-26,36.59000015258789,35.51499938964844,36.04999923706055,36.439998626708984,11554600,36.439998626708984,33.76933377583821,33.948000030517576,35.39512486457825,35.39512486457825
2015-10-27,36.39400100708008,35.310001373291016,36.38999938964844,35.939998626708984,8502400,35.939998626708984,34.04133364359538,33.892200012207034,35.40185170114776,35.40185170114776
2015-10-28,36.650001525878906,35.810001373291016,36.209999084472656,36.52000045776367,11634300,36.52000045776367,34.31733360290527,33.86279998779297,35.4154876615943,35.4154876615943
2015-10-29,36.5,34.5,34.72999954223633,35.90999984741211,25137300,35.90999984741211,34.60000025431315,33.837200012207035,35.42144563973668,35.42144563973668
2015-10-30,36.4900016784668,35.2400016784668,35.63999938964844,36.0099983215332,13409200,36.0099983215332,34.86333338419596,33.83779998779297,35.42845221928188,35.42845221928188
