Date,High,Low,Open,Close,Volume,Adj Close,ALGN-15ma,ALGN-50ma,ALGN-100ma,ALGN-200ma
2001-03-12,8.625,7.9375,8.375,8.5,276100,8.5,8.963541666666666,11.013469827586206,11.013469827586206,11.013469827586206
2001-03-13,9.9375,8.4375,8.5,9.5,128100,9.5,8.746875,10.963020833333333,10.963020833333333,10.963020833333333
2001-03-14,10.484375,9.125,9.75,10.25,215200,10.25,8.609375,10.940020161290322,10.940020161290322,10.940020161290322
2001-03-15,10.5,9.4375,10.4375,9.4375,224600,9.4375,8.43125,10.89306640625,10.89306640625,10.89306640625
2001-03-16,9.75,8.0,9.4375,8.25,580300,8.25,8.24375,10.812973484848484,10.812973484848484,10.812973484848484
2001-03-19,9.46875,8.25,8.5,8.875,161300,8.875,8.235416666666667,10.755974264705882,10.755974264705882,10.755974264705882
2001-03-20,8.9375,8.1875,8.6875,8.1875,138100,8.1875,8.277083333333334,10.682589285714286,10.682589285714286,10.682589285714286
2001-03-21,8.5,8.0,8.484375,8.1875,139400,8.1875,8.322916666666666,10.61328125,10.61328125,10.61328125
2001-03-22,8.0625,7.625,8.046875,7.75,129200,7.75,8.335416666666667,10.53589527027027,10.53589527027027,10.53589527027027
2001-03-23,8.0,7.75,7.96875,7.8125,58900,7.8125,8.35625,10.46422697368421,10.46422697368421,10.46422697368421
2001-03-26,8.25,7.25,8.0,7.5,104300,7.5,8.410416666666666,10.388221153846153,10.388221153846153,10.388221153846153
2001-03-27,7.5625,7.25,7.25,7.40625,35700,7.40625,8.404166666666667,10.313671875,10.313671875,10.313671875
2001-03-28,8.09375,7.25,7.53125,7.5625,187200,7.5625,8.3875,10.246570121951219,10.246570121951219,10.246570121951219
2001-03-29,7.875,6.8125,7.625,7.25,246400,7.25,8.30625,10.175223214285714,10.175223214285714,10.175223214285714
2001-03-30,7.625,7.1875,7.46875,7.25,527400,7.25,8.247916666666667,10.107194767441861,10.107194767441861,10.107194767441861
2001-04-02,7.8125,7.1875,7.296875,7.25,513800,7.25,8.164583333333333,10.042258522727273,10.042258522727273,10.042258522727273
2001-04-03,7.25,6.25,7.25,6.6875,129700,6.6875,7.977083333333334,9.967708333333333,9.967708333333333,9.967708333333333
2001-04-04,6.78125,6.5,6.515625,6.5625,55600,6.5625,7.73125,9.89368206521739,9.89368206521739,9.89368206521739
2001-04-05,6.875,6.5,6.71875,6.5625,75800,6.5625,7.539583333333334,9.82280585106383,9.82280585106383,9.82280585106383
2001-04-06,7.21875,6.5,6.734375,6.625,44800,6.625,7.43125,9.756184895833334,9.756184895833334,9.756184895833334
2001-04-09,6.989999771118164,6.5,6.809999942779541,6.550000190734863,49100,6.550000190734863,7.276250012715658,9.690752554912956,9.690752554912956,9.690752554912956
2001-04-10,7.269999980926514,6.75,6.75,7.150000095367432,115800,7.150000095367432,7.20708335240682,9.639937505722045,9.639937505722045,9.639937505722045
2001-04-11,7.75,6.519999980926514,7.28000020980835,6.599999904632568,95300,6.599999904632568,7.101250012715657,9.434437503814697,9.58033088609284,9.58033088609284
2001-04-12,6.980000019073486,5.75,6.659999847412109,6.0,144100,6.0,6.984583346048991,9.284437503814697,9.511478369052593,9.511478369052593
2001-04-16,6.75,5.349999904632568,6.75,5.449999809265137,93400,5.449999809265137,6.827083333333333,9.1096875,9.434846698113208,9.434846698113208
2001-04-17,5.889999866485596,5.5,5.5,5.800000190734863,32900,5.800000190734863,6.713750012715658,8.943187503814697,9.36753472575435,9.36753472575435
2001-04-18,7.699999809265137,5.650000095367432,5.989999771118164,7.28000020980835,157400,7.28000020980835,6.705333360036215,8.806287508010865,9.32957955273715,9.32957955273715
2001-04-19,7.75,6.75,7.739999771118164,7.150000095367432,94100,7.150000095367432,6.677833366394043,8.669287509918213,9.290658490998405,9.290658490998405
2001-04-20,7.099999904632568,6.0,7.099999904632568,6.150000095367432,73300,6.150000095367432,6.6045000394185385,8.531037511825561,9.235559220899615,9.235559220899615
2001-04-23,7.150000095367432,6.050000190734863,6.099999904632568,6.650000095367432,97100,6.650000095367432,6.564500045776367,8.40278751373291,9.19098061528699,9.19098061528699
2001-04-24,8.5,6.25,6.5,8.329999923706055,180800,8.329999923706055,6.6365000406901045,8.329387512207031,9.176387722209348,9.176387722209348
2001-04-25,8.329999923706055,7.550000190734863,8.319999694824219,8.0,220400,8.0,6.724000040690104,8.268137512207032,9.156781260172526,9.156781260172526
2001-04-26,9.199999809265137,7.800000190734863,7.900000095367432,8.800000190734863,395900,8.800000190734863,6.873166720072429,8.215387516021728,9.150932390181744,9.150932390181744
2001-04-27,9.149999618530273,8.399999618530273,9.130000114440918,8.75,260500,8.75,7.019000053405762,8.157887516021729,9.1444657387272,9.1444657387272
2001-04-30,9.399999618530273,8.520000457763672,8.680000305175781,8.75,325800,8.75,7.160666720072428,8.076637516021728,9.138204377795022,9.138204377795022
2001-05-01,9.050000190734863,8.25,9.0,8.5,344800,8.5,7.290666707356771,7.985387516021729,9.128232434391975,9.128232434391975
2001-05-02,9.0,8.399999618530273,8.5,8.75,195500,8.75,7.397333367665609,7.905387516021729,9.122413473862869,9.122413473862869
2001-05-03,8.899999618530273,8.119999885559082,8.890000343322754,8.699999809265137,163200,8.699999809265137,7.5373333613077795,7.833137512207031,9.116013266823508,9.116013266823508
2001-05-04,8.789999961853027,7.900000095367432,8.789999961853027,8.600000381469727,163700,8.600000381469727,7.710666720072428,7.762950019836426,9.108311581967483,9.108311581967483
2001-05-07,8.800000190734863,8.0,8.109999656677246,8.800000190734863,243000,8.800000190734863,7.934000078837077,7.717700023651123,9.103777590919943,9.103777590919943
2001-05-08,9.699999809265137,8.329999923706055,8.770000457763672,9.5,1355500,9.5,8.180666732788087,7.727700023651123,9.109519944674727,9.109519944674727
2001-05-09,9.600000381469727,9.0,9.600000381469727,9.149999618530273,376300,9.149999618530273,8.305333360036213,7.759450016021728,9.110098225729805,9.110098225729805
2001-05-10,9.270000457763672,8.399999618530273,9.050000190734863,8.890000343322754,399000,8.890000343322754,8.421333376566569,7.787250022888184,9.106998255555059,9.106998255555059
2001-05-11,9.100000381469727,8.300000190734863,8.989999771118164,8.800000190734863,185800,8.800000190734863,8.598000049591064,7.812000026702881,9.102734393543667,9.102734393543667
2001-05-14,9.199999809265137,8.550000190734863,8.649999618530273,9.199999809265137,251100,9.199999809265137,8.768000030517578,7.846000022888184,9.104066796498756,9.104066796498756
2001-05-15,10.199999809265137,9.199999809265137,9.25,9.800000190734863,556100,9.800000190734863,8.8660000483195,7.908250026702881,9.113471301826271,9.113471301826271
2001-05-16,10.199999809265137,9.510000228881836,9.899999618530273,10.130000114440918,439800,10.130000114440918,9.008000055948893,7.9608500289916995,9.1270250193278,9.1270250193278
2001-05-17,12.449999809265137,10.130000114440918,10.130000114440918,10.960000038146973,936200,10.960000038146973,9.152000045776367,8.02380002975464,9.151143111680684,9.151143111680684
2001-05-18,11.34000015258789,10.949999809265137,11.25,11.050000190734863,116300,11.050000190734863,9.305333391825359,8.075425033569337,9.175803593226842,9.175803593226842
2001-05-21,12.100000381469727,11.300000190734863,11.449999809265137,11.949999809265137,280900,11.949999809265137,9.518666712443034,8.151925029754638,9.211370211381178,9.211370211381178
2001-05-22,12.069999694824219,11.3100004196167,12.050000190734863,12.069999694824219,298400,12.069999694824219,9.756666692097982,8.223325023651123,9.247555394715901,9.247555394715901
2001-05-23,12.050000190734863,11.220000267028809,11.930000305175781,12.010000228881836,171900,12.010000228881836,9.974000040690104,8.27352502822876,9.282085955142975,9.282085955142975
2001-05-24,12.050000190734863,11.5600004196167,11.949999809265137,11.5600004196167,128900,11.5600004196167,10.164666748046875,8.299725036621094,9.310208355938947,9.310208355938947
2001-05-25,11.949999809265137,10.0,11.949999809265137,10.149999618530273,315400,10.149999618530273,10.268000030517578,8.313975028991699,9.320449712799817,9.320449712799817
2001-05-29,10.5600004196167,9.699999809265137,10.5600004196167,9.949999809265137,199600,9.949999809265137,10.344666671752929,8.347975025177002,9.328034653721085,9.328034653721085
2001-05-30,9.8100004196167,9.0,9.680000305175781,9.25,362300,9.25,10.328000005086263,8.355475025177002,9.327105669748216,9.327105669748216
2001-05-31,10.149999618530273,9.300000190734863,9.300000190734863,10.0,474000,10.0,10.384666697184246,8.391725025177003,9.33502207363353,9.33502207363353
2001-06-01,10.149999618530273,10.0,10.0,10.050000190734863,50700,10.050000190734863,10.462000020345052,8.4289750289917,9.343335772669592,9.343335772669592
2001-06-04,10.220000267028809,9.949999809265137,10.069999694824219,10.149999618530273,175600,10.149999618530273,10.55199998219808,8.476975021362305,9.352607770897876,9.352607770897876
2001-06-05,10.529999732971191,10.170000076293945,10.220000267028809,10.25,90600,10.25,10.621999994913738,8.525725021362305,9.362805409864945,9.362805409864945
2001-06-06,10.479999542236328,9.800000190734863,10.25,9.899999618530273,123400,9.899999618530273,10.62866662343343,8.57372501373291,9.368841299849949,9.368841299849949
2001-06-07,10.119999885559082,9.300000190734863,10.119999885559082,9.550000190734863,320000,9.550000190734863,10.589999961853028,8.616600017547608,9.370854176415337,9.370854176415337
2001-06-08,9.470000267028809,9.0,9.449999809265137,9.300000190734863,48500,9.300000190734863,10.479333305358887,8.651350021362305,9.370075561188079,9.370075561188079
2001-06-11,9.34000015258789,9.149999618530273,9.34000015258789,9.260000228881836,818800,9.260000228881836,10.359999974568685,8.691550025939941,9.36887909018475,9.36887909018475
2001-06-12,9.15999984741211,8.859999656677246,9.15999984741211,8.880000114440918,86400,8.880000114440918,10.155333328247071,8.72415002822876,9.363622327004709,9.363622327004709
2001-06-13,9.069999694824219,8.880000114440918,8.880000114440918,9.0,470800,9.0,9.950666681925457,8.75915002822876,9.359754004377,9.359754004377
2001-06-14,9.039999961853027,8.880000114440918,8.880000114440918,8.989999771118164,87400,8.989999771118164,9.749333318074545,8.805200023651123,9.355861854553222,9.355861854553222
2001-06-15,9.100000381469727,8.899999618530273,9.09000015258789,8.899999618530273,78200,8.899999618530273,9.57199993133545,8.851950016021728,9.35111328959465,9.35111328959465
2001-06-18,9.130000114440918,8.899999618530273,9.100000381469727,9.020000457763672,112000,9.020000457763672,9.496666653951008,8.901100025177001,9.347699755245877,9.347699755245877
2001-06-19,9.100000381469727,8.529999732971191,8.949999809265137,8.529999732971191,323600,8.529999732971191,9.40199998219808,8.939200019836425,9.339355877467565,9.339355877467565
2001-06-20,8.6899995803833,8.25,8.3100004196167,8.430000305175781,285800,8.430000305175781,9.347333335876465,8.976800022125245,9.330170467646434,9.330170467646434
2001-06-21,8.5,8.199999809265137,8.479999542236328,8.260000228881836,177600,8.260000228881836,9.231333351135254,8.999000024795532,9.319468765258788,9.319468765258788
2001-06-22,8.15999984741211,7.599999904632568,8.100000381469727,7.820000171661377,665500,7.820000171661377,9.082666683197022,9.02340003013611,9.228918766975402,9.304622541559805
2001-06-25,7.900000095367432,7.650000095367432,7.889999866485596,7.699999809265137,165900,7.699999809265137,8.919333362579346,9.05740002632141,9.170918765068054,9.288890946145152
2001-06-26,8.640000343322754,7.800000190734863,7.860000133514404,8.489999771118164,170200,8.489999771118164,8.802000013987223,9.118200025558473,9.113943762779236,9.28113472114489
2001-06-27,8.899999618530273,7.849999904632568,8.899999618530273,7.960000038146973,131600,7.960000038146973,8.672666708628336,9.161400022506713,9.052293763160705,9.26843150303914
2001-06-28,8.3100004196167,7.849999904632568,7.989999771118164,8.0,159200,8.0,8.569333362579346,9.175800018310547,8.991043763160706,9.256351203010196
2001-06-29,8.260000228881836,7.840000152587891,7.900000095367432,7.840000152587891,990300,7.840000152587891,8.472000026702881,9.189600019454955,8.929443764686585,9.242989400647721
2001-07-02,8.100000381469727,7.849999904632568,8.020000457763672,8.0,219000,8.0,8.388000011444092,9.226600017547607,8.878818764686585,9.231372677277182
2001-07-03,8.100000381469727,7.929999828338623,8.0,7.989999771118164,258200,7.989999771118164,8.328666655222575,9.253400011062622,8.828093762397765,9.219878483701635
2001-07-05,8.100000381469727,7.949999809265137,8.09000015258789,7.949999809265137,34000,7.949999809265137,8.258666642506917,9.245800008773804,8.787593760490417,9.20822822063341
2001-07-06,8.010000228881836,7.849999904632568,8.0,7.889999866485596,287900,7.889999866485596,8.185333315531413,9.243600006103515,8.755868759155273,9.196244326504795
2001-07-09,7.980000019073486,7.699999809265137,7.880000114440918,7.78000020980835,399000,7.78000020980835,8.110666688283285,9.223200006484985,8.719293761253358,9.18348537049852
2001-07-10,7.949999809265137,7.75,7.920000076293945,7.900000095367432,127500,7.900000095367432,8.035999997456868,9.206200008392335,8.682043762207032,9.172025680541992
2001-07-11,7.909999847412109,7.75,7.909999847412109,7.800000190734863,126500,7.800000190734863,7.98733336130778,9.18720001220703,8.63191876411438,9.159883862048124
2001-07-12,8.0,7.599999904632568,8.0,7.619999885559082,210000,7.619999885559082,7.933333333333334,9.169600009918213,8.57749376296997,9.146376107868395
2001-07-13,7.739999771118164,7.5,7.619999885559082,7.5,632300,7.5,7.882666651407877,9.144600009918213,8.52499376296997,9.132059793886931
2001-07-16,7.75,7.400000095367432,7.510000228881836,7.599999904632568,259400,7.599999904632568,7.867999966939291,9.122600011825561,8.477868762016296,9.118852381048532
2001-07-17,7.800000190734863,7.400000095367432,7.75,7.670000076293945,255800,7.670000076293945,7.865999984741211,9.104000005722046,8.433475012779235,9.106469028016441
2001-07-18,7.75,7.400000095367432,7.590000152587891,7.650000095367432,172000,7.650000095367432,7.8100000063578285,9.081000003814697,8.39935001373291,9.094126070960094
2001-07-19,7.75,7.579999923706055,7.75,7.590000152587891,268300,7.590000152587891,7.785333347320557,9.042800006866456,8.385250015258789,9.081486357360326
2001-07-20,7.679999828338623,7.320000171661377,7.570000171661377,7.380000114440918,113500,7.380000114440918,7.744000021616618,9.007400016784668,8.383425016403198,9.067307305335998
2001-07-23,7.570000171661377,7.389999866485596,7.400000095367432,7.400000095367432,112600,7.400000095367432,7.714666684468587,8.977600011825562,8.382425017356873,9.053527906906506
2001-07-24,7.539999961853027,7.389999866485596,7.5,7.389999866485596,56100,7.389999866485596,7.67400000890096,8.949400005340577,8.380700016021729,9.03989243116535
2001-07-25,7.550000190734863,6.5,7.550000190734863,7.019999980926514,985100,7.019999980926514,7.609333356221517,8.905800008773804,8.375900015830993,9.023470541326011
2001-07-26,7.199999809265137,7.0,7.139999866485596,7.190000057220459,1335600,7.190000057220459,7.558666706085205,8.853600006103516,8.380925016403198,9.008684489034838
2001-07-27,7.730000019073486,7.5,7.610000133514404,7.599999904632568,205800,7.599999904632568,7.539333375295003,8.803000001907348,8.381925015449523,8.99741501235962
2001-07-30,7.75,6.75,7.75,7.340000152587891,383000,7.340000152587891,7.5100000381469725,8.730600004196168,8.377200016975403,8.984260926170954
2001-07-31,7.650000095367432,7.090000152587891,7.090000152587891,7.460000038146973,188200,7.460000038146973,7.480666700998942,8.658800001144408,8.367112517356873,8.972258871934546
2001-08-01,7.599999904632568,7.300000190734863,7.5,7.5,300500,7.5,7.460666688283284,8.569800004959106,8.360862517356873,8.960756849497557
2001-08-02,7.599999904632568,7.409999847412109,7.599999904632568,7.449999809265137,102800,7.449999809265137,7.4493333498636884,8.477400007247924,8.350362515449524,8.949045554612034
2001-08-03,7.730000019073486,7.449999809265137,7.449999809265137,7.5,112300,7.5,7.4493333498636884,8.387200002670289,8.330362515449524,8.937899050345788
2001-08-06,7.730000019073486,7.400000095367432,7.730000019073486,7.690000057220459,129600,7.690000057220459,7.455333360036215,8.309799995422363,8.304762516021729,8.92837310383338
2001-08-07,7.889999866485596,7.599999904632568,7.690000057220459,7.800000190734863,108700,7.800000190734863,7.464000034332275,8.262800006866454,8.288387517929078,8.919824824188694
2001-08-08,7.800000190734863,7.449999809265137,7.800000190734863,7.449999809265137,143900,7.449999809265137,7.450666681925456,8.212800006866456,8.280387516021728,8.908773508287014
2001-08-09,7.849999904632568,7.449999809265137,7.599999904632568,7.559999942779541,54900,7.559999942779541,7.448666667938232,8.179000005722045,8.267237515449525,8.898708033917556
2001-08-10,7.860000133514404,7.5,7.510000228881836,7.550000190734863,192700,7.550000190734863,7.460000006357829,8.130000009536744,8.260862517356873,8.888717605449536
2001-08-13,7.900000095367432,7.550000190734863,7.900000095367432,7.650000095367432,90700,7.650000095367432,7.4766666730244955,8.082000007629395,8.255487518310547,8.879609388463637
2001-08-14,8.25,7.610000133514404,7.860000133514404,7.889999866485596,272600,7.889999866485596,7.510000006357829,8.0368000125885,8.256887516975404,8.872385961295915
2001-08-15,8.09000015258789,7.599999904632568,7.900000095367432,7.699999809265137,271200,7.699999809265137,7.5553333282470705,7.985800008773804,8.255762515068055,8.863890409469604
2001-08-16,7.710000038146973,7.389999866485596,7.699999809265137,7.5,289200,7.5,7.57599999109904,7.937800016403198,8.255762515068055,8.8540782482504
2001-08-17,7.670000076293945,7.360000133514404,7.480000019073486,7.369999885559082,216100,7.369999885559082,7.56066665649414,7.8942000102996825,8.255400013923644,8.84347768851689
2001-08-20,7.449999809265137,7.0,7.449999809265137,7.050000190734863,140600,7.050000190734863,7.541333325703939,7.849200010299683,8.250275015830994,8.83075798995106
2001-08-21,7.199999809265137,6.949999809265137,7.199999809265137,6.949999809265137,41000,6.949999809265137,7.50733331044515,7.803000001907349,8.247275013923645,8.817513214030736
2001-08-22,7.199999809265137,7.0,7.139999866485596,7.099999904632568,583300,7.099999904632568,7.480666637420654,7.767399997711181,8.24577501296997,8.805502631447531
2001-08-23,7.139999866485596,6.840000152587891,7.050000190734863,6.909999847412109,68900,6.909999847412109,7.444666639963786,7.725599994659424,8.242375011444091,8.792339417669508
2001-08-24,7.070000171661377,6.800000190734863,6.900000095367432,6.960000038146973,257100,6.960000038146973,7.408666642506917,7.685,8.245100011825562,8.779702594362456
2001-08-27,7.0,6.900000095367432,6.900000095367432,7.0,57000,7.0,7.36266663869222,7.647000007629394,8.249475011825561,8.767512850565453
2001-08-28,6.960000038146973,6.800000190734863,6.900000095367432,6.809999942779541,160100,6.809999942779541,7.296666622161865,7.602799997329712,8.251950011253356,8.754196436226774
2001-08-29,6.889999866485596,6.619999885559082,6.889999866485596,6.679999828338623,292700,6.679999828338623,7.245333290100097,7.56579999923706,8.252500009536742,8.740181594281584
2001-08-30,6.75,6.480000019073486,6.690000057220459,6.599999904632568,770700,6.599999904632568,7.181333287556966,7.529199991226196,8.25300000667572,8.725817958780583
2001-08-31,6.739999771118164,6.550000190734863,6.590000152587891,6.599999904632568,69700,6.599999904632568,7.117999935150147,7.495999984741211,8.247500004768371,8.711645838419596
2001-09-04,7.25,6.519999980926514,6.730000019073486,6.869999885559082,143100,6.869999885559082,7.065999921162923,7.4769999790191655,8.250200004577637,8.69944950760595
2001-09-05,7.050000190734863,6.789999961853027,6.800000190734863,7.0,189400,7.0,7.00666659673055,7.462999982833862,8.260200004577637,8.688268918740121
2001-09-06,7.0,6.610000133514404,7.0,6.630000114440918,151400,6.630000114440918,6.935333283742269,7.425799989700318,8.272000007629394,8.674816181457121
2001-09-07,6.699999809265137,6.480000019073486,6.599999904632568,6.650000095367432,363400,6.650000095367432,6.878666623433431,7.3995999908447265,8.28050000667572,8.66166802505394
2001-09-10,6.699999809265137,6.449999809265137,6.699999809265137,6.5,82000,6.5,6.820666631062825,7.369599990844726,8.272700004577636,8.647721779731013
2001-09-17,5.820000171661377,3.990000009536743,3.990000009536743,5.550000190734863,490300,5.550000190734863,6.720666631062826,7.323799991607666,8.256700005531311,8.62786459005796
2001-09-18,5.739999771118164,4.449999809265137,5.679999828338623,5.050000190734863,606200,5.050000190734863,6.593999989827474,7.264799995422363,8.245700006484986,8.605075644839342
2001-09-19,4.900000095367432,3.299999952316284,4.860000133514404,4.480000019073486,892600,4.480000019073486,6.419333330790201,7.194600000381469,8.224000005722045,8.578967571258545
2001-09-20,4.5,3.75,4.0,3.8499999046325684,758900,3.8499999046325684,6.215333334604899,7.1126000022888185,8.17920000553131,8.549225636248318
2001-09-21,3.9200000762939453,3.450000047683716,3.509999990463257,3.700000047683716,402600,3.700000047683716,5.998000001907348,7.028800005912781,8.136200006008147,8.51891797631979
2001-09-24,4.150000095367432,3.25,4.150000095367432,3.4000000953674316,563000,3.4000000953674316,5.758000008265177,6.941200003623963,8.082200005054474,8.487123455320086
2001-09-25,3.5399999618530273,2.940000057220459,3.0999999046325684,3.069999933242798,497200,3.069999933242798,5.5086666742960615,6.84460000038147,8.025400004386903,8.45368442123319
2001-09-26,3.4800000190734863,2.4000000953674316,3.0,2.700000047683716,576200,2.700000047683716,5.243333355585734,6.742599997520447,7.964900004863739,8.418385744094849
2001-09-27,2.690000057220459,2.450000047683716,2.680000066757202,2.5299999713897705,257600,2.5299999713897705,4.972000026702881,6.6407999992370605,7.905200004577637,8.382480952797867
2001-09-28,2.799999952316284,2.180000066757202,2.6600000858306885,2.180000066757202,1098100,2.180000066757202,4.677333370844523,6.534400000572204,7.839500005245209,8.344890159549134
2001-10-01,3.130000114440918,2.140000104904175,2.430000066757202,2.869999885559082,884500,2.869999885559082,4.4106667041778564,6.4398000001907345,7.781200006008148,8.311908892838352
2001-10-02,3.799999952316284,3.25,3.259999990463257,3.3499999046325684,695600,3.3499999046325684,4.167333364486694,6.353399996757507,7.728700001239776,8.282196862968856
2001-10-03,3.5399999618530273,3.1500000953674316,3.5399999618530273,3.390000104904175,582400,3.390000104904175,3.9513333638509116,6.268199996948242,7.67460000038147,8.253076644170852
2001-10-04,3.4800000190734863,3.1700000762939453,3.4100000858306885,3.200000047683716,526300,3.200000047683716,3.721333360671997,6.180399994850159,7.6116000008583065,8.223176782653177
2001-10-05,3.3399999141693115,3.0,3.3299999237060547,3.009999990463257,480600,3.009999990463257,3.4886666933695474,6.092999992370605,7.550200004577636,8.192511036816764
2001-10-08,3.5,2.9800000190734863,3.490000009536743,3.0299999713897705,202100,3.0299999713897705,3.3206666787465413,6.005599989891052,7.491600000858307,8.162320913627134
2001-10-09,3.0899999141693115,2.930000066757202,3.049999952316284,2.990000009536743,160400,2.990000009536743,3.183333333333333,5.917599992752075,7.433499999046326,8.132249280463817
2001-10-10,3.509999990463257,3.049999952316284,3.4000000953674316,3.200000047683716,275800,3.200000047683716,3.098000001907349,5.841199994087219,7.373500001430512,8.103739169291678
2001-10-11,4.050000190734863,3.2100000381469727,3.2200000286102295,3.869999885559082,291100,3.869999885559082,3.099333333969116,5.7747999906539915,7.314199998378753,8.079407334327698
2001-10-12,4.150000095367432,3.75,3.869999885559082,4.050000190734863,142000,4.050000190734863,3.122666676839193,5.703799996376038,7.253399999141693,8.056382150650025
2001-10-15,4.159999847412109,3.8499999046325684,4.159999847412109,3.950000047683716,147100,3.950000047683716,3.159333340326945,5.635999994277954,7.183299999237061,8.033050434155898
2001-10-16,4.199999809265137,4.0,4.090000152587891,4.179999828338623,182900,4.179999828338623,3.2333333333333334,5.570399990081787,7.114599995613098,8.011281786665405
2001-10-17,4.449999809265137,3.799999952316284,4.199999809265137,3.9700000286102295,188700,3.9700000286102295,3.317999998728434,5.499799990653992,7.034799997806549,7.988577956563971
2001-10-18,4.25,3.740000009536743,3.8499999046325684,3.930000066757202,99000,3.930000066757202,3.4113333384195963,5.429399995803833,6.953400001525879,7.965904337067844
2001-10-19,4.78000020980835,3.9100000858306885,3.9100000858306885,4.550000190734863,124000,4.550000190734863,3.5693333466847736,5.37039999961853,6.878800001144409,7.946927091810438
2001-10-22,5.789999961853027,4.789999961853027,4.789999961853027,5.590000152587891,610400,5.590000152587891,3.750666697820028,5.328400001525879,6.819099998474121,7.933905396013628
2001-10-23,5.650000095367432,4.650000095367432,5.489999771118164,4.849999904632568,998500,4.849999904632568,3.8506666978200275,5.269399995803833,6.766100001335144,7.9169608603467
2001-10-24,4.900000095367432,4.590000152587891,4.789999961853027,4.650000095367432,302200,4.650000095367432,3.934666697184245,5.213400001525879,6.713100004196167,7.899108615729327
2001-10-25,4.619999885559082,4.039999961853027,4.599999904632568,4.059999942779541,233300,4.059999942779541,3.9920000235239663,5.143400001525879,6.6612000036239625,7.878243894680686
2001-10-26,4.489999771118164,4.0,4.199999809265137,4.25,116700,4.25,4.074666690826416,5.077399997711182,6.603700003623962,7.858631765520251
2001-10-29,4.349999904632568,4.159999847412109,4.329999923706055,4.210000038146973,55700,4.210000038146973,4.153333361943563,5.0085999965667725,6.545300002098084,7.839015465910717
