Date,High,Low,Open,Close,Volume,Adj Close,FTV-15ma,FTV-50ma,FTV-100ma,FTV-200ma
2016-07-05,54.34000015258789,48.39500045776367,49.400001525878906,48.599998474121094,6230700.0,47.89371871948242,47.89371871948242,47.89371871948242,47.89371871948242,47.89371871948242
2016-07-06,48.599998474121094,46.290000915527344,47.06999969482422,47.75,6706500.0,47.05607223510742,47.47489547729492,47.47489547729492,47.47489547729492,47.47489547729492
2016-07-07,48.0,47.345001220703125,47.619998931884766,47.7400016784668,5486800.0,47.04621505737305,47.33200200398763,47.33200200398763,47.33200200398763,47.33200200398763
2016-07-08,50.61000061035156,47.529998779296875,47.959999084472656,50.20000076293945,4243500.0,49.47047805786133,47.866621017456055,47.866621017456055,47.866621017456055,47.866621017456055
2016-07-11,51.22999954223633,48.97999954223633,49.209999084472656,51.119998931884766,6042300.0,50.377098083496094,48.368716430664065,48.368716430664065,48.368716430664065,48.368716430664065
2016-07-12,51.060001373291016,50.2599983215332,51.0,50.56999969482422,5552900.0,49.83509826660156,48.61311340332031,48.61311340332031,48.61311340332031,48.61311340332031
2016-07-13,51.099998474121094,49.83000183105469,50.56999969482422,50.619998931884766,4864700.0,49.88436508178711,48.794720785958425,48.794720785958425,48.794720785958425,48.794720785958425
2016-07-14,51.7400016784668,49.95000076293945,50.33000183105469,51.56999969482422,3481600.0,50.820560455322266,49.047950744628906,49.047950744628906,49.047950744628906,49.047950744628906
2016-07-15,51.90999984741211,50.61000061035156,51.779998779296875,51.22999954223633,3689800.0,50.48550796508789,49.2076793246799,49.2076793246799,49.2076793246799,49.2076793246799
2016-07-18,51.58000183105469,50.5099983215332,50.77000045776367,51.290000915527344,1557500.0,50.54462814331055,49.341374206542966,49.341374206542966,49.341374206542966,49.341374206542966
2016-07-19,51.560001373291016,50.439998626708984,51.040000915527344,51.54999923706055,1954700.0,50.80084991455078,49.47405381636186,49.47405381636186,49.47405381636186,49.47405381636186
2016-07-20,51.91999816894531,50.0099983215332,51.84000015258789,50.34000015258789,3351700.0,49.60844039916992,49.485252698262535,49.485252698262535,49.485252698262535,49.485252698262535
2016-07-21,50.619998931884766,49.9900016784668,50.400001525878906,50.2400016784668,3029900.0,49.50989532470703,49.48714828491211,49.48714828491211,49.48714828491211,49.48714828491211
2016-07-22,50.290000915527344,49.290000915527344,50.0,49.400001525878906,2450600.0,48.68210220336914,49.42964499337332,49.42964499337332,49.42964499337332,49.42964499337332
2016-07-25,49.45000076293945,47.86000061035156,49.220001220703125,48.97999954223633,3044800.0,48.268192291259766,49.35221481323242,49.35221481323242,49.35221481323242,49.35221481323242
2016-07-26,49.41999816894531,48.279998779296875,48.560001373291016,49.279998779296875,1571400.0,48.56383514404297,49.396889241536456,49.30294108390808,49.30294108390808,49.30294108390808
2016-07-27,49.5,48.71500015258789,49.08000183105469,48.91999816894531,1628600.0,48.20907211303711,49.47375590006511,49.238595850327435,49.238595850327435,49.238595850327435
2016-07-28,49.09000015258789,48.345001220703125,48.7400016784668,48.650001525878906,2923100.0,47.942996978759766,49.53354136149088,49.16661813524034,49.16661813524034,49.16661813524034
2016-07-29,48.79999923706055,48.0099983215332,48.459999084472656,48.209999084472656,4484100.0,47.5093879699707,49.402802022298175,49.079395494962995,49.079395494962995,49.079395494962995
2016-08-01,48.5099983215332,47.59000015258789,48.11000061035156,47.79999923706055,2981000.0,47.1053466796875,49.18468526204427,48.98069305419922,48.98069305419922,48.98069305419922
2016-08-02,48.02000045776367,47.18000030517578,47.5,47.5,3267300.0,46.80971145629883,48.982992808024086,48.877312978108726,48.877312978108726,48.877312978108726
2016-08-03,49.47999954223633,47.349998474121094,47.5,49.279998779296875,4709900.0,48.56383514404297,48.89495747884114,48.86306398565119,48.86306398565119,48.86306398565119
2016-08-04,50.11000061035156,49.47999954223633,49.59000015258789,50.029998779296875,3046800.0,49.30293655395508,48.793782552083336,48.88218887992527,48.88218887992527,48.88218887992527
2016-08-05,50.97999954223633,50.2599983215332,50.2599983215332,50.58000183105469,2665900.0,49.844947814941406,48.751078542073564,48.92230383555094,48.92230383555094,48.92230383555094
2016-08-08,50.869998931884766,49.939998626708984,50.630001068115234,50.04999923706055,2116500.0,49.32264709472656,48.669613138834634,48.93831756591797,48.93831756591797,48.93831756591797
2016-08-09,50.529998779296875,48.42100143432617,48.72999954223633,50.459999084472656,1077900.0,49.7266845703125,48.598002115885414,48.9686393737793,48.9686393737793,48.9686393737793
2016-08-10,50.79999923706055,50.099998474121094,50.470001220703125,50.45000076293945,1182400.0,49.71683883666992,48.605228678385416,48.99635046499747,48.99635046499747,48.99635046499747
2016-08-11,52.709999084472656,50.70000076293945,50.72999954223633,52.54999923706055,1992700.0,51.786319732666016,48.75699030558268,49.09599222455706,49.09599222455706,49.09599222455706
2016-08-12,52.869998931884766,51.79999923706055,52.0,52.709999084472656,1287800.0,51.943992614746094,48.974449666341144,49.194199134563576,49.194199134563576,49.194199134563576
2016-08-15,53.77000045776367,52.86000061035156,52.95000076293945,53.65999984741211,1457900.0,52.880184173583984,49.28191579182943,49.31706530253093,49.31706530253093,49.31706530253093
2016-08-16,53.95000076293945,53.27000045776367,53.58000183105469,53.54999923706055,1002300.0,52.771785736083984,49.56244583129883,49.428507897161666,49.428507897161666,49.428507897161666
2016-08-17,53.72999954223633,53.34000015258789,53.66999816894531,53.40999984741211,1032100.0,52.633811950683594,49.857428487141924,49.52867364883423,49.52867364883423,49.52867364883423
2016-08-18,53.52000045776367,52.93000030517578,53.220001220703125,53.15999984741211,874700.0,52.387454986572266,50.153725687662764,49.615303386341445,49.615303386341445,49.615303386341445
2016-08-19,52.95000076293945,51.709999084472656,52.95000076293945,51.91999816894531,1196100.0,51.16547393798828,50.397464752197266,49.66089663786047,49.66089663786047,49.66089663786047
