Date,High,Low,Open,Close,Volume,Adj Close,ADP-15ma,ADP-50ma,ADP-100ma,ADP-200ma
2000-01-03,42.77589416503906,41.18976593017578,42.42892837524414,41.23933410644531,2698800.0,27.1928768157959,27.1928768157959,27.1928768157959,27.1928768157959,27.1928768157959
2000-01-04,42.03239822387695,40.84280014038086,40.941932678222656,41.23933410644531,3141100.0,27.1928768157959,27.1928768157959,27.1928768157959,27.1928768157959,27.1928768157959
2000-01-05,41.18976593017578,40.04973602294922,41.18976593017578,40.84280014038086,3008700.0,26.9314022064209,27.1057186126709,27.1057186126709,27.1057186126709,27.1057186126709
2000-01-06,41.98283004760742,40.69409942626953,41.140201568603516,41.388031005859375,2121700.0,27.29092025756836,27.152019023895264,27.152019023895264,27.152019023895264,27.152019023895264
2000-01-07,42.676761627197266,41.6358642578125,42.329795837402344,42.329795837402344,1892300.0,27.911911010742188,27.303997421264647,27.303997421264647,27.303997421264647,27.303997421264647
2000-01-10,43.420257568359375,41.933265686035156,42.03239822387695,43.37069320678711,1722100.0,28.598268508911133,27.51970926920573,27.51970926920573,27.51970926920573,27.51970926920573
2000-01-11,43.122859954833984,42.28022766113281,42.92459487915039,42.52806091308594,1087800.0,28.042640686035156,27.59441375732422,27.59441375732422,27.59441375732422,27.59441375732422
2000-01-12,42.7263298034668,41.834129333496094,42.52806091308594,42.13153076171875,1108900.0,27.78117561340332,27.617758989334106,27.617758989334106,27.617758989334106,27.617758989334106
2000-01-13,42.13153076171875,41.586299896240234,42.13153076171875,41.883697509765625,1314600.0,27.617755889892578,27.617758644951714,27.617758644951714,27.617758644951714,27.617758644951714
2000-01-14,41.933265686035156,40.44626998901367,41.140201568603516,41.437599182128906,2138400.0,27.3236141204834,27.588344192504884,27.588344192504884,27.588344192504884,27.588344192504884
2000-01-18,41.28889846801758,38.909706115722656,41.04106521606445,39.058406829833984,2826300.0,25.75478172302246,27.421656695279207,27.421656695279207,27.421656695279207,27.421656695279207
2000-01-19,43.22199249267578,39.10797119140625,39.15753936767578,42.87502670288086,4264400.0,28.271434783935547,27.49247153600057,27.49247153600057,27.49247153600057,27.49247153600057
2000-01-20,42.825462341308594,39.95060348510742,42.329795837402344,40.297569274902344,3220100.0,26.57186508178711,27.421655654907227,27.421655654907227,27.421655654907227,27.421655654907227
2000-01-21,40.89236831665039,39.65320587158203,40.89236831665039,40.09930419921875,2826200.0,26.44115447998047,27.35161985669817,27.35161985669817,27.35161985669817,27.35161985669817
2000-01-24,40.44626998901367,39.45493698120117,40.44626998901367,39.65320587158203,2919400.0,26.146984100341797,27.271310806274414,27.271310806274414,27.271310806274414,27.271310806274414
2000-01-25,40.69409942626953,39.801902770996094,40.04973602294922,40.49583435058594,2439700.0,26.702611923217773,27.23862648010254,27.235767126083374,27.235767126083374,27.235767126083374
2000-01-26,41.140201568603516,39.7027702331543,41.140201568603516,40.44626998901367,1759200.0,26.6699275970459,27.20376319885254,27.2024824479047,27.2024824479047,27.2024824479047
2000-01-27,40.99150085449219,37.72011184692383,40.644535064697266,39.801902770996094,2568300.0,26.245040893554688,27.15800577799479,27.14929125044081,27.14929125044081,27.14929125044081
2000-01-28,39.65320587158203,38.265342712402344,39.6036376953125,38.81057357788086,1732000.0,25.591367721557617,27.044702275594076,27.067295275236432,27.067295275236432,27.067295275236432
2000-01-31,38.81057357788086,37.12531280517578,38.81057357788086,37.62097930908203,2152200.0,24.80695343017578,26.837705103556313,26.954278182983398,26.954278182983398,26.954278182983398
2000-02-01,38.562740325927734,37.026180267333984,37.6705436706543,38.21577453613281,1747400.0,25.199161529541016,26.61109797159831,26.87070119948614,26.87070119948614,26.87070119948614
2000-02-02,38.265342712402344,35.09308624267578,38.265342712402344,36.13398361206055,2998300.0,23.826435089111328,26.330017598470054,26.73232546719638,26.73232546719638,26.73232546719638
2000-02-03,38.86014175415039,36.33224868774414,36.48094940185547,38.562740325927734,3202200.0,25.427946090698242,26.173135630289714,26.67561332039211,26.67561332039211,26.67561332039211
2000-02-04,39.058406829833984,37.96794509887695,38.51317596435547,38.06707763671875,1296600.0,25.101112365722656,26.005359395345053,26.61000911394755,26.61000911394755,26.61000911394755
2000-02-07,38.265342712402344,36.877479553222656,38.06707763671875,36.877479553222656,1554500.0,24.31670570373535,25.804898834228517,26.518276977539063,26.518276977539063,26.518276977539063
2000-02-08,37.27401351928711,36.48094940185547,37.27401351928711,36.92704772949219,2684800.0,24.349388122558594,25.711205927530923,26.43485817542443,26.43485817542443,26.43485817542443
2000-02-09,37.22444534301758,35.5391845703125,36.92704772949219,35.68788528442383,2266800.0,23.53228759765625,25.39526278177897,26.327355561433016,26.327355561433016,26.327355561433016
2000-02-10,37.96794509887695,35.737449645996094,35.83658218383789,37.5714111328125,2229900.0,24.774276733398438,25.27542355855306,26.27188846043178,26.27188846043178,26.27188846043178
2000-02-11,37.27401351928711,36.084415435791016,37.27401351928711,36.33224868774414,1208200.0,23.957178115844727,25.109825134277344,26.19207086234257,26.19207086234257,26.19207086234257
2000-02-14,37.86880874633789,36.18354797363281,36.43138122558594,36.72877883911133,1729900.0,24.21864891052246,24.981269454956056,26.126290130615235,26.126290130615235,26.126290130615235
2000-02-15,37.27401351928711,36.03485107421875,36.92704772949219,36.530513763427734,2317000.0,24.08790397644043,24.806955591837564,26.06053573854508,26.06053573854508,26.06053573854508
2000-02-16,36.72877883911133,36.084415435791016,36.67921447753906,36.28268051147461,2399100.0,23.92448616027832,24.623926162719727,25.993784189224243,25.993784189224243,25.993784189224243
2000-02-17,36.530513763427734,35.737449645996094,36.43138122558594,36.03485107421875,1387600.0,23.761083602905273,24.458329010009766,25.926126595699426,25.926126595699426,25.926126595699426
2000-02-18,36.13398361206055,34.59741973876953,36.03485107421875,35.291351318359375,1585800.0,23.27081871032715,24.303625742594402,25.848029304953183,25.848029304953183,25.848029304953183
2000-02-22,35.340919494628906,31.722562789916992,35.291351318359375,33.20956039428711,4049700.0,21.898109436035156,24.109702809651694,25.735174451555526,25.735174451555526,25.735174451555526
