Date,High,Low,Open,Close,Volume,Adj Close,FANG-15ma,FANG-50ma,FANG-100ma,FANG-200ma
2012-10-12,18.280000686645508,17.5,17.81999969482422,17.5,6467100.0,17.360095977783203,17.360095977783203,17.360095977783203,17.360095977783203,17.360095977783203
2012-10-15,17.829999923706055,17.5,17.549999237060547,17.75,633100.0,17.608097076416016,17.48409652709961,17.48409652709961,17.48409652709961,17.48409652709961
2012-10-16,17.950000762939453,17.25,17.56999969482422,17.790000915527344,180300.0,17.647781372070312,17.538658142089844,17.538658142089844,17.538658142089844,17.538658142089844
2012-10-17,18.06999969482422,17.5,17.700000762939453,17.700000762939453,121000.0,17.55849838256836,17.543618202209473,17.543618202209473,17.543618202209473,17.543618202209473
2012-10-18,17.8700008392334,17.520000457763672,17.600000381469727,17.700000762939453,146100.0,17.55849838256836,17.54659423828125,17.54659423828125,17.54659423828125,17.54659423828125
2012-10-19,17.799999237060547,17.40999984741211,17.719999313354492,17.40999984741211,298100.0,17.27081871032715,17.5006316502889,17.5006316502889,17.5006316502889,17.5006316502889
2012-10-22,17.510000228881836,16.93000030517578,17.5,17.030000686645508,359800.0,16.89385414123535,17.413949148995535,17.413949148995535,17.413949148995535,17.413949148995535
2012-10-23,17.299999237060547,16.75,16.850000381469727,17.1299991607666,166100.0,16.993053436279297,17.361337184906006,17.361337184906006,17.361337184906006,17.361337184906006
2012-10-24,17.469999313354492,16.920000076293945,16.920000076293945,17.389999389648438,158200.0,17.2509765625,17.34907489352756,17.34907489352756,17.34907489352756,17.34907489352756
2012-10-25,17.979999542236328,16.25,17.979999542236328,17.030000686645508,206900.0,16.89385414123535,17.30355281829834,17.30355281829834,17.30355281829834,17.30355281829834
2012-10-26,17.510000228881836,16.600000381469727,17.510000228881836,17.139999389648438,199500.0,17.002973556518555,17.276227430863813,17.276227430863813,17.276227430863813,17.276227430863813
2012-10-31,17.030000686645508,16.5,16.5,17.030000686645508,36400.0,16.89385414123535,17.244362990061443,17.244362990061443,17.244362990061443,17.244362990061443
2012-11-01,17.479999542236328,16.510000228881836,17.100000381469727,17.229999542236328,203000.0,17.092254638671875,17.23266234764686,17.23266234764686,17.23266234764686,17.23266234764686
2012-11-02,17.229999542236328,16.559999465942383,16.989999771118164,17.0,72100.0,16.864093780517578,17.20633602142334,17.20633602142334,17.20633602142334,17.20633602142334
2012-11-05,17.0,16.5,16.790000915527344,16.709999084472656,33300.0,16.576412200927734,17.164341100056966,17.164341100056966,17.164341100056966,17.164341100056966
2012-11-06,17.479999542236328,16.09000015258789,16.520000457763672,17.010000228881836,370600.0,16.87401580810547,17.131935755411785,17.146195769309998,17.146195769309998,17.146195769309998
2012-11-07,17.399999618530273,16.75,16.75,17.059999465942383,155800.0,16.923614501953125,17.086303583780925,17.133102753583124,17.133102753583124,17.133102753583124
