Date,High,Low,Open,Close,Volume,Adj Close,WYNN-15ma,WYNN-50ma,WYNN-100ma,WYNN-200ma
2002-10-25,13.149999618530273,12.850000381469727,13.0,13.010000228881836,13965800.0,7.82963752746582,7.82963752746582,7.82963752746582,7.82963752746582,7.82963752746582
2002-10-28,13.050000190734863,12.960000038146973,13.010000228881836,13.010000228881836,5505900.0,7.82963752746582,7.82963752746582,7.82963752746582,7.82963752746582,7.82963752746582
2002-10-29,13.010000228881836,12.039999961853027,13.0,12.640000343322754,2235800.0,7.606967449188232,7.755414168039958,7.755414168039958,7.755414168039958,7.755414168039958
2002-10-30,12.619999885559082,12.130000114440918,12.609999656677246,12.5,905800.0,7.5227131843566895,7.697238922119141,7.697238922119141,7.697238922119141,7.697238922119141
2002-10-31,13.020000457763672,12.5,12.5600004196167,12.609999656677246,298900.0,7.58890962600708,7.675573062896729,7.675573062896729,7.675573062896729,7.675573062896729
2002-11-01,12.699999809265137,12.569999694824219,12.59000015258789,12.609999656677246,268800.0,7.58890962600708,7.661129156748454,7.661129156748454,7.661129156748454,7.661129156748454
2002-11-04,12.949999809265137,12.649999618530273,12.65999984741211,12.90999984741211,1307600.0,7.76945686340332,7.6766045434134345,7.6766045434134345,7.6766045434134345,7.6766045434134345
2002-11-05,13.239999771118164,12.890000343322754,12.90999984741211,13.020000457763672,2384700.0,7.835655212402344,7.696485877037048,7.696485877037048,7.696485877037048,7.696485877037048
2002-11-06,13.199999809265137,13.0,13.029999732971191,13.0,204300.0,7.82362174987793,7.71061208513048,7.71061208513048,7.71061208513048,7.71061208513048
2002-11-07,13.15999984741211,12.359999656677246,13.079999923706055,13.050000190734863,724200.0,7.8537116050720215,7.724922037124633,7.724922037124633,7.724922037124633,7.724922037124633
2002-11-08,13.029999732971191,12.829999923706055,13.020000457763672,12.930000305175781,106400.0,7.781494140625,7.730064955624667,7.730064955624667,7.730064955624667,7.730064955624667
2002-11-11,13.0,12.649999618530273,13.0,12.710000038146973,110500.0,7.64909553527832,7.723317503929138,7.723317503929138,7.723317503929138,7.723317503929138
2002-11-12,12.739999771118164,11.859999656677246,12.729999542236328,11.960000038146973,540700.0,7.1977314949035645,7.682887810927171,7.682887810927171,7.682887810927171,7.682887810927171
2002-11-13,12.09000015258789,10.760000228881836,12.050000190734863,11.100000381469727,685600.0,6.680169582366943,7.611265080315726,7.611265080315726,7.611265080315726,7.611265080315726
2002-11-14,11.25,10.880000114440918,11.130000114440918,11.09000015258789,462800.0,6.674149513244629,7.548790709177653,7.548790709177653,7.548790709177653,7.548790709177653
2002-11-15,11.5600004196167,11.079999923706055,11.100000381469727,11.550000190734863,460700.0,6.950987815856934,7.490214061737061,7.511428028345108,7.511428028345108,7.511428028345108
2002-11-18,13.050000190734863,11.569999694824219,11.579999923706055,12.180000305175781,325400.0,7.330131530761719,7.456913661956787,7.500763528487262,7.500763528487262,7.500763528487262
2002-11-19,12.800000190734863,12.020000457763672,12.359999656677246,12.600000381469727,211400.0,7.5828938484191895,7.455308755238851,7.505326324039036,7.505326324039036,7.505326324039036
2002-11-20,12.600000381469727,12.229999542236328,12.5600004196167,12.40999984741211,92700.0,7.468547344207764,7.451697699228922,7.503390588258442,7.503390588258442,7.503390588258442
2002-11-21,12.850000381469727,12.539999961853027,12.539999961853027,12.850000381469727,91300.0,7.733345031738281,7.46132672627767,7.514888310432434,7.514888310432434,7.514888310432434
2002-11-22,12.859999656677246,12.5,12.850000381469727,12.649999618530273,55300.0,7.612985610961914,7.462931791941325,7.519559610457647,7.519559610457647,7.519559610457647
2002-11-25,13.0,12.65999984741211,12.800000190734863,12.930000305175781,111000.0,7.781494140625,7.463734277089437,7.531465725465254,7.531465725465254,7.531465725465254
2002-11-26,12.9399995803833,12.739999771118164,12.9399995803833,12.739999771118164,59300.0,7.667147636413574,7.452500438690185,7.537364938984746,7.537364938984746,7.537364938984746
2002-11-27,12.899999618530273,12.5,12.899999618530273,12.5,94300.0,7.5227131843566895,7.432439867655436,7.536754449208577,7.536754449208577,7.536754449208577
2002-11-29,12.890000343322754,12.600000381469727,12.779999732971191,12.819999694824219,35400.0,7.715293884277344,7.423212019602458,7.543896026611328,7.543896026611328,7.543896026611328
2002-12-02,12.949999809265137,12.350000381469727,12.9399995803833,12.40999984741211,93600.0,7.468547344207764,7.402348899841309,7.540998000365037,7.540998000365037,7.540998000365037
2002-12-03,12.5,12.3100004196167,12.5,12.369999885559082,31100.0,7.4444756507873535,7.388707574208578,7.537423098528826,7.537423098528826,7.537423098528826
2002-12-04,12.600000381469727,12.3100004196167,12.449999809265137,12.600000381469727,42300.0,7.5828938484191895,7.4143850644429525,7.5390470538820535,7.5390470538820535,7.5390470538820535
2002-12-05,13.300000190734863,12.760000228881836,12.850000381469727,13.279999732971191,366100.0,7.992130279541016,7.501849110921224,7.554670613387535,7.554670613387535,7.554670613387535
2002-12-06,13.380000114440918,12.989999771118164,13.149999618530273,13.180000305175781,129300.0,7.931947708129883,7.585702323913575,7.567246516545613,7.567246516545613,7.567246516545613
2002-12-09,13.300000190734863,12.869999885559082,13.289999961853027,13.0,106900.0,7.82362174987793,7.643877919514974,7.575516685362785,7.575516685362785,7.575516685362785
2002-12-10,13.1899995803833,12.930000305175781,13.0,13.0,48300.0,7.82362174987793,7.676777267456055,7.583269968628883,7.583269968628883,7.583269968628883
2002-12-11,13.390000343322754,13.020000457763672,13.100000381469727,13.25,189700.0,7.974074840545654,7.702856000264486,7.595112540505149,7.595112540505149,7.595112540505149
2002-12-12,13.800000190734863,13.270000457763672,13.390000343322754,13.739999771118164,361400.0,8.268967628479004,7.756217352549235,7.614931807798498,7.614931807798498,7.614931807798498
2002-12-13,14.390000343322754,13.529999732971191,13.720000267028809,13.600000381469727,615500.0,8.184709548950195,7.7863083203633625,7.631211171831404,7.631211171831404,7.631211171831404
2002-12-16,14.069999694824219,13.65999984741211,13.739999771118164,13.680000305175781,170900.0,8.232855796813965,7.827632999420166,7.647923522525364,7.647923522525364,7.647923522525364
2002-12-17,13.90999984741211,13.3100004196167,13.90999984741211,13.479999542236328,95100.0,8.112489700317383,7.8496993700663245,7.660479365168391,7.660479365168391,7.660479365168391
2002-12-18,13.59000015258789,13.0600004196167,13.5,13.319999694824219,110800.0,8.016201972961426,7.872969659169515,7.669840486426103,7.669840486426103,7.669840486426103
