Date,High,Low,Open,Close,Volume,Adj Close,SHW-15ma,SHW-50ma,SHW-100ma,SHW-200ma
2000-03-13,19.125,18.5,18.75,19.125,415200.0,13.747091293334961,13.803082148234049,13.610602826488261,13.610602826488261,13.610602826488261
2000-03-14,19.25,18.6875,19.0,18.8125,811900.0,13.522470474243164,13.758595784505209,13.608840179443359,13.608840179443359,13.608840179443359
2000-03-15,20.9375,18.8125,19.0,20.625,729700.0,14.825301170349121,13.795015080769856,13.61798110961914,13.63269235573563,13.63269235573563
2000-03-16,23.0,20.625,20.625,22.875,965300.0,16.442598342895508,13.971720059712728,13.670177307128906,13.686729009334858,13.686729009334858
2000-03-17,22.8125,21.5,22.75,21.75,786000.0,15.63394832611084,14.100505256652832,13.705308151245116,13.723468996443838,13.723468996443838
2000-03-20,22.375,21.6875,21.875,21.875,392800.0,15.723794937133789,14.232285499572754,13.737773666381836,13.760512069419578,13.760512069419578
2000-03-21,22.4375,21.8125,21.875,22.25,458100.0,15.993353843688965,14.38203633626302,13.77920015335083,13.801109192588113,13.801109192588113
2000-03-22,22.375,21.25,22.375,21.375,545100.0,15.364397048950195,14.477876472473145,13.814294452667236,13.829025047166008,13.829025047166008
2000-03-23,22.3125,21.6875,22.125,21.9375,954300.0,15.768729209899902,14.615647061665852,13.853905639648438,13.86305494475783,13.86305494475783
2000-03-24,22.875,21.9375,22.5,22.3125,1362700.0,16.038270950317383,14.729456837972005,13.898907661437988,13.900558668991614,13.900558668991614
2000-03-27,22.5,21.8125,22.3125,21.9375,1028100.0,15.768729209899902,14.867227427164714,13.941196250915528,13.932222576464637,13.932222576464637
2000-03-28,22.4375,21.625,21.9375,22.3125,605100.0,16.038270950317383,15.034947458902995,13.992445411682128,13.967323382695517,13.967323382695517
2000-03-29,22.4375,22.0,22.25,22.1875,703700.0,15.948431015014648,15.199673271179199,14.046359977722169,13.99980055699583,13.99980055699583
2000-03-30,22.25,21.625,21.875,21.9375,962700.0,15.768729209899902,15.346428934733073,14.099357891082764,14.028331664300733,14.028331664300733
2000-03-31,22.5,21.9375,22.0625,22.125,681700.0,15.90350341796875,15.499174626668294,14.16576042175293,14.058096295311337,14.058096295311337
2000-04-03,22.5,21.875,21.9375,22.25,571900.0,15.993353843688965,15.64892546335856,14.230390186309814,14.088334694504738,14.088334694504738
2000-04-04,22.625,21.1875,22.0625,22.0625,838500.0,15.858572959899902,15.80466562906901,14.291431999206543,14.11556912935697,14.11556912935697
2000-04-05,23.75,21.9375,22.0,23.5625,1296600.0,16.936784744262695,15.945431200663249,14.373145599365234,14.158314820491906,14.158314820491906
2000-04-06,24.9375,23.6875,24.0,23.9375,1083000.0,17.206331253051758,15.996346728007,14.462927379608153,14.203807603067427,14.203807603067427
2000-04-07,24.0,23.375,24.0,23.375,431000.0,16.80201530456543,16.07421785990397,14.542838039398193,14.242016539854163,14.242016539854163
2000-04-10,24.75,23.5625,23.625,24.625,378300.0,17.700510025024414,16.205998865763345,14.647858123779297,14.292139633842137,14.292139633842137
2000-04-11,25.625,24.5625,24.625,25.1875,1005200.0,18.104835510253906,16.34676431020101,14.758287296295165,14.346606717790877,14.346606717790877
2000-04-12,27.625,25.1875,25.1875,26.875,1411000.0,19.31781768798828,16.610325686136882,14.881374435424805,14.41662377370915,14.41662377370915
2000-04-13,26.8125,26.1875,26.8125,26.25,1121500.0,18.868560791015625,16.81698112487793,15.008862953186036,14.47845623228285,14.47845623228285
2000-04-14,26.125,25.125,26.0625,25.3125,565700.0,18.194686889648438,16.9607421875,15.092531070709228,14.52936350156183,14.52936350156183
2000-04-17,26.1875,25.0,25.4375,26.1875,727000.0,18.82363510131836,17.164402580261232,15.181638679504395,14.587394198855838,14.587394198855838
2000-04-18,26.25,25.0625,26.1875,25.25,533600.0,18.14976692199707,17.30516897837321,15.256376514434814,14.634892501831054,14.634892501831054
2000-04-19,25.875,24.875,25.875,25.0,413700.0,17.970062255859375,17.439944394429524,15.339121990203857,14.67877631438406,14.67877631438406
2000-04-20,26.0,24.625,24.625,25.875,511300.0,18.599010467529297,17.628629811604817,15.437123622894287,14.729688446243088,14.729688446243088
2000-04-24,26.9375,25.5,26.3125,26.125,392200.0,18.778717041015625,17.820310719807942,15.536042194366456,14.781599069252993,14.781599069252993
2000-04-25,27.375,26.0,27.0,27.0,759800.0,19.40766716003418,18.04793160756429,15.657356605529785,14.840156893186931,14.840156893186931
2000-04-26,26.375,25.5,26.0,25.9375,589600.0,18.643930435180664,18.233622105916343,15.75982650756836,14.887704062461854,14.887704062461854
2000-04-27,26.25,25.125,25.8125,25.25,761100.0,18.14976692199707,18.314487584431966,15.837241611480714,14.92797644344377,14.92797644344377
2000-04-28,25.3125,24.75,25.1875,24.875,921100.0,17.880216598510742,18.35941327412923,15.915512828826904,14.963979372164099,14.963979372164099
2000-05-01,25.75,24.9375,25.0,25.4375,569500.0,18.284542083740234,18.458248392740884,15.992053756713867,15.003986151821643,15.003986151821643
2000-05-02,26.25,24.875,25.3125,26.0,541900.0,18.688859939575195,18.52413838704427,16.082928085327147,15.047853696913947,15.047853696913947
2000-05-03,25.8125,24.9375,25.8125,25.0,483500.0,17.970062255859375,18.51515350341797,16.15853401184082,15.082232621136834,15.082232621136834
2000-05-04,25.5625,24.6875,25.125,24.75,360600.0,17.790348052978516,18.41332219441732,16.228760738372802,15.113722335460574,15.113722335460574
2000-05-05,25.25,24.875,24.875,25.1875,327200.0,18.104835510253906,18.362407175699868,16.31501697540283,15.148102946665094,15.148102946665094
2000-05-08,25.1875,24.875,25.0625,25.0625,184100.0,18.014986038208008,18.350427118937173,16.401273288726806,15.180681163614446,15.180681163614446
2000-05-09,25.125,24.3125,25.0625,24.4375,432100.0,17.565731048583984,18.266566848754884,16.477646083831786,15.207479476928711,15.207479476928711
2000-05-10,25.0,24.25,24.6875,24.3125,741700.0,17.475875854492188,18.22164077758789,16.55222177505493,15.23268388112386,15.23268388112386
2000-05-11,25.125,24.5625,24.5625,25.0,356800.0,17.970062255859375,18.22164077758789,16.633087120056153,15.26276496216491,15.26276496216491
2000-05-12,24.9375,24.4375,24.75,24.6875,533400.0,17.74542999267578,18.164735412597658,16.713952312469484,15.289750451626984,15.289750451626984
2000-05-15,26.125,24.5,24.5,26.0,536800.0,18.688859939575195,18.158744939168294,16.801107025146486,15.326300016013525,15.326300016013525
2000-05-16,27.0,25.8125,26.125,27.0,702900.0,19.40766716003418,18.158744939168294,16.91521696090698,15.369718815418,15.369718815418
2000-05-17,26.875,26.0625,26.75,26.5625,673900.0,19.093189239501953,18.18869552612305,17.02663133621216,15.408913240934673,15.408913240934673
2000-05-18,26.625,26.0,26.625,26.3125,559900.0,18.913484573364258,18.23961003621419,17.135350151062013,15.445419192314148,15.445419192314148
2000-05-19,26.0,25.0,26.0,25.375,542900.0,18.239599227905273,18.263568878173828,17.22879425048828,15.47422517206251,15.47422517206251
2000-05-22,26.375,25.6875,25.8125,26.375,405700.0,18.95841407775879,18.308493677775065,17.33571617126465,15.509778120079819,15.509778120079819
2000-05-23,26.5,25.8125,26.125,26.25,361000.0,18.868560791015625,18.32047373453776,17.438145561218263,15.543705217766039,15.543705217766039
2000-05-24,26.5,24.75,26.25,25.0,673100.0,18.062952041625977,18.326666386922202,17.528955192565917,15.56889768600464,15.56889768600464
2000-05-25,25.0625,23.5,24.8125,24.0,799100.0,17.340436935424805,18.296672312418618,17.579257907867433,15.598619508743287,15.586437678573155
2000-05-26,24.25,23.0,24.25,23.3125,560800.0,16.843700408935547,18.212596638997397,17.587279949188233,15.62872862815857,15.598763783772787
2000-05-30,23.8125,23.375,23.5625,23.5,835600.0,16.97917938232422,18.143542861938478,17.6141845703125,15.659746360778808,15.612165876962607
2000-05-31,23.875,23.1875,23.625,23.25,419100.0,16.79854393005371,18.092397054036457,17.6356795501709,15.686726608276366,15.623573358242329
2000-06-01,24.0625,23.3125,23.5,24.0,331900.0,17.340436935424805,18.083367792765298,17.662621212005615,15.720910682678223,15.63992443992978
2000-06-02,25.25,24.4375,24.5,24.9375,459700.0,18.017791748046875,18.086549758911133,17.71568910598755,15.764991779327392,15.662357150383716
2000-06-05,25.375,24.6875,24.6875,25.25,435500.0,18.243587493896484,18.119760258992514,17.76518627166748,15.80954595565796,15.686480798453928
2000-06-06,25.4375,24.75,25.375,25.0,480600.0,18.062952041625977,18.0780330657959,17.805679893493654,15.852293777465821,15.708485161816633
2000-06-07,25.3125,24.75,24.9375,24.75,1089100.0,17.88232421875,17.97634353637695,17.847951793670653,15.89457402229309,15.728428639403177
2000-06-08,25.0,24.25,24.6875,24.3125,313500.0,17.56622314453125,17.87454579671224,17.87851083755493,15.93547812461853,15.745135862177069
2000-06-09,24.625,24.0,24.375,24.125,392000.0,17.43074607849121,17.775696563720704,17.908157138824464,15.977258558273315,15.76032153980152
2000-06-12,24.25,23.5625,24.1875,23.625,600000.0,17.069494247436523,17.697689565022788,17.934172439575196,16.01676516532898,15.772010581833976
2000-06-13,23.5625,22.75,23.375,23.5,604700.0,16.97917938232422,17.56574058532715,17.955685958862304,16.060723190307616,15.782693491572827
2000-06-14,24.5,23.75,23.75,23.75,770700.0,17.159809112548828,17.451823806762697,17.9790150642395,16.10470262527466,15.794773453160337
2000-06-15,23.4375,23.0,23.125,23.125,1057200.0,16.708229064941406,17.361508941650392,17.996008186340333,16.14372009277344,15.802716545436693
2000-06-16,23.0,22.5,23.0,22.9375,855200.0,16.5727596282959,17.310330454508463,17.988727684020997,16.180936641693116,15.809354847875134
2000-06-19,23.125,22.75,22.9375,23.0625,1136700.0,16.663076400756836,17.298288853963218,17.977862586975096,16.220394983291627,15.81665161328438
2000-06-20,23.0625,22.5,23.0,22.5625,464500.0,16.301807403564453,17.2531307220459,17.96785842895508,16.255348234176637,15.820763103032517
2000-06-21,22.75,22.1875,22.75,22.4375,490600.0,16.21150779724121,17.2139949798584,17.938078384399414,16.292968254089356,15.824046671891413
2000-06-22,22.6875,22.1875,22.4375,22.3125,374500.0,16.121191024780273,17.132711919148765,17.898405494689943,16.328346395492552,15.826522874832154
2000-06-23,22.5625,21.8125,22.375,21.875,571400.0,15.805078506469727,16.98519770304362,17.82815071105957,16.354762573242187,15.82634564864734
2000-06-26,22.375,21.6875,22.25,21.9375,549200.0,15.850242614746094,16.825641377766928,17.767784347534178,16.388323650360107,15.82654152541864
2000-06-27,22.75,22.0,22.0,22.25,487100.0,16.076030731201172,16.69317995707194,17.725411224365235,16.40897114753723,15.828569892945328
2000-06-28,22.75,21.875,22.4375,22.015625,601600.0,15.906681060791016,16.561470413208006,17.667072143554687,16.42435541152954,15.829199821718278
2000-06-29,22.5,21.75,21.9375,21.75,533500.0,15.714768409729004,16.438040097554524,17.618372173309325,16.43737434387207,15.828284370422363
2000-06-30,22.125,21.171875,21.875,21.1875,764000.0,15.30834674835205,16.29654680887858,17.56513786315918,16.45212992668152,15.824157881358314
2000-07-03,22.4375,21.1875,21.1875,22.4375,342900.0,16.21150779724121,16.239347712198892,17.51738780975342,16.477255716323853,15.827207880695974
2000-07-05,22.6875,21.625,22.25,21.75,432200.0,15.714768409729004,16.155053647359214,17.456108837127687,16.49607551574707,15.826329447329044
2000-07-06,22.3125,21.875,22.0,21.9375,439300.0,15.850242614746094,16.067749214172363,17.384960346221924,16.521158475875854,15.826514820719874
2000-07-07,22.5,21.875,22.0,22.375,545700.0,16.166349411010742,16.03162390391032,17.335408725738525,16.547617616653444,15.82912893295288
2000-07-10,22.6875,21.875,22.3125,22.1875,355100.0,16.030872344970703,15.995498085021973,17.293030834198,16.565136222839357,15.83066895899882
2000-07-11,23.0625,21.75,22.0,22.875,605400.0,16.527603149414062,15.986466534932454,17.265978565216063,16.590745697021486,15.835948763471661
2000-07-12,23.25,22.8125,23.1875,23.0,588500.0,16.61791229248047,16.00754019419352,17.23264596939087,16.61234986305237,15.841828188501802
2000-07-13,23.3125,22.625,23.0,22.75,295900.0,16.43728256225586,16.022591845194498,17.187614421844483,16.635271253585817,15.846271877858177
2000-07-14,22.875,21.875,22.875,22.5625,388700.0,16.301807403564453,16.034632937113443,17.154249324798585,16.656391668319703,15.84964621508563
2000-07-17,22.875,22.0,22.75,22.125,215000.0,15.985708236694336,16.046674919128417,17.118156528472902,16.67345863342285,15.85064667112687
2000-07-18,22.1875,21.1875,22.125,21.1875,551600.0,15.30834674835205,16.010548528035482,17.062226753234864,16.688621864318847,15.846688277529974
2000-07-19,22.0625,21.3125,21.5,21.8125,583700.0,15.759925842285156,15.989474868774414,17.017125549316408,16.709199419021605,15.846059564231098
2000-07-20,22.0,21.5625,21.5625,21.75,384900.0,15.714768409729004,15.976680692036947,16.980106296539308,16.728876190185545,15.845115023551227
2000-07-21,21.8125,21.125,21.8125,21.375,485900.0,15.443825721740723,15.95861784617106,16.93946529388428,16.745843534469603,15.842248671395438
2000-07-24,22.0625,21.375,21.375,21.8125,380300.0,15.759925842285156,15.988723119099935,16.895262565612793,16.76417484283447,15.841664821543592
2000-07-25,22.4375,21.6875,21.6875,22.0,585500.0,15.895398139953613,15.967649141947428,16.85826192855835,16.786107120513915,15.842043225194367
2000-07-26,22.125,20.9375,21.875,20.9375,1464300.0,15.127726554870605,15.928513018290202,16.78703926086426,16.79407314300537,15.837048003723572
2000-07-27,21.4375,20.9375,20.9375,21.21875,424400.0,15.330930709838867,15.89389222462972,16.705504531860353,16.810360746383665,15.833533300293816
2000-07-28,21.625,20.625,21.375,20.9375,454700.0,15.127726554870605,15.824650700887045,16.626195278167724,16.82641330718994,15.82866566756676
2000-07-31,21.1875,20.75,21.0,20.8125,699200.0,15.037413597106934,15.758420117696126,16.548673858642577,16.842012004852293,15.823246132837584
2000-08-01,21.25,20.875,21.0,21.0625,465600.0,15.218038558959961,15.671115811665853,16.48824264526367,16.858518447875976,15.819129074511885
2000-08-02,21.5,20.75,21.0625,21.25,765000.0,15.35351276397705,15.586822509765625,16.41614461898804,16.875930395126343,15.815983018359622
2000-08-03,21.6875,21.0,21.4375,21.25,952700.0,15.35351276397705,15.514571189880371,16.345843658447265,16.891994609832764,15.812879191149001
2000-08-04,21.5,20.875,21.3125,20.875,577300.0,15.082564353942871,15.433288319905598,16.286235904693605,16.90759554862976,15.808010425567627
2000-08-07,21.375,20.8125,20.8125,21.1875,1007300.0,15.30834674835205,15.388130887349446,16.245594100952147,16.91242600440979,15.804701394592689
2000-08-08,22.875,21.25,21.4375,22.46875,747700.0,16.23408317565918,15.449846649169922,16.23340175628662,16.910340852737427,15.807526274731284
2000-08-09,23.0,22.375,23.0,22.4375,537300.0,16.21150779724121,15.47995211283366,16.21804832458496,16.91611644744873,15.810166676839193
2000-08-10,22.6875,22.1875,22.5,22.4375,433000.0,16.21150779724121,15.51306807200114,16.20630760192871,16.920993576049806,15.812772788010635
2000-08-11,23.375,22.625,22.6875,23.0,501900.0,16.61791229248047,15.591340510050456,16.191857109069826,16.92723916053772,15.817967236426568
2000-08-14,23.625,23.0,23.25,23.46875,632900.0,16.956594467163086,15.67111841837565,16.17063316345215,16.943161134719848,15.82526612893129
2000-08-15,23.9375,23.4375,23.6875,23.9375,678000.0,17.295286178588867,15.764444287618002,16.151667137145996,16.958426704406737,15.834629313960956
2000-08-16,23.8125,23.4375,23.75,23.46875,550900.0,17.052764892578125,15.892780176798503,16.13146339416504,16.968571643829346,15.842339032812964
2000-08-17,23.9375,23.375,23.75,23.9375,564200.0,17.39337921142578,16.030276743570962,16.121684494018556,16.984818143844606,15.852094002489773
2000-08-18,24.1875,23.5,24.1875,23.75,768300.0,17.25713348388672,16.172237205505372,16.115502700805663,16.9970067691803,15.860875499248504
2000-08-21,23.625,23.3125,23.625,23.375,252800.0,16.98465347290039,16.302053197224936,16.10658084869385,17.007368993759155,15.867855486662492
2000-08-22,23.3125,22.5,23.125,23.125,651400.0,16.80299186706543,16.407716751098633,16.101250801086426,17.01771162033081,15.873627933455102
2000-08-23,23.0625,22.5,23.0,22.6875,327200.0,16.4851016998291,16.48315601348877,16.091369247436525,17.023527603149414,15.877379306254943
2000-08-24,22.9375,22.5625,22.8125,22.6875,438300.0,16.4851016998291,16.558595275878908,16.07787509918213,17.028445081710814,15.881084930606004
2000-08-25,22.9375,22.5625,22.6875,22.875,240800.0,16.621337890625,16.661180178324383,16.0761372756958,17.036072731018066,15.885571312181877
2000-08-28,23.0,22.5625,22.875,22.6875,361100.0,16.4851016998291,16.739630508422852,16.074384117126463,17.031555900573732,15.889182941023126
2000-08-29,23.1875,22.625,22.625,22.875,233600.0,16.621337890625,16.765447489420573,16.073549346923826,17.025705966949463,15.893567102397988
2000-08-30,22.875,22.625,22.875,22.6875,422800.0,16.4851016998291,16.78368708292643,16.07721523284912,17.022536830902098,15.89708814166841
2000-08-31,23.125,22.625,22.6875,23.015625,513200.0,16.723520278930664,16.817821248372397,16.08745548248291,17.012766933441164,15.901978272658129
2000-09-01,23.1875,23.0,23.0,23.0625,310800.0,16.757585525512695,16.827132797241212,16.100183372497558,16.99929443359375,15.90701125649845
2000-09-05,23.6875,22.9375,23.0625,23.6875,369300.0,17.211713790893555,16.844140752156576,16.128316078186035,16.9782333946228,15.914641095880876
2000-09-06,24.375,23.75,23.875,24.3125,706700.0,17.66585350036621,16.868845240275064,16.16462829589844,16.96620632171631,15.924822563348814
2000-09-07,24.375,24.0625,24.25,24.3125,567100.0,17.66585350036621,16.909717814127603,16.19642475128174,16.960917987823485,15.934886325990533
2000-09-08,24.5,24.25,24.3125,24.375,378800.0,17.711265563964844,16.930910237630208,16.232516441345215,16.94979429244995,15.945095402070846
2000-09-11,24.625,24.125,24.25,24.375,359900.0,17.711265563964844,16.961185709635416,16.27244638442993,16.94540927886963,15.955187802995955
2000-09-12,24.3125,23.75,24.25,23.875,382900.0,17.347957611083984,16.985405985514323,16.31323860168457,16.939188232421873,15.963101267814636
2000-09-13,22.5,21.125,22.0625,22.25,2374600.0,16.16720962524414,16.943020502726238,16.31235263824463,16.914870223999024,15.964254422376385
2000-09-14,22.625,21.875,22.375,22.125,930500.0,16.076377868652344,16.915772247314454,16.319584827423096,16.88784683227539,15.964884329377934
2000-09-15,21.75,21.375,21.75,21.5,1035700.0,15.62224292755127,16.8582483291626,16.3150248336792,16.84999258995056,15.962970131602367
2000-09-18,21.75,21.0,21.625,21.0,415300.0,15.258946418762207,16.767422231038413,16.296876773834228,16.816142749786376,15.959058888753255
2000-09-19,21.25,20.5,21.1875,20.5625,549800.0,14.9410400390625,16.664484786987305,16.275080127716066,16.784055480957033,15.953434475219051
2000-09-20,20.8125,20.3125,20.4375,20.5,681300.0,14.895634651184082,16.54943790435791,16.242440757751464,16.754209661483763,15.947622388273805
2000-09-21,21.25,20.4375,20.5,20.9375,425800.0,15.213525772094727,16.464666175842286,16.21435302734375,16.72349949836731,15.943610931354794
2000-09-22,21.1875,20.8125,21.0,20.9375,519400.0,15.213525772094727,16.363999875386558,16.189877891540526,16.688746156692506,15.93964307722838
2000-09-25,20.9375,20.375,20.9375,20.375,580700.0,14.804807662963867,16.233814684549966,16.159937896728515,16.65709361076355,15.93350883174587
2000-09-26,20.6875,19.875,20.5,19.875,939300.0,14.441496849060059,16.0491335550944,16.12905366897583,16.623605098724365,15.925487261946483
2000-09-27,20.4375,20.0,20.0,20.3125,394700.0,14.759391784667969,15.855369440714519,16.11807456970215,16.590150661468506,15.919251457255154
2000-09-28,20.9375,20.3125,20.4375,20.9375,397200.0,15.213525772094727,15.691880925496418,16.10714656829834,16.562136058807372,15.915497597227706
2000-09-29,21.625,21.0,21.0625,21.375,515200.0,15.531416893005371,15.546557680765789,16.103479537963867,16.541792917251588,15.913465424189491
2000-10-02,21.625,20.6875,21.625,20.6875,313800.0,15.031868934631348,15.367931238810222,16.09524040222168,16.51735284805298,15.908825442665501
2000-10-03,21.9375,20.6875,20.9375,21.5,419100.0,15.62224292755127,15.252883593241373,16.092486743927,16.493874654769897,15.907325010649197
2000-10-04,23.375,21.5625,21.5625,21.625,592300.0,15.713064193725586,15.222607231140136,16.08884006500244,16.473550996780396,15.906313235561052
2000-10-05,22.0,21.125,21.875,21.375,369200.0,15.531416893005371,15.186276499430338,16.096913871765135,16.441976566314697,15.90437076746491
2000-10-06,21.375,20.5,21.375,20.5,1153000.0,14.895634651184082,15.137835947672526,16.08820795059204,16.396856241226196,15.899171096762432
2000-10-09,21.125,20.875,21.0,21.0,704600.0,15.258946418762207,15.137835947672526,16.090832347869874,16.3585138130188,15.895887893285506
2000-10-10,21.0625,20.375,21.0625,20.375,412500.0,14.804807662963867,15.12875378926595,16.08618022918701,16.317427043914794,15.890321157416519
2000-10-11,20.6875,19.9375,20.5625,20.0,480800.0,14.532322883605957,15.104533004760743,16.07246591567993,16.2803542804718,15.883427765163674
2000-10-12,19.75,19.0625,19.5625,19.375,766700.0,14.07818603515625,15.028843688964844,16.046959381103516,16.231552000045777,15.874310382688888
2000-10-13,20.125,19.125,19.375,19.875,1175000.0,14.441496849060059,14.977375094095866,16.028719062805177,16.18728136062622,15.867110314680703
