Date,High,Low,Open,Close,Volume,Adj Close,MA-15ma,MA-50ma,MA-100ma,MA-200ma
2006-05-25,4.605000019073486,4.019999980926514,4.03000020980835,4.599999904632568,395343000.0,3.462475538253784,3.462475538253784,3.462475538253784,3.462475538253784,3.462475538253784
2006-05-26,4.673999786376953,4.410999774932861,4.630000114440918,4.493000030517578,103044000.0,3.3819351196289062,3.422205328941345,3.422205328941345,3.422205328941345,3.422205328941345
2006-05-30,4.498000144958496,4.284999847412109,4.497000217437744,4.400000095367432,49898000.0,3.31193208694458,3.3854475816090903,3.3854475816090903,3.3854475816090903,3.3854475816090903
2006-05-31,4.535999774932861,4.434999942779541,4.434999942779541,4.49399995803833,30002000.0,3.3826868534088135,3.384757399559021,3.384757399559021,3.384757399559021,3.384757399559021
2006-06-01,4.809999942779541,4.489999771118164,4.493000030517578,4.750999927520752,62344000.0,3.576134204864502,3.423032760620117,3.423032760620117,3.423032760620117,3.423032760620117
2006-06-02,4.869999885559082,4.678999900817871,4.849999904632568,4.698999881744385,37253000.0,3.5369932651519775,3.4420261780420938,3.4420261780420938,3.4420261780420938,3.4420261780420938
2006-06-05,4.925000190734863,4.699999809265137,4.704999923706055,4.914999961853027,37188000.0,3.6995794773101807,3.4788195065089633,3.4788195065089633,3.4788195065089633,3.4788195065089633
2006-06-06,5.063000202178955,4.78000020980835,4.998000144958496,4.829999923706055,49045000.0,3.63559889793396,3.498416930437088,3.498416930437088,3.498416930437088,3.498416930437088
2006-06-07,4.840000152587891,4.675000190734863,4.833000183105469,4.760000228881836,25013000.0,3.582909345626831,3.5078049765692816,3.5078049765692816,3.5078049765692816,3.5078049765692816
2006-06-08,4.771999835968018,4.550000190734863,4.760000228881836,4.771999835968018,34439000.0,3.5919418334960938,3.516218662261963,3.516218662261963,3.516218662261963,3.516218662261963
2006-06-09,4.880000114440918,4.76800012588501,4.880000114440918,4.7779998779296875,13372000.0,3.5964572429656982,3.523513078689575,3.523513078689575,3.523513078689575,3.523513078689575
2006-06-12,4.824999809265137,4.630000114440918,4.800000190734863,4.695000171661377,14546000.0,3.5339832305908203,3.5243855913480124,3.5243855913480124,3.5243855913480124,3.5243855913480124
2006-06-13,4.735000133514404,4.53000020980835,4.619999885559082,4.550000190734863,16716000.0,3.4248392581939697,3.5167281811053934,3.5167281811053934,3.5167281811053934,3.5167281811053934
2006-06-14,4.545000076293945,4.443999767303467,4.489999771118164,4.51200008392334,15971000.0,3.396235942840576,3.508121592657907,3.508121592657907,3.508121592657907,3.508121592657907
2006-06-15,4.611999988555908,4.513000011444092,4.539999961853027,4.59499979019165,16500000.0,3.458712100982666,3.504827626546224,3.504827626546224,3.504827626546224,3.504827626546224
2006-06-16,4.599999904632568,4.5,4.550000190734863,4.501999855041504,12280000.0,3.3887088298797607,3.499909845987956,3.49757020175457,3.49757020175457,3.49757020175457
2006-06-19,4.545000076293945,4.409999847412109,4.545000076293945,4.434000015258789,11509000.0,3.337524890899658,3.4969491640726726,3.4881557717042813,3.4881557717042813,3.4881557717042813
2006-06-20,4.5,4.3470001220703125,4.473999977111816,4.4019999504089355,23792000.0,3.3134372234344482,3.49704950650533,3.4784491856892905,3.4784491856892905,3.4784491856892905
2006-06-21,4.5879998207092285,4.400000095367432,4.4019999504089355,4.53000020980835,18063000.0,3.4097845554351807,3.498856019973755,3.474835257781179,3.474835257781179,3.474835257781179
2006-06-22,4.695000171661377,4.5879998207092285,4.639999866485596,4.659999847412109,13038000.0,3.507638454437256,3.4942896366119385,3.476475417613983,3.476475417613983,3.476475417613983
2006-06-23,4.793000221252441,4.686999797821045,4.698999881744385,4.695000171661377,11612000.0,3.5339832305908203,3.494088967641195,3.4792138848985945,3.4792138848985945,3.4792138848985945
2006-06-26,4.75,4.64300012588501,4.695000171661377,4.75,8565000.0,3.5753819942474365,3.4858091354370115,3.483585162596269,3.483585162596269,3.483585162596269
2006-06-27,4.802999973297119,4.724999904632568,4.75,4.730999946594238,9826000.0,3.5610787868499756,3.480841128031413,3.4869544506073,3.4869544506073,3.4869544506073
