Date,High,Low,Open,Close,Volume,Adj Close,ZBH-15ma,ZBH-50ma,ZBH-100ma,ZBH-200ma
2001-07-25,30.950000762939453,29.5,29.5,29.760000228881836,2439400.0,27.78310203552246,27.78310203552246,27.78310203552246,27.78310203552246,27.78310203552246
2001-07-26,28.899999618530273,28.0,28.899999618530273,28.100000381469727,2675400.0,26.233373641967773,27.008237838745117,27.008237838745117,27.008237838745117,27.008237838745117
2001-07-27,29.010000228881836,28.200000762939453,28.200000762939453,28.399999618530273,1398200.0,26.513439178466797,26.843304951985676,26.843304951985676,26.843304951985676,26.843304951985676
2001-07-30,28.549999237060547,28.399999618530273,28.399999618530273,28.459999084472656,766900.0,26.569454193115234,26.774842262268066,26.774842262268066,26.774842262268066,26.774842262268066
2001-07-31,28.649999618530273,28.43000030517578,28.459999084472656,28.600000381469727,974600.0,26.700151443481445,26.75990409851074,26.75990409851074,26.75990409851074,26.75990409851074
2001-08-01,29.850000381469727,29.0,29.0,29.5,1863700.0,27.540369033813477,26.889981587727863,26.889981587727863,26.889981587727863,26.889981587727863
2001-08-02,29.700000762939453,28.5,29.479999542236328,28.649999618530273,785000.0,26.746837615966797,26.869532448904856,26.869532448904856,26.869532448904856,26.869532448904856
2001-08-03,28.450000762939453,27.899999618530273,28.399999618530273,28.0,1204500.0,26.140016555786133,26.778342962265015,26.778342962265015,26.778342962265015,26.778342962265015
2001-08-06,28.200000762939453,27.299999237060547,28.0,27.760000228881836,1565500.0,25.915958404541016,26.682522455851238,26.682522455851238,26.682522455851238,26.682522455851238
2001-08-07,30.5,28.200000762939453,28.5,29.940000534057617,7815800.0,27.951141357421875,26.8093843460083,26.8093843460083,26.8093843460083,26.8093843460083
2001-08-08,29.75,28.049999237060547,29.700000762939453,28.690000534057617,5274500.0,26.7841796875,26.807093013416637,26.807093013416637,26.807093013416637,26.807093013416637
2001-08-09,28.450000762939453,27.549999237060547,28.100000381469727,28.360000610351562,2996900.0,26.476097106933594,26.779510021209717,26.779510021209717,26.779510021209717,26.779510021209717
2001-08-10,28.350000381469727,27.43000030517578,28.0,28.0,3193700.0,26.140016555786133,26.73031821617713,26.73031821617713,26.73031821617713,26.73031821617713
2001-08-13,27.850000381469727,26.850000381469727,27.75,27.299999237060547,4809800.0,25.486513137817383,26.641474996294296,26.641474996294296,26.641474996294296,26.641474996294296
2001-08-14,28.100000381469727,27.200000762939453,27.299999237060547,27.700000762939453,3667700.0,25.859941482543945,26.58937276204427,26.58937276204427,26.58937276204427,26.58937276204427
2001-08-15,28.399999618530273,27.700000762939453,27.75,28.079999923706055,2622100.0,26.214691162109375,26.484812037150064,26.56595516204834,26.56595516204834,26.56595516204834
2001-08-16,28.100000381469727,27.299999237060547,28.030000686645508,28.100000381469727,2132100.0,26.233373641967773,26.484812037150064,26.54639154322007,26.54639154322007,26.54639154322007
2001-08-17,28.0,26.530000686645508,27.700000762939453,28.0,1747200.0,26.140016555786133,26.45991719563802,26.523815155029297,26.523815155029297,26.523815155029297
2001-08-20,27.719999313354492,26.799999237060547,27.649999618530273,27.200000762939453,2066600.0,25.393157958984375,26.381497446695963,26.46430688155325,26.46430688155325,26.46430688155325
2001-08-21,27.440000534057617,27.100000381469727,27.200000762939453,27.34000015258789,1870500.0,25.52385139465332,26.303077443440756,26.417284107208253,26.417284107208253,26.417284107208253
2001-08-22,27.260000228881836,26.399999618530273,27.100000381469727,27.260000228881836,2549800.0,25.449174880981445,26.16366449991862,26.37118366786412,26.37118366786412,26.37118366786412
2001-08-23,27.190000534057617,26.729999542236328,27.149999618530273,26.75,2343000.0,24.973047256469727,26.045411809285483,26.307632012800738,26.307632012800738,26.307632012800738
2001-08-24,26.719999313354492,26.049999237060547,26.25,26.690000534057617,1909700.0,24.91703224182129,25.963879521687826,26.247171153192934,26.247171153192934,26.247171153192934
2001-08-27,26.799999237060547,26.299999237060547,26.600000381469727,26.65999984741211,1461800.0,24.88902473449707,25.89541727701823,26.19058171908061,26.19058171908061,26.19058171908061
2001-08-28,26.299999237060547,25.860000610351562,26.100000381469727,26.020000457763672,2378300.0,24.291534423828125,25.651443481445312,26.11461982727051,26.11461982727051,26.11461982727051
2001-08-29,26.75,25.950000762939453,26.020000457763672,26.399999618530273,2020500.0,24.646297454833984,25.508917999267577,26.058145889869103,26.058145889869103,26.058145889869103
2001-08-30,27.299999237060547,26.399999618530273,26.399999618530273,26.950000762939453,2443000.0,25.159761428833008,25.421162287394207,26.02487239131221,26.02487239131221,26.02487239131221
2001-08-31,27.200000762939453,26.5,26.799999237060547,27.200000762939453,1447500.0,25.393157958984375,25.371371714274087,26.002311161586217,26.002311161586217,26.002311161586217
2001-09-04,28.0,27.09000015258789,27.100000381469727,27.780000686645508,1697200.0,25.934629440307617,25.401246134440104,25.999977309128333,25.999977309128333,25.999977309128333
2001-09-05,27.829999923706055,27.149999618530273,27.649999618530273,27.649999618530273,1655000.0,25.813261032104492,25.398134104410808,25.99375343322754,25.99375343322754,25.99375343322754
2001-09-06,27.600000381469727,27.0,27.549999237060547,27.239999771118164,2030900.0,25.430490493774414,25.345854059855142,25.975583660987116,25.975583660987116,25.975583660987116
2001-09-07,27.8700008392334,26.399999618530273,26.5,26.65999984741211,1748200.0,24.88902473449707,25.256230799357095,25.9416286945343,25.9416286945343,25.9416286945343
2001-09-10,26.829999923706055,26.299999237060547,26.5,26.440000534057617,1020100.0,24.683643341064453,25.159139251708986,25.903507926247336,25.903507926247336,25.903507926247336
2001-09-17,26.040000915527344,24.780000686645508,25.100000381469727,25.25,1665200.0,23.572689056396484,25.037774658203126,25.834954430075253,25.834954430075253,25.834954430075253
2001-09-18,25.360000610351562,24.700000762939453,25.25,25.100000381469727,1687700.0,23.432653427124023,24.898361460367838,25.76631725856236,25.76631725856236,25.76631725856236
2001-09-19,26.1200008392334,24.799999237060547,24.799999237060547,25.020000457763672,1494700.0,23.357969284057617,24.75894775390625,25.699418703715008,25.699418703715008,25.699418703715008
2001-09-20,26.489999771118164,24.860000610351562,25.0,25.75,1993600.0,24.039472579956055,24.696709442138673,25.654555294964766,25.654555294964766,25.654555294964766
2001-09-21,26.850000381469727,24.950000762939453,25.0,25.850000381469727,1945900.0,24.132831573486328,24.644429397583007,25.614509933873226,25.614509933873226,25.614509933873226
2001-09-24,27.049999237060547,25.799999237060547,25.799999237060547,26.700000762939453,1803600.0,24.926372528076172,24.64691925048828,25.596865385006634,25.596865385006634,25.596865385006634
2001-09-25,26.989999771118164,26.0,26.700000762939453,26.299999237060547,1586600.0,24.55293846130371,24.664346186319985,25.570767211914063,25.570767211914063,25.570767211914063
