Date,High,Low,Open,Close,Volume,Adj Close,GL-15ma,GL-50ma,GL-100ma,GL-200ma
2000-01-03,12.86111068725586,12.44444465637207,12.80555534362793,12.583333015441895,542400.0,10.342875480651855,10.342875480651855,10.342875480651855,10.342875480651855,10.342875480651855
2000-01-04,12.472222328186035,12.277777671813965,12.38888931274414,12.333333015441895,645400.0,10.137378692626953,10.240127086639404,10.240127086639404,10.240127086639404,10.240127086639404
2000-01-05,12.5,12.333333015441895,12.5,12.333333015441895,400200.0,10.170366287231445,10.216873486836752,10.216873486836752,10.216873486836752,10.216873486836752
2000-01-06,12.5,12.0,12.222222328186035,12.30555534362793,327100.0,10.147464752197266,10.19952130317688,10.19952130317688,10.19952130317688,10.19952130317688
2000-01-07,12.69444465637207,12.333333015441895,12.333333015441895,12.55555534362793,372600.0,10.353619575500488,10.230340957641602,10.230340957641602,10.230340957641602,10.230340957641602
2000-01-10,12.69444465637207,12.30555534362793,12.666666984558105,12.38888931274414,432400.0,10.216182708740234,10.227981249491373,10.227981249491373,10.227981249491373,10.227981249491373
2000-01-11,12.44444465637207,12.13888931274414,12.277777671813965,12.36111068725586,1053400.0,10.193273544311523,10.223023005894252,10.223023005894252,10.223023005894252,10.223023005894252
2000-01-12,12.44444465637207,12.166666984558105,12.36111068725586,12.30555534362793,595000.0,10.147464752197266,10.213578224182129,10.213578224182129,10.213578224182129,10.213578224182129
2000-01-13,12.55555534362793,12.19444465637207,12.277777671813965,12.416666984558105,705100.0,10.23908805847168,10.216412650214302,10.216412650214302,10.216412650214302,10.216412650214302
2000-01-14,12.55555534362793,12.083333015441895,12.44444465637207,12.166666984558105,1360000.0,10.032934188842773,10.198064804077148,10.198064804077148,10.198064804077148,10.198064804077148
2000-01-18,12.11111068725586,11.44444465637207,12.11111068725586,11.44444465637207,1974700.0,9.437370300292969,10.128910758278586,10.128910758278586,10.128910758278586,10.128910758278586
2000-01-19,11.55555534362793,10.833333015441895,11.527777671813965,10.833333015441895,1709200.0,8.933433532714844,10.029287656148275,10.029287656148275,10.029287656148275,10.029287656148275
2000-01-20,10.972222328186035,10.38888931274414,10.94444465637207,10.5,1652800.0,8.658559799194336,9.923847051767202,9.923847051767202,9.923847051767202,9.923847051767202
2000-01-21,10.61111068725586,10.25,10.61111068725586,10.36111068725586,1527900.0,8.544025421142578,9.825288363865443,9.825288363865443,9.825288363865443,9.825288363865443
2000-01-24,10.55555534362793,10.277777671813965,10.472222328186035,10.44444465637207,954400.0,8.612747192382812,9.744452285766602,9.744452285766602,9.744452285766602,9.744452285766602
2000-01-25,10.666666984558105,10.25,10.583333015441895,10.36111068725586,986500.0,8.544025421142578,9.624528948465983,9.6694256067276,9.6694256067276,9.6694256067276
2000-01-26,10.777777671813965,10.05555534362793,10.472222328186035,10.527777671813965,1753600.0,8.681463241577148,9.527467918395995,9.611310173483457,9.611310173483457,9.611310173483457
2000-01-27,10.80555534362793,10.61111068725586,10.666666984558105,10.61111068725586,913500.0,8.750181198120117,9.43278891245524,9.56346967485216,9.56346967485216,9.56346967485216
2000-01-28,10.61111068725586,10.222222328186035,10.61111068725586,10.222222328186035,777700.0,8.429494857788086,9.318257586161296,9.503786789743524,9.503786789743524,9.503786789743524
2000-01-31,11.19444465637207,10.38888931274414,10.55555534362793,11.19444465637207,1001200.0,9.231213569641113,9.243430519104004,9.490158128738404,9.490158128738404,9.490158128738404
2000-02-01,11.11111068725586,9.777777671813965,11.11111068725586,10.0,1878300.0,8.246245384216309,9.112101364135743,9.430924188523065,9.430924188523065,9.430924188523065
2000-02-02,10.5,9.94444465637207,10.11111068725586,10.30555534362793,1498200.0,8.498209953308105,8.999097124735515,9.388528086922385,9.388528086922385,9.388528086922385
