Date,High,Low,Open,Close,Volume,Adj Close,COP-15ma,COP-50ma,COP-100ma,COP-200ma
2000-01-03,17.77150535583496,17.247411727905273,17.723859786987305,17.2712345123291,1862200.0,9.49209976196289,9.49209976196289,9.49209976196289,9.49209976196289,9.49209976196289
2000-01-04,17.247411727905273,16.842432022094727,17.104476928710938,16.937721252441406,1472800.0,9.308810234069824,9.400454998016357,9.400454998016357,9.400454998016357,9.400454998016357
2000-01-05,17.128299713134766,16.461273193359375,17.033010482788086,16.62803077697754,4075900.0,9.13860034942627,9.313170115152994,9.313170115152994,9.313170115152994,9.313170115152994
2000-01-06,17.39034652709961,16.485095977783203,16.675674438476562,17.19976806640625,2719800.0,9.452826499938965,9.348084211349487,9.348084211349487,9.348084211349487,9.348084211349487
2000-01-07,17.46181297302246,17.152122497558594,17.342700958251953,17.19976806640625,1762700.0,9.452826499938965,9.369032669067384,9.369032669067384,9.369032669067384,9.369032669067384
2000-01-10,17.2712345123291,16.98536491394043,17.2712345123291,17.152122497558594,1504600.0,9.42663860321045,9.378633658091227,9.378633658091227,9.378633658091227,9.378633658091227
2000-01-11,17.247411727905273,16.961544036865234,17.152122497558594,17.128299713134766,1113900.0,9.413548469543457,9.383621488298688,9.383621488298688,9.383621488298688,9.383621488298688
2000-01-12,17.104476928710938,16.72332000732422,17.033010482788086,16.79478645324707,2253100.0,9.230250358581543,9.364450097084045,9.364450097084045,9.364450097084045,9.364450097084045
2000-01-13,17.033010482788086,16.770963668823242,17.009187698364258,16.8186092376709,1937700.0,9.24334716796875,9.350994216071236,9.350994216071236,9.350994216071236,9.350994216071236
2000-01-14,16.8186092376709,16.389806747436523,16.8186092376709,16.675674438476562,1109700.0,9.164786338806152,9.332373428344727,9.332373428344727,9.332373428344727,9.332373428344727
2000-01-18,16.961544036865234,16.60420799255371,16.60420799255371,16.937721252441406,1537400.0,9.308810234069824,9.330231319774281,9.330231319774281,9.330231319774281,9.330231319774281
2000-01-19,17.080656051635742,16.62803077697754,17.080656051635742,16.79478645324707,1476200.0,9.230250358581543,9.321899573008219,9.321899573008219,9.321899573008219,9.321899573008219
2000-01-20,16.72332000732422,16.151582717895508,16.72332000732422,16.31833839416504,1220700.0,8.968399047851562,9.294707224919247,9.294707224919247,9.294707224919247,9.294707224919247
2000-01-21,16.651851654052734,16.10393714904785,16.461273193359375,16.270694732666016,3327200.0,8.942215919494629,9.269529274531774,9.269529274531774,9.269529274531774,9.269529274531774
