Date,High,Low,Open,Close,Volume,Adj Close,NOV-15ma,NOV-50ma,NOV-100ma,NOV-200ma
2000-01-03,7.044634819030762,6.424706935882568,7.016456127166748,6.593778133392334,200900.0,5.613183975219727,5.613183975219727,5.613183975219727,5.613183975219727,5.613183975219727
2000-01-04,6.452885627746582,6.311992645263672,6.3401713371276855,6.424706935882568,365300.0,5.4692559242248535,5.54121994972229,5.54121994972229,5.54121994972229,5.54121994972229
2000-01-05,6.593778133392334,6.311992645263672,6.368350028991699,6.537421226501465,229300.0,5.565208435058594,5.549216111501058,5.549216111501058,5.549216111501058,5.549216111501058
2000-01-06,6.90374231338501,6.424706935882568,6.537421226501465,6.791028022766113,419400.0,5.781100273132324,5.6071871519088745,5.6071871519088745,5.6071871519088745,5.6071871519088745
2000-01-07,7.2700629234313965,6.791028022766113,6.791028022766113,7.2700629234313965,887800.0,6.188896179199219,5.723528957366943,5.723528957366943,5.723528957366943,5.723528957366943
2000-01-10,7.213706016540527,7.1291704177856445,7.213706016540527,7.213706016540527,281200.0,6.140918731689453,5.793093919754028,5.793093919754028,5.793093919754028,5.793093919754028
2000-01-11,7.241884708404541,7.1291704177856445,7.185527324676514,7.213706016540527,595500.0,6.140918731689453,5.842783178601946,5.842783178601946,5.842783178601946,5.842783178601946
2000-01-12,7.213706016540527,6.90374231338501,7.213706016540527,6.90374231338501,225100.0,5.877052307128906,5.847066819667816,5.847066819667816,5.847066819667816,5.847066819667816
2000-01-13,7.410955905914307,6.960099220275879,6.960099220275879,7.185527324676514,466000.0,6.116931915283203,5.877051830291748,5.877051830291748,5.877051830291748,5.877051830291748
2000-01-14,7.326420307159424,7.1291704177856445,7.213706016540527,7.326420307159424,637600.0,6.236870765686035,5.913033723831177,5.913033723831177,5.913033723831177,5.913033723831177
2000-01-18,7.636384010314941,7.185527324676514,7.29824161529541,7.608205795288086,1237400.0,6.476750373840332,5.964280692013827,5.964280692013827,5.964280692013827,5.964280692013827
2000-01-19,8.538097381591797,7.749098300933838,7.777276992797852,8.425383567810059,1698100.0,7.172403335571289,6.064957578976949,6.064957578976949,6.064957578976949,6.064957578976949
2000-01-20,8.48173999786377,8.312668800354004,8.453561782836914,8.312668800354004,1284200.0,7.076450824737549,6.142764751727764,6.142764751727764,6.142764751727764,6.142764751727764
2000-01-21,9.6934175491333,8.312668800354004,8.312668800354004,9.129846572875977,1281700.0,7.77209997177124,6.259145838873727,6.259145838873727,6.259145838873727,6.259145838873727
2000-01-24,9.411632537841797,9.07348918914795,9.129846572875977,9.242561340332031,1160400.0,7.868050575256348,6.3664061546325685,6.3664061546325685,6.3664061546325685,6.3664061546325685
2000-01-25,9.6934175491333,9.21438217163086,9.270739555358887,9.608881950378418,772300.0,8.17989444732666,6.537520186106364,6.479749172925949,6.479749172925949,6.479749172925949
2000-01-26,9.6934175491333,9.242561340332031,9.580703735351562,9.637060165405273,872300.0,8.203886032104492,6.7198288599650065,6.581168988171746,6.581168988171746,6.581168988171746
2000-01-27,9.806131362915039,8.76352596282959,9.665239334106445,8.904417991638184,1611100.0,7.580195903778076,6.854161357879638,6.636670483483209,6.636670483483209,6.636670483483209
2000-01-28,9.017132759094238,8.509919166564941,8.932597160339355,8.594454765319824,292100.0,7.3163299560546875,6.9565100034077965,6.672442034671181,6.672442034671181,6.672442034671181
2000-01-31,8.904417991638184,8.453561782836914,8.594454765319824,8.453561782836914,407600.0,7.1963911056518555,7.023676331837972,6.6986394882202145,6.6986394882202145,6.6986394882202145
2000-02-01,8.876239776611328,8.397204399108887,8.678990364074707,8.62263298034668,506500.0,7.340319633483887,7.103636391957601,6.729195685613723,6.729195685613723,6.729195685613723
2000-02-02,9.158024787902832,8.678990364074707,8.848061561584473,8.791704177856445,518700.0,7.484246253967285,7.193191560109456,6.763516165993431,6.763516165993431,6.763516165993431
2000-02-03,8.904417991638184,8.707168579101562,8.791704177856445,8.791704177856445,97100.0,7.484246253967285,7.300337823232015,6.794852256774902,6.794852256774902,6.794852256774902
2000-02-04,8.791704177856445,8.340847969055176,8.791704177856445,8.538097381591797,732100.0,7.268351078033447,7.377099100748698,6.814581374327342,6.814581374327342,6.814581374327342
2000-02-07,8.876239776611328,8.509919166564941,8.538097381591797,8.876239776611328,410900.0,7.556209564208984,7.465055020650228,6.8442465019226075,6.8442465019226075,6.8442465019226075
2000-02-08,9.07348918914795,8.509919166564941,8.876239776611328,8.791704177856445,289800.0,7.484246253967285,7.532221412658691,6.868861877001249,6.868861877001249,6.868861877001249
2000-02-09,8.876239776611328,8.538097381591797,8.735346794128418,8.650811195373535,330700.0,7.3643059730529785,7.545014921824137,6.887211658336498,6.887211658336498,6.887211658336498
2000-02-10,11.271415710449219,8.509919166564941,8.566275596618652,10.595130920410156,3323800.0,9.019474029541016,7.6745498021443685,6.963363885879517,6.963363885879517,6.963363885879517
2000-02-11,11.045987129211426,10.228809356689453,10.623309135437012,10.595130920410156,1588300.0,9.019474029541016,7.7577080726623535,7.034264235660948,7.034264235660948,7.034264235660948
2000-02-14,10.341524124145508,9.834310531616211,9.975202560424805,9.94702434539795,1612700.0,8.467751502990723,7.797688134511312,7.08204714457194,7.08204714457194,7.08204714457194
2000-02-15,10.454237937927246,9.890666961669922,10.08791732788086,10.341524124145508,994100.0,8.803582191467285,7.83926731745402,7.137580533181468,7.137580533181468,7.137580533181468
2000-02-16,10.933273315429688,10.341524124145508,10.341524124145508,10.454237937927246,641200.0,8.8995361328125,7.885643990834554,7.192641645669937,7.192641645669937,7.192641645669937
2000-02-17,10.679666519165039,10.172452926635742,10.566951751708984,10.28516674041748,445500.0,8.755607604980469,7.9640047709147135,7.240004250497529,7.240004250497529,7.240004250497529
2000-02-18,10.369702339172363,10.031559944152832,10.313344955444336,10.14427375793457,332200.0,8.635669708251953,8.051960754394532,7.2810532345491294,7.2810532345491294,7.2810532345491294
2000-02-22,10.200631141662598,9.862488746643066,10.172452926635742,10.172452926635742,331100.0,8.65965747833252,8.149511845906575,7.320441927228655,7.320441927228655,7.320441927228655
2000-02-23,10.172452926635742,9.6934175491333,10.172452926635742,9.890666961669922,207800.0,8.419774055480957,8.221475474039714,7.350978930791219,7.350978930791219,7.350978930791219
2000-02-24,10.172452926635742,9.49616813659668,9.524346351623535,10.172452926635742,466200.0,8.65965747833252,8.299836222330729,7.3863486212653084,7.3863486212653084,7.3863486212653084
