Date,High,Low,Open,Close,Volume,Adj Close,FFIV-15ma,FFIV-50ma,FFIV-100ma,FFIV-200ma
2000-01-03,61.5,56.5,60.625,59.75,793000.0,59.75,59.75,59.75,59.75,59.75
2000-01-04,65.0,58.0,58.5,58.96875,1151800.0,58.96875,59.359375,59.359375,59.359375,59.359375
2000-01-05,60.09375,54.09375,60.09375,55.40625,1616800.0,55.40625,58.041666666666664,58.041666666666664,58.041666666666664,58.041666666666664
2000-01-06,55.5625,50.9375,55.5,51.0625,978400.0,51.0625,56.296875,56.296875,56.296875,56.296875
2000-01-07,53.9375,47.25,50.0,49.3125,1324200.0,49.3125,54.9,54.9,54.9,54.9
2000-01-10,52.5,49.25,52.5,51.03125,1196200.0,51.03125,54.255208333333336,54.255208333333336,54.255208333333336,54.255208333333336
2000-01-11,54.25,49.53125,51.78125,50.25,1348400.0,50.25,53.683035714285715,53.683035714285715,53.683035714285715,53.683035714285715
2000-01-12,51.46875,46.75,51.21875,47.375,1019600.0,47.375,52.89453125,52.89453125,52.89453125,52.89453125
2000-01-13,49.5,44.625,48.5,46.46875,1556600.0,46.46875,52.18055555555556,52.18055555555556,52.18055555555556,52.18055555555556
2000-01-14,52.5,45.78125,48.1875,49.0,1901600.0,49.0,51.8625,51.8625,51.8625,51.8625
2000-01-18,57.0,49.96875,50.9375,56.4375,1752600.0,56.4375,52.27840909090909,52.27840909090909,52.27840909090909,52.27840909090909
2000-01-19,59.75,54.0,57.4375,55.28125,1073000.0,55.28125,52.528645833333336,52.528645833333336,52.528645833333336,52.528645833333336
2000-01-20,60.0,55.53125,57.0,59.734375,921000.0,59.734375,53.08293269230769,53.08293269230769,53.08293269230769,53.08293269230769
2000-01-21,67.5,58.875,60.9375,64.90625,2146000.0,64.90625,53.927455357142854,53.927455357142854,53.927455357142854,53.927455357142854
2000-01-24,71.0625,64.0,67.0,65.0,2114800.0,65.0,54.665625,54.665625,54.665625,54.665625
2000-01-25,68.0,62.4375,66.5,66.75,2125800.0,66.75,55.13229166666667,55.4208984375,55.4208984375,55.4208984375
2000-01-26,64.8125,57.0,64.5,57.25,4603000.0,57.25,55.01770833333333,55.528492647058826,55.528492647058826,55.528492647058826
2000-01-27,60.0,51.875,58.59375,53.75,2301000.0,53.75,54.907291666666666,55.4296875,55.4296875,55.4296875
2000-01-28,55.5,48.8125,51.125,49.25,1977000.0,49.25,54.786458333333336,55.104440789473685,55.104440789473685,55.104440789473685
2000-01-31,49.875,42.875,48.96875,47.0,2896400.0,47.0,54.63229166666667,54.69921875,54.69921875,54.69921875
2000-02-01,49.3125,45.25,47.96875,48.125,1714000.0,48.125,54.438541666666666,54.386160714285715,54.386160714285715,54.386160714285715
2000-02-02,51.875,48.0625,48.21875,50.75,2297200.0,50.75,54.471875,54.22088068181818,54.22088068181818,54.22088068181818
2000-02-03,53.25,46.875,52.25,48.21875,2485400.0,48.21875,54.528125,53.95991847826087,53.95991847826087,53.95991847826087
2000-02-04,49.1875,46.25,49.125,47.125,1334200.0,47.125,54.571875,53.675130208333336,53.675130208333336,53.675130208333336
2000-02-07,48.5,45.875,46.71875,48.0,972600.0,48.0,54.505208333333336,53.448125,53.448125,53.448125
2000-02-08,50.75,47.5625,49.0,47.75,1377600.0,47.75,53.92604166666667,53.22896634615385,53.22896634615385,53.22896634615385
2000-02-09,49.15625,45.4375,49.15625,46.0625,2137600.0,46.0625,53.311458333333334,52.963541666666664,52.963541666666664,52.963541666666664
2000-02-10,47.15625,44.59375,47.15625,44.75,2064600.0,44.75,52.3125,52.670200892857146,52.670200892857146,52.670200892857146
2000-02-11,52.5,44.5,45.625,49.1875,4463000.0,49.1875,51.264583333333334,52.55010775862069,52.55010775862069,52.55010775862069
2000-02-14,53.375,49.875,50.40625,51.0,2032200.0,51.0,50.33125,52.4984375,52.4984375,52.4984375
2000-02-15,51.5,47.5,50.75,49.96875,1602000.0,49.96875,49.2125,52.41683467741935,52.41683467741935,52.41683467741935
2000-02-16,50.75,47.5,49.96875,48.0625,1170000.0,48.0625,48.6,52.28076171875,52.28076171875,52.28076171875
2000-02-17,53.0,48.0625,48.5625,51.75,2062800.0,51.75,48.46666666666667,52.26467803030303,52.26467803030303,52.26467803030303
2000-02-18,51.0,48.4375,50.9375,48.5,758400.0,48.5,48.416666666666664,52.153952205882355,52.153952205882355,52.153952205882355
2000-02-22,48.46875,45.3125,48.375,47.0,1217400.0,47.0,48.416666666666664,52.00669642857143,52.00669642857143,52.00669642857143
2000-02-23,48.5,46.0,47.53125,46.28125,1269800.0,46.28125,48.29375,51.84765625,51.84765625,51.84765625
2000-02-24,47.75,45.625,46.3125,46.28125,875400.0,46.28125,47.99583333333333,51.69721283783784,51.69721283783784,51.69721283783784
2000-02-25,49.5,46.5,46.5,47.59375,3134600.0,47.59375,47.954166666666666,51.58922697368421,51.58922697368421,51.58922697368421
2000-02-28,48.375,46.0,48.0,46.75,1240200.0,46.75,47.92916666666667,51.46514423076923,51.46514423076923,51.46514423076923
2000-02-29,47.5,44.5,46.71875,45.0,2473800.0,45.0,47.729166666666664,51.303515625,51.303515625,51.303515625
2000-03-01,46.25,43.46875,45.78125,45.9375,2544400.0,45.9375,47.608333333333334,51.17263719512195,51.17263719512195,51.17263719512195
2000-03-02,47.375,44.1875,47.375,45.125,1142200.0,45.125,47.545833333333334,51.028645833333336,51.028645833333336,51.028645833333336
2000-03-03,52.125,45.0,46.0,48.34375,4465600.0,48.34375,47.78541666666667,50.966206395348834,50.966206395348834,50.966206395348834
2000-03-06,54.78125,48.4921875,48.5,53.75,2824000.0,53.75,48.08958333333333,51.02947443181818,51.02947443181818,51.02947443181818
2000-03-07,59.5,52.125,56.0625,53.625,2764800.0,53.625,48.264583333333334,51.087152777777774,51.087152777777774,51.087152777777774
2000-03-08,54.09375,49.0,53.625,49.5,2377800.0,49.5,48.233333333333334,51.05264945652174,51.05264945652174,51.05264945652174
2000-03-09,57.34375,48.53125,49.125,54.5,2337800.0,54.5,48.6625,51.125997340425535,51.125997340425535,51.125997340425535
2000-03-10,59.4375,56.0,56.8125,57.875,2383400.0,57.875,49.07083333333333,51.2666015625,51.2666015625,51.2666015625
2000-03-13,58.5,53.75,55.8125,54.84375,1926000.0,54.84375,49.49375,51.33960459183673,51.33960459183673,51.33960459183673
