Date,High,Low,Open,Close,Volume,Adj Close,DRI-15ma,DRI-50ma,DRI-100ma,DRI-200ma
2000-01-03,10.764045715332031,10.279850006103516,10.726799964904785,10.317095756530762,451700.0,6.627820014953613,6.627820014953613,6.627820014953613,6.627820014953613,6.627820014953613
2000-01-04,10.466078758239746,10.130867004394531,10.317095756530762,10.24260425567627,311500.0,6.5799689292907715,6.603894472122192,6.603894472122192,6.603894472122192,6.603894472122192
2000-01-05,10.764045715332031,10.168112754821777,10.168112754821777,10.615062713623047,447000.0,6.819240570068359,6.675676504770915,6.675676504770915,6.675676504770915,6.675676504770915
2000-01-06,10.838537216186523,10.503325462341309,10.540571212768555,10.503325462341309,223500.0,6.747459888458252,6.693622350692749,6.693622350692749,6.693622350692749,6.693622350692749
2000-01-07,10.87578296661377,10.354341506958008,10.5778169631958,10.354341506958008,749400.0,6.6517486572265625,6.685247611999512,6.685247611999512,6.685247611999512,6.685247611999512
2000-01-10,10.540571212768555,10.317095756530762,10.317095756530762,10.4288330078125,320100.0,6.699604034423828,6.687640349070231,6.687640349070231,6.687640349070231,6.687640349070231
2000-01-11,10.913028717041016,10.4288330078125,10.4288330078125,10.838537216186523,466900.0,6.962803363800049,6.726949351174491,6.726949351174491,6.726949351174491,6.726949351174491
2000-01-12,10.838537216186523,10.354341506958008,10.801291465759277,10.466078758239746,1300200.0,6.723530292510986,6.726521968841553,6.726521968841553,6.726521968841553,6.726521968841553
2000-01-13,11.173749923706055,10.503325462341309,10.5778169631958,11.099258422851562,1086600.0,7.130292892456055,6.771385404798719,6.771385404798719,6.771385404798719,6.771385404798719
2000-01-14,11.322732925415039,11.099258422851562,11.099258422851562,11.248241424560547,398100.0,7.226001739501953,6.816847038269043,6.816847038269043,6.816847038269043,6.816847038269043
2000-01-18,11.322732925415039,10.950275421142578,11.173749923706055,11.099258422851562,460900.0,7.130292892456055,6.845342115922407,6.845342115922407,6.845342115922407,6.845342115922407
2000-01-19,11.136504173278809,10.801291465759277,11.099258422851562,10.913028717041016,931000.0,7.010656356811523,6.859118302663167,6.859118302663167,6.859118302663167,6.859118302663167
2000-01-20,10.87578296661377,10.4288330078125,10.838537216186523,10.503325462341309,777700.0,6.747459888458252,6.850529193878174,6.850529193878174,6.850529193878174,6.850529193878174
2000-01-21,10.652308464050293,10.466078758239746,10.652308464050293,10.466078758239746,788400.0,6.723530292510986,6.841457843780518,6.841457843780518,6.841457843780518,6.841457843780518
2000-01-24,10.615062713623047,10.130867004394531,10.615062713623047,10.205358505249023,791000.0,6.556042194366455,6.82243013381958,6.82243013381958,6.82243013381958,6.82243013381958
2000-01-25,10.130867004394531,9.870145797729492,10.093621253967285,9.907391548156738,872000.0,6.3646240234375,6.8048837343851725,6.7938172519207,6.7938172519207,6.7938172519207
2000-01-26,10.019128799438477,9.758408546447754,10.019128799438477,9.870145797729492,1011600.0,6.340695858001709,6.788932196299235,6.7671630522784065,6.7671630522784065,6.7671630522784065
2000-01-27,9.944637298583984,9.683917045593262,9.870145797729492,9.832900047302246,631200.0,6.316771030426025,6.755434226989746,6.742141273286608,6.742141273286608,6.742141273286608
2000-01-28,9.758408546447754,9.34870433807373,9.758408546447754,9.385950088500977,1339000.0,6.029642105102539,6.707579708099365,6.704641317066393,6.704641317066393,6.704641317066393
2000-01-31,9.572178840637207,9.274212837219238,9.385950088500977,9.460441589355469,646000.0,6.077497482299805,6.669296296437581,6.673284125328064,6.673284125328064,6.673284125328064
2000-02-01,9.534933090209961,9.087983131408691,9.460441589355469,9.162474632263184,714200.0,5.886082172393799,6.6150615056355795,6.63579831804548,6.63579831804548,6.63579831804548
2000-02-02,9.423195838928223,8.492050170898438,9.162474632263184,9.423195838928223,4170000.0,6.053574085235596,6.554446220397949,6.609333580190485,6.609333580190485,6.609333580190485
2000-02-03,9.646671295166016,9.311458587646484,9.460441589355469,9.646671295166016,631300.0,6.1971354484558105,6.5193532307942705,6.5914119222889775,6.5914119222889775,6.5914119222889775
2000-02-04,9.98188304901123,9.609424591064453,9.609424591064453,9.98188304901123,1958700.0,6.412476539611816,6.471498807271321,6.583956281344096,6.583956281344096,6.583956281344096
