Date,High,Low,Open,Close,Volume,Adj Close,ANTM-15ma,ANTM-50ma,ANTM-100ma,ANTM-200ma
2001-10-30,20.450000762939453,20.174999237060547,20.25,20.450000762939453,45441800.0,17.772991180419922,17.772991180419922,17.772991180419922,17.772991180419922,17.772991180419922
2001-10-31,21.25,20.5049991607666,20.549999237060547,20.940000534057617,11104400.0,18.19884490966797,17.985918045043945,17.985918045043945,17.985918045043945,17.985918045043945
2001-11-01,21.299999237060547,20.899999618530273,21.125,21.084999084472656,3901800.0,18.324865341186523,18.098900477091473,18.098900477091473,18.098900477091473,18.098900477091473
2001-11-02,21.549999237060547,21.010000228881836,21.024999618530273,21.450000762939453,4075000.0,18.64208221435547,18.23469591140747,18.23469591140747,18.23469591140747,18.23469591140747
2001-11-05,21.75,21.375,21.75,21.44499969482422,2763800.0,18.637733459472656,18.31530342102051,18.31530342102051,18.31530342102051,18.31530342102051
2001-11-06,22.149999618530273,21.075000762939453,21.475000381469727,22.024999618530273,3248200.0,19.14181900024414,18.45305601755778,18.45305601755778,18.45305601755778,18.45305601755778
2001-11-07,21.875,21.2450008392334,21.875,21.625,2675200.0,18.79417610168457,18.501787458147323,18.501787458147323,18.501787458147323,18.501787458147323
2001-11-08,21.549999237060547,21.0,21.5,21.350000381469727,3404000.0,18.555179595947266,18.508461475372314,18.508461475372314,18.508461475372314,18.508461475372314
2001-11-09,21.25,20.5,21.25,21.0,3291600.0,18.250993728637695,18.479853947957356,18.479853947957356,18.479853947957356,18.479853947957356
2001-11-12,21.424999237060547,20.850000381469727,21.0,21.424999237060547,973600.0,18.620361328125,18.493904685974123,18.493904685974123,18.493904685974123,18.493904685974123
2001-11-13,21.700000762939453,21.260000228881836,21.700000762939453,21.375,1721800.0,18.576904296875,18.50145010514693,18.50145010514693,18.50145010514693,18.50145010514693
2001-11-14,23.0,21.774999618530273,22.0,22.975000381469727,4213000.0,19.967453002929688,18.62361701329549,18.62361701329549,18.62361701329549,18.62361701329549
2001-11-15,23.375,22.725000381469727,22.850000381469727,23.375,2310400.0,20.315092086791992,18.75373048048753,18.75373048048753,18.75373048048753,18.75373048048753
2001-11-16,23.600000381469727,23.149999618530273,23.450000762939453,23.399999618530273,2176200.0,20.33681869506836,18.866808210100448,18.866808210100448,18.866808210100448,18.866808210100448
2001-11-19,23.78499984741211,23.200000762939453,23.375,23.75,2007200.0,20.641002655029297,18.985087839762368,18.985087839762368,18.985087839762368,18.985087839762368
2001-11-20,24.625,23.625,23.649999618530273,24.399999618530273,2803000.0,21.205915451049805,19.21394945780436,19.123889565467834,19.123889565467834,19.123889565467834
2001-11-21,24.850000381469727,24.204999923706055,24.350000381469727,24.5049991607666,2684000.0,21.29717254638672,19.42050463358561,19.251729740816003,19.251729740816003,19.251729740816003
2001-11-23,24.674999237060547,24.475000381469727,24.475000381469727,24.59000015258789,287800.0,21.37104606628418,19.623583348592124,19.369469536675346,19.369469536675346,19.369469536675346
2001-11-26,25.125,24.149999618530273,24.850000381469727,24.274999618530273,1917400.0,21.09727668762207,19.78726298014323,19.460406755146227,19.460406755146227,19.460406755146227
2001-11-27,24.924999237060547,24.135000228881836,24.399999618530273,24.299999237060547,1148000.0,21.11900520324707,19.95268109639486,19.54333667755127,19.54333667755127,19.54333667755127
2001-11-28,24.600000381469727,23.7549991607666,24.274999618530273,24.475000381469727,625200.0,21.27109718322754,20.094632975260417,19.62561098734538,19.62561098734538,19.62561098734538
2001-11-29,25.049999237060547,24.540000915527344,24.75,25.0049991607666,1136800.0,21.731719970703125,20.290469233194987,19.72134321386164,19.72134321386164,19.72134321386164
2001-11-30,25.5,24.899999618530273,25.049999237060547,25.424999237060547,2960200.0,22.096736907958984,20.52657305399577,19.824621200561523,19.824621200561523,19.824621200561523
2001-12-03,25.649999618530273,25.049999237060547,25.399999618530273,25.649999618530273,1270800.0,22.292285919189453,20.795992533365887,19.92744056383769,19.92744056383769,19.92744056383769
2001-12-04,25.75,25.25,25.674999237060547,25.75,794000.0,22.379196166992188,21.046581522623697,20.025510787963867,20.025510787963867,20.025510787963867
2001-12-05,25.950000762939453,24.350000381469727,25.899999618530273,24.43000030517578,1356200.0,21.231992721557617,21.223587417602538,20.071913939255936,20.071913939255936,20.071913939255936
2001-12-06,24.5,23.674999237060547,24.450000762939453,24.2450008392334,902600.0,21.07120132446289,21.297170639038086,20.10892458315249,20.10892458315249,20.10892458315249
2001-12-07,24.350000381469727,23.799999237060547,24.25,24.299999237060547,649600.0,21.11900520324707,21.35076484680176,20.14499889101301,20.14499889101301,20.14499889101301
2001-12-10,24.434999465942383,24.075000762939453,24.299999237060547,24.125,308000.0,20.966915130615234,21.392771275838218,20.173340830309638,20.173340830309638,20.173340830309638
2001-12-11,24.344999313354492,23.854999542236328,24.125,24.100000381469727,892800.0,20.945188522338867,21.413050333658855,20.19906908671061,20.19906908671061,20.19906908671061
2001-12-12,24.125,23.924999237060547,24.125,23.93000030517578,478800.0,20.797443389892578,21.385818862915038,20.21837148358745,20.21837148358745,20.21837148358745
2001-12-13,24.049999237060547,23.450000762939453,23.80500030517578,24.049999237060547,960600.0,20.901729583740234,21.359455998738607,20.239726424217224,20.239726424217224,20.239726424217224
2001-12-14,24.049999237060547,23.674999237060547,24.0,24.0,813600.0,20.8582820892334,21.325271733601888,20.25847053527832,20.25847053527832,20.25847053527832
2001-12-17,24.649999618530273,23.959999084472656,24.049999237060547,24.625,421200.0,21.40146255493164,21.345550791422525,20.292087947621066,20.292087947621066,20.292087947621066
2001-12-18,24.799999237060547,24.610000610351562,24.75,24.649999618530273,809200.0,21.423194885253906,21.365830103556316,20.32440528869629,20.32440528869629,20.32440528869629
2001-12-19,24.674999237060547,23.875,24.649999618530273,24.0,1473200.0,20.8582820892334,21.33830909729004,20.33923519982232,20.33923519982232,20.33923519982232
2001-12-20,24.0,23.399999618530273,23.8799991607666,23.450000762939453,1312000.0,20.380279541015625,21.248213068644205,20.340344506341058,20.340344506341058,20.340344506341058
2001-12-21,23.399999618530273,22.625,23.399999618530273,22.875,4283800.0,19.88054847717285,21.100467173258462,20.32824461083663,20.32824461083663,20.32824461083663
2001-12-24,22.975000381469727,22.799999237060547,22.875,22.799999237060547,900200.0,19.81536293029785,20.935338973999023,20.315093798515125,20.315093798515125,20.315093798515125
2001-12-26,23.239999771118164,22.924999237060547,22.924999237060547,23.125,1191600.0,20.09781837463379,20.78324712117513,20.30966191291809,20.30966191291809,20.30966191291809
2001-12-27,23.649999618530273,23.174999237060547,23.174999237060547,23.450000762939453,1925400.0,20.380279541015625,20.72646624247233,20.3113842940912,20.3113842940912,20.3113842940912
2001-12-28,24.25,23.475000381469727,23.475000381469727,24.25,1714800.0,21.075551986694336,20.726756286621093,20.329578762962704,20.329578762962704,20.329578762962704
2001-12-31,25.125,24.350000381469727,24.350000381469727,24.75,1792800.0,21.510099411010742,20.75282923380534,20.35703273152196,20.35703273152196,20.35703273152196
2002-01-02,24.84000015258789,24.354999542236328,24.84000015258789,24.399999618530273,1933000.0,21.205915451049805,20.768762588500977,20.37632552060214,20.37632552060214,20.37632552060214
2002-01-03,24.639999389648438,24.225000381469727,24.399999618530273,24.225000381469727,625600.0,21.0538272857666,20.77600517272949,20.391381115383574,20.391381115383574,20.391381115383574
2002-01-04,24.399999618530273,23.450000762939453,24.25,23.93000030517578,2318600.0,20.797443389892578,20.77600517272949,20.40020855613377,20.40020855613377,20.40020855613377
2002-01-07,23.969999313354492,23.5,23.93000030517578,23.510000228881836,1916400.0,20.432422637939453,20.74471804300944,20.400893962129633,20.400893962129633,20.400893962129633
2002-01-08,23.924999237060547,23.200000762939453,23.424999237060547,23.700000762939453,932000.0,20.597551345825195,20.727335993448893,20.404990990956623,20.404990990956623,20.404990990956623
2002-01-09,24.125,23.75,23.774999618530273,23.799999237060547,855000.0,20.6844539642334,20.67953542073568,20.410694316941864,20.410694316941864,20.410694316941864
2002-01-10,25.3700008392334,23.78499984741211,23.799999237060547,25.049999237060547,2550400.0,21.770830154418945,20.70271110534668,20.437897033691407,20.437897033691407,20.437897033691407
2002-01-11,25.899999618530273,24.950000762939453,25.049999237060547,25.75,1111800.0,22.379196166992188,20.804105377197267,20.530021133422853,20.475961722579658,20.475961722579658
2002-01-14,26.200000762939453,25.424999237060547,25.799999237060547,25.950000762939453,1364600.0,22.553010940551758,20.948954137166343,20.61710445404053,20.515904976771427,20.515904976771427
2002-01-15,25.854999542236328,24.700000762939453,25.850000381469727,25.350000381469727,1426800.0,22.031557083129883,21.09235471089681,20.691238288879394,20.54450218632536,20.54450218632536
2002-01-16,25.850000381469727,24.799999237060547,25.225000381469727,25.4950008392334,1721200.0,22.15757942199707,21.248502477010092,20.761548233032226,20.574373986985947,20.574373986985947
2002-01-17,25.524999618530273,25.0,25.5,25.149999618530273,912000.0,21.857736587524414,21.365830357869466,20.82594829559326,20.597707852450284,20.597707852450284
2002-01-18,25.5,24.90999984741211,25.024999618530273,25.489999771118164,1406000.0,22.153230667114258,21.484027099609374,20.886176528930665,20.625485045569285,20.625485045569285
2002-01-22,25.940000534057617,25.024999618530273,25.364999771118164,25.875,1613000.0,22.487834930419922,21.578179295857748,20.96004970550537,20.658157850566663,20.658157850566663
2002-01-23,26.434999465942383,25.700000762939453,25.700000762939453,26.1299991607666,1625400.0,22.709449768066406,21.658135986328126,21.043135108947755,20.693524952592522,20.693524952592522
2002-01-24,26.545000076293945,26.024999618530273,26.024999618530273,26.399999618530273,1846800.0,22.944103240966797,21.774015172322592,21.136997299194334,20.73167034731073,20.73167034731073
2002-01-25,27.049999237060547,26.424999237060547,26.5,26.940000534057617,1670400.0,23.41341781616211,21.93132120768229,21.23285842895508,20.77636613845825,20.77636613845825
2002-01-28,27.25,26.600000381469727,26.700000762939453,26.875,1404200.0,23.3569278717041,22.101953506469727,21.32845890045166,20.8186704291672,20.8186704291672
2002-01-29,26.875,26.475000381469727,26.524999618530273,26.600000381469727,1353400.0,23.11792755126953,22.280987167358397,21.391468391418456,20.855755221459173,20.855755221459173
2002-01-30,26.649999618530273,25.975000381469727,26.25,26.260000228881836,1301400.0,22.822437286376953,22.429312896728515,21.441615295410156,20.886972397092787,20.886972397092787
2002-01-31,26.600000381469727,25.899999618530273,26.299999237060547,26.600000381469727,2071800.0,23.11792755126953,22.59154446919759,21.49723747253418,20.9218310713768,20.9218310713768
2002-02-01,27.049999237060547,26.5,26.625,26.575000762939453,1569400.0,23.096200942993164,22.679902521769204,21.546341438293457,20.955282915555514,20.955282915555514
2002-02-04,26.5,25.700000762939453,26.485000610351562,26.100000381469727,1055200.0,22.68337631225586,22.700181198120116,21.57589065551758,20.98146614883885,20.98146614883885
2002-02-05,27.125,25.75,26.149999618530273,27.1200008392334,1731800.0,23.569854736328125,22.76797078450521,21.621344299316405,21.020098814323767,21.020098814323767
2002-02-06,28.969999313354492,27.764999389648438,28.25,28.25,5261000.0,24.551929473876953,22.935995610555015,21.68496196746826,21.072037500493668,21.072037500493668
2002-02-07,29.420000076293945,28.15999984741211,28.25,28.799999237060547,1815400.0,25.02993392944336,23.127485911051433,21.763615112304688,21.12939831830453,21.12939831830453
2002-02-08,29.010000228881836,28.68000030517578,28.875,28.850000381469727,1792800.0,25.07338523864746,23.34186248779297,21.842702713012695,21.185740988595146,21.185740988595146
2002-02-11,29.049999237060547,28.68000030517578,28.764999389648438,28.774999618530273,1503800.0,25.008209228515625,23.532194391886392,21.91744495391846,21.239578569439097,21.239578569439097
2002-02-12,28.549999237060547,28.274999618530273,28.5,28.450000762939453,2127000.0,24.72574806213379,23.68138860066732,21.97732551574707,21.287997590170967,21.287997590170967
2002-02-13,28.625,27.924999237060547,28.549999237060547,28.024999618530273,1555200.0,24.356386184692383,23.791184361775716,22.022518501281738,21.330030310643863,21.330030310643863
2002-02-14,28.375,27.875,28.100000381469727,28.204999923706055,1656000.0,24.512826919555664,23.89576594034831,22.066929321289063,21.373041075629157,21.373041075629157
2002-02-15,28.25,28.010000228881836,28.200000762939453,28.049999237060547,1526600.0,24.378116607666016,23.960079193115234,22.106907730102538,21.41310874938965,21.41310874938965
