Date,High,Low,Open,Close,Volume,Adj Close,V-15ma,V-50ma,V-100ma,V-200ma
2008-03-19,17.25,13.75,14.875,14.125,708486000.0,11.199718475341797,11.199718475341797,11.199718475341797,11.199718475341797,11.199718475341797
2008-03-20,16.25,14.375,14.600000381469727,16.087499618530273,198985200.0,12.755784034729004,11.9777512550354,11.9777512550354,11.9777512550354,11.9777512550354
2008-03-24,16.924999237060547,14.75,16.809999465942383,14.932499885559082,149566400.0,11.839987754821777,11.931830088297525,11.931830088297525,11.931830088297525,11.931830088297525
2008-03-25,16.0625,14.954999923706055,15.145000457763672,15.8125,87092000.0,12.537742614746094,12.083308219909668,12.083308219909668,12.083308219909668,12.083308219909668
2008-03-26,16.1200008392334,15.392499923706055,15.682499885559082,15.989999771118164,43111600.0,12.678481101989746,12.202342796325684,12.202342796325684,12.202342796325684,12.202342796325684
2008-03-27,16.184999465942383,15.662500381469727,16.012500762939453,15.727499961853027,39829600.0,12.470344543457031,12.247009754180908,12.247009754180908,12.247009754180908,12.247009754180908
2008-03-28,15.859999656677246,15.539999961853027,15.842499732971191,15.6899995803833,24675200.0,12.440608978271484,12.274666786193848,12.274666786193848,12.274666786193848,12.274666786193848
2008-03-31,15.869999885559082,15.512499809265137,15.649999618530273,15.59000015258789,22157200.0,12.361316680908203,12.285498023033142,12.285498023033142,12.285498023033142,12.285498023033142
2008-04-01,15.920000076293945,15.077500343322754,15.765000343322754,15.40250015258789,60410800.0,12.212651252746582,12.277403937445747,12.277403937445747,12.277403937445747,12.277403937445747
2008-04-02,15.579999923706055,15.125,15.430000305175781,15.579999923706055,43836400.0,12.353386878967285,12.2850022315979,12.2850022315979,12.2850022315979,12.2850022315979
2008-04-03,16.572500228881836,15.454999923706055,15.487500190734863,16.375,100868000.0,12.983746528625488,12.34852444041859,12.34852444041859,12.34852444041859,12.34852444041859
2008-04-04,16.329999923706055,15.9375,16.225000381469727,16.1200008392334,36394400.0,12.7815580368042,12.384610573450724,12.384610573450724,12.384610573450724,12.384610573450724
2008-04-07,16.450000762939453,16.0049991607666,16.274999618530273,16.260000228881836,28301600.0,12.892563819885254,12.423683900099535,12.423683900099535,12.423683900099535,12.423683900099535
2008-04-08,17.059999465942383,16.202499389648438,16.225000381469727,17.022499084472656,53925600.0,13.497151374816895,12.500360148293632,12.500360148293632,12.500360148293632,12.500360148293632
2008-04-09,17.18000030517578,16.40250015258789,17.110000610351562,16.447500228881836,48324400.0,13.041230201721191,12.536418151855468,12.536418151855468,12.536418151855468,12.536418151855468
2008-04-10,16.6825008392334,16.27750015258789,16.540000915527344,16.52750015258789,22372000.0,13.104665756225586,12.66341463724772,12.571933627128601,12.571933627128601,12.571933627128601
2008-04-11,16.6924991607666,16.3125,16.3125,16.52750015258789,26421600.0,13.104665756225586,12.686673418680828,12.603270811193129,12.603270811193129,12.603270811193129
2008-04-14,16.809999465942383,16.38249969482422,16.674999237060547,16.420000076293945,28443600.0,13.019426345825195,12.765302658081055,12.626390563117134,12.626390563117134,12.626390563117134
2008-04-15,16.637500762939453,16.0,16.572500228881836,16.087499618530273,23888000.0,12.755784034729004,12.779838752746581,12.633200745833548,12.633200745833548,12.633200745833548
2008-04-16,16.737499237060547,16.139999389648438,16.139999389648438,16.53499984741211,25136800.0,13.110607147216797,12.808647155761719,12.65707106590271,12.65707106590271,12.65707106590271
2008-04-17,16.9375,16.502500534057617,16.565000534057617,16.760000228881836,22459600.0,13.289017677307129,12.863225364685059,12.687163761683873,12.687163761683873,12.687163761683873
2008-04-18,17.612499237060547,16.799999237060547,17.002500534057617,17.25,104099600.0,13.677534103393555,12.945687039693196,12.73218059539795,12.73218059539795,12.73218059539795
2008-04-21,18.125,17.212499618530273,17.3700008392334,17.74250030517578,58848000.0,14.06804084777832,13.059468650817871,12.790261475936227,12.790261475936227,12.790261475936227
2008-04-22,18.100000381469727,17.5,17.979999542236328,17.56999969482422,47357600.0,13.93126106262207,13.174042638142904,12.83780312538147,12.83780312538147,12.83780312538147
2008-04-23,17.924999237060547,17.422500610351562,17.737499237060547,17.520000457763672,37319600.0,13.891616821289062,13.276591300964355,12.879955673217774,12.879955673217774,12.879955673217774
2008-04-24,18.247499465942383,17.510000228881836,17.799999237060547,18.075000762939453,38086800.0,14.331679344177246,13.366453488667807,12.935791199023907,12.935791199023907,12.935791199023907
