Date,High,Low,Open,Close,Volume,Adj Close,MHK-15ma,MHK-50ma,MHK-100ma,MHK-200ma
2000-02-18,23.125,22.4375,22.4375,22.8125,418900,22.8125,22.733333333333334,23.404411764705884,23.404411764705884,23.404411764705884
2000-02-22,22.6875,21.375,22.6875,21.375,131300,21.375,22.595833333333335,23.34642857142857,23.34642857142857,23.34642857142857
2000-02-23,21.875,20.3125,21.5,20.9375,173400,20.9375,22.420833333333334,23.27951388888889,23.27951388888889,23.27951388888889
2000-02-24,21.125,20.5625,20.9375,20.6875,174800,20.6875,22.241666666666667,23.20945945945946,23.20945945945946,23.20945945945946
2000-02-25,22.0,20.6875,20.6875,21.625,234400,21.625,22.133333333333333,23.167763157894736,23.167763157894736,23.167763157894736
2000-02-28,22.125,21.5,21.5625,21.875,197900,21.875,22.0375,23.134615384615383,23.134615384615383,23.134615384615383
2000-02-29,22.1875,21.5625,21.9375,22.1875,153600,22.1875,21.995833333333334,23.1109375,23.1109375,23.1109375
2000-03-01,22.25,21.8125,22.0625,22.25,151400,22.25,21.970833333333335,23.089939024390244,23.089939024390244,23.089939024390244
2000-03-02,22.25,21.75,22.1875,21.9375,103900,21.9375,21.983333333333334,23.0625,23.0625,23.0625
2000-03-03,22.0625,21.3125,22.0,21.4375,99200,21.4375,21.933333333333334,23.024709302325583,23.024709302325583,23.024709302325583
2000-03-06,21.5,20.5625,21.375,20.625,81000,20.625,21.854166666666668,22.970170454545453,22.970170454545453,22.970170454545453
2000-03-07,21.1875,20.3125,20.3125,21.0,137500,21.0,21.7625,22.926388888888887,22.926388888888887,22.926388888888887
2000-03-08,21.0,19.75,20.9375,19.75,167600,19.75,21.570833333333333,22.85733695652174,22.85733695652174,22.85733695652174
2000-03-09,20.3125,19.5,19.9375,20.3125,255100,20.3125,21.416666666666668,22.8031914893617,22.8031914893617,22.8031914893617
2000-03-10,20.375,19.5,20.375,19.8125,100300,19.8125,21.241666666666667,22.740885416666668,22.740885416666668,22.740885416666668
2000-03-13,19.8125,18.9375,19.8125,19.25,138300,19.25,21.004166666666666,22.669642857142858,22.669642857142858,22.669642857142858
2000-03-14,20.375,19.125,19.125,20.375,369100,20.375,20.9375,22.62375,22.62375,22.62375
2000-03-15,21.5,20.1875,20.375,21.25,262800,21.25,20.958333333333332,22.5575,22.596813725490197,22.596813725490197
2000-03-16,21.5,21.0,21.5,21.0625,262500,21.0625,20.983333333333334,22.49875,22.567307692307693,22.567307692307693
2000-03-17,21.625,20.25,20.75,20.75,209500,20.75,20.925,22.425,22.53301886792453,22.53301886792453
2000-03-20,21.5,19.625,20.875,19.6875,147300,19.6875,20.779166666666665,22.3325,22.480324074074073,22.480324074074073
2000-03-21,19.9375,19.25,19.75,19.6875,162500,19.6875,20.6125,22.23375,22.429545454545455,22.429545454545455
2000-03-22,19.9375,19.625,19.6875,19.625,110800,19.625,20.4375,22.13,22.379464285714285,22.379464285714285
2000-03-23,20.75,19.625,19.625,20.5625,247500,20.5625,20.345833333333335,22.05375,22.347587719298247,22.347587719298247
2000-03-24,20.875,20.5625,20.6875,20.5625,385100,20.5625,20.2875,21.995,22.316810344827587,22.316810344827587
2000-03-27,20.75,20.0,20.6875,20.0625,66000,20.0625,20.25,21.90875,22.278601694915253,22.278601694915253
2000-03-28,20.3125,20.0,20.0625,20.3125,81100,20.3125,20.204166666666666,21.815,22.245833333333334,22.245833333333334
2000-03-29,21.1875,20.3125,20.3125,21.125,359200,21.125,20.295833333333334,21.7425,22.227459016393443,22.227459016393443
2000-03-30,23.375,21.25,21.25,23.375,349200,23.375,20.5,21.7125,22.245967741935484,22.245967741935484
2000-03-31,24.25,21.8125,23.75,22.375,376500,22.375,20.670833333333334,21.68875,22.248015873015873,22.248015873015873
2000-04-03,23.1875,22.5,22.625,23.0,234300,23.0,20.920833333333334,21.675,22.259765625,22.259765625
2000-04-04,23.25,22.6875,23.25,22.9375,170700,22.9375,21.091666666666665,21.6625,22.27019230769231,22.27019230769231
2000-04-05,22.9375,21.8125,22.875,22.0,331400,22.0,21.141666666666666,21.6575,22.266098484848484,22.266098484848484
2000-04-06,22.875,22.1875,22.1875,22.375,136700,22.375,21.229166666666668,21.65875,22.267723880597014,22.267723880597014
2000-04-07,22.5,22.125,22.3125,22.25,131800,22.25,21.329166666666666,21.65,22.267463235294116,22.267463235294116
2000-04-10,22.9375,22.25,22.375,22.25,84400,22.25,21.5,21.63375,22.267210144927535,22.267210144927535
2000-04-11,22.875,22.0625,22.375,22.25,148600,22.25,21.670833333333334,21.61,22.266964285714284,22.266964285714284
2000-04-12,23.125,22.3125,22.3125,23.0625,287400,23.0625,21.9,21.6,22.278169014084508,22.278169014084508
2000-04-13,23.375,22.75,23.0625,23.0,138200,23.0,22.0625,21.5925,22.288194444444443,22.288194444444443
2000-04-14,23.0,21.75,23.0,22.0625,96400,22.0625,22.1625,21.56875,22.285102739726028,22.285102739726028
2000-04-17,22.375,21.5,22.0,22.125,105800,22.125,22.3,21.545,22.28293918918919,22.28293918918919
2000-04-18,22.375,21.6875,22.25,21.8125,88400,21.8125,22.4,21.525,22.276666666666667,22.276666666666667
2000-04-19,22.9375,22.0,22.0,22.3125,213000,22.3125,22.479166666666668,21.51875,22.277138157894736,22.277138157894736
2000-04-20,23.9375,22.3125,22.3125,23.4375,272700,23.4375,22.483333333333334,21.5525,22.292207792207794,22.292207792207794
2000-04-24,24.6875,23.375,23.375,24.625,219200,24.625,22.633333333333333,21.60125,22.322115384615383,22.322115384615383
2000-04-25,24.875,23.8125,24.625,24.5625,271500,24.5625,22.7375,21.65625,22.350474683544302,22.350474683544302
2000-04-26,24.5625,24.0,24.5,24.3125,303900,24.3125,22.829166666666666,21.695,22.375,22.375
2000-04-27,24.875,24.0,24.0,24.625,402900,24.625,23.004166666666666,21.735,22.40277777777778,22.40277777777778
2000-04-28,24.9375,24.625,24.625,24.8125,248400,24.8125,23.166666666666668,21.77875,22.432164634146343,22.432164634146343
2000-05-01,25.9375,24.8125,24.875,25.5,118200,25.5,23.383333333333333,21.84,22.469126506024097,22.469126506024097
2000-05-02,25.375,24.125,25.375,24.5,56000,24.5,23.533333333333335,21.87375,22.493303571428573,22.493303571428573
2000-05-03,25.125,24.375,24.5,24.5625,71400,24.5625,23.6875,21.9375,22.51764705882353,22.51764705882353
2000-05-04,25.0625,24.75,24.75,24.9375,108600,24.9375,23.8125,22.0175,22.54578488372093,22.54578488372093
2000-05-05,25.5625,24.875,25.375,24.9375,185400,24.9375,23.941666666666666,22.1025,22.573275862068964,22.573275862068964
2000-05-08,24.9375,23.5625,24.875,23.9375,76000,23.9375,24.066666666666666,22.14875,22.58877840909091,22.58877840909091
2000-05-09,23.875,23.5,23.75,23.875,117400,23.875,24.183333333333334,22.18875,22.603230337078653,22.603230337078653
2000-05-10,24.625,23.875,23.875,24.1875,139100,24.1875,24.341666666666665,22.22875,22.620833333333334,22.620833333333334
2000-05-11,25.8125,24.1875,24.1875,25.4375,397900,25.4375,24.55,22.2925,22.651785714285715,22.651785714285715
2000-05-12,26.25,24.4375,25.5,24.4375,321600,24.4375,24.616666666666667,22.3425,22.671195652173914,22.671195652173914
2000-05-15,24.875,24.0,24.5625,24.125,65100,24.125,24.583333333333332,22.39625,22.686827956989248,22.686827956989248
2000-05-16,24.75,24.25,24.25,24.6875,111400,24.6875,24.591666666666665,22.4775,22.70811170212766,22.70811170212766
2000-05-17,24.5625,23.75,24.5625,23.8125,136900,23.8125,24.558333333333334,22.53375,22.719736842105263,22.719736842105263
2000-05-18,23.9375,23.5625,23.875,23.5625,144300,23.5625,24.4875,22.61,22.728515625,22.728515625
2000-05-19,23.625,23.0,23.625,23.125,91700,23.125,24.375,22.66625,22.732603092783506,22.732603092783506
2000-05-22,24.4375,23.0,23.0,23.6875,195400,23.6875,24.254166666666666,22.74375,22.742346938775512,22.742346938775512
2000-05-23,24.875,23.4375,23.5625,24.375,468100,24.375,24.245833333333334,22.84625,22.758838383838384,22.758838383838384
2000-05-24,24.4375,23.375,24.4375,23.375,286200,23.375,24.166666666666668,22.90625,22.765,22.765
2000-05-25,23.4375,22.8125,23.4375,23.1875,315300,23.1875,24.05,22.945,22.75125,22.769183168316832
2000-05-26,23.3125,22.5625,23.3125,22.6875,193000,22.6875,23.9,22.9775,22.738125,22.768382352941178
2000-05-30,23.25,22.6875,22.75,22.9375,130200,22.9375,23.833333333333332,23.02125,22.723125,22.77002427184466
2000-05-31,24.0,22.9375,22.9375,23.8125,240400,23.8125,23.829166666666666,23.10375,22.718125,22.780048076923077
2000-06-01,24.5625,23.75,23.75,23.75,344000,23.75,23.8,23.185,22.709375,22.789285714285715
2000-06-02,24.5,24.0,24.0,24.125,228000,24.125,23.7125,23.275,22.7025,22.80188679245283
2000-06-05,24.375,23.6875,24.125,23.6875,79600,23.6875,23.6625,23.3375,22.695625,22.810163551401867
2000-06-06,23.875,23.25,23.75,23.3125,60600,23.3125,23.608333333333334,23.3925,22.69375,22.814814814814813
2000-06-07,23.4375,22.75,23.375,22.75,68200,22.75,23.479166666666668,23.44625,22.6775,22.81422018348624
2000-06-08,22.8125,22.4375,22.75,22.75,138800,22.75,23.408333333333335,23.495,22.655,22.813636363636363
2000-06-09,22.8125,22.1875,22.75,22.1875,209600,22.1875,23.316666666666666,23.51625,22.629375,22.807995495495497
2000-06-12,22.3125,21.4375,22.3125,21.5625,167600,21.5625,23.2125,23.48,22.59625,22.796875
2000-06-13,21.6875,21.25,21.625,21.375,106300,21.375,23.058333333333334,23.46,22.574375,22.78429203539823
2000-06-14,21.75,21.4375,21.5,21.5625,146900,21.5625,22.870833333333334,23.43125,22.553125,22.77357456140351
2000-06-15,22.625,21.4375,21.4375,22.4375,124700,22.4375,22.808333333333334,23.42125,22.541875,22.770652173913042
2000-06-16,22.1875,21.4375,22.1875,21.4375,139700,21.4375,22.691666666666666,23.41,22.53375,22.75915948275862
2000-06-19,21.9375,21.375,21.5625,21.6875,113200,21.6875,22.625,23.39625,22.5275,22.75
2000-06-20,22.0,21.1875,21.6875,21.9375,125000,21.9375,22.558333333333334,23.39,22.52,22.74311440677966
2000-06-21,21.9375,20.9375,21.9375,20.9375,105300,20.9375,22.366666666666667,23.36375,22.49875,22.727941176470587
2000-06-22,21.125,20.5,21.125,20.75,160600,20.75,22.166666666666668,23.33375,22.471875,22.711458333333333
2000-06-23,20.9375,20.6875,20.9375,20.9375,105500,20.9375,21.954166666666666,23.29125,22.445625,22.696797520661157
2000-06-26,21.875,20.9375,20.9375,21.6875,378900,21.6875,21.820833333333333,23.265,22.42875,22.688524590163933
2000-06-27,22.8125,21.6875,21.6875,22.4375,241600,22.4375,21.7625,23.2725,22.420625,22.6864837398374
2000-06-28,22.8125,22.375,22.4375,22.5625,208400,22.5625,21.75,23.28125,22.413125,22.68548387096774
2000-06-29,24.25,22.625,22.625,24.0625,323600,24.0625,21.8375,23.32625,22.425625,22.6965
2000-06-30,24.0625,21.734375,24.0,21.734375,625800,21.734375,21.807291666666668,23.3146875,22.41671875,22.68886408730159
2000-07-03,24.25,22.0,22.0,24.25,124600,24.25,21.986458333333335,23.3309375,22.44171875,22.701156496062993
2000-07-05,24.25,23.125,24.25,23.3125,157300,23.3125,22.115625,23.3046875,22.45296875,22.7059326171875
2000-07-06,23.5,23.25,23.3125,23.5,158400,23.5,22.244791666666668,23.2834375,22.46984375,22.712088178294575
2000-07-07,24.1875,23.625,23.625,24.1875,347800,24.1875,22.361458333333335,23.2809375,22.48796875,22.7234375
2000-07-10,24.75,24.3125,24.3125,24.625,212000,24.625,22.573958333333334,23.2809375,22.50796875,22.73795324427481
2000-07-11,24.8125,24.1875,24.5625,24.3125,441700,24.3125,22.748958333333334,23.2709375,22.52484375,22.74988162878788
2000-07-12,24.25,24.0,24.25,24.0625,235200,24.0625,22.890625,23.2421875,22.54109375,22.759750939849624
2000-07-13,24.5625,24.125,24.125,24.3125,35900,24.3125,23.115625,23.2384375,22.55609375,22.771338619402986
2000-07-14,24.9375,24.375,24.375,24.9375,92500,24.9375,23.394791666666666,23.2459375,22.59171875,22.78738425925926
2000-07-17,25.125,24.5,24.8125,24.5,76600,24.5,23.632291666666667,23.2371875,22.62734375,22.799977022058822
2000-07-18,24.625,24.0625,24.5625,24.1875,77200,24.1875,23.798958333333335,23.2221875,22.66234375,22.8101049270073
2000-07-19,24.3125,24.0,24.3125,24.125,97300,24.125,23.911458333333332,23.2259375,22.68734375,22.819633152173914
2000-07-20,24.625,24.0,24.0625,24.625,128500,24.625,24.048958333333335,23.2409375,22.71484375,22.8326214028777
2000-07-21,24.875,24.4375,24.875,24.5625,123500,24.5625,24.082291666666666,23.2484375,22.73859375,22.84497767857143
2000-07-24,25.0625,24.5,24.6875,24.5625,72000,24.5625,24.270833333333332,23.2309375,22.76171875,22.85715868794326
2000-07-25,25.0625,24.5,24.6875,25.0625,128200,25.0625,24.325,23.2434375,22.79296875,22.87268926056338
2000-07-26,25.9375,24.9375,24.9375,25.9375,257400,25.9375,24.5,23.2796875,22.83796875,22.894121503496503
2000-07-27,26.1875,25.6875,25.9375,25.9375,160300,25.9375,24.6625,23.3046875,22.89109375,22.91525607638889
2000-07-28,26.1875,25.5625,25.75,25.875,112000,25.875,24.775,23.3459375,22.93984375,22.935668103448275
2000-07-31,26.6875,26.0625,26.125,26.6875,167300,26.6875,24.9125,23.4084375,23.00921875,22.96136558219178
2000-08-01,27.5,26.6875,26.6875,27.0,298700,27.0,25.091666666666665,23.4859375,23.07609375,22.988839285714285
2000-08-02,27.0625,26.75,27.0,26.8125,269200,26.8125,25.275,23.5484375,23.14609375,23.01467483108108
2000-08-03,26.6875,26.1875,26.6875,26.375,74300,26.375,25.4125,23.5884375,23.21734375,23.037227348993287
2000-08-04,27.0625,26.0625,26.375,26.8125,47900,26.8125,25.5375,23.6571875,23.28171875,23.062395833333333
2000-08-07,27.3125,26.5625,26.625,27.25,180000,27.25,25.720833333333335,23.7384375,23.34171875,23.09012831125828
2000-08-08,27.8125,27.3125,27.3125,27.375,309300,27.375,25.933333333333334,23.8321875,23.40484375,23.11831825657895
2000-08-09,27.4375,26.875,27.375,27.0,144300,27.0,26.125,23.9134375,23.46734375,23.143688725490197
2000-08-10,27.0,26.125,27.0,26.1875,145800,26.1875,26.229166666666668,23.9609375,23.53234375,23.163453733766232
2000-08-11,26.9375,26.1875,26.25,26.875,158500,26.875,26.383333333333333,24.0234375,23.60421875,23.187399193548387
2000-08-14,26.9375,26.6875,26.8125,26.875,115500,26.875,26.5375,24.0784375,23.67671875,23.21103766025641
2000-08-15,27.0,26.375,26.9375,26.625,78200,26.625,26.641666666666666,24.1371875,23.73734375,23.232782643312103
2000-08-16,26.6875,26.25,26.5625,26.5625,56200,26.5625,26.683333333333334,24.2021875,23.79734375,23.25385680379747
2000-08-17,26.6875,25.875,26.3125,26.0,64000,26.0,26.6875,24.2671875,23.85671875,23.27112814465409
2000-08-18,26.0,25.25,25.9375,25.8125,72200,25.8125,26.683333333333334,24.3284375,23.91171875,23.28701171875
2000-08-21,26.125,25.75,25.75,25.8125,73600,25.8125,26.625,24.4009375,23.95859375,23.30269798136646
2000-08-22,26.375,25.875,25.875,26.3125,96300,26.3125,26.579166666666666,24.4959375,23.98796875,23.32127700617284
2000-08-23,26.1875,25.3125,26.1875,25.3125,69100,25.3125,26.479166666666668,24.5746875,24.01734375,23.333493098159508
2000-08-24,25.5625,25.375,25.4375,25.4375,133900,25.4375,26.416666666666668,24.6521875,24.04171875,23.346322408536587
2000-08-25,25.5,24.875,25.4375,24.9375,136800,24.9375,26.291666666666668,24.7021875,24.06171875,23.35596590909091
2000-08-28,24.9375,24.0,24.875,24.0,81400,24.0,26.075,24.7534375,24.08171875,23.35984563253012
2000-08-29,24.875,24.0625,24.1875,24.5,92700,24.5,25.883333333333333,24.8096875,24.10296875,23.366672904191617
2000-08-30,24.6875,23.875,24.6875,23.875,47600,23.875,25.675,24.8484375,24.11921875,23.369698660714285
2000-08-31,24.25,23.75,23.875,23.75,105500,23.75,25.5125,24.9046875,24.13421875,23.37194896449704
2000-09-01,24.4375,23.8125,23.875,24.25,142700,24.25,25.3375,24.9746875,24.15421875,23.377113970588237
2000-09-05,24.25,23.3125,24.25,23.4375,134100,23.4375,25.108333333333334,25.0246875,24.15796875,23.377467105263158
2000-09-06,27.5625,23.3125,23.5,26.5,840000,26.5,25.1,25.1209375,24.19296875,23.39562136627907
2000-09-07,27.1875,26.5,26.5,27.0625,259300,27.0625,25.133333333333333,25.2134375,24.24296875,23.41681719653179
2000-09-08,26.5,24.4375,26.5,25.875,1355700,25.875,25.125,25.2796875,24.28046875,23.430944683908045
2000-09-11,25.8125,25.0625,25.75,25.4375,168300,25.4375,25.1,25.3071875,24.31671875,23.442410714285714
2000-09-12,25.6875,25.25,25.625,25.6875,169300,25.6875,25.091666666666665,25.38625,24.35046875,23.45516690340909
2000-09-13,25.6875,24.5625,25.6875,24.5625,403200,24.5625,24.975,25.3925,24.36171875,23.46142302259887
2000-09-14,24.6875,23.875,24.625,23.9375,556100,23.9375,24.883333333333333,25.405,24.35484375,23.464097612359552
2000-09-15,23.5625,23.0,23.3125,23.3125,317100,23.3125,24.741666666666667,25.40125,24.34234375,23.46325069832402
2000-09-18,23.3125,22.125,23.3125,22.375,385000,22.375,24.570833333333333,25.365,24.32296875,23.457204861111112
2000-09-19,22.625,22.125,22.375,22.125,565100,22.125,24.445833333333333,25.315,24.29796875,23.449844613259668
2000-09-20,22.25,21.625,22.25,21.625,318200,21.625,24.254166666666666,25.26125,24.26609375,23.439817994505493
2000-09-21,21.6875,21.25,21.5,21.25,202600,21.25,24.079166666666666,25.205,24.22359375,23.427851775956285
2000-09-22,22.125,21.125,21.25,22.0,130900,22.0,23.9625,25.15875,24.19859375,23.420091711956523
2000-09-25,22.75,21.875,22.0,22.4375,1548400,22.4375,23.841666666666665,25.10875,24.17734375,23.414780405405406
2000-09-26,22.375,21.71875,22.375,22.0,135900,22.0,23.745833333333334,25.05875,24.14796875,23.407174059139784
2000-09-27,22.1875,21.6875,21.875,21.875,109700,21.875,23.4375,25.0125,24.11734375,23.39898061497326
2000-09-28,22.75,21.6875,21.875,22.75,144400,22.75,23.15,24.985,24.10546875,23.39552859042553
2000-09-29,22.75,21.8125,22.6875,21.8125,145200,21.8125,22.879166666666666,24.92875,24.08484375,23.38715277777778
2000-10-02,21.875,21.3125,21.875,21.5,411800,21.5,22.616666666666667,24.8675,24.05796875,23.37722039473684
2000-10-03,21.5,21.25,21.5,21.3125,160100,21.3125,22.325,24.8025,24.01671875,23.366410340314136
2000-10-04,21.5625,21.375,21.4375,21.5,438800,21.5,22.120833333333334,24.73125,23.98734375,23.356689453125
2000-10-05,22.125,21.5625,21.5625,22.0625,147100,22.0625,21.995833333333334,24.65375,23.96671875,23.349983808290155
2000-10-06,22.25,22.0,22.0625,22.125,112900,22.125,21.916666666666668,24.5775,23.94109375,23.343669458762886
2000-10-09,22.375,21.625,22.1875,21.6875,54000,21.6875,21.870833333333334,24.49375,23.91984375,23.335176282051282
2000-10-10,21.5625,21.0625,21.5,21.1875,286300,21.1875,21.808333333333334,24.38375,23.89609375,23.32421875
2000-10-11,21.0625,19.25,21.0625,19.75,440400,19.75,21.683333333333334,24.23875,23.86234375,23.306075507614214
2000-10-12,20.125,19.125,20.0,19.3125,175700,19.3125,21.554166666666667,24.08875,23.81859375,23.285905934343436
2000-10-13,20.125,19.1875,19.25,19.5,867300,19.5,21.3875,23.95125,23.76984375,23.266881281407034
2000-10-16,20.0,19.5,19.5,19.75,301800,19.75,21.208333333333332,23.81,23.73359375,23.249296875
2000-10-17,19.875,19.125,19.875,19.1875,301700,19.1875,21.020833333333332,23.64875,23.69359375,23.222421875
2000-10-18,19.5,19.0625,19.0625,19.3125,560500,19.3125,20.85,23.4875,23.65984375,23.198984375
2000-10-19,20.1875,19.375,19.375,20.125,610000,20.125,20.675,23.35,23.63171875,23.177421875
2000-10-20,20.5,20.125,20.125,20.125,77900,20.125,20.5625,23.22875,23.59484375,23.156484375
2000-10-23,20.0,19.25,19.9375,19.5625,139000,19.5625,20.433333333333334,23.0825,23.55296875,23.131171875
2000-10-24,19.625,19.5,19.625,19.5625,254100,19.5625,20.316666666666666,22.93625,23.50734375,23.104921875
2000-10-25,19.625,19.375,19.625,19.4375,653500,19.4375,20.179166666666667,22.7925,23.46484375,23.080234375
2000-10-26,20.25,19.5,19.5,20.25,831100,20.25,20.058333333333334,22.66625,23.43421875,23.063984375
2000-10-27,20.25,19.75,20.1875,20.1875,66400,20.1875,19.929166666666667,22.55,23.40859375,23.043046875
2000-10-30,21.3125,20.25,20.25,21.1875,168500,21.1875,19.895833333333332,22.4575,23.39296875,23.023984375
2000-10-31,22.0,21.0625,21.1875,21.8125,97900,21.8125,19.9375,22.3775,23.38921875,23.009296875
2000-11-01,22.1875,21.5,22.1875,21.5625,72600,21.5625,20.058333333333334,22.2825,23.38921875,22.992734375
2000-11-02,22.1875,21.625,21.8125,21.625,80900,21.625,20.2125,22.20875,23.39171875,22.983046875
2000-11-03,21.875,21.5625,21.6875,21.6875,47100,21.6875,20.358333333333334,22.13375,23.39296875,22.973046875
2000-11-06,22.4375,21.6875,21.8125,21.75,115000,21.75,20.491666666666667,22.07,23.38609375,22.963984375
2000-11-07,21.6875,21.0,21.625,21.375,96200,21.375,20.6375,22.0175,23.38546875,22.959609375
2000-11-08,21.3125,21.1875,21.3125,21.1875,111300,21.1875,20.7625,21.95125,23.38046875,22.953984375
2000-11-09,21.3125,19.875,21.3125,20.6875,140600,20.6875,20.8,21.8875,23.36796875,22.943984375
2000-11-10,20.9375,19.9375,20.8125,20.5,120000,20.5,20.825,21.8225,23.36359375,22.931171875
2000-11-13,21.125,20.0,20.25,20.9375,138100,20.9375,20.916666666666668,21.75625,23.36546875,22.918671875
2000-11-14,21.4375,20.9375,20.9375,21.375,172400,21.375,21.0375,21.715,23.36984375,22.907734375
2000-11-15,21.3125,21.0625,21.25,21.25,103400,21.25,21.158333333333335,21.61,23.36546875,22.897109375
2000-11-16,22.375,21.375,21.375,21.625,198900,21.625,21.25,21.50125,23.35734375,22.888984375
2000-11-17,22.0,21.75,21.8125,21.9375,53900,21.9375,21.366666666666667,21.4225,23.35109375,22.882109375
2000-11-20,22.5625,21.5625,22.0625,22.375,207400,22.375,21.445833333333333,21.36125,23.33421875,22.879921875
2000-11-21,22.4375,22.0625,22.1875,22.3125,195100,22.3125,21.479166666666668,21.29375,23.34,22.878359375
2000-11-22,22.875,22.0,22.3125,22.0625,147700,22.0625,21.5125,21.24375,23.318125,22.879921875
2000-11-24,22.25,22.0,22.0625,22.25,39600,22.25,21.554166666666667,21.21,23.3075,22.880234375
2000-11-27,23.3125,22.25,22.25,23.1875,93800,23.1875,21.654166666666665,21.2075,23.304375,22.887109375
2000-11-28,23.375,22.875,23.0625,22.9375,156200,22.9375,21.733333333333334,21.21875,23.291875,22.889921875
2000-11-29,23.875,22.9375,22.9375,23.8125,309300,23.8125,21.895833333333332,21.2525,23.28375,22.895859375
2000-11-30,23.875,23.5,23.75,23.6875,181400,23.6875,22.0625,21.29375,23.2775,22.901171875
2000-12-01,25.0,24.125,24.125,24.6875,415300,24.6875,22.329166666666666,21.3625,23.28375,22.912421875
2000-12-04,24.6875,24.0,24.625,24.125,105300,24.125,22.570833333333333,21.405,23.281875,22.918984375
2000-12-05,25.1875,24.375,24.375,25.1875,193700,25.1875,22.854166666666668,21.46,23.284375,22.938046875
2000-12-06,25.125,24.625,25.0625,25.0,114100,25.0,23.095833333333335,21.52,23.289375,22.958359375
2000-12-07,25.5,24.9375,25.0625,25.1875,258600,25.1875,23.358333333333334,21.58625,23.299375,22.980859375
