Date,High,Low,Open,Close,Volume,Adj Close,KMB-15ma,KMB-50ma,KMB-100ma,KMB-200ma
2000-01-03,62.320228576660156,60.52252960205078,61.840843200683594,61.30153274536133,1168300.0,32.48945999145508,32.48945999145508,32.48945999145508,32.48945999145508,32.48945999145508
2000-01-04,61.18168640136719,59.743526458740234,60.822147369384766,60.76222610473633,1340500.0,32.20363998413086,32.34654998779297,32.34654998779297,32.34654998779297,32.34654998779297
2000-01-05,61.24161148071289,59.50383377075195,61.00191879272461,60.462608337402344,1753200.0,32.04483413696289,32.245978037516274,32.245978037516274,32.245978037516274,32.245978037516274
2000-01-06,61.661075592041016,59.80345153808594,60.462608337402344,61.36145782470703,2070800.0,32.521217346191406,32.31478786468506,32.31478786468506,32.31478786468506,32.31478786468506
2000-01-07,63.219078063964844,61.72099685668945,62.320228576660156,63.159156799316406,1856700.0,33.47399139404297,32.54662857055664,32.54662857055664,32.54662857055664,32.54662857055664
2000-01-10,65.19654846191406,62.85953903198242,63.75838851928711,64.5973129272461,1995400.0,34.23619842529297,32.82822354634603,32.82822354634603,32.82822354634603,32.82822354634603
2000-01-11,65.31639862060547,62.320228576660156,65.19654846191406,63.159156799316406,1349300.0,33.47399139404297,32.92047609601702,32.92047609601702,32.92047609601702,32.92047609601702
2000-01-12,63.27900314331055,62.080535888671875,63.0992317199707,62.679771423339844,1323500.0,33.219913482666016,32.957905769348145,32.957905769348145,32.957905769348145,32.957905769348145
2000-01-13,63.75838851928711,61.780921936035156,62.919464111328125,63.219078063964844,1657600.0,33.50575637817383,33.01877805921767,33.01877805921767,33.01877805921767,33.01877805921767
2000-01-14,63.27900314331055,62.02061462402344,63.27900314331055,62.73969268798828,1130100.0,33.25167465209961,33.04206771850586,33.04206771850586,33.04206771850586,33.04206771850586
2000-01-18,62.61984634399414,61.18168640136719,62.61984634399414,61.42137908935547,1959900.0,32.552982330322266,32.99760541048917,32.99760541048917,32.99760541048917,32.99760541048917
2000-01-19,62.679771423339844,60.52252960205078,62.5599250793457,61.54122543334961,1409300.0,32.61650085449219,32.96584669748942,32.96584669748942,32.96584669748942,32.96584669748942
2000-01-20,63.27900314331055,61.42137908935547,61.60115051269531,61.60115051269531,1786900.0,32.648258209228516,32.941416813777046,32.941416813777046,32.941416813777046,32.941416813777046
2000-01-21,63.39884948730469,61.30153274536133,63.39884948730469,62.02061462402344,2180700.0,32.87055969238281,32.93635559082031,32.93635559082031,32.93635559082031,32.93635559082031
2000-01-24,61.72099685668945,58.724830627441406,61.60115051269531,60.462608337402344,1897700.0,32.04483413696289,32.87692082722982,32.87692082722982,32.87692082722982,32.87692082722982
2000-01-25,61.60115051269531,58.365291595458984,61.60115051269531,59.6836051940918,1823100.0,31.631969451904297,32.81975479125977,32.79911136627197,32.79911136627197,32.79911136627197
2000-01-26,62.85953903198242,60.582454681396484,60.582454681396484,62.26030731201172,2754900.0,32.99760818481445,32.87268600463867,32.81078764971565,32.81078764971565,32.81078764971565
2000-01-27,63.338924407958984,61.960689544677734,62.26030731201172,62.38015365600586,2215400.0,33.061126708984375,32.94043884277344,32.824695375230576,32.824695375230576,32.824695375230576
2000-01-28,62.26030731201172,59.623680114746094,61.840843200683594,60.52252960205078,1056800.0,32.07658386230469,32.910796610514325,32.78532108507658,32.78532108507658,32.78532108507658
2000-01-31,60.52252960205078,58.245445251464844,60.52252960205078,59.563758850097656,1843100.0,31.568443298339844,32.78376007080078,32.724477195739745,32.724477195739745,32.724477195739745
2000-02-01,60.04314422607422,57.94582748413086,59.38398742675781,59.02444839477539,1452100.0,31.282629013061523,32.58685544331868,32.655817758469354,32.655817758469354,32.655817758469354
2000-02-02,59.14429473876953,57.88590621948242,58.185523986816406,59.084373474121094,1918500.0,31.314390182495117,32.4428820292155,32.59484377774325,32.59484377774325,32.59484377774325
2000-02-03,59.86337661743164,58.30537033081055,58.30537033081055,59.86337661743164,1891600.0,31.727230072021484,32.343369801839195,32.557121442711875,32.557121442711875,32.557121442711875
2000-02-04,60.40268325805664,58.1255989074707,59.86337661743164,59.02444839477539,1741300.0,31.282629013061523,32.19516131083171,32.50401759147644,32.50401759147644,32.50401759147644
