Date,High,Low,Open,Close,Volume,Adj Close,AOS-15ma,AOS-50ma,AOS-100ma,AOS-200ma
2000-01-03,3.6458332538604736,3.5729167461395264,3.6354167461395264,3.6145832538604736,113200.0,2.50887131690979,2.50887131690979,2.50887131690979,2.50887131690979,2.50887131690979
2000-01-04,3.6666667461395264,3.5625,3.6041667461395264,3.5625,164400.0,2.472721576690674,2.490796446800232,2.490796446800232,2.490796446800232,2.490796446800232
2000-01-05,3.5833332538604736,3.4895832538604736,3.5833332538604736,3.5520832538604736,188400.0,2.4654903411865234,2.482361078262329,2.482361078262329,2.482361078262329,2.482361078262329
2000-01-06,3.5520832538604736,3.5,3.5416667461395264,3.5,161200.0,2.4293394088745117,2.4691056609153748,2.4691056609153748,2.4691056609153748,2.4691056609153748
2000-01-07,3.6458332538604736,3.5208332538604736,3.5208332538604736,3.6458332538604736,106000.0,2.53056263923645,2.4813970565795898,2.4813970565795898,2.4813970565795898,2.4813970565795898
2000-01-10,3.6875,3.625,3.6875,3.6875,128400.0,2.559483289718628,2.4944114287694297,2.4944114287694297,2.4944114287694297,2.4944114287694297
2000-01-11,3.6875,3.6458332538604736,3.6770832538604736,3.6458332538604736,127200.0,2.53056263923645,2.4995758874075755,2.4995758874075755,2.4995758874075755,2.4995758874075755
2000-01-12,3.625,3.5208332538604736,3.625,3.5208332538604736,122800.0,2.443800210952759,2.4926039278507233,2.4926039278507233,2.4926039278507233,2.4926039278507233
2000-01-13,3.59375,3.5,3.5208332538604736,3.5729167461395264,106000.0,2.4799516201019287,2.491198115878635,2.491198115878635,2.491198115878635,2.491198115878635
2000-01-14,3.6458332538604736,3.5833332538604736,3.59375,3.6458332538604736,55200.0,2.53056263923645,2.4951345682144166,2.4951345682144166,2.4951345682144166,2.4951345682144166
2000-01-18,3.625,3.5833332538604736,3.625,3.59375,30000.0,2.4944112300872803,2.495068810202859,2.495068810202859,2.495068810202859,2.495068810202859
2000-01-19,3.6666667461395264,3.6041667461395264,3.6666667461395264,3.65625,97200.0,2.5377931594848633,2.498629172643026,2.498629172643026,2.498629172643026,2.498629172643026
2000-01-20,3.6770832538604736,3.5625,3.6770832538604736,3.59375,145600.0,2.4944112300872803,2.498304715523353,2.498304715523353,2.498304715523353,2.498304715523353
2000-01-21,3.71875,3.5416667461395264,3.5833332538604736,3.71875,572800.0,2.5811731815338135,2.5042238916669572,2.5042238916669572,2.5042238916669572,2.5042238916669572
2000-01-24,3.8541667461395264,3.7291667461395264,3.7395832538604736,3.75,180000.0,2.6028645038604736,2.510799932479858,2.510799932479858,2.510799932479858,2.510799932479858
2000-01-25,3.7083332538604736,3.5520832538604736,3.7083332538604736,3.5625,251200.0,2.472721576690674,2.508389949798584,2.5084200352430344,2.5084200352430344,2.5084200352430344
2000-01-26,3.5625,3.4895832538604736,3.5625,3.4895832538604736,140800.0,2.422109603881836,2.505015818277995,2.5033429510453167,2.5033429510453167,2.5033429510453167
2000-01-27,3.46875,3.375,3.46875,3.3854167461395264,223600.0,2.3633527755737305,2.498206647237142,2.495565719074673,2.495565719074673,2.495565719074673
2000-01-28,3.4270832538604736,3.3125,3.3854167461395264,3.3125,192400.0,2.3124501705169678,2.490414031346639,2.4859280586242676,2.4859280586242676,2.4859280586242676
2000-01-31,3.375,3.28125,3.3125,3.2916667461395264,268000.0,2.297907590866089,2.474903694788615,2.4765270352363586,2.4765270352363586,2.4765270352363586
2000-02-01,3.28125,3.2291667461395264,3.28125,3.2395832538604736,168000.0,2.2615468502044678,2.455041265487671,2.4662898835681735,2.4662898835681735,2.4662898835681735
2000-02-02,3.28125,3.2395832538604736,3.2604167461395264,3.2708332538604736,171600.0,2.283362865447998,2.438561280568441,2.4579750191081655,2.4579750191081655,2.4579750191081655
2000-02-03,3.2916667461395264,3.1458332538604736,3.2916667461395264,3.15625,197200.0,2.203372001647949,2.4225327332814532,2.4469053226968516,2.4469053226968516,2.4469053226968516
2000-02-04,3.1875,3.0729167461395264,3.1354167461395264,3.1458332538604736,340800.0,2.1961007118225098,2.403609339396159,2.4364551305770874,2.4364551305770874,2.4364551305770874
2000-02-07,3.21875,3.125,3.21875,3.1875,402400.0,2.225189447402954,2.383251126607259,2.428004503250122,2.428004503250122,2.428004503250122
2000-02-08,3.1979167461395264,3.0,3.1875,3.0104167461395264,515200.0,2.1015663146972656,2.3570614655812583,2.4154491883057814,2.4154491883057814,2.4154491883057814
2000-02-09,3.0,2.90625,3.0,2.9583332538604736,222400.0,2.065207004547119,2.3255557219187417,2.402477255573979,2.402477255573979,2.402477255573979
2000-02-10,2.9895832538604736,2.8854167461395264,2.9895832538604736,2.9270832538604736,207600.0,2.043390989303589,2.295487705866496,2.389652746064322,2.389652746064322,2.389652746064322
2000-02-11,2.96875,2.90625,2.90625,2.9270832538604736,189600.0,2.043390989303589,2.259635559717814,2.377712685486366,2.377712685486366,2.377712685486366
2000-02-14,2.9166667461395264,2.8645832538604736,2.9166667461395264,2.8854167461395264,73600.0,2.0143039226531982,2.220398187637329,2.3655990600585937,2.3655990600585937,2.3655990600585937
2000-02-15,2.875,2.78125,2.875,2.8645832538604736,312000.0,1.999760627746582,2.188867457707723,2.3537978203065935,2.3537978203065935,2.3537978203065935
2000-02-16,2.8645832538604736,2.8125,2.8645832538604736,2.8645832538604736,175200.0,1.999760627746582,2.160710859298706,2.342734158039093,2.342734158039093,2.342734158039093
2000-02-17,2.9895832538604736,2.8958332538604736,2.8958332538604736,2.8958332538604736,272400.0,2.0215752124786377,2.1379256884257,2.333002068779685,2.333002068779685,2.333002068779685
2000-02-18,2.90625,2.8333332538604736,2.90625,2.8541667461395264,106000.0,1.9924885034561157,2.116594910621643,2.322986963917227,2.322986963917227,2.322986963917227
2000-02-22,2.9270832538604736,2.8645832538604736,2.8958332538604736,2.9166667461395264,183600.0,2.036119222640991,2.0991423527399697,2.314790742737906,2.314790742737906,2.314790742737906
2000-02-23,2.9583332538604736,2.90625,2.9166667461395264,2.9375,432000.0,2.050663948059082,2.085083492596944,2.307453887330161,2.307453887330161,2.307453887330161
2000-02-24,2.9583332538604736,2.8958332538604736,2.9375,2.9479167461395264,351600.0,2.0579357147216797,2.0700550158818563,2.3007101529353373,2.3007101529353373,2.3007101529353373
2000-02-25,3.0,2.9270832538604736,2.9791667461395264,2.9375,226800.0,2.050663948059082,2.059874478975932,2.2941299896491203,2.2941299896491203,2.2941299896491203
2000-02-28,2.9583332538604736,2.8854167461395264,2.9583332538604736,2.9270832538604736,101200.0,2.043390989303589,2.0496938308080037,2.2877007845120554,2.2877007845120554,2.2877007845120554
2000-02-29,2.9791667461395264,2.875,2.9166667461395264,2.875,147600.0,2.007032871246338,2.0351500590642293,2.280684086680412,2.280684086680412,2.280684086680412
2000-03-01,2.8854167461395264,2.78125,2.875,2.78125,300000.0,1.9415854215621948,2.024484666188558,2.2724133875311874,2.2724133875311874,2.2724133875311874
2000-03-02,2.7916667461395264,2.6458332538604736,2.78125,2.7291667461395264,640000.0,1.9052265882492065,2.0138193051020306,2.2636708446911404,2.2636708446911404,2.2636708446911404
2000-03-03,2.75,2.6979167461395264,2.75,2.7291667461395264,262000.0,1.9052265882492065,2.0046083450317385,2.2553349317506304,2.2553349317506304,2.2553349317506304
2000-03-06,2.71875,2.6979167461395264,2.7083332538604736,2.7083332538604736,131200.0,1.890682578086853,1.994427784283956,2.2470473782582716,2.2470473782582716,2.2470473782582716
2000-03-07,2.7083332538604736,2.6666667461395264,2.7083332538604736,2.6770832538604736,96000.0,1.8688671588897705,1.9847320000330606,2.238643373383416,2.238643373383416,2.238643373383416
2000-03-08,2.7291667461395264,2.5833332538604736,2.71875,2.7291667461395264,381600.0,1.9052265882492065,1.9784297307332357,2.2313951824022378,2.2313951824022378,2.2313951824022378
2000-03-09,2.71875,2.625,2.71875,2.6666667461395264,229200.0,1.8615942001342773,1.969218635559082,2.2235270763965365,2.2235270763965365,2.2235270763965365
2000-03-10,2.6666667461395264,2.625,2.6458332538604736,2.65625,169200.0,1.854323387145996,1.9580685138702392,2.2158353328704834,2.2158353328704834,2.2158353328704834
2000-03-13,2.6875,2.6458332538604736,2.6875,2.6458332538604736,185200.0,1.8470510244369507,1.9483726819356282,2.208309122494289,2.208309122494289,2.208309122494289
2000-03-14,2.6875,2.5,2.6666667461395264,2.5,486000.0,1.745246171951294,1.9289811452229817,2.199047863483429,2.199047863483429,2.199047863483429
2000-03-15,2.6145832538604736,2.4895832538604736,2.6041667461395264,2.5416667461395264,536800.0,1.7743330001831055,1.91055908203125,2.1843570971488955,2.1907201210657754,2.1907201210657754
2000-03-16,2.75,2.6875,2.6875,2.7291667461395264,508800.0,1.9052265882492065,1.9003784735997518,2.1730071973800658,2.185229860819303,2.185229860819303
2000-03-17,2.75,2.6979167461395264,2.7083332538604736,2.71875,423600.0,1.8979542255401611,1.8901978254318237,2.1616564750671388,2.179809565814036,2.179809565814036
2000-03-20,2.8333332538604736,2.75,2.75,2.8020832538604736,107200.0,1.9561290740966797,1.8843803644180297,2.152192268371582,2.175667334485937,2.175667334485937
