Date,High,Low,Open,Close,Volume,Adj Close,WCG-15ma,WCG-50ma,WCG-100ma,WCG-200ma
2004-08-02,19.600000381469727,19.0,19.5,19.010000228881836,87400,19.010000228881836,19.544000244140626,19.74090931632302,19.74090931632302,19.74090931632302
2004-08-03,19.15999984741211,19.0,19.0,19.049999237060547,81000,19.049999237060547,19.469333521525066,19.710869747659434,19.710869747659434,19.710869747659434
2004-08-04,19.100000381469727,19.0,19.100000381469727,19.079999923706055,138600,19.079999923706055,19.442666880289714,19.68458350499471,19.68458350499471,19.68458350499471
2004-08-05,19.139999389648438,19.010000228881836,19.049999237060547,19.100000381469727,21400,19.100000381469727,19.40933354695638,19.66120018005371,19.66120018005371,19.66120018005371
2004-08-06,19.1200008392334,19.0,19.100000381469727,19.020000457763672,135400,19.020000457763672,19.36600023905436,19.636538652273323,19.636538652273323,19.636538652273323
2004-08-09,19.010000228881836,18.299999237060547,19.0,18.479999542236328,84400,18.479999542236328,19.30800018310547,19.593703870420104,19.593703870420104,19.593703870420104
2004-08-10,18.549999237060547,17.299999237060547,18.510000228881836,17.920000076293945,194500,17.920000076293945,19.219333521525066,19.533928734915598,19.533928734915598,19.533928734915598
2004-08-11,18.149999618530273,17.59000015258789,17.899999618530273,17.90999984741211,360200,17.90999984741211,19.133333460489908,19.47793118707065,19.47793118707065,19.47793118707065
2004-08-12,19.100000381469727,18.450000762939453,18.700000762939453,18.670000076293945,128500,18.670000076293945,19.064666748046875,19.45100015004476,19.45100015004476,19.45100015004476
2004-08-13,19.420000076293945,18.850000381469727,19.209999084472656,19.020000457763672,59700,19.020000457763672,19.012666829427083,19.437096934164725,19.437096934164725,19.437096934164725
2004-08-16,19.25,18.969999313354492,18.969999313354492,19.1299991607666,23000,19.1299991607666,18.970000076293946,19.427500128746033,19.427500128746033,19.427500128746033
2004-08-17,19.100000381469727,18.600000381469727,19.079999923706055,18.600000381469727,108600,18.600000381469727,18.91000010172526,19.40242437882857,19.40242437882857,19.40242437882857
2004-08-18,19.25,18.8700008392334,18.899999618530273,19.15999984741211,48500,19.15999984741211,18.89733339945475,19.395294245551614,19.395294245551614,19.395294245551614
2004-08-19,19.149999618530273,18.90999984741211,19.139999389648438,18.979999542236328,17300,18.979999542236328,18.849333318074546,19.38342868259975,19.38342868259975,19.38342868259975
2004-08-20,19.049999237060547,18.799999237060547,18.8799991607666,18.809999465942383,17300,18.809999465942383,18.795999908447264,19.367500093248154,19.367500093248154,19.367500093248154
2004-08-23,18.799999237060547,18.399999618530273,18.709999084472656,18.5,230500,18.5,18.761999893188477,19.34405414478199,19.34405414478199,19.34405414478199
2004-08-24,18.549999237060547,17.850000381469727,18.5,18.049999237060547,27600,18.049999237060547,18.69533322652181,19.310000068263005,19.310000068263005,19.310000068263005
2004-08-25,18.209999084472656,18.0,18.100000381469727,18.209999084472656,12900,18.209999084472656,18.637333170572916,19.28179491483248,19.28179491483248,19.28179491483248
2004-08-26,18.270000457763672,18.190000534057617,18.25,18.200000762939453,9800,18.200000762939453,18.577333196004233,19.254750061035157,19.254750061035157,19.254750061035157
2004-08-27,18.219999313354492,18.100000381469727,18.200000762939453,18.200000762939453,11700,18.200000762939453,18.52266654968262,19.229024468398677,19.229024468398677,19.229024468398677
2004-08-30,18.299999237060547,18.149999618530273,18.149999618530273,18.200000762939453,29000,18.200000762939453,18.503999964396158,19.20452390398298,19.20452390398298,19.20452390398298
2004-08-31,18.350000381469727,18.100000381469727,18.350000381469727,18.25,92000,18.25,18.525999959309896,19.182325673657793,19.182325673657793,19.182325673657793
2004-09-01,18.530000686645508,18.40999984741211,18.5,18.420000076293945,75600,18.420000076293945,18.559999974568687,19.165000091899525,19.165000091899525,19.165000091899525
2004-09-02,18.850000381469727,18.520000457763672,18.850000381469727,18.649999618530273,62700,18.649999618530273,18.558666610717772,19.153555636935764,19.153555636935764,19.153555636935764
2004-09-03,18.899999618530273,18.549999237060547,18.899999618530273,18.600000381469727,75500,18.600000381469727,18.53066660563151,19.141521827034328,19.141521827034328,19.141521827034328
2004-09-07,18.850000381469727,18.56999969482422,18.600000381469727,18.799999237060547,38500,18.799999237060547,18.508666610717775,19.13425538894978,19.13425538894978,19.13425538894978
2004-09-08,19.200000762939453,18.950000762939453,19.049999237060547,19.0,90800,19.0,18.535333251953126,19.131458401679993,19.131458401679993,19.131458401679993
2004-09-09,19.260000228881836,18.790000915527344,19.0,19.1200008392334,55300,19.1200008392334,18.532666651407876,19.13122457387496,19.13122457387496,19.13122457387496
2004-09-10,19.989999771118164,19.1200008392334,19.1200008392334,19.860000610351562,74600,19.860000610351562,18.591333389282227,19.145800094604493,19.145800094604493,19.145800094604493
2004-09-13,20.399999618530273,19.8799991607666,19.8799991607666,20.360000610351562,156800,20.360000610351562,18.694666798909505,19.162400093078613,19.169607947854434,19.169607947854434
2004-09-14,20.799999237060547,20.399999618530273,20.5,20.770000457763672,65500,20.770000457763672,18.846000162760415,19.168800086975097,19.20038472689115,19.20038472689115
2004-09-15,20.93000030517578,20.469999313354492,20.8700008392334,20.799999237060547,107200,20.799999237060547,19.02933349609375,19.18480007171631,19.230566132743405,19.230566132743405
2004-09-16,20.799999237060547,20.34000015258789,20.700000762939453,20.540000915527344,50700,20.540000915527344,19.184666951497395,19.19360008239746,19.25481492501718,19.25481492501718
2004-09-17,20.579999923706055,19.959999084472656,20.579999923706055,20.06999969482422,29200,20.06999969482422,19.30933354695638,19.190000076293945,19.2696364662864,19.2696364662864
2004-09-20,20.459999084472656,20.170000076293945,20.170000076293945,20.399999618530273,44700,20.399999618530273,19.456000137329102,19.192800064086914,19.289821522576467,19.289821522576467
2004-09-21,20.549999237060547,20.399999618530273,20.399999618530273,20.540000915527344,63200,20.540000915527344,19.61200014750163,19.19260009765625,19.311754494382622,19.311754494382622
2004-09-22,20.790000915527344,20.299999237060547,20.489999771118164,20.600000381469727,33200,20.600000381469727,19.76866683959961,19.201200103759767,19.333965630366883,19.333965630366883
2004-09-23,20.549999237060547,19.68000030517578,20.549999237060547,19.81999969482422,82800,19.81999969482422,19.86200014750163,19.208000106811525,19.342203495866162,19.342203495866162
2004-09-24,19.93000030517578,19.049999237060547,19.84000015258789,19.299999237060547,139400,19.299999237060547,19.905333455403646,19.20200008392334,19.341500091552735,19.341500091552735
2004-09-27,19.520000457763672,19.200000762939453,19.350000381469727,19.399999618530273,63900,19.399999618530273,19.95866673787435,19.196600074768067,19.34245910019171,19.34245910019171
2004-09-28,19.31999969482422,18.40999984741211,19.31999969482422,19.0,119500,19.0,19.972000122070312,19.18960006713867,19.33693556631765,19.33693556631765
2004-09-29,19.3700008392334,18.989999771118164,19.1200008392334,19.3700008392334,198500,19.3700008392334,19.996666844685873,19.19200008392334,19.337460411919487,19.337460411919487
2004-09-30,19.770000457763672,18.850000381469727,19.31999969482422,18.950000762939453,459000,18.950000762939453,19.985333506266276,19.18700008392334,19.331406354904175,19.331406354904175
2004-10-01,19.18000030517578,18.850000381469727,19.049999237060547,19.170000076293945,151900,19.170000076293945,19.939333470662437,19.17640007019043,19.328923181387093,19.328923181387093
2004-10-04,20.190000534057617,19.18000030517578,19.18000030517578,20.079999923706055,123700,20.079999923706055,19.9206667582194,19.18200008392334,19.34030313202829,19.34030313202829
2004-10-05,20.1200008392334,19.950000762939453,20.040000915527344,19.950000762939453,66600,19.950000762939453,19.866000111897787,19.185600090026856,19.349403096668755,19.349403096668755
2004-10-06,20.31999969482422,19.65999984741211,19.799999237060547,20.299999237060547,48200,20.299999237060547,19.83266677856445,19.201600074768066,19.363382451674518,19.363382451674518
2004-10-07,20.350000381469727,19.950000762939453,20.350000381469727,20.059999465942383,21200,20.059999465942383,19.800666681925456,19.21580005645752,19.373478350432023,19.373478350432023
2004-10-08,20.149999618530273,19.950000762939453,20.0,20.0,125900,20.0,19.796000035603843,19.22180004119873,19.382428659711564,19.382428659711564
2004-10-11,20.1200008392334,19.93000030517578,19.950000762939453,20.0,87400,20.0,19.76933339436849,19.229600028991698,19.39112684760295,19.39112684760295
2004-10-12,20.200000762939453,19.829999923706055,19.979999542236328,19.920000076293945,30500,19.920000076293945,19.728000005086262,19.24780002593994,19.39847230911255,19.39847230911255
2004-10-13,20.389999389648438,20.149999618530273,20.149999618530273,20.299999237060547,30600,20.299999237060547,19.70799992879232,19.27280002593994,19.41082199305704,19.41082199305704
2004-10-14,20.06999969482422,19.920000076293945,19.950000762939453,20.049999237060547,22300,20.049999237060547,19.723333231608073,19.292200012207033,19.419459523381413,19.419459523381413
2004-10-15,20.100000381469727,19.799999237060547,20.100000381469727,20.0,47300,20.0,19.769999949137368,19.310200004577638,19.427200063069662,19.427200063069662
2004-10-18,20.229999542236328,19.950000762939453,20.0,20.219999313354492,29200,20.219999313354492,19.824666595458986,19.33419998168945,19.437631632152357,19.437631632152357
2004-10-19,20.170000076293945,18.6200008392334,20.170000076293945,19.979999542236328,256700,19.979999542236328,19.88999989827474,19.364199981689453,19.444675371244355,19.444675371244355
2004-10-20,20.75,20.0,20.0,20.709999084472656,135900,20.709999084472656,19.979333114624023,19.419999961853026,19.460897470131897,19.460897470131897
2004-10-21,20.799999237060547,20.329999923706055,20.65999984741211,20.760000228881836,22400,20.760000228881836,20.099999745686848,19.47699996948242,19.47734180885025,19.47734180885025
2004-10-22,20.920000076293945,20.649999618530273,20.65999984741211,20.920000076293945,99200,20.920000076293945,20.216666412353515,19.521999969482422,19.4953750371933,19.4953750371933
2004-10-25,21.0,20.8799991607666,20.969999313354492,20.989999771118164,35500,20.989999771118164,20.277333068847657,19.56139995574951,19.513827194402246,19.513827194402246
2004-10-26,22.049999237060547,21.149999618530273,21.149999618530273,21.760000228881836,108900,21.760000228881836,20.397999699910482,19.613999977111817,19.541219548481266,19.541219548481266
2004-10-27,21.950000762939453,21.700000762939453,21.799999237060547,21.829999923706055,55600,21.829999923706055,20.49999974568685,19.678599967956544,19.56879521565265,19.56879521565265
2004-10-28,23.5,22.270000457763672,23.5,22.540000915527344,106200,22.540000915527344,20.66533317565918,19.746199989318846,19.604166712079728,19.604166712079728
2004-10-29,23.020000457763672,22.149999618530273,22.639999389648438,22.899999618530273,91300,22.899999618530273,20.858666483561198,19.824599990844728,19.6429412168615,19.6429412168615
2004-11-01,22.899999618530273,22.65999984741211,22.899999618530273,22.84000015258789,86000,22.84000015258789,21.047999827067056,19.905200004577637,19.680116320765297,19.680116320765297
2004-11-02,23.049999237060547,22.450000762939453,22.75,22.75,52500,22.75,21.23666648864746,19.990200004577638,19.715402340066845,19.715402340066845
2004-11-03,23.5,22.950000762939453,23.0,23.5,41600,23.5,21.449999872843424,20.099200019836427,19.758409131656993,19.758409131656993
2004-11-04,23.799999237060547,23.25,23.450000762939453,23.799999237060547,201600,23.799999237060547,21.699999872843424,20.211000022888182,19.803820256436808,19.803820256436808
2004-11-05,27.8799991607666,25.510000228881836,25.700000762939453,26.649999618530273,378000,26.649999618530273,22.143333180745444,20.38,19.879888916015624,19.879888916015624
2004-11-08,28.049999237060547,26.649999618530273,26.649999618530273,27.25,140100,27.25,22.611999893188475,20.560999984741212,19.96087914770776,19.96087914770776
2004-11-09,28.299999237060547,27.5,27.5,27.559999465942383,187300,27.559999465942383,23.117333221435548,20.74819995880127,20.043478281601615,20.043478281601615
2004-11-10,27.829999923706055,26.610000610351562,27.520000457763672,26.829999923706055,104500,26.829999923706055,23.52533327738444,20.91979995727539,20.116451632591986,20.116451632591986
2004-11-11,27.25,26.34000015258789,26.75,26.65999984741211,133300,26.65999984741211,23.91866658528646,21.084599952697754,20.186063847643265,20.186063847643265
2004-11-12,26.700000762939453,25.799999237060547,26.700000762939453,26.290000915527344,85800,26.290000915527344,24.27666664123535,21.237399978637697,20.250315816778887,20.250315816778887
2004-11-15,27.0,26.350000381469727,26.350000381469727,26.3799991607666,227000,26.3799991607666,24.63599993387858,21.392999954223633,20.314166684945423,20.314166684945423
2004-11-16,26.5,25.799999237060547,26.420000076293945,26.399999618530273,185900,26.399999618530273,24.94533322652181,21.544999961853026,20.376907230652485,20.376907230652485
2004-11-17,28.75,26.549999237060547,26.549999237060547,28.25,391800,28.25,25.373333231608072,21.72999996185303,20.457244911972357,20.457244911972357
2004-11-18,29.329999923706055,28.5,28.5,28.829999923706055,212200,28.829999923706055,25.792666498819987,21.92419994354248,20.541818194919163,20.541818194919163
2004-11-19,28.989999771118164,28.549999237060547,28.950000762939453,28.700000762939453,142200,28.700000762939453,26.1793332417806,22.10099994659424,20.623400020599366,20.623400020599366
2004-11-22,29.549999237060547,28.799999237060547,28.850000381469727,29.040000915527344,137400,29.040000915527344,26.592666625976562,22.274599952697756,20.718500022888183,20.706732702727365
2004-11-23,29.350000381469727,27.799999237060547,28.700000762939453,28.5,126500,28.5,26.975999959309895,22.429199943542482,20.799000015258787,20.783137284073174
2004-11-24,28.979999542236328,28.139999389648438,28.399999618530273,28.8700008392334,99900,28.8700008392334,27.334000015258788,22.59059997558594,20.887700023651124,20.86165052247279
2004-11-26,29.780000686645508,28.899999618530273,28.899999618530273,29.600000381469727,171100,29.600000381469727,27.7206667582194,22.771799964904787,20.982700023651123,20.945673117270836
2004-11-29,30.649999618530273,29.649999618530273,29.850000381469727,30.229999542236328,101200,30.229999542236328,27.959333419799805,22.974999961853026,21.082500019073485,21.03409527369908
2004-11-30,32.95000076293945,30.149999618530273,30.600000381469727,32.77000045776367,137000,32.77000045776367,28.327333450317383,23.222399978637696,21.207600021362303,21.144811360341198
2004-12-01,33.22999954223633,31.350000381469727,33.02000045776367,31.90999984741211,145600,31.90999984741211,28.617333475748698,23.449799957275392,21.32120002746582,21.24542059853812
2004-12-02,32.540000915527344,31.25,32.29999923706055,31.68000030517578,398300,31.68000030517578,28.940666834513348,23.67139995574951,21.436300029754637,21.342037077303285
2004-12-03,31.8799991607666,30.75,31.8799991607666,31.469999313354492,118000,31.469999313354492,29.261333465576172,23.904399948120115,21.55620002746582,21.4349541620377
2004-12-06,31.829999923706055,31.010000228881836,31.350000381469727,31.3799991607666,87100,31.3799991607666,29.600666681925457,24.145999946594237,21.674000015258787,21.525363662026145
2004-12-07,34.18000030517578,31.299999237060547,31.3799991607666,33.0,449200,33.0,30.04200007120768,24.41799995422363,21.80730001449585,21.628738764170055
2004-12-08,33.56999969482422,30.75,33.0,32.849998474121094,205700,32.849998474121094,30.471999994913737,24.694999923706053,21.942299995422363,21.7289285830089
2004-12-09,33.209999084472656,31.450000762939453,33.0,32.95000076293945,161000,32.95000076293945,30.7853333791097,24.966599922180176,22.079300003051756,21.8282301067251
2004-12-10,33.04999923706055,32.25,33.04999923706055,32.400001525878906,117300,32.400001525878906,31.023333485921224,25.235599937438966,22.211300010681153,21.920964943735225
2004-12-13,34.5099983215332,31.989999771118164,32.470001220703125,33.599998474121094,274200,33.599998474121094,31.35,25.52419990539551,22.35029998779297,22.022521757042927
2004-12-14,34.54999923706055,33.56999969482422,34.029998779296875,33.65999984741211,233500,33.65999984741211,31.657999928792318,25.79579990386963,22.488899993896485,22.12284484402887
2004-12-15,34.849998474121094,33.560001373291016,33.66999816894531,34.619998931884766,278600,34.619998931884766,32.065999857584636,26.089199867248535,22.637399978637696,22.229658126831055
2004-12-16,34.900001525878906,32.7400016784668,34.68000030517578,33.119998931884766,567900,33.119998931884766,32.34933306376139,26.34559986114502,22.773599967956542,22.321949150602695
2004-12-17,32.29999923706055,30.510000228881836,32.29999923706055,31.899999618530273,3013500,31.899999618530273,32.5026663462321,26.582399864196777,22.89909996032715,22.40243696966091
2004-12-20,31.950000762939453,31.200000762939453,31.940000534057617,31.25,259300,31.25,32.57066637674968,26.80739986419678,23.014599952697754,22.476166661580404
2004-12-21,31.610000610351562,31.059999465942383,31.18000030517578,31.350000381469727,204200,31.350000381469727,32.475999704996745,27.03439987182617,23.131999950408936,22.54950413033982
2004-12-22,31.25,30.010000228881836,31.149999618530273,30.6200008392334,200600,30.6200008392334,32.38999977111816,27.24839988708496,23.24809995651245,22.6156557427078
2004-12-23,30.940000534057617,30.309999465942383,30.3700008392334,30.75,86800,30.75,32.32799975077311,27.45739990234375,23.365099964141844,22.681788622848387
2004-12-27,31.190000534057617,30.18000030517578,30.799999237060547,30.5,201200,30.5,32.26333312988281,27.66639991760254,23.479299964904786,22.74483871459961
2004-12-28,32.0,30.200000762939453,30.399999618530273,31.75,265400,31.75,32.28799985249837,27.90139991760254,23.60579996109009,22.81688000488281
2004-12-29,32.38999938964844,31.25,32.0,32.349998474121094,363200,32.349998474121094,32.24466641743978,28.14399990081787,23.739099941253663,22.892539675273593
2004-12-30,32.5,31.75,32.400001525878906,32.209999084472656,92100,32.209999084472656,32.201999791463216,28.388599891662597,23.876399936676027,22.96590549739327
2004-12-31,33.209999084472656,32.29999923706055,32.43000030517578,32.5,208200,32.5,32.17199974060058,28.624399909973146,24.022199935913086,23.040390610694885
2005-01-03,33.0,32.5,32.5099983215332,32.70000076293945,385700,32.70000076293945,32.191999689737955,28.863199920654296,24.17009994506836,23.115271309549495
2005-01-04,32.849998474121094,31.510000228881836,32.79999923706055,31.84000015258789,145800,31.84000015258789,32.07466646830241,29.081599922180175,24.3017999458313,23.182384608342097
2005-01-05,32.900001525878906,31.450000762939453,31.649999618530273,32.65999984741211,421300,32.65999984741211,32.00799980163574,29.314999923706054,24.438199939727784,23.25473281627393
2005-01-06,32.93000030517578,31.559999465942383,32.72999954223633,31.65999984741211,232200,31.65999984741211,31.810666529337563,29.51299991607666,24.563499946594238,23.31840908166134
2005-01-07,31.709999084472656,30.020000457763672,31.709999084472656,31.010000228881836,282200,31.010000228881836,31.66999994913737,29.696599922180177,24.68759994506836,23.376240594046457
2005-01-10,31.049999237060547,29.0,31.0,30.020000457763672,535600,30.020000457763672,31.54466667175293,29.846199913024904,24.796199951171875,23.425820891536883
2005-01-11,30.200000762939453,29.610000610351562,30.020000457763672,30.0,302800,30.0,31.461333338419596,29.988199920654296,24.90639995574951,23.474518514562536
2005-01-12,30.950000762939453,29.850000381469727,29.950000762939453,30.950000762939453,251700,30.950000762939453,31.434666697184245,30.15039993286133,25.02779996871948,23.5294852958006
2005-01-13,31.84000015258789,31.040000915527344,31.049999237060547,31.84000015258789,291900,31.84000015258789,31.51599998474121,30.332199935913085,25.161199970245363,23.59014598818591
2005-01-14,32.33000183105469,31.760000228881836,31.899999618530273,32.20000076293945,267200,32.20000076293945,31.61266670227051,30.506199951171876,25.30269998550415,23.65253624017688
2005-01-18,32.220001220703125,31.799999237060547,32.209999084472656,32.130001068115234,155400,32.130001068115234,31.721333440144857,30.67279998779297,25.441900005340575,23.713525195773556
2005-01-19,32.20000076293945,31.549999237060547,32.029998779296875,31.780000686645508,98000,31.780000686645508,31.723333485921223,30.775400009155273,25.577700004577636,23.771142877851215
2005-01-20,32.400001525878906,31.600000381469727,31.850000381469727,32.279998779296875,232100,32.279998779296875,31.71866683959961,30.87599998474121,25.71849998474121,23.831489373606146
2005-01-21,32.5,32.099998474121094,32.43000030517578,32.34000015258789,198200,32.34000015258789,31.72733357747396,30.971599998474122,25.859899978637696,23.891408463598978
2005-01-24,32.439998626708984,31.81999969482422,32.400001525878906,31.8799991607666,108700,31.8799991607666,31.68600018819173,31.072599983215333,25.99619997024536,23.94727273420854
2005-01-25,32.27000045776367,31.75,31.850000381469727,31.799999237060547,78700,31.799999237060547,31.626000086466473,31.1753999710083,26.129999961853027,24.001805557145012
2005-01-26,33.56999969482422,31.649999618530273,31.799999237060547,33.099998474121094,423300,33.099998474121094,31.709999974568685,31.311599922180175,26.274499950408934,24.064551715193122
2005-01-27,34.20000076293945,32.630001068115234,33.04999923706055,33.349998474121094,311500,33.349998474121094,31.75599988301595,31.450999908447265,26.42199993133545,24.12815066559674
2005-01-28,33.63999938964844,32.599998474121094,33.599998474121094,33.58000183105469,120400,33.58000183105469,31.88400001525879,31.594599952697752,26.56979995727539,24.192448972844755
2005-01-31,35.59000015258789,33.47999954223633,33.880001068115234,35.20000076293945,606000,35.20000076293945,32.163333384195965,31.733599967956543,26.731799964904784,24.266824322777826
2005-02-01,36.5,35.11000061035156,35.29999923706055,35.63999938964844,449700,35.63999938964844,32.53799997965495,31.86979995727539,26.896999950408937,24.343154356783668
2005-02-02,36.45000076293945,33.29999923706055,35.650001525878906,36.279998779296875,500500,36.279998779296875,32.95666656494141,32.02139991760254,27.06119993209839,24.42273331960042
2005-02-03,36.75,35.400001525878906,36.189998626708984,35.779998779296875,230500,35.779998779296875,33.278666432698564,32.15619987487793,27.21539991378784,24.497946998141458
2005-02-04,37.5,36.0,36.15999984741211,37.380001068115234,234400,37.380001068115234,33.64799982706706,32.33379989624024,27.381499919891358,24.582697353864972
2005-02-07,37.97999954223633,36.09000015258789,37.97999954223633,36.880001068115234,213100,36.880001068115234,33.95999984741211,32.49399990081787,27.542299938201904,24.663071887945037
2005-02-08,37.060001373291016,35.81999969482422,36.97999954223633,36.2599983215332,104700,36.2599983215332,34.23533299763997,32.62719985961914,27.699499912261963,24.73837660504626
2005-02-09,36.459999084472656,34.869998931884766,36.40999984741211,35.38999938964844,150600,35.38999938964844,34.47599957784017,32.73039985656738,27.852699909210205,24.807096752043694
2005-02-10,35.849998474121094,34.20000076293945,35.75,35.16999816894531,181100,35.16999816894531,34.668666203816734,32.778399810791015,28.000399894714356,24.873525607280243
2005-02-11,36.470001220703125,35.11000061035156,35.16999816894531,36.439998626708984,215800,36.439998626708984,34.941999435424805,32.86899978637695,28.15939987182617,24.947197409951762
2005-02-14,38.4900016784668,36.900001525878906,37.439998626708984,37.95000076293945,443500,37.95000076293945,35.346666208902995,32.994399795532225,28.33289987564087,25.02949363370485
2005-02-15,36.310001373291016,32.95000076293945,36.29999923706055,34.66999816894531,1082100,34.66999816894531,35.53799947102865,33.058399772644044,28.48139986038208,25.090125737700074
2005-02-16,34.650001525878906,33.86000061035156,34.599998474121094,34.41999816894531,391000,34.41999816894531,35.625999450683594,33.11919975280762,28.632599849700927,25.148437440395355
2005-02-17,34.150001525878906,33.029998779296875,34.119998931884766,33.58000183105469,311600,33.58000183105469,35.6413330078125,33.130799789428714,28.774399871826173,25.20080740555473
2005-02-18,33.79999923706055,32.099998474121094,33.58000183105469,32.70000076293945,255100,32.70000076293945,35.58266626993815,33.12779983520508,28.911399879455566,25.247098722575622
2005-02-22,32.0,30.149999618530273,31.579999923706055,30.31999969482422,604200,30.31999969482422,35.25733286539714,33.07519981384277,29.020899868011476,25.278220814429908
2005-02-23,31.600000381469727,29.510000228881836,29.549999237060547,31.489999771118164,408500,31.489999771118164,34.98066622416179,33.05699977874756,29.14629985809326,25.316097515385326
2005-02-24,31.5,30.100000381469727,31.450000762939453,31.200000762939453,386400,31.200000762939453,34.64199968973796,33.008999824523926,29.266599864959716,25.35175753506747
2005-02-25,31.3700008392334,30.530000686645508,31.049999237060547,31.3700008392334,255100,31.3700008392334,34.347999827067056,32.96319984436035,29.37949987411499,25.38801201280341
2005-02-28,31.600000381469727,30.649999618530273,31.350000381469727,31.389999389648438,397200,31.389999389648438,33.948666381835935,32.89859985351563,29.49389986038208,25.423952056976134
2005-03-01,32.2400016784668,31.219999313354492,31.389999389648438,32.060001373291016,150400,32.060001373291016,33.627333068847655,32.87739990234375,29.611499881744386,25.46345235052563
2005-03-02,32.189998626708984,31.329999923706055,32.0,32.13999938964844,131600,32.13999938964844,33.35266647338867,32.882199897766114,29.732299880981444,25.502958546023397
2005-03-03,32.20000076293945,30.809999465942383,32.189998626708984,31.010000228881836,139400,31.010000228881836,33.06066652933757,32.87739990234375,29.842399883270264,25.53535290886374
2005-03-04,31.920000076293945,30.100000381469727,31.15999984741211,31.81999969482422,234200,31.81999969482422,32.837333297729494,32.88679988861084,29.960599880218506,25.572105229249473
2005-03-07,32.849998474121094,31.8799991607666,32.75,32.15999984741211,161400,32.15999984741211,32.55200004577637,32.91759986877442,30.082999877929687,25.61040694214577
2005-03-08,32.66999816894531,31.899999618530273,32.2599983215332,32.04999923706055,395500,32.04999923706055,32.15866661071777,32.94359985351562,30.200499877929687,25.647630018994988
2005-03-09,32.20000076293945,31.610000610351562,32.0,31.75,151200,31.75,31.964000066121418,32.96859985351563,30.317499885559084,25.682701110839844
2005-03-10,31.899999618530273,31.149999618530273,31.75,31.479999542236328,70300,31.479999542236328,31.768000157674155,32.96319984436035,30.432299880981446,25.715828530447823
