Date,High,Low,Open,Close,Volume,Adj Close,JBHT-15ma,JBHT-50ma,JBHT-100ma,JBHT-200ma
2000-01-24,3.140625,3.0,3.1171875,3.03125,211600.0,2.541135549545288,2.697446044286092,2.697446044286092,2.697446044286092,2.697446044286092
2000-01-25,3.15625,3.0,3.09375,3.0,222400.0,2.5149383544921875,2.6773614406585695,2.686039313673973,2.686039313673973,2.686039313673973
2000-01-26,3.25,3.03125,3.03125,3.21875,244800.0,2.698319435119629,2.679107936223348,2.686761673759012,2.686761673759012,2.686761673759012
2000-01-27,3.296875,3.0625,3.21875,3.1015625,382000.0,2.6000795364379883,2.672558609644572,2.6819459994633994,2.6819459994633994,2.6819459994633994
2000-01-28,3.171875,3.03125,3.109375,3.171875,214000.0,2.6590232849121094,2.664699427286784,2.680739540802805,2.680739540802805,2.680739540802805
2000-01-31,3.1875,2.9375,3.0,3.15625,976800.0,2.6459250450134277,2.65596702893575,2.678998816013336,2.678998816013336,2.678998816013336
2000-02-01,3.140625,3.0625,3.1328125,3.109375,166800.0,2.616992712020874,2.6505452473958333,2.6760461443946477,2.6760461443946477,2.6760461443946477
2000-02-02,3.21875,3.09375,3.109375,3.171875,256000.0,2.669595718383789,2.6460106213887533,2.675752943212336,2.675752943212336,2.675752943212336
2000-02-03,3.1875,3.125,3.15625,3.140625,254400.0,2.643294095993042,2.6414690812428794,2.67434168898541,2.67434168898541,2.67434168898541
2000-02-04,3.1875,3.109375,3.109375,3.125,103200.0,2.630143880844116,2.635177564620972,2.6725001136461892,2.6725001136461892,2.6725001136461892
2000-02-07,3.140625,3.0625,3.1328125,3.078125,298400.0,2.5906929969787598,2.626255989074707,2.6692278289794924,2.6692278289794924,2.6692278289794924
2000-02-08,3.15625,3.03125,3.03125,3.078125,278400.0,2.5906929969787598,2.619080893198649,2.6662072585179257,2.6662072585179257,2.6662072585179257
2000-02-09,3.125,3.03125,3.03125,3.0625,713600.0,2.5775411128997803,2.6171417395273844,2.662923327198735,2.662923327198735,2.662923327198735
2000-02-10,3.09375,3.0,3.0625,3.015625,149600.0,2.538088798522949,2.606459697087606,2.6584649511746,2.6584649511746,2.6584649511746
2000-02-11,3.078125,2.96875,3.0,3.046875,118000.0,2.564389705657959,2.605390214920044,2.6552209771912674,2.6552209771912674,2.6552209771912674
2000-02-14,3.09375,2.953125,3.0,3.078125,224000.0,2.5906929969787598,2.608694044748942,2.6530700445175173,2.6530700445175173,2.6530700445175173
2000-02-15,3.078125,2.8125,3.0625,2.9140625,529600.0,2.452609062194824,2.6045387585957847,2.646603561216785,2.646603561216785,2.646603561216785
2000-02-16,2.9375,2.84375,2.921875,2.8671875,512800.0,2.413156270980835,2.5855278809865316,2.6393083333969116,2.6393083333969116,2.6393083333969116
2000-02-17,2.9375,2.671875,2.9375,2.71875,570400.0,2.2882256507873535,2.564737621943156,2.628669464226925,2.628669464226925,2.628669464226925
2000-02-18,2.8125,2.6875,2.78125,2.71875,498400.0,2.2882256507873535,2.540017779668172,2.618656410890467,2.618656410890467,2.618656410890467
2000-02-22,2.75,2.6875,2.734375,2.734375,342400.0,2.3013756275177,2.51704781850179,2.609591245651245,2.609591245651245,2.609591245651245
2000-02-23,2.8671875,2.75,2.8671875,2.796875,530800.0,2.353978395462036,2.499513530731201,2.6024908887015448,2.6024908887015448,2.6024908887015448
2000-02-24,2.8125,2.703125,2.765625,2.765625,970800.0,2.3276774883270264,2.4767189820607505,2.5950634995022335,2.5950634995022335,2.5950634995022335
2000-02-25,2.828125,2.71875,2.765625,2.8203125,756400.0,2.3737058639526367,2.4587464332580566,2.589238298566718,2.589238298566718,2.589238298566718
2000-02-28,2.765625,2.625,2.75,2.71875,293600.0,2.2882256507873535,2.4359518845876056,2.5815200255467343,2.5815200255467343,2.5815200255467343
2000-02-29,2.875,2.625,2.734375,2.875,257600.0,2.4197323322296143,2.4245545069376626,2.577475333213806,2.577475333213806,2.577475333213806
2000-03-01,3.0,2.78125,2.796875,2.9375,256800.0,2.4723353385925293,2.4166639963785808,2.574910943101092,2.574910943101092,2.574910943101092
2000-03-02,2.9375,2.8125,2.90625,2.828125,382000.0,2.380279779434204,2.403513240814209,2.57027686777569,2.57027686777569,2.57027686777569
2000-03-03,2.9375,2.8125,2.8125,2.875,164800.0,2.4197323322296143,2.395622809727987,2.566775832065316,2.566775832065316,2.566775832065316
2000-03-06,2.9375,2.8125,2.828125,2.859375,326800.0,2.406580924987793,2.3851022243499758,2.563135038722645,2.563135038722645,2.563135038722645
2000-03-07,2.859375,2.75,2.84375,2.828125,429600.0,2.380279779434204,2.371074676513672,2.559071588516235,2.559071588516235,2.559071588516235
2000-03-08,2.96875,2.75,2.765625,2.875,369600.0,2.4197323322296143,2.368882894515991,2.5560424742491348,2.5560424742491348,2.5560424742491348
2000-03-09,3.0625,2.875,2.9375,3.0625,528000.0,2.5775411128997803,2.3798418839772544,2.5564998920927655,2.5564998920927655,2.5564998920927655
2000-03-10,3.21875,3.015625,3.078125,3.21875,280400.0,2.709048271179199,2.4078967253367107,2.559677983323733,2.559677983323733,2.559677983323733
2000-03-13,3.5,3.15625,3.234375,3.3984375,596400.0,2.860280990600586,2.446033747990926,2.565812738574281,2.565812738574281,2.565812738574281
2000-03-14,4.0,3.5625,3.84375,3.59375,1668000.0,3.0246646404266357,2.4942530155181886,2.574989776611328,2.574989776611328,2.574989776611328
2000-03-15,3.875,3.625,3.734375,3.75,1592400.0,3.156172752380371,2.547732639312744,2.581789083480835,2.5863855212342504,2.5863855212342504
2000-03-16,3.90625,3.65625,3.78125,3.875,1379600.0,3.261378288269043,2.6099793593088787,2.5935742092132568,2.599366151369535,2.599366151369535
2000-03-17,3.9375,3.6875,3.765625,3.8125,867600.0,3.208775520324707,2.6656506697336835,2.6037833309173584,2.6108644413498214,2.6108644413498214
2000-03-20,3.90625,3.75,3.8125,3.828125,382000.0,3.221926212310791,2.727897373835246,2.6126836347579956,2.6221804000713207,2.6221804000713207
2000-03-21,3.90625,3.75,3.78125,3.875,342400.0,3.261378288269043,2.7840071042378742,2.622372980117798,2.6338021798567337,2.6338021798567337
2000-03-22,3.90625,3.8125,3.8359375,3.875,462000.0,3.261378288269043,2.836609967549642,2.633634157180786,2.6450088960783824,2.6450088960783824
2000-03-23,4.0,3.8125,3.828125,3.96875,337200.0,3.340282917022705,2.9006101767222088,2.6456875133514406,2.6572066859195105,2.6572066859195105
2000-03-24,4.0,3.8125,3.9375,3.8125,463200.0,3.208775520324707,2.9532130559285483,2.6556346797943116,2.6667164934092553,2.6667164934092553
2000-03-27,3.9375,3.78125,3.828125,3.8125,307600.0,3.208775520324707,3.0066926956176756,2.665319857597351,2.6759039345434155,2.6759039345434155
2000-03-28,3.890625,3.578125,3.84375,3.578125,1338000.0,3.0115139484405518,3.0487749735514322,2.6710598039627076,2.6814974347750344,2.6814974347750344
2000-03-29,3.90625,3.734375,3.75,3.859375,538800.0,3.24822735786438,3.1040079752604166,2.6820579624176024,2.690788089251909,2.690788089251909
2000-03-30,3.875,3.6875,3.78125,3.84375,639600.0,3.235077142715454,3.1478437105814616,2.6946269369125364,2.699566944952934,2.699566944952934
2000-03-31,3.875,3.25,3.859375,3.421875,1591600.0,2.8800079822540283,3.159241024653117,2.6982607078552245,2.702431088402158,2.702431088402158
2000-04-03,3.640625,3.34375,3.40625,3.625,360400.0,3.050966739654541,3.1719534079233807,2.7076714038848877,2.7078769579529762,2.7078769579529762
2000-04-04,3.6875,3.40625,3.6875,3.46875,279600.0,2.919459342956543,3.1649397214253745,2.7152378797531127,2.7111320715684157,2.7111320715684157
2000-04-05,3.75,3.46875,3.53125,3.65625,130800.0,3.077268362045288,3.1596794287363688,2.7264844799041748,2.7166795911210957,2.7166795911210957
2000-04-06,3.75,3.59375,3.671875,3.59375,138800.0,3.0246646404266357,3.143898518880208,2.733011384010315,2.721276382901775,2.721276382901775
2000-04-07,3.640625,3.46875,3.625,3.546875,224800.0,2.9852139949798584,3.128994417190552,2.7407140731811523,2.725157818373512,2.725157818373512
2000-04-10,3.5390625,3.28125,3.5390625,3.375,579200.0,2.840555191040039,3.103569682439168,2.744344711303711,2.726830244064331,2.726830244064331
2000-04-11,3.53125,3.34375,3.375,3.53125,420400.0,2.972062826156616,3.0842819849650067,2.7508674669265747,2.7303335666656494,2.7303335666656494
2000-04-12,3.5625,3.40625,3.5625,3.515625,190000.0,2.958911657333374,3.0641175429026286,2.7577058458328247,2.733552976393364,2.733552976393364
2000-04-13,3.59375,3.40625,3.5625,3.5625,305600.0,2.998363494873047,3.041322914759318,2.7642812013626097,2.737230900261137,2.737230900261137
2000-04-14,3.71875,3.46875,3.625,3.546875,520800.0,2.9852139949798584,3.0264188130696614,2.771119599342346,2.7406279289559143,2.7406279289559143
2000-04-17,3.859375,3.53125,3.53125,3.8125,820400.0,3.208775520324707,3.0264188130696614,2.782692232131958,2.7469542477581954,2.7469542477581954
2000-04-18,3.96875,3.796875,3.796875,3.96875,747200.0,3.340282917022705,3.0483367443084717,2.797684030532837,2.754865296681722,2.754865296681722
2000-04-19,4.203125,3.859375,3.875,4.03125,582800.0,3.392885208129883,3.0579806009928387,2.8137278747558594,2.763260295516566,2.763260295516566
2000-04-20,4.2578125,3.96875,3.96875,4.15625,754000.0,3.4980897903442383,3.075514777501424,2.8321388483047487,2.772803535709133,2.772803535709133
2000-04-24,4.1875,3.921875,4.1875,4.0,562800.0,3.3665835857391357,3.107953151067098,2.8487087440490724,2.780416100453108,2.780416100453108
2000-04-25,4.25,3.96875,3.96875,4.234375,448400.0,3.563845157623291,3.142145045598348,2.868697853088379,2.790332923961591,2.790332923961591
2000-04-26,4.3125,4.125,4.17578125,4.25,488400.0,3.5769951343536377,3.185980765024821,2.8884238958358766,2.800166201591492,2.800166201591492
2000-04-27,4.171875,3.984375,4.15625,4.03125,407600.0,3.392885208129883,3.207021888097127,2.9072294187545777,2.807483720190731,2.807483720190731
2000-04-28,4.125,3.96875,4.0,4.125,577600.0,3.471789836883545,3.236830234527588,2.9284020900726317,2.815585014296741,2.815585014296741
2000-05-01,4.15625,3.96875,4.109375,4.13671875,299600.0,3.4816534519195557,3.2699261983235677,2.952270646095276,2.8236099352319557,2.8236099352319557
2000-05-02,4.15625,4.046875,4.0625,4.0625,112400.0,3.41918683052063,3.308501640955607,2.9748898696899415,2.8307001363663447,2.8307001363663447
2000-05-03,4.0625,3.9375,3.96875,4.0625,202400.0,3.41918683052063,3.338309907913208,2.99724609375,2.837623509238748,2.837623509238748
2000-05-04,4.375,3.96875,4.0,4.265625,794000.0,3.5901472568511963,3.3803922812143963,3.0219694709777833,2.8463737853737765,2.8463737853737765
2000-05-05,4.34375,4.109375,4.328125,4.15625,174800.0,3.4980897903442383,3.4137073675791423,3.0453777170181273,2.8538647739366554,2.8538647739366554
2000-05-08,4.28125,4.0625,4.140625,4.0625,307600.0,3.41918683052063,3.442638889948527,3.0662873363494874,2.8602888882160187,2.8602888882160187
2000-05-09,4.25,4.046875,4.21875,4.21875,187200.0,3.550694704055786,3.4654335021972655,3.091536717414856,2.8680462569333196,2.8680462569333196
2000-05-10,4.21875,4.140625,4.1875,4.171875,264400.0,3.511242389678955,3.476830800374349,3.113366918563843,2.875192880630493,2.875192880630493
2000-05-11,4.203125,3.921875,4.171875,4.015625,430000.0,3.3797340393066406,3.475954055786133,3.131514892578125,2.8807372889675937,2.8807372889675937
2000-05-12,4.25,4.0,4.09375,4.03125,246800.0,3.392885208129883,3.4689404169718423,3.1517670011520384,2.8863041141758794,2.8863041141758794
2000-05-15,4.140625,3.9375,4.140625,3.953125,305200.0,3.327131986618042,3.4663103103637694,3.1699149942398073,2.8910441988257953,2.8910441988257953
2000-05-16,4.078125,3.9375,3.9375,4.0625,261600.0,3.41918683052063,3.456666421890259,3.190167112350464,2.8966627374608467,2.8966627374608467
2000-05-17,4.125,3.90625,3.9375,4.0625,426400.0,3.41918683052063,3.4461458683013917,3.2109452533721923,2.9021629910720024,2.9021629910720024
2000-05-18,4.09375,3.984375,4.015625,4.03125,349200.0,3.392885208129883,3.4461458683013917,3.2304083108901978,2.9072746808330217,2.9072746808330217
2000-05-19,4.0,3.921875,3.9609375,3.921875,464000.0,3.300830364227295,3.434748570124308,3.244874095916748,2.9113319559195605,2.9113319559195605
2000-05-22,3.953125,3.828125,3.9375,3.84375,169200.0,3.235077142715454,3.4183101495107016,3.2553946733474732,2.9146354782338046,2.9146354782338046
2000-05-23,3.9375,3.828125,3.90625,3.828125,416400.0,3.221926212310791,3.4051594416300457,3.2626275777816773,2.917739425042663,2.917739425042663
2000-05-24,3.890625,3.78125,3.890625,3.8125,324400.0,3.208775520324707,3.3911320209503173,3.2663097953796387,2.9206497859954834,2.9206497859954834
2000-05-25,3.96875,3.875,3.875,3.921875,369600.0,3.300830364227295,3.3718442281087238,3.269202947616577,2.925496015548706,2.9244139501363926
2000-05-26,4.078125,3.859375,3.890625,4.046875,468800.0,3.406036376953125,3.3657073338826495,3.272096109390259,2.932835159301758,2.9291357386345958
2000-05-30,4.078125,3.96875,3.96875,4.015625,92000.0,3.3797340393066406,3.363077147801717,3.2755152797698974,2.939649305343628,2.9335104794178193
2000-05-31,4.125,3.96875,4.015625,4.0,277200.0,3.3665835857391357,3.3508030732472736,3.2784084272384644,2.94554603099823,2.937674643901678
2000-06-01,4.109375,3.9375,4.0,4.09375,373600.0,3.445488214492798,3.3464194615681966,3.2820906257629394,2.9522318029403687,2.9425109636215936
2000-06-02,4.125,4.0,4.125,4.0,76400.0,3.3665835857391357,3.3455427646636964,3.284194731712341,2.9589144444465636,2.94651164873591
2000-06-05,4.125,3.921875,3.921875,4.0625,232000.0,3.41918683052063,3.347296206156413,3.2857728099822996,2.9657301616668703,2.950929173799319
2000-06-06,4.109375,4.0,4.0,4.0,293600.0,3.3665835857391357,3.349926312764486,3.2889289712905883,2.97228182554245,2.9547778257617243
2000-06-07,4.109375,3.953125,4.015625,4.0,967200.0,3.3665835857391357,3.346419429779053,3.292085132598877,2.978702495098114,2.95855586025693
2000-06-08,4.0,3.90625,3.9375,3.953125,196800.0,3.327131986618042,3.340282440185547,3.298397493362427,2.9847286486625673,2.9619065523147583
2000-06-09,4.03125,3.921875,4.0,3.96875,159600.0,3.340282917022705,3.336775620778402,3.3002386045455934,2.991148283481598,2.9653153483932084
2000-06-12,4.03125,3.953125,4.015625,4.0,236000.0,3.3665835857391357,3.3411591688791913,3.3028687334060667,2.9987478351593015,2.9688981005123685
2000-06-13,4.015625,3.9375,3.9375,4.0,416800.0,3.3665835857391357,3.3499262650807697,3.3126002454757693,3.005430476665497,2.9724174410895965
2000-06-14,4.015625,3.875,3.9375,4.015625,229200.0,3.3797340393066406,3.3604467868804933,3.3191755914688112,3.0134234976768495,2.975990393705535
2000-06-15,4.015625,3.953125,4.0,4.015625,332800.0,3.3797340393066406,3.371844021479289,3.328381085395813,3.021809482574463,2.97950120801511
2000-06-16,3.953125,3.796875,3.84375,3.859375,758000.0,3.24822735786438,3.3683371543884277,3.3318002653121948,3.029142372608185,2.98181781275519
2000-06-19,3.9375,3.75,3.890625,3.921875,550800.0,3.300830364227295,3.361323420206706,3.337323579788208,3.0351674818992613,2.9845444157592254
2000-06-20,3.984375,3.8125,3.953125,3.984375,341200.0,3.35343337059021,3.359570042292277,3.344687967300415,3.042701020240784,2.9876705933425387
2000-06-21,4.0,3.953125,3.953125,3.96875,146400.0,3.340282917022705,3.3578166643778484,3.3546825218200684,3.0495136165618897,2.99063372211296
2000-06-22,4.0,3.8125,4.0,3.8125,407600.0,3.208775520324707,3.3420358180999754,3.3594167757034303,3.0551421213150025,2.9924515704313914
2000-06-23,3.90625,3.71875,3.90625,3.71875,215200.0,3.129871129989624,3.3262549877166747,3.362835965156555,3.06027090549469,2.9935872692707157
2000-06-26,3.78125,3.703125,3.78125,3.75,76800.0,3.156172752380371,3.3087207158406575,3.3659921503067016,3.0651366758346557,2.994919937165057
2000-06-27,3.78125,3.609375,3.75,3.625,318800.0,3.050966739654541,3.287679592768351,3.3673072052001953,3.069213402271271,2.995375602225947
2000-06-28,3.640625,3.34375,3.609375,3.5625,829200.0,2.998363494873047,3.263131586710612,3.363098964691162,3.0728955984115602,2.9953996981343916
2000-06-29,3.625,3.484375,3.53125,3.484375,301200.0,2.932610034942627,3.2368301232655843,3.3549455070495604,3.0763147687911987,2.9948973808288573
2000-06-30,3.90625,3.40625,3.5390625,3.859375,864800.0,3.24822735786438,3.2306930859883627,3.3520523500442505,3.082890112400055,2.996907936202155
2000-07-03,3.84375,3.578125,3.84375,3.578125,103600.0,3.0115139484405518,3.207021776835124,3.342320833206177,3.087229840755463,2.9970229441725365
2000-07-05,3.875,3.75,3.75,3.828125,290400.0,3.221926212310791,3.1973779519399006,3.33942768573761,3.094068214893341,2.9987800009548664
2000-07-06,3.90625,3.8125,3.8125,3.875,361600.0,3.261378288269043,3.1894875685373942,3.333378348350525,3.101038100719452,3.0008156465929607
2000-07-07,3.875,3.703125,3.78125,3.75,248000.0,3.156172752380371,3.1745834827423094,3.3249619007110596,3.106692898273468,3.002010701252864
2000-07-10,3.796875,3.71875,3.75,3.796875,86400.0,3.195624589920044,3.1710766315460206,3.321016688346863,3.11412305355072,3.003488669868644
2000-07-11,3.875,3.75,3.75,3.8125,476000.0,3.208775520324707,3.1649396419525146,3.315756402015686,3.122079246044159,3.0050438732811897
2000-07-12,3.96875,3.75,3.8125,3.84375,129600.0,3.235077142715454,3.157049226760864,3.310824875831604,3.13154776096344,3.0067734467355827
2000-07-13,3.984375,3.875,3.90625,3.90625,164800.0,3.287679672241211,3.1535423437754315,3.3081947326660157,3.1415423011779784,3.0088697618512965
2000-07-14,3.984375,3.8125,3.8125,3.859375,146000.0,3.24822735786438,3.1561724662780763,3.3047755432128905,3.151010818481445,3.0106427810810232
2000-07-17,4.0,3.8125,3.96875,3.84375,206000.0,3.235077142715454,3.163186200459798,3.2976741409301757,3.1598218059539795,3.0122930337400997
2000-07-18,4.0,3.8125,3.921875,3.96875,76000.0,3.340282917022705,3.175460211435954,3.294518003463745,3.1699478602409363,3.014687120479389
2000-07-19,3.921875,3.75,3.859375,3.765625,385600.0,3.169322967529297,3.1833506266276044,3.2895207262039183,3.177904031276703,3.0158076700956924
2000-07-20,3.921875,3.765625,3.84375,3.90625,149200.0,3.287679672241211,3.202638371785482,3.284260425567627,3.1878985714912416,3.0177635837801926
2000-07-21,3.9375,3.796875,3.921875,3.8125,242800.0,3.208775520324707,3.221049404144287,3.278211088180542,3.1957890033721923,3.0191279547555108
2000-07-24,3.859375,3.75,3.8359375,3.75,96000.0,3.156172752380371,3.214912430445353,3.2737398624420164,3.202627377510071,3.020099903674836
2000-07-25,3.75,3.65625,3.734375,3.65625,114000.0,3.077268362045288,3.2192960580190024,3.2674275255203247,3.209597263336182,3.0205024984520925
2000-07-26,3.90625,3.671875,3.71875,3.859375,344800.0,3.24822735786438,3.2210494677225747,3.2658494329452514,3.2178822135925294,3.022094979986444
2000-07-27,3.81640625,3.59375,3.78125,3.625,205200.0,3.050966739654541,3.207022031148275,3.25848503112793,3.224326071739197,3.0222954783174725
2000-07-28,3.734375,3.59375,3.59375,3.6875,93200.0,3.1035706996917725,3.2035152276357013,3.2521727085113525,3.2315589809417724,3.0228559970855713
2000-07-31,3.703125,3.578125,3.640625,3.703125,110000.0,3.116720676422119,3.1982549667358398,3.2466494178771974,3.2385288643836976,3.0234989058481503
2000-08-01,3.75,3.59375,3.734375,3.75,244400.0,3.156172752380371,3.194748115539551,3.243756265640259,3.2443151807785036,3.024401449021839
2000-08-02,3.90625,3.65625,3.71875,3.828125,469200.0,3.221926212310791,3.1938713868459065,3.2434932470321653,3.2494439601898195,3.0257360758008183
2000-08-03,3.84375,3.75,3.796875,3.8125,237200.0,3.208775520324707,3.188611110051473,3.2432302331924436,3.2529289054870607,3.0269645284486297
2000-08-04,3.859375,3.71875,3.734375,3.84375,119600.0,3.235077142715454,3.187734429041545,3.243756265640259,3.255033030509949,3.028351945877075
2000-08-07,3.80859375,3.546875,3.796875,3.59375,272800.0,3.0246646404266357,3.1737069288889566,3.2382329511642456,3.2537179493904116,3.0283275266356817
2000-08-08,3.734375,3.59375,3.59375,3.703125,83600.0,3.116720676422119,3.158802779515584,3.2324466371536253,3.252271373271942,3.0289090605158555
2000-08-09,3.75,3.5625,3.703125,3.6875,527600.0,3.1035706996917725,3.1544192949930827,3.226923370361328,3.251219325065613,3.029397045085633
2000-08-10,3.734375,3.625,3.625,3.671875,98000.0,3.090419054031372,3.141268587112427,3.221400079727173,3.2499042534828186,3.0297932918969686
2000-08-11,3.75,3.59375,3.625,3.703125,209600.0,3.116720676422119,3.135131597518921,3.2148247289657594,3.248457677364349,3.030354113732615
2000-08-14,3.71875,3.625,3.625,3.65625,84000.0,3.077268362045288,3.129871304829915,3.209038424491882,3.246616578102112,3.0306548460935936
2000-08-15,3.71875,3.59375,3.65625,3.59375,111200.0,3.0246646404266357,3.1263643900553384,3.2011479806900023,3.243460395336151,3.0306166919173707
2000-08-16,3.703125,3.5625,3.578125,3.64453125,210400.0,3.0674049854278564,3.114309565226237,3.1951644086837767,3.2420466899871827,3.03084952921807
2000-08-17,3.671875,3.640625,3.640625,3.671875,116400.0,3.090419054031372,3.1169397195180255,3.1896411180496216,3.2408631253242492,3.031224180317525
2000-08-18,3.671875,3.59375,3.6640625,3.671875,90400.0,3.090419054031372,3.116062943140666,3.184906859397888,3.2416521763801573,3.0315941482782365
2000-08-21,3.625,3.53125,3.59375,3.59375,228400.0,3.0246646404266357,3.1099258740743,3.1785944938659667,3.23941654920578,3.031551107856798
2000-08-22,3.5859375,3.390625,3.5859375,3.53125,200400.0,2.972062826156616,3.0976518789927163,3.1707040786743166,3.2367864060401916,3.0311838962413646
2000-08-23,3.625,3.5,3.515625,3.578125,150400.0,3.0115139484405518,3.0836243947347004,3.163602685928345,3.238101465702057,3.0310632217149793
2000-08-24,3.625,3.4375,3.5,3.5,392000.0,2.94576096534729,3.0660900910695394,3.1549232244491576,3.237049407958984,3.0305430860054203
2000-08-25,3.5625,3.46875,3.5625,3.5625,206800.0,2.998363494873047,3.050309181213379,3.147295813560486,3.2378384494781494,3.0303480581803757
2000-08-28,3.5625,3.453125,3.5625,3.453125,207600.0,2.906308889389038,3.0424187978108725,3.140457444190979,3.2361288547515867,3.029600834271994
2000-08-29,3.546875,3.4375,3.484375,3.53125,183600.0,2.972062826156616,3.0327749411265055,3.1338820934295653,3.2356028366088867,3.029256295301243
2000-08-30,3.546875,3.359375,3.53125,3.40625,693200.0,2.8668572902679443,3.016994047164917,3.12415057182312,3.2344192695617675,3.028289634556997
2000-08-31,3.46875,3.375,3.4375,3.375,199600.0,2.840555191040039,3.000336456298828,3.1141560173034666,3.2344192695617675,3.027178779861631
2000-09-01,3.453125,3.34375,3.453125,3.375,175200.0,2.840555191040039,2.9819254239400226,3.1067916107177735,3.2331041932106017,3.0260809940450333
2000-09-05,3.375,3.234375,3.34375,3.25,282400.0,2.735349655151367,2.959130843480428,3.098901181221008,3.230868573188782,3.024380810776649
2000-09-06,3.28125,3.125,3.21875,3.203125,368800.0,2.695897340774536,2.9372130235036216,3.0896956729888916,3.227843911647797,3.022471023160358
2000-09-07,3.265625,3.15625,3.2265625,3.25,306800.0,2.735349655151367,2.915076001485189,3.083383331298828,3.225345268249512,3.0208113620736006
2000-09-08,3.34375,3.21875,3.21875,3.265625,125200.0,2.7485008239746094,2.892281452814738,3.078386077880859,3.220742521286011,3.0192463589810776
2000-09-11,3.34375,3.265625,3.34375,3.27734375,49600.0,2.7583627700805664,2.8701443672180176,3.074901132583618,3.2149233198165894,3.017755595615932
2000-09-12,3.28125,3.234375,3.28125,3.25,51600.0,2.735349655151367,2.8508567015329995,3.064643578529358,3.208347964286804,3.016151016408747
2000-09-13,3.265625,3.234375,3.234375,3.2421875,150800.0,2.728774309158325,2.834637467066447,3.0589887857437135,3.200654809474945,3.014527419192643
2000-09-14,3.3125,3.17578125,3.25,3.25,471600.0,2.735349655151367,2.816226514180501,3.049257254600525,3.1943424701690675,3.0129590047879167
2000-09-15,3.25,3.15625,3.2265625,3.15625,380000.0,2.656444787979126,2.7969387690226237,3.0371585845947267,3.1852684664726256,3.010967305252672
2000-09-18,3.21875,3.125,3.15625,3.140625,389200.0,2.643294095993042,2.773267475763957,3.02690101146698,3.1759314560890197,3.0089246763123407
2000-09-19,3.1875,3.109375,3.125,3.125,309200.0,2.630143880844116,2.754856475194295,3.0155913972854616,3.168304042816162,3.0068319647351682
2000-09-20,3.375,3.109375,3.140625,3.203125,261600.0,2.695897340774536,2.73644544283549,3.005333833694458,3.160545117855072,3.0051235327353845
2000-09-21,3.265625,3.15625,3.15625,3.203125,143200.0,2.695897340774536,2.7250481128692625,2.9945502376556394,3.1526875567436217,3.0034337721235764
2000-09-22,3.25,3.109375,3.15625,3.203125,153600.0,2.695897340774536,2.715404256184896,2.982714591026306,3.145454661846161,3.0017623784749405
2000-09-25,3.171875,3.0625,3.171875,3.078125,132400.0,2.5906929969787598,2.6987467765808106,2.9695639038085937,3.137169723510742,2.9995403818182043
2000-09-26,3.109375,3.0,3.0625,3.03125,124000.0,2.5512375831604004,2.6864726384480795,2.955887112617493,3.1267806267738343,2.9971301517178937
2000-09-27,3.09375,2.875,3.015625,2.90625,369200.0,2.446033477783203,2.6698150475819906,2.9380021238327028,3.116260063648224,2.9941831106808094
