Date,High,Low,Open,Close,Volume,Adj Close,ILMN-15ma,ILMN-50ma,ILMN-100ma,ILMN-200ma
2000-07-28,21.125,14.75,14.9375,19.5859375,18615200.0,19.5859375,19.5859375,19.5859375,19.5859375,19.5859375
2000-07-31,19.34375,15.75,19.125,17.5,2481800.0,17.5,18.54296875,18.54296875,18.54296875,18.54296875
2000-08-01,20.0625,16.5,17.40625,17.75,1216200.0,17.75,18.278645833333332,18.278645833333332,18.278645833333332,18.278645833333332
2000-08-02,19.5,16.78125,16.8125,19.0625,856400.0,19.0625,18.474609375,18.474609375,18.474609375,18.474609375
2000-08-03,23.875,18.5,19.0625,22.125,1368000.0,22.125,19.2046875,19.2046875,19.2046875,19.2046875
2000-08-04,22.75,19.875,22.7421875,20.46875,1284200.0,20.46875,19.415364583333332,19.415364583333332,19.415364583333332,19.415364583333332
2000-08-07,24.125,19.5,21.46875,21.125,565600.0,21.125,19.659598214285715,19.659598214285715,19.659598214285715,19.659598214285715
2000-08-08,22.25,20.28125,21.09375,20.4921875,329600.0,20.4921875,19.763671875,19.763671875,19.763671875,19.763671875
2000-08-09,21.40625,20.0,20.84375,21.40625,326800.0,21.40625,19.946180555555557,19.946180555555557,19.946180555555557,19.946180555555557
2000-08-10,23.625,20.75,21.3125,22.5,657800.0,22.5,20.2015625,20.2015625,20.2015625,20.2015625
2000-08-11,22.5,20.9375,22.46875,20.9375,394800.0,20.9375,20.26846590909091,20.26846590909091,20.26846590909091,20.26846590909091
2000-08-14,21.375,19.8125,21.3125,20.0,473400.0,20.0,20.24609375,20.24609375,20.24609375,20.24609375
2000-08-15,20.5,19.5,20.21875,20.0,307000.0,20.0,20.22716346153846,20.22716346153846,20.22716346153846,20.22716346153846
2000-08-16,21.875,20.875,21.03125,21.3125,554200.0,21.3125,20.3046875,20.3046875,20.3046875,20.3046875
2000-08-17,21.9375,20.9375,21.1875,20.9375,487200.0,20.9375,20.346875,20.346875,20.346875,20.346875
2000-08-18,23.5,20.9375,20.9375,22.0,164800.0,22.0,20.5078125,20.4501953125,20.4501953125,20.4501953125
2000-08-21,23.875,22.0,22.0,22.59375,314400.0,22.59375,20.847395833333334,20.576286764705884,20.576286764705884,20.576286764705884
2000-08-22,22.625,21.0625,22.625,21.0625,362600.0,21.0625,21.068229166666665,20.60329861111111,20.60329861111111,20.60329861111111
2000-08-23,22.0,20.375,21.25,20.5625,332400.0,20.5625,21.168229166666666,20.601151315789473,20.601151315789473,20.601151315789473
2000-08-24,20.9375,19.9375,20.625,20.0078125,214000.0,20.0078125,21.027083333333334,20.571484375,20.571484375,20.571484375
2000-08-25,21.1875,20.03125,20.03125,20.875,558400.0,20.875,21.054166666666667,20.5859375,20.5859375,20.5859375
2000-08-28,21.875,20.375,21.8125,20.8125,319200.0,20.8125,21.033333333333335,20.596235795454547,20.596235795454547,20.596235795454547
2000-08-29,21.25,20.6875,20.8125,21.25,172400.0,21.25,21.083854166666665,20.624660326086957,20.624660326086957,20.624660326086957
2000-08-30,21.0,19.71875,20.875,20.0,842800.0,20.0,20.990104166666665,20.5986328125,20.5986328125,20.5986328125
2000-08-31,23.625,19.9375,19.9375,22.375,890600.0,22.375,20.981770833333332,20.6696875,20.6696875,20.6696875
2000-09-01,23.5,21.75,23.0,23.3125,376200.0,23.3125,21.140104166666667,20.771334134615383,20.771334134615383,20.771334134615383
2000-09-05,23.71875,21.5,23.5625,22.875,192000.0,22.875,21.331770833333334,20.849247685185187,20.849247685185187,20.849247685185187
2000-09-06,23.40625,20.875,23.40625,21.0,443000.0,21.0,21.3984375,20.854631696428573,20.854631696428573,20.854631696428573
2000-09-07,22.5,20.5625,21.875,22.5,324800.0,22.5,21.477604166666666,20.911368534482758,20.911368534482758,20.911368534482758
2000-09-08,22.5,21.1875,22.5,21.46875,353000.0,21.46875,21.513020833333332,20.929947916666666,20.929947916666666,20.929947916666666
2000-09-11,22.0,20.1875,21.5,20.5625,601600.0,20.5625,21.4171875,20.918094758064516,20.918094758064516,20.918094758064516
2000-09-12,20.8125,19.5,20.625,20.375,247800.0,20.375,21.269270833333334,20.901123046875,20.901123046875,20.901123046875
2000-09-13,20.5,17.5625,19.953125,18.25,617400.0,18.25,21.081770833333334,20.820785984848484,20.820785984848484,20.820785984848484
2000-09-14,18.8125,17.9375,18.453125,18.5,275800.0,18.5,20.944270833333334,20.752527573529413,20.752527573529413,20.752527573529413
2000-09-15,19.0,18.25,18.5,18.875,232200.0,18.875,20.86875,20.69888392857143,20.69888392857143,20.69888392857143
2000-09-18,18.5,16.09375,17.75,17.0,342000.0,17.0,20.610416666666666,20.59613715277778,20.59613715277778,20.59613715277778
2000-09-19,17.59375,16.5,17.0,16.65625,567200.0,16.65625,20.333333333333332,20.489653716216218,20.489653716216218,20.489653716216218
2000-09-20,17.59375,16.3125,16.9375,17.0,483200.0,17.0,20.05,20.39782072368421,20.39782072368421,20.39782072368421
2000-09-21,17.8125,17.4375,17.71875,17.6875,72400.0,17.6875,19.895833333333332,20.32832532051282,20.32832532051282,20.32832532051282
2000-09-22,19.9375,17.03125,17.03125,19.625,174400.0,19.625,19.7125,20.3107421875,20.3107421875,20.3107421875
2000-09-25,20.4375,19.75,20.265625,19.9375,534800.0,19.9375,19.4875,20.301638719512194,20.301638719512194,20.301638719512194
2000-09-26,20.0,19.5,20.0,19.90625,599200.0,19.90625,19.289583333333333,20.292224702380953,20.292224702380953,20.292224702380953
2000-09-27,21.375,19.6875,19.6875,20.8125,148200.0,20.8125,19.277083333333334,20.304324127906977,20.304324127906977,20.304324127906977
2000-09-28,21.9375,20.375,20.375,21.875,109800.0,21.875,19.235416666666666,20.340021306818183,20.340021306818183,20.340021306818183
2000-09-29,25.8125,21.5,21.875,22.6875,470000.0,22.6875,19.316666666666666,20.3921875,20.3921875,20.3921875
2000-10-02,24.375,22.0,23.625,22.875,91600.0,22.875,19.470833333333335,20.44616168478261,20.44616168478261,20.44616168478261
2000-10-03,23.15625,18.6875,22.78125,20.0,161800.0,20.0,19.445833333333333,20.436668882978722,20.436668882978722,20.436668882978722
2000-10-04,19.8125,17.625,19.8125,18.0625,388000.0,18.0625,19.433333333333334,20.38720703125,20.38720703125,20.38720703125
2000-10-05,18.6875,17.75,18.25,17.8125,286200.0,17.8125,19.3875,20.33466198979592,20.33466198979592,20.33466198979592
2000-10-06,18.0,15.0,18.0,15.03125,543200.0,15.03125,19.13125,20.22859375,20.22859375,20.22859375
2000-10-09,16.46875,14.625,16.0,15.375,1147400.0,15.375,19.022916666666667,20.144375,20.13342524509804,20.13342524509804
2000-10-10,16.375,15.125,15.4453125,16.25,689000.0,16.25,18.995833333333334,20.119375,20.058743990384617,20.058743990384617
2000-10-11,16.75,15.75,16.0390625,16.0,149000.0,16.0,18.929166666666667,20.084375,19.98216391509434,19.98216391509434
2000-10-12,16.375,15.5,16.25,16.125,310600.0,16.125,18.825,20.025625,19.910734953703702,19.910734953703702
2000-10-13,17.5625,15.875,16.0,17.5625,56600.0,17.5625,18.6875,19.934375,19.868039772727272,19.868039772727272
2000-10-16,20.0,17.65625,18.0,17.75,255600.0,17.75,18.541666666666668,19.88,19.830217633928573,19.830217633928573
2000-10-17,18.5625,17.5625,17.625,18.09375,228400.0,18.09375,18.420833333333334,19.819375,19.799753289473685,19.799753289473685
2000-10-18,17.75,16.5,17.25,17.375,92200.0,17.375,18.191666666666666,19.75703125,19.75794719827586,19.75794719827586
2000-10-19,18.4375,16.25,17.84375,17.3125,64400.0,17.3125,17.8875,19.67515625,19.716498940677965,19.716498940677965
2000-10-20,17.25,16.5,16.75,16.5,108000.0,16.5,17.475,19.55515625,19.662890625,19.662890625
2000-10-23,17.1875,16.0625,17.125,17.0,132200.0,17.0,17.083333333333332,19.47640625,19.61923668032787,19.61923668032787
2000-10-24,17.3125,16.625,17.25,17.0625,415200.0,17.0625,16.8875,19.41765625,19.577998991935484,19.577998991935484
2000-10-25,19.0,16.40625,17.0625,18.0,124200.0,18.0,16.883333333333333,19.37765625,19.55295138888889,19.55295138888889
2000-10-26,19.4375,17.5625,17.5625,19.375,502400.0,19.375,16.9875,19.33890625,19.5501708984375,19.5501708984375
2000-10-27,20.1171875,18.25,20.0,18.25,463600.0,18.25,17.202083333333334,19.28515625,19.53016826923077,19.53016826923077
2000-10-30,18.25,15.5,18.25,16.25,160200.0,16.25,17.260416666666668,19.17015625,19.48046875,19.48046875
2000-10-31,16.5,15.9375,16.25,16.25,117000.0,16.25,17.260416666666668,19.04328125,19.432252798507463,19.432252798507463
2000-11-01,16.9375,16.0,16.375,16.78125,512400.0,16.78125,17.3125,18.95765625,19.393267463235293,19.393267463235293
2000-11-02,18.1875,16.6875,17.0,17.8125,337000.0,17.8125,17.425,18.90265625,19.370357789855074,19.370357789855074
2000-11-03,18.625,17.125,17.125,18.25,119600.0,18.25,17.470833333333335,18.8675,19.354352678571427,19.354352678571427
2000-11-06,21.0,18.9375,19.0625,20.3125,512200.0,20.3125,17.641666666666666,18.85625,19.367847711267604,19.367847711267604
2000-11-07,20.5,20.0,20.3671875,20.5,181200.0,20.5,17.802083333333332,18.85,19.38357204861111,19.38357204861111
2000-11-08,20.5625,20.25,20.5625,20.3125,46000.0,20.3125,17.997916666666665,18.83125,19.396297089041095,19.396297089041095
2000-11-09,20.5,19.21875,20.3125,19.4375,347000.0,19.4375,18.139583333333334,18.82,19.396853885135137,19.396853885135137
2000-11-10,19.59375,19.0,19.125,19.0,159200.0,19.0,18.30625,18.7525,19.3915625,19.3915625
2000-11-13,19.0078125,16.125,19.0078125,18.5,170800.0,18.5,18.40625,18.65625,19.379831414473685,19.379831414473685
2000-11-14,18.9375,16.375,18.6328125,16.96875,81800.0,16.96875,18.4,18.538125,19.34851866883117,19.34851866883117
2000-11-15,17.0,15.75,16.75,15.875,226800.0,15.875,18.258333333333333,18.435625,19.303986378205128,19.303986378205128
2000-11-16,16.25,12.6875,16.25,12.6875,524200.0,12.6875,17.8125,18.239375,19.22023338607595,19.22023338607595
2000-11-17,13.4375,10.8125,12.7578125,11.4375,397400.0,11.4375,17.358333333333334,18.03875,19.12294921875,19.12294921875
2000-11-20,11.8125,10.6875,11.5,10.6875,415400.0,10.6875,16.9875,17.84125,19.01880787037037,19.01880787037037
2000-11-21,11.0625,10.65625,10.6875,10.65625,2234000.0,10.65625,16.614583333333332,17.646875,18.916825457317074,18.916825457317074
2000-11-22,10.8125,7.1875,10.390625,8.0,474600.0,8.0,16.029166666666665,17.441875,18.785297439759034,18.785297439759034
2000-11-24,10.3125,8.0,8.0,9.75,561400.0,9.75,15.491666666666667,17.266875,18.677734375,18.677734375
2000-11-27,10.1875,8.75,10.1875,9.59375,646200.0,9.59375,14.914583333333333,17.08125,18.570863970588235,18.570863970588235
2000-11-28,9.6875,8.15625,9.5,8.875,408400.0,8.875,14.152083333333334,16.91875,18.45812136627907,18.45812136627907
2000-11-29,9.3125,8.8125,8.875,9.03125,384000.0,9.03125,13.3875,16.76625,18.349766522988507,18.349766522988507
2000-11-30,9.15625,7.53125,8.375,9.15625,208800.0,9.15625,12.64375,16.609375,18.245294744318183,18.245294744318183
2000-12-01,10.0,9.3125,9.5,9.625,883000.0,9.625,11.989583333333334,16.448125,18.1484375,18.1484375
2000-12-04,10.09375,9.625,9.96875,9.8125,146200.0,9.8125,11.377083333333333,16.251875,18.055815972222224,18.055815972222224
2000-12-05,12.5,10.1875,10.5,12.0625,412800.0,12.0625,10.947916666666666,16.094375,17.989955357142858,17.989955357142858
2000-12-06,12.1875,11.4375,12.0625,11.6875,199600.0,11.6875,10.595833333333333,15.93,17.921450407608695,17.921450407608695
2000-12-07,12.125,11.125,11.375,11.625,463000.0,11.625,10.3125,15.74625,17.853746639784948,17.853746639784948
2000-12-08,11.875,10.34375,11.75,11.375,153400.0,11.375,10.225,15.53625,17.78482380319149,17.78482380319149
2000-12-11,11.1875,10.5,11.0,10.5,120200.0,10.5,10.1625,15.2925,17.708141447368423,17.708141447368423
2000-12-12,11.4375,10.25,10.28125,10.9375,793800.0,10.9375,10.179166666666667,15.05375,17.637613932291668,17.637613932291668
2000-12-13,12.0,11.125,11.1875,11.28125,736800.0,11.28125,10.220833333333333,14.879375,17.572084407216494,17.572084407216494
2000-12-14,11.28125,10.5,11.28125,10.8125,110800.0,10.8125,10.408333333333333,14.734375,17.503109056122447,17.503109056122447
2000-12-15,11.6875,10.3125,11.6796875,11.5,96800.0,11.5,10.525,14.608125,17.44247159090909,17.44247159090909
2000-12-18,12.0625,11.375,11.390625,11.8125,407800.0,11.8125,10.672916666666667,14.54375,17.386171875,17.386171875
2000-12-19,12.25,10.8125,11.75,10.875,459200.0,10.875,10.80625,14.45375,17.2990625,17.321704826732674
2000-12-20,10.25,8.5,10.25,8.9375,157400.0,8.9375,10.8,14.3075,17.2134375,17.239506740196077
2000-12-21,10.125,8.9375,9.5,9.0,539400.0,9.0,10.789583333333333,14.1675,17.1259375,17.159511529126213
2000-12-22,10.875,9.1875,9.6484375,9.5,122400.0,9.5,10.78125,14.035,17.0303125,17.085862379807693
2000-12-26,9.34375,8.875,9.3203125,8.9375,46400.0,8.9375,10.722916666666666,13.8625,16.8984375,17.00825892857143
2000-12-27,9.3125,8.375,9.1875,8.75,154600.0,8.75,10.502083333333333,13.6825,16.78125,16.9303508254717
2000-12-28,9.0,8.25,8.9375,8.5,183200.0,8.5,10.289583333333333,13.490625,16.655,16.8515625
2000-12-29,8.5,7.6875,8.5,8.03125,470000.0,8.03125,10.05,13.30375,16.530390625,16.769892939814813
2001-01-02,8.25,7.5,8.0,7.625,145200.0,7.625,9.8,13.11,16.392578125,16.685994839449542
2001-01-03,7.625,5.875,7.6171875,6.90625,177800.0,6.90625,9.560416666666667,12.918125,16.236640625,16.59708806818182
2001-01-04,8.0,6.875,7.625,7.0625,632800.0,7.0625,9.302083333333334,12.719375,16.097890625,16.51119087837838
2001-01-05,7.0625,5.75,7.0625,5.96875,699000.0,5.96875,8.947916666666666,12.4975,15.957578125,16.417061941964285
2001-01-08,7.125,4.0625,6.5,4.4375,507600.0,4.4375,8.522916666666667,12.22625,15.801953125,16.311048119469028
2001-01-09,5.03125,4.3125,4.8125,4.3125,397200.0,4.3125,8.04375,11.925,15.631953125,16.20579769736842
2001-01-10,5.25,4.3125,4.5625,5.25,181600.0,5.25,7.60625,11.665,15.475078125,16.11052989130435
2001-01-11,7.0625,5.25,5.25,6.6875,293600.0,6.6875,7.327083333333333,11.47375,15.321953125,16.029296875
2001-01-12,6.65625,6.1875,6.6171875,6.5,21400.0,6.5,7.164583333333334,11.27875,15.161015625,15.947849893162394
2001-01-16,6.75,6.0,6.4296875,6.75,191800.0,6.75,7.014583333333333,11.078125,15.017890625,15.869902012711865
2001-01-17,8.0,6.625,6.625,7.53125,171200.0,7.53125,6.883333333333334,10.8725,14.887578125,15.799829306722689
2001-01-18,7.75,7.1875,7.375,7.3125,286200.0,7.3125,6.775,10.65375,14.760625,15.7291015625
2001-01-19,7.625,6.90625,7.625,7.5,245400.0,7.5,6.691666666666666,10.3975,14.626875,15.661092458677686
2001-01-22,7.5,7.1875,7.5,7.21875,173200.0,7.21875,6.60625,10.131875,14.4909375,15.59189293032787
2001-01-23,9.375,7.2421875,7.2421875,8.625,303400.0,8.625,6.645833333333333,9.898125,14.3646875,15.535251524390244
2001-01-24,9.375,8.625,8.8984375,9.34375,1334800.0,9.34375,6.760416666666667,9.69625,14.258125,15.48532006048387
2001-01-25,9.46875,9.0,9.15625,9.375,959200.0,9.375,6.925,9.50375,14.128125,15.4364375
2001-01-26,10.09375,8.9375,9.34375,10.03125,483200.0,10.03125,7.122916666666667,9.334375,13.9953125,15.393539186507937
2001-01-29,11.25,9.78125,10.1875,10.875,555800.0,10.875,7.45,9.2125,13.8753125,15.357960137795276
2001-01-30,11.0625,10.4375,10.6796875,10.65625,623800.0,10.65625,7.864583333333333,9.108125,13.771875,15.32122802734375
2001-01-31,10.6875,10.0,10.65625,10.5,415600.0,10.5,8.277083333333334,9.064375,13.651875,15.283854166666666
2001-02-01,10.5625,10.0,10.4375,10.21875,65600.0,10.21875,8.608333333333333,9.04,13.539375,15.244891826923077
2001-02-02,10.2109375,8.53125,10.2109375,9.125,145000.0,9.125,8.770833333333334,9.00875,13.425,15.198175095419847
2001-02-05,8.9375,8.125,8.9140625,8.125,70200.0,8.125,8.879166666666666,8.958125,13.3025,15.14459043560606
2001-02-06,8.6875,7.5,8.5625,8.0,90200.0,8.0,8.9625,8.958125,13.2,15.090871710526315
2001-02-07,8.5,7.6875,8.0,8.15625,351800.0,8.15625,9.004166666666666,8.92625,13.0965625,15.039120802238806
2001-02-08,8.15625,7.875,8.1484375,8.15625,57600.0,8.15625,9.060416666666667,8.8975,12.989375,14.988136574074074
2001-02-09,8.15625,7.5625,7.9296875,8.15625,68400.0,8.15625,9.104166666666666,8.883125,12.9009375,14.937902113970589
2001-02-12,8.25,8.0234375,8.0234375,8.1875,98400.0,8.1875,9.16875,8.86625,12.81625,14.888629105839415
2001-02-13,8.25,8.125,8.25,8.125,82800.0,8.125,9.135416666666666,8.845625,12.7275,14.839617300724637
2001-02-14,8.25,8.0703125,8.125,8.1875,40600.0,8.1875,9.058333333333334,8.816875,12.6325,14.791760341726619
2001-02-15,8.25,7.34375,8.25,8.0,494400.0,8.0,8.966666666666667,8.780625,12.51625,14.743247767857143
2001-02-16,8.90625,7.90625,7.9140625,8.40625,82400.0,8.40625,8.858333333333333,8.7075,12.4009375,14.698304521276595
2001-02-20,8.0,7.5625,8.0,8.0,360600.0,8.0,8.666666666666666,8.63375,12.281875,14.651133362676056
