Date,High,Low,Open,Close,Volume,Adj Close,DXC-15ma,DXC-50ma,DXC-100ma,DXC-200ma
2000-01-03,46.91783905029297,44.21641540527344,46.88678741455078,46.32787322998047,2389300.0,29.26937484741211,29.26937484741211,29.26937484741211,29.26937484741211,29.26937484741211
2000-01-04,46.824684143066406,44.899532318115234,45.489498138427734,46.017364501953125,3484500.0,29.073198318481445,29.171286582946777,29.171286582946777,29.171286582946777,29.171286582946777
2000-01-05,43.284889221191406,38.37885284423828,38.37885284423828,42.7880744934082,8718300.0,27.032974243164062,28.458515803019207,28.458515803019207,28.458515803019207,28.458515803019207
2000-01-06,44.21641540527344,42.291259765625,43.03647994995117,43.40909194946289,2856500.0,27.42532730102539,28.200218677520752,28.200218677520752,28.200218677520752,28.200218677520752
2000-01-07,43.68854904174805,42.22916030883789,43.68854904174805,43.31593704223633,2222500.0,27.366474151611328,28.03346977233887,28.03346977233887,28.03346977233887,28.03346977233887
2000-01-10,46.017364501953125,43.3780403137207,43.3780403137207,45.70685577392578,1970200.0,28.877023696899414,28.174062093098957,28.174062093098957,28.174062093098957,28.174062093098957
2000-01-11,46.57627868652344,44.34061813354492,46.20366668701172,44.80638122558594,1675800.0,28.30811882019043,28.193213054112025,28.193213054112025,28.193213054112025,28.193213054112025
2000-01-12,44.86848068237305,43.40909194946289,44.713226318359375,44.80638122558594,1209400.0,28.30811882019043,28.207576274871826,28.207576274871826,28.207576274871826,28.207576274871826
2000-01-13,45.675804138183594,44.68217468261719,44.93058395385742,45.675804138183594,1039300.0,28.857412338256836,28.279780281914604,28.279780281914604,28.279780281914604,28.279780281914604
2000-01-14,47.16624450683594,45.76895523071289,45.80000686645508,46.32787322998047,1716800.0,29.26937484741211,28.378739738464354,28.378739738464354,28.378739738464354,28.378739738464354
2000-01-18,46.607330322265625,45.36529541015625,45.893157958984375,45.36529541015625,894600.0,28.661239624023438,28.404421546242453,28.404421546242453,28.404421546242453,28.404421546242453
2000-01-19,45.61370086669922,44.62007522583008,44.93058395385742,45.11688995361328,1316100.0,28.504297256469727,28.412744522094727,28.412744522094727,28.412744522094727,28.412744522094727
2000-01-20,45.52054977416992,41.79444885253906,45.241092681884766,43.47119140625,2822700.0,27.464563369750977,28.339807510375977,28.339807510375977,28.339807510375977,28.339807510375977
2000-01-21,45.427398681640625,43.9680061340332,44.21641540527344,44.37166976928711,1945500.0,28.033470153808594,28.317926270621165,28.317926270621165,28.317926270621165,28.317926270621165
2000-01-24,45.36529541015625,44.03010940551758,44.40271759033203,44.27851486206055,1090100.0,27.974618911743164,28.29503911336263,28.29503911336263,28.29503911336263,28.29503911336263
2000-01-25,44.18536376953125,42.81912612915039,44.18536376953125,44.09220886230469,1256100.0,27.85690689086914,28.20087458292643,28.267655849456787,28.267655849456787,28.267655849456787
2000-01-26,45.17898941040039,43.31593704223633,44.09220886230469,43.68854904174805,1729700.0,27.601886749267578,28.10278714497884,28.228492961210364,28.228492961210364,28.228492961210364
2000-01-27,45.11688995361328,43.65749740600586,43.68854904174805,44.495872497558594,1835600.0,28.1119384765625,28.17471809387207,28.22201771206326,28.22201771206326,28.22201771206326
2000-01-28,44.68217468261719,43.99905776977539,44.43376922607422,44.34061813354492,1289100.0,28.013851165771484,28.213953018188477,28.211061578047904,28.211061578047904,28.211061578047904
2000-01-31,45.644752502441406,43.59539794921875,43.9680061340332,45.644752502441406,2135100.0,28.837783813476562,28.312040328979492,28.242397689819335,28.242397689819335,28.242397689819335
2000-02-01,45.55160140991211,44.18536376953125,44.96163558959961,44.309566497802734,3415000.0,27.994234085083008,28.253187688191733,28.230580375308083,28.230580375308083,28.230580375308083
2000-02-02,44.37166976928711,42.44651412963867,44.34061813354492,42.694923400878906,1963600.0,26.974124908447266,28.16425476074219,28.173468763178047,28.173468763178047,28.173468763178047
2000-02-03,44.68217468261719,43.284889221191406,43.31593704223633,43.781700134277344,1527400.0,27.660737991333008,28.121096038818358,28.151176120923914,28.151176120923914,28.151176120923914
2000-02-04,45.893157958984375,44.5579719543457,44.62007522583008,45.7379035949707,1232100.0,28.89664077758789,28.123711268107098,28.182237148284912,28.182237148284912,28.182237148284912
2000-02-07,46.1726188659668,44.68217468261719,45.86211013793945,44.713226318359375,1504300.0,28.24925994873047,28.055703608194985,28.184918060302735,28.184918060302735,28.184918060302735
2000-02-08,45.1479377746582,44.18536376953125,44.74427795410156,44.5579719543457,1234300.0,28.151180267333984,28.021699651082358,28.18362045288086,28.18362045288086,28.18362045288086
2000-02-09,44.43376922607422,43.40909194946289,43.719600677490234,43.47119140625,1328200.0,27.464563369750977,27.95238405863444,28.156988709061235,28.156988709061235,28.156988709061235
2000-02-10,43.65749740600586,42.694923400878906,43.56434631347656,43.25383758544922,1218300.0,27.327238082885742,27.94322903951009,28.127354758126394,28.127354758126394,28.127354758126394
