Date,High,Low,Open,Close,Volume,Adj Close,HON-15ma,HON-50ma,HON-100ma,HON-200ma
2000-01-03,55.772117614746094,53.865379333496094,54.99750518798828,54.04413604736328,2203400.0,33.63933563232422,33.63933563232422,33.63933563232422,33.63933563232422,33.63933563232422
2000-01-04,53.80579376220703,51.54153823852539,53.74620819091797,53.09076690673828,2800800.0,33.045921325683594,33.342628479003906,33.342628479003906,33.342628479003906,33.342628479003906
2000-01-05,53.627037048339844,52.13739776611328,53.150352478027344,52.37574005126953,3121100.0,32.60087966918945,33.09537887573242,33.09537887573242,33.09537887573242,33.09537887573242
2000-01-06,53.50786590576172,51.95863723754883,52.912010192871094,53.388694763183594,2504700.0,33.231380462646484,33.12937927246094,33.12937927246094,33.12937927246094,33.12937927246094
2000-01-07,56.60631561279297,53.80579376220703,54.103721618652344,56.248802185058594,4136200.0,35.01161575317383,33.50582656860352,33.50582656860352,33.50582656860352,33.50582656860352
2000-01-10,57.08300018310547,55.593360900878906,56.66590118408203,56.546730041503906,1539100.0,35.19705581665039,33.787698109944664,33.787698109944664,33.787698109944664,33.787698109944664
2000-01-11,57.38092803955078,56.010459899902344,57.14258575439453,56.12963104248047,2770000.0,34.93745040893555,33.95194843837193,33.95194843837193,33.95194843837193,33.95194843837193
2000-01-12,56.963829040527344,56.308387756347656,56.60631561279297,56.66590118408203,2146200.0,35.27124786376953,34.11686086654663,34.11686086654663,34.11686086654663,34.11686086654663
2000-01-13,57.202171325683594,56.725486755371094,57.14258575439453,57.08300018310547,1619300.0,35.53087615966797,34.27397367689345,34.27397367689345,34.27397367689345,34.27397367689345
2000-01-14,57.678855895996094,56.487144470214844,57.202171325683594,57.08300018310547,2673400.0,35.53087615966797,34.3996639251709,34.3996639251709,34.3996639251709,34.3996639251709
2000-01-18,57.55968475341797,54.93791961669922,56.963829040527344,56.248802185058594,3339900.0,35.01161575317383,34.455295909534804,34.455295909534804,34.455295909534804,34.455295909534804
2000-01-19,56.248802185058594,50.05189895629883,56.248802185058594,51.72029495239258,11968600.0,32.19288635253906,34.266761779785156,34.266761779785156,34.266761779785156,34.266761779785156
2000-01-20,52.673667907714844,50.11148452758789,51.95863723754883,50.4094123840332,5447100.0,31.376934051513672,34.04446733914889,34.04446733914889,34.04446733914889,34.04446733914889
2000-01-21,50.64775466918945,47.608890533447266,50.52858352661133,48.91977310180664,5312900.0,30.449729919433594,33.7877003805978,33.7877003805978,33.7877003805978,33.7877003805978
2000-01-24,49.038944244384766,44.80836868286133,49.038944244384766,45.52339553833008,7284100.0,28.33567237854004,33.42423184712728,33.42423184712728,33.42423184712728,33.42423184712728
2000-01-25,45.702152252197266,42.90163040161133,44.09334182739258,45.34463882446289,5290700.0,28.224416732788086,33.06323725382487,33.09924340248108,33.09924340248108,33.09924340248108
2000-01-26,46.23842239379883,43.97417068481445,45.702152252197266,45.40422439575195,5003700.0,28.261497497558594,32.744275665283205,32.814670113956225,32.814670113956225,32.814670113956225
2000-01-27,45.940494537353516,42.54411315917969,44.92753982543945,44.09334182739258,4920200.0,27.445547103881836,32.40058682759603,32.51638550228543,32.51638550228543,32.51638550228543
2000-01-28,44.45085525512695,42.72287368774414,43.02080154418945,43.080387115478516,3293600.0,26.81503677368164,31.97283058166504,32.21631451656944,32.21631451656944,32.21631451656944
2000-01-31,45.76173782348633,43.080387115478516,43.080387115478516,45.76173782348633,3558500.0,28.484031677246094,31.537658309936525,32.02970037460327,32.02970037460327,32.02970037460327
2000-02-01,46.1192512512207,44.92753982543945,45.76173782348633,45.28505325317383,2989900.0,28.18733787536621,31.07034378051758,31.846730731782458,31.846730731782458,31.846730731782458
2000-02-02,46.71510696411133,45.52339553833008,45.76173782348633,46.00008010864258,2725900.0,28.63237762451172,30.650005594889322,31.700623772361062,31.700623772361062,31.700623772361062
2000-02-03,46.71510696411133,44.57002639770508,46.00008010864258,45.28505325317383,2564600.0,28.18733787536621,30.177744928995768,31.547872211622156,31.547872211622156,31.547872211622156
2000-02-04,45.463809967041016,44.09334182739258,45.28505325317383,45.1658821105957,3830400.0,28.11315155029297,29.683229955037437,31.40475885073344,31.40475885073344,31.40475885073344
2000-02-07,44.80836868286133,42.42494201660156,44.80836868286133,42.90163040161133,2786400.0,26.70378303527832,29.094757080078125,31.216719818115234,31.216719818115234,31.216719818115234
2000-02-08,44.748783111572266,42.842044830322266,43.85499954223633,43.13997268676758,4716900.0,26.85213851928711,28.550791931152343,31.048851306621845,31.048851306621845,31.048851306621845
2000-02-09,42.842044830322266,40.51820373535156,42.42494201660156,41.70991516113281,3887700.0,25.962003707885742,28.135399754842123,30.860449543705695,30.860449543705695,30.860449543705695
