Date,High,Low,Open,Close,Volume,Adj Close,WHR-15ma,WHR-50ma,WHR-100ma,WHR-200ma
2000-01-03,64.4375,61.6875,64.3125,61.8125,294400.0,37.7503547668457,37.7503547668457,37.7503547668457,37.7503547668457,37.7503547668457
2000-01-04,62.1875,58.9375,61.5625,59.4375,472600.0,36.299903869628906,37.025129318237305,37.025129318237305,37.025129318237305,37.025129318237305
2000-01-05,60.8125,59.3125,59.4375,60.3125,419500.0,36.834285736083984,36.96151479085287,36.96151479085287,36.96151479085287,36.96151479085287
2000-01-06,61.625,59.6875,60.1875,60.8125,266600.0,37.1396484375,37.00604820251465,37.00604820251465,37.00604820251465,37.00604820251465
2000-01-07,61.5625,60.375,60.9375,61.0,298400.0,37.254150390625,37.055668640136716,37.055668640136716,37.055668640136716,37.055668640136716
2000-01-10,62.6875,61.125,61.25,61.75,212700.0,37.71220397949219,37.16509119669596,37.16509119669596,37.16509119669596,37.16509119669596
2000-01-11,64.5625,62.0,62.0,64.0,309500.0,39.086326599121094,37.43955339704241,37.43955339704241,37.43955339704241,37.43955339704241
2000-01-12,63.8125,61.75,63.75,61.75,357100.0,37.71220397949219,37.47363471984863,37.47363471984863,37.47363471984863,37.47363471984863
2000-01-13,62.25,61.25,62.0,61.4375,174500.0,37.521339416503906,37.47893524169922,37.47893524169922,37.47893524169922,37.47893524169922
2000-01-14,62.1875,61.125,61.5,61.1875,239500.0,37.36865234375,37.4679069519043,37.4679069519043,37.4679069519043,37.4679069519043
2000-01-18,60.3125,59.25,60.0,59.3125,233500.0,36.223567962646484,37.35478522560813,37.35478522560813,37.35478522560813,37.35478522560813
2000-01-19,63.1875,59.625,61.5,59.625,548000.0,36.41441345214844,37.27642091115316,37.27642091115316,37.27642091115316,37.27642091115316
2000-01-20,60.5625,59.125,59.875,59.5,471900.0,36.33807373046875,37.204240358792816,37.204240358792816,37.204240358792816,37.204240358792816
2000-01-21,58.0,52.25,56.0,57.5,2453200.0,35.116615295410156,37.055124282836914,37.055124282836914,37.055124282836914,37.055124282836914
2000-01-24,59.9375,57.375,57.75,57.9375,894400.0,35.383811950683594,36.94370346069336,36.94370346069336,36.94370346069336,36.94370346069336
2000-01-25,58.375,51.75,57.9375,53.625,1122600.0,32.75007247924805,36.61035130818685,36.68160152435303,36.68160152435303,36.68160152435303
2000-01-26,59.9375,55.0,55.0625,59.875,920900.0,36.56709289550781,36.62816390991211,36.67486572265625,36.67486572265625,36.67486572265625
2000-01-27,60.25,56.4375,59.625,56.6875,895100.0,34.620399475097656,36.48057149251302,36.56072870890299,36.56072870890299,36.56072870890299
2000-01-28,58.5625,55.375,55.375,56.75,375500.0,34.65857696533203,36.31516672770182,36.46061545924137,36.46061545924137,36.46061545924137
2000-01-31,58.75,56.25,56.5,58.25,391500.0,35.574668884277344,36.20320129394531,36.41631813049317,36.41631813049317,36.41631813049317
2000-02-01,60.4375,58.25,58.25,59.6875,531500.0,36.45257568359375,36.11922607421875,36.41804468064081,36.41804468064081,36.41804468064081
2000-02-02,59.5,57.5625,59.4375,57.625,468300.0,35.19295120239258,35.859667714436846,36.36235861344771,36.36235861344771,36.36235861344771
2000-02-03,58.25,57.0625,57.5625,57.5625,355000.0,35.15478515625,35.6891731262207,36.30985541965651,36.30985541965651,36.30985541965651
2000-02-04,58.1875,56.3125,57.8125,56.375,300100.0,34.42954635620117,35.483053588867186,36.2315092086792,36.2315092086792,36.2315092086792
2000-02-07,57.25,55.0,56.375,55.5625,495300.0,33.93333435058594,35.254032389322916,36.13958221435547,36.13958221435547,36.13958221435547
2000-02-08,56.1875,54.375,55.8125,54.375,372300.0,33.20810317993164,35.053001403808594,36.026833020723785,36.026833020723785,36.026833020723785
2000-02-09,55.375,54.6875,55.0625,54.9375,355200.0,33.5516242980957,34.86214879353841,35.93515862358941,35.93515862358941,35.93515862358941
2000-02-10,55.4375,54.125,55.0,54.375,288900.0,33.20810317993164,34.65348409016927,35.83776378631592,35.83776378631592,35.83776378631592
2000-02-11,55.375,52.625,54.9375,52.75,253400.0,32.2156982421875,34.460089619954424,35.712864974449424,35.712864974449424,35.712864974449424
2000-02-14,53.875,50.5,51.75,52.9375,741400.0,32.3302001953125,34.25651550292969,35.60010948181152,35.60010948181152,35.60010948181152
2000-02-15,54.0625,51.9375,53.0625,52.6875,711000.0,32.17750930786133,34.218344624837236,35.48970302458732,35.48970302458732,35.48970302458732
2000-02-16,54.125,53.0,53.0625,54.0,493300.0,32.97909164428711,33.97914454142253,35.41124641895294,35.41124641895294,35.41124641895294
2000-02-17,58.4375,54.0,54.0,57.0,575000.0,34.81125259399414,33.991868082682295,35.393064787893586,35.393064787893586,35.393064787893586
2000-02-18,56.6875,54.3125,56.375,54.5,487000.0,33.28443908691406,33.90025889078776,35.331046384923596,35.331046384923596,35.331046384923596
2000-02-22,55.25,54.25,54.5,54.5625,473400.0,33.3226203918457,33.75012232462565,35.273662785121374,35.273662785121374,35.273662785121374
2000-02-23,54.9375,54.125,54.5625,54.1875,467700.0,33.09359359741211,33.526190185546874,35.213105307685005,35.213105307685005,35.213105307685005
2000-02-24,54.6875,52.5625,54.1875,54.25,673400.0,33.13176345825195,33.38877766927083,35.1568528252679,35.1568528252679,35.1568528252679
2000-02-25,54.4375,53.3125,53.875,53.375,699900.0,32.80297088623047,33.231990051269534,35.09490856371428,35.09490856371428,35.09490856371428
2000-02-28,54.0,52.875,53.875,53.625,291900.0,32.95661163330078,33.13379440307617,35.04008043729342,35.04008043729342,35.04008043729342
2000-02-29,55.0,53.125,53.125,54.3125,486000.0,33.37913513183594,33.09684778849284,34.998556804656985,34.998556804656985,34.998556804656985
2000-03-01,54.4375,51.75,54.3125,53.4375,317000.0,32.84138870239258,33.072400156656904,34.94594294850419,34.94594294850419,34.94594294850419
2000-03-02,53.375,51.125,53.1875,51.5,353200.0,31.650634765625,32.94566752115885,34.86748322986421,34.86748322986421,34.86748322986421
2000-03-03,53.25,51.3125,51.5625,52.1875,543900.0,32.07316970825195,32.87000528971354,34.80249919447788,34.80249919447788,34.80249919447788
2000-03-06,52.8125,52.125,52.125,52.3125,321400.0,32.149967193603516,32.865623219807944,34.74221437627619,34.74221437627619,34.74221437627619
2000-03-07,53.625,50.25,52.0625,50.4375,329400.0,30.997655868530273,32.776786931355794,34.659001964992946,34.659001964992946,34.659001964992946
2000-03-08,51.0,48.625,50.75,49.625,392600.0,30.49830436706543,32.66483993530274,34.568552017211914,34.568552017211914,34.568552017211914
2000-03-09,52.1875,49.1875,49.625,51.6875,583700.0,31.765867233276367,32.583958307902016,34.50892042606435,34.50892042606435,34.50892042606435
2000-03-10,52.4375,49.5,51.9375,50.0625,276400.0,30.76718521118164,32.31435381571452,34.430967609087624,34.430967609087624,34.430967609087624
2000-03-13,50.625,49.0,49.5,49.5625,388000.0,30.459897994995117,32.126051076253255,34.34992537206533,34.34992537206533,34.34992537206533
2000-03-14,50.4375,48.875,49.8125,48.875,409500.0,30.03736686706543,31.907034174601236,34.26367420196533,34.26367420196533,34.26367420196533
2000-03-15,56.375,49.125,49.125,54.0625,650600.0,33.225494384765625,31.915827560424805,34.17317699432373,34.243317734961416,34.243317734961416
2000-03-16,58.625,55.4375,56.0,58.4375,844400.0,35.91425323486328,32.10132687886556,34.16546398162842,34.275451109959526,34.275451109959526
2000-03-17,59.75,57.0,58.375,57.0625,581700.0,35.0692253112793,32.25241050720215,34.13016277313233,34.29042798168254,34.29042798168254
2000-03-20,57.6875,55.125,57.1875,56.875,486600.0,34.9539909362793,32.385569127400714,34.08644962310791,34.302716184545446,34.302716184545446
2000-03-21,61.9375,56.75,56.875,60.375,611700.0,37.105003356933594,32.63396034240723,34.08346668243408,34.353666860407046,34.353666860407046
2000-03-22,59.625,56.375,59.375,57.625,451700.0,35.4149055480957,32.80552813212077,34.03752071380615,34.372617551258635,34.372617551258635
2000-03-23,59.125,57.0,57.875,58.0,237600.0,35.645389556884766,33.071845118204756,33.968701972961426,34.39494688469067,34.39494688469067
2000-03-24,59.25,56.75,58.0,56.8125,301200.0,34.91555404663086,33.26133740743001,33.9127689743042,34.40392287024136,34.40392287024136
2000-03-27,58.1875,56.5,56.875,56.5,311300.0,34.7235107421875,33.43290697733561,33.85681240081787,34.40933961383367,34.40933961383367
2000-03-28,57.875,55.75,55.875,56.1875,240600.0,34.531455993652344,33.66849365234375,33.80006847381592,34.41137488683065,34.41137488683065
2000-03-29,59.6875,55.75,55.9375,58.9375,320500.0,36.22153854370117,34.0500425974528,33.80002788543701,34.441049700877706,34.441049700877706
2000-03-30,62.0,59.0,59.0625,59.6875,359800.0,36.682491302490234,34.37781753540039,33.80538944244385,34.47720198477468,34.47720198477468
2000-03-31,60.5625,58.625,59.9375,58.625,325300.0,36.029483795166016,34.72863744099935,33.79921764373779,34.50184137859042,34.50184137859042
2000-04-03,61.3125,58.75,58.8125,59.375,480700.0,36.49043273925781,35.13067309061686,33.82669399261474,34.532913118600845,34.532913118600845
2000-04-04,64.0,59.9375,60.4375,62.0625,563600.0,38.14210510253906,35.67098897298177,33.881859855651854,34.58843914912297,34.58843914912297
2000-04-05,63.125,60.5,61.5,60.625,315800.0,37.25864028930664,35.93986536661784,33.97203121185303,34.62889674215606,34.62889674215606
2000-04-06,61.9375,60.125,60.375,60.75,361400.0,37.33544921875,36.03461176554362,33.987398338317874,34.66929304777686,34.66929304777686
2000-04-07,60.8125,59.1875,60.625,60.1875,202900.0,36.98976516723633,36.16264775594075,34.03478565216064,34.703417637768915,34.703417637768915
2000-04-10,62.0,60.0,60.125,61.5,229200.0,37.796390533447266,36.35214106241862,34.09754192352295,34.74824333190918,34.74824333190918
2000-04-11,62.9375,60.9375,61.75,61.3125,268900.0,37.68115234375,36.390550994873045,34.1396715927124,34.790142032078336,34.790142032078336
2000-04-12,64.5,61.5625,61.5625,63.875,426600.0,39.256004333496094,36.64662424723307,34.19574016571045,34.853041501112386,34.853041501112386
2000-04-13,64.75,63.75,64.0,64.0,499100.0,39.332828521728516,36.89245351155599,34.27853771209717,34.91526076528761,34.91526076528761
2000-04-14,64.375,61.125,64.25,61.5,455900.0,37.796390533447266,37.08450927734375,34.33136981964111,34.95472829635829,34.95472829635829
2000-04-17,62.25,60.5625,61.375,61.0,298300.0,37.489097595214844,37.268881734212236,34.39256084442139,34.98897653012662,34.98897653012662
2000-04-18,61.0,59.375,61.0,60.1875,377700.0,36.98976516723633,37.432769012451175,34.4536894607544,35.015653711954755,35.015653711954755
