Date,High,Low,Open,Close,Volume,Adj Close,VRTX-15ma,VRTX-50ma,VRTX-100ma,VRTX-200ma
2000-05-04,28.6875,26.25,26.25,28.25,514200.0,28.25,24.641666666666666,28.19875,25.93168604651163,25.93168604651163
2000-05-05,30.6875,27.5625,27.875,30.3125,619600.0,30.3125,25.220833333333335,28.20125,25.982040229885058,25.982040229885058
2000-05-08,33.25,29.75,29.75,32.53125,908000.0,32.53125,26.077083333333334,28.241875,26.056463068181817,26.056463068181817
2000-05-09,36.6875,30.59375,35.6875,31.71875,4565800.0,31.71875,26.741666666666667,28.25625,26.12008426966292,26.12008426966292
2000-05-10,33.3125,28.4375,31.9375,32.1328125,1361400.0,32.1328125,27.200520833333332,28.17265625,26.186892361111113,26.186892361111113
2000-05-11,34.625,33.0,33.5,34.625,1221800.0,34.625,27.815104166666668,28.03953125,26.279618818681318,26.279618818681318
2000-05-12,33.875,30.0,33.6875,30.75,1161600.0,30.75,28.3046875,27.89734375,26.32820991847826,26.32820991847826
2000-05-15,33.59375,30.5,30.5,33.5,633800.0,33.5,29.021354166666665,27.76734375,26.405325940860216,26.405325940860216
2000-05-16,34.625,32.125,33.625,33.25,537600.0,33.25,29.571354166666666,27.55234375,26.478141622340427,26.478141622340427
2000-05-17,33.875,31.59375,32.71875,32.5625,654200.0,32.5625,30.200520833333332,27.36171875,26.5421875,26.5421875
2000-05-18,35.25,32.25,32.5,35.0625,1347200.0,35.0625,30.933854166666666,27.34234375,26.630940755208332,26.630940755208332
2000-05-19,34.71875,31.1875,34.5625,32.53125,489600.0,32.53125,31.3609375,27.34296875,26.69176868556701,26.69176868556701
2000-05-22,32.3125,30.625,32.0625,31.625,340800.0,31.625,31.6234375,27.31484375,26.742107780612244,26.742107780612244
2000-05-23,34.5,31.5,32.0,31.8125,861400.0,31.8125,31.8359375,27.33546875,26.793323863636363,26.793323863636363
2000-05-24,31.75,29.5,31.5,30.4375,1069000.0,30.4375,32.0734375,27.41796875,26.829765625,26.829765625
2000-05-25,31.875,30.0625,30.875,31.25,751400.0,31.25,32.2734375,27.56046875,26.954453125,26.873530321782177
2000-05-26,32.5,31.3125,31.4375,32.125,480000.0,32.125,32.39427083333333,27.63546875,27.102890625,26.92501531862745
2000-05-30,35.96875,32.0,32.0,35.0,1168600.0,35.0,32.55885416666667,27.73328125,27.282890625,27.00341322815534
2000-05-31,37.5,34.25,34.46875,36.9375,1254800.0,36.9375,32.90677083333333,27.90328125,27.484765625,27.09893329326923
2000-06-01,39.8125,37.0625,37.25,39.0,1306200.0,39.0,33.364583333333336,28.14890625,27.692578125,27.212276785714284
2000-06-02,41.5,39.78125,40.0,41.5,3292800.0,41.5,33.822916666666664,28.38015625,27.919765625,27.34706662735849
2000-06-05,43.09375,39.0,41.59375,40.25,829600.0,40.25,34.45625,28.58515625,28.124453125,27.467654789719628
2000-06-06,41.03125,38.4375,41.03125,38.9375,962800.0,38.9375,34.81875,28.78640625,28.318203125,27.573857060185187
2000-06-07,41.8125,40.625,40.75,41.0625,1793000.0,41.0625,35.33958333333333,29.03453125,28.533203125,27.69760607798165
2000-06-08,42.5,40.25,41.75,40.25,933600.0,40.25,35.85208333333333,29.28515625,28.715703125,27.81171875
2000-06-09,44.59375,39.6875,41.0625,41.6875,1638400.0,41.6875,36.29375,29.59703125,28.920390625,27.93672578828829
2000-06-12,43.6875,39.75,42.75,40.03125,1079400.0,40.03125,36.79375,29.91765625,29.109765625,28.044712611607142
2000-06-13,41.46875,39.5,40.3125,41.46875,529400.0,41.46875,37.45,30.27890625,29.303046875,28.163509402654867
2000-06-14,42.96875,40.25,41.6875,40.9375,1081600.0,40.9375,38.05833333333333,30.64140625,29.466484375,28.275561951754387
2000-06-15,42.34375,39.625,41.875,42.1875,1418800.0,42.1875,38.84166666666667,31.05640625,29.647421875,28.396535326086955
2000-06-16,45.0,41.25,41.65625,45.0,1184400.0,45.0,39.75833333333333,31.46890625,29.876171875,28.53966864224138
2000-06-19,55.0,45.4375,45.5,54.96875,4114600.0,54.96875,41.28125,32.01265625,30.204609375,28.765558226495727
2000-06-20,57.1875,48.0625,56.2109375,49.46875,3252600.0,49.46875,42.24583333333333,32.45890625,30.488984375,28.941009004237287
2000-06-21,52.5,48.125,48.4375,51.25,1942400.0,51.25,43.2,33.00703125,30.792890625,29.128479516806724
2000-06-22,54.5,49.34375,51.625,50.125,2570600.0,50.125,43.94166666666667,33.55578125,31.089140625,29.303450520833334
2000-06-23,51.25,46.5,51.0078125,48.4375,1351600.0,48.4375,44.40416666666667,34.08703125,31.375546875,29.461583161157026
2000-06-26,55.0,48.625,48.8125,54.65625,1851800.0,54.65625,45.364583333333336,34.74765625,31.712109375,29.66809682377049
2000-06-27,58.0,51.5,54.71875,54.25,2944800.0,54.25,46.385416666666664,35.43890625,32.032421875,29.86794969512195
2000-06-28,55.40625,54.0,54.6875,55.1875,1086400.0,55.1875,47.327083333333334,36.10765625,32.346796875,30.072139616935484
2000-06-29,56.25,52.625,53.703125,54.6875,1001200.0,54.6875,48.28958333333333,36.69640625,32.646171875,30.2690625
2000-06-30,53.53125,48.125,53.453125,52.6875,2393800.0,52.6875,49.02291666666667,37.24203125,32.915234375,30.446986607142858
2000-07-03,54.0,52.5,52.53125,54.0,310800.0,54.0,49.954166666666666,37.85390625,33.213984375,30.63244340551181
2000-07-05,60.375,52.0625,53.75,59.6875,2176600.0,59.6875,51.16875,38.59265625,33.569609375,30.85943603515625
2000-07-06,61.25,56.25,59.53125,59.03125,1815600.0,59.03125,52.375,39.27328125,33.905234375,31.07782218992248
2000-07-07,62.375,58.5,61.6875,61.71875,2826000.0,61.71875,53.677083333333336,40.04515625,34.264296875,31.313521634615384
2000-07-10,61.875,59.625,61.8125,60.0625,1254200.0,60.0625,54.68125,40.76515625,34.600859375,31.532979484732824
2000-07-11,65.3125,59.375,59.375,62.78125,2448400.0,62.78125,55.202083333333334,41.49828125,34.958671875,31.769708806818183
2000-07-12,66.375,62.8125,65.1875,63.4375,1419000.0,63.4375,56.13333333333333,42.21328125,35.263046875,32.0078125
2000-07-13,63.84375,57.75,63.71875,59.0,939600.0,59.0,56.65,42.82078125,35.545546875,32.20924673507463
2000-07-14,60.75,56.15625,59.34375,57.5,1297000.0,57.5,57.141666666666666,43.43328125,35.835234375,32.39658564814815
2000-07-17,61.0,58.59375,59.5,60.15625,1047000.0,60.15625,57.922916666666666,44.07140625,36.135078125,32.600700827205884
2000-07-18,63.4375,59.75,60.0625,61.3125,783800.0,61.3125,58.36666666666667,44.69140625,36.446328125,32.81027600364963
2000-07-19,61.6875,57.53125,61.5625,57.90625,436800.0,57.90625,58.610416666666666,45.19890625,36.720390625,32.99213088768116
2000-07-20,60.40625,57.0,58.375,59.25,932600.0,59.25,58.88125,45.74953125,37.002890625,33.18103642086331
2000-07-21,63.4375,58.9375,59.5625,60.09375,1187000.0,60.09375,59.24166666666667,46.30875,37.240703125,33.37327008928571
2000-07-24,61.375,53.6875,60.65625,57.59375,912000.0,57.59375,59.56875,46.768125,37.403828125,33.545046542553195
2000-07-25,58.375,54.3125,57.9375,54.9375,859400.0,54.9375,59.63125,47.251875,37.574609375,33.69569762323944
2000-07-26,55.4375,50.75,54.03125,54.0,1212800.0,54.0,59.25208333333333,47.661875,37.714609375,33.83768575174825
2000-07-27,54.5,52.0,54.5,53.46875,648400.0,53.46875,58.88125,48.06625,37.809296875,33.97401258680556
2000-07-28,53.0,49.25,52.75,49.4375,387000.0,49.4375,58.0625,48.40375,37.882734375,34.08065732758621
2000-07-31,50.3125,46.875,50.0625,48.96875,344200.0,48.96875,57.322916666666664,48.681875,38.012109375,34.18263056506849
2000-08-01,54.34375,47.25,48.734375,52.59375,1359800.0,52.59375,56.64375,49.083125,38.213046875,34.3078762755102
2000-08-02,56.5,50.0,53.125,50.25,473400.0,50.25,55.764583333333334,49.455625,38.385234375,34.4155933277027
2000-08-03,52.75,46.0,48.4375,51.78125,927800.0,51.78125,55.28333333333333,49.855,38.595234375,34.532141359060404
2000-08-04,59.5,53.53125,53.875,58.625,1100000.0,58.625,55.358333333333334,50.41875,38.918359375,34.692760416666665
2000-08-07,60.625,57.0,60.0,60.34375,1617800.0,60.34375,55.37083333333333,51.000625,39.280546875,34.86263451986755
2000-08-08,61.5,58.6875,59.90625,59.875,752600.0,59.875,55.275,51.555625,39.595546875,35.027189555921055
2000-08-09,62.9375,59.75,60.25,61.875,913400.0,61.875,55.53958333333333,52.093125,39.913203125,35.20266544117647
2000-08-10,61.953125,55.125,61.0,57.0,812600.0,57.0,55.389583333333334,52.494375,40.198828125,35.344206574675326
2000-08-11,62.5,56.53125,56.53125,61.0,1054200.0,61.0,55.45,52.934375,40.541640625,35.50972782258064
2000-08-14,62.5,60.375,61.125,61.8125,935200.0,61.8125,55.73125,53.340625,40.860390625,35.67833533653846
2000-08-15,62.25,59.75,61.890625,62.0625,607200.0,62.0625,56.20625,53.776875,41.181015625,35.84638734076433
2000-08-16,65.125,61.53125,61.65625,64.375,1514000.0,64.375,56.89791666666667,54.285625,41.536015625,36.02694818037975
2000-08-17,69.875,64.0,64.375,69.0,1632000.0,69.0,57.93333333333333,54.844375,41.939453125,36.234325864779876
2000-08-18,73.5625,68.5,69.0,71.59375,1579600.0,71.59375,59.41041666666667,55.47125,42.378203125,36.455322265625
2000-08-21,71.75,65.5625,71.25,67.625,1274600.0,67.625,60.65416666666667,55.99,42.793515625,36.648922748447205
2000-08-22,70.0625,66.5,67.96875,69.9375,1465000.0,69.9375,61.81041666666667,56.588125,43.252890625,36.85440779320987
2000-08-23,75.125,68.0,68.875,72.53125,2400000.0,72.53125,63.295833333333334,57.209375,43.744140625,37.07328412576687
2000-08-24,78.5625,70.0,71.625,78.375,2092200.0,78.375,65.06875,57.958125,44.299765625,37.325123856707314
2000-08-25,84.4375,77.0,77.9375,79.5625,1020100.0,79.5625,66.46458333333334,58.705625,44.881015625,37.58110795454545
2000-08-28,80.5,75.125,80.375,77.0,1279300.0,77.0,67.575,59.345625,45.407265625,37.81857115963855
2000-08-29,80.75,75.0,76.375,76.25,717200.0,76.25,68.66666666666667,59.77125,45.891953125,38.0486994760479
2000-08-30,80.3125,75.5,75.875,79.5,468100.0,79.5,69.84166666666667,60.371875,46.415390625,38.295433407738095
2000-08-31,86.375,81.515625,84.75,85.0,1050200.0,85.0,71.70833333333333,61.046875,47.026953125,38.571791789940825
2000-09-01,89.0,83.125,89.0,86.0,918700.0,86.0,73.375,61.764375,47.660078125,38.85078125
2000-09-05,88.9375,80.5,88.875,81.875,765200.0,81.875,74.7125,62.433125,48.260078125,39.102384868421055
2000-09-06,82.0,76.0,82.0,79.0,1390800.0,79.0,75.84166666666667,62.92,48.833828125,39.33434774709303
2000-09-07,86.125,79.625,79.75,85.75,512000.0,85.75,77.26666666666667,63.55,49.494453125,39.6026463150289
2000-09-08,89.0,83.25,87.125,86.1875,1253900.0,86.1875,78.4125,64.17,50.138828125,39.8703753591954
2000-09-11,83.4375,73.5,83.25,74.109375,1022200.0,74.109375,78.58020833333333,64.5584375,50.627421875,40.066026785714286
2000-09-12,78.5,75.5,77.75,77.875,2181600.0,77.875,79.26354166666667,65.0621875,51.152109375,40.28085049715909
2000-09-13,76.5625,73.5,76.375,75.75,3575500.0,75.75,79.65104166666667,65.4971875,51.675546875,40.48124117231639
2000-09-14,78.25,75.875,77.3125,76.875,2854200.0,76.875,79.940625,65.8409375,52.216796875,40.68570049157304
2000-09-15,80.5,77.25,78.71875,80.375,1197900.0,80.375,80.07395833333334,66.2678125,52.770546875,40.907428421787706
2000-09-18,82.5,77.625,79.875,79.8125,1288900.0,79.8125,80.090625,66.6296875,53.337421875,41.12356770833333
2000-09-19,83.375,79.75,80.0,82.875,629700.0,82.875,80.48229166666667,67.0859375,53.925546875,41.35423860497237
2000-09-20,87.0,82.25,82.75,86.3125,1056300.0,86.3125,81.153125,67.5565625,54.527421875,41.60126201923077
2000-09-21,86.0,84.0,84.0625,85.1875,701500.0,85.1875,81.53229166666667,67.9915625,55.102421875,41.83943818306011
2000-09-22,89.0,80.0,82.0,88.8125,1050700.0,88.8125,81.78645833333333,68.5878125,55.704296875,42.0947265625
2000-09-25,90.0,85.125,89.375,85.875,1307600.0,85.875,81.778125,69.1553125,56.294296875,42.33137668918919
2000-09-26,87.125,80.5625,86.4375,84.375,992400.0,84.375,81.94479166666666,69.6396875,56.855546875,42.557417674731184
2000-09-27,88.0,85.125,85.3125,87.25,893100.0,87.25,82.49479166666667,70.1584375,57.424921875,42.79641544117647
2000-09-28,96.0,86.1875,87.0,93.25,1682300.0,93.25,82.99479166666667,70.8653125,58.032109375,43.064785571808514
2000-09-29,94.8125,84.5,91.6875,84.5,1096300.0,84.5,82.88229166666666,71.3703125,58.559921875,43.28401951058201
2000-10-02,88.5,80.125,87.375,82.0,787600.0,82.0,83.40833333333333,71.8084375,59.05859375,43.48778782894737
2000-10-03,85.625,75.375,82.875,75.5,938700.0,75.5,83.25,72.1665625,59.46734375,43.65539103403141
2000-10-04,77.0,68.5,74.5,76.9375,1608600.0,76.9375,83.32916666666667,72.6065625,59.92921875,43.8287353515625
2000-10-05,80.5625,69.5,78.25,72.0,935500.0,72.0,83.00416666666666,72.9665625,60.31421875,43.97470045336787
2000-10-06,74.0,63.5,73.0,66.125,1769200.0,66.125,82.05416666666666,73.2196875,60.64296875,44.08887725515464
2000-10-09,73.4375,64.0,65.5,73.0,1136800.0,73.0,81.6,73.6909375,61.04734375,44.237139423076925
2000-10-10,74.0625,70.1875,73.9375,72.3125,1204000.0,72.3125,80.89583333333333,74.1578125,61.41984375,44.38038105867347
2000-10-11,75.125,69.375,71.75,74.5,919500.0,74.5,80.10833333333333,74.5959375,61.83953125,44.53327252538071
2000-10-12,76.75,64.8125,75.75,66.875,938700.0,66.875,78.8875,74.9284375,62.19203125,44.646109532828284
2000-10-13,70.25,63.0,65.8125,70.25,1169400.0,70.25,77.65,75.2978125,62.57640625,44.774772298994975
2000-10-16,76.5,70.5,71.75,74.0,837100.0,74.0,76.85833333333333,75.6053125,63.01203125,44.9208984375
2000-10-17,79.875,74.5625,74.625,78.875,1219200.0,78.875,76.49166666666666,75.9759375,63.48828125,45.2213671875
2000-10-18,85.1875,72.5,76.125,80.375,1445500.0,80.375,76.03333333333333,76.3859375,63.97078125,45.5368359375
2000-10-19,83.375,77.5625,81.875,80.0,773100.0,80.0,75.15,76.7484375,64.42078125,45.8518359375
2000-10-20,82.5,73.0,79.6875,79.75,555700.0,79.75,74.83333333333333,77.2034375,64.84890625,46.1668359375
2000-10-23,93.625,80.5,81.0,92.9375,1811700.0,92.9375,75.5625,77.8421875,65.38828125,46.5404296875
2000-10-24,96.8125,91.125,92.5625,92.9375,1871200.0,92.9375,76.725,78.4646875,65.90265625,46.9112109375
2000-10-25,97.125,87.0,89.0,96.0625,1333000.0,96.0625,78.0,79.1446875,66.46078125,47.2926171875
2000-10-26,98.875,89.625,96.625,94.9375,1304200.0,94.9375,79.52916666666667,79.7559375,67.02078125,47.6694921875
2000-10-27,96.0,83.75,94.25,91.0,886100.0,91.0,81.1875,80.1959375,67.52015625,48.0266796875
2000-10-30,91.25,86.4375,90.125,90.5,729500.0,90.5,82.35416666666667,80.5740625,68.02265625,48.3691796875
2000-10-31,96.375,89.0,90.6875,93.109375,7193400.0,93.109375,83.740625,81.08375,68.536875,48.7286328125
2000-11-01,99.25,91.5,92.6875,94.8125,1662200.0,94.8125,85.09479166666667,81.58125,69.0846875,49.0972265625
2000-11-02,98.5,95.375,95.5,97.25,1414300.0,97.25,87.11979166666667,82.075625,69.6425,49.4727734375
2000-11-03,98.75,93.75,97.25,93.875,1043800.0,93.875,88.69479166666666,82.385625,70.171875,49.8191796875
2000-11-06,95.25,91.0,93.875,91.6875,968000.0,91.6875,89.87395833333333,82.628125,70.666875,50.1571484375
2000-11-07,98.5,89.75,91.0,96.859375,1177600.0,96.859375,91.07291666666667,83.0253125,71.18546875,50.5308203125
2000-11-08,98.875,92.0,96.875,93.25,502600.0,93.25,91.93125,83.3653125,71.56828125,50.8864453125
2000-11-09,93.375,88.5,92.5,91.0,961600.0,91.0,92.66458333333334,83.5953125,71.98359375,51.2362890625
2000-11-10,90.125,86.0,86.625,88.8125,679900.0,88.8125,93.26875,83.6715625,72.35921875,51.5760546875
2000-11-13,82.0625,68.5625,79.5,71.1875,2323700.0,71.1875,91.81875,83.3753125,72.56984375,51.8294921875
2000-11-14,78.0,71.0,77.953125,73.25,1991000.0,73.25,90.50625,83.2028125,72.81796875,52.0967578125
2000-11-15,77.5,72.125,74.4375,73.625,1734600.0,73.625,89.01041666666667,83.0953125,73.00765625,52.3598828125
2000-11-16,72.625,67.125,72.5625,67.75,1330100.0,67.75,87.19791666666667,82.7353125,73.14265625,52.5875390625
2000-11-17,68.5,59.0,68.375,63.125,1744900.0,63.125,85.33958333333334,82.2740625,73.22203125,52.7844140625
