Date,High,Low,Open,Close,Volume,Adj Close,VRTX-15ma,VRTX-50ma,VRTX-100ma,VRTX-200ma
2000-01-03,18.78125,16.8125,17.75,18.78125,1010000.0,18.78125,18.78125,18.78125,18.78125,18.78125
2000-01-04,18.3125,17.25,18.25,17.28125,265400.0,17.28125,18.03125,18.03125,18.03125,18.03125
2000-01-05,17.125,16.5,17.125,17.0,202000.0,17.0,17.6875,17.6875,17.6875,17.6875
2000-01-06,16.9375,16.5625,16.625,16.75,270600.0,16.75,17.453125,17.453125,17.453125,17.453125
2000-01-07,18.5,16.5,16.5,18.21875,813200.0,18.21875,17.60625,17.60625,17.60625,17.60625
2000-01-10,19.125,18.1875,18.453125,18.78125,1306400.0,18.78125,17.802083333333332,17.802083333333332,17.802083333333332,17.802083333333332
2000-01-11,20.0625,18.4375,18.6875,19.78125,1208800.0,19.78125,18.084821428571427,18.084821428571427,18.084821428571427,18.084821428571427
2000-01-12,19.9375,19.0,19.875,19.5625,842400.0,19.5625,18.26953125,18.26953125,18.26953125,18.26953125
2000-01-13,19.8125,19.3125,19.3125,19.5625,925600.0,19.5625,18.413194444444443,18.413194444444443,18.413194444444443,18.413194444444443
2000-01-14,23.0,19.46875,19.515625,22.0,550800.0,22.0,18.771875,18.771875,18.771875,18.771875
2000-01-18,22.0,20.71875,21.71875,21.21875,268000.0,21.21875,18.994318181818183,18.994318181818183,18.994318181818183,18.994318181818183
2000-01-19,21.3125,19.8125,21.296875,21.09375,638000.0,21.09375,19.169270833333332,19.169270833333332,19.169270833333332,19.169270833333332
2000-01-20,23.0625,21.0625,21.0625,22.140625,550000.0,22.140625,19.39783653846154,19.39783653846154,19.39783653846154,19.39783653846154
2000-01-21,25.25,22.0,22.03125,24.59375,1096000.0,24.59375,19.768973214285715,19.768973214285715,19.768973214285715,19.768973214285715
2000-01-24,24.625,23.9375,24.0,24.09375,549200.0,24.09375,20.057291666666668,20.057291666666668,20.057291666666668,20.057291666666668
2000-01-25,24.875,21.5,24.6875,22.125,620800.0,22.125,20.280208333333334,20.1865234375,20.1865234375,20.1865234375
2000-01-26,23.5625,22.0,22.125,22.125,777200.0,22.125,20.603125,20.300551470588236,20.300551470588236,20.300551470588236
2000-01-27,23.25,20.625,21.890625,21.03125,560600.0,21.03125,20.871875,20.341145833333332,20.341145833333332,20.341145833333332
2000-01-28,21.125,20.3125,21.125,20.859375,312600.0,20.859375,21.145833333333332,20.36842105263158,20.36842105263158,20.36842105263158
2000-01-31,20.9375,19.9375,20.640625,20.5,492400.0,20.5,21.297916666666666,20.375,20.375,20.375
2000-02-01,20.4375,18.875,20.40625,19.796875,769800.0,19.796875,21.365625,20.347470238095237,20.347470238095237,20.347470238095237
2000-02-02,21.125,19.75,19.78125,21.0,551400.0,21.0,21.446875,20.377130681818183,20.377130681818183,20.377130681818183
2000-02-03,22.75,21.28125,22.375,22.21875,523800.0,22.21875,21.623958333333334,20.457201086956523,20.457201086956523,20.457201086956523
2000-02-04,24.0,21.1875,22.0,23.75,615400.0,23.75,21.903125,20.594401041666668,20.594401041666668,20.594401041666668
2000-02-07,26.875,23.3125,23.8125,24.75,792000.0,24.75,22.086458333333333,20.760625,20.760625,20.760625
2000-02-08,25.8125,23.875,25.0625,25.78125,594200.0,25.78125,22.390625,20.95372596153846,20.95372596153846,20.95372596153846
2000-02-09,26.0,24.0,25.5,24.125,286000.0,24.125,22.592708333333334,21.071180555555557,21.071180555555557,21.071180555555557
2000-02-10,25.0,23.5625,24.125,24.125,560800.0,24.125,22.725,21.180245535714285,21.180245535714285,21.180245535714285
2000-02-11,25.5625,24.0,24.0625,25.46875,634800.0,25.46875,22.783333333333335,21.328125,21.328125,21.328125
2000-02-14,25.8125,24.9375,25.46875,25.8125,264400.0,25.8125,22.897916666666667,21.477604166666666,21.477604166666666,21.477604166666666
2000-02-15,27.1875,25.625,25.625,26.40625,434600.0,26.40625,23.183333333333334,21.636592741935484,21.636592741935484,21.636592741935484
2000-02-16,27.1875,26.25,26.25,27.0,441600.0,27.0,23.508333333333333,21.80419921875,21.80419921875,21.80419921875
2000-02-17,33.4921875,27.5625,27.75,33.0,1690600.0,33.0,24.30625,22.14346590909091,22.14346590909091,22.14346590909091
2000-02-18,33.25,29.75,33.25,30.75,1381800.0,30.75,24.965625,22.396599264705884,22.396599264705884,22.396599264705884
2000-02-22,30.8125,27.5,30.8125,28.53125,980200.0,28.53125,25.501041666666666,22.571875,22.571875,22.571875
2000-02-23,30.46875,27.875,28.53125,30.171875,852000.0,30.171875,26.192708333333332,22.78298611111111,22.78298611111111,22.78298611111111
2000-02-24,31.1875,29.75,30.25,30.1875,1287800.0,30.1875,26.805208333333333,22.98310810810811,22.98310810810811,22.98310810810811
2000-02-25,30.875,30.09375,30.3125,30.5,1485400.0,30.5,27.357291666666665,23.18092105263158,23.18092105263158,23.18092105263158
2000-02-28,32.8125,30.0,31.375,31.0,793800.0,31.0,27.840625,23.381410256410255,23.381410256410255,23.381410256410255
2000-02-29,38.25,32.75,32.75,36.3125,1450200.0,36.3125,28.611458333333335,23.7046875,23.7046875,23.7046875
2000-03-01,41.5625,36.5625,37.8125,41.28125,1777200.0,41.28125,29.644791666666666,24.133384146341463,24.133384146341463,24.133384146341463
2000-03-02,41.65625,37.53125,41.25,37.859375,1120800.0,37.859375,30.560416666666665,24.460193452380953,24.460193452380953,24.460193452380953
2000-03-03,40.0625,37.9375,38.0,40.0,1546200.0,40.0,31.61875,24.821584302325583,24.821584302325583,24.821584302325583
2000-03-06,45.1875,41.625,42.5625,44.0,2242000.0,44.0,32.854166666666664,25.257457386363637,25.257457386363637,25.257457386363637
2000-03-07,44.625,38.625,44.5625,42.09375,2466600.0,42.09375,33.93958333333333,25.631597222222222,25.631597222222222,25.631597222222222
2000-03-08,42.53125,35.5,42.5,36.03125,2803600.0,36.03125,34.58125,25.85767663043478,25.85767663043478,25.85767663043478
2000-03-09,34.625,31.375,33.875,32.5,1517600.0,32.5,34.947916666666664,25.99900265957447,25.99900265957447,25.99900265957447
2000-03-10,34.25,31.75,33.9375,33.03125,1448200.0,33.03125,34.95,26.1455078125,26.1455078125,26.1455078125
2000-03-13,32.4375,30.0,31.75,30.78125,774800.0,30.78125,34.952083333333334,26.240114795918366,26.240114795918366,26.240114795918366
2000-03-14,31.0,24.0625,31.0,26.3125,3482000.0,26.3125,34.80416666666667,26.2415625,26.2415625,26.2415625
2000-03-15,27.375,24.0,26.375,24.125,2111000.0,24.125,34.401041666666664,26.3484375,26.200061274509803,26.200061274509803
2000-03-16,28.5,24.5,25.0,28.375,1465400.0,28.375,34.280208333333334,26.5703125,26.24188701923077,26.24188701923077
2000-03-17,30.125,27.125,27.90625,30.109375,910400.0,30.109375,34.25416666666667,26.8325,26.31485849056604,26.31485849056604
2000-03-20,32.53125,28.4375,30.3125,28.4375,1389800.0,28.4375,34.083333333333336,27.06625,26.354166666666668,26.354166666666668
2000-03-21,28.53125,25.25,28.46875,26.71875,764400.0,26.71875,33.44375,27.23625,26.360795454545453,26.360795454545453
2000-03-22,31.5,27.5,27.625,29.9375,1089200.0,29.9375,32.6875,27.459375,26.424665178571427,26.424665178571427
2000-03-23,31.0,28.84375,30.5625,30.0,774000.0,30.0,32.16354166666667,27.66375,26.48739035087719,26.48739035087719
2000-03-24,31.0,26.0,30.09375,28.875,861600.0,28.875,31.421875,27.85,26.528556034482758,26.528556034482758
2000-03-27,29.375,27.125,28.875,28.65625,635200.0,28.65625,30.398958333333333,28.031875,26.564618644067796,26.564618644067796
2000-03-28,29.0,26.0,28.5,27.71875,780600.0,27.71875,29.440625,28.14625,26.583854166666665,26.583854166666665
2000-03-29,28.15625,25.4375,27.65625,26.09375,1133200.0,26.09375,28.778125,28.24375,26.575819672131146,26.575819672131146
2000-03-30,26.34375,23.15625,26.25,24.0,892600.0,24.0,28.211458333333333,28.301875,26.534274193548388,26.534274193548388
2000-03-31,24.78125,21.34375,24.25,23.40625,1579000.0,23.40625,27.569791666666667,28.3271875,26.484623015873016,26.484623015873016
2000-04-03,24.0,22.4375,23.96875,22.8125,824400.0,22.8125,27.038541666666667,28.2915625,26.42724609375,26.42724609375
2000-04-04,23.25,19.75,23.03125,21.4375,945800.0,21.4375,26.713541666666668,28.2384375,26.35048076923077,26.35048076923077
2000-04-05,24.8125,20.75,20.75,24.375,1637200.0,24.375,26.730208333333334,28.2834375,26.320549242424242,26.320549242424242
2000-04-06,27.796875,25.1875,25.1875,27.78125,1048800.0,27.78125,26.690625,28.3965625,26.342350746268657,26.342350746268657
2000-04-07,27.8125,26.078125,27.75,27.15625,611400.0,27.15625,26.49375,28.5190625,26.354319852941178,26.354319852941178
2000-04-10,27.5,23.6875,27.5,23.84375,350000.0,23.84375,26.1875,28.57875,26.317934782608695,26.317934782608695
2000-04-11,23.5,21.25,23.5,22.6875,497000.0,22.6875,25.91875,28.6225,26.26607142857143,26.26607142857143
2000-04-12,24.0,21.875,22.84375,21.875,423800.0,21.875,25.38125,28.6640625,26.204225352112676,26.204225352112676
2000-04-13,23.375,21.625,22.03125,21.625,170400.0,21.625,24.822916666666668,28.6765625,26.140625,26.140625
2000-04-14,22.125,19.0,21.625,19.6875,410200.0,19.6875,24.210416666666667,28.6259375,26.05222602739726,26.05222602739726
2000-04-17,21.75,18.875,18.890625,21.75,817800.0,21.75,23.75,28.5859375,25.99408783783784,25.99408783783784
2000-04-18,25.375,21.0625,21.09375,25.25,566200.0,25.25,23.585416666666667,28.5959375,25.984166666666667,25.984166666666667
2000-04-19,26.3125,24.8125,25.375,25.40625,712800.0,25.40625,23.539583333333333,28.5884375,25.9765625,25.9765625
2000-04-20,27.59375,23.0,27.59375,23.40625,852000.0,23.40625,23.5,28.5740625,25.943181818181817,25.943181818181817
2000-04-24,24.25,21.25,23.0625,22.75,438200.0,22.75,23.45625,28.5465625,25.90224358974359,25.90224358974359
2000-04-25,25.5,22.53125,22.703125,25.0,703600.0,25.0,23.602083333333333,28.5371875,25.890822784810126,25.890822784810126
2000-04-26,25.5,23.0,25.375,23.125,291600.0,23.125,23.714583333333334,28.4834375,25.85625,25.85625
2000-04-27,24.0625,22.5,22.6875,24.0625,167000.0,24.0625,23.69375,28.4365625,25.834104938271604,25.834104938271604
2000-04-28,26.9375,24.125,24.375,26.125,596000.0,26.125,23.583333333333332,28.4190625,25.83765243902439,25.83765243902439
2000-05-01,29.1875,26.0,26.3125,27.6875,800400.0,27.6875,23.61875,28.3128125,25.859939759036145,25.859939759036145
2000-05-02,29.125,27.0625,27.375,28.625,1089000.0,28.625,23.9375,28.2703125,25.892857142857142,25.892857142857142
2000-05-03,28.25,25.375,28.125,26.875,615000.0,26.875,24.216666666666665,28.2371875,25.904411764705884,25.904411764705884
