Date,High,Low,Open,Close,Volume,Adj Close,AVGO-15ma,AVGO-50ma,AVGO-100ma,AVGO-200ma
2009-08-06,16.90999984741211,15.5600004196167,16.5,16.18000030517578,24197800.0,13.571040153503418,13.571040153503418,13.571040153503418,13.571040153503418,13.571040153503418
2009-08-07,16.760000228881836,16.030000686645508,16.149999618530273,16.43000030517578,2454300.0,13.780729293823242,13.67588472366333,13.67588472366333,13.67588472366333,13.67588472366333
2009-08-10,16.6299991607666,15.609999656677246,16.6299991607666,15.970000267028809,2421000.0,13.394901275634766,13.582223574320475,13.582223574320475,13.582223574320475,13.582223574320475
2009-08-11,16.0,15.5,15.979999542236328,15.670000076293945,2305400.0,13.14327621459961,13.472486734390259,13.472486734390259,13.472486734390259,13.472486734390259
2009-08-12,16.200000762939453,15.65999984741211,16.149999618530273,16.0,1451300.0,13.42006778717041,13.462002944946288,13.462002944946288,13.462002944946288,13.462002944946288
2009-08-13,16.719999313354492,16.0,16.0,16.549999237060547,1150600.0,13.881379127502441,13.531898975372314,13.531898975372314,13.531898975372314,13.531898975372314
2009-08-14,17.0,16.25,16.5,16.600000381469727,637800.0,13.923316955566406,13.587815829685756,13.587815829685756,13.587815829685756,13.587815829685756
2009-08-17,16.3700008392334,16.200000762939453,16.270000457763672,16.219999313354492,254400.0,13.604589462280273,13.58991253376007,13.58991253376007,13.58991253376007,13.58991253376007
2009-08-18,17.200000762939453,16.350000381469727,16.479999542236328,17.06999969482422,1446700.0,14.317532539367676,13.670759201049805,13.670759201049805,13.670759201049805,13.670759201049805
2009-08-19,17.940000534057617,16.799999237060547,16.84000015258789,17.889999389648438,2070800.0,15.005303382873535,13.804213619232177,13.804213619232177,13.804213619232177,13.804213619232177
2009-08-20,17.950000762939453,17.290000915527344,17.950000762939453,17.760000228881836,1882100.0,14.896270751953125,13.903491540388627,13.903491540388627,13.903491540388627,13.903491540388627
2009-08-21,17.969999313354492,17.579999923706055,17.790000915527344,17.81999969482422,863600.0,14.946595191955566,13.990416844685873,13.990416844685873,13.990416844685873,13.990416844685873
2009-08-24,17.850000381469727,17.299999237060547,17.520000457763672,17.5,1021600.0,14.678191184997559,14.043322563171387,14.043322563171387,14.043322563171387,14.043322563171387
2009-08-25,17.899999618530273,17.549999237060547,17.649999618530273,17.850000381469727,530800.0,14.971759796142578,14.109639508383614,14.109639508383614,14.109639508383614,14.109639508383614
2009-08-26,17.850000381469727,17.149999618530273,17.690000534057617,17.850000381469727,708600.0,14.971759796142578,14.167114194234212,14.167114194234212,14.167114194234212,14.167114194234212
2009-08-27,18.209999084472656,17.549999237060547,17.850000381469727,18.15999984741211,1161100.0,15.231768608093262,14.277829424540203,14.233655095100403,14.233655095100403,14.233655095100403
2009-08-28,19.0,18.0,18.100000381469727,18.469999313354492,1295000.0,15.491783142089844,14.391899681091308,14.307662627276253,14.307662627276253,14.307662627276253
2009-08-31,18.399999618530273,17.809999465942383,18.350000381469727,18.200000762939453,1004800.0,15.26531982421875,14.516594250996908,14.360865804884169,14.360865804884169,14.360865804884169
2009-09-01,18.440000534057617,16.940000534057617,18.25,17.850000381469727,1383500.0,14.971759796142578,14.638493156433105,14.39301812021356,14.39301812021356,14.39301812021356
2009-09-02,18.25,17.479999542236328,17.760000228881836,17.68000030517578,1293400.0,14.829172134399414,14.732433446248372,14.414825820922852,14.414825820922852,14.414825820922852
2009-09-03,17.969999313354492,17.0,17.969999313354492,17.450000762939453,3657700.0,14.636259078979492,14.782758776346842,14.425370261782692,14.425370261782692,14.425370261782692
2009-09-04,18.0,17.489999771118164,17.75,17.760000228881836,1158600.0,14.896270751953125,14.847622362772624,14.446774829517711,14.446774829517711,14.446774829517711
2009-09-08,17.93000030517578,17.450000762939453,17.760000228881836,17.700000762939453,574900.0,14.845948219299316,14.930379613240559,14.464130194290824,14.464130194290824,14.464130194290824
2009-09-09,17.850000381469727,17.219999313354492,17.850000381469727,17.260000228881836,551200.0,14.476895332336426,14.941003799438477,14.464662075042725,14.464662075042725,14.464662075042725
2009-09-10,17.459999084472656,16.950000762939453,17.010000228881836,17.049999237060547,415200.0,14.300755500793457,14.894033940633138,14.458105812072754,14.458105812072754,14.458105812072754
2009-09-11,17.329999923706055,16.540000915527344,17.0,16.8799991607666,620300.0,14.158167839050293,14.84482707977295,14.446569736187275,14.446569736187275,14.446569736187275
2009-09-14,16.899999618530273,16.309999465942383,16.639999389648438,16.649999618530273,1614500.0,13.965250968933105,14.779404131571452,14.428743115177861,14.428743115177861,14.428743115177861
2009-09-15,17.350000381469727,16.6299991607666,17.25,17.18000030517578,1986900.0,14.409793853759766,14.761510976155598,14.4280663558415,14.4280663558415,14.4280663558415
2009-09-16,17.75,17.110000610351562,17.399999618530273,17.579999923706055,2021100.0,14.745293617248535,14.746413230895996,14.439005226924502,14.439005226924502,14.439005226924502
2009-09-17,17.899999618530273,16.530000686645508,17.65999984741211,16.639999389648438,1446400.0,13.956866264343262,14.678753662109376,14.422933928171794,14.422933928171794,14.422933928171794
2009-09-18,17.020000457763672,16.18000030517578,16.56999969482422,16.200000762939453,899900.0,13.587817192077637,14.569156901041667,14.395994678620369,14.395994678620369,14.395994678620369
2009-09-21,16.6299991607666,15.869999885559082,16.280000686645508,16.610000610351562,553000.0,13.931702613830566,14.465151532491047,14.381485551595688,14.381485551595688,14.381485551595688
2009-09-22,17.3700008392334,16.81999969482422,16.959999084472656,17.25,1114100.0,14.468506813049316,14.412030665079753,14.384122559518525,14.384122559518525,14.384122559518525
2009-09-23,17.790000915527344,17.299999237060547,17.6200008392334,17.399999618530273,530300.0,14.594319343566895,14.386867968241374,14.390304817872888,14.390304817872888,14.390304817872888
2009-09-24,17.850000381469727,16.75,17.329999923706055,17.489999771118164,778800.0,14.669809341430664,14.376243782043456,14.398290661403111,14.398290661403111,14.398290661403111
2009-09-25,17.479999542236328,17.100000381469727,17.479999542236328,17.1299991607666,468500.0,14.367855072021484,14.35835018157959,14.397445228364733,14.397445228364733,14.397445228364733
2009-09-28,17.850000381469727,17.030000686645508,17.31999969482422,17.649999618530273,233600.0,14.804010391235352,14.352199490865072,14.408433476009884,14.408433476009884,14.408433476009884
