Date,High,Low,Open,Close,Volume,Adj Close,NVR-15ma,NVR-50ma,NVR-100ma,NVR-200ma
2000-06-26,55.375,54.375,54.375,55.25,16500,55.25,55.53333333333333,57.42375,52.725,51.73053278688525
2000-06-27,56.625,55.3125,55.375,56.4375,15500,56.4375,55.5125,57.47625,52.845625,51.76880081300813
2000-06-28,57.75,55.875,56.375,57.75,23700,57.75,55.59166666666667,57.57625,52.97,51.817036290322584
2000-06-29,59.0,57.75,57.75,58.625,21800,58.625,55.72083333333333,57.69375,53.0975,51.8715
2000-06-30,60.25,57.0,58.375,57.0,86900,57.0,55.82083333333333,57.7775,53.20875,51.91220238095238
2000-07-03,57.375,57.0,57.0,57.375,3100,57.375,55.99166666666667,57.86125,53.340625,51.955216535433074
2000-07-05,58.375,57.5,57.5,57.875,8100,57.875,56.15833333333333,57.94625,53.496875,52.00146484375
2000-07-06,59.0,57.75,57.875,59.0,13700,59.0,56.38333333333333,58.05625,53.661875,52.05571705426357
2000-07-07,61.375,59.0,59.0,60.9375,25500,60.9375,56.69583333333333,58.095,53.84375,52.12403846153846
2000-07-10,60.9375,60.125,60.9375,60.125,10700,60.125,57.0125,58.1175,54.01125,52.18511450381679
2000-07-11,59.9375,59.625,59.875,59.875,6000,59.875,57.27916666666667,58.075,54.17125,52.24337121212121
2000-07-12,59.75,59.375,59.625,59.375,13800,59.375,57.5625,57.9975,54.32375,52.296992481203006
2000-07-13,59.75,59.125,59.25,59.6875,36000,59.6875,57.87083333333333,57.95125,54.48875,52.35214552238806
2000-07-14,59.8125,59.5,59.8125,59.75,3700,59.75,58.2375,57.92625,54.6575,52.40694444444444
2000-07-17,60.375,59.75,60.0,59.8125,14200,59.8125,58.59166666666667,57.89,54.820625,52.46139705882353
2000-07-18,60.25,59.75,59.9375,59.75,16700,59.75,58.891666666666666,57.835,54.971875,52.51459854014598
2000-07-19,60.125,59.375,59.625,60.0,7600,60.0,59.12916666666667,57.78875,55.130625,52.56884057971015
2000-07-20,61.8125,60.25,60.25,61.8125,12700,61.8125,59.4,57.7725,55.3075,52.635341726618705
2000-07-21,61.875,61.375,61.875,61.375,7400,61.375,59.583333333333336,57.7525,55.48,52.69776785714286
2000-07-24,61.5,61.125,61.5,61.125,8700,61.125,59.858333333333334,57.7275,55.6475,52.757535460992905
2000-07-25,61.875,59.875,61.375,59.875,36700,59.875,60.025,57.6775,55.80125,52.807658450704224
2000-07-26,60.0,59.0,60.0,59.0,15200,59.0,60.1,57.61875,55.949375,52.85096153846154
2000-07-27,59.3125,58.75,59.0,59.25,15700,59.25,60.11666666666667,57.56875,56.095625,52.89539930555556
2000-07-28,60.0,59.1875,59.375,59.9375,3900,59.9375,60.05,57.5425,56.25125,52.94396551724138
2000-07-31,61.625,59.75,60.0,61.625,16300,61.625,60.15,57.57,56.42625,53.00342465753425
2000-08-01,62.375,61.375,61.375,62.125,13300,62.125,60.3,57.62875,56.6,53.06547619047619
2000-08-02,64.0,61.875,62.1875,63.75,13300,63.75,60.59166666666667,57.7575,56.79125,53.13766891891892
2000-08-03,64.5625,63.5,63.5,64.0,12100,64.0,60.87916666666667,57.9,56.9875,53.21057046979866
2000-08-04,67.0,64.0,64.25,66.375,38100,66.375,61.32083333333333,58.1025,57.205625,53.29833333333333
2000-08-07,72.875,66.125,66.125,72.5,89200,72.5,62.166666666666664,58.4425,57.485,53.425496688741724
2000-08-08,72.625,71.875,72.5,72.625,15500,72.625,63.025,58.7925,57.74375,53.551809210526315
2000-08-09,72.375,70.75,72.375,70.75,28600,70.75,63.74166666666667,59.0925,57.95625,53.66421568627451
2000-08-10,70.5,67.0,70.5,69.5,49500,69.5,64.25416666666666,59.3825,58.14625,53.76704545454545
2000-08-11,72.0,69.25,69.25,72.0,22000,72.0,64.9625,59.72,58.34875,53.88467741935484
2000-08-14,74.25,72.0,72.0,73.9375,45000,73.9375,65.81666666666666,60.085,58.5425,54.01322115384615
2000-08-15,73.8125,70.625,73.8125,70.625,43600,70.625,66.53333333333333,60.37125,58.7075,54.119028662420384
2000-08-16,71.25,70.75,71.0,71.0,5000,71.0,67.33333333333333,60.65625,58.879375,54.22587025316456
2000-08-17,71.0,70.375,70.75,70.625,7400,70.625,68.09166666666667,60.9375,59.054375,54.32900943396226
2000-08-18,71.0,70.25,70.75,71.0,5400,71.0,68.82916666666667,61.22375,59.24375,54.433203125
2000-08-21,72.0,71.25,71.25,71.8125,10800,71.8125,69.50833333333334,61.55,59.44375,54.54114906832298
2000-08-22,71.8125,71.125,71.8125,71.125,6600,71.125,70.10833333333333,61.87625,59.615,54.64351851851852
2000-08-23,71.25,69.75,71.125,69.75,35800,69.75,70.50833333333334,62.16375,59.7725,54.736196319018404
2000-08-24,70.875,70.0,70.0,70.125,8900,70.125,70.91666666666667,62.45375,59.93125,54.830030487804876
2000-08-25,70.1875,69.625,70.1875,69.625,20100,69.625,71.13333333333334,62.72125,60.083125,54.91969696969697
2000-08-28,70.375,69.875,69.875,70.125,14200,70.125,70.975,63.01625,60.235625,55.01129518072289
2000-08-29,70.875,70.25,70.25,70.625,10200,70.625,70.84166666666667,63.31125,60.38375,55.104790419161674
2000-08-30,71.375,70.5,70.6875,71.375,14400,71.375,70.88333333333334,63.63625,60.53875,55.201636904761905
2000-08-31,73.5,71.25,71.25,73.5,20200,73.5,71.15,64.005,60.72,55.30991124260355
2000-09-01,74.0,71.5,73.875,72.0,16000,72.0,71.15,64.36,60.89,55.408088235294116
2000-09-05,72.625,71.9375,72.125,72.25,41300,72.25,71.0375,64.715,61.064375,55.50657894736842
2000-09-06,73.5,71.1875,72.0,73.4375,17000,73.4375,71.225,65.07875,61.25125,55.61082848837209
2000-09-07,75.4375,73.875,73.875,75.3125,34100,75.3125,71.5125,65.45625,61.46625,55.72471098265896
2000-09-08,77.5625,75.5,75.5,77.125,35900,77.125,71.94583333333334,65.84375,61.71,55.84770114942529
2000-09-11,78.75,77.25,77.375,78.25,11100,78.25,72.42916666666666,66.23625,61.965,55.97571428571428
2000-09-12,79.125,78.5,78.5,78.75,10900,78.75,72.89166666666667,66.67125,62.224375,56.10511363636363
2000-09-13,79.75,78.5,78.5,78.875,13700,78.875,73.40833333333333,67.10125,62.48125,56.23375706214689
2000-09-14,79.125,78.0,79.125,78.25,15800,78.25,73.975,67.50875,62.7275,56.35744382022472
2000-09-15,79.0,78.0,78.0,78.3125,29400,78.3125,74.52083333333333,67.895,62.975625,56.480097765363126
2000-09-18,78.40625,77.5,78.3125,77.5625,35500,77.5625,75.05,68.2275,63.16125,56.59722222222222
2000-09-19,77.5625,77.375,77.4375,77.5625,9500,77.5625,75.54583333333333,68.57625,63.346875,56.71305248618785
2000-09-20,79.875,77.5625,77.5625,79.8125,14300,79.8125,76.15833333333333,68.975,63.525,56.839972527472526
2000-09-21,79.875,79.6875,79.8125,79.6875,24500,79.6875,76.7125,69.38125,63.689375,56.96482240437158
2000-09-22,79.3125,78.5,79.3125,78.75,29800,78.75,77.0625,69.7625,63.856875,57.08322010869565
2000-09-25,79.19999694824219,78.25,78.30000305175781,79.1500015258789,17500,79.1500015258789,77.53916676839192,70.15050003051758,64.0383750152588,57.202500008247995
2000-09-26,79.6500015258789,78.94999694824219,78.94999694824219,79.0,14300,79.0,77.98916676839193,70.53425003051758,64.21212501525879,57.319690868418704
2000-09-27,79.62999725341797,79.02999877929688,79.02999877929688,79.25,26700,79.25,78.37666676839193,70.92425003051758,64.3796250152588,57.43696524880149
2000-09-28,80.75,79.0999984741211,79.0999984741211,80.75,16200,80.75,78.73916676839193,71.33925003051758,64.56400001525878,57.560970752797225
2000-09-29,81.25,80.19999694824219,81.25,81.0,21800,81.0,78.99750010172527,71.72300003051758,64.74775001525879,57.68498678056021
2000-10-02,82.1500015258789,81.25,81.25,81.52999877929688,30700,81.52999877929688,79.21616668701172,72.12610000610351,64.93930000305176,57.81048684371145
2000-10-03,82.0,81.44000244140625,81.75,81.44000244140625,18100,81.44000244140625,79.39550018310547,72.53240005493164,65.12995002746582,57.93420158506064
2000-10-04,81.4000015258789,79.5,81.19999694824219,79.5,18100,79.5,79.43716684977214,72.92490005493164,65.30120002746582,58.046523451805115
2000-10-05,79.5999984741211,78.5999984741211,79.5,79.0999984741211,12500,79.0999984741211,79.49383341471354,73.32690002441406,65.47282501220702,58.15560881461504
2000-10-06,81.0,76.5,79.5999984741211,76.5,42600,76.5,79.37300008138021,73.67190002441406,65.62032501220703,58.25016753206548
2000-10-09,76.5,75.94999694824219,76.0,76.0,22400,76.0,79.26883341471354,73.99315002441406,65.76782501220703,58.34119231395233
2000-10-10,78.1500015258789,76.0,76.25,78.08000183105469,52500,78.08000183105469,79.30333353678385,74.32225006103516,65.94612503051758,58.44190052577427
2000-10-11,80.0,78.19999694824219,78.25,79.80000305175781,23800,79.80000305175781,79.30250040690105,74.67575012207031,66.15225006103516,58.55031728986556
2000-10-12,80.0999984741211,79.05000305175781,80.0999984741211,79.41000366210938,22300,79.41000366210938,79.28400065104167,74.9889501953125,66.37322509765625,58.65566924124053
2000-10-13,79.94000244140625,79.25,79.41000366210938,79.26000213623047,21300,79.26000213623047,79.31800079345703,75.2941502380371,66.59707511901856,58.75920860252189
2000-10-16,80.25,79.5,79.5,80.0999984741211,20300,80.0999984741211,79.38133392333984,75.56865020751952,66.83557510375977,58.86591255187988
2000-10-17,80.5999984741211,80.11000061035156,80.5,80.12999725341797,17000,80.12999725341797,79.45666707356771,75.72125015258788,67.08187507629394,59.03375003814697
2000-10-18,80.12999725341797,79.5,80.12999725341797,79.51000213623047,7200,79.51000213623047,79.4740005493164,75.8589501953125,67.32572509765625,59.201300048828124
2000-10-19,80.55000305175781,79.0999984741211,79.27999877929688,80.55000305175781,11800,80.55000305175781,79.46066741943359,76.05495025634765,67.57372512817383,59.374675064086915
2000-10-20,82.80000305175781,80.75,81.0,82.4000015258789,20500,82.4000015258789,79.55400085449219,76.31295028686523,67.84772514343261,59.557300071716305
2000-10-23,83.5,82.6500015258789,82.6500015258789,83.5,30500,83.5,79.68533426920573,76.54295028686523,68.13147514343262,59.74105007171631
2000-10-24,85.0,83.5,83.5,85.0,27600,85.0,79.92266743977865,76.76420028686523,68.42460014343261,59.92917507171631
2000-10-25,87.5,86.0,86.0,87.20999908447266,63400,87.20999908447266,80.4366673787435,77.09590026855469,68.73357513427734,60.12772506713867
2000-10-26,88.93000030517578,87.5,88.0,88.93000030517578,26200,88.93000030517578,81.09200083414713,77.4545002746582,69.05537513732911,60.33331256866455
2000-10-27,95.5,89.0,89.0,95.25,36100,95.25,82.34200083414713,77.94700027465821,69.4422501373291,60.56518756866455
2000-10-30,106.0,96.5,96.5,99.91999816894531,39900,99.91999816894531,83.9366673787435,78.52540023803711,69.87457511901856,60.82072505950928
2000-10-31,103.4000015258789,94.5,99.91999816894531,103.4000015258789,53900,103.4000015258789,85.62466735839844,79.15715026855469,70.35357513427735,61.098975067138674
2000-11-01,103.4000015258789,99.5,103.4000015258789,100.58999633789062,38400,100.58999633789062,87.01066691080729,79.7464501953125,70.81135009765624,61.363175048828126
2000-11-02,102.5,99.62999725341797,101.5,100.83999633789062,30000,100.83999633789062,88.43933308919271,80.36825012207031,71.26600006103516,61.62612503051758
2000-11-03,103.0,100.12000274658203,100.83999633789062,102.97000122070312,47100,102.97000122070312,90.01999969482422,81.02515014648438,71.73945007324218,61.89816253662109
2000-11-06,113.19999694824219,101.0,104.94999694824219,103.25,66500,103.25,91.5633331298828,81.69765014648438,72.20945007324218,62.170662536621094
2000-11-07,105.0,102.4000015258789,103.5,104.7300033569336,27200,104.7300033569336,93.20333353678386,82.38975021362305,72.70300010681153,62.44806255340576
2000-11-08,106.19000244140625,103.26000213623047,103.7300033569336,103.26000213623047,26100,103.26000213623047,94.78666687011719,83.04245025634765,73.17685012817383,62.72123756408691
2000-11-09,102.26000213623047,97.0,102.26000213623047,102.0,29000,102.0,96.21666666666667,83.65495025634766,73.64560012817383,62.99561256408691
2000-11-10,102.0,95.5,102.0,96.18000030517578,22200,96.18000030517578,97.13533325195313,84.10855026245117,74.05677513122559,63.24463756561279
2000-11-13,97.98999786376953,93.5,96.18000030517578,96.5999984741211,25300,96.5999984741211,98.0086664835612,84.6005502319336,74.48027511596679,63.5013875579834
2000-11-14,102.0,97.05000305175781,98.0,102.0,25500,102.0,99.14199981689453,85.1955502319336,74.9552751159668,63.787012557983395
2000-11-15,100.98999786376953,99.5,99.75,100.44999694824219,21600,100.44999694824219,100.02466634114583,85.73580017089844,75.40727508544921,64.0661375427246
2000-11-16,108.30000305175781,94.0,100.97000122070312,94.44000244140625,29500,94.44000244140625,100.39199981689453,86.11835021972657,75.78730010986328,64.31646255493165
2000-11-17,101.83999633789062,95.0,95.44000244140625,96.5,37500,96.5,100.47533315022787,86.50585021972657,76.17480010986328,64.57240005493163
2000-11-20,97.0,90.75,97.0,91.25,27700,91.25,99.89733327229818,86.76585021972656,76.50105010986329,64.79927505493164
2000-11-21,91.97000122070312,86.80000305175781,91.18000030517578,87.45999908447266,35200,87.45999908447266,98.8346664428711,86.94005020141601,76.80565010070801,65.007200050354
2000-11-22,88.47000122070312,81.6500015258789,87.69999694824219,81.75,39200,81.75,97.57866668701172,86.99755020141602,77.04940010070801,65.19501255035401
2000-11-24,87.0,82.20999908447266,82.20999908447266,86.5,36100,86.5,96.62266693115234,87.16255020141601,77.33565010070801,65.416262550354
2000-11-27,91.5,86.75,86.75,90.08000183105469,38400,90.08000183105469,95.76333363850911,87.39790023803711,77.64645011901855,65.65416255950927
2000-11-28,90.3499984741211,88.94999694824219,90.33000183105469,89.19999694824219,36400,89.19999694824219,94.82666676839193,87.63065017700195,77.92907508850098,65.88641254425049
2000-11-29,93.30000305175781,89.19999694824219,89.19999694824219,93.30000305175781,25700,93.30000305175781,94.06466674804688,87.94540023803711,78.26082511901855,66.13603755950928
