Date,High,Low,Open,Close,Volume,Adj Close,CF-15ma,CF-50ma,CF-100ma,CF-200ma
2005-08-11,3.309999942779541,3.200000047683716,3.25,3.240000009536743,76671500.0,1.9041694402694702,1.9041694402694702,1.9041694402694702,1.9041694402694702,1.9041694402694702
2005-08-12,3.5999999046325684,3.25,3.25,3.5859999656677246,29113500.0,2.107515573501587,2.0058425068855286,2.0058425068855286,2.0058425068855286,2.0058425068855286
2005-08-15,3.569999933242798,3.4519999027252197,3.549999952316284,3.4600000381469727,10596500.0,2.0334646701812744,2.0150498946507773,2.0150498946507773,2.0150498946507773,2.0150498946507773
2005-08-16,3.4600000381469727,3.380000114440918,3.380000114440918,3.430000066757202,5141000.0,2.0158331394195557,2.015245705842972,2.015245705842972,2.015245705842972,2.015245705842972
2005-08-17,3.440000057220459,3.359999895095825,3.430000066757202,3.369999885559082,6423500.0,1.9805713891983032,2.008310842514038,2.008310842514038,2.008310842514038,2.008310842514038
2005-08-18,3.3959999084472656,3.25,3.390000104904175,3.2699999809265137,12727000.0,1.9218006134033203,1.9938924709955852,1.9938924709955852,1.9938924709955852,1.9938924709955852
2005-08-19,3.3380000591278076,3.25,3.2980000972747803,3.319999933242798,3029500.0,1.951186180114746,1.9877915722983224,1.9877915722983224,1.9877915722983224,1.9877915722983224
2005-08-22,3.4040000438690186,3.2820000648498535,3.3299999237060547,3.4000000953674316,2909500.0,1.998201847076416,1.989092856645584,1.989092856645584,1.989092856645584,1.989092856645584
2005-08-23,3.5880000591278076,3.4600000381469727,3.5,3.51200008392334,13466000.0,2.06402587890625,1.9974187480078802,1.9974187480078802,1.9974187480078802,1.9974187480078802
2005-08-24,3.549999952316284,3.4660000801086426,3.5,3.5,3083000.0,2.0569729804992676,2.003374171257019,2.003374171257019,2.003374171257019,2.003374171257019
2005-08-25,3.5480000972747803,3.4800000190734863,3.5399999618530273,3.492000102996826,4667000.0,2.052271604537964,2.0078193924643775,2.0078193924643775,2.0078193924643775,2.0078193924643775
2005-08-26,3.5220000743865967,3.4800000190734863,3.509999990463257,3.49399995803833,2704000.0,2.053446054458618,2.011621614297231,2.011621614297231,2.011621614297231,2.011621614297231
2005-08-29,3.436000108718872,3.368000030517578,3.380000114440918,3.4000000953674316,5458000.0,1.998201847076416,2.0105893245110145,2.0105893245110145,2.0105893245110145,2.0105893245110145
2005-08-30,3.4779999256134033,3.390000104904175,3.421999931335449,3.4059998989105225,2581000.0,2.001728057861328,2.0099563768931796,2.0099563768931796,2.0099563768931796,2.0099563768931796
2005-08-31,3.4119999408721924,3.322000026702881,3.4119999408721924,3.3580000400543213,3004500.0,1.9735187292099,2.007527200380961,2.007527200380961,2.007527200380961,2.007527200380961
2005-09-01,3.369999885559082,3.1059999465942383,3.369999885559082,3.25,12468500.0,1.9100457429885864,2.007918953895569,2.0014346092939377,2.0014346092939377,2.0014346092939377
2005-09-02,3.315999984741211,3.2019999027252197,3.2820000648498535,3.2139999866485596,5748500.0,1.8888883590698242,1.9933438062667848,1.9948142416336958,1.9948142416336958,1.9948142416336958
2005-09-06,3.2899999618530273,3.2339999675750732,3.240000009536743,3.2799999713897705,2726500.0,1.9276779890060425,1.9862913608551025,1.9910844498210483,1.9910844498210483,1.9910844498210483
2005-09-07,3.2860000133514404,3.2039999961853027,3.2820000648498535,3.23799991607666,3643500.0,1.90299391746521,1.9787687460581462,1.9864481060128463,1.9864481060128463,1.9864481060128463
2005-09-08,3.303999900817871,3.25,3.25,3.2639999389648438,2558500.0,1.918273687362671,1.9746155659357707,1.9830393850803376,1.9830393850803376,1.9830393850803376
2005-09-09,3.319999933242798,3.2839999198913574,3.309999942779541,3.313999891281128,2468500.0,1.9476596117019653,1.9763394991556804,1.9813546339670818,1.9813546339670818,1.9813546339670818
2005-09-12,3.303999900817871,3.2019999027252197,3.2899999618530273,3.2179999351501465,3300500.0,1.891239881515503,1.9723430792490642,1.9772585088556462,1.9772585088556462,1.9772585088556462
2005-09-13,3.2239999771118164,3.140000104904175,3.2239999771118164,3.1760001182556152,3798500.0,1.8665564060211182,1.9635667165120443,1.9724453739497974,1.9724453739497974,1.9724453739497974
2005-09-14,3.1740000247955322,3.130000114440918,3.1500000953674316,3.1440000534057617,2055500.0,1.8477493524551392,1.9491482814153036,1.9672497063875198,1.9672497063875198,1.9672497063875198
2005-09-15,3.1619999408721924,3.00600004196167,3.1500000953674316,3.0199999809265137,6004000.0,1.7748734951019287,1.930341649055481,1.9595546579360963,1.9595546579360963,1.9595546579360963
2005-09-16,3.068000078201294,2.9100000858306885,3.01200008392334,3.063999891281128,9555000.0,1.8007323741912842,1.913572367032369,1.9534461085612957,1.9534461085612957,1.9534461085612957
2005-09-19,3.190000057220459,3.0380001068115234,3.049999952316284,3.0999999046325684,5559000.0,1.821890115737915,1.8981353044509888,1.948573664382652,1.948573664382652,1.948573664382652
2005-09-20,3.2060000896453857,3.0899999141693115,3.0999999046325684,3.1600000858306885,4178000.0,1.8571525812149048,1.8887320200602213,1.9453086256980896,1.9453086256980896,1.9453086256980896
2005-09-21,3.140000104904175,2.940000057220459,3.140000104904175,3.0,8313500.0,1.7631192207336426,1.872824764251709,1.9390262324234535,1.9390262324234535,1.9390262324234535
2005-09-22,3.0139999389648438,2.9000000953674316,3.0,2.9019999504089355,7184000.0,1.7055246829986572,1.8549584945042927,1.9312428474426269,1.9312428474426269,1.9312428474426269
2005-09-23,3.140000104904175,2.8959999084472656,2.9000000953674316,3.118000030517578,4830500.0,1.8324686288833618,1.8497866868972779,1.928056582327812,1.928056582327812,1.928056582327812
2005-09-26,3.1600000858306885,3.049999952316284,3.119999885559082,3.0999999046325684,7826500.0,1.821890115737915,1.8453201373418173,1.9247388802468777,1.9247388802468777,1.9247388802468777
2005-09-27,3.111999988555908,3.068000078201294,3.0899999141693115,3.0920000076293945,4505000.0,1.8171883821487427,1.8379541635513306,1.9214797742439038,1.9214797742439038,1.9214797742439038
2005-09-28,3.0759999752044678,2.996000051498413,3.0759999752044678,3.0299999713897705,3055000.0,1.7807512283325195,1.8298046509424846,1.9173406993641573,1.9173406993641573,1.9173406993641573
2005-09-29,3.0999999046325684,2.9639999866485596,3.0380001068115234,3.0,6141000.0,1.7631192207336426,1.8194610198338828,1.9129343714032854,1.9129343714032854,1.9129343714032854
2005-09-30,3.0199999809265137,2.931999921798706,3.009999990463257,2.9619998931884766,12109000.0,1.7407872676849365,1.8056695302327475,1.908152507411109,1.908152507411109,1.908152507411109
2005-10-03,2.9700000286102295,2.869999885559082,2.9700000286102295,2.9000000953674316,4279000.0,1.7043488025665283,1.7932101249694825,1.9026442991720665,1.9026442991720665,1.9026442991720665
2005-10-04,2.9000000953674316,2.805999994277954,2.890000104904175,2.813999891281128,2002000.0,1.6538060903549194,1.7790267705917358,1.8960959252558256,1.8960959252558256,1.8960959252558256
2005-10-05,2.799999952316284,2.565999984741211,2.799999952316284,2.630000114440918,10826000.0,1.5456682443618774,1.758888030052185,1.8871106001046987,1.8871106001046987,1.8871106001046987
2005-10-06,2.697999954223633,2.619999885559082,2.640000104904175,2.681999921798706,4121000.0,1.5762293338775635,1.7456450859705608,1.8793385684490205,1.8793385684490205,1.8793385684490205
2005-10-07,2.759999990463257,2.691999912261963,2.759999990463257,2.700000047683716,2174500.0,1.5868083238601685,1.731383482615153,1.8722036844346581,1.8722036844346581,1.8722036844346581
2005-10-10,2.7279999256134033,2.48799991607666,2.7139999866485596,2.509999990463257,2443000.0,1.475143551826477,1.708267045021057,1.862749871753511,1.862749871753511,1.862749871753511
2005-10-11,2.5299999713897705,2.4019999504089355,2.5299999713897705,2.430000066757202,3256500.0,1.428127408027649,1.6796653668085735,1.8526423725970955,1.8526423725970955,1.8526423725970955
2005-10-12,2.436000108718872,2.359999895095825,2.4240000247955322,2.388000011444092,2545500.0,1.4034429788589478,1.6556869506835938,1.842433295466683,1.842433295466683,1.842433295466683
2005-10-13,2.385999917984009,2.23799991607666,2.385999917984009,2.259999990463257,3555000.0,1.3282169103622437,1.6305330991744995,1.8310062646865846,1.8310062646865846,1.8310062646865846
