Date,High,Low,Open,Close,Volume,Adj Close,MMM-15ma,MMM-50ma,MMM-100ma,MMM-200ma
2000-01-03,48.25,47.03125,48.03125,47.1875,2173400.0,29.101396560668945,29.101396560668945,29.101396560668945,29.101396560668945,29.101396560668945
2000-01-04,47.40625,45.3125,46.4375,45.3125,2713800.0,27.94504737854004,28.523221969604492,28.523221969604492,28.523221969604492,28.523221969604492
2000-01-05,48.125,45.5625,45.5625,46.625,3699400.0,28.75448989868164,28.600311279296875,28.600311279296875,28.600311279296875,28.600311279296875
2000-01-06,51.25,47.15625,47.15625,50.375,5975800.0,31.067182540893555,29.217029094696045,29.217029094696045,29.217029094696045,29.217029094696045
2000-01-07,51.90625,49.96875,50.5625,51.375,4101200.0,31.68390464782715,29.710404205322266,29.710404205322266,29.710404205322266,29.710404205322266
2000-01-10,51.75,50.0,50.21875,51.125,3863800.0,31.529727935791016,30.01362482706706,30.01362482706706,30.01362482706706,30.01362482706706
2000-01-11,51.25,50.25,50.375,50.25,2357600.0,30.99009132385254,30.153120040893555,30.153120040893555,30.153120040893555,30.153120040893555
2000-01-12,51.8125,50.375,50.96875,50.375,2868400.0,31.067182540893555,30.267377853393555,30.267377853393555,30.267377853393555,30.267377853393555
2000-01-13,50.9375,50.1875,50.65625,50.375,2244400.0,31.067182540893555,30.356245040893555,30.356245040893555,30.356245040893555,30.356245040893555
2000-01-14,50.46875,49.46875,50.375,49.65625,2541800.0,30.623920440673828,30.383012580871583,30.383012580871583,30.383012580871583,30.383012580871583
2000-01-18,49.625,48.5625,48.625,48.5625,2114800.0,29.949398040771484,30.343593077226117,30.343593077226117,30.343593077226117,30.343593077226117
2000-01-19,49.96875,48.875,48.875,49.40625,2628200.0,30.469736099243164,30.35410499572754,30.35410499572754,30.35410499572754,30.35410499572754
2000-01-20,49.6875,47.25,49.53125,47.5625,3104600.0,29.332666397094727,30.275532795832707,30.275532795832707,30.275532795832707,30.275532795832707
2000-01-21,48.28125,47.28125,47.625,47.46875,4491800.0,29.274843215942383,30.204054968697683,30.204054968697683,30.204054968697683,30.204054968697683
2000-01-24,47.90625,45.8125,47.90625,46.375,2971000.0,28.60030746459961,30.09713846842448,30.09713846842448,30.09713846842448,30.09713846842448
2000-01-25,47.4375,45.125,47.4375,45.6875,3691200.0,28.176319122314453,30.035466639200845,29.977087259292603,29.977087259292603,29.977087259292603
2000-01-26,48.75,47.65625,47.9375,48.15625,7020800.0,29.698850631713867,30.1523868560791,29.960720398846796,29.960720398846796,29.960720398846796
2000-01-27,49.15625,48.03125,48.59375,48.125,2914800.0,29.6795711517334,30.214058939615885,29.945100996229385,29.945100996229385,29.945100996229385
2000-01-28,47.90625,46.125,47.875,46.125,3747400.0,28.446125030517578,30.039321772257487,29.866207524349814,29.866207524349814,29.866207524349814
2000-01-31,48.6875,46.03125,46.125,46.8125,3282800.0,28.870119094848633,29.851736068725586,29.816403102874755,29.816403102874755,29.816403102874755
2000-02-01,48.09375,46.875,47.1875,47.0625,2642200.0,29.024301528930664,29.684707641601562,29.77868398030599,29.77868398030599,29.77868398030599
2000-02-02,47.0,46.0,46.59375,46.25,2924200.0,28.52322006225586,29.520249557495116,29.721617438576438,29.721617438576438,29.721617438576438
2000-02-03,46.0625,45.0,45.96875,45.84375,3520600.0,28.27267074584961,29.333948771158855,29.65861975628397,29.65861975628397,29.65861975628397
2000-02-04,46.21875,44.53125,45.96875,44.53125,3293400.0,27.463241577148438,29.093686040242513,29.567145665486652,29.567145665486652,29.567145665486652
2000-02-07,44.6875,43.3125,44.625,43.8125,3935400.0,27.019969940185547,28.853422673543296,29.46525863647461,29.46525863647461,29.46525863647461
2000-02-08,45.09375,43.71875,43.8125,43.84375,2884000.0,27.039241790771484,28.659412256876628,29.371950296255257,29.371950296255257,29.371950296255257
2000-02-09,44.5,43.75,44.3125,43.8125,2600400.0,27.019969940185547,28.429427846272787,29.28483991269712,29.28483991269712,29.28483991269712
2000-02-10,43.625,42.65625,43.625,43.0,4020000.0,26.518888473510742,28.241842651367186,29.18605593272618,29.18605593272618,29.18605593272618
2000-02-11,43.25,40.65625,42.6875,41.46875,4491600.0,25.57453155517578,27.99515520731608,29.061520609362372,29.061520609362372,29.061520609362372
2000-02-14,42.375,41.1875,41.625,41.4375,3356400.0,25.555267333984375,27.79215253194173,28.944645500183107,28.944645500183107,28.944645500183107
2000-02-15,45.28125,41.75,41.875,44.5625,3736000.0,27.48250961303711,27.745898564656574,28.8974798264042,28.8974798264042,28.8974798264042
2000-02-16,45.1875,43.78125,44.1875,44.15625,2581800.0,27.231966018676758,27.581439590454103,28.84543251991272,28.84543251991272,28.84543251991272
2000-02-17,45.9375,44.46875,44.5,44.8125,3405400.0,27.636690139770508,27.44524752298991,28.808803962938715,28.808803962938715,28.808803962938715
2000-02-18,45.34375,43.1875,44.9375,43.78125,2864200.0,27.000703811645508,27.34888610839844,28.755624546724206,28.755624546724206,28.755624546724206
2000-02-22,45.21875,43.25,43.875,45.0625,2884600.0,27.79085922241211,27.276935450236003,28.728059823172433,28.728059823172433,28.728059823172433
2000-02-23,46.96875,45.40625,45.6875,46.15625,4460800.0,28.649782180786133,27.251967493693034,28.72588544421726,28.72588544421726,28.72588544421726
2000-02-24,46.0625,44.78125,45.9375,45.5,3800200.0,28.242441177368164,27.233248901367187,28.712819382951068,28.712819382951068,28.712819382951068
2000-02-25,44.65625,42.59375,44.0625,42.875,3627200.0,26.61307144165039,27.122608947753907,28.657562858179997,28.657562858179997,28.657562858179997
2000-02-28,44.4375,42.5,43.46875,43.21875,3076600.0,26.826438903808594,27.080155436197916,28.610610961914062,28.610610961914062,28.610610961914062
2000-02-29,44.59375,42.3125,42.65625,44.09375,2765400.0,27.369556427001953,27.103461201985677,28.57958459854126,28.57958459854126,28.57958459854126
2000-03-01,43.875,42.53125,43.59375,43.0625,2891600.0,26.72943687438965,27.082807540893555,28.53445904429366,28.53445904429366,28.53445904429366
2000-03-02,43.875,42.84375,43.0625,43.03125,2186000.0,26.710054397583008,27.06214650472005,28.491020838419598,28.491020838419598,28.491020838419598
2000-03-03,47.3125,43.75,43.875,44.75,4581000.0,27.77690315246582,27.146014149983724,28.47441345037416,28.47441345037416,28.47441345037416
2000-03-06,45.625,43.625,44.65625,43.625,2052600.0,27.07860565185547,27.246285756429035,28.442690545862373,28.442690545862373,28.442690545862373
2000-03-07,44.4375,41.0,44.125,41.375,5195600.0,25.681997299194336,27.254734420776366,28.381341807047527,28.381341807047527,28.381341807047527
2000-03-08,42.125,40.5,41.4375,41.28125,4693200.0,25.623815536499023,27.130821482340494,28.321395583774734,28.321395583774734,28.321395583774734
2000-03-09,40.96875,40.25,40.40625,40.46875,3258200.0,25.119468688964844,26.989988327026367,28.253269479629843,28.253269479629843,28.253269479629843
2000-03-10,41.34375,40.1875,40.3125,40.75,5751600.0,25.29405403137207,26.833812586466472,28.191619157791138,28.191619157791138,28.191619157791138
2000-03-13,40.25,39.375,39.5,39.5,3787800.0,24.518156051635742,26.66830940246582,28.11665052297164,28.11665052297164,28.11665052297164
2000-03-14,40.0,39.28125,39.59375,39.5625,3156600.0,24.556955337524414,26.452715810139974,28.045456619262694,28.045456619262694,28.045456619262694
2000-03-15,41.875,39.09375,39.09375,41.25,4240000.0,25.604400634765625,26.249690373738606,27.975516700744627,27.997592776429418,27.997592776429418
2000-03-16,44.625,41.96875,42.375,44.03125,4804800.0,27.330766677856445,26.18891207377116,27.963231086730957,27.98476919761071,27.98476919761071
2000-03-17,44.59375,42.9375,43.46875,42.9375,4068200.0,26.6518611907959,26.191498057047525,27.921178512573242,27.959619989934957,27.959619989934957
2000-03-20,43.90625,42.6875,42.96875,43.5,2727600.0,27.001007080078125,26.203135935465493,27.839855003356934,27.941867899011683,27.941867899011683
2000-03-21,45.75,43.28125,43.40625,45.21875,3827600.0,28.067861557006836,26.249689610799155,27.767534141540526,27.944158692793412,27.944158692793412
2000-03-22,44.6875,42.5,44.5,43.0,4404800.0,26.69066619873047,26.24710489908854,27.670752906799315,27.921774898256576,27.921774898256576
2000-03-23,43.625,42.375,42.375,43.5,4972000.0,27.001007080078125,26.266501744588215,27.590971221923827,27.905621076885023,27.905621076885023
2000-03-24,46.625,44.84375,45.0,45.4375,5925000.0,28.203645706176758,26.294951248168946,27.53370048522949,27.910759432562465,27.910759432562465
2000-03-27,45.96875,44.0625,45.46875,44.3125,3254200.0,27.505338668823242,26.3234001159668,27.462463607788084,27.903887894194003,27.903887894194003
2000-03-28,45.28125,43.8125,44.0,44.4375,2448000.0,27.582923889160156,26.45012855529785,27.401643676757814,27.898538494110106,27.898538494110106
2000-03-29,44.5,43.6875,44.5,43.8125,3280800.0,27.19498062133789,26.554872894287108,27.346555328369142,27.887004758490892,27.887004758490892
2000-03-30,45.875,43.8125,44.03125,44.5,3155800.0,27.621723175048828,26.721689860026043,27.289595069885255,27.882726023274085,27.882726023274085
2000-03-31,46.0,44.28125,45.1875,44.28125,2459200.0,27.485931396484375,26.867815017700195,27.25266036987305,27.876427695864724,27.876427695864724
2000-04-03,46.1875,44.625,44.6875,45.9375,2871400.0,28.51400375366211,27.134204864501953,27.237443580627442,27.886389821767807,27.886389821767807
2000-04-04,47.78125,44.75,46.0,46.46875,4841000.0,28.84375,27.41999117533366,27.24231243133545,27.901118439894457,27.901118439894457
2000-04-05,47.40625,45.53125,46.4375,45.5625,2875800.0,28.281234741210938,27.598446782430013,27.244410743713377,27.90687777779319,27.90687777779319
2000-04-06,47.4375,45.65625,45.65625,46.6875,1756400.0,28.979534149169922,27.70836461385091,27.2300244140625,27.922887574380905,27.922887574380905
2000-04-07,47.5625,45.8125,46.8125,45.8125,2501200.0,28.43641471862793,27.827334849039712,27.20516128540039,27.930439444149243,27.930439444149243
2000-04-10,47.4375,45.875,45.9375,46.375,2110600.0,28.785554885864258,27.946304702758788,27.211949882507323,27.942832421565402,27.942832421565402
2000-04-11,48.53125,46.375,46.375,47.71875,2952200.0,29.619657516479492,28.049757766723634,27.22694065093994,27.96678706577846,27.96678706577846
2000-04-12,49.15625,47.3125,48.65625,47.3125,2454600.0,29.36747169494629,28.228211466471354,27.233804054260254,27.98651501830195,27.98651501830195
2000-04-13,48.1875,45.875,47.3125,47.375,4152200.0,29.40627670288086,28.388562774658205,27.251465187072753,28.00623393058777,28.00623393058777
2000-04-14,47.15625,44.15625,47.03125,45.40625,6141600.0,28.184246063232422,28.38726946512858,27.24969669342041,28.008672452952762,28.008672452952762
2000-04-17,45.28125,44.03125,44.59375,44.9375,2893600.0,27.89327621459961,28.413131968180338,27.258297386169435,28.00711304432637,28.00711304432637
2000-04-18,45.0625,44.0,45.0625,44.9375,2419200.0,27.89327621459961,28.433822123209634,27.275763511657715,28.00559521993001,28.00559521993001
2000-04-19,45.9375,44.5625,44.8125,45.21875,1665200.0,28.067861557006836,28.492014185587564,27.29633590698242,28.00641451383892,28.00641451383892
2000-04-20,46.15625,45.0,45.21875,46.125,1983800.0,28.63039779663086,28.5592591603597,27.328544464111328,28.014518192836217,28.014518192836217
2000-04-24,48.8125,45.625,45.625,48.6875,3558200.0,30.220943450927734,28.74159329732259,27.402585563659667,28.04280569614508,28.04280569614508
2000-04-25,48.15625,44.25,48.0625,46.90625,9044200.0,29.115312576293945,28.781680552164712,27.473401184082032,28.056381732602663,28.056381732602663
2000-04-26,46.75,43.6875,46.75,44.46875,6956600.0,27.60231590270996,28.698918279012045,27.514342155456543,28.050705909729004,28.050705909729004
2000-04-27,44.9375,42.65625,44.25,43.71875,4835200.0,27.13678741455078,28.622621790568033,27.507427711486816,28.039422965344087,28.039422965344087
2000-04-28,43.78125,43.0,43.71875,43.3125,2947000.0,26.88461685180664,28.482960637410482,27.500480728149412,28.025339963959485,28.025339963959485
2000-05-01,44.28125,42.53125,43.34375,43.46875,3476400.0,26.981609344482422,28.38597361246745,27.48737911224365,28.012764896254943,28.012764896254943
2000-05-02,43.78125,42.8125,43.0,43.46875,2459200.0,26.981609344482422,28.265710576375326,27.486997222900392,28.000489234924316,28.000489234924316
2000-05-03,44.125,42.65625,43.46875,42.90625,2445200.0,26.632461547851562,28.0665641784668,27.463829269409178,27.98439479154699,27.98439479154699
2000-05-04,43.84375,42.375,43.09375,42.71875,2766200.0,26.516080856323242,27.876471455891927,27.421155242919923,27.96732137369555,27.96732137369555
2000-05-05,43.625,42.40625,42.59375,43.34375,2376400.0,26.904029846191406,27.709654998779296,27.39438701629639,27.955099632000103,27.955099632000103
2000-05-08,43.875,42.75,43.875,43.65625,1760000.0,27.09800910949707,27.637239201863608,27.40408576965332,27.945359966971658,27.945359966971658
2000-05-09,43.9375,42.75,43.5,43.0,1949200.0,26.69066619873047,27.557065200805663,27.40137031555176,27.93126228418243,27.93126228418243
2000-05-10,43.25,42.40625,43.125,42.96875,1998400.0,26.671249389648438,27.475596745808918,27.387404174804686,27.91726214090983,27.91726214090983
2000-05-11,43.4375,42.78125,43.15625,42.96875,2347400.0,26.671249389648438,27.382489267985026,27.386240425109865,27.90356969309377,27.90356969309377
2000-05-12,43.0,42.25,42.625,42.4375,1838400.0,26.341493606567383,27.229895655314127,27.37886920928955,27.886590605196744,27.886590605196744
2000-05-15,43.46875,42.65625,42.6875,42.96875,2635000.0,26.671249389648438,26.993249384562173,27.356756134033205,27.873522420083322,27.873522420083322
2000-05-16,45.65625,42.78125,43.09375,45.03125,4051400.0,27.951459884643555,26.915659205118814,27.374213218688965,27.87435154204673,27.87435154204673
2000-05-17,44.5625,43.8125,44.1875,44.0,2193000.0,27.48839569091797,26.908064524332683,27.41034118652344,27.870288848876953,27.870288848876953
2000-05-18,44.3125,43.5,44.09375,43.53125,1599600.0,27.195545196533203,26.911981709798177,27.44177577972412,27.86326026916504,27.86326026916504
2000-05-19,43.3125,41.875,43.09375,42.25,2749400.0,26.395099639892578,26.879347229003905,27.467288398742674,27.848124592574603,27.848124592574603
2000-05-22,42.6875,41.6875,42.375,42.09375,2568600.0,26.297489166259766,26.833739217122396,27.48735710144043,27.832301782102,27.832301782102
2000-05-23,42.34375,41.625,42.09375,42.0625,1528400.0,26.27797508239746,26.78683026631673,27.522553482055663,27.816601512408017,27.816601512408017
2000-05-24,44.375,42.5,42.5,44.09375,3241000.0,27.546947479248047,26.8477959950765,27.582353324890136,27.813904972076415,27.813904972076415
2000-05-25,44.125,42.0,43.65625,42.46875,2512800.0,26.531753540039062,26.84884084065755,27.600900382995604,27.788208541870116,27.801210403442383
2000-05-26,43.1875,42.0,42.59375,42.0,1784600.0,26.23891830444336,26.80450007120768,27.579063415527344,27.77114725112915,27.78589381423651
2000-05-30,43.28125,42.21875,42.3125,42.5625,1573200.0,26.590330123901367,26.7706548055013,27.577832794189455,27.74950565338135,27.774286399767238
2000-05-31,43.65625,42.875,43.0625,42.875,2137000.0,26.785568237304688,26.776981608072916,27.573524017333984,27.70668951034546,27.764779494358944
2000-06-01,43.03125,42.1875,43.03125,42.4375,2034000.0,26.512239456176758,26.766380945841473,27.542411575317384,27.654972858428955,27.75285054161435
