Date,High,Low,Open,Close,Volume,Adj Close,UA-15ma,UA-50ma,UA-100ma,UA-200ma
2015-07-01,84.73999786376953,83.70999908447266,84.26000213623047,84.26000213623047,1607600.0,84.26000213623047,84.26000213623047,84.26000213623047,84.26000213623047,84.26000213623047
2015-07-02,84.77999877929688,83.9000015258789,84.48999786376953,84.58999633789062,1051600.0,84.58999633789062,84.42499923706055,84.42499923706055,84.42499923706055,84.42499923706055
2015-07-06,85.0,83.70999908447266,83.98999786376953,84.58000183105469,888600.0,84.58000183105469,84.47666676839192,84.47666676839192,84.47666676839192,84.47666676839192
2015-07-07,84.94999694824219,83.30999755859375,84.80000305175781,84.94000244140625,1398700.0,84.94000244140625,84.59250068664551,84.59250068664551,84.59250068664551,84.59250068664551
2015-07-08,85.12999725341797,83.87000274658203,84.37000274658203,84.38999938964844,1733100.0,84.38999938964844,84.5520004272461,84.5520004272461,84.5520004272461,84.5520004272461
2015-07-09,85.80000305175781,84.4800033569336,85.38999938964844,84.48999786376953,1920000.0,84.48999786376953,84.54166666666667,84.54166666666667,84.54166666666667,84.54166666666667
2015-07-10,86.4000015258789,84.7699966430664,85.44999694824219,86.23999786376953,1684200.0,86.23999786376953,84.78428540910993,84.78428540910993,84.78428540910993,84.78428540910993
2015-07-13,89.45999908447266,87.08999633789062,87.16000366210938,89.3499984741211,2721800.0,89.3499984741211,85.35499954223633,85.35499954223633,85.35499954223633,85.35499954223633
2015-07-14,89.30000305175781,88.2699966430664,89.27999877929688,88.80000305175781,1857400.0,88.80000305175781,85.73777770996094,85.73777770996094,85.73777770996094,85.73777770996094
2015-07-15,89.0,88.0999984741211,88.80000305175781,88.27999877929688,1373400.0,88.27999877929688,85.99199981689453,85.99199981689453,85.99199981689453,85.99199981689453
2015-07-16,87.2300033569336,84.37000274658203,86.94999694824219,85.3499984741211,6208300.0,85.3499984741211,85.93363605846058,85.93363605846058,85.93363605846058,85.93363605846058
2015-07-17,87.6500015258789,85.41999816894531,85.5199966430664,87.22000122070312,2706600.0,87.22000122070312,86.04083315531413,86.04083315531413,86.04083315531413,86.04083315531413
2015-07-20,89.47000122070312,87.66000366210938,87.9000015258789,88.94999694824219,2695900.0,88.94999694824219,86.26461498553937,86.26461498553937,86.26461498553937,86.26461498553937
2015-07-21,89.0999984741211,87.5999984741211,88.66999816894531,88.33999633789062,1973000.0,88.33999633789062,86.41285651070731,86.41285651070731,86.41285651070731,86.41285651070731
2015-07-22,89.95999908447266,88.0,88.0,89.37000274658203,3043300.0,89.37000274658203,86.60999959309896,86.60999959309896,86.60999959309896,86.60999959309896
2015-07-23,97.69000244140625,93.3499984741211,93.5,95.93000030517578,10030500.0,95.93000030517578,87.38799947102865,87.19249963760376,87.19249963760376,87.19249963760376
2015-07-24,97.19000244140625,94.75,96.70999908447266,96.05000305175781,3985200.0,96.05000305175781,88.1519999186198,87.71352925020106,87.71352925020106,87.71352925020106
2015-07-27,96.48999786376953,94.19000244140625,95.2300033569336,96.43000030517578,2993000.0,96.43000030517578,88.94199981689454,88.1977776421441,88.1977776421441,88.1977776421441
2015-07-28,97.93000030517578,96.01000213623047,97.0,97.8499984741211,2731800.0,97.8499984741211,89.80266621907552,88.70578926487973,88.70578926487973,88.70578926487973
2015-07-29,98.91000366210938,97.5999984741211,97.8499984741211,98.81999969482422,2164700.0,98.81999969482422,90.76466623942058,89.21149978637695,89.21149978637695,89.21149978637695
2015-07-30,99.43000030517578,98.1500015258789,98.66000366210938,99.27999877929688,1759900.0,99.27999877929688,91.75066630045573,89.69095211937314,89.69095211937314,89.69095211937314
2015-07-31,100.0199966430664,98.69999694824219,99.88999938964844,99.33000183105469,2358700.0,99.33000183105469,92.62333323160807,90.12909074263139,90.12909074263139,90.12909074263139
2015-08-03,99.66000366210938,97.08999633789062,99.66000366210938,98.26000213623047,2536200.0,98.26000213623047,93.2173334757487,90.48260862930961,90.48260862930961,90.48260862930961
2015-08-04,99.58999633789062,97.76000213623047,98.54000091552734,99.3499984741211,1471900.0,99.3499984741211,93.92066650390625,90.85208320617676,90.85208320617676,90.85208320617676
2015-08-05,101.81999969482422,99.51000213623047,99.83999633789062,101.04000091552734,2062800.0,101.04000091552734,94.77133331298828,91.25959991455078,91.25959991455078,91.25959991455078
2015-08-06,101.77999877929688,97.58000183105469,101.13999938964844,98.19000244140625,2422700.0,98.19000244140625,95.62733357747396,91.52615385789137,91.52615385789137,91.52615385789137
2015-08-07,98.19999694824219,96.31999969482422,98.1500015258789,97.93000030517578,2471800.0,97.93000030517578,96.34133351643881,91.76333335593894,91.76333335593894,91.76333335593894
2015-08-10,100.19000244140625,98.55999755859375,98.93000030517578,98.75,2074700.0,98.75,96.99466705322266,92.01285716465541,92.01285716465541,92.01285716465541
2015-08-11,99.36000061035156,97.69000244140625,98.38999938964844,99.08999633789062,1545300.0,99.08999633789062,97.71133371988932,92.25689644649111,92.25689644649111,92.25689644649111
2015-08-12,98.45999908447266,95.8499984741211,98.44000244140625,97.7699966430664,2535500.0,97.7699966430664,98.27133331298828,92.44066645304362,92.44066645304362,92.44066645304362
2015-08-13,100.51000213623047,97.6500015258789,98.12999725341797,99.4000015258789,1871300.0,99.4000015258789,98.50266672770182,92.6651611328125,92.6651611328125,92.6651611328125
2015-08-14,100.63999938964844,98.93000030517578,99.61000061035156,100.25,1378000.0,100.25,98.7826665242513,92.90218734741211,92.90218734741211,92.90218734741211
2015-08-17,100.75,98.69999694824219,100.2300033569336,100.73999786376953,1676100.0,100.73999786376953,99.06999969482422,93.1396967569987,93.1396967569987,93.1396967569987
2015-08-18,101.68000030517578,100.0,100.61000061035156,100.36000061035156,1277800.0,100.36000061035156,99.23733317057291,93.35205863503849,93.35205863503849,93.35205863503849
