Date,High,Low,Open,Close,Volume,Adj Close,KHC-15ma,KHC-50ma,KHC-100ma,KHC-200ma
2015-07-06,74.29000091552734,71.0,71.0,72.95999908447266,3809700.0,61.90260314941406,61.90260314941406,61.90260314941406,61.90260314941406,61.90260314941406
2015-07-07,74.70999908447266,72.95999908447266,73.7300033569336,74.62999725341797,5794300.0,63.31950759887695,62.61105537414551,62.61105537414551,62.61105537414551,62.61105537414551
2015-07-08,75.5,74.04000091552734,74.30000305175781,75.4000015258789,4276600.0,63.97279357910156,63.06496810913086,63.06496810913086,63.06496810913086,63.06496810913086
2015-07-09,77.06600189208984,74.5,76.47000122070312,74.80000305175781,4267100.0,63.46375274658203,63.16466426849365,63.16466426849365,63.16466426849365,63.16466426849365
2015-07-10,77.80000305175781,75.0,75.05000305175781,77.30999755859375,4983000.0,65.59333801269531,63.65039901733398,63.65039901733398,63.65039901733398,63.65039901733398
2015-07-13,79.69999694824219,77.91000366210938,79.5,78.83000183105469,9078900.0,66.88298034667969,64.18916257222493,64.18916257222493,64.18916257222493,64.18916257222493
2015-07-14,79.5,77.6500015258789,79.44999694824219,78.0,18746100.0,66.17877960205078,64.47339357648578,64.47339357648578,64.47339357648578,64.47339357648578
2015-07-15,78.16999816894531,76.4000015258789,77.6500015258789,76.70999908447266,6330500.0,65.08428192138672,64.54975461959839,64.54975461959839,64.54975461959839,64.54975461959839
2015-07-16,78.83999633789062,76.94999694824219,76.97000122070312,78.75,5634100.0,66.81510162353516,64.80145984225803,64.80145984225803,64.80145984225803,64.80145984225803
2015-07-17,79.69000244140625,77.26000213623047,79.43000030517578,79.62999725341797,6100900.0,67.5617446899414,65.07748832702637,65.07748832702637,65.07748832702637,65.07748832702637
2015-07-20,81.19999694824219,79.12999725341797,79.94999694824219,80.11000061035156,10284500.0,67.968994140625,65.34035249189897,65.34035249189897,65.34035249189897,65.34035249189897
2015-07-21,80.68000030517578,79.4000015258789,79.97000122070312,80.22000122070312,6088600.0,68.06232452392578,65.56718349456787,65.56718349456787,65.56718349456787,65.56718349456787
2015-07-22,80.9000015258789,78.58000183105469,80.83000183105469,78.63999938964844,5201200.0,66.7217788696289,65.65599852341872,65.65599852341872,65.65599852341872,65.65599852341872
2015-07-23,78.56999969482422,76.63999938964844,78.41999816894531,76.73999786376953,2975400.0,65.56830596923828,65.64973476954869,65.64973476954869,65.64973476954869,65.64973476954869
2015-07-24,77.43000030517578,75.94999694824219,76.91999816894531,76.41000366210938,3116000.0,65.28634643554688,65.62550888061523,65.62550888061523,65.62550888061523,65.62550888061523
2015-07-27,77.9800033569336,76.29000091552734,76.62999725341797,77.37999725341797,5774300.0,66.11512756347656,65.90634384155274,65.65611004829407,65.65611004829407,65.65611004829407
2015-07-28,78.6500015258789,77.5,78.44000244140625,78.31999969482422,1895900.0,66.91828155517578,66.146262105306,65.73035543105182,65.73035543105182,65.73035543105182
2015-07-29,78.30000305175781,77.0,78.26000213623047,77.91000366210938,2278600.0,66.5679931640625,66.31927541097005,65.77689086066351,65.77689086066351,65.77689086066351
2015-07-30,79.69000244140625,77.5999984741211,78.20999908447266,79.20999908447266,3247000.0,67.67872619628906,66.60027364095052,65.87698745727539,65.87698745727539,65.87698745727539
2015-07-31,79.94000244140625,78.86499786376953,79.94000244140625,79.47000122070312,2685500.0,67.90087127685547,66.75410919189453,65.97818164825439,65.97818164825439,65.97818164825439
2015-08-03,81.02999877929688,79.91000366210938,80.0,80.37000274658203,2681800.0,68.66986846923828,66.87323506673177,66.10635721115838,66.10635721115838,66.10635721115838
2015-08-04,81.0,79.66999816894531,80.56999969482422,79.80999755859375,2429600.0,68.19137573242188,67.00740814208984,66.20113078030673,66.20113078030673,66.20113078030673
2015-08-05,81.0,79.8499984741211,80.01000213623047,80.4800033569336,4324300.0,68.76383209228516,67.25271148681641,66.3125525764797,66.3125525764797,66.3125525764797
2015-08-06,81.19000244140625,79.51000213623047,81.05000305175781,79.76000213623047,3708600.0,68.148681640625,67.34161682128907,66.38905795415242,66.38905795415242,66.38905795415242
2015-08-07,79.37999725341797,77.29000091552734,79.13999938964844,78.45999908447266,3274100.0,67.03791046142578,67.30669453938802,66.41501205444337,66.41501205444337,66.41501205444337
2015-08-10,79.80000305175781,78.56999969482422,79.43000030517578,78.80999755859375,3252300.0,67.33694458007812,67.26455790201823,66.450470997737,66.450470997737,66.450470997737
2015-08-11,80.4800033569336,77.06999969482422,77.62999725341797,77.97000122070312,3889100.0,66.6192398071289,67.16835225423178,66.45672169438114,66.45672169438114,66.45672169438114
2015-08-12,78.30999755859375,76.08999633789062,77.83000183105469,76.69000244140625,3688800.0,65.52558898925781,67.08860626220704,66.42346695491246,66.42346695491246,66.42346695491246
2015-08-13,77.06999969482422,75.80000305175781,77.01000213623047,75.98999786376953,2917500.0,64.92748260498047,67.04588470458984,66.37188128767342,66.37188128767342,66.37188128767342
2015-08-14,76.73999786376953,75.11699676513672,76.06999969482422,76.41999816894531,2572800.0,65.29487609863281,67.04645334879557,66.3359811147054,66.3359811147054,66.3359811147054
2015-08-17,76.41000366210938,75.51000213623047,75.86000061035156,75.80000305175781,2260300.0,64.7651596069336,66.95645548502604,66.28530945316437,66.28530945316437,66.28530945316437
2015-08-18,75.9530029296875,75.05999755859375,75.72000122070312,75.19000244140625,2009700.0,64.24394226074219,66.77816619873047,66.22151672840118,66.22151672840118,66.22151672840118
